ZAT,codigo_upz,nombre_upz,codigo_localidad,nombre_localidad,accesibilidad_arterial
640.0,50,LA GLORIA,04,SAN CRISTOBAL,2.0
683.0,55,DIANA TURBAY,18,RAFAEL URIBE URIBE,0.0
972.0,50,LA GLORIA,04,SAN CRISTOBAL,1.0
603.0,32,SAN BLAS,04,SAN CRISTOBAL,0.0
601.0,32,SAN BLAS,04,SAN CRISTOBAL,1.0
529.0,82,PATIO BONITO,08,KENNEDY,4.0
414.0,82,PATIO BONITO,08,KENNEDY,3.0
413.0,79,CALANDAIMA,08,KENNEDY,8.0
994.0,78,TINTAL NORTE,08,KENNEDY,2.0
398.0,77,ZONA FRANCA,09,FONTIBON,4.0
397.0,75,FONTIBON,09,FONTIBON,4.0
317.0,112,GRANJAS DE TECHO,09,FONTIBON,10.0
955.0,112,GRANJAS DE TECHO,09,FONTIBON,9.0
392.0,112,GRANJAS DE TECHO,09,FONTIBON,7.0
255.0,99,CHAPINERO,02,CHAPINERO,14.0
848.0,97,CHICO LAGO,02,CHAPINERO,5.0
240.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,5.0
234.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,6.0
396.0,79,CALANDAIMA,08,KENNEDY,8.0
412.0,82,PATIO BONITO,08,KENNEDY,5.0
415.0,82,PATIO BONITO,08,KENNEDY,6.0
528.0,82,PATIO BONITO,08,KENNEDY,6.0
527.0,80,CORABASTOS,08,KENNEDY,4.0
391.0,46,CASTILLA,08,KENNEDY,5.0
950.0,46,CASTILLA,08,KENNEDY,4.0
998.0,115,CAPELLANIA,09,FONTIBON,3.0
305.0,115,CAPELLANIA,09,FONTIBON,2.0
314.0,75,FONTIBON,09,FONTIBON,12.0
311.0,75,FONTIBON,09,FONTIBON,7.0
312.0,75,FONTIBON,09,FONTIBON,5.0
403.0,75,FONTIBON,09,FONTIBON,3.0
239.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,5.0
236.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,1.0
235.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,5.0
231.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,5.0
232.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0
324.0,112,GRANJAS DE TECHO,09,FONTIBON,19.0
388.0,113,BAVARIA,08,KENNEDY,2.0
389.0,46,CASTILLA,08,KENNEDY,10.0
417.0,47,KENNEDY CENTRAL,08,KENNEDY,5.0
408.0,46,CASTILLA,08,KENNEDY,3.0
390.0,46,CASTILLA,08,KENNEDY,1.0
526.0,47,KENNEDY CENTRAL,08,KENNEDY,3.0
409.0,46,CASTILLA,08,KENNEDY,6.0
321.0,114,MODELIA,09,FONTIBON,7.0
322.0,110,CIUDAD SALITRE OCCIDENTAL,09,FONTIBON,14.0
319.0,114,MODELIA,09,FONTIBON,4.0
954.0,114,MODELIA,09,FONTIBON,4.0
320.0,114,MODELIA,09,FONTIBON,4.0
198.0,73,GARCES NAVAS,10,ENGATIVA,3.0
200.0,30,BOYACA REAL,10,ENGATIVA,7.0
204.0,31,SANTA CECILIA,10,ENGATIVA,6.0
301.0,31,SANTA CECILIA,10,ENGATIVA,8.0
303.0,31,SANTA CECILIA,10,ENGATIVA,6.0
238.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,1.0
237.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0
230.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,4.0
227.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0
226.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,5.0
282.0,100,GALERIAS,13,TEUSAQUILLO,11.0
281.0,100,GALERIAS,13,TEUSAQUILLO,7.0
275.0,99,CHAPINERO,02,CHAPINERO,21.0
274.0,90,PARDO RUBIO,02,CHAPINERO,5.0
273.0,90,PARDO RUBIO,02,CHAPINERO,5.0
267.0,90,PARDO RUBIO,02,CHAPINERO,1.0
283.0,100,GALERIAS,13,TEUSAQUILLO,5.0
286.0,100,GALERIAS,13,TEUSAQUILLO,9.0
288.0,100,GALERIAS,13,TEUSAQUILLO,8.0
285.0,100,GALERIAS,13,TEUSAQUILLO,6.0
287.0,100,GALERIAS,13,TEUSAQUILLO,2.0
279.0,101,TEUSAQUILLO,13,TEUSAQUILLO,6.0
280.0,100,GALERIAS,13,TEUSAQUILLO,3.0
276.0,99,CHAPINERO,02,CHAPINERO,13.0
277.0,99,CHAPINERO,02,CHAPINERO,8.0
272.0,90,PARDO RUBIO,02,CHAPINERO,7.0
271.0,99,CHAPINERO,02,CHAPINERO,5.0
343.0,91,SAGRADO CORAZON,03,SANTA FE,5.0
290.0,106,LA ESMERALDA,13,TEUSAQUILLO,11.0
325.0,112,GRANJAS DE TECHO,09,FONTIBON,15.0
385.0,113,BAVARIA,08,KENNEDY,12.0
386.0,113,BAVARIA,08,KENNEDY,5.0
953.0,113,BAVARIA,08,KENNEDY,2.0
421.0,44,AMERICAS,08,KENNEDY,6.0
419.0,44,AMERICAS,08,KENNEDY,7.0
326.0,111,PUENTE ARANDA,16,PUENTE ARANDA,22.0
327.0,109,CIUDAD SALITRE ORIENTAL,13,TEUSAQUILLO,15.0
291.0,106,LA ESMERALDA,13,TEUSAQUILLO,3.0
220.0,103,PARQUE SALITRE,12,BARRIOS UNIDOS,3.0
219.0,103,PARQUE SALITRE,12,BARRIOS UNIDOS,6.0
218.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,4.0
217.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,3.0
221.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,3.0
225.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0
292.0,106,LA ESMERALDA,13,TEUSAQUILLO,7.0
174.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,0.0
222.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,5.0
295.0,106,LA ESMERALDA,13,TEUSAQUILLO,5.0
298.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO,7.0
294.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO,5.0
293.0,106,LA ESMERALDA,13,TEUSAQUILLO,4.0
289.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO,8.0
991.0,101,TEUSAQUILLO,13,TEUSAQUILLO,5.0
278.0,101,TEUSAQUILLO,13,TEUSAQUILLO,6.0
341.0,101,TEUSAQUILLO,13,TEUSAQUILLO,3.0
344.0,101,TEUSAQUILLO,13,TEUSAQUILLO,10.0
342.0,91,SAGRADO CORAZON,03,SANTA FE,8.0
381.0,43,SAN RAFAEL,16,PUENTE ARANDA,5.0
965.0,44,AMERICAS,08,KENNEDY,3.0
422.0,44,AMERICAS,08,KENNEDY,2.0
420.0,44,AMERICAS,08,KENNEDY,3.0
520.0,45,CARVAJAL,08,KENNEDY,5.0
522.0,47,KENNEDY CENTRAL,08,KENNEDY,4.0
418.0,47,KENNEDY CENTRAL,08,KENNEDY,2.0
384.0,111,PUENTE ARANDA,16,PUENTE ARANDA,8.0
382.0,43,SAN RAFAEL,16,PUENTE ARANDA,5.0
988.0,43,SAN RAFAEL,16,PUENTE ARANDA,1.0
425.0,40,CIUDAD MONTES,16,PUENTE ARANDA,3.0
423.0,44,AMERICAS,08,KENNEDY,4.0
516.0,41,MUZU,16,PUENTE ARANDA,3.0
513.0,41,MUZU,16,PUENTE ARANDA,3.0
517.0,45,CARVAJAL,08,KENNEDY,6.0
380.0,43,SAN RAFAEL,16,PUENTE ARANDA,2.0
329.0,111,PUENTE ARANDA,16,PUENTE ARANDA,9.0
369.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,6.0
368.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,5.0
370.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,8.0
374.0,43,SAN RAFAEL,16,PUENTE ARANDA,6.0
367.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,13.0
371.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,9.0
373.0,40,CIUDAD MONTES,16,PUENTE ARANDA,5.0
952.0,107,QUINTA PAREDES,13,TEUSAQUILLO,3.0
365.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,5.0
364.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,11.0
427.0,40,CIUDAD MONTES,16,PUENTE ARANDA,7.0
428.0,40,CIUDAD MONTES,16,PUENTE ARANDA,4.0
426.0,40,CIUDAD MONTES,16,PUENTE ARANDA,5.0
372.0,40,CIUDAD MONTES,16,PUENTE ARANDA,5.0
377.0,43,SAN RAFAEL,16,PUENTE ARANDA,3.0
376.0,43,SAN RAFAEL,16,PUENTE ARANDA,1.0
375.0,43,SAN RAFAEL,16,PUENTE ARANDA,3.0
506.0,40,CIUDAD MONTES,16,PUENTE ARANDA,7.0
985.0,38,RESTREPO,15,ANTONIO NARIÑO,4.0
507.0,40,CIUDAD MONTES,16,PUENTE ARANDA,6.0
510.0,41,MUZU,16,PUENTE ARANDA,3.0
515.0,41,MUZU,16,PUENTE ARANDA,1.0
514.0,41,MUZU,16,PUENTE ARANDA,0.0
512.0,41,MUZU,16,PUENTE ARANDA,1.0
575.0,42,VENECIA,06,TUNJUELITO,5.0
539.0,45,CARVAJAL,08,KENNEDY,5.0
540.0,45,CARVAJAL,08,KENNEDY,6.0
328.0,111,PUENTE ARANDA,16,PUENTE ARANDA,18.0
378.0,43,SAN RAFAEL,16,PUENTE ARANDA,1.0
330.0,107,QUINTA PAREDES,13,TEUSAQUILLO,8.0
332.0,111,PUENTE ARANDA,16,PUENTE ARANDA,6.0
379.0,43,SAN RAFAEL,16,PUENTE ARANDA,1.0
508.0,41,MUZU,16,PUENTE ARANDA,3.0
509.0,41,MUZU,16,PUENTE ARANDA,5.0
531.0,81,GRAN BRITALIA,08,KENNEDY,4.0
532.0,81,GRAN BRITALIA,08,KENNEDY,5.0
533.0,47,KENNEDY CENTRAL,08,KENNEDY,5.0
546.0,48,TIMIZA,08,KENNEDY,1.0
547.0,48,TIMIZA,08,KENNEDY,3.0
535.0,48,TIMIZA,08,KENNEDY,3.0
542.0,49,APOGEO,07,BOSA,3.0
549.0,81,GRAN BRITALIA,08,KENNEDY,1.0
989.0,80,CORABASTOS,08,KENNEDY,4.0
410.0,80,CORABASTOS,08,KENNEDY,7.0
541.0,65,ARBORIZADORA,19,CIUDAD BOLIVAR,3.0
537.0,48,TIMIZA,08,KENNEDY,1.0
525.0,47,KENNEDY CENTRAL,08,KENNEDY,3.0
524.0,48,TIMIZA,08,KENNEDY,3.0
536.0,48,TIMIZA,08,KENNEDY,1.0
534.0,47,KENNEDY CENTRAL,08,KENNEDY,3.0
523.0,47,KENNEDY CENTRAL,08,KENNEDY,3.0
538.0,45,CARVAJAL,08,KENNEDY,3.0
521.0,45,CARVAJAL,08,KENNEDY,3.0
519.0,45,CARVAJAL,08,KENNEDY,7.0
411.0,82,PATIO BONITO,08,KENNEDY,5.0
577.0,42,VENECIA,06,TUNJUELITO,5.0
578.0,39,QUIROGA,18,RAFAEL URIBE URIBE,6.0
579.0,38,RESTREPO,15,ANTONIO NARIÑO,3.0
511.0,41,MUZU,16,PUENTE ARANDA,3.0
401.0,77,ZONA FRANCA,09,FONTIBON,0.0
406.0,77,ZONA FRANCA,09,FONTIBON,0.0
400.0,75,FONTIBON,09,FONTIBON,5.0
402.0,77,ZONA FRANCA,09,FONTIBON,3.0
309.0,76,FONTIBON SAN PABLO,09,FONTIBON,8.0
399.0,75,FONTIBON,09,FONTIBON,3.0
313.0,75,FONTIBON,09,FONTIBON,5.0
315.0,75,FONTIBON,09,FONTIBON,6.0
316.0,75,FONTIBON,09,FONTIBON,8.0
307.0,115,CAPELLANIA,09,FONTIBON,8.0
268.0,99,CHAPINERO,02,CHAPINERO,1.0
270.0,90,PARDO RUBIO,02,CHAPINERO,1.0
284.0,90,PARDO RUBIO,02,CHAPINERO,1.0
347.0,92,LA MACARENA,03,SANTA FE,3.0
348.0,92,LA MACARENA,03,SANTA FE,2.0
346.0,91,SAGRADO CORAZON,03,SANTA FE,3.0
992.0,91,SAGRADO CORAZON,03,SANTA FE,7.0
349.0,92,LA MACARENA,03,SANTA FE,2.0
345.0,91,SAGRADO CORAZON,03,SANTA FE,9.0
351.0,91,SAGRADO CORAZON,03,SANTA FE,2.0
356.0,101,TEUSAQUILLO,13,TEUSAQUILLO,5.0
357.0,102,LA SABANA,14,LOS MARTIRES,6.0
360.0,102,LA SABANA,14,LOS MARTIRES,10.0
966.0,102,LA SABANA,14,LOS MARTIRES,2.0
358.0,102,LA SABANA,14,LOS MARTIRES,5.0
395.0,101,TEUSAQUILLO,13,TEUSAQUILLO,5.0
339.0,101,TEUSAQUILLO,13,TEUSAQUILLO,5.0
843.0,102,LA SABANA,14,LOS MARTIRES,5.0
363.0,102,LA SABANA,14,LOS MARTIRES,16.0
337.0,107,QUINTA PAREDES,13,TEUSAQUILLO,5.0
336.0,107,QUINTA PAREDES,13,TEUSAQUILLO,3.0
441.0,102,LA SABANA,14,LOS MARTIRES,3.0
362.0,102,LA SABANA,14,LOS MARTIRES,7.0
335.0,107,QUINTA PAREDES,13,TEUSAQUILLO,4.0
333.0,107,QUINTA PAREDES,13,TEUSAQUILLO,4.0
331.0,109,CIUDAD SALITRE ORIENTAL,13,TEUSAQUILLO,4.0
429.0,40,CIUDAD MONTES,16,PUENTE ARANDA,6.0
518.0,38,RESTREPO,15,ANTONIO NARIÑO,5.0
366.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,9.0
483.0,96,LOURDES,03,SANTA FE,0.0
353.0,92,LA MACARENA,03,SANTA FE,8.0
338.0,101,TEUSAQUILLO,13,TEUSAQUILLO,6.0
269.0,90,PARDO RUBIO,02,CHAPINERO,2.0
171.0,21,LOS ANDES,12,BARRIOS UNIDOS,2.0
172.0,21,LOS ANDES,12,BARRIOS UNIDOS,3.0
206.0,31,SANTA CECILIA,10,ENGATIVA,3.0
205.0,31,SANTA CECILIA,10,ENGATIVA,3.0
211.0,26,LAS FERIAS,10,ENGATIVA,5.0
300.0,31,SANTA CECILIA,10,ENGATIVA,12.0
299.0,105,JARDIN BOTANICO,10,ENGATIVA,11.0
135.0,25,LA FLORESTA,11,SUBA,6.0
134.0,25,LA FLORESTA,11,SUBA,6.0
170.0,21,LOS ANDES,12,BARRIOS UNIDOS,4.0
175.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,4.0
173.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,5.0
176.0,26,LAS FERIAS,10,ENGATIVA,5.0
169.0,21,LOS ANDES,12,BARRIOS UNIDOS,6.0
223.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,4.0
177.0,26,LAS FERIAS,10,ENGATIVA,2.0
136.0,25,LA FLORESTA,11,SUBA,5.0
233.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,2.0
841.0,26,LAS FERIAS,10,ENGATIVA,5.0
842.0,26,LAS FERIAS,10,ENGATIVA,5.0
214.0,103,PARQUE SALITRE,12,BARRIOS UNIDOS,6.0
297.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO,8.0
207.0,30,BOYACA REAL,10,ENGATIVA,5.0
203.0,30,BOYACA REAL,10,ENGATIVA,2.0
209.0,26,LAS FERIAS,10,ENGATIVA,6.0
210.0,26,LAS FERIAS,10,ENGATIVA,6.0
178.0,26,LAS FERIAS,10,ENGATIVA,7.0
131.0,29,MINUTO DE DIOS,10,ENGATIVA,5.0
181.0,30,BOYACA REAL,10,ENGATIVA,5.0
182.0,30,BOYACA REAL,10,ENGATIVA,2.0
202.0,30,BOYACA REAL,10,ENGATIVA,3.0
179.0,26,LAS FERIAS,10,ENGATIVA,6.0
216.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,8.0
215.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,6.0
208.0,26,LAS FERIAS,10,ENGATIVA,5.0
180.0,26,LAS FERIAS,10,ENGATIVA,7.0
296.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO,3.0
124.0,29,MINUTO DE DIOS,10,ENGATIVA,3.0
130.0,29,MINUTO DE DIOS,10,ENGATIVA,1.0
128.0,29,MINUTO DE DIOS,10,ENGATIVA,5.0
228.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0
229.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0
163.0,97,CHICO LAGO,02,CHAPINERO,7.0
137.0,25,LA FLORESTA,11,SUBA,3.0
249.0,90,PARDO RUBIO,02,CHAPINERO,0.0
159.0,89,SAN ISIDRO - PATIOS,02,CHAPINERO,1.0
161.0,89,SAN ISIDRO - PATIOS,02,CHAPINERO,1.0
160.0,89,SAN ISIDRO - PATIOS,02,CHAPINERO,1.0
162.0,88,EL REFUGIO,02,CHAPINERO,1.0
8.0,2,LA ACADEMIA,11,SUBA,7.0
855.0,17,SAN JOSE DE BAVARIA,11,SUBA,4.0
958.0,2,LA ACADEMIA,11,SUBA,5.0
960.0,3,GUAYMARAL,11,SUBA,7.0
959.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,7.0
6.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,6.0
5.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,4.0
27.0,17,SAN JOSE DE BAVARIA,11,SUBA,10.0
29.0,18,BRITALIA,11,SUBA,6.0
9.0,17,SAN JOSE DE BAVARIA,11,SUBA,8.0
956.0,9,VERBENAL,01,USAQUEN,10.0
957.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,5.0
47.0,18,BRITALIA,11,SUBA,4.0
48.0,18,BRITALIA,11,SUBA,3.0
49.0,18,BRITALIA,11,SUBA,3.0
64.0,19,EL PRADO,11,SUBA,2.0
65.0,19,EL PRADO,11,SUBA,3.0
50.0,18,BRITALIA,11,SUBA,3.0
53.0,12,TOBERIN,01,USAQUEN,7.0
52.0,12,TOBERIN,01,USAQUEN,7.0
54.0,12,TOBERIN,01,USAQUEN,8.0
61.0,12,TOBERIN,01,USAQUEN,8.0
22.0,10,LA URIBE,01,USAQUEN,5.0
21.0,10,LA URIBE,01,USAQUEN,5.0
55.0,10,LA URIBE,01,USAQUEN,5.0
56.0,11,SAN CRISTOBAL NORTE,01,USAQUEN,5.0
59.0,11,SAN CRISTOBAL NORTE,01,USAQUEN,5.0
60.0,11,SAN CRISTOBAL NORTE,01,USAQUEN,5.0
23.0,9,VERBENAL,01,USAQUEN,5.0
17.0,10,LA URIBE,01,USAQUEN,2.0
116.0,71,TIBABUYES,11,SUBA,1.0
117.0,71,TIBABUYES,11,SUBA,1.0
118.0,71,TIBABUYES,11,SUBA,0.0
115.0,71,TIBABUYES,11,SUBA,1.0
114.0,71,TIBABUYES,11,SUBA,3.0
113.0,71,TIBABUYES,11,SUBA,3.0
110.0,28,EL RINCON,11,SUBA,4.0
106.0,28,EL RINCON,11,SUBA,6.0
109.0,28,EL RINCON,11,SUBA,2.0
111.0,28,EL RINCON,11,SUBA,3.0
108.0,28,EL RINCON,11,SUBA,6.0
90.0,19,EL PRADO,11,SUBA,1.0
14.0,9,VERBENAL,01,USAQUEN,3.0
13.0,9,VERBENAL,01,USAQUEN,5.0
16.0,9,VERBENAL,01,USAQUEN,4.0
15.0,9,VERBENAL,01,USAQUEN,4.0
12.0,9,VERBENAL,01,USAQUEN,10.0
11.0,9,VERBENAL,01,USAQUEN,11.0
77.0,13,LOS CEDROS,01,USAQUEN,8.0
63.0,13,LOS CEDROS,01,USAQUEN,8.0
26.0,10,LA URIBE,01,USAQUEN,3.0
25.0,10,LA URIBE,01,USAQUEN,6.0
24.0,9,VERBENAL,01,USAQUEN,2.0
817.0,,,,,0.0
939.0,58,COMUNEROS,05,USME,2.0
754.0,58,COMUNEROS,05,USME,2.0
940.0,66,SAN FRANCISCO,19,CIUDAD BOLIVAR,2.0
942.0,42,VENECIA,06,TUNJUELITO,2.0
943.0,69,ISMAEL PERDOMO,19,CIUDAD BOLIVAR,1.0
944.0,69,ISMAEL PERDOMO,19,CIUDAD BOLIVAR,5.0
571.0,69,ISMAEL PERDOMO,19,CIUDAD BOLIVAR,4.0
946.0,49,APOGEO,07,BOSA,5.0
562.0,85,BOSA CENTRAL,07,BOSA,3.0
948.0,48,TIMIZA,08,KENNEDY,3.0
949.0,83,LAS MARGARITAS,08,KENNEDY,4.0
394.0,46,CASTILLA,08,KENNEDY,5.0
951.0,44,AMERICAS,08,KENNEDY,2.0
844.0,107,QUINTA PAREDES,13,TEUSAQUILLO,5.0
387.0,113,BAVARIA,08,KENNEDY,5.0
323.0,112,GRANJAS DE TECHO,09,FONTIBON,6.0
752.0,58,COMUNEROS,05,USME,2.0
962.0,67,LUCERO,19,CIUDAD BOLIVAR,4.0
626.0,70,JERUSALEM,19,CIUDAD BOLIVAR,3.0
941.0,42,VENECIA,06,TUNJUELITO,3.0
964.0,48,TIMIZA,08,KENNEDY,3.0
383.0,44,AMERICAS,08,KENNEDY,6.0
359.0,102,LA SABANA,14,LOS MARTIRES,3.0
605.0,32,SAN BLAS,04,SAN CRISTOBAL,3.0
496.0,33,SOSIEGO,04,SAN CRISTOBAL,2.0
495.0,33,SOSIEGO,04,SAN CRISTOBAL,0.0
608.0,34,20 DE JULIO,04,SAN CRISTOBAL,1.0
607.0,34,20 DE JULIO,04,SAN CRISTOBAL,1.0
641.0,50,LA GLORIA,04,SAN CRISTOBAL,0.0
653.0,54,MARRUECOS,18,RAFAEL URIBE URIBE,2.0
974.0,54,MARRUECOS,18,RAFAEL URIBE URIBE,3.0
610.0,36,SAN JOSE,18,RAFAEL URIBE URIBE,0.0
976.0,53,MARCO FIDEL SUAREZ,18,RAFAEL URIBE URIBE,1.0
635.0,53,MARCO FIDEL SUAREZ,18,RAFAEL URIBE URIBE,3.0
656.0,54,MARRUECOS,18,RAFAEL URIBE URIBE,2.0
978.0,54,MARRUECOS,18,RAFAEL URIBE URIBE,1.0
980.0,56,DANUBIO,05,USME,2.0
981.0,36,SAN JOSE,18,RAFAEL URIBE URIBE,1.0
589.0,39,QUIROGA,18,RAFAEL URIBE URIBE,2.0
983.0,39,QUIROGA,18,RAFAEL URIBE URIBE,3.0
984.0,38,RESTREPO,15,ANTONIO NARIÑO,2.0
580.0,38,RESTREPO,15,ANTONIO NARIÑO,3.0
503.0,38,RESTREPO,15,ANTONIO NARIÑO,3.0
633.0,42,VENECIA,06,TUNJUELITO,5.0
424.0,43,SAN RAFAEL,16,PUENTE ARANDA,3.0
416.0,80,CORABASTOS,08,KENNEDY,4.0
990.0,46,CASTILLA,08,KENNEDY,6.0
340.0,101,TEUSAQUILLO,13,TEUSAQUILLO,8.0
352.0,91,SAGRADO CORAZON,03,SANTA FE,3.0
354.0,93,LAS NIEVES,03,SANTA FE,6.0
995.0,78,TINTAL NORTE,08,KENNEDY,9.0
393.0,78,TINTAL NORTE,08,KENNEDY,6.0
996.0,110,CIUDAD SALITRE OCCIDENTAL,09,FONTIBON,15.0
997.0,109,CIUDAD SALITRE ORIENTAL,13,TEUSAQUILLO,13.0
999.0,115,CAPELLANIA,09,FONTIBON,3.0
306.0,115,CAPELLANIA,09,FONTIBON,10.0
835.0,74,ENGATIVA,10,ENGATIVA,1.0
42.0,27,SUBA,11,SUBA,0.0
43.0,23,CASA BLANCA SUBA,11,SUBA,0.0
838.0,23,CASA BLANCA SUBA,11,SUBA,13.0
94.0,24,NIZA,11,SUBA,10.0
32.0,27,SUBA,11,SUBA,3.0
212.0,26,LAS FERIAS,10,ENGATIVA,5.0
213.0,26,LAS FERIAS,10,ENGATIVA,5.0
361.0,102,LA SABANA,14,LOS MARTIRES,4.0
334.0,107,QUINTA PAREDES,13,TEUSAQUILLO,3.0
845.0,90,PARDO RUBIO,02,CHAPINERO,2.0
846.0,100,GALERIAS,13,TEUSAQUILLO,5.0
247.0,97,CHICO LAGO,02,CHAPINERO,6.0
254.0,97,CHICO LAGO,02,CHAPINERO,8.0
166.0,97,CHICO LAGO,02,CHAPINERO,6.0
144.0,16,SANTA BARBARA,01,USAQUEN,5.0
145.0,16,SANTA BARBARA,01,USAQUEN,5.0
146.0,16,SANTA BARBARA,01,USAQUEN,8.0
853.0,20,LA ALHAMBRA,11,SUBA,4.0
58.0,11,SAN CRISTOBAL NORTE,01,USAQUEN,1.0
28.0,17,SAN JOSE DE BAVARIA,11,SUBA,4.0
10.0,9,VERBENAL,01,USAQUEN,5.0
7.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,2.0
4.0,2,LA ACADEMIA,11,SUBA,9.0
3.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,11.0
2.0,3,GUAYMARAL,11,SUBA,5.0
141.0,20,LA ALHAMBRA,11,SUBA,3.0
905.0,,,,,0.0
903.0,,,,,0.0
917.0,,,,,0.0
908.0,,,,,0.0
913.0,,,,,0.0
914.0,,,,,0.0
930.0,,,,,0.0
915.0,,,,,0.0
912.0,,,,,0.0
911.0,,,,,0.0
1500.0,,,,,0.0
928.0,,,,,0.0
926.0,,,,,0.0
906.0,,,,,0.0
927.0,71,TIBABUYES,11,SUBA,0.0
923.0,71,TIBABUYES,11,SUBA,2.0
935.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,1.0
907.0,,,,,0.0
909.0,,,,,0.0
936.0,,,,,0.0
910.0,,,,,0.0
929.0,,,,,0.0
790.0,,,,,0.0
932.0,85,BOSA CENTRAL,07,BOSA,1.0
931.0,,,,,0.0
933.0,,,,,0.0
1000.0,61,CIUDAD USME,05,USME,5.0
1001.0,61,CIUDAD USME,05,USME,13.0
1002.0,61,CIUDAD USME,05,USME,5.0
1003.0,87,TINTAL SUR,07,BOSA,9.0
1004.0,87,TINTAL SUR,07,BOSA,3.0
1005.0,87,TINTAL SUR,07,BOSA,4.0
1006.0,86,EL PORVENIR,07,BOSA,9.0
1007.0,112,GRANJAS DE TECHO,09,FONTIBON,5.0
1008.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO,3.0
1010.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,5.0
1011.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,4.0
1012.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,6.0
1013.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,5.0
1014.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,5.0
1016.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,4.0
1071.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,3.0
1015.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,1.0
1063.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,2.0
1017.0,3,GUAYMARAL,11,SUBA,5.0
1018.0,3,GUAYMARAL,11,SUBA,1.0
1019.0,3,GUAYMARAL,11,SUBA,0.0
1020.0,3,GUAYMARAL,11,SUBA,3.0
1021.0,2,LA ACADEMIA,11,SUBA,8.0
1022.0,2,LA ACADEMIA,11,SUBA,10.0
1023.0,17,SAN JOSE DE BAVARIA,11,SUBA,6.0
1024.0,2,LA ACADEMIA,11,SUBA,8.0
1025.0,24,NIZA,11,SUBA,5.0
1026.0,23,CASA BLANCA SUBA,11,SUBA,5.0
1053.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,8.0
1027.0,78,TINTAL NORTE,08,KENNEDY,2.0
1028.0,27,SUBA,11,SUBA,3.0
1029.0,64,MONTE BLANCO,19,CIUDAD BOLIVAR,0.0
1030.0,52,LA FLORA,05,USME,4.0
