ZAT,codigo_upz,nombre_upz,codigo_localidad,nombre_localidad
421.0,44,AMERICAS,08,KENNEDY
419.0,44,AMERICAS,08,KENNEDY
326.0,111,PUENTE ARANDA,16,PUENTE ARANDA
327.0,109,CIUDAD SALITRE ORIENTAL,13,TEUSAQUILLO
291.0,106,LA ESMERALDA,13,TEUSAQUILLO
220.0,103,PARQUE SALITRE,12,BARRIOS UNIDOS
219.0,103,PARQUE SALITRE,12,BARRIOS UNIDOS
218.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS
217.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS
221.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS
225.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS
292.0,106,LA ESMERALDA,13,TEUSAQUILLO
174.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS
222.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS
295.0,106,LA ESMERALDA,13,TEUSAQUILLO
298.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO
294.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO
293.0,106,LA ESMERALDA,13,TEUSAQUILLO
289.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO
991.0,101,TEUSAQUILLO,13,TEUSAQUILLO
278.0,101,TEUSAQUILLO,13,TEUSAQUILLO
341.0,101,TEUSAQUILLO,13,TEUSAQUILLO
344.0,101,TEUSAQUILLO,13,TEUSAQUILLO
342.0,91,SAGRADO CORAZON,03,SANTA FE
381.0,43,SAN RAFAEL,16,PUENTE ARANDA
965.0,44,AMERICAS,08,KENNEDY
422.0,44,AMERICAS,08,KENNEDY
420.0,44,AMERICAS,08,KENNEDY
520.0,45,CARVAJAL,08,KENNEDY
522.0,47,KENNEDY CENTRAL,08,KENNEDY
418.0,47,KENNEDY CENTRAL,08,KENNEDY
384.0,111,PUENTE ARANDA,16,PUENTE ARANDA
382.0,43,SAN RAFAEL,16,PUENTE ARANDA
988.0,43,SAN RAFAEL,16,PUENTE ARANDA
425.0,40,CIUDAD MONTES,16,PUENTE ARANDA
423.0,44,AMERICAS,08,KENNEDY
516.0,41,MUZU,16,PUENTE ARANDA
513.0,41,MUZU,16,PUENTE ARANDA
517.0,45,CARVAJAL,08,KENNEDY
380.0,43,SAN RAFAEL,16,PUENTE ARANDA
329.0,111,PUENTE ARANDA,16,PUENTE ARANDA
369.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA
368.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA
370.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA
374.0,43,SAN RAFAEL,16,PUENTE ARANDA
367.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA
371.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA
373.0,40,CIUDAD MONTES,16,PUENTE ARANDA
952.0,107,QUINTA PAREDES,13,TEUSAQUILLO
365.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA
364.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA
427.0,40,CIUDAD MONTES,16,PUENTE ARANDA
428.0,40,CIUDAD MONTES,16,PUENTE ARANDA
426.0,40,CIUDAD MONTES,16,PUENTE ARANDA
372.0,40,CIUDAD MONTES,16,PUENTE ARANDA
377.0,43,SAN RAFAEL,16,PUENTE ARANDA
376.0,43,SAN RAFAEL,16,PUENTE ARANDA
375.0,43,SAN RAFAEL,16,PUENTE ARANDA
506.0,40,CIUDAD MONTES,16,PUENTE ARANDA
985.0,38,RESTREPO,15,ANTONIO NARIÑO
507.0,40,CIUDAD MONTES,16,PUENTE ARANDA
510.0,41,MUZU,16,PUENTE ARANDA
515.0,41,MUZU,16,PUENTE ARANDA
514.0,41,MUZU,16,PUENTE ARANDA
512.0,41,MUZU,16,PUENTE ARANDA
575.0,42,VENECIA,06,TUNJUELITO
539.0,45,CARVAJAL,08,KENNEDY
540.0,45,CARVAJAL,08,KENNEDY
328.0,111,PUENTE ARANDA,16,PUENTE ARANDA
378.0,43,SAN RAFAEL,16,PUENTE ARANDA
330.0,107,QUINTA PAREDES,13,TEUSAQUILLO
332.0,111,PUENTE ARANDA,16,PUENTE ARANDA
379.0,43,SAN RAFAEL,16,PUENTE ARANDA
508.0,41,MUZU,16,PUENTE ARANDA
509.0,41,MUZU,16,PUENTE ARANDA
531.0,81,GRAN BRITALIA,08,KENNEDY
532.0,81,GRAN BRITALIA,08,KENNEDY
533.0,47,KENNEDY CENTRAL,08,KENNEDY
546.0,48,TIMIZA,08,KENNEDY
547.0,48,TIMIZA,08,KENNEDY
535.0,48,TIMIZA,08,KENNEDY
542.0,49,APOGEO,07,BOSA
549.0,81,GRAN BRITALIA,08,KENNEDY
989.0,80,CORABASTOS,08,KENNEDY
410.0,80,CORABASTOS,08,KENNEDY
541.0,65,ARBORIZADORA,19,CIUDAD BOLIVAR
537.0,48,TIMIZA,08,KENNEDY
525.0,47,KENNEDY CENTRAL,08,KENNEDY
524.0,48,TIMIZA,08,KENNEDY
536.0,48,TIMIZA,08,KENNEDY
534.0,47,KENNEDY CENTRAL,08,KENNEDY
523.0,47,KENNEDY CENTRAL,08,KENNEDY
538.0,45,CARVAJAL,08,KENNEDY
521.0,45,CARVAJAL,08,KENNEDY
519.0,45,CARVAJAL,08,KENNEDY
411.0,82,PATIO BONITO,08,KENNEDY
577.0,42,VENECIA,06,TUNJUELITO
578.0,39,QUIROGA,18,RAFAEL URIBE URIBE
579.0,38,RESTREPO,15,ANTONIO NARIÑO
511.0,41,MUZU,16,PUENTE ARANDA
401.0,77,ZONA FRANCA,09,FONTIBON
406.0,77,ZONA FRANCA,09,FONTIBON
400.0,75,FONTIBON,09,FONTIBON
402.0,77,ZONA FRANCA,09,FONTIBON
309.0,76,FONTIBON SAN PABLO,09,FONTIBON
399.0,75,FONTIBON,09,FONTIBON
313.0,75,FONTIBON,09,FONTIBON
315.0,75,FONTIBON,09,FONTIBON
316.0,75,FONTIBON,09,FONTIBON
307.0,115,CAPELLANIA,09,FONTIBON
268.0,99,CHAPINERO,02,CHAPINERO
270.0,90,PARDO RUBIO,02,CHAPINERO
284.0,90,PARDO RUBIO,02,CHAPINERO
347.0,92,LA MACARENA,03,SANTA FE
348.0,92,LA MACARENA,03,SANTA FE
346.0,91,SAGRADO CORAZON,03,SANTA FE
992.0,91,SAGRADO CORAZON,03,SANTA FE
349.0,92,LA MACARENA,03,SANTA FE
345.0,91,SAGRADO CORAZON,03,SANTA FE
351.0,91,SAGRADO CORAZON,03,SANTA FE
356.0,101,TEUSAQUILLO,13,TEUSAQUILLO
357.0,102,LA SABANA,14,LOS MARTIRES
360.0,102,LA SABANA,14,LOS MARTIRES
966.0,102,LA SABANA,14,LOS MARTIRES
358.0,102,LA SABANA,14,LOS MARTIRES
395.0,101,TEUSAQUILLO,13,TEUSAQUILLO
339.0,101,TEUSAQUILLO,13,TEUSAQUILLO
843.0,102,LA SABANA,14,LOS MARTIRES
363.0,102,LA SABANA,14,LOS MARTIRES
337.0,107,QUINTA PAREDES,13,TEUSAQUILLO
336.0,107,QUINTA PAREDES,13,TEUSAQUILLO
441.0,102,LA SABANA,14,LOS MARTIRES
362.0,102,LA SABANA,14,LOS MARTIRES
335.0,107,QUINTA PAREDES,13,TEUSAQUILLO
333.0,107,QUINTA PAREDES,13,TEUSAQUILLO
331.0,109,CIUDAD SALITRE ORIENTAL,13,TEUSAQUILLO
429.0,40,CIUDAD MONTES,16,PUENTE ARANDA
518.0,38,RESTREPO,15,ANTONIO NARIÑO
366.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA
483.0,96,LOURDES,03,SANTA FE
353.0,92,LA MACARENA,03,SANTA FE
338.0,101,TEUSAQUILLO,13,TEUSAQUILLO
269.0,90,PARDO RUBIO,02,CHAPINERO
171.0,21,LOS ANDES,12,BARRIOS UNIDOS
172.0,21,LOS ANDES,12,BARRIOS UNIDOS
206.0,31,SANTA CECILIA,10,ENGATIVA
205.0,31,SANTA CECILIA,10,ENGATIVA
211.0,26,LAS FERIAS,10,ENGATIVA
300.0,31,SANTA CECILIA,10,ENGATIVA
299.0,105,JARDIN BOTANICO,10,ENGATIVA
135.0,25,LA FLORESTA,11,SUBA
134.0,25,LA FLORESTA,11,SUBA
170.0,21,LOS ANDES,12,BARRIOS UNIDOS
175.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS
173.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS
176.0,26,LAS FERIAS,10,ENGATIVA
169.0,21,LOS ANDES,12,BARRIOS UNIDOS
223.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS
177.0,26,LAS FERIAS,10,ENGATIVA
136.0,25,LA FLORESTA,11,SUBA
233.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS
841.0,26,LAS FERIAS,10,ENGATIVA
842.0,26,LAS FERIAS,10,ENGATIVA
214.0,103,PARQUE SALITRE,12,BARRIOS UNIDOS
297.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO
207.0,30,BOYACA REAL,10,ENGATIVA
203.0,30,BOYACA REAL,10,ENGATIVA
209.0,26,LAS FERIAS,10,ENGATIVA
210.0,26,LAS FERIAS,10,ENGATIVA
178.0,26,LAS FERIAS,10,ENGATIVA
131.0,29,MINUTO DE DIOS,10,ENGATIVA
181.0,30,BOYACA REAL,10,ENGATIVA
182.0,30,BOYACA REAL,10,ENGATIVA
202.0,30,BOYACA REAL,10,ENGATIVA
179.0,26,LAS FERIAS,10,ENGATIVA
216.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS
215.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS
208.0,26,LAS FERIAS,10,ENGATIVA
180.0,26,LAS FERIAS,10,ENGATIVA
296.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO
124.0,29,MINUTO DE DIOS,10,ENGATIVA
130.0,29,MINUTO DE DIOS,10,ENGATIVA
128.0,29,MINUTO DE DIOS,10,ENGATIVA
228.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS
229.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS
163.0,97,CHICO LAGO,02,CHAPINERO
137.0,25,LA FLORESTA,11,SUBA
249.0,90,PARDO RUBIO,02,CHAPINERO
159.0,89,SAN ISIDRO - PATIOS,02,CHAPINERO
161.0,89,SAN ISIDRO - PATIOS,02,CHAPINERO
160.0,89,SAN ISIDRO - PATIOS,02,CHAPINERO
162.0,88,EL REFUGIO,02,CHAPINERO
8.0,2,LA ACADEMIA,11,SUBA
855.0,17,SAN JOSE DE BAVARIA,11,SUBA
958.0,2,LA ACADEMIA,11,SUBA
960.0,3,GUAYMARAL,11,SUBA
959.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
6.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
5.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
27.0,17,SAN JOSE DE BAVARIA,11,SUBA
29.0,18,BRITALIA,11,SUBA
9.0,17,SAN JOSE DE BAVARIA,11,SUBA
956.0,9,VERBENAL,01,USAQUEN
957.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
47.0,18,BRITALIA,11,SUBA
48.0,18,BRITALIA,11,SUBA
49.0,18,BRITALIA,11,SUBA
64.0,19,EL PRADO,11,SUBA
65.0,19,EL PRADO,11,SUBA
50.0,18,BRITALIA,11,SUBA
53.0,12,TOBERIN,01,USAQUEN
52.0,12,TOBERIN,01,USAQUEN
54.0,12,TOBERIN,01,USAQUEN
61.0,12,TOBERIN,01,USAQUEN
22.0,10,LA URIBE,01,USAQUEN
21.0,10,LA URIBE,01,USAQUEN
55.0,10,LA URIBE,01,USAQUEN
56.0,11,SAN CRISTOBAL NORTE,01,USAQUEN
59.0,11,SAN CRISTOBAL NORTE,01,USAQUEN
60.0,11,SAN CRISTOBAL NORTE,01,USAQUEN
23.0,9,VERBENAL,01,USAQUEN
17.0,10,LA URIBE,01,USAQUEN
116.0,71,TIBABUYES,11,SUBA
117.0,71,TIBABUYES,11,SUBA
118.0,71,TIBABUYES,11,SUBA
115.0,71,TIBABUYES,11,SUBA
114.0,71,TIBABUYES,11,SUBA
113.0,71,TIBABUYES,11,SUBA
110.0,28,EL RINCON,11,SUBA
106.0,28,EL RINCON,11,SUBA
109.0,28,EL RINCON,11,SUBA
111.0,28,EL RINCON,11,SUBA
108.0,28,EL RINCON,11,SUBA
90.0,19,EL PRADO,11,SUBA
14.0,9,VERBENAL,01,USAQUEN
13.0,9,VERBENAL,01,USAQUEN
16.0,9,VERBENAL,01,USAQUEN
15.0,9,VERBENAL,01,USAQUEN
12.0,9,VERBENAL,01,USAQUEN
11.0,9,VERBENAL,01,USAQUEN
77.0,13,LOS CEDROS,01,USAQUEN
63.0,13,LOS CEDROS,01,USAQUEN
26.0,10,LA URIBE,01,USAQUEN
25.0,10,LA URIBE,01,USAQUEN
24.0,9,VERBENAL,01,USAQUEN
817.0,,,,
939.0,58,COMUNEROS,05,USME
754.0,58,COMUNEROS,05,USME
940.0,66,SAN FRANCISCO,19,CIUDAD BOLIVAR
942.0,42,VENECIA,06,TUNJUELITO
943.0,69,ISMAEL PERDOMO,19,CIUDAD BOLIVAR
944.0,69,ISMAEL PERDOMO,19,CIUDAD BOLIVAR
571.0,69,ISMAEL PERDOMO,19,CIUDAD BOLIVAR
946.0,49,APOGEO,07,BOSA
562.0,85,BOSA CENTRAL,07,BOSA
948.0,48,TIMIZA,08,KENNEDY
949.0,83,LAS MARGARITAS,08,KENNEDY
394.0,46,CASTILLA,08,KENNEDY
951.0,44,AMERICAS,08,KENNEDY
844.0,107,QUINTA PAREDES,13,TEUSAQUILLO
387.0,113,BAVARIA,08,KENNEDY
323.0,112,GRANJAS DE TECHO,09,FONTIBON
752.0,58,COMUNEROS,05,USME
962.0,67,LUCERO,19,CIUDAD BOLIVAR
626.0,70,JERUSALEM,19,CIUDAD BOLIVAR
941.0,42,VENECIA,06,TUNJUELITO
964.0,48,TIMIZA,08,KENNEDY
383.0,44,AMERICAS,08,KENNEDY
359.0,102,LA SABANA,14,LOS MARTIRES
605.0,32,SAN BLAS,04,SAN CRISTOBAL
496.0,33,SOSIEGO,04,SAN CRISTOBAL
495.0,33,SOSIEGO,04,SAN CRISTOBAL
608.0,34,20 DE JULIO,04,SAN CRISTOBAL
607.0,34,20 DE JULIO,04,SAN CRISTOBAL
641.0,50,LA GLORIA,04,SAN CRISTOBAL
653.0,54,MARRUECOS,18,RAFAEL URIBE URIBE
974.0,54,MARRUECOS,18,RAFAEL URIBE URIBE
610.0,36,SAN JOSE,18,RAFAEL URIBE URIBE
976.0,53,MARCO FIDEL SUAREZ,18,RAFAEL URIBE URIBE
635.0,53,MARCO FIDEL SUAREZ,18,RAFAEL URIBE URIBE
656.0,54,MARRUECOS,18,RAFAEL URIBE URIBE
978.0,54,MARRUECOS,18,RAFAEL URIBE URIBE
980.0,56,DANUBIO,05,USME
981.0,36,SAN JOSE,18,RAFAEL URIBE URIBE
589.0,39,QUIROGA,18,RAFAEL URIBE URIBE
983.0,39,QUIROGA,18,RAFAEL URIBE URIBE
984.0,38,RESTREPO,15,ANTONIO NARIÑO
580.0,38,RESTREPO,15,ANTONIO NARIÑO
503.0,38,RESTREPO,15,ANTONIO NARIÑO
633.0,42,VENECIA,06,TUNJUELITO
424.0,43,SAN RAFAEL,16,PUENTE ARANDA
416.0,80,CORABASTOS,08,KENNEDY
990.0,46,CASTILLA,08,KENNEDY
340.0,101,TEUSAQUILLO,13,TEUSAQUILLO
352.0,91,SAGRADO CORAZON,03,SANTA FE
354.0,93,LAS NIEVES,03,SANTA FE
995.0,78,TINTAL NORTE,08,KENNEDY
393.0,78,TINTAL NORTE,08,KENNEDY
996.0,110,CIUDAD SALITRE OCCIDENTAL,09,FONTIBON
997.0,109,CIUDAD SALITRE ORIENTAL,13,TEUSAQUILLO
999.0,115,CAPELLANIA,09,FONTIBON
306.0,115,CAPELLANIA,09,FONTIBON
835.0,74,ENGATIVA,10,ENGATIVA
42.0,27,SUBA,11,SUBA
43.0,23,CASA BLANCA SUBA,11,SUBA
838.0,23,CASA BLANCA SUBA,11,SUBA
94.0,24,NIZA,11,SUBA
32.0,27,SUBA,11,SUBA
212.0,26,LAS FERIAS,10,ENGATIVA
213.0,26,LAS FERIAS,10,ENGATIVA
361.0,102,LA SABANA,14,LOS MARTIRES
334.0,107,QUINTA PAREDES,13,TEUSAQUILLO
845.0,90,PARDO RUBIO,02,CHAPINERO
846.0,100,GALERIAS,13,TEUSAQUILLO
247.0,97,CHICO LAGO,02,CHAPINERO
254.0,97,CHICO LAGO,02,CHAPINERO
166.0,97,CHICO LAGO,02,CHAPINERO
144.0,16,SANTA BARBARA,01,USAQUEN
145.0,16,SANTA BARBARA,01,USAQUEN
146.0,16,SANTA BARBARA,01,USAQUEN
853.0,20,LA ALHAMBRA,11,SUBA
58.0,11,SAN CRISTOBAL NORTE,01,USAQUEN
28.0,17,SAN JOSE DE BAVARIA,11,SUBA
10.0,9,VERBENAL,01,USAQUEN
7.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
4.0,2,LA ACADEMIA,11,SUBA
3.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
2.0,3,GUAYMARAL,11,SUBA
141.0,20,LA ALHAMBRA,11,SUBA
905.0,,,,
903.0,,,,
917.0,,,,
908.0,,,,
913.0,,,,
914.0,,,,
930.0,,,,
915.0,,,,
912.0,,,,
911.0,,,,
1500.0,,,,
928.0,,,,
926.0,,,,
906.0,,,,
927.0,71,TIBABUYES,11,SUBA
923.0,71,TIBABUYES,11,SUBA
935.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
907.0,,,,
909.0,,,,
936.0,,,,
910.0,,,,
929.0,,,,
790.0,,,,
932.0,85,BOSA CENTRAL,07,BOSA
931.0,,,,
933.0,,,,
1000.0,61,CIUDAD USME,05,USME
1001.0,61,CIUDAD USME,05,USME
1002.0,61,CIUDAD USME,05,USME
1003.0,87,TINTAL SUR,07,BOSA
1004.0,87,TINTAL SUR,07,BOSA
1005.0,87,TINTAL SUR,07,BOSA
1006.0,86,EL PORVENIR,07,BOSA
1007.0,112,GRANJAS DE TECHO,09,FONTIBON
1008.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO
1010.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
1011.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
1012.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
1013.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
1014.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
1016.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
1071.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
1015.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
1063.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
1017.0,3,GUAYMARAL,11,SUBA
1018.0,3,GUAYMARAL,11,SUBA
1019.0,3,GUAYMARAL,11,SUBA
1020.0,3,GUAYMARAL,11,SUBA
1021.0,2,LA ACADEMIA,11,SUBA
1022.0,2,LA ACADEMIA,11,SUBA
1023.0,17,SAN JOSE DE BAVARIA,11,SUBA
1024.0,2,LA ACADEMIA,11,SUBA
1025.0,24,NIZA,11,SUBA
1026.0,23,CASA BLANCA SUBA,11,SUBA
1053.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
1027.0,78,TINTAL NORTE,08,KENNEDY
1028.0,27,SUBA,11,SUBA
1029.0,64,MONTE BLANCO,19,CIUDAD BOLIVAR
1030.0,52,LA FLORA,05,USME
1032.0,56,DANUBIO,05,USME
1033.0,78,TINTAL NORTE,08,KENNEDY
1034.0,78,TINTAL NORTE,08,KENNEDY
1035.0,79,CALANDAIMA,08,KENNEDY
1036.0,2,LA ACADEMIA,11,SUBA
1037.0,2,LA ACADEMIA,11,SUBA
1009.0,2,LA ACADEMIA,11,SUBA
1038.0,2,LA ACADEMIA,11,SUBA
1039.0,2,LA ACADEMIA,11,SUBA
1040.0,3,GUAYMARAL,11,SUBA
1041.0,,,,
1042.0,2,LA ACADEMIA,11,SUBA
1070.0,,,,
1043.0,2,LA ACADEMIA,11,SUBA
1044.0,,,,
1045.0,,,,
1046.0,,,,
1047.0,,,,
1048.0,72,BOLIVIA,10,ENGATIVA
1049.0,72,BOLIVIA,10,ENGATIVA
1050.0,64,MONTE BLANCO,19,CIUDAD BOLIVAR
1051.0,64,MONTE BLANCO,19,CIUDAD BOLIVAR
1052.0,61,CIUDAD USME,05,USME
1054.0,71,TIBABUYES,11,SUBA
1055.0,71,TIBABUYES,11,SUBA
1056.0,,,,
1057.0,,,,
1058.0,,,,
1059.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN
1060.0,,,,
1061.0,,,,
1062.0,,,,
1064.0,,,,
1065.0,27,SUBA,11,SUBA
1066.0,27,SUBA,11,SUBA
1067.0,62,TUNJUELITO,06,TUNJUELITO
1068.0,56,DANUBIO,05,USME
1069.0,2,LA ACADEMIA,11,SUBA
1072.0,,,,
1074.0,,,,
1075.0,,,,
1076.0,,,,
1073.0,,,,
1800.0,,,,
1801.0,,,,
1802.0,,,,
1803.0,,,,
1804.0,,,,
1805.0,,,,
1806.0,,,,
1807.0,,,,
1808.0,,,,
1809.0,,,,
1810.0,,,,
1600.0,,,,
1601.0,,,,
1602.0,,,,
1603.0,,,,
1604.0,,,,
1605.0,,,,
1606.0,,,,
1607.0,,,,
1608.0,,,,
1609.0,,,,
1610.0,,,,
1611.0,,,,
1612.0,,,,
1613.0,,,,
1614.0,,,,
1615.0,,,,
1616.0,,,,
1617.0,,,,
1501.0,,,,
1502.0,,,,
1503.0,,,,
1504.0,,,,
1505.0,,,,
1506.0,,,,
1507.0,,,,
1508.0,,,,
1509.0,,,,
1510.0,,,,
1511.0,,,,
1512.0,,,,
1513.0,,,,
1514.0,,,,
1515.0,,,,
1516.0,,,,
1517.0,,,,
1518.0,,,,
1519.0,,,,
1520.0,,,,
1811.0,,,,
1812.0,,,,
1813.0,,,,
1814.0,,,,
1815.0,,,,
1816.0,,,,
1817.0,,,,
1818.0,,,,
1819.0,,,,
1820.0,,,,
1821.0,,,,
1822.0,,,,
1823.0,,,,
1618.0,,,,
1521.0,,,,
1522.0,77,ZONA FRANCA,09,FONTIBON
1619.0,76,FONTIBON SAN PABLO,09,FONTIBON
1620.0,117,AEROPUERTO EL DORADO,09,FONTIBON
1621.0,,,,
1622.0,,,,
1700.0,,,,
1701.0,,,,
1702.0,,,,
1703.0,,,,
1704.0,,,,
1705.0,,,,
1706.0,,,,
1708.0,,,,
1709.0,,,,
1710.0,,,,
1711.0,,,,
1712.0,,,,
1713.0,,,,
1714.0,,,,
1715.0,,,,
1716.0,,,,
1717.0,,,,
1718.0,,,,
1719.0,,,,
1720.0,,,,
1721.0,,,,
1722.0,,,,
1723.0,,,,
1824.0,,,,
1825.0,,,,
1826.0,,,,
1830.0,,,,
1828.0,,,,
1827.0,,,,
1845.0,,,,
1724.0,,,,
1725.0,,,,
1726.0,,,,
1728.0,,,,
1523.0,,,,
1831.0,,,,
938.0,,,,
1524.0,,,,
1525.0,,,,
791.0,77,ZONA FRANCA,09,FONTIBON
1727.0,,,,
1526.0,,,,
1527.0,,,,
1530.0,,,,
1528.0,,,,
1529.0,,,,
1729.0,,,,
1840.0,,,,
794.0,,,,
934.0,,,,
1842.0,,,,
937.0,,,,
806.0,,,,
1843.0,,,,
1844.0,,,,
813.0,,,,
1846.0,,,,
1906.0,,,,
1907.0,,,,
1904.0,,,,
1905.0,,,,
1901.0,,,,
1902.0,,,,
1900.0,,,,
1908.0,87,TINTAL SUR,07,BOSA
1141.0,9,VERBENAL,01,USAQUEN
481.0,96,LOURDES,03,SANTA FE
1031.0,57,GRAN YOMASA,05,USME
673.0,66,SAN FRANCISCO,19,CIUDAD BOLIVAR
763.0,61,CIUDAD USME,05,USME
767.0,,,,
773.0,,,,
921.0,,,,
789.0,,,,
1903.0,,,,
404.0,77,ZONA FRANCA,09,FONTIBON
