ZAT,codigo_upz,nombre_upz,codigo_localidad,nombre_localidad,num_est_transmi,acceso_transmi
720.0,67,LUCERO,19,CIUDAD BOLIVAR,0.0,0
719.0,67,LUCERO,19,CIUDAD BOLIVAR,0.0,0
724.0,68,EL TESORO,19,CIUDAD BOLIVAR,0.0,0
727.0,68,EL TESORO,19,CIUDAD BOLIVAR,0.0,0
716.0,67,LUCERO,19,CIUDAD BOLIVAR,0.0,0
715.0,67,LUCERO,19,CIUDAD BOLIVAR,0.0,0
707.0,63,EL MOCHUELO,19,CIUDAD BOLIVAR,0.0,0
717.0,67,LUCERO,19,CIUDAD BOLIVAR,0.0,0
718.0,67,LUCERO,19,CIUDAD BOLIVAR,0.0,0
728.0,68,EL TESORO,19,CIUDAD BOLIVAR,0.0,0
748.0,52,LA FLORA,05,USME,0.0,0
751.0,59,ALFONSO LOPEZ,05,USME,0.0,0
742.0,57,GRAN YOMASA,05,USME,0.0,0
967.0,32,SAN BLAS,04,SAN CRISTOBAL,0.0,0
646.0,32,SAN BLAS,04,SAN CRISTOBAL,0.0,0
600.0,32,SAN BLAS,04,SAN CRISTOBAL,0.0,0
599.0,32,SAN BLAS,04,SAN CRISTOBAL,0.0,0
598.0,32,SAN BLAS,04,SAN CRISTOBAL,0.0,0
645.0,32,SAN BLAS,04,SAN CRISTOBAL,0.0,0
648.0,50,LA GLORIA,04,SAN CRISTOBAL,0.0,0
699.0,50,LA GLORIA,04,SAN CRISTOBAL,0.0,0
597.0,34,20 DE JULIO,04,SAN CRISTOBAL,2.0,1
596.0,34,20 DE JULIO,04,SAN CRISTOBAL,2.0,1
640.0,50,LA GLORIA,04,SAN CRISTOBAL,1.0,1
683.0,55,DIANA TURBAY,18,RAFAEL URIBE URIBE,0.0,0
972.0,50,LA GLORIA,04,SAN CRISTOBAL,0.0,0
603.0,32,SAN BLAS,04,SAN CRISTOBAL,0.0,0
601.0,32,SAN BLAS,04,SAN CRISTOBAL,0.0,0
529.0,82,PATIO BONITO,08,KENNEDY,0.0,0
414.0,82,PATIO BONITO,08,KENNEDY,0.0,0
413.0,79,CALANDAIMA,08,KENNEDY,2.0,1
994.0,78,TINTAL NORTE,08,KENNEDY,0.0,0
398.0,77,ZONA FRANCA,09,FONTIBON,0.0,0
397.0,75,FONTIBON,09,FONTIBON,0.0,0
317.0,112,GRANJAS DE TECHO,09,FONTIBON,0.0,0
955.0,112,GRANJAS DE TECHO,09,FONTIBON,0.0,0
392.0,112,GRANJAS DE TECHO,09,FONTIBON,0.0,0
255.0,99,CHAPINERO,02,CHAPINERO,4.0,1
848.0,97,CHICO LAGO,02,CHAPINERO,4.0,1
240.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,4.0,1
234.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,5.0,1
396.0,79,CALANDAIMA,08,KENNEDY,0.0,0
412.0,82,PATIO BONITO,08,KENNEDY,2.0,1
415.0,82,PATIO BONITO,08,KENNEDY,3.0,1
528.0,82,PATIO BONITO,08,KENNEDY,2.0,1
527.0,80,CORABASTOS,08,KENNEDY,2.0,1
391.0,46,CASTILLA,08,KENNEDY,0.0,0
950.0,46,CASTILLA,08,KENNEDY,2.0,1
998.0,115,CAPELLANIA,09,FONTIBON,0.0,0
305.0,115,CAPELLANIA,09,FONTIBON,0.0,0
314.0,75,FONTIBON,09,FONTIBON,0.0,0
311.0,75,FONTIBON,09,FONTIBON,0.0,0
312.0,75,FONTIBON,09,FONTIBON,0.0,0
403.0,75,FONTIBON,09,FONTIBON,0.0,0
239.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,4.0,1
236.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0,1
235.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0,1
231.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,5.0,1
232.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,6.0,1
324.0,112,GRANJAS DE TECHO,09,FONTIBON,0.0,0
388.0,113,BAVARIA,08,KENNEDY,0.0,0
389.0,46,CASTILLA,08,KENNEDY,4.0,1
417.0,47,KENNEDY CENTRAL,08,KENNEDY,3.0,1
408.0,46,CASTILLA,08,KENNEDY,4.0,1
390.0,46,CASTILLA,08,KENNEDY,3.0,1
526.0,47,KENNEDY CENTRAL,08,KENNEDY,0.0,0
409.0,46,CASTILLA,08,KENNEDY,3.0,1
321.0,114,MODELIA,09,FONTIBON,2.0,1
322.0,110,CIUDAD SALITRE OCCIDENTAL,09,FONTIBON,4.0,1
319.0,114,MODELIA,09,FONTIBON,3.0,1
954.0,114,MODELIA,09,FONTIBON,0.0,0
320.0,114,MODELIA,09,FONTIBON,3.0,1
198.0,73,GARCES NAVAS,10,ENGATIVA,0.0,0
200.0,30,BOYACA REAL,10,ENGATIVA,0.0,0
204.0,31,SANTA CECILIA,10,ENGATIVA,1.0,1
301.0,31,SANTA CECILIA,10,ENGATIVA,3.0,1
303.0,31,SANTA CECILIA,10,ENGATIVA,3.0,1
238.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0,1
237.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,4.0,1
230.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,4.0,1
227.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0,1
226.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0,1
282.0,100,GALERIAS,13,TEUSAQUILLO,6.0,1
281.0,100,GALERIAS,13,TEUSAQUILLO,4.0,1
275.0,99,CHAPINERO,02,CHAPINERO,4.0,1
274.0,90,PARDO RUBIO,02,CHAPINERO,2.0,1
273.0,90,PARDO RUBIO,02,CHAPINERO,3.0,1
267.0,90,PARDO RUBIO,02,CHAPINERO,2.0,1
283.0,100,GALERIAS,13,TEUSAQUILLO,3.0,1
286.0,100,GALERIAS,13,TEUSAQUILLO,5.0,1
288.0,100,GALERIAS,13,TEUSAQUILLO,5.0,1
285.0,100,GALERIAS,13,TEUSAQUILLO,3.0,1
287.0,100,GALERIAS,13,TEUSAQUILLO,5.0,1
279.0,101,TEUSAQUILLO,13,TEUSAQUILLO,6.0,1
280.0,100,GALERIAS,13,TEUSAQUILLO,3.0,1
276.0,99,CHAPINERO,02,CHAPINERO,4.0,1
277.0,99,CHAPINERO,02,CHAPINERO,4.0,1
272.0,90,PARDO RUBIO,02,CHAPINERO,4.0,1
271.0,99,CHAPINERO,02,CHAPINERO,4.0,1
343.0,91,SAGRADO CORAZON,03,SANTA FE,4.0,1
290.0,106,LA ESMERALDA,13,TEUSAQUILLO,4.0,1
325.0,112,GRANJAS DE TECHO,09,FONTIBON,0.0,0
385.0,113,BAVARIA,08,KENNEDY,2.0,1
386.0,113,BAVARIA,08,KENNEDY,3.0,1
953.0,113,BAVARIA,08,KENNEDY,0.0,0
421.0,44,AMERICAS,08,KENNEDY,3.0,1
419.0,44,AMERICAS,08,KENNEDY,4.0,1
326.0,111,PUENTE ARANDA,16,PUENTE ARANDA,2.0,1
327.0,109,CIUDAD SALITRE ORIENTAL,13,TEUSAQUILLO,5.0,1
291.0,106,LA ESMERALDA,13,TEUSAQUILLO,3.0,1
220.0,103,PARQUE SALITRE,12,BARRIOS UNIDOS,3.0,1
219.0,103,PARQUE SALITRE,12,BARRIOS UNIDOS,2.0,1
218.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,2.0,1
217.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,6.0,1
221.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,2.0,1
225.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,6.0,1
292.0,106,LA ESMERALDA,13,TEUSAQUILLO,1.0,1
174.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,4.0,1
222.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,7.0,1
295.0,106,LA ESMERALDA,13,TEUSAQUILLO,4.0,1
298.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO,4.0,1
294.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO,4.0,1
293.0,106,LA ESMERALDA,13,TEUSAQUILLO,5.0,1
289.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO,8.0,1
991.0,101,TEUSAQUILLO,13,TEUSAQUILLO,7.0,1
278.0,101,TEUSAQUILLO,13,TEUSAQUILLO,5.0,1
341.0,101,TEUSAQUILLO,13,TEUSAQUILLO,5.0,1
344.0,101,TEUSAQUILLO,13,TEUSAQUILLO,7.0,1
342.0,91,SAGRADO CORAZON,03,SANTA FE,6.0,1
381.0,43,SAN RAFAEL,16,PUENTE ARANDA,2.0,1
965.0,44,AMERICAS,08,KENNEDY,2.0,1
422.0,44,AMERICAS,08,KENNEDY,2.0,1
420.0,44,AMERICAS,08,KENNEDY,4.0,1
520.0,45,CARVAJAL,08,KENNEDY,0.0,0
522.0,47,KENNEDY CENTRAL,08,KENNEDY,1.0,1
418.0,47,KENNEDY CENTRAL,08,KENNEDY,3.0,1
384.0,111,PUENTE ARANDA,16,PUENTE ARANDA,3.0,1
382.0,43,SAN RAFAEL,16,PUENTE ARANDA,1.0,1
988.0,43,SAN RAFAEL,16,PUENTE ARANDA,0.0,0
425.0,40,CIUDAD MONTES,16,PUENTE ARANDA,0.0,0
423.0,44,AMERICAS,08,KENNEDY,0.0,0
516.0,41,MUZU,16,PUENTE ARANDA,0.0,0
513.0,41,MUZU,16,PUENTE ARANDA,3.0,1
517.0,45,CARVAJAL,08,KENNEDY,2.0,1
380.0,43,SAN RAFAEL,16,PUENTE ARANDA,2.0,1
329.0,111,PUENTE ARANDA,16,PUENTE ARANDA,4.0,1
369.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,4.0,1
368.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,5.0,1
370.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,5.0,1
374.0,43,SAN RAFAEL,16,PUENTE ARANDA,3.0,1
367.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,6.0,1
371.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,10.0,1
373.0,40,CIUDAD MONTES,16,PUENTE ARANDA,1.0,1
952.0,107,QUINTA PAREDES,13,TEUSAQUILLO,4.0,1
365.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,5.0,1
364.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,8.0,1
427.0,40,CIUDAD MONTES,16,PUENTE ARANDA,0.0,0
428.0,40,CIUDAD MONTES,16,PUENTE ARANDA,1.0,1
426.0,40,CIUDAD MONTES,16,PUENTE ARANDA,0.0,0
372.0,40,CIUDAD MONTES,16,PUENTE ARANDA,0.0,0
377.0,43,SAN RAFAEL,16,PUENTE ARANDA,0.0,0
376.0,43,SAN RAFAEL,16,PUENTE ARANDA,1.0,1
375.0,43,SAN RAFAEL,16,PUENTE ARANDA,4.0,1
506.0,40,CIUDAD MONTES,16,PUENTE ARANDA,3.0,1
985.0,38,RESTREPO,15,ANTONIO NARIÑO,3.0,1
507.0,40,CIUDAD MONTES,16,PUENTE ARANDA,2.0,1
510.0,41,MUZU,16,PUENTE ARANDA,2.0,1
515.0,41,MUZU,16,PUENTE ARANDA,2.0,1
514.0,41,MUZU,16,PUENTE ARANDA,3.0,1
512.0,41,MUZU,16,PUENTE ARANDA,3.0,1
575.0,42,VENECIA,06,TUNJUELITO,4.0,1
539.0,45,CARVAJAL,08,KENNEDY,3.0,1
540.0,45,CARVAJAL,08,KENNEDY,3.0,1
328.0,111,PUENTE ARANDA,16,PUENTE ARANDA,3.0,1
378.0,43,SAN RAFAEL,16,PUENTE ARANDA,2.0,1
330.0,107,QUINTA PAREDES,13,TEUSAQUILLO,3.0,1
332.0,111,PUENTE ARANDA,16,PUENTE ARANDA,4.0,1
379.0,43,SAN RAFAEL,16,PUENTE ARANDA,2.0,1
508.0,41,MUZU,16,PUENTE ARANDA,3.0,1
509.0,41,MUZU,16,PUENTE ARANDA,4.0,1
531.0,81,GRAN BRITALIA,08,KENNEDY,1.0,1
532.0,81,GRAN BRITALIA,08,KENNEDY,0.0,0
533.0,47,KENNEDY CENTRAL,08,KENNEDY,0.0,0
546.0,48,TIMIZA,08,KENNEDY,0.0,0
547.0,48,TIMIZA,08,KENNEDY,0.0,0
535.0,48,TIMIZA,08,KENNEDY,2.0,1
542.0,49,APOGEO,07,BOSA,4.0,1
549.0,81,GRAN BRITALIA,08,KENNEDY,0.0,0
989.0,80,CORABASTOS,08,KENNEDY,3.0,1
410.0,80,CORABASTOS,08,KENNEDY,3.0,1
541.0,65,ARBORIZADORA,19,CIUDAD BOLIVAR,4.0,1
537.0,48,TIMIZA,08,KENNEDY,0.0,0
525.0,47,KENNEDY CENTRAL,08,KENNEDY,0.0,0
524.0,48,TIMIZA,08,KENNEDY,0.0,0
536.0,48,TIMIZA,08,KENNEDY,0.0,0
534.0,47,KENNEDY CENTRAL,08,KENNEDY,0.0,0
523.0,47,KENNEDY CENTRAL,08,KENNEDY,2.0,1
538.0,45,CARVAJAL,08,KENNEDY,1.0,1
521.0,45,CARVAJAL,08,KENNEDY,0.0,0
519.0,45,CARVAJAL,08,KENNEDY,0.0,0
411.0,82,PATIO BONITO,08,KENNEDY,2.0,1
577.0,42,VENECIA,06,TUNJUELITO,3.0,1
578.0,39,QUIROGA,18,RAFAEL URIBE URIBE,3.0,1
579.0,38,RESTREPO,15,ANTONIO NARIÑO,3.0,1
511.0,41,MUZU,16,PUENTE ARANDA,4.0,1
401.0,77,ZONA FRANCA,09,FONTIBON,0.0,0
406.0,77,ZONA FRANCA,09,FONTIBON,0.0,0
400.0,75,FONTIBON,09,FONTIBON,0.0,0
402.0,77,ZONA FRANCA,09,FONTIBON,0.0,0
309.0,76,FONTIBON SAN PABLO,09,FONTIBON,0.0,0
399.0,75,FONTIBON,09,FONTIBON,0.0,0
313.0,75,FONTIBON,09,FONTIBON,0.0,0
315.0,75,FONTIBON,09,FONTIBON,0.0,0
316.0,75,FONTIBON,09,FONTIBON,0.0,0
307.0,115,CAPELLANIA,09,FONTIBON,1.0,1
268.0,99,CHAPINERO,02,CHAPINERO,2.0,1
270.0,90,PARDO RUBIO,02,CHAPINERO,0.0,0
284.0,90,PARDO RUBIO,02,CHAPINERO,1.0,1
347.0,92,LA MACARENA,03,SANTA FE,3.0,1
348.0,92,LA MACARENA,03,SANTA FE,3.0,1
346.0,91,SAGRADO CORAZON,03,SANTA FE,4.0,1
992.0,91,SAGRADO CORAZON,03,SANTA FE,7.0,1
349.0,92,LA MACARENA,03,SANTA FE,6.0,1
345.0,91,SAGRADO CORAZON,03,SANTA FE,7.0,1
351.0,91,SAGRADO CORAZON,03,SANTA FE,6.0,1
356.0,101,TEUSAQUILLO,13,TEUSAQUILLO,7.0,1
357.0,102,LA SABANA,14,LOS MARTIRES,9.0,1
360.0,102,LA SABANA,14,LOS MARTIRES,6.0,1
966.0,102,LA SABANA,14,LOS MARTIRES,8.0,1
358.0,102,LA SABANA,14,LOS MARTIRES,5.0,1
395.0,101,TEUSAQUILLO,13,TEUSAQUILLO,8.0,1
339.0,101,TEUSAQUILLO,13,TEUSAQUILLO,7.0,1
843.0,102,LA SABANA,14,LOS MARTIRES,8.0,1
363.0,102,LA SABANA,14,LOS MARTIRES,7.0,1
337.0,107,QUINTA PAREDES,13,TEUSAQUILLO,4.0,1
336.0,107,QUINTA PAREDES,13,TEUSAQUILLO,6.0,1
441.0,102,LA SABANA,14,LOS MARTIRES,9.0,1
362.0,102,LA SABANA,14,LOS MARTIRES,9.0,1
335.0,107,QUINTA PAREDES,13,TEUSAQUILLO,7.0,1
333.0,107,QUINTA PAREDES,13,TEUSAQUILLO,3.0,1
331.0,109,CIUDAD SALITRE ORIENTAL,13,TEUSAQUILLO,3.0,1
429.0,40,CIUDAD MONTES,16,PUENTE ARANDA,3.0,1
518.0,38,RESTREPO,15,ANTONIO NARIÑO,3.0,1
366.0,108,ZONA INDUSTRIAL,16,PUENTE ARANDA,5.0,1
483.0,96,LOURDES,03,SANTA FE,0.0,0
353.0,92,LA MACARENA,03,SANTA FE,6.0,1
338.0,101,TEUSAQUILLO,13,TEUSAQUILLO,5.0,1
269.0,90,PARDO RUBIO,02,CHAPINERO,1.0,1
171.0,21,LOS ANDES,12,BARRIOS UNIDOS,10.0,1
172.0,21,LOS ANDES,12,BARRIOS UNIDOS,9.0,1
206.0,31,SANTA CECILIA,10,ENGATIVA,0.0,0
205.0,31,SANTA CECILIA,10,ENGATIVA,0.0,0
211.0,26,LAS FERIAS,10,ENGATIVA,0.0,0
300.0,31,SANTA CECILIA,10,ENGATIVA,3.0,1
299.0,105,JARDIN BOTANICO,10,ENGATIVA,4.0,1
135.0,25,LA FLORESTA,11,SUBA,6.0,1
134.0,25,LA FLORESTA,11,SUBA,5.0,1
170.0,21,LOS ANDES,12,BARRIOS UNIDOS,11.0,1
175.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,3.0,1
173.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,10.0,1
176.0,26,LAS FERIAS,10,ENGATIVA,4.0,1
169.0,21,LOS ANDES,12,BARRIOS UNIDOS,11.0,1
223.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,11.0,1
177.0,26,LAS FERIAS,10,ENGATIVA,4.0,1
136.0,25,LA FLORESTA,11,SUBA,6.0,1
233.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,7.0,1
841.0,26,LAS FERIAS,10,ENGATIVA,0.0,0
842.0,26,LAS FERIAS,10,ENGATIVA,0.0,0
214.0,103,PARQUE SALITRE,12,BARRIOS UNIDOS,0.0,0
297.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO,2.0,1
207.0,30,BOYACA REAL,10,ENGATIVA,0.0,0
203.0,30,BOYACA REAL,10,ENGATIVA,0.0,0
209.0,26,LAS FERIAS,10,ENGATIVA,0.0,0
210.0,26,LAS FERIAS,10,ENGATIVA,0.0,0
178.0,26,LAS FERIAS,10,ENGATIVA,4.0,1
131.0,29,MINUTO DE DIOS,10,ENGATIVA,4.0,1
181.0,30,BOYACA REAL,10,ENGATIVA,4.0,1
182.0,30,BOYACA REAL,10,ENGATIVA,3.0,1
202.0,30,BOYACA REAL,10,ENGATIVA,0.0,0
179.0,26,LAS FERIAS,10,ENGATIVA,3.0,1
216.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,3.0,1
215.0,22,DOCE DE OCTUBRE,12,BARRIOS UNIDOS,0.0,0
208.0,26,LAS FERIAS,10,ENGATIVA,0.0,0
180.0,26,LAS FERIAS,10,ENGATIVA,4.0,1
296.0,104,PARQUE SIMON BOLIVAR - CAN,13,TEUSAQUILLO,0.0,0
124.0,29,MINUTO DE DIOS,10,ENGATIVA,4.0,1
130.0,29,MINUTO DE DIOS,10,ENGATIVA,4.0,1
128.0,29,MINUTO DE DIOS,10,ENGATIVA,2.0,1
228.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0,1
229.0,98,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0,1
163.0,97,CHICO LAGO,02,CHAPINERO,6.0,1
137.0,25,LA FLORESTA,11,SUBA,4.0,1
249.0,90,PARDO RUBIO,02,CHAPINERO,0.0,0
159.0,89,SAN ISIDRO - PATIOS,02,CHAPINERO,0.0,0
161.0,89,SAN ISIDRO - PATIOS,02,CHAPINERO,0.0,0
160.0,89,SAN ISIDRO - PATIOS,02,CHAPINERO,0.0,0
162.0,88,EL REFUGIO,02,CHAPINERO,0.0,0
8.0,2,LA ACADEMIA,11,SUBA,0.0,0
855.0,17,SAN JOSE DE BAVARIA,11,SUBA,0.0,0
958.0,2,LA ACADEMIA,11,SUBA,0.0,0
960.0,3,GUAYMARAL,11,SUBA,0.0,0
959.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,0.0,0
6.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,0.0,0
5.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,0.0,0
27.0,17,SAN JOSE DE BAVARIA,11,SUBA,3.0,1
29.0,18,BRITALIA,11,SUBA,0.0,0
9.0,17,SAN JOSE DE BAVARIA,11,SUBA,3.0,1
956.0,9,VERBENAL,01,USAQUEN,2.0,1
957.0,1,PASEO DE LOS LIBERTADORES,01,USAQUEN,1.0,1
47.0,18,BRITALIA,11,SUBA,3.0,1
48.0,18,BRITALIA,11,SUBA,0.0,0
49.0,18,BRITALIA,11,SUBA,3.0,1
64.0,19,EL PRADO,11,SUBA,3.0,1
65.0,19,EL PRADO,11,SUBA,3.0,1
50.0,18,BRITALIA,11,SUBA,4.0,1
53.0,12,TOBERIN,01,USAQUEN,2.0,1
52.0,12,TOBERIN,01,USAQUEN,3.0,1
54.0,12,TOBERIN,01,USAQUEN,0.0,0
61.0,12,TOBERIN,01,USAQUEN,0.0,0
22.0,10,LA URIBE,01,USAQUEN,0.0,0
21.0,10,LA URIBE,01,USAQUEN,0.0,0
55.0,10,LA URIBE,01,USAQUEN,0.0,0
56.0,11,SAN CRISTOBAL NORTE,01,USAQUEN,0.0,0
59.0,11,SAN CRISTOBAL NORTE,01,USAQUEN,0.0,0
60.0,11,SAN CRISTOBAL NORTE,01,USAQUEN,0.0,0
23.0,9,VERBENAL,01,USAQUEN,0.0,0
17.0,10,LA URIBE,01,USAQUEN,0.0,0
116.0,71,TIBABUYES,11,SUBA,0.0,0
117.0,71,TIBABUYES,11,SUBA,0.0,0
118.0,71,TIBABUYES,11,SUBA,0.0,0
115.0,71,TIBABUYES,11,SUBA,0.0,0
114.0,71,TIBABUYES,11,SUBA,0.0,0
113.0,71,TIBABUYES,11,SUBA,0.0,0
110.0,28,EL RINCON,11,SUBA,2.0,1
106.0,28,EL RINCON,11,SUBA,3.0,1
109.0,28,EL RINCON,11,SUBA,2.0,1
111.0,28,EL RINCON,11,SUBA,0.0,0
108.0,28,EL RINCON,11,SUBA,4.0,1
90.0,19,EL PRADO,11,SUBA,2.0,1
14.0,9,VERBENAL,01,USAQUEN,0.0,0
13.0,9,VERBENAL,01,USAQUEN,0.0,0
16.0,9,VERBENAL,01,USAQUEN,0.0,0
15.0,9,VERBENAL,01,USAQUEN,0.0,0
12.0,9,VERBENAL,01,USAQUEN,0.0,0
11.0,9,VERBENAL,01,USAQUEN,3.0,1
77.0,13,LOS CEDROS,01,USAQUEN,0.0,0
63.0,13,LOS CEDROS,01,USAQUEN,4.0,1
26.0,10,LA URIBE,01,USAQUEN,2.0,1
25.0,10,LA URIBE,01,USAQUEN,3.0,1
24.0,9,VERBENAL,01,USAQUEN,2.0,1
817.0,,,,,0.0,0
939.0,58,COMUNEROS,05,USME,0.0,0
754.0,58,COMUNEROS,05,USME,0.0,0
940.0,66,SAN FRANCISCO,19,CIUDAD BOLIVAR,0.0,0
942.0,42,VENECIA,06,TUNJUELITO,2.0,1
943.0,69,ISMAEL PERDOMO,19,CIUDAD BOLIVAR,2.0,1
944.0,69,ISMAEL PERDOMO,19,CIUDAD BOLIVAR,3.0,1
571.0,69,ISMAEL PERDOMO,19,CIUDAD BOLIVAR,3.0,1
946.0,49,APOGEO,07,BOSA,3.0,1
562.0,85,BOSA CENTRAL,07,BOSA,0.0,0
948.0,48,TIMIZA,08,KENNEDY,2.0,1
949.0,83,LAS MARGARITAS,08,KENNEDY,0.0,0
394.0,46,CASTILLA,08,KENNEDY,2.0,1
951.0,44,AMERICAS,08,KENNEDY,3.0,1
844.0,107,QUINTA PAREDES,13,TEUSAQUILLO,2.0,1
387.0,113,BAVARIA,08,KENNEDY,3.0,1
323.0,112,GRANJAS DE TECHO,09,FONTIBON,0.0,0
752.0,58,COMUNEROS,05,USME,0.0,0
962.0,67,LUCERO,19,CIUDAD BOLIVAR,0.0,0
626.0,70,JERUSALEM,19,CIUDAD BOLIVAR,0.0,0
941.0,42,VENECIA,06,TUNJUELITO,0.0,0
964.0,48,TIMIZA,08,KENNEDY,0.0,0
383.0,44,AMERICAS,08,KENNEDY,2.0,1
359.0,102,LA SABANA,14,LOS MARTIRES,9.0,1
605.0,32,SAN BLAS,04,SAN CRISTOBAL,0.0,0
496.0,33,SOSIEGO,04,SAN CRISTOBAL,2.0,1
495.0,33,SOSIEGO,04,SAN CRISTOBAL,1.0,1
608.0,34,20 DE JULIO,04,SAN CRISTOBAL,2.0,1
607.0,34,20 DE JULIO,04,SAN CRISTOBAL,1.0,1
641.0,50,LA GLORIA,04,SAN CRISTOBAL,0.0,0
653.0,54,MARRUECOS,18,RAFAEL URIBE URIBE,1.0,1
974.0,54,MARRUECOS,18,RAFAEL URIBE URIBE,0.0,0
610.0,36,SAN JOSE,18,RAFAEL URIBE URIBE,3.0,1
976.0,53,MARCO FIDEL SUAREZ,18,RAFAEL URIBE URIBE,3.0,1
635.0,53,MARCO FIDEL SUAREZ,18,RAFAEL URIBE URIBE,3.0,1
656.0,54,MARRUECOS,18,RAFAEL URIBE URIBE,3.0,1
978.0,54,MARRUECOS,18,RAFAEL URIBE URIBE,4.0,1
980.0,56,DANUBIO,05,USME,1.0,1
981.0,36,SAN JOSE,18,RAFAEL URIBE URIBE,3.0,1
589.0,39,QUIROGA,18,RAFAEL URIBE URIBE,2.0,1
983.0,39,QUIROGA,18,RAFAEL URIBE URIBE,2.0,1
984.0,38,RESTREPO,15,ANTONIO NARIÑO,3.0,1
580.0,38,RESTREPO,15,ANTONIO NARIÑO,3.0,1
503.0,38,RESTREPO,15,ANTONIO NARIÑO,3.0,1
633.0,42,VENECIA,06,TUNJUELITO,5.0,1
424.0,43,SAN RAFAEL,16,PUENTE ARANDA,0.0,0
416.0,80,CORABASTOS,08,KENNEDY,3.0,1
990.0,46,CASTILLA,08,KENNEDY,0.0,0
340.0,101,TEUSAQUILLO,13,TEUSAQUILLO,8.0,1
352.0,91,SAGRADO CORAZON,03,SANTA FE,8.0,1
354.0,93,LAS NIEVES,03,SANTA FE,9.0,1
995.0,78,TINTAL NORTE,08,KENNEDY,0.0,0
393.0,78,TINTAL NORTE,08,KENNEDY,0.0,0
996.0,110,CIUDAD SALITRE OCCIDENTAL,09,FONTIBON,3.0,1
997.0,109,CIUDAD SALITRE ORIENTAL,13,TEUSAQUILLO,4.0,1
999.0,115,CAPELLANIA,09,FONTIBON,1.0,1
306.0,115,CAPELLANIA,09,FONTIBON,4.0,1
835.0,74,ENGATIVA,10,ENGATIVA,0.0,0
42.0,27,SUBA,11,SUBA,3.0,1
43.0,23,CASA BLANCA SUBA,11,SUBA,1.0,1
838.0,23,CASA BLANCA SUBA,11,SUBA,1.0,1
94.0,24,NIZA,11,SUBA,3.0,1
32.0,27,SUBA,11,SUBA,0.0,0
212.0,26,LAS FERIAS,10,ENGATIVA,0.0,0
213.0,26,LAS FERIAS,10,ENGATIVA,0.0,0
361.0,102,LA SABANA,14,LOS MARTIRES,10.0,1
334.0,107,QUINTA PAREDES,13,TEUSAQUILLO,3.0,1
845.0,90,PARDO RUBIO,02,CHAPINERO,2.0,1
846.0,100,GALERIAS,13,TEUSAQUILLO,4.0,1
247.0,97,CHICO LAGO,02,CHAPINERO,5.0,1
254.0,97,CHICO LAGO,02,CHAPINERO,4.0,1
166.0,97,CHICO LAGO,02,CHAPINERO,2.0,1
144.0,16,SANTA BARBARA,01,USAQUEN,5.0,1
145.0,16,SANTA BARBARA,01,USAQUEN,3.0,1
146.0,16,SANTA BARBARA,01,USAQUEN,3.0,1
853.0,20,LA ALHAMBRA,11,SUBA,5.0,1
58.0,11,SAN CRISTOBAL NORTE,01,USAQUEN,0.0,0
28.0,17,SAN JOSE DE BAVARIA,11,SUBA,0.0,0
