codigo_upz,AÑO,quarter,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
12.0,2016,4,95,1,2,4,2,48,56,58538,26946,31592,17.766237315931534,16.22877447128361,0.1708292049608801,0.3416584099217602,0.6833168198435204,0.3416584099217602,20.78230535144363,15.193719929095975
12.0,2017,1,102,2,1,7,2,34,80,58553,26936,31617,19.469540416374908,17.420115109388078,0.34157088449780537,0.17078544224890269,1.195498095742319,0.34157088449780537,29.700029700029702,10.753708447986844
12.0,2017,2,101,2,6,2,2,41,72,58553,26936,31617,19.298754974126005,17.249329667139172,0.34157088449780537,1.0247126534934161,0.34157088449780537,0.34157088449780537,26.73002673002673,12.967707246101781
12.0,2017,3,151,0,2,6,3,65,97,58553,26936,31617,27.66724164432224,25.788601779584308,0.0,0.34157088449780537,1.0247126534934161,0.5123563267467081,36.01128601128601,20.55856026821014
12.0,2017,4,200,3,3,5,1,100,112,58553,26936,31617,36.20651375676737,34.15708844978054,0.5123563267467081,0.5123563267467081,0.8539272112445135,0.17078544224890269,41.58004158004158,31.62855425878483
12.0,2018,1,225,0,9,1,2,103,134,58835,27123,31712,40.282144981728564,38.242542704172685,0.0,1.5297017081669075,0.1699668564629897,0.3399337129259794,49.404564391844566,32.479818365287585
12.0,2018,2,246,0,10,7,3,120,146,58835,27123,31712,45.211183819155266,41.81184668989547,0.0,1.6996685646298972,1.189767995240928,0.5099005693889691,53.82885374036795,37.84056508577195
12.0,2018,3,205,3,8,12,2,111,119,58835,27123,31712,39.092376986487636,34.84320557491289,0.5099005693889691,1.3597348517039176,2.0396022775558764,0.3399337129259794,43.87420270619032,35.00252270433905
12.0,2018,4,231,0,7,5,3,106,140,58835,27123,31712,41.81184668989547,39.26234384295063,0.0,1.189767995240928,0.8498342823149486,0.5099005693889691,51.61670906610625,33.42583249243189
12.0,2019,1,146,2,1,6,2,67,90,60120,27692,32428,26.114437791084498,24.28476380572189,0.332667997338656,0.166333998669328,0.998003992015968,0.332667997338656,32.5003611151235,20.66115702479339
13.0,2015,1,152,1,6,2,2,65,98,119423,52795,66628,13.648962092729207,12.727866491379382,0.08373596375907488,0.5024157825544493,0.16747192751814977,0.16747192751814977,18.562363860214035,9.755658281803445
13.0,2015,2,117,0,9,4,1,47,84,119423,52795,66628,10.96941125243881,9.797107759811762,0.0,0.7536236738316741,0.33494385503629953,0.08373596375907488,15.910597594469174,7.0540913729963375
13.0,2015,3,103,0,11,2,2,53,65,119423,52795,66628,9.880843723570838,8.624804267184713,0.0,0.9210956013498238,0.16747192751814977,0.16747192751814977,12.311771948101146,7.95461367593204
13.0,2015,4,115,0,13,2,0,62,68,119423,52795,66628,10.885675288679733,9.62963583229361,0.0,1.0885675288679735,0.16747192751814977,0.0,12.880007576475045,9.305397130335594
13.0,2016,1,168,0,15,3,2,78,110,120487,53278,67209,15.60334309925552,13.943412982313445,0.0,1.2449475877065577,0.24898951754131152,0.16599301169420766,20.64642066143624,11.605588537249476
13.0,2016,2,157,0,4,1,0,77,85,120487,53278,67209,13.445433947230823,13.030451417995303,0.0,0.3319860233884153,0.08299650584710383,0.0,15.95405232929164,11.456798940618071
13.0,2016,3,167,2,6,1,0,65,111,120487,53278,67209,14.607385029090276,13.86041647646634,0.16599301169420766,0.49797903508262303,0.08299650584710383,0.0,20.834115394722023,9.67132378104123
13.0,2016,4,164,0,6,5,0,73,102,120487,53278,67209,14.524388523243172,13.61142695892503,0.0,0.49797903508262303,0.41498252923551915,0.0,19.14486279514997,10.861640554092457
13.0,2017,1,269,0,3,11,1,113,171,121615,53809,67806,23.352382518603793,22.118982033466267,0.0,0.24668009702750482,0.9044936891008509,0.08222669900916828,31.77907041572971,16.665191870925877
13.0,2017,2,239,0,6,5,1,99,152,121615,53809,67806,20.638901451301237,19.652181063191218,0.0,0.49336019405500964,0.4111334950458414,0.08222669900916828,28.24806259175974,14.600477833820015
13.0,2017,3,337,0,9,2,3,147,204,121615,53809,67806,28.861571352218068,27.71039756608971,0.0,0.7400402910825145,0.16445339801833656,0.24668009702750482,37.91187347841439,21.679497389611537
13.0,2017,4,412,0,5,6,2,174,251,121615,53809,67806,34.946347078896515,33.87739999177733,0.0,0.4111334950458414,0.49336019405500964,0.16445339801833656,46.64647177981379,25.66144588974427
13.0,2018,1,444,0,3,5,3,220,235,123293,54733,68560,36.903960484374615,36.01177682431282,0.0,0.243322816380492,0.40553802730082,0.243322816380492,42.93570606398333,32.08868144690781
13.0,2018,2,533,0,4,5,2,261,283,123293,54733,68560,44.12253737032921,43.23035371026741,0.0,0.324430421840656,0.40553802730082,0.162215210920328,51.70555240896717,38.06884480746791
13.0,2018,3,506,1,9,7,1,243,281,123293,54733,68560,42.50038526112594,41.04044836284298,0.081107605460164,0.7299684491414761,0.567753238221148,0.081107605460164,51.34014214459284,35.443407234539094
13.0,2018,4,576,0,7,6,1,259,331,123293,54733,68560,47.85348722149676,46.71798074505447,0.0,0.567753238221148,0.486645632760984,0.081107605460164,60.475398753951,37.77712952158693
