codigo_upz,AÑO,semester,theft_to_people,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,male_index,female_index
13.0,2019,2,79,0,37,42,126708,56234,70474,6.234807589102504,6.234807589102504,7.468791122808265,5.25016318074751
13.0,2020,1,50,0,27,23,128724,57206,71518,3.88427954383021,3.88427954383021,4.020557284200958,3.775273357756089
13.0,2020,2,46,0,21,25,128724,57206,71518,3.5735371803237936,3.5735371803237936,4.3701709610879975,2.9363237226991807
13.0,2021,1,51,0,19,32,130855,58135,72720,3.897443735432349,3.897443735432349,5.504429345488948,2.612761276127613
13.0,2021,2,52,0,20,32,130855,58135,72720,3.973864200832983,3.973864200832983,5.504429345488948,2.75027502750275
13.0,2022,1,43,0,21,22,132098,58771,73327,3.2551590485851416,3.2551590485851416,3.7433428051249766,2.8638836990467356
13.0,2022,2,47,0,15,32,132098,58771,73327,3.5579645414767826,3.5579645414767826,5.444862261999966,2.0456312136048114
13.0,2023,1,1,0,0,1,132653,59075,73578,0.07538465017753085,0.07538465017753085,0.16927634363097757,0.0
14.0,2018,1,38,0,15,23,39868,18825,21043,9.531453797531855,9.531453797531855,12.217795484727755,7.128261179489616
14.0,2018,2,26,0,8,18,39868,18825,21043,6.5215210193639015,6.5215210193639015,9.56175298804781,3.8017392957277956
14.0,2019,1,30,0,16,14,40865,19334,21531,7.341245564664138,7.341245564664138,7.24112961622013,7.431145789791463
14.0,2019,2,31,0,15,16,40865,19334,21531,7.585953750152942,7.585953750152942,8.275576704251579,6.966699177929497
14.0,2020,1,24,0,12,12,41354,19655,21699,5.803549837984234,5.803549837984234,6.105316713304503,5.530208765380893
14.0,2020,2,22,0,11,11,41354,19655,21699,5.319920684818881,5.319920684818881,5.596540320529128,5.069358034932486
14.0,2021,1,18,0,5,13,41886,19970,21916,4.297378599054577,4.297378599054577,6.5097646469704555,2.281438218653039
14.0,2021,2,30,0,17,13,41886,19970,21916,7.162297665090961,7.162297665090961,6.5097646469704555,7.756889943420332
14.0,2022,1,20,0,9,11,42132,20181,21951,4.746985664103295,4.746985664103295,5.4506714236162725,4.100041000410004
14.0,2022,2,58,0,26,32,42132,20181,21951,13.766258425899553,13.766258425899553,15.856498686883704,11.844562890073345
15.0,2018,1,26,0,12,14,24440,10977,13463,10.638297872340425,10.638297872340425,12.753940056481735,8.913317982619029
15.0,2018,2,19,0,7,12,24440,10977,13463,7.774140752864157,7.774140752864157,10.931948619841485,5.1994354898611
15.0,2019,1,22,0,13,9,24929,11192,13737,8.82506317942958,8.82506317942958,8.041458184417442,9.463492756788236
15.0,2019,2,22,0,12,10,24929,11192,13737,8.82506317942958,8.82506317942958,8.9349535382416,8.735531775496833
15.0,2020,1,8,0,2,6,24915,11215,13700,3.2109171182018863,3.2109171182018863,5.349977708426215,1.4598540145985404
15.0,2020,2,12,0,5,7,24915,11215,13700,4.81637567730283,4.81637567730283,6.241640659830584,3.6496350364963503
15.0,2021,1,9,0,4,5,24914,11228,13686,3.612426748013165,3.612426748013165,4.453152832205201,2.922694724536022
15.0,2021,2,16,0,5,11,24914,11228,13686,6.42209199646785,6.42209199646785,9.796936230851443,3.6533684056700277
15.0,2022,1,6,0,1,5,24743,11179,13564,2.4249282625389,2.4249282625389,4.472671974237409,0.7372456502506636
15.0,2022,2,9,0,5,4,24743,11179,13564,3.63739239380835,3.63739239380835,3.578137579389928,3.6862282512533175
16.0,2018,1,73,0,34,39,67760,30437,37323,10.77331759149941,10.77331759149941,12.81335217005618,9.109664282078075
16.0,2018,2,78,0,33,45,67760,30437,37323,11.511216056670603,11.511216056670603,14.784637119295594,8.841732979664014
16.0,2019,1,84,0,35,49,69695,31338,38357,12.052514527584476,12.052514527584476,15.635969110983472,9.12480120968793
16.0,2019,2,91,0,46,45,69695,31338,38357,13.056890738216515,13.056890738216515,14.359563469270535,11.992595875589853
16.0,2020,1,48,0,15,33,70850,31933,38917,6.774876499647141,6.774876499647141,10.334137099552187,3.854356707865457
16.0,2020,2,42,0,13,29,70850,31933,38917,5.9280169371912494,5.9280169371912494,9.08151442081859,3.3404424801500627
16.0,2021,1,58,0,26,32,72077,32511,39566,8.046949789808123,8.046949789808123,9.842822429331612,6.571298589698226
16.0,2021,2,49,0,23,26,72077,32511,39566,6.798285167251689,6.798285167251689,7.997293223831933,5.813071829348431
16.0,2022,1,37,0,15,22,72809,32920,39889,5.08178933923004,5.08178933923004,6.682867557715674,3.7604352077013714
16.0,2022,2,37,0,14,23,72809,32920,39889,5.08178933923004,5.08178933923004,6.986634264884568,3.509739527187947
17.0,2018,1,27,0,9,18,47245,21911,25334,5.714890464599429,5.714890464599429,8.215051800465519,3.5525380911028654
17.0,2018,2,19,0,9,10,47245,21911,25334,4.021589586199598,4.021589586199598,4.563917666925288,3.5525380911028654
17.0,2019,1,38,0,10,28,49227,22838,26389,7.719341012046235,7.719341012046235,12.260267974428583,3.789457728599037
17.0,2019,2,33,0,12,21,49227,22838,26389,6.703638247303309,6.703638247303309,9.195200980821438,4.547349274318845
17.0,2020,1,12,0,6,6,48738,22678,26060,2.4621445278837872,2.4621445278837872,2.645735955551636,2.3023791250959325
17.0,2020,2,22,0,10,12,48738,22678,26060,4.513931634453609,4.513931634453609,5.291471911103272,3.837298541826554
17.0,2021,1,14,0,3,11,48272,22557,25715,2.9002320185614847,2.9002320185614847,4.8765350002216605,1.16663426015944
17.0,2021,2,23,0,12,11,48272,22557,25715,4.764666887636725,4.764666887636725,4.8765350002216605,4.66653704063776
17.0,2022,1,25,0,11,14,47421,22285,25136,5.271925939984396,5.271925939984396,6.282252636302445,4.3761935073201785
17.0,2022,2,18,0,8,10,47421,22285,25136,3.7957866767887642,3.7957866767887642,4.487323311644604,3.1826861871419476
18.0,2018,1,17,0,3,14,82735,38291,44444,2.0547531274551276,2.0547531274551276,3.6562116424225013,0.6750067500675007
18.0,2018,2,16,0,8,8,82735,38291,44444,1.9338852964283557,1.9338852964283557,2.089263795670001,1.8000180001800017
18.0,2019,1,12,0,4,8,87900,40683,47217,1.3651877133105803,1.3651877133105803,1.9664233217805962,0.8471525086303662
18.0,2019,2,19,0,5,14,87900,40683,47217,2.1615472127417523,2.1615472127417523,3.441240813116044,1.0589406357879578
18.0,2020,1,13,0,3,10,89574,41579,47995,1.4513139973653069,1.4513139973653069,2.4050602467591813,0.6250651109490573
18.0,2020,2,19,0,5,14,89574,41579,47995,2.1211512269185255,2.1211512269185255,3.3670843454628536,1.0417751849150954
18.0,2021,1,18,0,7,11,91263,42547,48716,1.9723217514217153,1.9723217514217153,2.58537617223306,1.4368995812464078
18.0,2021,2,16,0,6,10,91263,42547,48716,1.7531748901526358,1.7531748901526358,2.350341974757327,1.231628212496921
18.0,2022,1,19,0,11,8,92162,43207,48955,2.0615872051387774,2.0615872051387774,1.8515518318790936,2.2469614952507406
18.0,2022,2,26,0,11,15,92162,43207,48955,2.8211193333478004,2.8211193333478004,3.4716596847733006,2.2469614952507406
19.0,2018,1,45,0,15,30,96752,44278,52474,4.651066644617166,4.651066644617166,6.775373774786575,2.858558524221519
19.0,2018,2,42,0,19,23,96752,44278,52474,4.340995534976021,4.340995534976021,5.194453227336375,3.6208407973472574
19.0,2019,1,49,0,21,28,100927,46205,54722,4.85499420373141,4.85499420373141,6.059950221837464,3.837579035853953
19.0,2019,2,41,0,23,18,100927,46205,54722,4.062342088836486,4.062342088836486,3.8956822854669406,4.203062753554329
19.0,2020,1,25,0,9,16,100375,46114,54261,2.4906600249066,2.4906600249066,3.469662141648957,1.658649859014762
19.0,2020,2,31,0,9,22,100375,46114,54261,3.088418430884184,3.088418430884184,4.7707854447673155,1.658649859014762
19.0,2021,1,41,0,16,25,99865,46097,53768,4.105542482351174,4.105542482351174,5.4233464216760305,2.9757476565987204
19.0,2021,2,42,0,17,25,99865,46097,53768,4.205677664847544,4.205677664847544,5.4233464216760305,3.1617318851361405
19.0,2022,1,19,0,9,10,98532,45765,52767,1.9283075549060202,1.9283075549060202,2.185075931388616,1.7056114617090228
19.0,2022,2,47,0,19,28,98532,45765,52767,4.770023951609629,4.770023951609629,6.1182126078881245,3.600735308052381
20.0,2018,1,26,0,15,11,39506,17788,21718,6.58127879309472,6.58127879309472,6.183944232066562,6.906713325352242
20.0,2018,2,41,0,19,22,39506,17788,21718,10.37817040449552,10.37817040449552,12.367888464133124,8.748503545446173
20.0,2019,1,42,0,20,22,41140,18539,22601,10.209042294603792,10.209042294603792,11.866875235988996,8.849165966107694
20.0,2019,2,31,0,15,16,41140,18539,22601,7.535245503159942,7.535245503159942,8.630454717082905,6.63687447458077
20.0,2020,1,16,0,6,10,40664,18425,22239,3.934684241589612,3.934684241589612,5.4274084124830395,2.697963037906381
20.0,2020,2,17,0,6,11,40664,18425,22239,4.1806020066889635,4.1806020066889635,5.970149253731344,2.697963037906381
20.0,2021,1,17,0,5,12,40213,18346,21867,4.227488623082088,4.227488623082088,6.540935353755587,2.2865505099007635
20.0,2021,2,26,0,7,19,40213,18346,21867,6.465570835302017,6.465570835302017,10.35648097677968,3.201170713861069
20.0,2022,1,21,0,8,13,39439,18140,21299,5.324678617612008,5.324678617612008,7.166482910694597,3.7560448847363728
20.0,2022,2,37,0,12,25,39439,18140,21299,9.381576611983062,9.381576611983062,13.781697905181918,5.634067327104559
21.0,2018,1,34,0,16,18,27253,11949,15304,12.47569074964224,12.47569074964224,15.064022093899071,10.454783063251437
21.0,2018,2,30,0,15,15,27253,11949,15304,11.00796242615492,11.00796242615492,12.553351744915892,9.801359121798221
21.0,2019,1,26,0,12,14,28368,12669,15699,9.165256627185562,9.165256627185562,11.050595942852631,7.643798968087139
21.0,2019,2,46,0,23,23,28368,12669,15699,16.215454032712916,16.215454032712916,18.154550477543612,14.650614688833684
21.0,2020,1,13,0,7,6,28891,12886,16005,4.499671177875463,4.499671177875463,4.656216048424647,4.373633239612621
21.0,2020,2,10,0,3,7,28891,12886,16005,3.4612855214426634,3.4612855214426634,5.432252056495422,1.8744142455482662
21.0,2021,1,17,0,5,12,29182,12994,16188,5.82550887533411,5.82550887533411,9.235031553024474,3.08870768470472
21.0,2021,2,44,0,16,28,29182,12994,16188,15.077787677335342,15.077787677335342,21.548406957057104,9.883864591055103
21.0,2022,1,20,0,8,12,29298,13002,16296,6.826404532732609,6.826404532732609,9.229349330872173,4.909180166912126
21.0,2022,2,19,0,11,8,29298,13002,16296,6.485084306095979,6.485084306095979,6.152899553914783,6.750122729504173
22.0,2018,1,29,0,6,23,64814,30527,34287,4.4743419631561085,4.4743419631561085,7.5343138860680705,1.7499343774608451
22.0,2018,2,44,0,15,29,64814,30527,34287,6.78865677168513,6.78865677168513,9.499787073738002,4.374835943652113
22.0,2019,1,42,0,17,25,67629,32457,35172,6.210353546555472,6.210353546555472,7.702498690575222,4.833390196747413
22.0,2019,2,43,0,25,18,67629,32457,35172,6.358219107187744,6.358219107187744,5.545799057214159,7.107926759922665
22.0,2020,1,31,0,13,18,69087,33197,35890,4.487095980430471,4.487095980430471,5.422176702714101,3.6221788799108383
22.0,2020,2,29,0,13,16,69087,33197,35890,4.197605917176893,4.197605917176893,4.819712624634756,3.6221788799108383
22.0,2021,1,29,0,10,19,69957,33637,36320,4.145403605071687,4.145403605071687,5.64854178434462,2.7533039647577096
22.0,2021,2,47,0,18,29,69957,33637,36320,6.718412739254113,6.718412739254113,8.621458512947052,4.955947136563877
22.0,2022,1,29,0,12,17,70398,33818,36580,4.119435211227591,4.119435211227591,5.02690874682122,3.280481137233461
22.0,2022,2,46,0,15,31,70398,33818,36580,6.534276541947214,6.534276541947214,9.166715950085752,4.100601421541826
23.0,2018,1,15,0,9,6,52913,24468,28445,2.834842099295069,2.834842099295069,2.452182442373713,3.1640007031112676
23.0,2018,2,7,0,3,4,52913,24468,28445,1.3229263130043656,1.3229263130043656,1.6347882949158083,1.054666901037089
23.0,2019,1,18,0,14,4,56335,26066,30269,3.195171740481051,3.195171740481051,1.5345661014348193,4.625194092966401
23.0,2019,2,27,0,17,10,56335,26066,30269,4.792757610721576,4.792757610721576,3.8364152535870484,5.616307112887773
23.0,2020,1,11,0,6,5,57665,26781,30884,1.9075695829359232,1.9075695829359232,1.8669952578320452,1.9427535293355784
23.0,2020,2,11,0,5,6,57665,26781,30884,1.9075695829359232,1.9075695829359232,2.240394309398454,1.6189612744463153
23.0,2021,1,12,0,5,7,59007,27543,31464,2.0336570237429457,2.0336570237429457,2.541480593980322,1.589117721840834
23.0,2021,2,15,0,11,4,59007,27543,31464,2.5420712796786824,2.5420712796786824,1.4522746251316123,3.4960589880498345
23.0,2022,1,14,0,8,6,59840,28113,31727,2.339572192513369,2.339572192513369,2.1342439440828085,2.521511646231916
23.0,2022,2,13,0,4,9,59840,28113,31727,2.1724598930481283,2.1724598930481283,3.2013659161242134,1.260755823115958
24.0,2018,1,26,0,7,19,76588,34962,41626,3.3947876952002924,3.3947876952002924,5.434471712144614,1.6816412818911257
24.0,2018,2,34,0,17,17,76588,34962,41626,4.439337755261921,4.439337755261921,4.862422058234655,4.08398597030702
24.0,2019,1,29,0,13,16,80003,36556,43447,3.624864067597465,3.624864067597465,4.37684648210964,2.9921513568255578
24.0,2019,2,38,0,21,17,80003,36556,43447,4.749821881679437,4.749821881679437,4.650399387241492,4.8334752687182085
24.0,2020,1,23,0,8,15,79808,36623,43185,2.8819165998396152,2.8819165998396152,4.095786800644404,1.8524950793099455
24.0,2020,2,35,0,12,23,79808,36623,43185,4.385525260625501,4.385525260625501,6.280206427654752,2.7787426189649187
24.0,2021,1,20,0,10,10,79640,36747,42893,2.5113008538422905,2.5113008538422905,2.7213105831768583,2.331382743104936
24.0,2021,2,40,0,21,19,79640,36747,42893,5.022601707684581,5.022601707684581,5.17049010803603,4.895903760520365
24.0,2022,1,22,0,13,9,78824,36626,42198,2.7910281132649954,2.7910281132649954,2.4572707912411946,3.0807147258163896
24.0,2022,2,33,0,12,21,78824,36626,42198,4.186542169897494,4.186542169897494,5.733631846229454,2.8437366699843594
25.0,2018,1,20,0,6,14,40557,18384,22173,4.931331212860912,4.931331212860912,7.615317667536989,2.7059937762143145
25.0,2018,2,17,0,6,11,40557,18384,22173,4.191631530931775,4.191631530931775,5.983463881636205,2.7059937762143145
25.0,2019,1,26,0,9,17,42823,19418,23405,6.071503631226211,6.071503631226211,8.754763621382223,3.845332193975646
25.0,2019,2,21,0,13,8,42823,19418,23405,4.903906779067324,4.903906779067324,4.119888763003399,5.554368724631489
25.0,2020,1,13,0,7,6,43555,19828,23727,2.984731948111583,2.984731948111583,3.0260238047205967,2.950225481518945
25.0,2020,2,21,0,8,13,43555,19828,23727,4.821490070026403,4.821490070026403,6.55638491022796,3.37168626459308
25.0,2021,1,11,0,6,5,44296,20271,24025,2.483294202636807,2.483294202636807,2.4665778698633516,2.4973985431841834
25.0,2021,2,23,0,7,16,44296,20271,24025,5.192342423695141,5.192342423695141,7.8930491835627254,2.9136316337148807
25.0,2022,1,7,0,2,5,44657,20574,24083,1.567503414918154,1.567503414918154,2.430251774083795,0.8304613212639621
25.0,2022,2,15,0,7,8,44657,20574,24083,3.3589358891103296,3.3589358891103296,3.888402838534072,2.9066146244238675
26.0,2018,1,72,0,28,44,99530,47242,52288,7.233999799055561,7.233999799055561,9.313746242750096,5.354957160342717
26.0,2018,2,60,0,34,26,99530,47242,52288,6.028333165879634,6.028333165879634,5.5035773252614195,6.502447980416156
26.0,2019,1,78,0,35,43,100323,47687,52636,7.774887114619777,7.774887114619777,9.017132551848512,6.649441446918458
26.0,2019,2,96,0,45,51,100323,47687,52636,9.569091833378188,9.569091833378188,10.694738608006373,8.549281860323733
26.0,2020,1,65,0,26,39,101318,48221,53097,6.415444442251131,6.415444442251131,8.087762593061115,4.896698495206886
26.0,2020,2,66,0,33,33,101318,48221,53097,6.514143587516532,6.514143587516532,6.8434914248978655,6.215040397762585
26.0,2021,1,54,0,26,28,101654,48414,53240,5.312137249886871,5.312137249886871,5.78345106787293,4.883546205860256
26.0,2021,2,81,0,28,53,101654,48414,53240,7.968205874830307,7.968205874830307,10.947246664188045,5.259203606311044
26.0,2022,1,48,0,21,27,101386,48275,53111,4.734381472787169,4.734381472787169,5.59295701708959,3.953983167328802
26.0,2022,2,55,0,24,31,101386,48275,53111,5.424812104235299,5.424812104235299,6.4215432418436045,4.518837905518631
27.0,2018,1,47,0,21,26,166333,77901,88432,2.8256569652444194,2.8256569652444194,3.337569479210793,2.3747059887823414
27.0,2018,2,41,0,25,16,166333,77901,88432,2.464934799468536,2.464934799468536,2.053888910283565,2.8270309390265966
27.0,2019,1,50,0,27,23,170068,79760,90308,2.9400004704000753,2.9400004704000753,2.8836509528585754,2.9897683483190858
27.0,2019,2,54,0,29,25,170068,79760,90308,3.175200508032081,3.175200508032081,3.1344032096288865,3.211232670416796
27.0,2020,1,53,0,16,37,176700,82963,93737,2.9994340690435766,2.9994340690435766,4.459819437580609,1.706903357265541
27.0,2020,2,41,0,23,18,176700,82963,93737,2.3203169213355967,2.3203169213355967,2.169641888552728,2.4536735760692148
27.0,2021,1,43,0,22,21,182328,85641,96687,2.358387082620333,2.358387082620333,2.452096542543875,2.27538345382523
27.0,2021,2,48,0,29,19,182328,85641,96687,2.6326181387389758,2.6326181387389758,2.218563538492077,2.9993690982241668
27.0,2022,1,31,0,13,18,187097,87903,99194,1.6568945520238165,1.6568945520238165,2.047711682195147,1.31056313889953
27.0,2022,2,42,0,14,28,187097,87903,99194,2.2448248769354935,2.2448248769354935,3.185329283414673,1.4113756880456478
28.0,2018,1,54,0,22,32,266238,127428,138810,2.028260428639037,2.028260428639037,2.5112220234171456,1.5849002233268497
28.0,2018,2,57,0,25,32,266238,127428,138810,2.140941563563428,2.140941563563428,2.5112220234171456,1.8010229810532383
28.0,2019,1,77,0,33,44,272474,130548,141926,2.825957706056357,2.825957706056357,3.370407819346141,2.3251553626537773
28.0,2019,2,64,0,23,41,272474,130548,141926,2.3488479634754142,2.3488479634754142,3.1406072862089043,1.620562828516269
28.0,2020,1,61,0,32,29,273387,131109,142278,2.231269226407986,2.231269226407986,2.2119000221190004,2.249117924064156
28.0,2020,2,74,0,32,42,273387,131109,142278,2.706785618921163,2.706785618921163,3.203441411344759,2.249117924064156
28.0,2021,1,72,0,25,47,272505,130755,141750,2.642153354984312,2.642153354984312,3.594508814194486,1.7636684303350971
28.0,2021,2,82,0,29,53,272505,130755,141750,3.0091190987321337,3.0091190987321337,4.0533822798363355,2.0458553791887124
28.0,2022,1,52,0,19,33,270028,129623,140405,1.9257262209844905,1.9257262209844905,2.5458444874752164,1.353228161390264
28.0,2022,2,108,0,51,57,270028,129623,140405,3.999585228198557,3.999585228198557,4.397367751093556,3.632349275310708
29.0,2018,1,44,0,16,28,109581,51503,58078,4.015294622242907,4.015294622242907,5.436576510106208,2.7549158028857743
29.0,2018,2,48,0,19,29,109581,51503,58078,4.380321406083171,4.380321406083171,5.630739956895715,3.271462515926857
29.0,2019,1,47,0,18,29,110128,51823,58305,4.267761150661049,4.267761150661049,5.595970900951316,3.0872137895549265
29.0,2019,2,55,0,22,33,110128,51823,58305,4.994188580560802,4.994188580560802,6.367828956254945,3.7732612983449103
29.0,2020,1,37,0,13,24,109786,51654,58132,3.3701929207731403,3.3701929207731403,4.646300383319781,2.2362898231610817
29.0,2020,2,32,0,19,13,109786,51654,58132,2.9147614449929864,2.9147614449929864,2.5167460409648816,3.2684235876969656
29.0,2021,1,47,0,25,22,108721,51115,57606,4.322991878293982,4.322991878293982,4.3040203462780005,4.3398257125993815
