codigo_upz,AÑO,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
33.0,2019,122,7,54,39,41,0,119,144,42929,20777,22152,61.263947448112,28.41901744741317,1.6305993617368213,12.578909361969766,9.084767872533718,9.550653404458524,69.30740722914761,53.71975442397978
33.0,2020,30,7,26,28,33,0,43,81,43834,21242,22592,28.28854314002829,6.8440023725874894,1.5969338869370808,5.931468722909157,6.387735547748323,7.528402609846238,38.1320026362866,19.03328611898017
33.0,2021,46,4,40,36,34,0,61,99,44097,21364,22733,36.28364741365626,10.431548631426175,0.9070911853414065,9.070911853414065,8.163820668072658,7.710275075401955,46.33963677214005,26.833238024017948
33.0,2022,47,5,0,18,38,0,23,85,44213,21410,22803,24.427204668310225,10.630357587135006,1.1308891050143624,0.0,4.071200778051704,8.594757198109154,39.70107426436245,10.086392141384906
33.0,2023,0,0,0,23,24,0,3,44,44329,21463,22866,10.602540097904306,0.0,0.0,0.0,5.188477069187214,5.414063028717093,20.50039603037786,1.311991603253739
34.0,2015,321,14,31,40,45,0,170,281,79379,38440,40939,56.816034467554395,40.43890701570944,1.763690648660225,3.905315007747641,5.039116139029215,5.669005656407865,73.1009365244537,41.52519602335181
34.0,2016,453,9,43,40,43,0,202,386,78777,38113,40664,74.64107544080125,57.50409383449484,1.1424654404204273,5.4584459931198195,5.077624179646344,5.4584459931198195,101.27777923543148,49.67538855006886
34.0,2017,701,11,46,42,57,0,333,524,78340,37878,40462,109.39494511105438,89.48174623436304,1.404135818228236,5.871840694408986,5.361245851416901,7.2759765126372224,138.33887744865092,82.29944145123821
34.0,2018,859,14,155,80,114,0,520,702,78361,37998,40363,155.94492158088846,109.62085731422519,1.78660302956828,19.7802478273631,10.2091601689616,14.548053240770281,184.74656560871625,128.83085994599014
34.0,2019,226,6,83,56,79,0,166,284,79269,38378,40891,56.76872421753775,28.51051482925229,0.7569163229005034,10.470675800123631,7.0645523470713645,9.96606491818996,74.00072958465788,40.59573011176054
34.0,2020,47,4,60,35,61,0,90,117,80223,38862,41361,25.80307393141618,5.8586689602732385,0.4986101242785735,7.479151864178602,4.362838587437518,7.603804395248246,30.106530801296895,21.759628635671284
34.0,2021,69,9,54,27,52,0,81,130,79989,38719,41270,26.378627061220918,8.62618610058883,1.1251547087724563,6.750928252634737,3.3754641263173686,6.5008938729075245,33.57524729460988,19.626847589047735
34.0,2022,30,11,0,39,52,0,25,107,79483,38431,41052,16.607324836757545,3.7743920083539875,1.383943736396462,0.0,4.906709610860184,6.542279481146912,27.842106632666336,6.08983727954789
34.0,2023,0,7,0,26,51,0,14,70,78991,38171,40820,10.634122874757884,0.0,0.8861769062298237,0.0,3.291514223139345,6.4564317453887154,18.338529249954153,3.4296913277805
35.0,2015,102,2,10,9,17,0,58,82,25069,11890,13179,55.84586541146436,40.68770194263832,0.7977980773066337,3.9889903865331684,3.5900913478798517,6.781283657106386,68.9655172413793,44.00940890811139
35.0,2016,189,7,5,19,15,0,87,148,24922,11792,13130,94.29419789744001,75.83661022389856,2.8087633416258724,2.006259529732766,7.623786212984512,6.018778589198299,125.50881953867028,66.26047220106626
35.0,2017,341,4,7,26,12,0,149,241,24864,11743,13121,156.85328185328186,137.14607464607465,1.6087516087516087,2.815315315315315,10.456885456885457,4.826254826254826,205.2286468534446,113.55841780352108
35.0,2018,431,2,42,59,34,0,235,333,24983,11921,13062,227.35460112876757,172.51731177200497,0.8005443701717168,16.811431773606053,23.616058920065647,13.609254292919184,279.33898162905797,179.9111927729291
35.0,2019,106,3,21,32,22,0,79,105,25387,12038,13349,72.47803994170245,41.7536534446764,1.18170717296254,8.27195021073778,12.604876511600425,8.665852601725293,87.22379132746305,59.18046295602667
35.0,2020,23,6,21,26,26,0,43,59,25931,12296,13635,39.3351586903706,8.86969264586788,2.3138328641394468,8.098415024488064,10.026609077937604,10.026609077937604,47.98308392973324,31.536486982031533
35.0,2021,40,2,18,23,19,0,42,60,26040,12323,13717,39.1705069124424,15.360983102918587,0.7680491551459293,6.912442396313364,8.832565284178187,7.296466973886329,48.68944250588331,30.618940001458043
35.0,2022,24,7,0,21,19,0,16,55,26034,12260,13774,27.272028885303833,9.218713989398479,2.688791580241223,0.0,8.066374740723669,7.298148574940462,44.86133768352365,11.616088282270946
35.0,2023,0,1,0,17,10,0,3,25,26049,12222,13827,10.748973089178087,0.0,0.3838918960420746,0.0,6.526162232715268,3.8389189604207457,20.45491736213386,2.1696680407897593
36.0,2015,261,10,31,18,41,0,128,233,46706,22094,24612,77.29199674560013,55.88147133130647,2.141052541429367,6.637262878431036,3.85389457457286,8.778315419860403,105.45849551914547,52.007150983260196
36.0,2016,396,14,20,51,38,0,171,348,46509,21989,24520,111.59130490872735,85.14481068180353,3.0101700746092153,4.300242963727451,10.965619557504999,8.170461631082157,158.26094865614624,69.7389885807504
36.0,2017,522,12,22,45,48,0,261,388,46401,21932,24469,139.86767526561928,112.497575483287,2.5861511605353336,4.741277127648111,9.6980668520075,10.344604642141334,176.91045048331205,106.66557685234378
36.0,2018,620,21,59,84,89,1,326,545,46555,22110,24445,187.52013747180752,133.17581355386102,4.510793684888841,12.673182257544841,18.043174739555365,19.11717323595747,246.49479873360468,133.36060544078543
36.0,2019,143,4,41,50,57,0,107,188,47491,22523,24968,62.11703270093281,30.110968394011497,0.8422648501821398,8.633214714366932,10.528310627276747,12.002274115095492,83.47023043111487,42.854854213393146
36.0,2020,42,6,29,32,26,0,46,89,48165,22814,25351,28.028651510432887,8.720024914356898,1.2457178449081283,6.02096958372262,6.643828506176685,5.398110661268555,39.011133514508636,18.145240818902607
36.0,2021,54,7,31,25,45,0,51,111,48237,22809,25428,33.584178120529884,11.194726040176628,1.4511681903932665,6.426601986027324,5.182743537118809,9.328938366813857,48.66500065763515,20.05663048607834
36.0,2022,32,6,0,32,45,0,23,92,48007,22599,25408,23.954839919178454,6.665694586206178,1.2498177349136586,0.0,6.665694586206178,9.373633011852439,40.70976591884597,9.052267002518892
36.0,2023,0,6,0,36,40,0,6,76,47771,22407,25364,17.16522576458521,0.0,1.2559921291159908,0.0,7.535952774695946,8.373280860773272,33.917972062301956,2.365557483046838
37.0,2015,155,8,13,17,23,0,69,147,37800,17330,20470,57.142857142857146,41.005291005291,2.1164021164021163,3.4391534391534395,4.497354497354497,6.084656084656085,84.82400461627236,33.70786516853933
37.0,2016,245,7,16,21,22,0,103,208,37794,17193,20601,82.28819389321056,64.82510451394401,1.852145843255543,4.2334762131555275,5.5564375297666295,5.82102979308885,120.97946838829756,49.99757293335275
37.0,2017,529,7,26,48,15,0,228,396,37893,17125,20768,164.93811521916976,139.60362072150528,1.8473068904547014,6.861425593117462,12.667247248832238,3.958514765260074,231.24087591240877,109.78428351309707
37.0,2018,760,14,51,81,41,0,364,583,38204,18413,19791,247.87980316197257,198.9320490001047,3.664537744738771,13.349387498691238,21.201968380274316,10.731860538163541,316.6241242600337,183.92198474053865
37.0,2019,162,9,47,51,29,0,108,190,43484,19996,23488,68.53095391408334,37.255082329132556,2.0697267960629198,10.80857326832858,11.728451844356545,6.669119676202741,95.01900380076015,45.98092643051771
37.0,2020,39,4,19,33,21,0,34,82,44480,20483,23997,26.079136690647484,8.767985611510792,0.8992805755395684,4.2715827338129495,7.419064748201439,4.721223021582734,40.03319826197335,14.16843772138184
37.0,2021,53,11,32,30,30,1,52,103,44974,20632,24342,34.6867078756615,11.784586650064481,2.4458576066171567,7.115222128340819,6.670520745319518,6.670520745319518,49.92245056223342,21.36225453947909
37.0,2022,46,3,0,27,39,0,25,90,45156,20636,24520,25.467269022942688,10.186907609177076,0.6643635397289397,0.0,5.979271857560457,8.636726016476215,43.61310331459585,10.195758564437194
37.0,2023,0,4,0,19,23,0,12,34,45376,20718,24658,10.137517630465444,0.0,0.8815232722143864,0.0,4.1872355430183354,5.068758815232722,16.41085046819191,4.866574742477086
38.0,2015,421,15,25,59,54,0,192,382,55945,26632,29313,102.60076861202967,75.25248011439807,2.681204754669765,4.468674591116275,10.546072035034408,9.652337116811154,143.43646740762992,65.49994882816497
38.0,2016,734,16,37,61,41,0,324,565,55092,26172,28920,161.3664415886154,133.23168518115153,2.904232919480142,6.716038626297829,11.072388005518043,7.442096856167865,215.87956594834174,112.03319502074689
38.0,2017,1313,9,39,100,37,0,645,853,54472,25836,28636,275.00367161110296,241.04126890879718,1.652224996328389,7.159641650756352,18.358055514759876,6.792480540461155,330.1594674098158,225.240955440704
38.0,2018,1592,26,92,171,86,2,824,1139,54246,26004,28242,362.60738118939645,293.47786011871847,4.792980127567009,16.95977583600634,31.52306160822918,15.853703498875493,438.0095369943086,291.76403937398203
38.0,2019,378,10,57,97,83,0,247,378,54708,26059,28649,114.24288952255613,69.09409958324194,1.827886232360898,10.418951524457118,17.73049645390071,15.171455728595452,145.05545109175333,86.21592376697267
38.0,2020,84,5,38,95,70,1,96,195,55425,26409,29016,52.68380694632386,15.155615696887685,0.9021199819576003,6.856111862877762,17.14027965719441,12.629679747406405,73.83846415994547,33.085194375516956
38.0,2021,121,14,88,93,69,0,152,233,55198,26255,28943,69.74890394579513,21.9210840972499,2.536323779847096,15.942606616181747,16.84843653755571,12.500452914960688,88.74500095219958,52.517016204263555
38.0,2022,99,14,0,90,85,0,70,218,54757,25932,28825,52.59601512135435,18.079880197965558,2.5567507350658367,0.0,16.436254725423233,15.523129462899721,84.06601881844824,24.284475281873373
38.0,2023,2,11,0,72,48,0,20,113,54363,25653,28710,24.465169324724535,0.36789728307856445,2.0234350569321045,0.0,13.244302190828321,8.829534793885546,44.0494289166959,6.966213862765588
39.0,2015,498,15,42,57,85,0,247,450,87659,42280,45379,79.5126570004221,56.8110519170878,1.7111762625628857,4.79129353517608,6.502469797738966,9.696665487856352,106.4333017975402,54.43046343022103
39.0,2016,729,17,46,50,53,0,339,556,87575,42210,45365,102.19811590065659,83.24293462746218,1.941193262917499,5.252640593776762,5.709391949757351,6.0519554667427915,131.72234067756457,74.72721260883941
39.0,2017,1082,13,46,78,77,0,496,800,87655,42225,45430,147.85237579145513,123.4384804061377,1.4830871028463863,5.24784667161029,8.898522617078319,8.784438993782443,189.46121965660151,109.17895663658375
39.0,2018,1501,18,119,138,168,0,774,1170,88243,42702,45541,220.30076040025838,170.09847806624887,2.039821855557948,13.485488933966433,15.638634225944266,19.038337318540847,273.99185049880566,169.95674227619068
39.0,2019,408,17,100,89,123,0,282,455,90059,43506,46553,81.83524134178705,45.303634284191475,1.8876514285079782,11.10383193239987,9.882410419835887,13.65771327685184,104.58327586999494,60.57611754344511
39.0,2020,97,15,60,80,63,0,108,207,91627,44208,47419,34.37851288375697,10.58639920547437,1.6370720420836653,6.548288168334661,8.731050891112881,6.875702576751395,46.82410423452769,22.775680634344884
39.0,2021,90,16,68,73,105,0,124,228,92068,44333,47735,38.2326106790633,9.775383412260503,1.7378459399574229,7.385845244819047,7.928922101055742,11.404613980970588,51.428958112467015,25.97674662197549
39.0,2022,85,14,0,86,103,0,49,239,91927,44066,47861,31.329206870669115,9.246467305579428,1.522947556213082,0.0,9.35524927388036,11.204542734996247,54.23682657831434,10.237980819456343
39.0,2023,0,7,0,65,70,0,14,128,91752,43814,47938,15.476501874618538,0.0,0.7629261487488012,0.0,7.084314238381725,7.6292614874880105,29.21440635413338,2.9204389002461513
40.0,2015,256,3,29,82,46,0,154,262,97657,46070,51587,42.59807284680054,26.21419867495418,0.30719764072211925,2.969577193647153,8.39673551307126,4.710363824405829,56.869980464510526,29.852482214511408
40.0,2016,383,5,34,105,38,0,204,361,97517,46038,51479,57.93861583108587,39.27520329788653,0.5127311135494323,3.4865715721361403,10.767353384538081,3.896756462975686,78.41348451279379,39.62780939800695
40.0,2017,851,7,57,145,32,0,401,691,97563,46093,51470,111.92767750069187,87.22569006693111,0.7174851121839222,5.842378770640509,14.862191609524103,3.2799319414122157,149.91430369036513,77.90946182242082
40.0,2018,1122,6,65,306,97,1,588,1006,98166,46098,52068,162.58174928182873,114.29619216429315,0.6112095837662735,6.6214371574679625,31.171688772079946,9.881221604221421,218.23072584493903,112.92924637013137
40.0,2019,260,18,52,156,80,0,183,383,99795,47099,52696,56.716268350117744,26.05340948945338,1.80369758003908,5.210681897890676,15.632045693672028,8.016433689062579,81.31807469373022,34.727493547897375
40.0,2020,66,4,47,114,34,0,88,177,101113,47645,53468,26.208301603156862,6.5273505879560485,0.39559700533066966,4.648264812635368,11.274514651924084,3.362574545310692,37.1497533844055,16.458442432857037
40.0,2021,73,5,58,117,64,0,113,204,101529,47781,53748,31.222606348924934,7.190063922623094,0.4924701316865132,5.712653527563553,11.52380108146441,6.303617685587369,42.69479500219752,21.024038103743393
40.0,2022,71,5,0,113,82,0,66,205,101488,47624,53864,26.702664354406433,6.995900993220874,0.492669084029639,0.0,11.134321299069843,8.07977297808608,43.04552326558038,12.253081835734443
40.0,2023,1,4,0,79,67,0,19,132,101354,47442,53912,14.898277325019238,0.09866408824516053,0.3946563529806421,0.0,7.794462971367682,6.6104939124257545,27.82344757809536,3.52426175990503
41.0,2015,156,3,26,84,52,0,86,235,56517,26747,29770,56.79706990816922,27.602314347895323,0.5308137374595254,4.600385724649221,14.862784648866713,9.200771449298442,87.8603207836393,28.88814242526033
41.0,2016,243,8,17,88,35,0,116,275,56465,26754,29711,69.24643584521385,43.0355087222173,1.4168068715133266,3.0107146019658195,15.584875586646596,6.198530062870805,102.78836809449054,39.042778768806166
41.0,2017,575,6,27,94,23,0,276,449,56520,26806,29714,128.27317763623495,101.73389950460015,1.0615711252653928,4.777070063694268,16.631280962491154,4.069355980184006,167.49981347459524,92.88550851450495
41.0,2018,774,12,66,189,76,0,485,632,56895,26833,30062,196.3265664821162,136.0400738201951,2.1091484313208544,11.600316372264698,33.21908779330345,13.357940065032077,235.5308761599523,161.3332446277693
41.0,2019,163,2,28,99,42,0,130,204,57874,27440,30434,57.71158032968172,28.16463351418599,0.34557832532743543,4.838096554584096,17.106127103708054,7.257144831876145,74.34402332361516,42.71538410987711
41.0,2020,50,3,21,94,43,0,63,148,58670,27784,30886,35.96386568944946,8.522243054371911,0.5113345832623146,3.5793420828362024,16.021816942219193,7.329129026759843,53.26806795277857,20.39759114161756
41.0,2021,81,5,35,93,56,0,76,194,58946,27893,31053,45.804634750449566,13.74139042513487,0.8482339768601771,5.93763783802124,15.777151969599295,9.500220540833984,69.55150037643854,24.474285898302902
41.0,2022,53,8,0,54,49,0,42,122,58950,27828,31122,27.820186598812555,8.990670059372349,1.3570822731128076,0.0,9.16030534351145,8.312128922815946,43.840735949403474,13.49527665317139
41.0,2023,1,0,0,48,33,0,16,66,58903,27746,31157,13.921192468974416,0.16977063986554164,0.0,0.0,8.148990713546,5.602431115562874,23.78721257118143,5.135282601020638
42.0,2015,557,31,40,74,85,0,270,517,130110,63358,66752,60.48727999385136,42.809930059180694,2.3825993390208287,3.074321727768811,5.687495196372301,6.532933671508723,81.59979797342088,40.44822627037392
42.0,2016,755,16,76,94,80,0,340,681,130298,63494,66804,78.3588389691323,57.94409737678245,1.2279543814947274,5.832783312099956,7.214231991281523,6.139771907473637,107.25422874602324,50.89515597868391
42.0,2017,1268,13,54,69,72,0,584,892,130738,63769,66969,112.89755082684454,96.98786886750601,0.9943551224586578,4.130398200982117,5.27773103458826,5.507197601309489,139.879878938042,87.20452746793292
42.0,2018,1857,26,176,189,159,1,963,1442,131951,63768,68183,182.41619995301286,140.73406037089526,1.9704284166091959,13.338284666277634,14.323498874582231,12.049927624648543,226.13222933132604,141.23755188243405
42.0,2019,414,58,114,77,87,0,285,465,135141,65747,69394,55.49759140453304,30.63467045530224,4.291813735283889,8.435633893489022,5.697752717532059,6.437720602925833,70.72566048641002,41.069833126783294
42.0,2020,98,14,83,63,74,0,120,212,137756,67031,70725,24.100583640639975,7.1140277011527635,1.016289671593252,6.025145910159994,4.573303522169633,5.371816835564331,31.627157583804507,16.96712619300106
42.0,2021,115,21,89,60,77,2,140,220,138482,67336,71146,26.14058144740833,8.304328360364524,1.5164425701535218,6.426828035412544,4.332693057581491,5.560289423896246,32.67197338719259,19.677845557023584
42.0,2022,89,15,0,72,71,0,59,188,138472,67123,71349,17.837541163556534,6.4272921601479,1.0832514876653765,0.0,5.199607140793807,5.1273903749494485,28.00828330080598,8.269211902058894
42.0,2023,1,7,0,81,82,0,21,150,138470,66976,71494,12.349245323896874,0.07221780891167762,0.5055246623817433,0.0,5.849642521845888,5.921860330757565,22.396082178690875,2.9373094245670965
43.0,2015,191,11,24,44,41,0,96,215,71524,33993,37531,43.481908170683965,26.704323024439347,1.5379453050724232,3.3555170292489236,6.151781220289693,5.732341591633578,63.248315829729655,25.57885481335429
43.0,2016,314,4,19,53,27,0,160,257,71178,33844,37334,58.58551799713395,44.11475455899295,0.5619713956559611,2.6693641293658152,7.446120992441484,3.7933069206777374,75.93665051412363,42.85637756468634
43.0,2017,770,4,70,99,37,0,402,578,70973,33761,37212,138.08067856790612,108.49196173192622,0.5635946063996168,9.862905611993293,13.948966508390516,5.213250109196455,171.20345961316315,108.02966784908094
43.0,2018,1058,6,76,225,70,0,588,847,71167,33640,37527,201.63839982014136,148.66440906599968,0.8430873860075596,10.679106889429088,31.615776975283488,9.83601950342153,251.78359096313912,156.6871852266368
43.0,2019,268,9,36,123,71,0,172,335,72177,34309,37868,70.24398354046303,37.13094198983055,1.2469346190614738,4.987738476245895,17.041439793840144,9.83692866148496,97.6420181293538,45.42093588253935
43.0,2020,45,5,30,88,37,0,65,140,72890,34580,38310,28.12457127177939,6.173686376732062,0.6859651529702291,4.115790917821375,12.072986692276034,5.0761421319796955,40.48582995951417,16.96684938658314
43.0,2021,71,3,40,63,51,0,83,145,72940,34547,38393,31.258568686591715,9.734027968193034,0.4112969564025226,5.483959418700302,8.637236084452974,6.992048258842884,41.97180652444496,21.618524210142475
43.0,2022,48,1,0,72,59,0,35,145,72673,34314,38359,24.768483480797546,6.604928928212679,0.13760268600443082,0.0,9.907393392319017,8.118558474261418,42.25680480270444,9.12432545165411
43.0,2023,0,0,0,62,31,0,16,77,72332,34051,38281,12.85737985953658,0.0,0.0,0.0,8.571586573024387,4.2857932865121935,22.613139114857123,4.179619132206578
44.0,2015,309,14,26,61,36,0,152,294,80745,38413,42332,55.23561830453898,38.26862344417611,1.7338534893801474,3.2200136231345597,7.554647346584927,4.458480401263236,76.53658917553953,35.90664272890485
44.0,2016,539,13,26,76,32,0,230,454,80178,38089,42089,85.55962982364238,67.22542343286189,1.6213924019057597,3.2427848038115195,9.478909426525979,3.9911197585372546,119.19451810233926,54.64610705885148
44.0,2017,1229,6,49,99,30,0,525,888,79703,37822,41881,177.28316374540483,154.19745806305912,0.7527947505112731,6.147823795842063,12.421113383436007,3.7639737525563657,234.78398815504204,125.35517299013873
44.0,2018,1798,16,79,193,107,0,825,1368,79652,37518,42134,275.32265354291167,225.73193391251945,2.008738010345001,9.918143926078441,24.23040224978657,13.43343544418219,364.6249800095954,195.80386386291354
44.0,2019,396,13,54,135,52,0,239,411,79564,37621,41943,81.69523905283798,49.77125333065205,1.6339047810567595,6.786989090543462,16.967472726358654,6.535619124227038,109.24749475027247,56.982094747633695
44.0,2020,71,6,36,80,35,0,76,152,80223,37941,42282,28.42077708387869,8.850329705944679,0.7479151864178603,4.487491118507161,9.972202485571469,4.362838587437518,40.062201839698474,17.974551818740835
44.0,2021,82,14,50,94,54,1,90,203,80454,38038,42416,36.54262062793646,10.192159494866631,1.740124791806498,6.2147313993089215,11.683695030700774,6.711909911253636,53.367684946632316,21.21840814786873
44.0,2022,78,9,0,85,52,0,44,180,80229,37902,42327,27.92007877450797,9.722170287551883,1.1217888793329094,0.0,10.594672749255256,6.481446858367923,47.490897577964226,10.395255983178584
44.0,2023,0,6,0,101,54,0,15,146,79808,37688,42120,20.17341619887731,0.0,0.751804330392943,0.0,12.655372894947874,6.766238973536487,38.73912120568882,3.5612535612535616
45.0,2015,292,10,22,57,70,0,119,332,93912,45444,48468,48.02368174461198,31.09293806968226,1.064826646221995,2.342618621688389,6.069511883465371,7.4537865235539655,73.05694921221723,24.552281917966493
45.0,2016,452,19,38,93,59,0,204,457,92553,44769,47784,71.41853856709129,48.836882651021575,2.052877810551792,4.105755621103584,10.048296651648245,6.374725832766091,102.0795639840068,42.692114515318934
45.0,2017,985,17,49,92,52,0,440,755,91314,44167,47147,130.8671178570646,107.86954902862651,1.8617079527783253,5.366099393302232,10.075125391506232,5.694636090851349,170.94210609731246,93.32513203385156
45.0,2018,1386,34,122,172,152,0,650,1216,90556,43525,47031,206.06033835416758,153.05446353637527,3.7545827995936216,13.472326516188879,18.99377180970891,16.785193692300897,279.3796668581275,138.20671472007825
45.0,2019,321,15,98,100,80,0,202,412,90319,43587,46732,67.98126640020372,35.54069464896644,1.6607801237834787,10.85043014205206,11.071867491889856,8.857493993511886,94.52359648519054,43.22519900710434
45.0,2020,81,16,49,92,61,0,96,203,90380,43669,46711,33.082540385040936,8.96215976986059,1.7703031644169065,5.421553441026775,10.179243195397213,6.749280814339455,46.48606563008083,20.55190426237931
45.0,2021,101,13,55,106,115,0,111,279,89951,43493,46458,43.356938777779014,11.228335427065847,1.4452312925926336,6.114440084045758,11.784193616524552,12.784738357550223,64.14825374198148,23.892548107968487
45.0,2022,68,9,0,104,94,0,55,220,89015,43052,45963,30.89366960624614,7.639161938999045,1.0110655507498736,0.0,11.68342414199854,10.560017974498681,51.1009941466134,11.966146683201707
45.0,2023,0,7,0,64,58,0,16,113,87874,42529,45345,14.680110157725835,0.0,0.796595124837836,0.0,7.2831554270887855,6.600359605799213,26.570105104752052,3.5285036939023047
46.0,2015,321,7,15,103,50,0,159,337,132836,63546,69290,37.33927549760607,24.165135957120057,0.5269655816194405,1.1292119606130868,7.753922129543196,3.7640398687102894,53.03244893463003,22.94703420406985
46.0,2016,478,9,33,151,60,0,226,503,134471,64229,70242,54.36116337351548,35.54669780101286,0.6692892891404095,2.454060726848168,11.229186962244647,4.461928594269397,78.31353438477946,32.17448250334558
46.0,2017,1145,6,48,141,61,0,506,895,136219,64985,71234,102.84908859997505,84.05582187506882,0.4404671888649895,3.523737510919916,10.350978938327254,4.47808308679406,137.7240901746557,71.03349524103658
46.0,2018,1662,16,128,277,144,1,853,1372,138657,65654,73003,160.61215805909546,119.86412514333931,1.1539265958444218,9.231412766755374,19.977354190556554,10.385339362599796,208.9743199195784,116.84451323918195
46.0,2019,403,7,85,181,98,0,287,487,140078,66586,73492,55.254929396479106,28.769685460957465,0.4997215836890875,6.06804780193892,12.921372378246405,6.996102171647226,73.13849758207431,39.05186959124803
46.0,2020,90,6,59,108,92,1,119,235,143736,68336,75400,24.698057549952694,6.261479378861245,0.4174319585907497,4.104747592809039,7.513775254633495,6.400623365058162,34.388901896511356,15.782493368700266
46.0,2021,95,9,65,136,78,1,130,252,146650,69698,76952,26.11660415956359,6.478008864643709,0.6137061029662462,4.432321854756222,9.273781111489942,5.318786225707466,36.15598725931877,16.893647988356378
46.0,2022,87,8,0,138,108,0,68,273,148724,70628,78096,22.928377397057634,5.849761975202388,0.5379091471450472,0.0,9.278932788252064,7.261773486458138,38.653225349719655,8.707232124564639
46.0,2023,0,7,0,100,95,0,36,166,150405,71399,79006,13.430404574316013,0.0,0.46541005950600045,0.0,6.648715135800006,6.316279379010006,23.249625344892788,4.556615953218743
47.0,2015,334,16,33,47,83,0,154,358,97797,46364,51433,52.455596797447775,34.15237686227594,1.636042005378488,3.3743366360931315,4.8058733907993085,8.486967902900906,77.215080666034,29.941866117084363
47.0,2016,609,11,43,67,80,0,300,510,96506,45739,50767,83.93260522661804,63.10488467038319,1.1398255030775288,4.45568151203034,6.942573518744948,8.289640022382029,111.50221911279215,59.09350562373196
47.0,2017,911,6,43,84,63,0,454,653,95340,45189,50151,116.11076148521082,95.55275854835325,0.6293266205160478,4.510174113698342,8.81057268722467,6.607929515418502,144.50419349841775,90.52660963889055
47.0,2018,1133,6,124,234,206,2,701,998,94686,44596,50090,179.85763470840462,119.65866125932027,0.6336734047272036,13.095917031028875,24.71326278436094,21.756120228967323,223.78688671629743,139.9480934318227
47.0,2019,260,12,91,101,112,0,222,354,94456,44672,49784,60.98077411704921,27.526043872279157,1.2704327941051918,9.634115355297704,10.692809350385366,11.85737274498179,79.24426934097421,44.592640205688575
47.0,2020,35,6,56,78,65,0,82,158,94641,44822,49819,25.358988176371764,3.698185775720882,0.633974704409294,5.917097241153411,8.241671157320823,6.868059297767353,35.250546606577124,16.459583692968547
47.0,2021,70,15,61,83,78,0,113,194,94320,44704,49616,32.548770144189994,7.421543681085666,1.5903307888040714,6.467345207803223,8.799830364715861,8.269720101781171,43.3965640658554,22.77491131892938
47.0,2022,56,8,0,90,157,0,62,249,93458,44314,49144,33.27698003381198,5.9919964048021574,0.8559994864003082,0.0,9.629994222003466,16.798989920606047,56.18991740759128,12.61598567475175
47.0,2023,0,7,0,64,96,1,18,148,92382,43835,48547,18.077114589422184,0.0,0.7577233660236842,0.0,6.927756489359399,10.3916347340391,33.76297479183301,3.707747131645622
48.0,2015,290,12,45,62,100,0,142,367,142655,68402,74253,35.680487890364866,20.328765202761907,0.8411902842522169,3.154463565945813,4.346149801969787,7.009919035435141,53.65340194731149,19.12380644553082
48.0,2016,344,10,24,64,54,0,158,338,141933,68053,73880,34.94606610161132,24.236787780149786,0.7045577843066799,1.6909386823360317,4.509169819562751,3.8046120352560715,49.6671711754074,21.386031402273957
48.0,2017,597,8,33,78,65,0,299,482,141356,67801,73555,55.25057302130791,42.23379269362461,0.5659469707688389,2.3345312544214605,5.51798296499618,4.598319137496817,71.09039689680094,40.6498538508599
48.0,2018,856,26,152,177,179,1,519,869,141531,67482,74049,98.21169920370802,60.48144929379429,1.837053366400294,10.739696603570948,12.506094071263538,12.647405868678947,128.77508076227736,70.08872503342381
48.0,2019,191,17,93,106,120,0,199,328,141474,67751,73723,37.250660898822396,13.500713912096922,1.201634222542658,6.573646040968659,7.492542799383632,8.482123923830526,48.41256955616892,26.99293300598185
48.0,2020,60,11,74,82,75,0,102,200,142922,68552,74370,21.13040679531493,4.198094065294357,0.7696505786372987,5.177649347196373,5.737395222568954,5.247617581617945,29.174932897654337,13.715207745058493
48.0,2021,59,9,87,103,110,0,130,238,143607,68959,74648,25.62549179357552,4.1084348256004235,0.6267103971254883,6.058200505546387,7.172352322658367,7.659793742644857,34.51326150321206,17.415068052727467
48.0,2022,43,9,0,135,120,0,53,254,143478,68942,74536,21.3970086006217,2.996975146015417,0.6272738677706687,0.0,9.40910801656003,8.363651570275582,36.84256331409011,7.110657937104218
48.0,2023,0,8,0,83,81,0,22,150,142994,68781,74213,12.028476719302908,0.0,0.5594640334559492,0.0,5.804439347105473,5.664573338741485,21.808348235704628,2.964440192419118
49.0,2015,75,3,10,4,17,0,32,77,39535,19036,20499,27.57050714556722,18.970532439610473,0.7588212975844189,2.529404325281396,1.0117617301125583,4.299987352978373,40.44967430132381,15.610517586223718
49.0,2016,135,2,10,11,12,0,71,99,38553,18538,20015,44.09514175291157,35.016730215547426,0.5187663735636656,2.593831867818328,2.853215054600161,3.1125982413819933,53.4038191822203,35.47339495378466
49.0,2017,387,2,11,14,14,0,159,269,37582,18051,19531,113.88430631685381,102.97482837528604,0.5321696556862328,2.9269331062742805,3.7251875898036295,3.7251875898036295,149.02221483574317,81.40904203573807
49.0,2018,726,8,34,20,68,0,311,545,36791,17636,19155,232.66559756462178,197.33086896251803,2.17444483705254,9.241390557473295,5.436112092631349,18.48278111494659,309.0269902472216,162.35969720699555
