codigo_upz,AÑO,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index_eb,theft_to_people_index_eb,homicide_index_eb,sexual_index_eb,theft_to_vehicle_index_eb,theft_to_motorbike_index_eb,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
18.0,2018,33,2,23,27,4,1,36,52,82735,38291,44444,10.8663210034126,4.013409487561104,0.2760063474372113,2.8516790341790013,3.3239883115001914,0.8207509098652005,10.757236961382729,3.9886384238834833,0.24173566205354446,2.779960113615761,3.26343143772285,0.48347132410708893,13.580214671855003,8.10008100081001
19.0,2018,87,3,27,36,13,0,64,102,96752,44278,52474,17.21545327340137,8.99211483242592,0.33783315680373416,2.8519643495993634,3.758271007891334,1.5841702625473049,17.157268066809987,8.992062179593187,0.31007110964114437,2.7906399867702993,3.720853315693732,1.3436414751116257,23.036270834274358,12.196516370011816
20.0,2018,67,0,6,9,9,0,41,50,39506,17788,21718,23.097349293999173,16.87761795160912,0.08353962106867825,1.7104778850333453,2.473830123665041,2.6963462517146497,23.03447577583152,16.95944919759024,0.0,1.51875664456032,2.27813496684048,2.27813496684048,28.10883741848437,18.878349755962798
21.0,2018,64,1,19,12,7,0,54,49,27253,11949,15304,37.600540682864235,23.26873645627583,0.4550972471786505,6.97209743694928,4.454284711920704,3.087629310653372,37.794004329798554,23.48365317579716,0.3669320808718306,6.9717095365647825,4.403184970461968,2.5685245661028144,41.00761570005858,35.2848928384736
22.0,2018,73,3,29,44,16,0,51,114,64814,30527,34287,25.476157743947507,11.24878065749655,0.4983235997350987,4.528696810859582,6.699284474086506,2.721188164186808,25.457462893819237,11.262998734841238,0.46286296170580427,4.4743419631561085,6.78865677168513,2.4686024624309564,37.343990565728696,14.874442208417184
23.0,2018,22,0,11,10,5,0,26,22,52913,24468,28445,9.258311493435214,4.195090669989115,0.06329665799593304,2.2084976633894,2.060977128163697,1.405275660030954,9.071494717744221,4.1577684122994345,0.0,2.0788842061497173,1.8898947328633795,0.9449473664316898,8.991335622036946,9.140446475654771
24.0,2018,60,3,35,15,15,0,59,69,76588,34962,41626,16.78928099954004,7.840366914213444,0.4240578854244556,4.614298619439531,2.076096675234982,2.212589086643099,16.712800960986055,7.834125450462213,0.39170627252311063,4.569906512769625,1.9585313626155532,1.9585313626155532,19.7357130598936,14.173833661653775
25.0,2018,37,2,15,8,9,0,28,43,40557,18384,22173,17.63944043269147,9.121775609223159,0.5469088241683071,3.8108074954825066,2.185879812020432,2.635567706499657,17.506225805656236,9.122962743792687,0.4931331212860912,3.698498409645684,1.9725324851443649,2.2190990457874102,23.389904264577893,12.627970955666802
26.0,2018,132,5,69,65,47,0,142,176,99530,47242,52288,31.927674064501772,13.244839289414383,0.5248102430346684,6.933250416612,6.4795605128279545,4.762223115090739,31.950165779162063,13.262332964935196,0.5023610971566362,6.932583140761579,6.53069426303627,4.7221943132723805,37.25498497100038,27.157282741738065
27.0,2018,88,11,75,47,52,1,126,146,166333,77901,88432,16.449167314431925,5.299737551392295,0.6726105496118513,4.53019426399501,2.8646173942882287,3.206958068625235,16.41285854280269,5.290591764712955,0.6613239705891194,4.509027072198542,2.8256569652444194,3.1262587700576554,18.741736306337533,14.248235932694048
28.0,2018,111,21,149,78,128,1,192,294,266238,127428,138810,18.310848619335435,4.17664798224591,0.7947114172520103,5.603923253547575,2.952987824821776,4.8213450232804425,18.291904236059466,4.169201992202466,0.7887679444707367,5.596496367911418,2.929709508034165,4.807728423440681,23.071852340145025,13.83185649448887
29.0,2018,92,5,44,46,59,0,84,162,109581,51503,58078,22.47485233994308,8.397889171135382,0.4777117983047954,4.053675340967415,4.21743430838934,5.385957667602553,22.449147206176253,8.39561602832608,0.45628347980033035,4.015294622242907,4.19780801416304,5.384145061643898,31.4544783799002,14.463307965150314
30.0,2018,109,6,73,79,63,0,119,211,125315,59415,65900,26.3396233831316,8.69908166290895,0.4971564866385737,5.8384091778136895,6.268881950883265,5.045408887232578,26.33363922914256,8.698080836292542,0.4787934405298647,5.825320193113355,6.304113633643219,5.02733112556358,35.51291761339729,18.05766312594841
31.0,2018,69,2,41,46,26,0,78,106,65800,30709,35091,27.96173849103979,10.477132540397404,0.3445268100751904,6.247004426178328,6.893406240892812,4.0752757467403615,27.963525835866264,10.486322188449847,0.303951367781155,6.231003039513678,6.990881458966566,3.951367781155015,34.51756813963333,22.22792168932205
32.0,2018,16,11,65,17,32,0,76,65,97856,47245,50611,14.481398331073567,1.6658496290024887,1.1319463170930186,6.647292731984993,1.8370777497949902,3.3955832246215465,14.40892740353172,1.6350555918901244,1.1241007194244605,6.64241334205363,1.737246566383257,3.270111183780249,13.758069636998624,15.016498389678132
33.0,2018,34,2,46,31,37,1,70,79,42167,20418,21749,35.47476476721014,8.07225564621478,0.5271584656059817,10.77946012261473,7.178012183593541,8.352393037314304,35.57284132141248,8.06317736618683,0.4743045509521664,10.909004671899828,7.351720539758579,8.774634192615078,38.691350768929375,32.1853878339234
34.0,2018,45,7,78,40,57,0,99,128,78361,37998,40363,28.96017693914188,5.7596558998664555,0.9099427076965908,9.900348593112703,5.096136508731103,7.140661137144054,28.968491979428542,5.7426525950409,0.89330151478414,9.95393116473756,5.1045800844808,7.274026620385141,33.68598347281436,24.527413720486585
35.0,2018,29,1,21,29,17,0,36,61,24983,11921,13062,38.59409125003872,11.565796640518204,0.4928024250988263,8.328115067882127,10.84493921041985,6.533750303697091,38.826401953328265,11.607893367489893,0.4002721850858584,8.405715886803026,11.607893367489893,6.804627146459592,51.17020384195957,27.56086357372531
36.0,2018,44,11,30,42,45,1,51,120,46555,22110,24445,36.84102090986615,9.447281606199509,2.317758328832758,6.4600293904109956,8.755784076126908,9.176156085595705,36.945548276232415,9.451186768338523,2.362796692084631,6.44399097841263,9.021587369777682,9.665986467618945,54.27408412483039,20.863162200859072
37.0,2018,39,7,26,41,21,0,48,86,38204,18413,19791,34.97362622207664,10.195553922319824,1.8095214733373406,6.811875463928241,10.280244013472796,5.486097737802138,35.07486127107109,10.208355146058004,1.8322688723693854,6.805570097372003,10.731860538163541,5.496806617108156,46.70613153750068,24.253448537213885
38.0,2018,93,13,46,85,43,2,91,187,54246,26004,28242,51.38362833530995,17.082971156137457,2.3561285654705686,8.441153382433459,15.068771848205596,7.674476076265267,51.61670906610625,17.14412122552815,2.3964900637835047,8.47988791800317,15.669358109353686,7.926851749437747,71.91201353637902,32.22151405707811
39.0,2018,92,9,62,69,84,0,112,204,88243,42702,45541,35.76160154183483,10.419173420466155,1.0313646225079593,7.025306076775156,7.71676991359461,9.255301961042164,35.810205908683976,10.42575615062951,1.019910927778974,7.026053058032932,7.819317112972133,9.519168659270424,47.7729380356892,24.593223688544388
40.0,2018,67,3,33,153,49,1,84,220,98166,46098,52068,31.051788051347003,6.834251665290228,0.33308382020332666,3.4138655227713803,15.248116448112606,5.016414841302911,31.0698205081189,6.825173685390054,0.3056047918831368,3.361652710714504,15.585844386039973,4.991544934091234,47.72441320664671,16.132749481447338
41.0,2018,54,6,35,95,39,0,84,145,56895,26833,30062,40.13310681106277,9.48768093045741,1.0706698470793348,6.172081771902642,16.06856034653192,6.716314339120017,40.24958256437297,9.491167940943845,1.0545742156604272,6.151682924685825,16.697425081290096,6.854732401792776,54.03793835948273,27.942252677799214
42.0,2018,114,13,89,89,80,1,150,234,131951,63768,68183,29.1717023800519,8.640702911529068,0.9935659191611436,6.747455448393787,6.7009872905991115,6.034531299856085,29.177497707482324,8.639570749748012,0.9852142083045979,6.744928041469939,6.744928041469939,6.062856666489833,36.695521264584116,21.99961867327633
43.0,2018,56,3,39,112,34,0,81,163,71167,33640,37527,34.23674598803202,7.875330764037402,0.45529919000872443,5.509754335776751,15.270759339429086,4.827878182613376,34.28555369764076,7.868815602737224,0.4215436930037798,5.480068009049138,15.737631205474448,4.7774951873761715,48.45422116527943,21.584459189383644
44.0,2018,107,8,39,96,53,0,101,202,79652,37518,42134,37.97178966342655,13.410720894814505,1.0174791681326747,4.93322757633353,11.775725691897359,6.566489130091178,38.040476070908454,13.43343544418219,1.0043690051725005,4.89629890021594,12.052428062070005,6.653944659267815,53.840823071592304,23.97113969715669
45.0,2018,78,17,61,86,76,0,87,231,90556,43525,47031,35.07309532052379,8.61521990401823,1.866183177860665,6.739964900384403,9.339602000252903,8.205806253545004,35.1163920667874,8.61345465789125,1.8772913997968108,6.7361632580944395,9.496885904854455,8.392596846150449,53.07294658242389,18.498437200995088
46.0,2018,103,8,65,139,71,1,123,262,138657,65654,73003,27.83810778213792,7.433056173352217,0.5919086495345378,4.711340967131013,9.908875990085335,5.133051435242361,27.838479124746677,7.428402460748465,0.5769632979222109,4.687826795617964,10.024737301398414,5.120549269059622,39.90617479513815,16.848622659342766
47.0,2018,64,3,63,118,103,2,116,233,94686,44596,50090,37.017503591275414,6.768878107125401,0.34502112265461116,6.658444198401338,12.214639384443078,10.549213934960443,37.06989417654141,6.759182983756838,0.3168367023636018,6.653570749635638,12.46224362630167,10.878060114483661,52.24683828146022,23.15831503294071
48.0,2018,61,13,77,88,90,1,108,220,141531,67482,74049,23.26271589055162,4.323590368862937,0.9274416856707414,5.455977775295664,6.188345322692133,6.320365938613214,23.24579067483449,4.3100098211699205,0.918526683200147,5.440504200493178,6.217719086277919,6.359030883693325,32.60128626893098,14.584937001174897
49.0,2018,39,4,17,10,34,0,34,70,36791,17636,19155,28.260247058284346,10.582803696932972,1.1095598525907404,4.709391085602235,2.8918298162871485,8.700094111744038,28.26778288168302,10.600418580631132,1.08722241852627,4.6206952787366475,2.7180560463156747,9.241390557473295,39.691540031753235,17.749934742886975
50.0,2018,21,16,77,18,40,1,85,86,93229,45285,47944,18.502197607592112,2.2821260326372172,1.7094748982362087,8.239799337456104,2.0289293334569316,4.359463384570282,18.449194992974288,2.252517993328256,1.716204185392957,8.259232642203607,1.930729708567077,4.290510463482393,18.990835817599645,17.729017186717837
51.0,2018,11,11,54,10,26,1,58,53,73845,35930,37915,15.257319390674827,1.5311623824474192,1.488344605298377,7.306252610691897,1.5010436552401505,3.6650147534424127,15.16690364953619,1.4896066084365902,1.4896066084365902,7.312614259597806,1.3541878258514455,3.5208883472137584,14.750904536598942,15.297375708822367
52.0,2018,8,14,46,10,14,2,42,48,18178,8980,9198,49.95704923737384,4.50261621137034,6.968272223626668,23.962325433708095,5.409571639748287,7.130202487581308,50.61062823192871,4.400924194080757,7.7016173396413246,25.305314115964354,5.501155242600946,7.7016173396413246,53.4521158129176,45.662100456621005
53.0,2018,31,16,41,15,38,2,62,77,46417,22472,23945,30.346788067870918,6.698982970963713,3.3482135000037943,8.777292940563807,3.3385115544672948,7.866593496219105,30.376801602861022,6.678587586444621,3.447012947842385,8.832970678846113,3.2315746386022366,8.186655751125665,34.26486294054824,25.89267070369597
54.0,2018,44,23,72,34,30,2,92,109,111476,58191,53285,18.25570709882778,3.9655985675552525,2.050212902623864,6.465417868809091,3.1013207155989413,2.831987593040958,18.210197710718003,3.947037927446267,2.0632243711650937,6.458789335821163,3.04998385302666,2.691162223258818,18.731418947947276,17.26564699258703
55.0,2018,18,12,61,12,27,1,58,71,71841,34863,36978,18.166795488904302,2.542467772220421,1.6631793657955098,8.46132173024751,1.8076484160543047,3.8876394683555424,18.095516487799447,2.505533052156846,1.6703553681045642,8.490973121198202,1.6703553681045642,3.75829957823527,20.365430398990334,15.68500189301747
56.0,2018,24,3,40,13,9,0,48,41,50027,24123,25904,17.895651612069756,4.831659837169546,0.6388335071540294,7.967297135880582,2.736341502698845,2.1906370497025005,17.790393187678653,4.7974093989245805,0.5996761748655726,7.9956823315409675,2.5985967577508142,1.7990285245967177,16.996227666542303,18.529956763434217
57.0,2018,30,36,102,27,71,2,103,161,123476,59837,63639,21.569382245284665,2.4514141643590865,2.8874205339178665,8.24596992311707,2.254945736173164,5.7345787745404735,21.542647963976805,2.4296219508244516,2.915546340989342,8.260714632803136,2.1866597557420064,5.750105283617868,26.90642913247656,16.185043762472695
58.0,2018,24,16,87,18,41,1,88,97,91633,44615,47018,20.341554762771874,2.647629631310211,1.738484587459092,9.455552149637004,2.0630751792409976,4.533028972787281,20.298364126460992,2.619143758253031,1.746095838835354,9.494396123667238,1.9643578186897734,4.474370587015595,21.741566737644288,18.716236335020632
59.0,2018,14,14,42,8,45,3,46,74,48496,23875,24621,25.388864497698616,2.9381997086794454,2.8186502471247645,8.612113404890325,1.8501958001091134,8.849739484203473,25.362916529198284,2.886836027713626,2.886836027713626,8.660508083140877,1.649620587264929,9.279115803365226,30.994764397905758,18.683237886357176
60.0,2018,4,0,6,4,0,0,10,4,1014,517,497,99.97167852828758,30.673097002225333,1.021131682271268,28.567409136236307,13.204001609564875,4.642947574954484,138.0670611439842,39.447731755424066,0.0,59.171597633136095,39.447731755424066,0.0,77.36943907156673,201.20724346076457
61.0,2018,5,8,51,4,2,0,48,22,22637,10939,11698,30.84940844672082,2.3298464068963134,3.333066078111689,21.60098818061883,2.153793399328738,1.8423316677105548,30.922825462737997,2.2087732473384283,3.534037195741485,22.529487122851968,1.7670185978707424,0.8835092989353712,20.111527561934363,41.03265515472731
62.0,2018,19,9,54,23,33,0,64,74,39681,19601,20080,34.68378876649594,4.831369319460479,2.2211299791578134,13.376776243440428,5.728542997735274,7.931935012494794,34.77734936115521,4.788185781608326,2.2680880018144705,13.608528010886822,5.796224893525869,8.316322673319725,37.753175858374576,31.872509960159363
63.0,2018,2,3,4,2,0,0,6,5,36,18,18,218.70324911561366,53.059828834704085,13.665163744824998,33.95521816880513,11.014471968791844,5.386732885357189,3055.5555555555557,555.5555555555555,833.3333333333333,1111.111111111111,555.5555555555555,0.0,2777.777777777778,3333.333333333333
64.0,2018,1,10,14,0,0,0,11,14,5331,2681,2650,45.149218175168535,2.3856359054044107,13.360897536888126,22.16635754649078,1.8342199751986736,2.8847352711814884,46.89551678859501,1.8758206715438004,18.758206715438003,26.261489401613208,0.0,0.0,52.21932114882507,41.509433962264154
65.0,2018,35,9,38,50,43,0,52,123,77129,36651,40478,22.724053479494177,4.5615057431520825,1.175467177019416,4.964367225364949,6.419167221221616,5.563667465962714,22.68926084870801,4.537852169741601,1.1668762722192692,4.926810927148025,6.482645956773716,5.575075522825396,33.5597937300483,12.846484510104254
66.0,2018,32,30,60,25,69,0,80,136,68147,33151,34996,31.66539491450269,4.721538210863191,4.301172696602762,8.766793826265904,3.723306129771578,9.740299165247857,31.69618618574552,4.695731286777114,4.4022480813535445,8.804496162707089,3.6685400677946203,10.125170587113152,41.024403487074295,22.859755400617214
67.0,2018,42,78,162,37,88,2,176,229,153854,75900,77954,26.45811311780375,2.746562471738507,5.0137832123784545,10.496601348861065,2.4555082903920713,5.708284656458528,26.453650863805947,2.7298607771003676,5.069741443186397,10.529462997387133,2.404877351255086,5.719708294876961,30.171277997364953,22.57741745131744
68.0,2018,8,42,44,9,33,0,52,84,49741,24609,25132,27.345886731210573,1.6688875151047118,8.11981149203177,8.793398889289872,1.9955732701948243,6.502168323786253,27.341629641543193,1.6083311553848938,8.443738565770692,8.845821354616914,1.8093725498080055,6.634366015962687,34.13385346824332,20.690752825083557
69.0,2018,48,49,124,48,123,0,143,249,155423,75643,79780,25.230134932930866,3.1039349350876773,3.126624161235022,7.969074199387232,3.1246858394591173,7.8201150882436705,25.2214923145223,3.088345997696609,3.1526865393152876,7.978227160716239,3.088345997696609,7.91388661909756,32.917784857818965,17.924291802456757
70.0,2018,17,36,71,22,69,0,79,136,95007,46315,48692,22.65852584730411,1.8203913802959892,3.731187154374126,7.465775264266342,2.3994972754609947,7.151905693821736,22.629911480206722,1.7893418379698338,3.7891944804067066,7.473133558579894,2.315618849137432,7.262622754112854,29.364136888696965,16.22443111804814
71.0,2018,63,43,165,74,79,3,195,226,274048,132345,141703,15.495640528722033,2.3088996606334464,1.568025769366205,6.025845134045956,2.725528245235209,2.9376509906947024,15.471742176553013,2.2988673517048106,1.5690681924334422,6.02084306398879,2.7002568893040633,2.882706679121906,17.076580150364578,13.761176545309555
72.0,2018,53,1,26,67,20,0,59,108,81481,37070,44411,20.542826510500007,6.5171189476440485,0.16093752505167191,3.256606840350923,8.09679135105832,2.660034038835897,20.495575655674326,6.504583890722991,0.12272799793816963,3.1909279463924105,8.222775861857365,2.454559958763393,29.134070677097384,13.28499696021256
73.0,2018,59,3,65,102,130,1,100,258,160612,75640,84972,22.36989096636466,3.6870435910712525,0.20549961600631672,4.073032967573633,6.322157934006258,7.9966284543227735,22.35200358628247,3.673449057355615,0.18678554528926855,4.047020147934152,6.350708539835131,8.094040295868304,34.10893707033316,11.768582591912631
74.0,2018,35,12,66,29,66,0,86,122,135897,65701,70196,15.354458158228534,2.5948469756292885,0.8929199427490281,4.878839311646843,2.197369726181298,4.880647477424086,15.305709471143587,2.5754799590866613,0.8830217002582839,4.856619351420561,2.133969108957519,4.856619351420561,18.5689715529444,12.251410336771325
75.0,2018,102,11,91,27,74,3,113,189,129959,62133,67826,23.48645178973127,7.852269821198132,0.8574309606150685,7.001959424892192,2.145161533693638,5.68181555915134,23.468940204218253,7.848629183050039,0.8464207942504944,7.002208388799544,2.0775783131603043,5.694103524957871,30.41861812563372,16.660277769586884
76.0,2018,15,1,20,18,20,0,27,47,32717,16104,16613,22.700616047375682,4.639555217289813,0.3843183057899849,6.1494959643854425,5.447164363728924,6.004383275897332,22.618210716141455,4.584772442461106,0.3056514961640737,6.113029923281474,5.5017269309533265,6.113029923281474,29.185295578738202,16.252332510684404
77.0,2018,13,3,17,38,23,0,26,68,56771,26670,30101,16.66212427040931,2.3381186939369374,0.5660418624049585,3.0928980127194037,6.597275160675258,4.183418103133051,16.557749555230664,2.289901534234028,0.528438815592468,2.994486621690652,6.693558330837928,4.051364252875588,25.4968128983877,8.637586791136506
78.0,2018,16,2,10,22,26,0,17,59,27577,12962,14615,27.56267231321723,5.848922708230735,0.7835960769055847,3.792343667240353,7.656516988810356,8.70492877822612,27.559197882293216,5.801936396272255,0.7252420495340319,3.62621024767016,7.9776625448743514,9.428146643942416,45.51766702669341,11.63188504960657
79.0,2018,34,10,55,69,91,1,75,183,120204,56697,63507,21.574144746599003,2.8495502149426284,0.844090838883209,4.603962931326775,5.718174919930655,7.467043807477429,21.546703936641045,2.8285248411034574,0.8319190709127816,4.575554890020299,5.740241589298193,7.570463545306312,32.27684004444679,11.809721762955265
80.0,2018,62,23,59,25,62,2,75,154,57028,28359,28669,40.38782506843112,10.858503260883408,3.928125903847404,10.263026364481158,4.410678681075086,10.347338989616754,40.506417899978956,10.871852423370974,4.033106544153749,10.345795048046574,4.383811461036684,10.871852423370974,54.303748369124435,26.16066134151871
81.0,2018,42,11,48,19,82,0,66,136,63264,30735,32529,31.894586102231443,6.654102196507852,1.7281171327087343,7.573749645440126,3.0941119738382574,12.301300470837612,31.929691451694488,6.638846737481032,1.7387455741021751,7.587253414264037,3.0032878098128477,12.961557916034394,44.24922726533268,20.28958775246703
82.0,2018,95,35,110,68,152,1,148,311,140235,69384,70851,32.78285766845384,6.78085410138501,2.478096895104109,7.8352041729533175,4.849904982727176,10.614105223316045,32.802082219132174,6.774343066994687,2.4958106036296215,7.843976182835954,4.849003458480408,10.8389489071915,44.82301395134325,20.888907707724663
83.0,2018,21,8,15,26,17,0,33,54,28531,13522,15009,30.44252433258824,7.383741172502569,2.698260850380747,5.340038985667135,8.686901562160608,5.863757470886577,30.49314780414286,7.360414987206897,2.803967614174056,5.257439276576355,9.112894746065683,5.95843118011987,39.93492086969383,21.986807915250846
84.0,2018,73,45,149,50,202,3,172,344,195836,95646,100190,26.505144015275107,3.7386499663407244,2.287507477127186,7.603823943626035,2.590723923698976,10.167583995615724,26.5017667844523,3.727608815539533,2.297841050675055,7.608407034457403,2.553156722972283,10.314753160808024,35.965957802730905,17.167381974248926
85.0,2018,111,29,219,63,186,2,259,347,233322,112383,120939,26.062258337549167,4.764835231888513,1.2450371232256532,9.371433173862007,2.7297555943164666,7.907089350065145,26.05840855127249,4.757373929590866,1.2429175131363523,9.386170185409005,2.700131149227248,7.971815773909018,30.876556062749703,21.415755050066565
86.0,2018,25,16,91,38,92,3,93,166,131429,62925,68504,19.96635707731156,1.9242881109377923,1.221581329204556,6.92449158683524,2.9387958101027642,6.930180933131524,19.934717604181724,1.9021677103226837,1.2173873346065176,6.923890465574568,2.891294919690479,6.999977173987476,26.38061183949146,13.575849585425669
87.0,2018,21,8,61,21,34,1,69,75,97019,45633,51386,15.015677149101691,2.1933516131703548,0.8397688653465064,6.297532008586475,2.2515441971163677,3.6171619255636673,14.945526134056216,2.164524474587452,0.8245807522237912,6.2874282357064075,2.164524474587452,3.504468196951113,16.4354743277891,13.427781886116842
88.0,2018,58,0,10,4,1,0,38,35,36695,16397,20298,20.006455902811194,15.73070220964136,0.08954386569678216,2.8855426098541925,1.3948606363137488,1.0028520581217273,19.893718490257527,15.805968115547076,0.0,2.725166916473634,1.0900667665894537,0.2725166916473634,21.345368055132038,18.72105626170066
89.0,2018,1,1,12,1,1,0,13,3,15231,7533,7698,11.08959748862191,0.8757027650001193,0.7651380158478169,7.801119664424897,1.3915667540348486,2.013426026741843,10.504891340030202,0.6565557087518876,0.6565557087518876,7.878668505022651,0.6565557087518876,0.6565557087518876,3.9824771007566704,16.88750324759678
90.0,2018,61,10,131,12,8,1,142,79,46307,22621,23686,47.710298857974365,13.136316662301882,2.1243124248631795,27.647854762534113,2.7399609597131604,2.1552996721196434,47.94091606020688,13.172954412939728,2.1595007234327426,28.289459476968926,2.5914008681192913,1.7276005787461939,34.923301357146016,59.951025922485854
91.0,2018,97,0,36,9,6,2,80,66,10027,4998,5029,141.53231677402576,93.28733106537743,0.2814609364170238,32.27641944332857,7.987030088180734,5.770750973435467,147.60147601476015,96.73880522589009,0.0,35.90306173332004,8.97576543333001,5.983843622220006,132.05282112845137,159.07735136209985
92.0,2018,40,1,21,3,5,1,35,34,12041,5866,6175,56.84220903228589,32.42128439315961,0.9339732068701799,16.32473789345509,2.995020740909441,4.576808232316459,58.13470641973258,33.219832239847186,0.8304958059961797,17.440411925919776,2.491487417988539,4.152479029980898,57.961131946812145,56.680161943319845
93.0,2018,273,11,45,11,8,0,164,184,16323,8457,7866,207.3126888087978,163.36560421104693,6.057114782289638,25.902029690369776,6.4357565363993485,5.041354108799125,213.19610365741593,167.24866752435213,6.738957299516021,27.568461679838265,6.738957299516021,4.90105985419347,217.57124275747898,208.49224510551744
94.0,2018,115,3,51,6,5,1,107,72,17075,9012,8063,103.05830431673473,65.97979500064267,1.7188820475949689,28.0909116851393,3.7310341956349267,3.5813164649512395,105.41727672035138,67.34992679355783,1.7569546120058566,29.86822840409956,3.513909224011713,2.9282576866764276,79.89347536617844,132.7049485303237
95.0,2018,33,11,21,4,7,0,36,40,20406,10293,10113,37.00127530982615,16.03033823479687,4.973441777295378,10.073155288458874,2.3573435324836858,3.8861564104414303,37.243947858473,16.17171420170538,5.39057140056846,10.291090855630697,1.9602077820248947,3.4303636185435655,38.86136209074128,35.59774547611985
96.0,2018,16,8,33,10,15,0,39,43,44303,21564,22739,18.619030276301945,3.661019148154133,1.7873403615877679,7.4339581424051016,2.434528561052974,3.6307073116523387,18.508904588854026,3.6114935783129813,1.8057467891564907,7.4487055052705236,2.257183486445613,3.38577522966842,19.940641810424783,17.151150006596595
97.0,2018,304,4,31,17,12,1,184,183,33942,15780,18162,107.16876613375067,88.60161749327304,1.1965054206288217,9.045717591996656,4.998278014478067,3.8210989575335144,108.42024630251605,89.56455129338283,1.1784809380708268,9.133227270048907,5.008543986801013,3.5354428142124803,115.96958174904942,101.31042836691995
