ZAT,AÑO,theft_to_people,genero_-,genero_FEMENINO,genero_MASCULINO
302.0,2021,22,0,8,14
302.0,2022,18,0,6,12
303.0,2018,3,0,2,1
303.0,2019,3,0,1,2
303.0,2020,9,0,1,8
303.0,2021,5,0,2,3
303.0,2022,4,0,1,3
303.0,2023,1,0,1,0
304.0,2018,16,0,2,14
304.0,2019,29,0,12,17
304.0,2020,15,0,7,8
304.0,2021,18,0,7,11
304.0,2022,13,0,4,9
305.0,2018,24,0,9,15
305.0,2019,27,0,13,14
305.0,2020,9,0,2,7
305.0,2021,22,0,10,12
305.0,2022,9,0,5,4
306.0,2018,29,0,13,16
306.0,2019,36,0,15,21
306.0,2020,15,0,9,6
306.0,2021,18,0,5,13
306.0,2022,10,0,5,5
307.0,2018,2,0,1,1
307.0,2019,3,0,1,2
307.0,2020,3,0,2,1
307.0,2021,5,0,1,4
307.0,2022,1,0,1,0
308.0,2021,3,0,2,1
308.0,2022,1,0,0,1
309.0,2018,4,0,0,4
309.0,2019,2,0,1,1
309.0,2020,2,0,0,2
309.0,2021,7,0,2,5
309.0,2022,15,0,9,6
310.0,2018,11,0,8,3
310.0,2019,17,0,7,10
310.0,2020,12,0,2,10
310.0,2021,22,0,7,15
310.0,2022,25,0,11,14
311.0,2018,13,0,6,7
311.0,2019,22,0,10,12
311.0,2020,16,0,2,14
311.0,2021,23,0,9,14
311.0,2022,16,0,2,14
312.0,2018,9,0,2,7
312.0,2019,7,0,3,4
312.0,2020,5,0,0,5
312.0,2021,6,0,2,4
312.0,2022,3,0,2,1
313.0,2018,28,0,7,21
313.0,2019,25,0,14,11
313.0,2020,26,0,14,12
313.0,2021,35,0,20,15
313.0,2022,21,0,8,13
314.0,2018,17,0,7,10
314.0,2019,17,0,6,11
314.0,2020,9,0,3,6
314.0,2021,14,0,4,10
314.0,2022,14,0,7,7
315.0,2018,4,0,1,3
315.0,2019,14,0,6,8
315.0,2020,8,0,2,6
315.0,2021,8,0,2,6
315.0,2022,12,0,4,8
316.0,2018,7,0,2,5
316.0,2019,4,0,1,3
316.0,2020,6,0,1,5
316.0,2021,6,0,2,4
316.0,2022,2,0,1,1
317.0,2018,20,0,5,15
317.0,2019,29,0,10,19
317.0,2020,21,0,5,16
317.0,2021,24,0,12,12
317.0,2022,18,0,6,12
317.0,2023,1,0,0,1
318.0,2018,10,0,3,7
318.0,2019,17,0,9,8
318.0,2020,11,0,5,6
318.0,2021,15,0,8,7
318.0,2022,10,0,7,3
319.0,2018,11,0,4,7
319.0,2019,15,0,8,7
319.0,2020,13,0,6,7
319.0,2021,13,0,4,9
319.0,2022,12,0,6,6
320.0,2018,8,0,3,5
320.0,2019,14,0,3,11
320.0,2020,8,0,4,4
320.0,2021,13,0,4,9
320.0,2022,12,0,6,6
320.0,2023,1,0,0,1
321.0,2018,8,0,6,2
321.0,2019,11,0,1,10
321.0,2020,6,0,2,4
321.0,2021,4,0,0,4
321.0,2022,6,0,3,3
322.0,2018,39,0,18,21
322.0,2019,51,0,25,26
322.0,2020,23,0,10,13
322.0,2021,45,0,17,28
322.0,2022,36,0,14,22
323.0,2018,11,0,7,4
323.0,2019,10,0,5,5
323.0,2020,6,0,3,3
323.0,2021,18,0,8,10
323.0,2022,6,0,3,3
324.0,2018,23,0,13,10
324.0,2019,23,0,7,16
324.0,2020,21,0,8,13
324.0,2021,17,0,10,7
324.0,2022,13,0,8,5
325.0,2018,11,0,6,5
325.0,2019,14,0,7,7
325.0,2020,10,0,5,5
325.0,2021,10,0,4,6
325.0,2022,8,0,3,5
326.0,2018,18,0,3,15
326.0,2019,12,0,2,10
326.0,2020,6,0,3,3
326.0,2021,9,0,4,5
326.0,2022,5,0,3,2
327.0,2018,37,0,21,16
327.0,2019,33,0,17,16
327.0,2020,18,0,9,9
327.0,2021,20,0,7,13
327.0,2022,23,0,10,13
328.0,2018,10,0,5,5
328.0,2019,13,0,9,4
328.0,2020,5,0,2,3
328.0,2021,16,0,7,9
328.0,2022,32,0,11,21
328.0,2023,1,0,0,1
329.0,2018,2,0,1,1
329.0,2019,3,0,2,1
329.0,2020,1,0,0,1
329.0,2021,2,0,0,2
329.0,2022,1,0,0,1
330.0,2018,8,0,4,4
330.0,2019,10,0,7,3
330.0,2020,7,0,1,6
330.0,2021,6,0,2,4
330.0,2022,5,0,5,0
331.0,2018,1,0,1,0
331.0,2019,3,0,0,3
331.0,2021,2,0,0,2
331.0,2022,5,0,0,5
332.0,2018,2,0,0,2
332.0,2019,3,0,2,1
332.0,2020,6,0,4,2
332.0,2021,6,0,1,5
332.0,2022,2,0,1,1
333.0,2018,7,0,5,2
333.0,2019,4,0,1,3
333.0,2020,9,0,3,6
333.0,2021,4,0,1,3
333.0,2022,4,0,2,2
334.0,2018,8,0,3,5
334.0,2019,9,0,5,4
334.0,2020,1,0,0,1
334.0,2021,5,0,4,1
334.0,2022,10,0,4,6
335.0,2018,15,0,9,6
335.0,2019,20,0,6,14
335.0,2020,5,0,2,3
335.0,2021,8,0,2,6
335.0,2022,5,0,4,1
336.0,2018,6,0,2,4
336.0,2019,7,0,1,6
336.0,2020,8,0,2,6
336.0,2021,12,0,4,8
336.0,2022,12,0,4,8
337.0,2018,8,0,4,4
337.0,2019,9,0,4,5
337.0,2020,3,0,0,3
337.0,2021,10,0,2,8
337.0,2022,5,0,1,4
338.0,2018,5,0,3,2
338.0,2019,4,0,4,0
338.0,2020,4,0,0,4
338.0,2021,3,0,2,1
338.0,2022,4,0,1,3
339.0,2018,9,0,2,7
339.0,2019,16,0,4,12
339.0,2020,6,0,4,2
339.0,2021,7,0,1,6
339.0,2022,6,0,1,5
340.0,2018,14,0,5,9
340.0,2019,21,0,12,9
340.0,2020,13,0,5,8
340.0,2021,24,0,9,15
340.0,2022,13,0,8,5
341.0,2018,12,0,7,5
341.0,2019,19,0,4,15
341.0,2020,10,0,6,4
341.0,2021,5,0,2,3
341.0,2022,8,0,5,3
342.0,2018,19,0,10,9
342.0,2019,20,0,12,8
342.0,2020,10,0,5,5
342.0,2021,10,0,6,4
342.0,2022,9,0,1,8
343.0,2018,6,0,4,2
343.0,2019,7,0,2,5
343.0,2020,6,0,3,3
343.0,2021,8,0,2,6
343.0,2022,5,0,3,2
344.0,2018,23,0,11,12
344.0,2019,16,0,6,10
344.0,2020,13,0,5,8
344.0,2021,9,0,2,7
344.0,2022,40,0,17,23
345.0,2018,15,0,9,6
345.0,2019,29,0,14,15
345.0,2020,8,0,4,4
345.0,2021,7,0,1,6
345.0,2022,7,0,1,6
346.0,2018,12,0,6,6
346.0,2019,5,0,1,4
346.0,2020,2,0,1,1
346.0,2022,4,0,3,1
347.0,2018,2,0,1,1
347.0,2020,3,0,2,1
347.0,2021,1,0,0,1
348.0,2018,8,0,2,6
348.0,2019,4,0,2,2
348.0,2020,2,0,1,1
348.0,2021,4,0,3,1
348.0,2022,5,0,0,5
348.0,2023,1,0,0,1
349.0,2018,6,0,1,5
349.0,2019,5,0,2,3
349.0,2020,7,0,3,4
349.0,2021,4,0,3,1
349.0,2022,6,0,2,4
350.0,2018,2,0,0,2
350.0,2019,1,0,1,0
350.0,2020,2,0,1,1
350.0,2021,2,0,1,1
350.0,2022,4,0,3,1
351.0,2018,10,0,3,7
351.0,2019,17,0,9,8
351.0,2020,6,0,2,4
351.0,2021,9,0,6,3
351.0,2022,9,0,6,3
352.0,2018,10,0,6,4
352.0,2019,8,0,3,5
352.0,2020,7,0,5,2
352.0,2021,11,0,3,8
352.0,2022,8,0,1,7
353.0,2018,18,0,9,9
353.0,2019,15,0,6,9
353.0,2020,4,0,0,4
353.0,2021,7,0,1,6
353.0,2022,8,0,2,6
354.0,2018,52,0,27,25
354.0,2019,48,0,19,29
354.0,2020,15,0,9,6
354.0,2021,17,0,11,6
354.0,2022,30,0,7,23
355.0,2018,32,0,10,22
355.0,2019,34,0,15,19
355.0,2020,18,0,8,10
355.0,2021,14,0,4,10
355.0,2022,22,0,7,15
356.0,2018,14,0,8,6
356.0,2019,22,0,5,17
356.0,2020,10,0,5,5
356.0,2021,12,0,3,9
356.0,2022,11,0,4,7
357.0,2018,3,0,1,2
357.0,2019,5,0,3,2
357.0,2020,4,0,1,3
357.0,2021,8,0,2,6
357.0,2022,7,0,3,4
358.0,2018,1,0,0,1
358.0,2019,1,0,0,1
358.0,2020,1,0,0,1
358.0,2021,3,0,0,3
358.0,2022,3,0,1,2
359.0,2018,6,0,2,4
359.0,2019,7,0,3,4
359.0,2020,1,0,1,0
359.0,2021,14,0,3,11
359.0,2022,8,0,3,5
360.0,2018,9,0,4,5
360.0,2019,22,0,12,10
360.0,2020,9,0,2,7
360.0,2021,14,0,7,7
360.0,2022,13,0,2,11
360.0,2023,1,0,0,1
361.0,2018,22,0,9,13
361.0,2019,23,0,9,14
361.0,2020,12,0,6,6
361.0,2021,17,0,7,10
361.0,2022,16,0,9,7
362.0,2018,10,0,4,6
362.0,2019,16,0,7,9
362.0,2020,5,0,2,3
362.0,2021,12,0,3,9
362.0,2022,10,0,2,8
363.0,2018,39,0,12,27
363.0,2019,49,0,16,33
363.0,2020,37,0,12,25
363.0,2021,38,0,17,21
363.0,2022,31,0,10,21
364.0,2018,11,0,5,6
364.0,2019,28,0,12,16
364.0,2020,13,0,6,7
364.0,2021,8,0,1,7
364.0,2022,14,0,6,8
365.0,2018,1,0,0,1
365.0,2019,5,0,1,4
365.0,2020,4,0,1,3
365.0,2021,3,0,1,2
365.0,2022,1,0,0,1
366.0,2018,1,0,0,1
366.0,2019,3,0,2,1
366.0,2021,2,0,1,1
366.0,2022,3,0,3,0
367.0,2018,4,0,2,2
367.0,2019,9,0,1,8
367.0,2020,5,0,1,4
367.0,2021,1,0,0,1
367.0,2022,6,0,3,3
368.0,2018,3,0,1,2
368.0,2019,9,0,1,8
368.0,2020,3,0,1,2
368.0,2021,4,0,1,3
368.0,2022,3,0,1,2
369.0,2018,14,0,3,11
369.0,2019,4,0,0,4
369.0,2020,3,0,1,2
369.0,2021,4,0,2,2
369.0,2022,4,0,0,4
370.0,2018,13,0,2,11
370.0,2019,16,0,8,8
370.0,2020,2,0,0,2
370.0,2021,9,0,2,7
370.0,2022,7,0,3,4
371.0,2018,16,0,2,14
371.0,2019,18,0,8,10
371.0,2020,11,0,3,8
371.0,2021,15,0,5,10
371.0,2022,4,0,1,3
371.0,2023,1,0,0,1
372.0,2018,1,0,0,1
372.0,2019,4,0,0,4
372.0,2020,3,0,2,1
372.0,2021,5,0,3,2
372.0,2022,4,0,2,2
373.0,2018,8,0,2,6
373.0,2019,5,0,2,3
373.0,2020,6,0,3,3
373.0,2021,9,0,2,7
373.0,2022,8,0,7,1
374.0,2018,6,0,2,4
374.0,2019,5,0,1,4
374.0,2020,6,0,1,5
374.0,2021,7,0,2,5
374.0,2022,3,0,2,1
375.0,2018,7,0,3,4
375.0,2019,4,0,2,2
375.0,2020,3,0,0,3
375.0,2021,3,0,1,2
375.0,2022,4,0,2,2
376.0,2018,2,0,0,2
376.0,2019,1,0,0,1
376.0,2020,5,0,2,3
376.0,2021,1,0,0,1
376.0,2022,2,0,1,1
377.0,2018,1,0,1,0
377.0,2019,1,0,0,1
377.0,2020,3,0,3,0
377.0,2021,3,0,2,1
377.0,2022,7,0,1,6
378.0,2018,5,0,1,4
378.0,2019,3,0,2,1
378.0,2020,4,0,2,2
378.0,2021,7,0,1,6
378.0,2022,3,0,0,3
379.0,2018,1,0,0,1
379.0,2019,6,0,2,4
379.0,2020,1,0,0,1
379.0,2021,4,0,2,2
379.0,2022,3,0,2,1
380.0,2018,2,0,0,2
380.0,2019,4,0,2,2
380.0,2020,5,0,0,5
380.0,2021,3,0,1,2
380.0,2022,5,0,1,4
381.0,2018,14,0,5,9
381.0,2019,17,0,8,9
381.0,2020,10,0,4,6
381.0,2021,10,0,5,5
381.0,2022,5,0,2,3
382.0,2018,13,0,5,8
382.0,2019,13,0,6,7
382.0,2020,7,0,2,5
382.0,2021,20,0,5,15
382.0,2022,15,0,4,11
383.0,2018,5,0,3,2
383.0,2019,3,0,1,2
383.0,2020,3,0,1,2
383.0,2021,3,0,1,2
383.0,2022,1,0,1,0
384.0,2018,30,0,18,12
384.0,2019,36,0,20,16
384.0,2020,24,0,7,17
384.0,2021,20,0,10,10
384.0,2022,14,0,6,8
384.0,2023,1,0,0,1
385.0,2018,19,0,8,11
385.0,2019,17,0,7,10
385.0,2020,9,0,4,5
385.0,2021,5,0,2,3
385.0,2022,1,0,1,0
386.0,2018,26,0,12,14
386.0,2019,28,0,11,17
386.0,2020,19,0,13,6
386.0,2021,12,0,2,10
386.0,2022,17,0,3,14
387.0,2018,3,0,1,2
387.0,2019,1,0,1,0
387.0,2020,1,0,0,1
387.0,2021,1,0,0,1
387.0,2022,1,0,0,1
388.0,2018,2,0,0,2
388.0,2019,3,0,1,2
388.0,2020,7,0,4,3
388.0,2021,4,0,0,4
388.0,2022,2,0,1,1
389.0,2018,35,0,13,22
389.0,2019,57,0,24,33
389.0,2020,34,0,16,18
389.0,2021,28,0,14,14
389.0,2022,24,0,8,16
390.0,2018,15,0,5,10
390.0,2019,14,0,6,8
390.0,2020,10,0,2,8
390.0,2021,17,0,6,11
390.0,2022,19,0,5,14
391.0,2018,5,0,2,3
391.0,2019,4,0,3,1
391.0,2020,8,0,3,5
391.0,2021,9,0,3,6
391.0,2022,9,0,0,9
392.0,2018,5,0,2,3
392.0,2019,3,0,2,1
392.0,2020,3,0,1,2
392.0,2021,2,0,0,2
392.0,2022,1,0,0,1
393.0,2018,5,0,3,2
393.0,2019,7,0,3,4
393.0,2020,5,0,0,5
393.0,2021,5,0,3,2
394.0,2018,9,0,4,5
394.0,2019,11,0,6,5
394.0,2020,9,0,4,5
394.0,2021,9,0,4,5
394.0,2022,5,0,4,1
395.0,2018,6,0,4,2
395.0,2019,12,0,7,5
395.0,2020,5,0,2,3
395.0,2021,10,0,3,7
395.0,2022,5,0,4,1
396.0,2018,2,0,1,1
396.0,2019,9,0,2,7
396.0,2020,9,0,3,6
396.0,2021,11,0,2,9
396.0,2022,10,0,5,5
397.0,2018,7,0,2,5
397.0,2019,4,0,1,3
397.0,2020,3,0,0,3
397.0,2021,3,0,1,2
397.0,2022,5,0,0,5
398.0,2018,1,0,1,0
398.0,2019,1,0,0,1
398.0,2020,4,0,2,2
398.0,2021,1,0,1,0
398.0,2022,4,0,1,3
399.0,2018,6,0,3,3
399.0,2019,5,0,3,2
399.0,2020,10,0,3,7
399.0,2021,5,0,2,3
399.0,2022,5,0,2,3
400.0,2018,7,0,2,5
400.0,2019,4,0,1,3
400.0,2020,3,0,1,2
400.0,2021,6,0,2,4
400.0,2022,8,0,2,6
401.0,2018,4,0,2,2
401.0,2019,5,0,1,4
401.0,2020,7,0,2,5
401.0,2021,5,0,1,4
401.0,2022,4,0,2,2
402.0,2018,2,0,1,1
402.0,2019,5,0,4,1
402.0,2020,2,0,1,1
402.0,2021,4,0,2,2
402.0,2022,6,0,0,6
403.0,2018,4,0,1,3
403.0,2019,3,0,1,2
403.0,2020,3,0,1,2
403.0,2021,5,0,2,3
403.0,2022,3,0,2,1
405.0,2018,5,0,0,5
405.0,2019,7,0,2,5
405.0,2020,9,0,3,6
405.0,2021,7,0,2,5
405.0,2022,5,0,0,5
406.0,2018,1,0,1,0
406.0,2019,4,0,1,3
406.0,2021,2,0,1,1
406.0,2022,1,0,1,0
407.0,2019,3,0,1,2
407.0,2020,3,0,2,1
407.0,2021,8,0,4,4
407.0,2022,2,0,0,2
408.0,2018,8,0,5,3
408.0,2019,9,0,3,6
408.0,2020,8,0,2,6
408.0,2021,11,0,5,6
408.0,2022,7,0,2,5
409.0,2018,5,0,1,4
409.0,2019,7,0,1,6
409.0,2020,4,0,2,2
409.0,2021,2,0,0,2
409.0,2022,2,0,1,1
410.0,2018,21,0,2,19
410.0,2019,32,0,8,24
410.0,2020,25,0,8,17
410.0,2021,10,0,5,5
410.0,2022,5,0,3,2
411.0,2018,35,0,11,24
411.0,2019,35,0,8,27
411.0,2020,22,0,10,12
411.0,2021,26,0,14,12
411.0,2022,21,0,9,12
411.0,2023,1,0,1,0
412.0,2018,7,0,3,4
412.0,2019,5,0,1,4
412.0,2020,2,0,1,1
412.0,2021,6,0,2,4
412.0,2022,3,0,1,2
413.0,2018,13,0,4,9
413.0,2019,15,0,4,11
413.0,2020,19,1,8,10
413.0,2021,9,0,1,8
413.0,2022,13,0,4,9
414.0,2018,9,0,1,8
414.0,2019,7,0,0,7
414.0,2020,11,0,2,9
414.0,2021,9,0,4,5
414.0,2022,4,0,1,3
415.0,2018,12,0,6,6
415.0,2019,11,0,6,5
415.0,2020,18,0,9,9
415.0,2021,28,0,8,20
415.0,2022,13,0,4,9
416.0,2018,14,0,7,7
416.0,2019,9,0,1,8
416.0,2020,12,0,5,7
416.0,2021,11,0,4,7
416.0,2022,4,0,0,4
417.0,2018,11,0,5,6
417.0,2019,18,0,10,8
417.0,2020,11,0,5,6
417.0,2021,8,0,2,6
417.0,2022,7,0,2,5
418.0,2018,1,0,1,0
418.0,2019,3,0,0,3
418.0,2020,2,0,1,1
418.0,2021,3,0,2,1
418.0,2022,3,0,1,2
419.0,2018,17,0,4,13
419.0,2019,18,0,13,5
419.0,2020,12,0,2,10
419.0,2021,9,0,3,6
419.0,2022,12,0,3,9
420.0,2018,5,0,2,3
420.0,2019,12,0,3,9
420.0,2020,5,0,4,1
420.0,2021,7,0,4,3
420.0,2022,19,0,5,14
421.0,2018,20,0,6,14
421.0,2019,12,0,7,5
421.0,2020,13,0,3,10
421.0,2021,17,0,3,14
421.0,2022,12,0,4,8
422.0,2018,15,0,6,9
422.0,2019,6,0,5,1
422.0,2020,11,0,2,9
422.0,2021,12,0,4,8
422.0,2022,11,0,5,6
423.0,2018,22,0,7,15
423.0,2019,14,0,4,10
423.0,2020,13,0,2,11
423.0,2021,19,0,5,14
423.0,2022,14,0,5,9
424.0,2018,5,0,2,3
424.0,2019,3,0,1,2
424.0,2020,1,0,0,1
424.0,2021,12,0,5,7
424.0,2022,1,0,0,1
425.0,2018,6,0,4,2
425.0,2019,3,0,1,2
425.0,2020,6,0,2,4
425.0,2021,8,0,3,5
425.0,2022,10,0,5,5
426.0,2018,2,0,1,1
426.0,2019,3,0,1,2
426.0,2020,3,0,0,3
426.0,2021,2,0,1,1
426.0,2022,1,0,1,0
427.0,2018,3,0,1,2
427.0,2019,7,0,6,1
427.0,2020,8,0,3,5
427.0,2021,11,0,4,7
427.0,2022,8,0,3,5
428.0,2018,4,0,1,3
428.0,2019,4,0,2,2
428.0,2020,3,0,0,3
428.0,2021,5,0,1,4
428.0,2022,3,0,1,2
429.0,2018,4,0,0,4
429.0,2019,3,0,2,1
429.0,2020,1,0,0,1
429.0,2021,6,0,2,4
429.0,2022,3,0,1,2
429.0,2023,1,0,0,1
430.0,2018,1,0,0,1
430.0,2019,2,0,1,1
430.0,2020,4,0,2,2
430.0,2021,3,0,1,2
430.0,2022,1,0,1,0
431.0,2018,6,0,2,4
431.0,2019,5,0,1,4
431.0,2020,7,0,2,5
431.0,2021,6,0,3,3
431.0,2022,9,0,5,4
432.0,2018,13,0,8,5
432.0,2019,16,0,6,10
432.0,2020,9,0,4,5
432.0,2021,4,0,2,2
432.0,2022,7,0,6,1
433.0,2018,63,0,29,34
433.0,2019,66,0,15,51
433.0,2020,32,0,7,25
433.0,2021,48,0,14,34
433.0,2022,22,0,6,16
433.0,2023,1,0,0,1
434.0,2018,15,0,6,9
434.0,2019,6,0,3,3
434.0,2020,13,0,2,11
434.0,2021,16,0,4,12
434.0,2022,14,0,6,8
435.0,2018,12,0,4,8
435.0,2019,14,0,6,8
435.0,2020,4,0,1,3
435.0,2021,10,0,4,6
435.0,2022,9,0,3,6
436.0,2018,2,0,2,0
436.0,2019,4,0,1,3
436.0,2020,8,0,3,5
436.0,2021,8,0,3,5
436.0,2022,8,0,2,6
437.0,2018,3,0,1,2
437.0,2019,1,0,1,0
437.0,2020,1,0,1,0
437.0,2021,2,0,1,1
437.0,2022,1,0,0,1
438.0,2018,2,0,0,2
438.0,2019,2,0,0,2
438.0,2020,1,0,0,1
438.0,2021,2,0,1,1
438.0,2022,4,0,1,3
439.0,2018,1,0,1,0
439.0,2019,5,0,1,4
439.0,2020,2,0,0,2
439.0,2021,4,0,1,3
439.0,2022,3,0,2,1
440.0,2018,6,0,1,5
440.0,2019,8,0,5,3
440.0,2020,5,0,1,4
440.0,2021,5,0,1,4
440.0,2022,10,0,6,4
441.0,2018,8,0,2,6
441.0,2019,11,0,4,7
441.0,2020,8,0,3,5
441.0,2021,6,0,3,3
441.0,2022,7,0,3,4
442.0,2018,7,0,3,4
442.0,2019,22,0,5,17
442.0,2020,17,0,6,11
442.0,2021,15,0,4,11
442.0,2022,22,0,10,12
443.0,2018,30,0,10,20
443.0,2019,30,0,12,18
443.0,2020,20,0,5,15
443.0,2021,16,0,3,13
443.0,2022,18,0,5,13
444.0,2018,7,0,3,4
444.0,2019,17,0,3,14
444.0,2020,5,0,1,4
444.0,2021,12,0,4,8
444.0,2022,19,0,6,13
445.0,2019,4,0,1,3
445.0,2020,2,0,1,1
445.0,2021,1,0,0,1
445.0,2022,2,0,1,1
446.0,2018,7,0,2,5
446.0,2019,11,0,4,7
446.0,2020,9,0,4,5
446.0,2021,12,0,4,8
446.0,2022,6,0,4,2
447.0,2018,12,0,3,9
447.0,2019,11,0,7,4
447.0,2020,11,0,5,6
447.0,2021,13,0,4,9
447.0,2022,9,0,4,5
448.0,2019,2,0,1,1
448.0,2020,3,0,1,2
448.0,2021,2,0,1,1
448.0,2022,2,0,0,2
449.0,2018,3,0,2,1
449.0,2019,7,0,1,6
449.0,2020,3,0,3,0
449.0,2021,8,0,1,7
449.0,2022,8,0,5,3
450.0,2018,3,0,0,3
450.0,2019,5,0,3,2
450.0,2020,2,0,0,2
450.0,2021,9,0,3,6
450.0,2022,5,0,1,4
451.0,2018,1,0,1,0
451.0,2019,2,0,2,0
451.0,2020,1,0,1,0
451.0,2021,2,0,0,2
451.0,2022,2,0,0,2
452.0,2018,14,0,4,10
452.0,2019,15,0,6,9
452.0,2020,16,0,6,10
452.0,2021,11,0,3,8
452.0,2022,18,0,6,12
453.0,2018,31,0,17,14
453.0,2019,35,0,17,18
453.0,2020,17,0,6,11
453.0,2021,20,0,9,11
453.0,2022,16,0,7,9
454.0,2018,74,0,24,50
454.0,2019,72,0,37,35
454.0,2020,44,0,11,33
454.0,2021,35,0,11,24
454.0,2022,52,0,23,29
455.0,2018,26,0,13,13
455.0,2019,21,0,9,12
455.0,2020,15,0,6,9
455.0,2021,14,0,8,6
455.0,2022,20,0,11,9
456.0,2018,48,0,22,26
456.0,2019,51,0,23,28
456.0,2020,15,0,9,6
456.0,2021,16,0,7,9
456.0,2022,20,0,9,11
457.0,2018,17,0,9,8
457.0,2019,30,0,11,19
457.0,2020,15,0,7,8
457.0,2021,12,0,8,4
457.0,2022,10,0,4,6
458.0,2018,30,0,18,12
458.0,2019,30,0,11,19
458.0,2020,7,0,6,1
458.0,2021,11,0,7,4
458.0,2022,18,0,7,11
459.0,2018,30,0,13,17
459.0,2019,32,0,11,21
459.0,2020,10,0,5,5
459.0,2021,18,0,6,12
459.0,2022,19,0,6,13
460.0,2018,5,0,3,2
460.0,2019,1,0,0,1
460.0,2020,2,0,1,1
460.0,2021,6,0,2,4
460.0,2022,3,0,2,1
461.0,2018,5,0,3,2
461.0,2019,4,0,2,2
461.0,2020,7,0,2,5
461.0,2021,2,0,1,1
461.0,2022,3,0,0,3
462.0,2018,14,0,6,8
462.0,2019,12,0,7,5
462.0,2020,16,0,4,12
462.0,2021,18,0,6,12
462.0,2022,6,0,2,4
463.0,2018,2,0,1,1
463.0,2019,3,0,2,1
463.0,2020,1,0,0,1
463.0,2021,7,0,0,7
463.0,2022,2,0,1,1
464.0,2018,2,0,1,1
464.0,2019,3,0,2,1
464.0,2020,5,0,1,4
464.0,2021,3,0,1,2
464.0,2022,2,0,0,2
465.0,2018,1,0,0,1
465.0,2019,1,0,1,0
465.0,2020,2,0,0,2
465.0,2021,2,0,1,1
465.0,2022,1,0,0,1
466.0,2018,3,0,2,1
466.0,2019,3,0,1,2
466.0,2021,5,0,1,4
466.0,2022,6,0,2,4
467.0,2018,1,0,0,1
467.0,2019,2,0,0,2
467.0,2021,1,0,1,0
468.0,2018,4,0,2,2
468.0,2019,1,0,0,1
468.0,2020,2,0,1,1
468.0,2022,3,0,1,2
469.0,2018,3,0,1,2
469.0,2021,1,0,0,1
469.0,2022,5,0,3,2
470.0,2018,2,0,1,1
470.0,2020,2,0,2,0
470.0,2021,1,0,1,0
471.0,2022,1,0,0,1
472.0,2018,5,0,2,3
472.0,2019,3,0,2,1
472.0,2020,1,0,0,1
472.0,2021,3,0,0,3
472.0,2022,4,0,2,2
473.0,2018,3,0,1,2
473.0,2019,2,0,0,2
473.0,2021,1,0,0,1
473.0,2022,1,0,0,1
474.0,2018,2,0,1,1
474.0,2019,1,0,0,1
474.0,2020,3,0,0,3
474.0,2021,1,0,1,0
474.0,2022,3,0,2,1
475.0,2018,10,0,5,5
475.0,2019,8,0,5,3
475.0,2020,3,0,1,2
475.0,2021,6,0,1,5
475.0,2022,4,0,1,3
476.0,2018,13,0,10,3
476.0,2019,11,0,3,8
476.0,2020,4,0,1,3
476.0,2021,3,0,1,2
476.0,2022,4,0,3,1
477.0,2018,8,0,4,4
477.0,2019,10,0,5,5
477.0,2020,4,0,0,4
477.0,2021,5,0,1,4
477.0,2022,10,0,3,7
478.0,2020,2,0,0,2
478.0,2021,1,0,1,0
479.0,2018,4,0,2,2
479.0,2019,1,0,1,0
479.0,2022,5,0,3,2
480.0,2020,1,0,1,0
480.0,2022,1,0,0,1
481.0,2018,2,0,0,2
481.0,2021,1,0,0,1
481.0,2022,6,0,0,6
482.0,2020,2,0,2,0
482.0,2021,3,0,1,2
483.0,2021,1,0,1,0
484.0,2022,1,0,1,0
485.0,2018,4,0,0,4
485.0,2019,3,0,0,3
485.0,2020,1,0,1,0
485.0,2021,1,0,0,1
485.0,2022,1,0,1,0
486.0,2018,1,0,0,1
486.0,2020,1,0,0,1
486.0,2021,1,0,0,1
486.0,2022,1,0,0,1
487.0,2020,1,0,0,1
487.0,2022,3,0,1,2
488.0,2021,1,0,1,0
488.0,2022,2,0,0,2
489.0,2018,1,0,0,1
489.0,2020,1,0,0,1
489.0,2021,1,0,1,0
490.0,2019,2,0,0,2
490.0,2021,1,0,1,0
490.0,2022,1,0,1,0
492.0,2018,1,0,0,1
492.0,2019,4,0,2,2
492.0,2021,3,0,1,2
494.0,2018,1,0,1,0
494.0,2019,1,0,0,1
494.0,2020,3,0,1,2
494.0,2021,1,0,1,0
494.0,2022,2,0,0,2
495.0,2019,3,0,1,2
495.0,2020,1,0,0,1
496.0,2018,1,0,1,0
496.0,2019,1,0,1,0
496.0,2020,3,0,2,1
496.0,2021,4,0,3,1
496.0,2022,2,0,0,2
497.0,2018,1,0,0,1
497.0,2019,1,0,1,0
497.0,2020,2,0,0,2
497.0,2021,6,0,5,1
497.0,2022,1,0,0,1
498.0,2021,2,0,1,1
499.0,2018,11,0,7,4
499.0,2019,4,0,3,1
499.0,2020,6,0,2,4
499.0,2021,11,0,3,8
499.0,2022,22,0,4,18
500.0,2018,22,0,9,13
500.0,2019,16,0,7,9
500.0,2020,14,0,7,7
500.0,2021,19,0,12,7
500.0,2022,7,0,5,2
501.0,2018,21,0,12,9
501.0,2019,41,0,17,24
501.0,2020,25,0,10,15
501.0,2021,48,0,20,28
501.0,2022,35,0,15,20
501.0,2023,1,0,1,0
502.0,2018,8,0,1,7
502.0,2019,13,0,3,10
502.0,2020,9,0,5,4
