ZAT,AÑO,theft_to_people,genero_-,genero_FEMENINO,genero_MASCULINO
714.0,2022,2,0,0,2
715.0,2018,1,0,0,1
715.0,2019,2,0,1,1
715.0,2020,3,0,1,2
715.0,2021,1,0,1,0
715.0,2022,6,0,4,2
716.0,2018,1,0,1,0
716.0,2019,1,0,0,1
716.0,2020,7,0,2,5
716.0,2021,8,0,5,3
716.0,2022,9,0,5,4
717.0,2018,4,0,2,2
717.0,2019,7,0,4,3
717.0,2020,4,0,1,3
717.0,2021,7,0,1,6
717.0,2022,7,0,1,6
718.0,2018,3,0,1,2
718.0,2019,2,0,0,2
718.0,2020,1,0,1,0
718.0,2021,3,0,2,1
718.0,2022,2,0,1,1
719.0,2021,1,0,0,1
719.0,2022,1,0,0,1
720.0,2018,2,0,1,1
720.0,2019,2,0,1,1
720.0,2020,1,0,0,1
720.0,2021,3,0,1,2
720.0,2022,2,0,0,2
721.0,2019,1,0,1,0
721.0,2020,1,0,1,0
721.0,2021,3,0,0,3
721.0,2022,2,0,0,2
722.0,2020,1,0,0,1
723.0,2020,3,0,1,2
723.0,2021,2,0,1,1
723.0,2022,2,0,0,2
724.0,2018,1,0,1,0
724.0,2019,1,0,0,1
724.0,2020,2,0,1,1
724.0,2021,2,0,1,1
724.0,2022,1,0,1,0
725.0,2018,4,0,2,2
725.0,2019,2,0,0,2
725.0,2020,1,0,0,1
725.0,2021,4,0,3,1
727.0,2018,2,0,1,1
727.0,2019,3,0,0,3
727.0,2021,2,0,0,2
727.0,2022,2,0,1,1
728.0,2018,1,0,0,1
728.0,2019,5,0,2,3
728.0,2020,1,0,0,1
728.0,2021,5,0,3,2
728.0,2022,3,0,0,3
730.0,2019,2,0,0,2
730.0,2020,1,0,1,0
730.0,2021,1,0,0,1
731.0,2018,8,0,1,7
731.0,2019,23,0,8,15
731.0,2020,5,0,3,2
731.0,2021,10,0,3,7
731.0,2022,8,0,2,6
732.0,2018,4,0,1,3
732.0,2019,9,0,4,5
732.0,2020,7,0,2,5
732.0,2021,5,0,1,4
732.0,2022,4,0,3,1
733.0,2018,3,0,2,1
733.0,2019,3,0,0,3
733.0,2020,4,0,3,1
733.0,2021,5,0,1,4
733.0,2022,4,0,2,2
734.0,2019,1,0,1,0
734.0,2020,2,0,0,2
734.0,2021,1,0,0,1
735.0,2018,6,0,1,5
735.0,2019,12,0,6,6
735.0,2020,8,0,2,6
735.0,2021,7,0,5,2
735.0,2022,7,0,1,6
736.0,2018,5,0,0,5
736.0,2019,7,0,2,5
736.0,2020,5,0,3,2
736.0,2021,13,0,4,9
736.0,2022,9,0,4,5
737.0,2018,1,0,0,1
737.0,2020,2,0,0,2
737.0,2021,1,0,0,1
737.0,2022,2,0,1,1
739.0,2021,1,0,0,1
740.0,2018,2,0,1,1
740.0,2019,4,0,1,3
740.0,2020,4,0,0,4
740.0,2021,7,0,4,3
740.0,2022,1,0,0,1
741.0,2018,3,0,3,0
741.0,2020,1,0,1,0
742.0,2018,1,0,0,1
742.0,2020,5,0,4,1
742.0,2021,4,0,1,3
742.0,2022,1,0,0,1
743.0,2018,4,0,0,4
743.0,2019,3,0,0,3
743.0,2020,8,0,4,4
743.0,2021,10,0,6,4
743.0,2022,5,0,1,4
744.0,2018,4,0,4,0
744.0,2019,5,0,4,1
744.0,2020,3,0,0,3
744.0,2021,2,0,0,2
744.0,2022,5,0,3,2
745.0,2018,1,0,0,1
745.0,2019,6,0,2,4
745.0,2020,3,0,3,0
745.0,2021,8,0,2,6
745.0,2022,4,0,1,3
747.0,2021,2,0,0,2
747.0,2022,2,0,0,2
749.0,2018,6,0,2,4
749.0,2019,4,0,0,4
749.0,2021,4,0,0,4
750.0,2021,1,0,0,1
751.0,2018,7,0,3,4
751.0,2019,16,0,10,6
751.0,2020,7,0,1,6
751.0,2021,13,0,5,8
751.0,2022,11,0,4,7
752.0,2018,1,0,0,1
752.0,2019,2,0,2,0
752.0,2020,9,0,4,5
752.0,2021,8,0,4,4
752.0,2022,3,0,0,3
753.0,2018,4,0,1,3
753.0,2019,3,0,0,3
753.0,2020,2,0,1,1
753.0,2021,4,0,1,3
753.0,2022,5,0,4,1
754.0,2018,3,0,0,3
754.0,2019,4,0,2,2
754.0,2020,2,0,1,1
754.0,2021,6,0,0,6
754.0,2022,10,0,5,5
755.0,2019,4,0,2,2
755.0,2020,3,0,1,2
755.0,2021,4,0,1,3
755.0,2022,2,0,2,0
756.0,2018,2,0,1,1
756.0,2019,3,0,2,1
756.0,2020,2,0,0,2
756.0,2021,1,0,0,1
756.0,2022,6,0,3,3
757.0,2018,1,0,1,0
757.0,2019,1,0,0,1
757.0,2020,3,0,2,1
759.0,2019,1,0,0,1
759.0,2021,1,0,0,1
759.0,2022,2,0,0,2
760.0,2018,3,0,3,0
760.0,2019,1,0,1,0
760.0,2020,1,0,0,1
760.0,2022,2,0,1,1
761.0,2018,4,0,1,3
761.0,2019,5,0,2,3
761.0,2020,7,0,2,5
761.0,2021,2,0,1,1
761.0,2022,6,0,2,4
795.0,2018,14,0,2,12
795.0,2019,7,0,4,3
795.0,2020,3,0,0,3
795.0,2021,4,0,1,3
795.0,2022,7,0,5,2
796.0,2018,2,0,1,1
796.0,2020,1,0,1,0
835.0,2018,3,0,0,3
835.0,2019,5,0,2,3
835.0,2020,6,0,1,5
835.0,2021,9,0,4,5
835.0,2022,6,0,3,3
836.0,2018,12,0,7,5
836.0,2019,20,0,12,8
836.0,2020,15,0,6,9
836.0,2021,16,0,10,6
836.0,2022,6,0,2,4
837.0,2018,3,0,1,2
837.0,2020,2,0,2,0
838.0,2018,9,0,4,5
838.0,2019,27,0,21,6
838.0,2020,7,0,3,4
838.0,2021,13,0,7,6
838.0,2022,17,0,9,8
839.0,2018,3,0,2,1
839.0,2019,1,0,0,1
839.0,2021,5,0,4,1
839.0,2022,4,0,0,4
840.0,2018,5,0,2,3
840.0,2020,3,0,2,1
841.0,2018,9,0,2,7
841.0,2019,8,0,5,3
841.0,2020,10,0,4,6
841.0,2021,9,0,2,7
841.0,2022,7,0,4,3
842.0,2018,12,0,7,5
842.0,2019,16,0,8,8
842.0,2020,17,0,8,9
842.0,2021,16,0,9,7
842.0,2022,14,0,9,5
843.0,2018,3,0,2,1
843.0,2020,4,0,0,4
843.0,2021,5,0,2,3
843.0,2022,2,0,0,2
844.0,2018,3,0,0,3
844.0,2019,1,0,0,1
844.0,2022,1,0,0,1
845.0,2018,1,0,0,1
846.0,2018,16,0,5,11
846.0,2019,15,0,3,12
846.0,2020,8,0,1,7
846.0,2021,4,0,2,2
846.0,2022,10,0,2,8
847.0,2018,12,0,5,7
847.0,2019,13,0,9,4
847.0,2020,9,0,7,2
847.0,2021,11,0,5,6
847.0,2022,8,0,4,4
847.0,2023,1,0,1,0
848.0,2018,20,0,9,11
848.0,2019,21,0,8,13
848.0,2020,13,0,3,10
848.0,2021,9,0,3,6
848.0,2022,7,0,2,5
849.0,2018,29,0,13,16
849.0,2019,36,0,13,23
849.0,2020,11,0,6,5
849.0,2021,15,0,7,8
849.0,2022,18,0,9,9
850.0,2018,9,0,3,6
850.0,2019,7,0,5,2
850.0,2020,5,0,3,2
850.0,2021,8,0,5,3
850.0,2022,8,0,4,4
851.0,2018,3,0,1,2
851.0,2019,12,0,7,5
851.0,2020,9,0,2,7
851.0,2021,13,0,4,9
851.0,2022,7,0,1,6
852.0,2018,20,0,10,10
852.0,2019,19,0,9,10
852.0,2020,14,0,3,11
852.0,2021,16,0,7,9
852.0,2022,10,0,4,6
853.0,2018,7,0,4,3
853.0,2019,11,0,3,8
853.0,2020,1,0,0,1
853.0,2021,4,0,2,2
853.0,2022,8,0,2,6
854.0,2019,1,0,1,0
854.0,2020,2,0,1,1
854.0,2021,1,0,0,1
855.0,2018,2,0,0,2
855.0,2019,1,0,1,0
855.0,2020,2,0,0,2
855.0,2021,1,0,0,1
939.0,2018,5,0,1,4
939.0,2019,5,0,3,2
939.0,2020,5,0,3,2
939.0,2021,3,0,1,2
939.0,2022,5,0,3,2
940.0,2018,2,0,2,0
940.0,2019,1,0,1,0
940.0,2020,1,0,0,1
941.0,2019,2,0,2,0
941.0,2020,2,0,0,2
941.0,2022,1,0,0,1
942.0,2018,5,0,2,3
942.0,2019,6,0,3,3
942.0,2020,1,0,0,1
942.0,2021,4,0,2,2
942.0,2022,1,0,1,0
943.0,2018,4,0,1,3
943.0,2019,8,0,3,5
943.0,2020,2,0,2,0
943.0,2021,3,0,0,3
943.0,2022,2,0,2,0
944.0,2018,11,0,4,7
944.0,2019,8,0,3,5
944.0,2020,9,0,3,6
944.0,2021,10,0,5,5
944.0,2022,5,0,4,1
945.0,2018,2,0,1,1
945.0,2019,3,0,0,3
945.0,2020,3,0,1,2
945.0,2021,11,0,3,8
945.0,2022,3,0,1,2
946.0,2018,8,0,4,4
946.0,2019,14,0,8,6
946.0,2020,10,0,6,4
946.0,2021,5,0,2,3
946.0,2022,4,0,2,2
947.0,2018,9,0,1,8
947.0,2019,7,0,1,6
947.0,2020,13,0,3,10
947.0,2021,12,0,3,9
947.0,2022,7,0,3,4
948.0,2018,7,0,2,5
948.0,2019,7,0,1,6
948.0,2020,13,0,7,6
948.0,2021,5,0,4,1
948.0,2022,7,0,3,4
949.0,2019,1,0,0,1
949.0,2022,2,0,1,1
950.0,2018,11,0,2,9
950.0,2019,8,0,3,5
950.0,2020,8,0,2,6
950.0,2021,3,0,2,1
950.0,2022,10,0,4,6
951.0,2018,22,0,9,13
951.0,2019,30,0,17,13
951.0,2020,12,0,4,8
951.0,2021,10,0,5,5
951.0,2022,7,0,3,4
952.0,2018,12,0,5,7
952.0,2019,2,0,2,0
952.0,2020,3,0,1,2
952.0,2021,4,0,0,4
952.0,2022,3,0,2,1
953.0,2018,6,0,2,4
953.0,2019,2,0,1,1
953.0,2020,1,0,0,1
953.0,2021,4,0,1,3
953.0,2022,1,0,1,0
954.0,2018,3,0,2,1
954.0,2019,3,0,1,2
954.0,2020,1,0,0,1
954.0,2021,2,0,2,0
954.0,2022,5,0,0,5
955.0,2018,11,0,7,4
955.0,2019,13,0,8,5
955.0,2020,14,0,3,11
955.0,2021,15,0,8,7
955.0,2022,12,0,7,5
955.0,2023,1,0,0,1
956.0,2019,1,0,1,0
956.0,2020,1,0,0,1
956.0,2021,1,0,0,1
957.0,2019,1,0,0,1
957.0,2021,1,0,0,1
959.0,2018,6,0,3,3
959.0,2019,4,0,1,3
959.0,2021,1,0,0,1
960.0,2022,1,0,1,0
961.0,2018,4,0,1,3
961.0,2019,2,0,1,1
961.0,2020,4,0,0,4
961.0,2021,5,0,2,3
961.0,2022,9,0,3,6
962.0,2018,2,0,1,1
962.0,2019,6,0,3,3
962.0,2020,4,0,2,2
962.0,2021,6,0,4,2
962.0,2022,5,0,2,3
963.0,2018,3,0,3,0
963.0,2019,5,0,3,2
963.0,2020,4,0,0,4
963.0,2021,6,0,2,4
963.0,2022,4,0,2,2
964.0,2018,6,0,1,5
964.0,2019,1,0,0,1
964.0,2020,4,0,2,2
964.0,2021,6,0,3,3
964.0,2022,7,0,3,4
965.0,2018,1,0,1,0
965.0,2020,2,0,0,2
965.0,2021,5,0,3,2
965.0,2022,2,0,1,1
966.0,2018,15,0,6,9
966.0,2019,14,0,7,7
966.0,2020,10,0,0,10
966.0,2021,15,0,1,14
966.0,2022,7,0,4,3
968.0,2018,1,0,1,0
968.0,2019,1,0,1,0
968.0,2020,2,0,1,1
968.0,2021,2,0,1,1
969.0,2018,1,0,1,0
969.0,2019,2,0,0,2
969.0,2020,1,0,0,1
969.0,2022,1,0,1,0
970.0,2018,4,0,2,2
970.0,2019,5,0,2,3
970.0,2020,1,0,1,0
970.0,2021,3,0,1,2
970.0,2022,4,0,2,2
971.0,2018,3,0,1,2
971.0,2019,2,0,0,2
971.0,2020,4,0,1,3
971.0,2021,2,0,1,1
972.0,2019,1,0,0,1
972.0,2020,6,0,1,5
972.0,2021,3,0,0,3
972.0,2022,1,0,1,0
973.0,2018,9,0,3,6
973.0,2019,9,0,4,5
973.0,2020,9,0,5,4
973.0,2021,14,0,6,8
973.0,2022,9,0,4,5
974.0,2018,3,0,3,0
974.0,2021,2,0,1,1
974.0,2022,1,0,0,1
975.0,2018,2,0,1,1
975.0,2019,2,0,1,1
975.0,2020,2,0,0,2
975.0,2021,3,0,0,3
975.0,2022,1,0,0,1
976.0,2018,1,0,1,0
976.0,2020,1,0,1,0
976.0,2021,3,0,2,1
976.0,2022,2,0,0,2
977.0,2018,4,0,3,1
977.0,2019,4,0,2,2
977.0,2020,3,0,1,2
977.0,2021,7,0,5,2
977.0,2022,3,0,1,2
978.0,2018,3,0,0,3
978.0,2020,2,0,2,0
978.0,2021,5,0,3,2
978.0,2022,3,0,1,2
979.0,2018,4,0,2,2
979.0,2019,3,0,0,3
979.0,2020,2,0,1,1
979.0,2021,5,0,2,3
979.0,2022,2,0,1,1
980.0,2018,1,0,1,0
980.0,2019,1,0,0,1
980.0,2020,3,0,2,1
980.0,2021,2,0,1,1
980.0,2022,2,0,1,1
981.0,2018,3,0,0,3
981.0,2019,6,0,1,5
981.0,2020,6,0,3,3
981.0,2021,3,0,2,1
981.0,2022,4,0,0,4
982.0,2018,5,0,1,4
982.0,2019,6,0,3,3
982.0,2020,6,0,2,4
982.0,2021,3,0,3,0
982.0,2022,7,0,4,3
983.0,2018,2,0,2,0
983.0,2019,1,0,1,0
983.0,2020,5,0,1,4
983.0,2021,7,0,3,4
983.0,2022,1,0,1,0
984.0,2019,1,0,0,1
984.0,2021,1,0,0,1
984.0,2022,3,0,3,0
985.0,2018,7,0,5,2
985.0,2019,16,0,9,7
985.0,2020,9,0,7,2
985.0,2021,5,0,3,2
985.0,2022,8,0,6,2
986.0,2018,2,0,2,0
986.0,2019,2,0,1,1
986.0,2021,3,0,0,3
987.0,2018,9,0,4,5
987.0,2019,7,0,5,2
987.0,2020,5,0,3,2
987.0,2021,3,0,1,2
987.0,2022,2,0,1,1
988.0,2021,1,0,0,1
989.0,2018,8,0,5,3
989.0,2019,4,0,2,2
989.0,2020,10,0,4,6
989.0,2021,9,0,2,7
989.0,2022,4,0,1,3
990.0,2018,15,0,3,12
990.0,2019,17,0,5,12
990.0,2020,9,0,2,7
990.0,2021,16,0,5,11
990.0,2022,11,0,4,7
991.0,2018,8,0,4,4
991.0,2019,11,0,7,4
991.0,2020,7,0,2,5
991.0,2021,9,0,4,5
991.0,2022,8,0,3,5
992.0,2018,25,0,12,13
992.0,2019,28,0,6,22
992.0,2020,7,0,0,7
992.0,2021,22,0,6,16
992.0,2022,16,0,5,11
993.0,2018,10,0,6,4
993.0,2019,17,0,7,10
993.0,2020,6,0,2,4
993.0,2021,15,0,1,14
993.0,2022,15,0,3,12
995.0,2018,8,0,2,6
995.0,2019,7,0,3,4
995.0,2020,3,0,0,3
995.0,2021,6,0,3,3
995.0,2022,5,0,1,4
996.0,2018,25,0,13,12
996.0,2019,23,0,9,14
996.0,2020,13,0,3,10
996.0,2021,16,0,10,6
996.0,2022,13,0,4,9
997.0,2018,17,0,12,5
997.0,2019,12,0,5,7
997.0,2020,16,0,8,8
997.0,2021,19,0,8,11
997.0,2022,5,0,3,2
998.0,2018,2,0,1,1
998.0,2019,3,0,0,3
998.0,2020,1,0,0,1
998.0,2022,3,0,2,1
999.0,2018,5,0,3,2
999.0,2019,3,0,1,2
999.0,2020,2,0,0,2
999.0,2021,3,0,1,2
999.0,2022,2,0,2,0
1001.0,2018,2,0,1,1
1001.0,2019,5,0,2,3
1001.0,2020,2,0,2,0
1001.0,2021,7,0,6,1
1001.0,2022,9,0,4,5
1002.0,2018,1,0,1,0
1002.0,2020,1,0,0,1
1003.0,2018,2,0,1,1
1003.0,2019,2,0,1,1
1003.0,2020,5,0,2,3
1003.0,2021,4,0,1,3
1003.0,2022,1,0,1,0
1006.0,2018,8,0,5,3
1006.0,2019,7,0,3,4
1006.0,2020,13,0,7,6
1006.0,2021,22,0,10,12
1006.0,2022,13,0,7,6
1007.0,2018,5,0,3,2
1007.0,2019,4,0,1,3
1007.0,2021,1,0,0,1
1007.0,2022,1,0,0,1
1008.0,2018,2,0,0,2
1008.0,2019,4,0,2,2
1008.0,2020,2,0,0,2
1008.0,2021,1,0,1,0
1008.0,2022,1,0,1,0
1009.0,2018,3,0,1,2
1009.0,2019,1,0,0,1
1009.0,2021,1,0,1,0
1011.0,2019,1,0,0,1
1014.0,2019,1,0,1,0
1016.0,2018,2,0,0,2
1016.0,2019,3,0,2,1
1016.0,2021,1,0,1,0
1016.0,2022,1,0,0,1
1017.0,2020,1,0,0,1
1017.0,2021,1,0,0,1
1020.0,2018,4,0,1,3
1020.0,2019,2,0,0,2
1021.0,2021,1,0,0,1
1022.0,2018,1,0,0,1
1022.0,2021,2,0,1,1
1022.0,2022,1,0,0,1
1024.0,2018,5,0,5,0
1024.0,2020,1,0,0,1
1024.0,2021,1,0,0,1
1025.0,2018,2,0,1,1
1025.0,2019,1,0,0,1
1025.0,2020,2,0,0,2
1025.0,2021,1,0,1,0
1025.0,2022,2,0,2,0
1026.0,2018,1,0,0,1
1026.0,2019,3,0,1,2
1026.0,2020,3,0,0,3
1026.0,2021,4,0,1,3
1026.0,2022,2,0,1,1
1027.0,2019,1,0,0,1
1028.0,2018,13,0,7,6
1028.0,2019,8,0,6,2
1028.0,2020,9,0,5,4
1028.0,2021,13,0,8,5
1028.0,2022,13,0,6,7
1032.0,2018,1,0,0,1
1032.0,2019,3,0,1,2
1032.0,2020,6,0,3,3
1032.0,2021,5,0,1,4
1032.0,2022,1,0,0,1
1033.0,2018,1,0,0,1
1033.0,2022,1,0,0,1
1034.0,2018,2,0,1,1
1034.0,2019,2,0,1,1
1034.0,2020,1,0,1,0
1034.0,2021,1,0,0,1
1034.0,2022,2,0,0,2
1035.0,2018,19,0,9,10
1035.0,2019,19,0,11,8
1035.0,2020,20,0,4,16
1035.0,2021,16,0,8,8
1035.0,2022,15,0,6,9
1037.0,2018,1,0,0,1
1038.0,2018,4,0,1,3
1038.0,2021,1,0,0,1
1038.0,2022,2,0,1,1
1040.0,2019,1,0,0,1
1042.0,2018,1,0,0,1
1043.0,2022,1,0,0,1
1048.0,2018,15,0,8,7
1048.0,2019,24,0,10,14
1048.0,2020,15,0,5,10
1048.0,2021,18,0,8,10
1048.0,2022,19,0,6,13
1049.0,2018,4,0,2,2
1049.0,2019,13,0,3,10
1049.0,2020,13,0,3,10
1049.0,2021,11,0,5,6
1049.0,2022,14,0,2,12
1050.0,2018,1,0,1,0
1050.0,2019,1,0,1,0
1050.0,2020,1,0,1,0
1050.0,2022,4,0,3,1
1051.0,2022,1,0,1,0
1053.0,2021,2,0,0,2
1059.0,2019,1,0,0,1
1059.0,2021,1,0,1,0
1063.0,2018,1,0,1,0
1065.0,2018,1,0,0,1
1065.0,2019,1,0,1,0
1065.0,2020,2,0,1,1
1065.0,2022,1,0,0,1
1066.0,2018,1,0,0,1
1066.0,2021,1,0,0,1
1068.0,2019,1,0,0,1
1141.0,2018,1,0,0,1
1141.0,2019,1,0,0,1
1141.0,2021,1,0,1,0
