codigo_upz,AÑO,semester,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
70.0,2017,1,120,14,22,13,18,20,32,27,31,35,15,27,64,123,93921,46228,47693,19.910350187923896,12.776695307758649,1.4906144525718423,2.3423941397557524,1.3841419916738535,1.916504296163797,26.607251016699838,13.419160044450967
70.0,2017,2,152,31,7,12,27,24,33,26,32,40,33,41,70,159,93921,46228,47693,24.38219354563942,16.18381405649429,3.300646287837651,0.7453072262859212,1.277669530775865,2.874756444245696,34.39473911914857,14.677206298618247
70.0,2018,1,156,16,35,11,35,19,42,41,47,32,29,43,95,158,95007,46315,48692,26.629616765080467,16.419842748429062,1.6840864357363141,3.683939078173187,1.157809424568716,3.683939078173187,34.11421785598618,19.51039185081738
70.0,2018,2,199,20,33,11,34,33,52,45,50,31,39,47,108,189,95007,46315,48692,31.26085446335533,20.945825044470407,2.1051080446703927,3.4734282737061477,1.157809424568716,3.5786836759396676,40.807513764439165,22.180234946192392
70.0,2019,1,74,2,9,3,5,7,17,9,17,14,18,11,44,49,97492,47838,49654,9.539244245681697,7.590366389037049,0.2051450375415419,0.9231526689369385,0.3077175563123128,0.5128625938538547,10.242903131401816,8.861320336730172
71.0,2015,1,158,18,39,14,20,29,32,20,40,47,35,46,108,141,265973,128726,137247,9.361852518864696,5.940452602331815,0.67676042305046,1.4663142499426634,0.5263692179281355,0.7519560256116222,10.953498127806348,7.869024459551029
71.0,2015,2,123,19,43,19,33,27,35,32,28,39,40,36,89,148,265973,128726,137247,8.910678903497724,4.624529557511477,0.714358224331041,1.6167054550649878,0.714358224331041,1.2407274422591765,11.49728881500241,6.484659045370756
71.0,2016,1,232,13,57,19,28,52,44,44,53,42,64,50,144,205,268029,129627,138402,13.020979073159994,8.655779785023261,0.4850221431263035,2.126635550630715,0.7088785168769051,1.0446630775028076,15.81460652487522,10.40447392378723
71.0,2016,2,269,22,41,23,34,52,58,53,50,54,48,74,159,230,268029,129627,138402,14.513354898164005,10.036227423151972,0.8208067037522059,1.529685220629111,0.8581160993773063,1.2685194512534093,17.74321707668927,11.488273290848397
71.0,2017,1,413,19,53,25,43,84,93,78,79,72,75,72,221,332,270336,130701,139635,20.45602509469697,15.27728456439394,0.702829071969697,1.9605232007575757,0.9247750946969697,1.5906131628787878,25.401488894499657,15.82697747699359
71.0,2017,2,546,13,29,29,44,82,100,80,95,99,106,99,277,384,270336,130701,139635,24.45105350378788,20.19708806818182,0.4808830492424242,1.0727391098484849,1.0727391098484849,1.6276041666666665,29.38003534785503,19.837433308267983
71.0,2018,1,523,21,89,38,40,93,93,97,108,120,99,101,318,391,274048,132345,141703,25.944360112097147,19.084248014946287,0.766289117234937,3.24760625875759,1.3866184026156003,1.459598318542737,29.54399486191394,22.441303289274042
71.0,2018,2,552,22,75,36,38,95,99,88,111,119,86,125,310,412,274048,132345,141703,26.38223960765997,20.14245679588977,0.8027790751985053,2.736746847267632,1.3136384866884634,1.3866184026156003,31.130756734292948,21.876742200235704
71.0,2019,1,172,1,13,12,18,25,37,16,34,37,32,35,86,130,281383,136036,145347,7.6763699299531245,6.112664944221932,0.03553874967570891,0.4620037457842158,0.42646499610850686,0.6396974941627603,9.556293922197066,5.916874789297337
72.0,2015,1,71,2,8,31,13,13,12,19,17,18,27,19,38,87,80539,36818,43721,15.520431095494109,8.815604862240653,0.24832689752790574,0.993307590111623,3.849066911682539,1.6141248339313872,23.629746319734913,8.691475492326342
72.0,2015,2,86,0,9,28,13,20,24,19,13,19,21,20,44,92,80539,36818,43721,16.88622903189759,10.678056593699946,0.0,1.117471038875576,3.47657656539068,1.6141248339313872,24.987777717420826,10.063813727956816
72.0,2016,1,130,1,3,39,8,26,23,26,16,26,41,23,57,124,80606,36803,43803,22.45490410143166,16.127831675061408,0.12406024365431853,0.37218073096295556,4.838349502518423,0.9924819492345482,33.6929054696628,13.01280734196288
72.0,2016,2,140,1,3,29,13,22,28,25,31,27,34,19,63,123,80606,36803,43803,23.07520531970325,17.368434111604596,0.12406024365431853,0.37218073096295556,3.5977470659752377,1.612783167506141,33.421188490068744,14.382576535853708
72.0,2017,1,239,0,11,23,15,37,54,34,41,45,45,32,110,178,80812,36862,43950,35.63827154383012,29.57481562144236,0.0,1.361183982576845,2.8461119635697667,1.8561599762411525,48.288210080842056,25.028441410693972
72.0,2017,2,364,0,6,33,14,37,67,68,69,60,52,64,160,257,80812,36862,43950,51.601247339504035,45.04281542345196,0.0,0.742463990496461,4.083551947730535,1.7324159778250756,69.71949433020454,36.40500568828214
72.0,2018,1,418,0,13,33,11,41,70,50,71,81,76,86,200,275,81481,37070,44411,58.295799020630575,51.30030313815491,0.0,1.5954639731962053,4.050023931959598,1.3500079773198659,74.1839762611276,45.033888000720545
72.0,2018,2,528,1,12,34,10,58,82,83,82,120,71,89,215,370,81481,37070,44411,71.79587879382923,64.80038291135357,0.12272799793816963,1.4727359752580356,4.1727519298977676,1.2272799793816964,99.81116806042621,48.41142960077458
72.0,2019,1,164,0,1,4,4,13,32,29,27,37,11,24,72,101,82460,37550,44910,20.97986902740723,19.88843075430512,0.0,0.12127091923356778,0.4850836769342711,0.4850836769342711,26.897470039946736,16.03206412825651
73.0,2015,1,100,6,30,22,38,17,27,31,25,32,31,33,75,121,153681,72628,81053,12.753691087382306,6.506985248664441,0.3904191149198665,1.9520955745993323,1.431536754706177,2.472654394492488,16.660241229277965,9.25320469322542
73.0,2015,2,127,4,25,24,57,23,48,33,32,43,27,31,74,163,153681,72628,81053,15.421555039334725,8.26387126580384,0.26027940994657767,1.6267463121661103,1.561676459679466,3.708981591738732,22.443134879109984,9.129828630649081
73.0,2016,1,223,5,16,23,35,18,64,46,50,37,38,49,115,187,155570,73464,82106,19.41248312656682,14.334383235842386,0.32139872726104,1.028475927235328,1.478434145400784,2.2497910908272805,25.454644451704233,14.006284558984728
73.0,2016,2,215,5,11,36,56,27,52,41,39,62,46,56,97,226,155570,73464,82106,20.762357781063187,13.820145272224723,0.32139872726104,0.7070771999742881,2.3140708362794884,3.5996657453236485,30.763367091364476,11.813996541056683
73.0,2017,1,400,1,25,35,49,42,80,73,96,76,65,78,183,327,157669,74414,83255,32.346244347335244,25.3696034096747,0.06342400852418674,1.5856002131046687,2.2198402983465364,3.1077764176851503,43.94334399440965,21.980661822112783
73.0,2017,2,489,7,14,54,41,79,93,87,90,79,92,85,239,366,157669,74414,83255,38.37152515713298,31.01434016832732,0.4439680596693072,0.8879361193386144,3.4248964603060843,2.6003843494916565,49.18429327814658,28.706984565491563
73.0,2018,1,556,2,31,58,72,67,137,99,96,105,100,115,269,450,160612,75640,84972,44.7662690209947,34.617587726944436,0.12452369685951237,1.9301173013224417,3.6111872089258585,4.482853086942445,59.49233209941829,31.657487172244977
73.0,2018,2,639,1,34,45,57,90,125,100,128,98,124,111,285,490,160612,75640,84972,48.3151943814908,39.7853211466142,0.062261848429756184,2.11690284661171,2.801783179339028,3.5489253604961024,64.78053939714437,33.540460386951
73.0,2019,1,208,2,12,8,16,23,40,43,42,44,28,26,102,143,163652,77170,86482,15.031896952069024,12.7098966098795,0.12221054432576443,0.7332632659545866,0.48884217730305773,0.9776843546061155,18.530517040300634,11.794361832520064
74.0,2015,1,38,8,17,2,27,11,14,12,22,16,10,7,20,72,130807,63588,67219,7.033262745877514,2.9050433080798426,0.6115880648589143,1.299624637825193,0.15289701621472856,2.0641097188988358,11.322891111530478,2.975349231616061
74.0,2015,2,58,14,27,5,23,20,29,18,17,18,14,11,44,83,130807,63588,67219,9.708960529635265,4.4340134702271286,1.0702791135031,2.0641097188988358,0.38224254053682144,1.7583156864693785,13.052777253569856,6.545768309555333
74.0,2016,1,131,6,16,11,23,17,29,26,35,28,25,27,60,127,132139,64142,67997,14.151764429880657,9.913802889381635,0.4540673079106093,1.2108461544282914,0.8324567311694503,1.740591346990669,19.799819151258145,8.823918702295689
74.0,2016,2,135,11,16,3,37,11,37,36,36,24,16,42,63,139,132139,64142,67997,15.28693269965718,10.21651442798871,0.8324567311694503,1.2108461544282914,0.22703365395530464,2.800081732115424,21.670668204920332,9.265114637410473
74.0,2017,1,192,14,33,14,39,34,34,40,47,54,29,54,106,186,133659,64801,68858,21.846639582818963,14.364913698291922,1.047441623833786,2.468969541893924,1.047441623833786,2.9178730949655467,28.70326075214889,15.393999244822677
74.0,2017,2,210,17,19,8,36,26,45,42,51,39,42,45,104,186,133659,64801,68858,21.697005065128423,15.711624357506789,1.2718934003695974,1.4215279180601381,0.5985380707621634,2.6934213184297353,28.70326075214889,15.103546428882629
74.0,2018,1,253,7,28,15,44,38,45,44,67,43,44,66,134,213,135897,65701,70196,25.53404416580204,18.61704084711215,0.5150959918173322,2.060383967269329,1.1037771253228548,3.2377462342803742,32.4195978752226,19.089406803806487
74.0,2018,2,244,4,34,13,23,37,46,40,51,58,39,47,142,176,135897,65701,70196,23.40007505684452,17.95477457191844,0.29434056675276127,2.5018948173984707,0.9566068419464742,1.6924582588283772,26.7880245353952,20.229072881645678
74.0,2019,1,69,2,11,5,14,8,17,14,16,14,18,14,43,58,138394,66983,71411,7.298004248739107,4.985765278841567,0.14451493561859619,0.7948321459022789,0.36128733904649046,1.0116045493301733,8.658913455652927,6.0214812843959615
75.0,2015,1,220,5,34,15,20,25,52,38,43,41,38,57,107,187,133192,63502,69690,22.07339780166977,16.517508559072617,0.37539792179710496,2.5527058682203134,1.1261937653913148,1.5015916871884198,29.44789140499512,15.353709283971876
75.0,2015,2,223,5,28,13,21,28,54,39,38,55,36,40,93,196,133192,63502,69690,21.773079464232087,16.74274731215088,0.37539792179710496,2.1022283620637876,0.9760345966724728,1.5766712715478408,30.86516960095745,13.34481274214378
75.0,2016,1,306,8,22,4,24,37,57,50,57,60,51,52,134,230,131852,62767,69085,27.606710554257806,23.207839092315627,0.6067408913023693,1.6685374510815156,0.30337044565118465,1.8202226739071081,36.64345914254306,19.396395744372875
75.0,2016,2,289,4,15,8,38,34,71,51,58,52,37,51,129,225,131852,62767,69085,26.84828444012984,21.91851469829809,0.30337044565118465,1.1376391711919425,0.6067408913023693,2.882019233686254,35.84686220466168,18.672649634508215
75.0,2017,1,392,5,23,21,32,35,73,59,64,80,79,83,175,298,130600,62096,68504,36.217457886676875,30.01531393568147,0.3828483920367534,1.761102603369066,1.6079632465543645,2.450229709035222,47.99020870909559,25.54595352096228
75.0,2017,2,656,3,18,21,31,56,120,103,121,120,97,112,336,393,130600,62096,68504,55.81929555895865,50.22970903522205,0.22970903522205205,1.3782542113323124,1.6079632465543645,2.3736600306278715,63.289100747230094,49.04823076024758
75.0,2018,1,618,4,48,7,43,58,117,96,104,118,109,118,291,428,129959,62133,67826,55.402088350941455,47.55345916789141,0.3077893797274525,3.69347255672943,0.5386314145230419,3.3087358320701146,68.88448972365731,42.903901158847646
75.0,2018,2,735,7,41,21,32,81,134,123,122,123,125,128,362,472,129959,62133,67826,64.32798036303758,56.5562985249194,0.5386314145230419,3.154841142206388,1.6158942435691255,2.46231503781962,75.9660727793604,53.37186329726064
75.0,2019,1,258,2,7,4,6,26,26,42,42,57,31,53,124,153,132714,63221,69493,20.8719502087195,19.440300194403004,0.15070000150700003,0.5274500052745,0.30140000301400005,0.452100004521,24.200819348001453,17.84352380815334
76.0,2015,1,41,1,9,1,2,7,12,7,8,6,8,6,21,33,32721,16069,16652,16.503163106262033,12.530179395495248,0.3056141315974451,2.7505271843770056,0.3056141315974451,0.6112282631948902,20.536436617088803,12.61109776603411
76.0,2015,2,39,3,3,1,1,6,6,7,6,5,11,6,16,31,32721,16069,16652,14.363864185079917,11.918951132300357,0.9168423947923352,0.9168423947923352,0.3056141315974451,0.3056141315974451,19.291804094840998,9.608455440787893
76.0,2016,1,51,1,6,0,4,5,10,8,11,12,7,9,26,36,32650,16008,16642,18.98928024502297,15.620214395099541,0.30627871362940273,1.8376722817764164,0.0,1.225114854517611,22.488755622188904,15.623122220886913
76.0,2016,2,51,1,9,0,2,11,6,8,6,12,9,11,25,38,32650,16008,16642,19.295558958652375,15.620214395099541,0.30627871362940273,2.756508422664625,0.0,0.6125574272588055,23.738130934532734,15.022232904698955
76.0,2017,1,106,0,8,8,9,10,17,12,22,28,15,27,54,77,32605,15964,16641,40.177886827173744,32.51035117313295,0.0,2.453611409293053,2.453611409293053,2.760312835454685,48.2335254322225,32.44997295835587
76.0,2017,2,122,4,7,4,4,18,16,15,23,26,15,28,53,88,32605,15964,16641,43.24490108879006,37.41757399171906,1.2268057046465266,2.1469099831314216,1.2268057046465266,1.2268057046465266,55.124029065397146,31.84904753320113
76.0,2018,1,110,0,9,12,12,14,18,14,27,30,16,24,49,94,32717,16104,16613,43.70816395146254,33.621664578048104,0.0,2.7508634654766633,3.6678179539688847,3.6678179539688847,58.370591157476404,29.49497381568651
76.0,2018,2,148,1,11,6,8,17,28,18,28,32,25,26,74,100,32717,16104,16613,53.18336033254883,45.23642143228291,0.3056514961640737,3.3621664578048107,1.8339089769844423,2.4452119693125898,62.09637357178341,44.54342984409799
76.0,2019,1,44,0,1,4,0,5,10,4,9,8,3,10,18,31,33461,16412,17049,14.643913810107287,13.149636890708587,0.0,0.2988553838797406,1.1954215355189624,0.0,18.88861808432854,10.557803976772831
77.0,2015,1,67,0,5,11,10,14,12,10,12,20,11,14,26,67,51491,24131,27360,18.06140878988561,13.011982676584257,0.0,0.9710434833271834,2.1362956633198036,1.9420869666543668,27.765115411711076,9.502923976608187
77.0,2015,2,76,1,3,5,2,14,8,20,14,10,10,11,22,65,51491,24131,27360,16.89615660989299,14.759860946573188,0.19420869666543666,0.58262608999631,0.9710434833271834,0.38841739333087333,26.93630599643612,8.040935672514621
77.0,2016,1,109,0,8,1,12,19,20,17,23,15,16,20,35,95,53150,24869,28281,24.459078080903105,20.507996237064912,0.0,1.5051740357478833,0.18814675446848542,2.257761053621825,38.20016888495717,12.375800007071884
77.0,2016,2,106,5,1,9,11,19,20,21,29,20,10,13,39,93,53150,24869,28281,24.835371589840076,19.943555973659453,0.940733772342427,0.18814675446848542,1.6933207902163687,2.0696142991533395,37.3959548031686,13.790177150737243
77.0,2017,1,128,0,13,11,9,17,31,20,25,28,22,18,70,91,54829,25617,29212,29.36402268872312,23.34530996370534,0.0,2.3710080431888234,2.0062375750059274,1.6414671068230315,35.52328531834329,23.962755032178556
77.0,2017,2,143,0,4,11,5,23,24,25,26,21,21,23,57,106,54829,25617,29212,29.728793156906015,26.08108847507706,0.0,0.7295409363657919,2.0062375750059274,0.9119261704572398,41.378771909278996,19.51252909763111
77.0,2018,1,139,1,8,27,12,11,26,32,27,37,28,26,65,122,56771,26670,30101,32.939352838597166,24.484331789117686,0.176146271864156,1.409170174913248,4.7559493403322115,2.113755262369872,45.7442819647544,21.59396697784127
77.0,2018,2,149,2,8,11,10,19,26,25,23,38,23,26,72,107,56771,26670,30101,31.70632893554808,26.245794507759243,0.352292543728312,1.409170174913248,1.937608990505716,1.76146271864156,40.11998500187477,23.919471113916483
77.0,2019,1,55,0,1,2,2,6,15,6,10,9,3,11,22,38,59305,27758,31547,10.117190793356379,9.27409156057668,0.0,0.16861984655593962,0.33723969311187924,0.33723969311187924,13.689747099935154,6.973721748502236
78.0,2015,1,29,0,7,7,8,8,5,8,12,4,6,8,16,35,23903,11416,12487,21.33623394552985,12.132368321967954,0.0,2.928502698406058,2.928502698406058,3.3468602267497807,30.65872459705676,12.813325858893249
78.0,2015,2,24,1,5,13,8,9,4,6,5,15,6,6,14,37,23903,11416,12487,21.33623394552985,10.040580680249342,0.4183575283437226,2.091787641718613,5.438647868468394,3.3468602267497807,32.41065171688857,11.211660126531594
78.0,2016,1,53,1,2,4,7,8,8,8,11,13,4,15,20,47,25050,11924,13126,26.746506986027942,21.157684630738522,0.3992015968063872,0.7984031936127745,1.596806387225549,2.7944111776447103,39.41630325394163,15.236934328813044
78.0,2016,2,32,0,5,5,8,5,7,9,4,7,6,12,16,34,25050,11924,13126,19.96007984031936,12.774451097804391,0.0,1.996007984031936,1.996007984031936,3.193612774451098,28.513921502851392,12.189547463050433
78.0,2017,1,51,0,6,10,7,13,8,10,12,9,11,11,25,49,26236,12449,13787,28.20551913401433,19.4389388626315,0.0,2.286933983839,3.8115566397316663,2.6680896478121667,39.36059121214555,18.133023863059403
78.0,2017,2,89,1,6,5,8,8,16,13,18,16,14,24,60,49,26236,12449,13787,41.545967373075165,33.92285409361183,0.38115566397316664,2.286933983839,1.9057783198658331,3.049245311785333,39.36059121214555,43.51925727134257
78.0,2018,1,96,0,7,12,9,8,21,16,10,19,26,24,48,76,27577,12962,14615,44.96500707110999,34.811618377633536,0.0,2.538347173369112,4.351452297204192,3.263589222903144,58.632927017435584,32.84296955183031
78.0,2018,2,102,2,3,10,17,17,23,22,18,17,20,17,48,86,27577,12962,14615,48.59121731878014,36.98734452623563,0.7252420495340319,1.087863074301048,3.62621024767016,6.164557421039271,66.34778583551922,32.84296955183031
78.0,2019,1,27,0,1,3,10,2,11,7,7,5,7,2,13,28,28487,13405,15082,14.392529925931125,9.478007512198547,0.0,0.35103731526661286,1.0531119457998386,3.5103731526661286,20.887728459530024,8.619546479246784
79.0,2015,1,55,8,9,26,28,23,15,21,16,15,20,16,34,92,103435,49223,54212,12.18156330062358,5.317349059796007,0.773432590515783,0.8701116643302558,2.513655919176294,2.70701406680524,18.690449586575383,6.271674168080867
79.0,2015,2,68,3,15,41,33,24,22,21,25,26,22,20,32,128,103435,49223,54212,15.468651810315658,6.574177019384154,0.29003722144341854,1.4501861072170927,3.963842026393387,3.190409435877604,26.004103772626618,5.902752158193757
79.0,2016,1,118,1,10,32,48,33,30,27,20,33,33,33,60,149,108668,51659,57009,19.232892847940516,10.858762469172158,0.09202341075569626,0.9202341075569624,2.94474914418228,4.41712371627342,28.842989604909118,10.524654001999684
79.0,2016,2,134,4,12,39,37,33,37,27,32,23,35,39,64,162,108668,51659,57009,20.79729083078735,12.331137041263299,0.368093643022785,1.104280929068355,3.5889130194721535,3.404866197960761,31.359492053659576,11.226297602132997
79.0,2017,1,188,2,14,48,26,36,43,36,44,28,48,43,95,183,114092,54197,59895,24.366300879991588,16.4779300915051,0.175297128633033,1.227079900431231,4.207131087192791,2.2788626722294287,33.76570658892559,15.86109024125553
79.0,2017,2,262,8,15,40,13,39,57,41,50,42,58,51,126,212,114092,54197,59895,29.625214738982574,22.96392385092732,0.701188514532132,1.3147284647477473,3.50594257266066,1.1394313361147144,39.116556266952045,21.036814425244177
79.0,2018,1,298,2,29,43,36,40,67,49,57,56,72,67,153,255,120204,56697,63507,33.94229809324149,24.791188313200895,0.16638381418255632,2.4125653056470666,3.5772520049249605,2.994908655286014,44.975924652097994,24.091832396428742
79.0,2018,2,308,8,26,26,55,40,55,62,66,53,59,88,154,268,120204,56697,63507,35.19017669961067,25.62310738411367,0.6655352567302253,2.162989584373232,2.162989584373232,4.575554890020299,47.26881492847946,24.249295353268142
79.0,2019,1,108,2,9,7,13,13,25,19,26,24,16,16,42,97,124532,58974,65558,11.161789740789516,8.672469726656603,0.16060129123438155,0.7227058105547168,0.5621045193203353,1.04390839302348,16.4479262047682,6.40654077305592
80.0,2015,1,119,12,15,4,10,15,28,18,38,26,24,11,57,103,58405,29271,29134,27.394914818936737,20.374967896584195,2.0546186114202554,2.5682732642753185,0.6848728704734184,1.712182176183546,35.18841173858085,19.56476968490424
80.0,2015,2,160,10,14,10,17,25,30,34,24,37,24,37,75,136,58405,29271,29134,36.12704391747282,27.394914818936737,1.712182176183546,2.3970550466569644,1.712182176183546,2.910709699512028,46.46236889754365,25.743118006452942
80.0,2016,1,225,15,29,8,18,51,44,27,36,47,43,47,98,197,57801,28946,28855,51.037179287555574,38.92666216847459,2.5951108112316392,5.017214235047836,1.384059099323541,3.1141329734779672,68.05776273060181,33.9629180384682
80.0,2016,2,222,21,19,29,25,33,53,35,44,53,36,62,86,230,57801,28946,28855,54.670334423279876,38.40764000622826,3.6331551357242957,3.28714036089341,5.017214235047836,4.325184685386065,79.45830166516963,29.80419338069659
80.0,2017,1,320,15,19,15,25,37,74,46,52,57,62,66,123,271,57272,28666,28606,68.7945243749127,55.873725380639755,2.6190808772174887,3.3175024444754855,2.6190808772174887,4.365134795362481,94.53708225772692,42.99797245333147
80.0,2017,2,410,16,23,18,17,47,72,61,76,76,87,65,165,319,57272,28666,28606,84.50900963821763,71.58821064394468,2.793686269031988,4.015924011733482,3.142897052660986,2.968291660846487,111.28165771297006,57.680206949590996
80.0,2018,1,467,11,34,13,24,72,76,77,73,74,96,81,192,356,57028,28359,28669,96.26849968436558,81.88959809216524,1.9288770428561408,5.96198358700989,2.2795819597390756,4.208459002595217,125.53334038576818,66.97129303428791
80.0,2018,2,443,12,23,13,38,54,77,59,74,73,88,104,183,345,57028,28359,28669,92.76145051553623,77.68113908957004,2.1042295012976084,4.033106544153749,2.2795819597390756,6.663393420775759,121.65450121654501,63.83201367330566
80.0,2019,1,173,1,2,1,6,21,31,17,32,32,18,32,58,125,56948,28431,28517,32.13457891409707,30.37859099529395,0.17559879188031188,0.35119758376062377,0.17559879188031188,1.0535927512818712,43.9660933488094,20.3387453098152
81.0,2015,1,45,5,17,8,17,12,12,12,17,14,11,14,24,68,65203,31845,33358,14.10978022483628,6.901522936061225,0.7668358817845804,2.6072419980675736,1.2269374108553286,2.6072419980675736,21.353430679855553,7.194675939804545
81.0,2015,2,66,7,13,6,21,18,14,20,12,16,20,13,37,76,65203,31845,33358,17.330490928331518,10.122233639556462,1.0735702344984126,1.9937732926399092,0.9202030581414965,3.220710703495238,23.865598995132675,11.09179207386534
81.0,2016,1,118,6,9,13,21,11,30,20,31,26,24,25,52,115,64393,31453,32940,25.934495985588494,18.32497321137391,0.931778298883419,1.3976674483251286,2.0188529809140743,3.2612240460919666,36.56249006454074,15.786278081360049
81.0,2016,2,86,11,9,11,27,13,16,12,30,22,28,23,35,109,64393,31453,32940,22.362679173202057,13.35548895066234,1.7082602146196015,1.3976674483251286,1.7082602146196015,4.193002344975386,34.65488188726036,10.625379477838493
81.0,2017,1,162,10,18,11,27,27,41,38,34,29,28,31,80,148,63663,31108,32555,35.81358088685736,25.44649168276707,1.5707710915288315,2.8273879647518965,1.7278482006817146,4.241081947127845,47.57618619004758,24.573798187682385
81.0,2017,2,246,4,14,11,23,30,54,36,44,47,39,48,114,183,63663,31108,32555,46.80897852755918,38.64096885160925,0.6283084366115326,2.199079528140364,1.7278482006817146,3.6127735105163126,58.827311302558826,35.0176624174474
81.0,2018,1,221,6,23,10,40,33,48,33,47,40,54,45,113,187,63264,30735,32529,47.420333839150224,34.932979261507334,0.9484066767830046,3.635558927668184,1.580677794638341,6.322711178553364,60.842687489832436,34.73823357619355
81.0,2018,2,275,5,20,9,41,30,57,56,44,59,43,61,124,226,63264,30735,32529,55.32372281234193,43.468639352554376,0.7903388973191705,3.161355589276682,1.422610015174507,6.480778958017197,73.53180413209695,38.11983153493806
81.0,2019,1,84,0,2,2,15,9,12,16,20,21,14,11,33,70,63103,30784,32319,16.32252032391487,13.311569972901449,0.0,0.3169421422119392,0.3169421422119392,2.377066066589544,22.73908523908524,10.210711965097929
82.0,2015,1,169,18,21,11,36,36,34,31,52,38,30,34,76,179,144804,72234,72570,17.610010773183063,11.670948316344854,1.2430595839893928,1.4502361813209579,0.7596475235490732,2.4861191679787855,24.78057424481546,10.472647099352349
82.0,2015,2,152,24,27,15,57,36,36,31,43,46,37,46,87,188,144804,72234,72570,18.99118808872683,10.49694759813265,1.6574127786525232,1.8645893759840888,1.0358829866578272,3.936355349299743,26.02652490516931,11.988424968995453
82.0,2016,1,255,18,57,22,60,40,68,61,72,67,53,51,146,266,142932,71238,71694,28.824895754624578,17.840651498614726,1.2593401057845688,3.987910334984468,1.5391934626255843,4.197800352615229,37.33962211179427,20.364326163974667
82.0,2016,2,300,12,44,15,71,53,61,65,65,68,50,80,153,289,142932,71238,71694,30.923795930932194,20.989001763076146,0.8395600705230459,3.0783869252511686,1.0494500881538074,4.967397083928022,40.568236053791516,21.340697966357016
82.0,2017,1,488,11,36,19,70,89,78,75,97,103,100,82,225,399,141226,70344,70882,44.18449860507272,34.55454378089021,0.7788934048971152,2.5491056887541954,1.3453613357313807,4.956594394799824,56.721255544182874,31.74289664512852
82.0,2017,2,619,15,22,16,52,78,100,100,110,115,105,116,277,447,141226,70344,70882,51.265347740501035,43.83045614830131,1.062127370314248,1.5577868097942305,1.1329358616685314,3.6820415504227264,63.544865233708634,39.079032758669335
82.0,2018,1,668,19,58,38,75,74,126,135,135,122,150,116,319,539,140235,69384,70851,61.18301422612044,47.63432809213107,1.3548686133989376,4.13591471458623,2.709737226797875,5.3481655792063325,77.68361581920904,45.02406458624438
82.0,2018,2,768,16,51,30,77,92,141,133,142,136,129,169,339,602,140235,69384,70851,67.17295967483153,54.76521553107285,1.140941990230684,3.636752593860306,2.139266231682533,5.490783327985167,86.7635189669088,47.846889952153106
82.0,2019,1,206,1,8,11,22,21,46,28,36,45,37,35,80,168,139919,69495,70424,17.724540627077094,14.72280390797533,0.07146992188337538,0.571759375067003,0.7861691407171292,1.5723382814342584,24.174401036045758,11.359763716914687
83.0,2015,1,90,0,4,7,2,12,15,13,25,10,13,15,38,65,24130,11502,12628,42.685453791960214,37.297969332780774,0.0,1.6576875259013675,2.9009531703273934,0.8288437629506837,56.51191097200487,30.091859360152043
83.0,2015,2,50,1,9,8,6,9,9,5,9,12,16,14,28,46,24130,11502,12628,30.6672192291753,20.721094073767095,0.41442188147534187,3.7297969332780774,3.315375051802735,2.4865312888520514,39.993044687880364,22.172949002217294
83.0,2016,1,65,0,0,17,3,7,12,12,13,8,22,11,15,70,25502,12155,13347,33.33071915928163,25.488197004156536,0.0,0.0,6.666143831856325,1.1763783232687632,57.589469354175236,11.238480557428636
83.0,2016,2,54,0,3,19,2,7,8,11,10,14,13,15,23,55,25502,12155,13347,30.585836404987845,21.174809818837737,0.0,1.1763783232687632,7.450396047368834,0.7842522155125088,45.248868778280546,17.232336854723908
83.0,2017,1,86,0,10,15,4,13,23,9,15,22,16,17,38,77,26932,12844,14088,42.700133669983664,31.932273874944304,0.0,3.7130551017377096,5.569582652606565,1.4852220406950838,59.95017128620368,26.973310618966497
83.0,2017,2,167,0,6,15,7,22,32,21,42,26,31,21,61,134,26932,12844,14088,72.40457448388534,62.008020199019754,0.0,2.227833061042626,5.569582652606565,2.599138571216397,104.32886951105576,43.299261783077796
83.0,2018,1,123,6,8,15,7,11,28,27,15,21,34,23,47,112,28531,13522,15009,55.72885633170937,43.111002067926115,2.1029757106305422,2.803967614174056,5.257439276576355,2.4534716624022996,82.82798402603166,31.31454460656939
83.0,2018,2,145,2,6,11,10,16,25,26,31,24,26,26,60,114,28531,13522,15009,60.98629560828572,50.821913006904765,0.700991903543514,2.1029757106305422,3.8554554694893275,3.5049595177175705,84.30705516935365,39.976014391365176
