ZAT,AÑO,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_FEMENINO,genero_MASCULINO
273.0,2015,69,0,3,2,0,32,42
273.0,2016,43,0,2,2,1,20,28
273.0,2017,139,0,3,1,2,61,84
273.0,2018,213,0,5,2,0,101,119
273.0,2019,31,0,2,0,0,8,25
274.0,2015,26,0,6,0,1,11,22
274.0,2016,26,0,1,2,0,11,18
274.0,2017,58,0,0,0,0,18,40
274.0,2018,61,0,4,0,0,23,41
274.0,2019,11,0,1,0,0,8,4
275.0,2015,365,2,3,2,6,166,212
275.0,2016,377,0,13,3,13,130,276
275.0,2017,786,3,5,7,10,300,511
275.0,2018,1186,3,8,6,4,502,705
275.0,2019,179,1,0,0,1,67,114
276.0,2015,338,1,19,4,4,151,215
276.0,2016,371,1,8,2,5,147,239
276.0,2017,695,1,7,7,7,296,421
276.0,2018,1097,2,8,5,3,507,608
276.0,2019,185,0,0,2,1,80,108
277.0,2015,165,0,4,2,2,77,96
277.0,2016,170,0,3,0,8,78,102
277.0,2017,340,0,6,1,4,178,173
277.0,2018,512,0,4,2,4,240,282
277.0,2019,117,0,1,0,0,53,65
278.0,2015,92,1,3,2,3,31,70
278.0,2016,74,0,6,2,1,36,47
278.0,2017,149,1,1,3,2,66,90
278.0,2018,168,0,0,2,1,60,111
278.0,2019,28,0,0,0,0,12,16
279.0,2015,91,2,4,14,7,50,68
279.0,2016,111,0,2,5,10,52,76
279.0,2017,232,1,10,6,6,106,149
279.0,2018,306,0,3,11,7,136,191
279.0,2019,37,0,1,2,1,11,30
280.0,2015,59,0,3,3,5,23,47
280.0,2016,65,0,1,1,5,23,49
280.0,2017,131,0,4,3,3,66,75
280.0,2018,164,0,3,1,2,76,94
280.0,2019,23,0,0,0,0,7,16
281.0,2015,82,1,5,2,5,40,55
281.0,2016,108,1,12,1,4,46,80
281.0,2017,163,1,11,3,3,63,118
281.0,2018,175,2,6,1,1,77,108
281.0,2019,39,0,2,0,1,13,29
282.0,2015,70,0,12,1,4,45,42
282.0,2016,86,0,5,2,2,35,59
282.0,2017,142,0,6,4,2,59,95
282.0,2018,193,0,5,3,1,80,122
282.0,2019,21,0,0,2,0,8,15
283.0,2015,14,0,2,1,0,7,10
283.0,2016,18,0,2,1,0,3,18
283.0,2017,27,0,0,0,1,9,19
283.0,2018,44,0,1,1,0,24,22
283.0,2019,15,0,0,0,0,7,8
284.0,2015,7,0,1,1,0,3,6
284.0,2016,8,0,0,0,0,0,8
284.0,2017,11,0,2,0,1,6,8
284.0,2018,9,0,0,0,0,0,9
284.0,2019,1,0,0,0,0,1,0
285.0,2015,40,0,4,0,1,24,21
285.0,2016,32,0,3,1,1,11,26
285.0,2017,70,1,2,0,3,38,38
285.0,2018,83,0,0,2,0,33,52
285.0,2019,22,0,0,0,0,6,16
286.0,2015,80,1,2,4,0,36,51
286.0,2016,87,1,4,2,0,37,57
286.0,2017,276,0,2,5,1,138,146
286.0,2018,322,1,2,13,2,167,173
286.0,2019,66,0,2,2,0,38,32
287.0,2015,58,1,3,3,8,24,49
287.0,2016,103,2,7,4,5,44,77
287.0,2017,174,0,2,4,2,77,105
287.0,2018,230,0,4,7,4,106,138
287.0,2019,29,0,0,0,2,6,25
288.0,2015,80,0,1,2,1,30,54
288.0,2016,89,0,8,1,1,32,67
288.0,2017,248,0,4,1,3,96,160
288.0,2018,396,0,7,2,1,169,237
288.0,2019,74,0,3,0,1,27,51
289.0,2015,48,0,2,0,1,13,38
289.0,2016,71,0,2,1,0,24,50
289.0,2017,142,1,16,2,0,81,80
289.0,2018,201,0,2,1,1,88,117
289.0,2019,37,0,0,0,0,19,18
290.0,2015,50,0,8,2,2,30,32
290.0,2016,53,1,2,7,2,22,43
290.0,2017,139,0,3,4,2,55,93
290.0,2018,175,0,2,1,0,74,104
290.0,2019,35,0,0,0,0,13,22
291.0,2015,9,0,1,1,0,6,5
291.0,2016,21,0,1,4,0,10,16
291.0,2017,57,1,1,1,0,24,36
291.0,2018,65,0,1,2,1,28,41
291.0,2019,9,0,0,0,0,5,4
292.0,2015,27,0,1,3,1,14,18
292.0,2016,54,0,3,3,1,25,36
292.0,2017,99,0,11,5,3,54,64
292.0,2018,98,0,1,5,1,51,54
292.0,2019,15,0,0,1,2,8,10
293.0,2015,26,0,1,3,1,12,19
293.0,2016,37,0,3,1,1,16,26
293.0,2017,49,0,0,1,0,21,29
293.0,2018,46,0,1,0,0,21,26
293.0,2019,12,0,0,0,0,4,8
294.0,2015,27,2,3,1,1,15,19
294.0,2016,34,1,0,2,0,18,19
294.0,2017,106,1,7,1,1,54,62
294.0,2018,137,0,6,2,0,67,78
294.0,2019,21,0,1,0,0,9,13
295.0,2015,37,0,4,1,1,20,23
295.0,2016,45,0,3,2,2,15,37
295.0,2017,87,0,8,3,3,44,57
295.0,2018,103,0,0,2,0,47,58
295.0,2019,21,0,0,0,0,10,11
296.0,2015,5,0,0,0,1,3,3
296.0,2016,6,0,0,1,0,2,5
296.0,2017,21,0,0,2,0,10,13
296.0,2018,18,0,0,0,0,7,11
296.0,2019,5,0,0,0,0,1,4
297.0,2015,22,0,1,0,1,12,12
297.0,2016,53,0,3,2,3,18,43
297.0,2017,207,0,26,2,0,110,125
297.0,2018,199,0,2,0,0,80,121
297.0,2019,24,0,1,0,0,9,16
298.0,2015,39,1,6,2,5,23,30
298.0,2016,73,0,3,6,2,36,48
298.0,2017,177,0,14,1,2,95,99
298.0,2018,190,0,17,1,3,110,100
298.0,2019,36,0,4,0,0,21,19
299.0,2015,39,0,2,1,7,22,27
299.0,2016,64,0,3,12,11,35,55
299.0,2017,192,1,25,5,4,100,127
299.0,2018,215,0,1,1,1,112,106
299.0,2019,40,0,1,0,0,20,21
300.0,2015,76,0,3,2,3,29,55
300.0,2016,105,0,5,3,2,46,69
300.0,2017,251,0,19,5,7,121,161
300.0,2018,375,1,11,7,2,178,218
300.0,2019,61,0,0,0,1,27,35
301.0,2015,58,0,6,8,4,24,52
301.0,2016,122,1,1,9,4,42,95
301.0,2017,231,0,7,8,13,97,162
301.0,2018,313,0,7,8,4,155,177
301.0,2019,60,0,0,4,1,28,37
302.0,2015,46,0,14,3,4,20,47
302.0,2016,119,0,4,2,7,49,83
302.0,2017,263,1,7,4,3,119,159
302.0,2018,470,0,2,3,2,214,263
302.0,2019,110,0,0,3,0,46,67
303.0,2015,27,0,5,3,2,14,23
303.0,2016,41,0,2,1,4,19,29
303.0,2017,80,0,2,6,5,35,58
303.0,2018,116,0,2,5,1,41,83
303.0,2019,20,0,0,0,1,6,15
304.0,2015,63,0,4,1,1,29,40
304.0,2016,98,0,4,1,3,38,68
304.0,2017,136,0,4,0,3,67,76
304.0,2018,195,0,30,2,2,110,119
304.0,2019,62,0,0,0,0,31,31
305.0,2015,39,0,1,4,4,10,38
305.0,2016,68,0,3,1,4,29,47
305.0,2017,221,5,6,1,3,103,133
305.0,2018,305,0,4,0,3,154,157
305.0,2019,38,0,0,1,0,15,24
306.0,2015,51,0,2,1,3,26,31
306.0,2016,89,0,2,1,4,29,67
306.0,2017,211,0,9,1,0,106,115
306.0,2018,346,0,4,2,3,170,185
306.0,2019,69,0,1,0,0,24,46
307.0,2015,12,0,0,1,0,3,10
307.0,2016,17,1,1,1,1,9,12
307.0,2017,28,0,1,0,1,15,15
307.0,2018,32,1,4,0,1,17,21
307.0,2019,8,0,0,0,0,2,6
308.0,2016,3,0,0,0,0,1,2
308.0,2017,10,2,0,0,0,3,9
308.0,2018,10,0,0,0,0,4,6
309.0,2015,19,1,4,2,1,8,19
309.0,2016,42,0,4,0,2,17,31
309.0,2017,59,1,6,3,6,32,43
309.0,2018,80,0,8,6,9,33,70
309.0,2019,14,0,0,2,0,7,9
310.0,2015,61,3,8,0,2,29,45
310.0,2016,57,2,11,0,4,33,41
310.0,2017,158,1,9,9,7,71,113
310.0,2018,168,1,12,12,11,86,118
310.0,2019,30,0,1,2,0,11,22
311.0,2015,52,2,13,4,3,25,48
311.0,2016,90,1,6,3,9,44,65
311.0,2017,148,1,7,7,17,76,104
311.0,2018,191,2,15,5,15,92,136
311.0,2019,31,0,2,0,1,18,16
312.0,2015,41,1,9,2,2,22,33
312.0,2016,67,2,6,0,4,35,44
312.0,2017,75,0,5,8,6,39,55
312.0,2018,108,2,18,5,8,64,77
312.0,2019,21,1,0,1,3,9,17
313.0,2015,107,0,9,3,9,41,87
313.0,2016,156,4,6,1,13,60,120
313.0,2017,291,2,7,6,14,135,185
313.0,2018,388,2,14,3,21,183,244
313.0,2019,75,0,1,1,0,30,47
314.0,2015,94,4,17,3,8,49,77
314.0,2016,101,1,7,3,11,52,71
314.0,2017,232,2,7,3,4,116,132
314.0,2018,238,0,23,8,7,122,153
314.0,2019,48,0,2,1,1,22,30
315.0,2015,31,0,1,4,5,13,28
315.0,2016,53,0,3,2,5,23,40
315.0,2017,60,0,2,3,9,25,49
315.0,2018,87,1,2,3,6,46,53
315.0,2019,14,1,0,1,0,5,11
316.0,2015,27,1,6,2,5,12,29
316.0,2016,29,2,0,0,5,11,25
316.0,2017,65,1,4,2,2,36,38
316.0,2018,74,1,5,0,4,36,48
316.0,2019,18,0,0,0,0,11,7
317.0,2015,67,1,1,7,2,21,57
317.0,2016,93,0,3,9,2,39,68
317.0,2017,232,0,2,8,1,102,141
317.0,2018,338,2,0,5,8,137,216
317.0,2019,67,0,0,3,2,23,49
318.0,2015,55,0,3,9,3,24,46
318.0,2016,66,1,3,4,2,36,40
318.0,2017,136,0,4,5,3,65,83
318.0,2018,214,0,1,7,3,103,122
318.0,2019,45,0,5,0,2,24,28
319.0,2015,70,0,3,6,2,27,54
319.0,2016,80,1,1,13,1,32,64
319.0,2017,197,0,2,7,4,102,108
319.0,2018,235,0,2,10,2,111,138
319.0,2019,41,0,0,0,0,15,26
320.0,2015,45,2,1,1,1,22,28
320.0,2016,71,0,2,3,2,35,43
320.0,2017,125,0,11,4,3,69,73
320.0,2018,180,0,3,2,1,86,100
320.0,2019,32,0,0,0,0,14,18
321.0,2015,22,0,4,4,3,8,25
321.0,2016,46,0,1,3,2,16,36
321.0,2017,100,0,9,6,2,55,62
321.0,2018,133,0,3,2,1,69,70
321.0,2019,24,0,0,0,0,8,16
322.0,2015,125,0,4,4,12,58,87
322.0,2016,176,0,1,3,3,51,132
322.0,2017,400,0,16,13,2,197,234
322.0,2018,687,0,4,2,6,332,367
322.0,2019,141,0,2,0,1,64,80
323.0,2015,50,0,4,4,4,21,41
323.0,2016,70,0,2,0,4,27,49
323.0,2017,140,1,8,2,0,70,81
323.0,2018,203,0,3,5,3,96,118
323.0,2019,40,0,0,0,0,16,24
324.0,2015,61,0,5,0,7,29,44
324.0,2016,87,1,5,4,3,32,68
324.0,2017,228,1,19,3,5,103,153
324.0,2018,312,0,1,3,7,127,196
324.0,2019,49,0,1,1,0,20,31
325.0,2015,37,0,2,1,2,19,23
325.0,2016,49,0,3,0,7,25,34
325.0,2017,103,0,8,2,1,61,53
325.0,2018,185,0,4,0,9,109,89
325.0,2019,31,0,0,0,1,17,15
326.0,2015,50,0,12,1,8,24,47
326.0,2016,69,3,5,3,7,26,61
326.0,2017,141,0,21,6,6,76,98
326.0,2018,171,3,0,4,10,84,104
326.0,2019,29,0,0,1,1,12,19
327.0,2015,75,0,1,1,18,40,55
327.0,2016,138,0,4,1,9,75,77
327.0,2017,338,0,8,3,5,179,175
327.0,2018,528,1,7,1,3,273,267
327.0,2019,74,0,0,0,0,36,38
328.0,2015,41,1,12,2,9,18,47
328.0,2016,64,1,11,4,10,31,58
328.0,2017,158,1,14,12,5,67,123
328.0,2018,159,2,9,9,2,59,122
328.0,2019,32,0,0,1,0,16,17
329.0,2015,12,0,0,0,3,5,10
329.0,2016,21,0,1,1,3,6,20
329.0,2017,29,3,6,1,1,12,28
329.0,2018,37,0,1,1,0,10,29
329.0,2019,7,0,0,0,0,1,6
330.0,2015,25,0,2,3,1,15,16
330.0,2016,44,0,2,3,0,18,31
330.0,2017,93,0,6,5,1,46,59
330.0,2018,121,0,2,3,0,47,79
330.0,2019,20,0,0,0,0,7,13
331.0,2015,6,0,1,0,0,2,5
331.0,2016,10,0,1,1,0,4,8
331.0,2017,31,0,4,0,0,14,21
331.0,2018,46,0,0,0,1,16,31
331.0,2019,10,0,0,0,0,2,8
332.0,2015,11,0,0,1,2,7,7
332.0,2016,26,0,0,0,2,2,26
332.0,2017,55,0,9,0,1,29,36
332.0,2018,57,0,1,0,1,24,35
332.0,2019,12,0,0,0,1,4,9
333.0,2015,29,0,0,0,1,10,20
333.0,2016,41,0,1,0,1,20,23
333.0,2017,65,0,5,1,2,35,38
333.0,2018,142,0,0,2,2,74,72
333.0,2019,22,0,0,0,0,6,16
334.0,2015,23,0,0,1,0,11,13
334.0,2016,26,0,0,0,0,12,14
334.0,2017,89,0,0,0,0,46,43
334.0,2018,147,0,0,0,0,82,65
334.0,2019,4,0,0,0,0,1,3
335.0,2015,56,0,2,1,1,24,36
335.0,2016,89,0,3,3,1,31,65
335.0,2017,154,0,17,7,3,78,103
335.0,2018,194,0,6,1,2,93,110
335.0,2019,25,0,0,0,0,7,18
336.0,2015,39,0,1,1,1,15,27
336.0,2016,39,0,3,2,3,21,26
336.0,2017,116,0,2,1,4,44,79
336.0,2018,219,0,1,2,5,86,141
336.0,2019,35,0,1,0,1,14,23
337.0,2015,29,0,2,3,2,14,22
337.0,2016,40,0,0,3,2,19,26
337.0,2017,113,1,7,1,4,59,67
337.0,2018,177,1,2,3,4,68,119
337.0,2019,25,0,0,0,0,8,17
338.0,2015,12,0,0,0,0,7,5
338.0,2016,8,0,0,0,0,4,4
338.0,2017,43,0,1,0,1,17,28
338.0,2018,75,0,0,0,0,30,45
338.0,2019,9,0,0,0,0,5,4
339.0,2015,43,0,0,0,1,16,28
339.0,2016,57,0,1,1,2,23,38
339.0,2017,90,0,4,1,3,43,55
339.0,2018,167,0,2,3,0,65,107
339.0,2019,16,0,0,0,0,4,12
340.0,2015,63,0,3,1,1,25,43
340.0,2016,81,0,2,6,0,30,59
340.0,2017,190,0,6,5,3,80,124
340.0,2018,266,0,3,6,1,110,166
340.0,2019,41,0,0,1,0,18,24
341.0,2015,75,0,0,4,1,36,44
341.0,2016,61,2,0,1,6,30,40
341.0,2017,149,0,0,1,1,61,90
341.0,2018,192,0,4,3,1,92,108
341.0,2019,46,0,0,0,0,23,23
342.0,2015,88,0,4,0,3,52,43
342.0,2016,79,0,1,0,2,36,45
342.0,2017,177,0,3,2,5,95,92
342.0,2018,280,0,3,0,1,134,150
342.0,2019,54,0,0,0,0,30,24
343.0,2015,37,0,1,0,1,14,25
343.0,2016,31,0,0,0,2,12,21
343.0,2017,77,0,7,3,1,35,53
343.0,2018,130,0,5,3,0,48,90
343.0,2019,24,0,0,0,0,5,19
344.0,2015,81,0,1,0,4,37,49
344.0,2016,106,0,5,5,4,59,61
344.0,2017,224,0,7,11,11,98,155
344.0,2018,305,0,7,8,2,139,183
344.0,2019,56,0,1,1,0,21,37
345.0,2015,78,0,2,1,3,29,55
345.0,2016,74,0,3,0,1,31,47
345.0,2017,208,0,11,10,5,91,143
345.0,2018,276,0,6,0,3,124,161
345.0,2019,56,0,0,0,0,22,34
346.0,2015,34,0,4,0,0,22,16
346.0,2016,33,1,3,1,0,19,19
346.0,2017,65,0,1,2,0,36,32
346.0,2018,92,0,1,2,1,55,41
346.0,2019,18,0,0,0,0,3,15
347.0,2015,5,0,0,0,0,0,5
347.0,2016,5,0,0,0,0,4,1
347.0,2017,9,0,0,0,0,2,7
347.0,2018,13,0,0,1,0,7,7
347.0,2019,2,0,0,0,0,0,2
348.0,2015,58,0,1,0,4,32,31
348.0,2016,56,1,1,0,0,24,34
348.0,2017,97,0,1,0,1,48,51
348.0,2018,113,0,5,0,1,42,77
348.0,2019,14,0,0,0,0,2,12
349.0,2015,50,1,10,1,0,42,20
349.0,2016,45,0,0,1,2,14,34
349.0,2017,101,1,0,2,0,50,54
349.0,2018,93,0,1,0,2,43,53
349.0,2019,14,0,0,0,0,4,10
350.0,2015,19,1,1,0,0,7,14
350.0,2016,34,0,2,1,1,15,23
350.0,2017,68,0,1,0,0,28,41
350.0,2018,103,1,4,2,1,45,65
350.0,2019,11,0,0,0,0,4,7
351.0,2015,51,0,1,0,0,27,25
351.0,2016,82,0,4,0,3,40,49
351.0,2017,292,0,3,8,7,134,176
351.0,2018,208,0,5,1,1,108,106
351.0,2019,27,0,0,0,0,16,11
352.0,2015,33,0,0,0,0,11,22
352.0,2016,61,1,1,1,0,25,39
352.0,2017,213,0,2,6,8,100,129
352.0,2018,201,0,1,2,0,106,98
352.0,2019,26,0,0,0,0,11,15
353.0,2015,45,1,1,1,0,17,31
353.0,2016,50,2,2,0,0,29,25
353.0,2017,150,0,3,0,0,70,83
353.0,2018,215,0,10,0,0,107,118
353.0,2019,46,0,0,0,0,20,26
354.0,2015,139,0,11,0,0,74,76
354.0,2016,170,0,5,1,0,68,108
354.0,2017,401,0,2,1,3,212,195
354.0,2018,754,1,7,2,0,365,399
354.0,2019,130,0,0,2,0,56,76
355.0,2015,103,3,10,1,0,37,80
355.0,2016,148,7,4,0,0,62,97
355.0,2017,371,4,7,5,7,150,244
355.0,2018,537,5,12,0,3,212,345
355.0,2019,100,1,2,0,0,45,58
356.0,2015,79,0,1,1,4,35,50
356.0,2016,101,0,6,0,2,45,64
356.0,2017,188,0,3,8,4,99,104
356.0,2018,234,0,5,0,2,102,139
356.0,2019,37,0,0,0,0,14,23
357.0,2015,33,0,0,1,0,8,26
357.0,2016,29,0,2,0,4,13,22
357.0,2017,63,0,0,4,2,22,47
357.0,2018,83,0,1,1,0,32,53
357.0,2019,10,0,0,0,0,5,5
358.0,2015,11,0,1,0,1,4,9
358.0,2016,16,0,0,0,0,4,12
358.0,2017,35,0,2,1,1,14,25
358.0,2018,44,0,0,0,0,21,23
358.0,2019,5,0,0,0,0,1,4
359.0,2015,35,3,9,0,3,18,32
359.0,2016,46,7,6,1,3,21,42
359.0,2017,91,7,7,5,12,39,83
359.0,2018,105,1,12,3,5,43,83
359.0,2019,12,0,0,0,0,8,4
360.0,2015,40,0,6,2,2,18,32
360.0,2016,44,1,2,9,2,18,40
360.0,2017,155,1,3,6,7,71,100
360.0,2018,203,1,2,1,2,87,122
360.0,2019,45,0,0,1,0,16,30
361.0,2015,68,16,4,1,3,25,67
361.0,2016,112,5,9,1,4,52,79
361.0,2017,200,10,1,1,5,61,156
361.0,2018,268,14,1,3,6,97,193
361.0,2019,47,3,0,0,0,24,26
362.0,2015,60,1,5,0,2,22,46
362.0,2016,38,1,4,0,2,10,35
362.0,2017,102,0,1,2,6,33,78
362.0,2018,139,2,8,3,2,63,91
362.0,2019,19,1,0,0,0,8,12
363.0,2015,136,0,2,1,6,54,90
363.0,2016,140,1,9,2,3,61,94
363.0,2017,408,2,5,5,7,165,262
363.0,2018,629,0,17,4,3,278,374
363.0,2019,112,0,2,1,1,43,73
364.0,2015,43,0,2,3,9,14,43
364.0,2016,57,1,4,1,13,32,44
364.0,2017,131,0,6,2,6,65,80
364.0,2018,184,1,21,7,2,97,118
364.0,2019,49,0,6,1,0,17,38
365.0,2015,10,0,1,1,0,4,8
365.0,2016,8,0,1,0,0,4,5
365.0,2017,33,0,2,2,2,20,19
365.0,2018,65,0,0,0,0,21,44
365.0,2019,13,0,0,0,0,3,10
366.0,2015,15,0,3,2,0,9,11
366.0,2016,16,0,0,1,0,4,13
366.0,2017,45,1,1,2,2,21,30
366.0,2018,49,1,3,4,1,29,29
366.0,2019,7,0,3,0,0,7,3
367.0,2015,19,0,2,2,0,6,17
367.0,2016,26,0,2,0,2,6,24
367.0,2017,62,0,9,6,2,29,50
367.0,2018,80,0,1,4,1,27,59
367.0,2019,21,0,0,0,1,6,16
368.0,2015,14,0,0,3,0,6,11
368.0,2016,21,0,0,2,2,9,16
368.0,2017,58,0,4,1,5,25,43
368.0,2018,97,0,2,0,7,40,66
368.0,2019,13,0,0,0,1,3,11
369.0,2015,30,0,0,5,3,8,30
369.0,2016,29,0,0,4,0,13,20
369.0,2017,85,1,7,1,3,35,62
369.0,2018,78,0,3,1,3,30,55
369.0,2019,19,0,0,0,0,5,14
370.0,2015,61,0,1,2,1,21,44
370.0,2016,84,2,3,14,3,27,79
370.0,2017,101,2,13,19,7,44,98
370.0,2018,167,3,5,10,2,62,125
370.0,2019,24,0,1,0,0,10,15
371.0,2015,80,4,5,4,6,34,65
371.0,2016,93,4,10,1,5,36,77
371.0,2017,188,1,10,10,5,84,130
371.0,2018,248,3,38,4,3,113,183
371.0,2019,59,0,8,0,0,20,47
372.0,2015,15,0,0,1,2,8,10
372.0,2016,18,0,4,5,3,9,21
372.0,2017,36,0,3,7,1,19,28
372.0,2018,31,0,3,9,1,11,33
372.0,2019,8,0,0,0,0,1,7
373.0,2015,24,0,4,11,2,10,31
373.0,2016,47,0,9,11,3,25,45
373.0,2017,77,0,9,24,9,43,76
373.0,2018,101,0,3,15,10,47,82
373.0,2019,15,0,0,4,4,10,13
374.0,2015,29,0,2,7,3,7,34
374.0,2016,52,1,5,9,1,25,43
374.0,2017,79,1,10,9,13,43,69
374.0,2018,124,0,9,15,5,58,95
374.0,2019,14,0,0,4,1,2,17
375.0,2015,18,0,1,0,1,5,15
375.0,2016,22,0,0,3,2,8,19
375.0,2017,54,0,9,2,2,29,38
375.0,2018,95,0,1,7,2,35,70
375.0,2019,15,0,1,0,0,6,10
376.0,2015,1,0,1,1,4,2,5
376.0,2016,8,0,1,2,0,5,6
376.0,2017,29,0,4,8,0,12,29
376.0,2018,26,0,2,13,2,19,24
376.0,2019,5,0,0,1,0,0,6
377.0,2015,9,0,2,3,1,7,8
377.0,2016,18,0,0,3,0,9,12
377.0,2017,40,0,3,6,2,20,31
377.0,2018,43,0,1,7,0,26,25
377.0,2019,9,0,0,0,3,5,7
378.0,2015,25,0,2,8,3,13,25
378.0,2016,22,1,1,4,2,10,20
378.0,2017,66,0,5,12,3,33,53
378.0,2018,89,0,3,13,5,38,72
378.0,2019,18,0,0,4,0,7,15
379.0,2015,19,3,2,5,4,8,25
379.0,2016,22,0,2,1,2,14,13
379.0,2017,40,0,5,7,3,21,34
379.0,2018,43,1,2,8,2,31,25
379.0,2019,15,0,0,0,0,8,7
380.0,2015,27,0,2,2,4,14,21
380.0,2016,46,0,2,5,2,22,33
380.0,2017,92,1,2,5,6,52,54
380.0,2018,63,1,3,4,4,32,43
380.0,2019,24,1,0,0,0,10,15
381.0,2015,26,2,2,3,3,16,20
381.0,2016,28,0,3,3,7,14,27
381.0,2017,146,0,8,7,0,73,88
381.0,2018,206,0,4,9,4,108,115
381.0,2019,41,0,0,1,0,27,15
382.0,2015,30,5,9,14,12,19,51
382.0,2016,75,1,5,20,7,42,66
382.0,2017,176,2,17,41,7,95,148
382.0,2018,244,1,11,36,12,131,173
382.0,2019,47,0,0,4,3,19,35
383.0,2015,18,0,0,1,0,9,10
383.0,2016,21,0,0,1,0,10,11
383.0,2017,52,0,2,0,0,25,29
383.0,2018,69,0,1,0,1,28,43
383.0,2019,10,0,0,0,0,3,7
384.0,2015,41,0,2,0,12,20,35
384.0,2016,70,0,4,2,17,29,64
384.0,2017,249,0,14,4,4,126,145
384.0,2018,363,0,6,3,12,185,199
384.0,2019,73,0,2,0,5,35,45
385.0,2015,45,0,1,1,5,20,32
385.0,2016,67,0,2,6,2,21,56
385.0,2017,166,0,10,2,4,91,91
385.0,2018,168,0,2,3,1,77,97
385.0,2019,25,0,0,0,1,14,12
386.0,2015,39,1,3,13,5,19,42
386.0,2016,79,0,3,10,1,27,66
386.0,2017,154,0,17,9,2,79,102
386.0,2018,277,0,9,15,6,119,188
386.0,2019,50,1,0,1,2,25,29
387.0,2015,20,0,0,0,0,10,10
387.0,2016,31,0,0,4,0,10,25
387.0,2017,40,0,8,1,2,30,21
387.0,2018,40,0,1,1,0,16,26
387.0,2019,3,0,0,0,0,0,3
388.0,2015,12,0,0,3,4,5,14
388.0,2016,18,2,1,6,3,8,22
388.0,2017,37,0,2,7,0,15,31
388.0,2018,77,0,1,1,2,38,43
388.0,2019,15,0,0,1,0,5,11
389.0,2015,146,1,1,23,6,60,117
389.0,2016,185,5,8,58,6,90,171
389.0,2017,451,2,12,57,5,206,321
389.0,2018,589,0,15,40,7,260,391
389.0,2019,118,1,1,4,0,54,70
390.0,2015,23,0,1,10,3,13,24
390.0,2016,57,0,2,34,7,33,67
390.0,2017,144,0,5,24,6,68,111
390.0,2018,199,0,12,27,13,98,152
390.0,2019,31,0,0,5,3,15,24
391.0,2015,34,1,2,12,5,19,35
391.0,2016,34,1,3,13,7,19,39
391.0,2017,90,1,5,14,4,42,72
391.0,2018,142,1,3,15,5,75,91
391.0,2019,19,0,2,1,0,9,13
392.0,2015,13,0,0,2,2,7,10
392.0,2016,37,0,0,2,0,17,22
392.0,2017,92,0,4,1,3,58,42
392.0,2018,102,0,1,3,2,46,62
392.0,2019,13,0,1,1,0,6,9
393.0,2015,9,0,0,2,0,3,8
393.0,2016,17,0,0,1,0,6,12
393.0,2017,36,1,3,1,1,17,25
393.0,2018,64,0,1,0,3,30,38
393.0,2019,10,0,0,0,0,3,7
394.0,2015,25,0,4,10,8,17,30
394.0,2016,57,0,4,11,7,24,55
394.0,2017,94,0,9,15,17,37,98
394.0,2018,135,2,6,25,11,66,113
394.0,2019,21,0,1,4,2,11,17
395.0,2015,49,0,4,0,0,22,31
395.0,2016,52,0,1,0,2,27,28
395.0,2017,96,0,3,1,0,35,65
395.0,2018,112,0,2,1,0,56,59
395.0,2019,17,0,0,0,0,5,12
396.0,2015,27,1,4,12,7,12,39
396.0,2016,59,2,7,13,13,30,64
396.0,2017,94,2,1,17,6,46,74
396.0,2018,111,1,14,7,15,61,87
396.0,2019,13,0,1,2,3,5,14
397.0,2015,26,1,4,3,1,12,23
397.0,2016,18,0,2,1,3,8,16
397.0,2017,43,0,0,6,4,15,38
397.0,2018,71,0,5,1,5,26,56
397.0,2019,8,0,0,0,0,2,6
398.0,2015,32,0,0,4,3,9,30
398.0,2016,38,0,2,6,7,15,38
398.0,2017,39,0,2,4,5,14,36
398.0,2018,60,0,1,6,2,21,47
398.0,2019,11,0,0,1,1,4,9
399.0,2015,37,1,2,1,3,15,29
399.0,2016,47,2,1,0,9,19,40
399.0,2017,74,1,5,3,3,40,46
399.0,2018,100,3,5,3,5,48,68
399.0,2019,20,0,1,0,0,14,7
400.0,2015,19,0,1,3,4,7,20
400.0,2016,24,0,4,1,1,8,22
400.0,2017,32,1,3,3,2,16,25
400.0,2018,60,0,1,0,2,23,40
400.0,2019,17,0,1,0,1,11,8
401.0,2015,23,0,2,6,1,8,24
401.0,2016,73,2,0,2,6,14,69
401.0,2017,51,0,3,1,2,25,32
401.0,2018,59,0,4,4,4,31,40
401.0,2019,14,0,1,1,0,6,10
402.0,2015,34,0,0,0,4,11,27
402.0,2016,39,0,1,1,5,10,36
402.0,2017,53,0,2,0,0,23,32
402.0,2018,48,0,1,5,3,24,33
402.0,2019,12,0,0,0,0,9,3
403.0,2015,9,0,0,3,1,4,9
403.0,2016,10,0,2,1,2,3,12
403.0,2017,28,0,1,1,2,13,19
403.0,2018,36,0,1,0,2,13,25
403.0,2019,6,0,0,0,0,2,4
404.0,2015,2,0,1,0,0,1,2
404.0,2016,4,0,0,0,0,1,3
404.0,2017,2,0,0,0,0,0,2
404.0,2018,5,0,0,0,0,2,3
405.0,2015,23,0,3,3,3,8,24
405.0,2016,32,0,4,0,4,18,22
405.0,2017,68,0,4,11,6,35,54
405.0,2018,62,1,6,18,13,33,67
405.0,2019,10,0,0,0,0,2,8
406.0,2015,7,0,0,0,1,3,5
