codigo_upz,AÑO,quarter,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
9.0,2022,4,10,5,0,17,10,0,7,35,128953,61115,67838,3.2570006126263054,0.7754763363395966,0.3877381681697983,0.0,1.3183097717773145,0.7754763363395966,5.726908287654422,1.031870043338542
9.0,2023,1,0,2,0,12,21,0,4,31,129766,61488,68278,2.6971625849606213,0.0,0.1541235762834641,0.0,0.9247414577007844,1.6182975509763728,5.041634139994796,0.5858402413661794
9.0,2023,2,0,1,0,6,7,0,1,13,129766,61488,68278,1.0788650339842487,0.0,0.07706178814173205,0.0,0.4623707288503922,0.5394325169921244,2.114233671610721,0.14646006034154485
9.0,2023,3,0,6,0,10,9,0,4,21,129766,61488,68278,1.9265447035433012,0.0,0.4623707288503922,0.0,0.7706178814173203,0.6935560932755883,3.4153005464480874,0.5858402413661794
10.0,2015,1,57,0,6,2,0,0,29,36,26931,12379,14552,24.1357543351528,21.165199955441683,0.0,2.227915784783335,0.7426385949277784,0.0,29.081509007189595,19.928532160527762
10.0,2015,2,42,2,2,2,0,0,22,26,26931,12379,14552,17.82332627826668,15.595410493483346,0.7426385949277784,0.7426385949277784,0.7426385949277784,0.0,21.00331206074804,15.118196811434853
10.0,2015,3,29,1,3,0,2,0,20,15,26931,12379,14552,12.996175411236122,10.768259626452785,0.3713192974638892,1.1139578923916675,0.0,0.7426385949277784,12.117295419662332,13.743815283122593
10.0,2015,4,39,1,3,3,0,0,27,19,26931,12379,14552,17.080687683338905,14.481452601091679,0.3713192974638892,1.1139578923916675,1.1139578923916675,0.0,15.348574198238953,18.554150632215503
10.0,2016,1,39,1,4,1,2,0,22,25,28276,12981,15295,16.621870137218846,13.792615645777339,0.3536568114301882,1.4146272457207527,0.3536568114301882,0.7073136228603764,19.258916878514754,14.383785550833604
10.0,2016,2,45,0,9,3,1,0,26,32,28276,12981,15295,20.512095062950912,15.914556514358468,0.0,3.1829113028716933,1.0609704342905646,0.3536568114301882,24.651413604498885,16.999019287348805
10.0,2016,3,75,0,6,2,1,0,38,46,28276,12981,15295,29.707172160135805,26.52426085726411,0.0,2.121940868581129,0.7073136228603764,0.3536568114301882,35.43640705646715,24.84472049689441
10.0,2016,4,68,1,8,2,0,0,40,39,28276,12981,15295,27.938888102984862,24.048663177252795,0.3536568114301882,2.8292544914415054,0.7073136228603764,0.0,30.043910330483016,26.15233736515201
10.0,2017,1,74,2,0,1,1,0,30,48,29655,13597,16058,26.302478502781995,24.953633451357277,0.6744225257123588,0.0,0.3372112628561794,0.3372112628561794,35.30190483194823,18.682276746792876
10.0,2017,2,80,0,1,1,1,0,30,53,29655,13597,16058,27.98853481706289,26.97690102849435,0.0,0.3372112628561794,0.3372112628561794,0.3372112628561794,38.97918658527616,18.682276746792876
10.0,2017,3,119,0,1,5,1,0,57,69,29655,13597,16058,42.48861911987861,40.12814027988535,0.0,0.3372112628561794,1.6860563142808969,0.3372112628561794,50.74648819592557,35.49632581890646
10.0,2017,4,157,0,0,1,1,0,68,91,29655,13597,16058,53.61659079413253,52.94216826842017,0.0,0.0,0.3372112628561794,0.3372112628561794,66.92652791056851,42.346493959397186
10.0,2018,1,182,2,16,8,2,1,100,108,31194,14327,16867,67.32063858434314,58.34455343976406,0.6411489388985061,5.129191511188049,2.5645957555940244,0.6411489388985061,75.38214559921826,59.28736586233474
10.0,2018,2,180,0,6,4,0,0,90,100,31194,14327,16867,60.90914919535808,57.70340450086555,0.0,1.9234468166955183,1.2822978777970122,0.0,69.79828296223913,53.35862927610126
