codigo_upz,AÑO,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index_eb,theft_to_people_index_eb,homicide_index_eb,sexual_index_eb,theft_to_vehicle_index_eb,theft_to_motorbike_index_eb,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
99.0,2015,1083,4,35,9,16,497,650,23081,11315,11766,494.47858437618663,467.1944367216436,1.7517227705476084,13.18670258427113,3.7779095701007956,6.484358408573871,496.9455396213335,469.2171049781205,1.7330271652008145,15.163987695507126,3.899311121701833,6.932108660803258,574.4586831639416,422.4035356110828
100.0,2015,508,3,33,17,25,240,346,33449,15280,18169,174.71777696737456,151.50285007066446,1.0104486393951737,9.116877496604396,4.855451596194527,7.073817943208669,175.19208347035786,151.873000687614,0.896887799336303,9.865765792699333,5.082364196239051,7.474064994469192,226.43979057591625,132.0931256535858
101.0,2015,631,3,17,25,26,281,421,25575,11819,13756,273.37096677434505,245.84038395586802,1.2746260536847394,6.237250960719144,8.794099178320213,9.210038433263419,274.4868035190616,246.72531769305965,1.1730205278592376,6.64711632453568,9.775171065493646,10.166177908113392,356.20610880785176,204.2744984006979
102.0,2015,979,68,70,18,41,354,821,36187,17240,18947,324.0102146022085,269.84164940124344,16.90160484873726,17.482300426382718,4.774373684897836,10.473441664871494,324.9785834692016,270.53914389145274,18.791278635974244,19.343963301738192,4.974161991875536,11.33003564816094,476.2180974477958,186.83696627434423
103.0,2015,50,0,2,0,6,17,41,1566,825,741,346.1752474565443,301.00477873523266,1.373264145514294,6.199537480871158,2.327132057888109,12.341395282363957,370.3703703703703,319.28480204342276,0.0,12.77139208173691,0.0,38.314176245210724,496.969696969697,229.41970310391363
104.0,2015,152,3,13,4,9,72,109,2932,1459,1473,593.5648463142213,501.23329628964854,5.136112885702124,18.905687064573282,7.319570403423419,13.961442112977709,617.3260572987722,518.4174624829468,10.231923601637106,44.33833560709414,13.642564802182811,30.695770804911323,747.0870459218643,488.79837067209775
105.0,2015,39,0,2,1,7,22,27,1908,1049,859,243.8444886504805,195.4127091177644,1.300450978555409,5.895199389376841,3.7762846209157614,13.156762985997574,256.8134171907757,204.40251572327043,0.0,10.482180293501049,5.241090146750524,36.68763102725367,257.38798856053387,256.1117578579744
106.0,2015,149,0,15,10,5,82,97,35069,15445,19624,51.04284478616737,42.47245193967115,0.2117613649027075,4.263143346435691,2.884782440028495,1.8200197642717386,51.04223103025464,42.48766717043543,0.0,4.2772819299096065,2.851521286606405,1.4257606433032024,62.80349627711233,41.78556869139829
107.0,2015,234,0,7,11,7,105,154,25472,11346,14126,101.42703547427112,91.63490384889518,0.27947187359034964,2.9829050038074065,4.144510885331975,3.042349622314294,101.68027638190955,91.86557788944724,0.0,2.7481155778894473,4.318467336683417,2.7481155778894473,135.73065397496916,74.33102081268582
108.0,2015,272,4,14,22,19,102,229,5506,2769,2737,588.6245429725423,485.17275936093716,4.815620813445606,15.24603533509639,23.51750443054875,19.95656299329777,601.1623683254631,494.00653832183076,7.26480203414457,25.426807119505995,39.95641118779513,34.50780966218671,827.0133622246298,372.67080745341616
109.0,2015,134,0,8,3,22,70,97,19748,8759,10989,84.34996325883452,67.68919821370949,0.34532970329609175,4.074308281309827,1.8181939860130112,9.75829541642233,84.56552562284789,67.85497265545878,0.0,4.05104314360948,1.519141178853555,11.140368644926069,110.74323552917,63.7000637000637
110.0,2015,243,0,8,16,14,105,176,42001,19634,22367,66.85532106413443,57.8033977384576,0.1802222539973364,2.147701839265764,3.7460855040388616,3.4601670883518088,66.90316897216734,57.8557653389205,0.0,1.9047165543677531,3.8094331087355062,3.333253970143568,89.64041968014669,46.944158805382926
111.0,2015,155,1,26,4,34,74,146,9493,6848,2645,229.33935885318326,161.85546032968276,1.3101465829882664,19.315245686674327,3.873647135464016,24.756786175256252,231.74971031286213,163.27820499315283,1.0534077741493733,27.388602127883704,4.213631096597493,35.81586432107869,213.20093457943923,279.77315689981094
112.0,2015,264,1,13,16,19,108,205,37231,17208,20023,83.95674532111603,70.811608482994,0.4401896829800384,3.5722684043246082,4.17485798234153,5.028278133608302,84.0697268405361,70.90865139265667,0.26859337648733583,3.491713894335366,4.297494023797373,5.10327415325938,119.1306369130637,53.93797133296708
113.0,2015,130,1,6,21,16,63,111,33712,15893,17819,51.612137978513964,38.558723749813254,0.4806827333422877,2.091017341449374,5.870328519662971,4.711875746530531,51.61366872330328,38.561936402467964,0.29663028001898434,1.7797816801139061,6.2292358803986705,4.746084480303749,69.84206883533632,35.35551938941579
114.0,2015,207,2,13,26,9,87,170,41956,19382,22574,61.22398965334729,49.306982447072876,0.6105212467997448,3.2132539504891486,5.904919749775485,2.402707805975708,61.25464772618934,49.3374010868529,0.4766898655734579,3.0984841262274765,6.196968252454953,2.1451043950805606,87.71024662057579,38.53991317444848
115.0,2015,127,0,6,8,7,52,96,17116,8093,9023,86.20616017654629,73.96844842835745,0.38729577598895565,3.655975345231364,4.359337685879431,4.182553702318473,86.46880112175742,74.19957934096752,0.0,3.505491937368544,4.673989249824726,4.089740593596635,118.62103052020264,57.63049983375817
116.0,2015,76,0,23,16,7,40,82,11648,5508,6140,104.1551348683995,64.99136685628201,0.5180995316565776,15.028090311409217,10.812286316415614,5.5416185212489815,104.73901098901098,65.24725274725274,0.0,19.74587912087912,13.736263736263737,6.009615384615385,148.87436456063907,65.14657980456026
117.0,2015,67,0,4,1,1,30,43,680,429,251,911.0941973761151,854.7142316405032,1.6062544787114614,10.64177170654127,4.6814050924371085,5.674807186044538,1073.5294117647059,985.2941176470588,0.0,58.8235294117647,14.705882352941176,14.705882352941176,1002.3310023310024,1195.219123505976
1.0,2016,70,0,4,1,1,32,44,2646,1320,1326,277.48588448388807,256.00323982397754,0.5764802948058814,8.705348882887225,3.7089268139849856,4.070824495663387,287.2260015117158,264.55026455026456,0.0,15.117157974300833,3.779289493575208,3.779289493575208,333.3333333333333,241.3273001508296
2.0,2016,45,1,3,0,0,16,33,3173,1568,1605,151.15789698699228,138.78750456371222,2.7423829601265557,6.672146743584495,1.7512568809017155,2.390536591308806,154.42798613299718,141.82161991805862,3.1515915537346357,9.454774661203908,0.0,0.0,210.45918367346937,99.68847352024923
3.0,2016,18,0,0,0,0,7,11,1941,937,1004,91.15745702283155,90.53060033431525,0.7017346838209,3.007191639448884,2.1938720115039176,2.8817109714931157,92.7357032457496,92.7357032457496,0.0,0.0,0.0,0.0,117.39594450373532,69.7211155378486
9.0,2016,218,13,190,19,11,267,184,115721,54943,60778,39.001505221605704,18.870043450984475,1.130333160881864,16.01926932447561,1.6914154371351315,1.0626415920758934,38.97304724293775,18.838413079734877,1.1233916056722635,16.41880039059462,1.641880039059462,0.9505621278765306,33.48925249804343,43.930369541610446
10.0,2016,227,2,27,8,4,126,142,28276,12981,15295,94.65660495594045,80.16933030547794,0.7531150144785888,8.918557918261563,2.9059739917957805,1.7716394002721754,94.78002546329041,80.28009619465271,0.7073136228603764,9.548733908615079,2.8292544914415054,1.4146272457207527,109.3906478699638,82.37986270022884
11.0,2016,252,10,26,5,7,139,159,68372,32535,35837,43.91701431713093,36.88153806707888,1.4678989046771422,3.8393891068729413,0.8511838903663965,1.2050608485918355,43.87761071783771,36.85719300298368,1.4625870239279235,3.8027262622126012,0.7312935119639618,1.0238109167495466,48.87044721069617,38.786728799843736
12.0,2016,353,1,10,16,7,153,234,58538,26946,31592,66.11071819687372,60.286840654377734,0.2051569573398436,1.8847371330369604,2.77679902771934,1.3943878572270438,66.1109023198606,60.30270935119068,0.1708292049608801,1.708292049608801,2.7332672793740818,1.1958044347261607,86.84034736138945,48.42998227399342
13.0,2016,656,2,31,10,2,293,408,120487,53278,67209,58.18847472003624,54.44337205046511,0.18291168459424084,2.6337399037922347,0.8968857744361098,0.2993291563809889,58.180550598819785,54.44570783570012,0.16599301169420766,2.572891681260219,0.8299650584710383,0.16599301169420766,76.57945118059988,43.59535181300124
14.0,2016,314,0,22,3,5,142,202,39260,18344,20916,87.55414624008374,79.90060519636836,0.05613264731757457,5.4984133997065365,0.9644634247933119,1.5532471408167738,87.62098828323994,79.97962302598064,0.0,5.603667855323485,0.7641365257259297,1.273560876209883,110.11774967291757,67.89061005928475
15.0,2016,165,1,4,1,1,67,105,24687,11016,13671,69.65436610281921,66.77006923130679,0.47235853408675016,2.017201481339359,0.7492296568527412,0.9490979432970943,69.67229716044882,66.83679669461661,0.4050714951188885,1.620285980475554,0.4050714951188885,0.4050714951188885,95.31590413943354,49.00885085216883
16.0,2016,688,2,20,4,16,303,427,66113,29506,36607,110.33532438789646,103.9769781894981,0.3304364556719862,3.107348853501703,0.7342022904979217,2.5264904516820303,110.41701329541844,104.06425362636698,0.3025123651929273,3.025123651929273,0.6050247303858546,2.4200989215434183,144.71632888226122,82.77105471631108
17.0,2016,217,3,8,16,0,104,140,47566,22136,25430,51.33477809993634,45.635423196601856,0.660468969602583,1.8979107892841114,3.380112135299021,0.3347290348103498,51.297145019551785,45.62082159525711,0.630702602699407,1.6818736071984193,3.3637472143968385,0.0,63.24539212143115,40.89657884388517
18.0,2016,224,3,21,16,3,112,155,78362,36404,41958,34.12225121845215,28.618209657253118,0.40515469023382505,2.7666417365619207,2.0996738268940134,0.5736561457495387,34.07263724764554,28.585283683417984,0.3828386207600623,2.679870345320436,2.041805977386999,0.3828386207600623,42.577738710031866,26.693360026693362
19.0,2016,390,4,22,22,10,172,276,96516,44279,52237,46.44189957970579,40.42099060229089,0.43219239863867087,2.3664575528845493,2.3197102362813675,1.1661308607513694,46.41717435451117,40.407808031828914,0.41443905673670683,2.2794148120518876,2.2794148120518876,1.0360976418417671,62.33203098534294,32.92685261404752
20.0,2016,286,1,4,1,10,126,176,39891,17936,21955,75.67680291639508,71.64054604287482,0.2980222425230909,1.3184635189320115,0.4832306360007157,2.6687016972488995,75.70629966659146,71.69536988293099,0.2506831114787797,1.0027324459151188,0.2506831114787797,2.5068311147877966,98.12667261373774,57.39011614666364
21.0,2016,339,1,9,8,11,151,217,27482,12497,14985,133.606111256414,123.06654265399895,0.42649409380550624,3.426243307795548,2.981834646602962,4.035849928083765,133.90582927006767,123.35346772432865,0.3638745360599665,3.2748708245396987,2.910996288479732,4.002619896659632,173.6416740017604,100.76743410076745
22.0,2016,490,4,40,28,30,212,380,65061,31544,33517,90.94484462951893,75.27413350167284,0.6370392914979972,6.050598700494221,4.275256531915588,4.590522194476648,90.99153102473063,75.31393615222638,0.6148076420589909,6.148076420589908,4.303653494412935,4.611057315442431,120.4666497590667,63.25148432138915
23.0,2016,138,1,12,14,5,55,115,49615,22988,26627,34.34165293086975,27.867848222024538,0.24110865871141712,2.5714163671570622,2.8677126295569386,1.2535669127133788,34.263831502569786,27.814169102086062,0.2015519500151164,2.4186234001813967,2.8217273002116294,1.007759750075582,50.026100574212634,20.655725391519887
24.0,2016,375,1,47,14,13,203,246,75953,34712,41241,59.25802011269522,49.3763251781709,0.15891104843394882,6.101838669458461,1.9102640197089613,1.8408017332320754,59.24716601055916,49.37263834213263,0.1316603689123537,6.188037338880624,1.8432451647729517,1.711584795860598,70.86886379350081,49.222860745374746
25.0,2016,206,0,5,9,7,83,144,38573,17512,21061,58.872046316937556,53.40093010197952,0.05709970539314717,1.5941606086907647,2.425981908747206,2.0474533180145387,58.849454281492235,53.405231638711015,0.0,1.2962434863764811,2.3332382754776657,1.8147408809270733,82.22932846048424,39.4093347894212
26.0,2016,647,7,31,48,45,300,478,99846,47464,52382,77.90549167061242,64.78549567641618,0.7145539526668034,3.1572276528051733,4.7742390900799005,4.497344041734909,77.91999679506439,64.79979167918594,0.701079662680528,3.104781363299481,4.807403401237906,4.506940688660537,100.70790493847969,57.27158184109045
27.0,2016,621,12,40,41,49,308,455,163927,76816,87111,46.5595785781644,37.89218697953833,0.7400375159582273,2.4883826538206324,2.521231888741025,3.01983975814828,46.54510849341475,37.882716087038744,0.732033161102198,2.4401105370073264,2.5011133004325092,2.9891354078339747,59.23245157258904,35.357187955596885
28.0,2016,839,32,102,25,83,461,620,262149,125581,136568,41.24760895325457,32.01310693905273,1.2232818066715054,3.899560633663106,0.9834451033637932,3.1828173224725216,41.23609092538976,32.004699617393165,1.2206798423797154,3.8909169975853426,0.9536561268591526,3.1661383411723865,49.37052579609973,33.75607755843243
29.0,2016,507,10,35,37,41,245,385,112786,53241,59545,55.868968186651124,44.95921007999533,0.8964605015165857,3.1499107396804926,3.2897997058936075,3.6569238972794165,55.857996559856716,44.952387707694214,0.8866348660294717,3.103222031103151,3.2805490043090453,3.635202950720834,72.31269134689431,41.14535225459737
30.0,2016,644,8,51,39,54,305,491,124272,59070,65202,64.05497431250815,51.8218830013855,0.6551977862223353,4.115191043590027,3.149973733113361,4.342644665731568,64.05304493369383,51.82181022273722,0.6437491953135059,4.1039011201236,3.1382773271533413,4.345307068366164,83.12171999322838,46.77770620533112
31.0,2016,404,1,15,43,26,174,315,65158,30469,34689,75.03149257216522,61.98598488668607,0.18472205830794203,2.4272931673731377,6.472082799106917,4.006163622122111,75.04834402529237,62.00313085116179,0.15347309616624205,2.3020964424936308,6.599343135148409,3.9903005003222938,103.38376710755195,50.159993081380264
32.0,2016,166,14,33,22,25,94,166,95716,46157,49559,27.213108665432134,17.3829357505556,1.4664741673841082,3.488556327095874,2.3385219615867525,2.678922367714571,27.163692590580467,17.342972961678296,1.4626603702620251,3.447699444189059,2.2984662961260396,2.611893518325045,35.96420911237732,18.96729151112815
33.0,2016,253,3,23,27,13,122,196,41623,20079,21544,76.60931921605295,60.76012386701475,0.751907699605025,5.432818502089831,6.299728077874652,3.224280780439729,76.64031905436899,60.78370131898229,0.7207553516084857,5.52579102899839,6.4867981644763715,3.123273190303438,97.61442302903531,56.62829558113628
34.0,2016,453,9,43,40,43,202,386,78777,38113,40664,74.62776188634436,57.49622725266643,1.1522988442170068,5.410458432546445,5.026207092001582,5.399826564139907,74.64107544080125,57.50409383449484,1.1424654404204273,5.4584459931198195,5.077624179646344,5.4584459931198195,101.27777923543148,49.67538855006886
35.0,2016,189,7,5,19,15,87,148,24922,11792,13130,94.15661258454772,75.73067220253559,2.7559540901062785,2.3465487256737765,7.204817400953616,5.772798729405855,94.29419789744001,75.83661022389856,2.8087633416258724,2.006259529732766,7.623786212984512,6.018778589198299,125.50881953867028,66.26047220106626
36.0,2016,396,14,20,51,38,171,348,46509,21989,24520,111.47220415051137,85.06580288374046,2.9757117919441116,4.313358779092906,10.531296619558654,7.856936482998508,111.59130490872735,85.14481068180353,3.0101700746092153,4.300242963727451,10.965619557504999,8.170461631082157,158.26094865614624,69.7389885807504
37.0,2016,245,7,16,21,22,103,208,37794,17193,20601,82.23590906371682,64.78733126722241,1.8486219499311565,4.255719469143262,5.418792608044458,5.669870277662952,82.28819389321056,64.82510451394401,1.852145843255543,4.2334762131555275,5.5564375297666295,5.82102979308885,120.97946838829756,49.99757293335275
38.0,2016,734,16,37,61,41,324,565,55092,26172,28920,161.15598416672654,133.06843929050777,2.877467956937774,6.563654954123547,10.696911276011967,7.224004818411403,161.3664415886154,133.23168518115153,2.904232919480142,6.716038626297829,11.072388005518043,7.442096856167865,215.87956594834174,112.03319502074689
39.0,2016,729,17,46,50,53,339,556,87575,42210,45365,102.14784081596255,83.20333198784274,1.9383368831340206,5.218256666069449,5.64249617791424,5.972698511052542,102.19811590065659,83.24293462746218,1.941193262917499,5.252640593776762,5.709391949757351,6.0519554667427915,131.72234067756457,74.72721260883941
40.0,2016,383,5,34,105,38,204,361,97517,46038,51479,57.948706129628675,39.28953619004135,0.5290078533913859,3.525171336857747,10.559366372285687,3.9113004988470457,57.93861583108587,39.27520329788653,0.5127311135494323,3.4865715721361403,10.767353384538081,3.896756462975686,78.41348451279379,39.62780939800695
41.0,2016,243,8,17,88,35,116,275,56465,26754,29711,69.23949170698882,43.052877017246445,1.424246792748484,3.1070131605610976,14.995217405945688,6.068710392228001,69.24643584521385,43.0355087222173,1.4168068715133266,3.0107146019658195,15.584875586646596,6.198530062870805,102.78836809449054,39.042778768806166
42.0,2016,755,16,76,94,80,340,681,130298,63494,66804,78.34731058188065,57.93896480689797,1.2330911711834238,5.792050883438107,7.135653313198385,6.083067376229405,78.3588389691323,57.94409737678245,1.2279543814947274,5.832783312099956,7.214231991281523,6.139771907473637,107.25422874602324,50.89515597868391
43.0,2016,314,4,19,53,27,160,257,71178,33844,37334,58.59822999012381,44.126860788217314,0.5832772122001795,2.764986426946451,7.295679979443276,3.8185188083383443,58.58551799713395,44.11475455899295,0.5619713956559611,2.6693641293658152,7.446120992441484,3.7933069206777374,75.93665051412363,42.85637756468634
44.0,2016,539,13,26,76,32,230,454,80178,38089,42089,85.52997679130743,67.20427781060597,1.6233936779256035,3.300924365462153,9.273009064667956,4.004114812794438,85.55962982364238,67.22542343286189,1.6213924019057597,3.2427848038115195,9.478909426525979,3.9911197585372546,119.19451810233926,54.64610705885148
45.0,2016,452,19,38,93,59,204,457,92553,44769,47784,71.41144199001901,48.84054966639588,2.0486215403211077,4.120677513253525,9.851588082053944,6.2860045401662,71.41853856709129,48.836882651021575,2.052877810551792,4.105755621103584,10.048296651648245,6.374725832766091,102.0795639840068,42.692114515318934
46.0,2016,478,9,33,151,60,226,503,134471,64229,70242,54.37172270803702,35.56016491650444,0.67963265271772,2.512198165751408,11.067276600509976,4.456048310660316,54.36116337351548,35.54669780101286,0.6692892891404095,2.454060726848168,11.229186962244647,4.461928594269397,78.31353438477946,32.17448250334558
47.0,2016,609,11,43,67,80,300,510,96506,45739,50767,83.91001506350523,63.09203827899431,1.147911692331635,4.456084101214554,6.845306022135935,8.127187513949782,83.93260522661804,63.10488467038319,1.1398255030775288,4.45568151203034,6.942573518744948,8.289640022382029,111.50221911279215,59.09350562373196
48.0,2016,344,10,24,64,54,158,338,141933,68053,73880,34.97272795777022,24.258370079744886,0.7140412894834758,1.7670293690897367,4.491679718773874,3.8172906379735956,34.94606610161132,24.236787780149786,0.7045577843066799,1.6909386823360317,4.509169819562751,3.8046120352560715,49.6671711754074,21.386031402273957
49.0,2016,135,2,10,11,12,71,99,38553,18538,20015,44.16424070536407,35.06512566314548,0.5589254759706557,2.7698667793108225,2.90923541735361,3.221899591094725,44.09514175291157,35.016730215547426,0.5187663735636656,2.593831867818328,2.853215054600161,3.1125982413819933,53.4038191822203,35.47339495378466
50.0,2016,190,30,65,18,36,131,208,93377,45263,48114,36.34318056772081,20.385024465966804,3.1925915771561715,6.858487962542499,1.979992205199334,3.872224926124807,36.304443278323355,20.347623076346423,3.212782591002067,6.961028947171145,1.92766955460124,3.85533910920248,45.953648675518636,27.22700253564451
51.0,2016,91,20,35,8,15,75,94,72554,35258,37296,23.364651759618145,12.602403572966463,2.7387371386229424,4.805269186345855,1.2014449578799897,2.1835401004564385,23.292995561926286,12.542382225652618,2.756567522121454,4.823993163712545,1.1026270088485817,2.0674256415910905,26.660616030404448,20.10939510939511
52.0,2016,44,8,18,2,8,28,52,17696,8811,8885,45.35032867264696,25.03263154909298,4.330423829531903,9.119424026321747,1.487872350437764,4.472371215360478,45.20795660036166,24.864376130198917,4.520795660036166,10.171790235081374,1.1301989150090415,4.520795660036166,59.01713766882306,31.513787281935848
53.0,2016,198,17,27,5,21,101,167,48024,23187,24837,55.83129346879959,41.25395701085357,3.492495934556398,5.5332404792571115,1.191072496700831,4.364111434916634,55.805430618024324,41.22938530734633,3.5398967183075127,5.622188905547226,1.0411460936198567,4.372813593203398,72.02311640143184,40.6651366912268
54.0,2016,284,31,35,30,39,150,269,107562,55424,52138,38.98491296134939,26.429618765486577,2.8684592122996535,3.2974060826805185,2.8118249138544504,3.648894398296435,38.95427753295774,26.403376657183763,2.8820587196221714,3.2539372640895485,2.7890890835053272,3.625815808556925,48.53493071593534,28.769803214546013
55.0,2016,199,21,40,11,31,101,201,71340,34519,36821,42.37289450690105,27.93182227140681,2.92216417429169,5.54634032063277,1.6249948654684017,4.340852340824227,42.33249229044014,27.894589290720493,2.943650126156434,5.60695262125035,1.5419119708438465,4.345388281469022,58.228801529592396,27.42999918524755
56.0,2016,124,10,23,24,14,71,124,46964,22896,24068,41.58458330597631,26.46322565828605,2.118950232299957,4.863481582449163,5.024177457535908,3.082747890650149,41.52116514777276,26.40320245294268,2.129290520398603,4.897368196916787,5.110297248956647,2.9810067285580444,54.15793151642208,29.49975070633206
57.0,2016,296,38,61,25,52,163,309,124485,60831,63654,37.94370491447327,23.802977873727244,3.0390393756908103,4.886659413830986,2.0459669211708715,4.179855155891898,37.916214804996585,23.777965216692774,3.0525766156565046,4.90018877776439,2.0082740892477005,4.177210105635217,50.79646890565666,25.607188864800328
58.0,2016,189,23,49,14,22,123,174,90985,44620,46365,32.687395993571926,20.81052131729157,2.5168502324362665,5.346756111035864,1.604519419634061,2.496620219190488,32.6427433093367,20.77265483321427,2.5278892125075565,5.385503104907403,1.5387151728306863,2.417980985876793,38.9959659345585,26.52863151083792
59.0,2016,100,26,35,9,20,64,123,47682,23661,24021,39.914054942936424,21.04398751421587,5.354148396653262,7.117730127000396,1.9893913688971334,4.199674881371991,39.847321840526824,20.972274652908855,5.452791409756302,7.340296128518099,1.8875047187617968,4.194454930581771,51.984277925700525,26.643353732151038
60.0,2016,10,2,2,2,0,2,14,1205,619,586,126.64825375492124,80.36992275330522,8.879717345749608,7.273440113806643,7.4166439654495315,3.284922080480495,132.78008298755185,82.98755186721992,16.59751037344398,16.59751037344398,16.59751037344398,0.0,226.17124394184168,34.129692832764505
61.0,2016,44,11,15,3,5,31,47,19753,9635,10118,39.65038741192206,22.440372860025835,5.332113204598031,7.066838611087024,1.7937561159550934,2.825888178217245,39.487672758568316,22.27509745355136,5.56877436338784,7.5937832228016,1.51875664456032,2.5312610742671997,48.78048780487805,30.638466100019766
62.0,2016,204,18,35,10,21,112,176,39950,19871,20079,72.07165772248018,51.066152282099985,4.418433974034002,8.369882503773697,2.5812727673691493,5.164832687787791,72.090112640801,51.06382978723404,4.505632040050062,8.760951188986233,2.5031289111389237,5.256570713391739,88.57128478687535,55.779670302305895
63.0,2016,7,7,2,2,3,10,11,64,34,30,1173.0749017540707,433.34501649103004,52.8438612924998,9.314636289274517,10.239748777430432,11.477955257415532,3281.25,1093.75,1093.75,312.5,312.5,468.75,3235.294117647059,3333.333333333333
64.0,2016,13,5,2,1,0,8,13,4952,2508,2444,42.97435195104463,26.813433909924065,8.35663006144437,4.229623009990886,2.624311543369086,1.9183807788532588,42.407108239095315,26.252019386106625,10.096930533117932,4.0387722132471735,2.0193861066235868,0.0,51.8341307814992,32.733224222585925
65.0,2016,163,11,16,34,26,87,163,73832,35427,38405,33.91365901472684,22.121843915213102,1.4943213746850716,2.2852681357230002,4.56837923724477,3.560012027952641,33.86065662585329,22.077148120056346,1.4898688915375446,2.1670820240546105,4.605049301116048,3.5215082890887417,46.010105286928045,22.65330035151673
66.0,2016,172,30,29,17,55,101,202,68718,33745,34973,44.13207445225335,25.07309532107271,4.316901107063323,4.233663991173016,2.5218455097538253,7.79517326216915,44.09325067667859,25.0298320672895,4.365668383829564,4.220146104368578,2.473878750836753,8.0037253703542,59.86072010668247,28.879421267835188
67.0,2016,262,79,84,15,59,179,320,153184,76233,76951,32.60179364262588,17.128768288598373,5.128412924600425,5.457689300277247,1.0293149994954014,3.8621373846444946,32.57520367662419,17.103613954459995,5.157196574054732,5.483601420513892,0.9792145393774807,3.8515771882180907,41.9765718258497,23.261556055151978
68.0,2016,76,36,32,2,16,61,101,48617,24271,24346,33.403448481446866,15.714871535354508,7.2570420815969525,6.421113862877664,0.5954181830006485,3.36571006146192,33.321677602484726,15.6323919616595,7.4048172449966065,6.582059773330317,0.4113787358331448,3.2910298866651586,41.61344814799555,25.05545058736548
69.0,2016,230,35,92,36,69,177,285,153409,75406,78003,30.144076906654306,15.01924260721992,2.2769743333718857,5.95811267962954,2.371038077970579,4.49168409265546,30.115573401821276,14.992601477097171,2.281482833471309,5.997040590838869,2.346668057284775,4.497780443129152,37.79540089648039,22.691434944809817
70.0,2016,137,42,30,19,56,92,192,93356,45954,47402,30.46759998774578,14.719142229566524,4.460998161840864,3.2649787806882675,2.0842774583475108,5.926213366032382,30.421183426882042,14.675007498179014,4.498907408200865,3.213505291572047,2.0352200179956297,5.998543210934487,41.78091134612874,19.408463777899666
71.0,2016,501,35,98,42,62,303,435,268029,129627,138402,27.551826956677424,18.705731487654084,1.3079618292931474,3.668228637851094,1.5894969149843037,2.342213450020788,27.534333971324,18.692007208175234,1.3058288468785093,3.6563207712598262,1.5669946162542112,2.313182528756217,33.557823601564486,21.892747214635627
72.0,2016,270,2,6,68,21,120,247,80606,36803,43803,45.561046754615546,33.5215347302673,0.2719694744084524,0.9203765609585727,8.267870176620907,2.6845745132303542,45.5301094211349,33.496265786666,0.24812048730863706,0.7443614619259111,8.43609656849366,2.6052651167406893,67.11409395973155,27.395383877816588
73.0,2016,438,10,27,59,91,212,413,155570,73464,82106,40.195074360423064,28.17143183596239,0.6519698380927095,1.8040222607560197,3.789783527292019,5.809104992226439,40.174840907630006,28.154528508067106,0.64279745452208,1.7355531272096163,3.7925049816802727,5.849456836150929,56.21801154306871,25.82028110004141
74.0,2016,266,17,32,14,60,123,266,132139,64142,67997,29.472408255689892,20.156938547995523,1.2910177308345454,2.481777047531099,1.115653299767624,4.532347526618343,29.438697129537836,20.130317317370345,1.2865240390800596,2.4216923088565827,1.059490385124755,4.540673079106093,41.47048735617848,18.089033339706162
75.0,2016,595,12,37,12,62,263,455,131852,62767,69085,54.46567722496846,45.13204439101433,0.918300220624711,2.8550628028371445,0.9696450083124954,4.689077972843158,54.45499499438765,45.12635379061372,0.9101113369535541,2.806176622273458,0.9101113369535541,4.702241907593362,72.49032134720474,38.069045378881086
76.0,2016,102,2,15,0,6,51,74,32650,16008,16642,38.387992595656556,31.31031681971476,0.6560969968650905,4.580162931190131,0.3005358958217121,2.1054034333391543,38.28483920367535,31.240428790199083,0.6125574272588055,4.594180704441041,0.0,1.8376722817764164,46.22688655672164,30.64535512558587
77.0,2016,215,5,9,10,23,74,188,53150,24869,28281,49.33271981313511,40.47537728340194,0.9600248796939198,1.8874485753005177,1.9737362963436844,4.32267396973034,49.294449670743184,40.451552210724365,0.940733772342427,1.6933207902163687,1.881467544684854,4.327375352775165,75.59612368812579,26.165977157809127
78.0,2016,85,1,7,9,15,36,81,25050,11924,13126,46.800108691471195,34.011279915259486,0.4658522047207285,3.024636660434742,3.5983333897314473,5.747410817979058,46.706586826347305,33.93213572854291,0.3992015968063872,2.7944111776447103,3.592814371257485,5.9880239520958085,67.93022475679302,27.426481791863473
79.0,2016,252,5,22,71,85,124,311,108668,51659,57009,40.05930233012934,23.21914816054299,0.475367106402585,2.1112231891343254,6.457743189800186,7.693888169022255,40.030183678727866,23.189899510435456,0.4601170537784812,2.0245150366253175,6.5336621636544345,7.821989914234181,60.202481658568686,21.75095160413268
80.0,2016,447,36,48,37,43,184,427,57801,28946,28855,105.62401165150759,77.28564406812926,6.129405476802353,8.055806313071688,6.268164479842868,7.230959198011216,105.70751371083546,77.33430217470286,6.2282659469559345,8.304354595941247,6.401273334371378,7.4393176588640335,147.51606439577145,63.767111419164785
81.0,2016,204,17,18,24,48,87,224,64393,31453,32940,48.330659934672,31.71520166149112,2.6223057056768555,2.8930727609510396,3.723555456823153,7.265050958721665,48.29717515879055,31.680462162036246,2.6400385135030207,2.795334896650257,3.727113195533676,7.454226391067352,71.2173719518011,26.411657559198545
