codigo_upz,AÑO,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index_eb,theft_to_people_index_eb,homicide_index_eb,sexual_index_eb,theft_to_vehicle_index_eb,theft_to_motorbike_index_eb,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
34.0,2015,321,14,31,40,45,170,281,79379,38440,40939,56.80697785250796,40.43497418456007,1.7681847870139706,3.9208806978404267,4.938831572502196,5.5967355588164285,56.816034467554395,40.43890701570944,1.763690648660225,3.905315007747641,5.039116139029215,5.669005656407865,73.1009365244537,41.52519602335181
35.0,2015,102,2,10,9,17,58,82,25069,11890,13179,55.82223422188758,40.67421195379818,0.9586965104039884,4.018565805122091,3.523423695573815,6.3887878343436375,55.84586541146436,40.68770194263832,0.7977980773066337,3.9889903865331684,3.5900913478798517,6.781283657106386,68.9655172413793,44.00940890811139
36.0,2015,261,10,31,18,41,128,233,46706,22094,24612,77.22046184645436,55.83894941826217,2.11496607019463,6.395672528560627,3.792511631433585,8.350126122364827,77.29199674560013,55.88147133130647,2.141052541429367,6.637262878431036,3.85389457457286,8.778315419860403,105.45849551914547,52.007150983260196
37.0,2015,155,8,13,17,23,69,147,37800,17330,20470,57.122765360493105,40.99542105506033,2.0874730875698875,3.5248423456625355,4.355347932015289,5.892377672943392,57.142857142857146,41.005291005291,2.1164021164021163,3.4391534391534395,4.497354497354497,6.084656084656085,84.82400461627236,33.70786516853933
38.0,2015,421,15,25,59,54,192,382,55945,26632,29313,102.48304225175093,75.1794150659837,2.6185412112981945,4.443503124432203,10.001669344895356,9.214801349735795,102.60076861202967,75.25248011439807,2.681204754669765,4.468674591116275,10.546072035034408,9.652337116811154,143.43646740762992,65.49994882816497
39.0,2015,498,15,42,57,85,247,450,87659,42280,45379,79.4712438872298,56.7872201309535,1.7178538562335275,4.757129670185673,6.340602866818025,9.406119756654396,79.5126570004221,56.8110519170878,1.7111762625628857,4.79129353517608,6.502469797738966,9.696665487856352,106.4333017975402,54.43046343022103
40.0,2015,256,3,29,82,46,154,262,97657,46070,51587,42.6093863166763,26.226811384059673,0.3756206395956152,3.028457931527239,8.168281174425811,4.699225670129095,42.59807284680054,26.21419867495418,0.30719764072211925,2.969577193647153,8.39673551307126,4.710363824405829,56.869980464510526,29.852482214511408
41.0,2015,156,3,26,84,52,86,235,56517,26747,29770,56.78440106594724,27.62142675747338,0.628703615916624,4.56462740523765,14.008846448567251,8.805204314177097,56.79706990816922,27.602314347895323,0.5308137374595254,4.600385724649221,14.862784648866713,9.200771449298442,87.8603207836393,28.88814242526033
42.0,2015,557,31,40,74,85,270,517,130110,63358,66752,60.47813018909458,42.805550853120856,2.3645229336077325,3.115145544882277,5.603609629153086,6.454685859613429,60.48727999385136,42.809930059180694,2.3825993390208287,3.074321727768811,5.687495196372301,6.532933671508723,81.59979797342088,40.44822627037392
43.0,2015,191,11,24,44,41,96,215,71524,33993,37531,43.49576338573383,26.7207936032059,1.5563835183043047,3.40899660508368,5.976046761516109,5.64839340068599,43.481908170683965,26.704323024439347,1.5379453050724232,3.3555170292489236,6.151781220289693,5.732341591633578,63.248315829729655,25.57885481335429
44.0,2015,309,14,26,61,36,152,294,80745,38413,42332,55.22922489846784,38.26767380585246,1.73986469156108,3.2757348287741865,7.324762052688527,4.460334545051694,55.23561830453898,38.26862344417611,1.7338534893801474,3.2200136231345597,7.554647346584927,4.458480401263236,76.53658917553953,35.90664272890485
45.0,2015,292,10,22,57,70,119,332,93912,45444,48468,48.02803464675537,31.10041462558316,1.1008993040844337,2.435773366500478,5.937495389567905,7.298818636839813,48.02368174461198,31.09293806968226,1.064826646221995,2.342618621688389,6.069511883465371,7.4537865235539655,73.05694921221723,24.552281917966493
46.0,2015,321,7,15,103,50,159,337,132836,63546,69290,37.35267613918077,24.176085982623576,0.5706009928065505,1.2405859903815228,7.604817363852953,3.7912573708087183,37.33927549760607,24.165135957120057,0.5269655816194405,1.1292119606130868,7.753922129543196,3.7640398687102894,53.03244893463003,22.94703420406985
47.0,2015,334,16,33,47,83,154,358,97797,46364,51433,52.45396340648662,34.15616114314496,1.6453928097234307,3.4132300317249924,4.733791258814386,8.285875850021494,52.455596797447775,34.15237686227594,1.636042005378488,3.3743366360931315,4.8058733907993085,8.486967902900906,77.215080666034,29.941866117084363
48.0,2015,290,12,45,62,100,142,367,142655,68402,74253,35.69445931123169,20.341882122645767,0.8722186995788079,3.1890757003015495,4.309936097149615,6.9215983883745755,35.680487890364866,20.328765202761907,0.8411902842522169,3.154463565945813,4.346149801969787,7.009919035435141,53.65340194731149,19.12380644553082
49.0,2015,75,3,10,4,17,32,77,39535,19036,20499,27.647067579465023,19.02149163975205,0.8709298755332542,2.7149616713526252,1.227526401347023,4.32191058063248,27.57050714556722,18.970532439610473,0.7588212975844189,2.529404325281396,1.0117617301125583,4.299987352978373,40.44967430132381,15.610517586223718
50.0,2015,139,34,28,32,51,95,189,93921,45576,48345,30.266823152993783,14.825976829218833,3.5382586160762424,3.0417365978773603,3.3953817347484168,5.380917851732132,30.2381788950288,14.799672064820435,3.620063670531617,2.9812289051436847,3.4071187487356394,5.430095505797425,41.46919431279621,19.6504292067432
51.0,2015,50,17,12,10,17,40,66,72249,35162,37087,14.736332113522424,6.966526903609292,2.3230293726972198,1.824788662318164,1.486257463130629,2.495887131195316,14.671483342329998,6.920511010533017,2.352973743581226,1.6609226425279242,1.3841022021066036,2.352973743581226,18.770263352482793,10.785450427373473
52.0,2015,32,14,14,0,2,20,42,17505,8720,8785,35.53349157806458,18.399443909463557,6.73048749698704,7.1384589504327,0.6371597105173694,1.9067218147648195,35.41845187089403,18.28049128820337,7.997714938588975,7.997714938588975,0.0,1.1425307055127105,48.165137614678905,22.766078542970973
53.0,2015,150,19,19,3,45,84,152,49067,23723,25344,48.10562746040572,30.585893732486543,3.7006385619470334,3.8996289890559663,0.8219830089537287,8.724071050308758,48.09749933764037,30.570444494262947,3.8722563026066394,3.8722563026066394,0.6114088898852589,9.171133348278884,64.07284070311512,33.1439393939394
54.0,2015,137,30,17,21,58,68,195,106068,54423,51645,24.827365653782365,12.94146534964001,2.7880632463721926,1.7193907297451791,2.026801414553693,5.422608445027412,24.79541426254855,12.916242410529096,2.828374250480824,1.6027454086058,1.9798619753365765,5.468190217596259,35.830439336310015,13.166811888856618
55.0,2015,82,31,20,14,40,46,141,71424,34601,36823,26.226608438731994,11.520354070268542,4.191183632044329,2.8904599435805443,2.0296551865095163,5.525225246689255,26.181675627240143,11.480734767025089,4.340277777777778,2.800179211469534,1.9601254480286738,5.600358422939068,40.75026733331407,12.492192379762647
56.0,2015,92,15,7,33,9,51,105,45568,22258,23310,34.28227034490111,20.230935087317857,3.1607985884690697,1.7988574268315063,6.878126815165704,2.23169420737084,34.234550561797754,20.189606741573034,3.2917837078651684,1.5361657303370786,7.241924157303371,1.975070224719101,47.174049779854435,21.87902187902188
57.0,2015,223,48,45,40,61,126,291,125387,61305,64082,33.275409977311796,17.80206224728553,3.7588800309410075,3.611235616846883,3.1886575354707327,4.850033206532803,33.25703621587565,17.78493783247067,3.828148053625974,3.5888888002743506,3.1901233780216454,4.864938151483009,47.46758013212626,19.66230766829999
58.0,2015,139,16,35,17,16,82,141,90939,44593,46346,24.55957750535053,15.31155835192461,1.7635742842401338,3.8654066697071796,1.9289162365097103,1.9065323645537897,24.52193228427847,15.284971244460571,1.7594211504415047,3.848733766590792,1.869384972344099,1.7594211504415047,31.619312448142086,17.693004790057394
59.0,2015,84,24,39,4,12,63,99,47422,23541,23881,34.417719539820204,17.75867516294269,4.7799892909991275,7.832784704377309,1.0408604511482566,2.723357818480295,34.37223229724601,17.71329762557463,5.0609421787356075,8.224031040445363,0.8434903631226013,2.5304710893678037,42.05428826303046,26.380804823918595
60.0,2015,6,4,0,2,0,6,6,1317,675,642,87.56983134316496,44.9486314640321,8.258545549953405,3.3047614549937574,5.8997176136547305,3.5792143423889384,91.11617312072893,45.558086560364465,30.372057706909644,0.0,15.186028853454822,0.0,88.88888888888889,93.45794392523364
61.0,2015,34,10,11,4,0,25,34,18445,9007,9438,32.11993799970353,18.545211497522853,4.715159597913316,5.576572866180197,2.3586038329314865,0.9842916375845446,31.986988343724587,18.433179723502302,5.421523448088912,5.963675792897805,2.168609379235565,0.0,37.748417897191075,26.488662852299214
62.0,2015,148,15,23,8,38,69,163,40278,20006,20272,57.579370317877874,36.74682411617548,3.533858964841686,5.537899690523838,2.101559057283534,8.870929149986685,57.59968220864989,36.744624857242165,3.7241173841799493,5.710313322409256,1.9861959382293064,9.434430706589206,81.47555733280015,34.0370955011839
63.0,2015,3,0,1,1,0,3,2,83,46,37,267.56681047903027,177.8203545429902,1.8135845180977346,6.042764244031106,5.298851681069092,4.418438437131799,602.4096385542168,361.4457831325301,0.0,120.48192771084338,120.48192771084338,0.0,434.7826086956522,810.8108108108108
64.0,2015,9,9,3,1,1,9,14,4777,2414,2363,48.227581546602515,19.256670853371197,10.557619710146529,5.192320611817699,2.6012615992084496,3.339774135863424,48.14737282813481,18.840276324052752,18.840276324052752,6.280092108017584,2.0933640360058616,2.0933640360058616,57.9950289975145,38.08717731696995
65.0,2015,97,13,12,36,28,60,126,72468,34778,37690,25.7116992814512,13.421416262818342,1.7970111802815845,1.819633940734109,4.862539418012009,3.90549903390374,25.66650107633714,13.38521830325109,1.7938952365181873,1.6559032952475576,4.967709885742672,3.8637743555776343,36.22980044855943,15.919342000530646
66.0,2015,130,36,35,18,62,99,182,69284,34028,35256,40.57741837885364,18.79278799770108,4.989940273279191,4.9913456762432435,2.6311069290428284,8.638465211411592,40.55770452052422,18.763350845794122,5.196004849604526,5.051671381559956,2.598002424802263,8.948675018763351,53.48536499353474,28.080326752893125
67.0,2015,227,97,76,5,71,158,318,153476,76374,77102,31.031510267719884,14.806697234475106,6.191618311171533,4.926808555153711,0.40517271410376776,4.621661092544311,31.014621178555604,14.790586150277568,6.320206416638432,4.951914305819802,0.32578383590919757,4.6261304699106045,41.63720637913426,20.49233482918731
68.0,2015,43,27,16,3,16,31,74,48247,24089,24158,21.841204758450207,8.976851495076062,5.2735851439473675,3.396825568251068,0.8347752121538791,3.4299912086846507,21.763011171679068,8.912471241735238,5.596202872717474,3.316268369017763,0.6218003191908305,3.316268369017763,30.71941550085101,12.832188095040982
69.0,2015,185,46,29,58,89,100,307,153037,75256,77781,26.615519931096976,12.106654337766258,2.9723989033637275,1.9676070250345084,3.771800770499113,5.772163421608717,26.594875749001876,12.088579885909942,3.005809052712743,1.8949665767102075,3.789933153420415,5.815587080248568,40.794089507813325,12.856610226147774
70.0,2015,118,37,34,24,67,85,195,92919,45751,47168,30.16286928072183,12.728274225098529,3.8824504589,3.685227919839511,2.6086525453951923,7.066886641236345,30.13377242544582,12.69923266500931,3.9819627847910546,3.6591009373755634,2.5828947793239276,7.210581258945964,42.62201919083736,18.02069199457259
71.0,2015,281,37,82,33,53,197,289,265973,128726,137247,18.28843144121362,10.57600728193851,1.3987686206083936,3.103216981593779,1.2720554223451097,2.040375721641326,18.27253142236242,10.564982159843293,1.3911186473815011,3.083019705007651,1.2407274422591765,1.992683467870799,22.450786942808755,14.353683504921783
72.0,2015,157,2,17,59,26,82,179,80539,36818,43721,32.436603128206634,19.518006420790698,0.3336592226466065,2.2321885000431307,7.107174610653486,3.3044497422345365,32.406660127391696,19.4936614559406,0.24832689752790574,2.1107786289871986,7.3256434770732195,3.2282496678627743,48.61752403715573,18.75528922028316
73.0,2015,227,10,55,46,95,149,284,153681,72628,81053,28.194484019800946,14.78696006312589,0.6850331826383755,3.597525750260505,2.9975429457126066,6.1264527879440935,28.17524612671703,14.770856514468282,0.6506985248664441,3.5788418867654426,2.993213214385643,6.181635986231219,39.10337610838795,18.3830333238745
74.0,2015,96,22,44,7,50,64,155,130807,63588,67219,16.776038357402744,7.364142561898288,1.687399597863392,3.3935729532656915,0.6209566544069149,3.847825035337338,16.742223275512778,7.339056778306971,1.681867178362014,3.363734356724028,0.53513955675155,3.8224254053682145,24.375668365100335,9.521117541171394
75.0,2015,443,10,62,28,41,200,383,133192,63502,69690,43.85357242341055,33.2637625544027,0.7869370619220627,4.637011786737722,2.135966937718051,3.1310822254994797,43.84647726590186,33.2602558712235,0.7507958435942099,4.654934230284101,2.1022283620637876,3.07826295873626,60.31306100595257,28.698522026115654
76.0,2015,80,4,12,2,3,37,64,32721,16069,16652,30.946578031746913,24.492532974695795,1.298551085780082,3.734019963544631,0.9144407365426956,1.4050798927312258,30.86702729134195,24.449130527795607,1.2224565263897804,3.667369579169341,0.6112282631948902,0.9168423947923352,39.82824071192981,22.219553206822003
77.0,2015,143,1,8,16,12,48,132,51491,24131,27360,34.99801042976688,27.792460643095417,0.3281648525519524,1.7872811996794997,3.110513062633454,2.5278193070573596,34.9575653997786,27.771843623157444,0.19420869666543666,1.5536695733234933,3.1073391466469866,2.33050435998524,54.7014214081472,17.54385964912281
78.0,2015,53,1,12,20,16,30,72,23903,11416,12487,42.71810542894434,22.2425911892592,0.6464408966273011,4.8709198016127235,7.548922042567627,6.301084283697333,42.6724678910597,22.172949002217294,0.4183575283437226,5.020290340124671,8.367150566874452,6.693720453499561,63.06937631394534,24.02498598542484
79.0,2015,123,11,24,67,61,66,220,103435,49223,54212,27.679437894729734,11.918465790559955,1.0964181333672298,2.4063166437923607,6.340330793521202,5.83026640910299,27.650215110939236,11.891526079180162,1.0634698119592014,2.3202977715473483,6.477497945569682,5.897423502682844,44.694553359202004,12.174426326274626
80.0,2015,279,22,29,14,27,132,239,58405,29271,29134,63.49494043387666,47.75092614515996,3.6282514498154104,4.90154398575398,2.450096894411158,4.612003795078778,63.52195873640955,47.769882715520936,3.766800787603801,4.965328310932284,2.3970550466569644,4.622891875695574,81.6507806361245,45.30788769135718
81.0,2015,111,12,30,14,38,61,144,65203,31845,33358,31.479143128255906,17.0579273810882,1.8408176088376382,4.569632211549418,2.2109493849479662,5.729428636202888,31.440271153167796,17.023756575617686,1.840406116282993,4.601015290707483,2.147140468996825,5.827952701562811,45.21902967498823,18.286468013669882
82.0,2015,321,42,48,26,93,163,367,144804,72234,72570,36.61414708852541,22.179439238459754,2.8684240829183083,3.3435282187035713,1.8357750843083191,6.355707540901705,36.60119886190989,22.1678959144775,2.9004723626419158,3.3148255573050465,1.7955305102069004,6.422474517278528,50.80709914998477,22.4610720683478
83.0,2015,140,1,13,15,8,66,111,24130,11502,12628,73.2354242448217,57.927353460232695,0.6413229668881669,5.175636748807818,5.739069567359664,3.522830085649743,73.35267302113552,58.019063406547865,0.41442188147534187,5.387484459179444,6.216328222130128,3.315375051802735,96.50495565988524,52.264808362369344
84.0,2015,288,36,64,30,135,163,390,196849,96671,100178,28.10767466281206,14.643155087203949,1.829216926011473,3.2741206431394274,1.5598435570536318,6.797313677849308,28.092598895600183,14.630503583965375,1.8288129479956718,3.251223018658972,1.5240107899963933,6.858048554983769,40.343019106040074,16.271037553155384
85.0,2015,468,56,102,33,108,263,503,239097,115658,123439,32.089303469085586,19.581817359595874,2.332909538335105,4.263959994531807,1.4124336270390765,4.51640658565363,32.0790306862905,19.57364584248234,2.342145656365408,4.2660510169512795,1.3801929760724727,4.516995194419001,43.49029033875737,21.3060702047165
86.0,2015,131,25,38,14,63,86,185,118531,57290,61241,22.893904396078057,11.076241892308113,2.0994676622342845,3.2451747151691066,1.252168317502757,5.280487020097742,22.863217217436787,11.051961090347673,2.109152879837342,3.2059123773527602,1.1811256127089116,5.315065257190103,32.291848490137895,14.042879770088666
87.0,2015,64,10,16,3,19,41,71,77392,36620,40772,14.532657403912628,8.310659300914956,1.3228684709465623,2.196102673631026,0.5374768663694168,2.5826436753701905,14.47178002894356,8.269588587967748,1.2921232168699608,2.067397146991937,0.3876369650609882,2.455034112052925,19.38831239759694,10.055920729912684
88.0,2015,293,0,22,4,1,139,181,35938,15805,20133,88.90749731927123,81.39676052109851,0.20721541841840435,5.880231483507445,1.3368691800572123,0.8087424477554054,89.04223941232122,81.52930046190662,0.0,6.121653959597084,1.1130279926540152,0.2782569981635038,114.52072129073078,69.04087816023444
89.0,2015,14,2,5,0,0,9,12,14537,7178,7359,14.76791646949937,9.837834284404272,1.4879123347012146,3.626824120135291,0.7367936413167316,1.1793837759137875,14.445896677443763,9.630597784962509,1.3757996835660729,3.4394992089151817,0.0,0.0,16.71774867651156,12.22992254382389
90.0,2015,708,10,54,3,8,304,479,44638,21636,23002,175.05469874684724,158.3153046581259,2.2038992929688157,11.289882724019703,0.8961570161330776,2.072624379773062,175.41108472601817,158.60925668712756,2.2402437385187506,12.097316188001255,0.6720731215556253,1.7921949908150008,221.39027546681456,132.16242065907312
91.0,2015,362,0,12,1,7,172,210,8934,4452,4482,422.2452323005293,400.7759165779415,0.6224410111082154,10.081682093290848,1.7929237016702662,6.607231512210292,427.5800313409447,405.1936422655026,0.0,13.43183344526528,1.1193194537721065,7.835236176404746,471.6981132075472,383.7572512271308
92.0,2015,198,4,14,3,5,105,119,12122,5885,6237,183.3873352561511,162.22191591292975,2.903724049177876,9.37505313527498,2.6552134838482684,4.233858663682095,184.78798878072925,163.3393829401089,3.2997855139415937,11.549249298795578,2.4748391354561954,4.1247318924269925,202.2090059473237,168.35016835016836
93.0,2015,895,17,38,2,8,363,597,15558,8117,7441,612.4123335120638,571.537252622595,8.874961282381916,19.453630128828905,1.6991138517760123,4.978990205362726,617.0458927882761,575.2667437974033,10.926854351459056,24.424733256202597,1.285512276642242,5.142049106568968,735.4934088949119,487.8376562290015
94.0,2015,473,4,28,2,2,238,271,17290,8831,8459,292.5964646309846,272.0945609282545,2.2163688747728907,13.471470183672533,1.5637062445439285,1.9249660095956622,294.3898207056102,273.5685367264315,2.313475997686524,16.194331983805668,1.156737998843262,1.156737998843262,306.87351375835124,281.3571344130512
95.0,2015,122,25,13,3,13,67,109,20209,10207,10002,86.86328993541355,60.247165172849904,10.439435845015723,5.978782514412774,1.7841937241631998,6.03625220023126,87.08991043594438,60.36914246127963,12.370725914196644,6.432777475382256,1.4844871097035974,6.432777475382256,106.78945821495053,66.98660267946411
96.0,2015,95,12,14,1,8,43,87,44546,21724,22822,29.246651618112875,21.365777724112224,2.61546004584944,3.247074761770014,0.48958822655558165,2.0764590303682384,29.183316122659726,21.326269474251333,2.69384456516859,3.1428186593633547,0.22448704709738249,1.7958963767790599,40.0478733198306,18.841468758215758
97.0,2015,1243,2,38,1,28,552,760,33047,15114,17933,395.6713902943471,375.02135172659905,0.7552207895175191,10.525195416527062,0.6397540767293408,7.932995037092576,397.0103186370926,376.13096498925773,0.6051986564589826,11.49877447272067,0.3025993282294913,8.472781190425758,502.8450443297605,307.8124128701277
98.0,2015,604,5,54,16,46,296,429,43116,21066,22050,167.80367079178305,139.829466982932,1.2251441649535046,11.646567668856367,3.6582608687759652,10.006104304890552,168.15103441877727,140.0872066054365,1.1596623063363949,12.524352908433064,3.7109193802764633,10.668893218294834,203.64568499003133,134.24036281179139
