ZAT,AÑO,quarter,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO
641.0,2015,1,0,1,0,1,0,0,2,0,0,0,0,0,1,1
641.0,2015,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
641.0,2015,4,2,0,0,0,0,0,1,0,0,1,0,0,2,0
641.0,2016,1,2,0,0,0,0,0,0,1,0,0,0,1,1,1
641.0,2016,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1
641.0,2016,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0
641.0,2016,4,3,0,0,1,0,0,0,0,0,0,2,2,4,0
641.0,2017,1,2,0,0,0,0,0,0,0,1,0,1,0,1,1
641.0,2017,2,3,0,0,1,0,0,1,0,0,1,1,1,1,3
641.0,2017,3,7,0,0,0,0,0,1,1,2,0,1,2,2,5
641.0,2017,4,4,0,0,0,0,0,2,0,0,0,1,1,2,2
641.0,2018,1,11,0,0,0,1,0,4,1,1,1,1,4,5,7
641.0,2018,2,3,0,0,0,0,0,0,2,1,0,0,0,1,2
641.0,2018,3,4,0,1,0,0,0,2,1,0,2,0,0,3,2
641.0,2018,4,4,0,0,0,0,1,0,1,0,0,0,2,2,2
641.0,2019,1,3,0,0,0,0,1,1,0,0,1,0,0,1,2
642.0,2015,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1
642.0,2015,2,4,0,0,0,0,0,0,1,2,0,0,1,1,3
642.0,2015,3,2,0,0,0,1,0,0,1,1,1,0,0,1,2
642.0,2015,4,2,1,0,0,0,1,0,1,0,0,0,1,1,2
642.0,2016,1,4,0,1,1,0,1,0,0,2,1,0,2,3,3
642.0,2016,2,3,1,0,0,0,0,0,2,0,0,2,0,1,3
642.0,2016,3,3,0,1,0,0,0,0,1,0,2,0,1,2,2
642.0,2016,4,6,0,0,1,0,0,1,1,2,0,3,0,3,4
642.0,2017,1,6,0,1,0,1,1,0,1,2,2,1,1,3,5
642.0,2017,2,3,1,0,0,0,0,0,1,0,0,1,2,1,3
642.0,2017,3,5,0,1,1,2,1,2,2,0,1,1,2,4,5
642.0,2017,4,5,1,0,0,0,2,1,0,2,0,1,0,4,2
642.0,2018,1,4,0,0,0,0,0,2,1,0,0,0,1,3,1
642.0,2018,2,5,0,0,0,0,0,1,0,1,1,2,0,2,3
642.0,2018,3,11,0,3,0,1,2,4,2,3,0,1,3,6,9
642.0,2018,4,4,1,0,1,1,0,0,1,0,2,1,3,2,5
642.0,2019,1,5,0,0,0,0,0,1,0,1,1,0,2,1,4
643.0,2015,1,2,0,0,0,0,1,0,0,0,1,0,0,1,1
643.0,2015,2,4,0,0,1,3,0,1,2,2,0,2,1,3,5
643.0,2015,3,6,1,0,2,4,3,3,2,1,0,3,1,5,8
643.0,2015,4,2,1,1,0,3,0,0,1,2,1,1,2,2,5
643.0,2016,1,5,0,1,0,1,0,0,1,1,2,1,2,4,3
643.0,2016,2,6,2,2,1,0,1,2,4,2,1,0,1,5,6
643.0,2016,3,8,1,2,0,1,0,4,0,0,3,3,2,5,7
643.0,2016,4,5,1,1,0,2,0,2,1,2,0,1,3,3,6
643.0,2017,1,14,0,2,0,0,1,3,4,2,2,2,2,12,4
643.0,2017,2,9,0,1,2,3,1,3,1,0,3,3,4,3,12
643.0,2017,3,16,1,1,0,0,2,3,2,5,0,3,3,9,9
643.0,2017,4,6,1,1,0,1,1,1,1,0,1,5,0,1,8
643.0,2018,1,9,1,4,0,0,2,0,2,2,4,1,3,7,7
643.0,2018,2,9,0,4,0,2,0,5,1,1,4,2,2,10,5
643.0,2018,3,14,0,1,0,0,0,2,2,6,1,3,1,7,8
643.0,2018,4,11,0,0,1,0,0,4,0,1,3,1,3,4,8
643.0,2019,1,9,1,2,2,0,0,1,2,5,4,1,1,4,10
644.0,2015,1,7,0,1,3,1,1,3,3,1,0,2,2,3,9
644.0,2015,2,7,1,0,6,0,4,0,2,1,2,4,1,7,7
644.0,2015,3,9,4,0,4,3,4,2,2,3,3,2,4,7,13
644.0,2015,4,1,3,2,2,1,1,3,1,1,0,3,0,2,7
644.0,2016,1,11,2,0,3,0,2,4,3,3,1,2,1,4,12
644.0,2016,2,1,2,0,5,2,4,0,1,2,1,1,1,0,10
644.0,2016,3,12,0,0,1,1,1,3,1,1,3,3,2,5,9
644.0,2016,4,7,1,5,0,1,3,1,2,2,1,4,1,7,7
644.0,2017,1,9,0,3,1,0,1,4,1,1,3,1,2,6,7
644.0,2017,2,13,0,2,1,1,1,2,2,2,3,1,6,9,8
644.0,2017,3,15,1,1,0,0,2,2,3,3,2,3,2,12,5
644.0,2017,4,17,0,1,1,0,1,3,3,4,4,2,2,6,13
644.0,2018,1,31,0,1,2,0,7,4,6,5,3,4,5,18,16
644.0,2018,2,27,1,6,2,2,3,5,5,12,4,4,5,18,19
644.0,2018,3,23,1,3,0,1,1,7,4,2,2,6,6,12,16
644.0,2018,4,24,0,2,1,2,2,7,4,1,4,5,6,16,13
644.0,2019,1,17,0,1,0,0,3,2,4,3,1,3,2,9,9
645.0,2015,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1
645.0,2015,2,2,0,0,0,0,1,0,0,0,0,1,0,0,2
645.0,2015,4,2,0,0,1,0,0,0,1,0,1,0,1,2,1
645.0,2016,1,2,0,0,0,1,0,0,1,1,0,1,0,1,2
645.0,2016,2,0,1,2,0,0,0,1,0,0,0,1,1,2,1
645.0,2016,3,2,0,0,0,0,0,2,0,0,0,0,0,0,2
645.0,2016,4,1,0,0,1,0,0,0,0,0,1,0,1,1,1
645.0,2017,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
645.0,2017,2,6,0,1,0,0,2,1,2,1,0,1,0,3,4
645.0,2017,4,10,0,0,0,0,0,1,1,1,4,2,1,3,7
645.0,2018,1,1,0,3,0,0,1,0,0,2,0,1,0,3,1
645.0,2018,2,6,0,0,0,2,0,2,0,1,4,1,0,3,5
645.0,2018,3,6,0,1,0,0,2,0,1,1,1,2,0,2,5
645.0,2018,4,3,0,1,0,0,2,0,2,0,0,0,0,3,1
645.0,2019,1,2,0,0,0,0,0,1,0,0,0,0,1,0,2
646.0,2019,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
647.0,2017,1,2,0,0,0,0,1,0,1,0,0,0,0,0,2
648.0,2015,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
648.0,2015,2,0,0,0,2,1,1,1,0,0,1,0,0,0,3
648.0,2015,3,2,0,0,0,2,0,3,0,0,1,0,0,2,2
648.0,2015,4,1,2,0,0,0,2,1,0,0,0,0,0,1,2
648.0,2016,1,0,1,0,0,1,0,1,0,0,1,0,0,0,2
648.0,2016,2,3,1,3,0,0,0,1,0,1,0,2,3,2,5
648.0,2016,3,1,0,6,0,1,1,0,0,1,3,0,3,8,0
648.0,2016,4,3,0,1,0,0,1,1,0,1,1,0,0,1,3
648.0,2017,1,6,0,1,0,0,1,0,1,2,2,0,1,4,3
648.0,2017,2,2,0,0,0,1,0,0,0,0,0,1,2,2,1
648.0,2017,3,3,0,1,0,1,0,0,2,1,1,0,1,1,4
648.0,2017,4,4,0,0,0,0,0,0,0,0,1,3,0,2,2
648.0,2018,1,3,0,4,0,0,0,2,2,1,0,0,2,4,3
648.0,2018,2,4,0,0,0,0,0,0,1,0,1,2,0,0,4
648.0,2018,3,5,1,2,0,0,1,1,1,0,2,2,1,3,5
648.0,2018,4,4,1,0,0,0,1,2,0,0,0,1,1,4,1
648.0,2019,1,3,0,0,0,0,0,0,1,1,0,0,1,1,2
649.0,2015,1,5,0,0,0,0,0,2,0,2,0,0,1,2,3
649.0,2015,2,8,1,2,0,2,1,2,2,3,0,2,3,6,7
649.0,2015,3,2,0,0,1,3,2,1,1,0,1,0,1,1,5
649.0,2015,4,5,0,0,0,1,3,0,0,1,1,1,0,3,3
649.0,2016,1,3,0,0,0,1,0,1,0,2,0,0,1,2,2
649.0,2016,2,3,1,0,0,0,1,2,1,0,0,0,0,2,2
649.0,2016,3,6,0,0,0,0,0,2,1,1,0,1,1,3,3
649.0,2016,4,7,1,1,0,1,3,0,1,1,0,2,3,3,7
649.0,2017,1,6,0,0,0,0,1,2,1,0,0,0,2,1,5
649.0,2017,2,6,0,2,0,0,2,0,1,1,3,0,1,6,2
649.0,2017,3,12,0,2,1,1,2,3,1,2,2,3,3,9,7
649.0,2017,4,9,1,1,1,1,1,2,1,2,1,3,3,4,9
649.0,2018,1,6,1,1,0,1,1,2,4,0,0,2,0,4,5
649.0,2018,2,3,1,0,1,1,1,2,1,2,0,0,0,1,5
649.0,2018,3,7,0,2,0,1,1,0,2,0,6,0,1,2,8
649.0,2018,4,4,0,3,0,2,1,0,2,0,3,0,3,6,3
649.0,2019,1,8,0,0,1,1,1,2,4,1,1,0,1,4,6
650.0,2015,1,3,2,0,0,2,4,0,0,0,2,1,0,1,6
650.0,2015,2,2,1,1,1,2,0,0,0,0,3,2,2,3,4
650.0,2015,3,2,2,2,1,1,2,3,0,1,0,1,1,2,6
650.0,2015,4,1,0,1,1,0,0,1,0,1,0,1,0,1,2
650.0,2016,1,3,2,4,1,0,2,0,2,2,1,2,1,4,6
650.0,2016,2,6,1,2,0,2,2,5,1,0,1,0,2,4,7
650.0,2016,3,5,1,0,0,0,0,0,1,1,1,1,2,2,4
650.0,2016,4,4,1,1,0,1,1,1,2,0,2,1,0,4,3
650.0,2017,1,5,0,1,1,4,0,1,1,3,5,1,0,3,8
650.0,2017,2,7,0,4,1,1,1,3,1,2,0,2,4,8,5
650.0,2017,3,8,0,0,1,0,1,2,0,1,3,1,1,4,5
650.0,2017,4,4,0,3,3,2,1,3,2,3,0,3,0,5,7
650.0,2018,1,4,0,3,0,3,0,3,1,1,3,1,1,4,6
650.0,2018,2,11,0,3,0,1,0,5,2,2,1,4,1,7,8
650.0,2018,3,9,0,0,0,1,3,0,1,1,1,2,2,7,3
650.0,2018,4,16,0,2,0,1,4,4,2,2,2,2,3,12,7
650.0,2019,1,7,0,2,0,1,0,3,3,2,2,0,0,5,5
651.0,2015,1,2,1,0,1,1,1,0,1,1,0,1,1,0,5
651.0,2015,2,4,1,1,1,1,2,0,0,2,1,1,2,2,6
651.0,2015,3,3,0,2,0,1,1,0,1,1,0,1,2,3,3
651.0,2015,4,0,1,2,1,3,1,0,0,3,1,0,2,2,5
651.0,2016,1,5,0,1,0,0,2,0,1,1,1,1,0,2,4
651.0,2016,2,2,1,1,0,0,1,1,0,0,1,1,0,1,3
651.0,2016,3,3,0,0,1,1,0,0,2,1,1,0,1,1,4
651.0,2016,4,4,1,0,0,1,1,0,0,1,3,1,0,4,2
651.0,2017,1,4,0,1,1,1,1,0,1,3,1,0,1,3,4
651.0,2017,2,7,0,0,2,0,1,2,1,1,1,1,2,4,5
651.0,2017,3,1,1,0,0,0,1,1,0,0,0,0,0,1,1
651.0,2017,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1
651.0,2018,1,5,0,0,2,0,2,2,0,0,2,1,0,4,3
651.0,2018,2,17,0,2,0,0,5,4,1,2,0,2,5,7,12
651.0,2018,3,12,0,2,0,1,0,0,3,1,4,2,5,5,10
651.0,2018,4,10,0,0,0,0,0,2,3,3,0,1,1,2,8
651.0,2019,1,7,1,0,1,1,0,3,0,0,3,1,3,3,7
652.0,2015,2,2,0,0,0,0,0,0,0,1,1,0,0,0,2
652.0,2015,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1
652.0,2016,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
652.0,2016,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
652.0,2016,4,1,0,0,0,1,0,0,0,0,2,0,0,0,2
652.0,2017,1,3,0,0,0,0,0,0,1,0,0,2,0,1,2
652.0,2017,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0
652.0,2018,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
652.0,2018,3,2,0,0,0,0,0,0,0,0,0,1,1,0,2
652.0,2018,4,3,0,0,0,0,0,0,0,1,1,1,0,1,2
652.0,2019,1,2,0,0,0,0,1,0,0,0,0,1,0,0,2
653.0,2015,1,1,1,0,2,1,0,1,2,1,0,0,1,1,4
653.0,2015,2,3,0,0,2,1,1,1,0,2,0,0,2,2,4
653.0,2015,3,6,1,1,0,0,3,0,0,1,1,1,2,4,4
653.0,2015,4,3,0,0,0,1,1,1,0,0,1,0,1,2,2
653.0,2016,1,6,0,0,0,0,1,0,1,2,2,0,0,4,2
653.0,2016,2,5,3,1,0,1,2,0,0,0,2,3,3,4,6
653.0,2016,3,4,1,2,1,0,1,1,1,1,2,1,1,4,4
653.0,2016,4,6,0,0,0,1,1,1,2,0,2,1,0,2,5
653.0,2017,1,8,3,0,2,0,5,1,0,1,1,2,3,2,11
653.0,2017,2,12,2,4,0,3,2,8,2,1,2,2,4,8,13
653.0,2017,3,6,1,0,1,1,2,3,1,1,1,1,0,3,6
653.0,2017,4,10,2,0,1,1,0,4,3,2,1,2,2,6,8
653.0,2018,1,15,1,2,2,0,1,1,1,3,3,5,6,6,14
653.0,2018,2,9,0,4,3,1,1,1,3,2,2,4,4,7,10
653.0,2018,3,18,0,3,3,0,2,5,4,2,2,3,6,8,16
653.0,2018,4,15,0,1,2,1,1,2,3,2,7,1,3,8,11
653.0,2019,1,7,0,0,2,1,0,1,1,0,2,1,5,4,6
654.0,2015,1,5,1,1,1,7,1,1,0,6,4,2,1,3,12
654.0,2015,2,0,0,1,0,2,0,0,1,1,0,0,1,1,2
654.0,2015,3,5,0,0,0,2,0,1,1,3,0,1,1,3,4
654.0,2015,4,3,0,0,0,3,0,1,1,2,0,1,1,1,5
654.0,2016,1,9,0,1,1,1,2,1,2,4,0,1,2,4,8
654.0,2016,2,9,2,1,1,2,2,1,1,2,5,2,2,7,8
654.0,2016,3,11,1,2,1,1,2,2,3,1,1,2,5,4,12
654.0,2016,4,4,3,1,1,0,2,2,1,1,2,0,1,1,8
654.0,2017,1,19,2,2,3,2,4,4,6,8,0,1,5,13,15
654.0,2017,2,13,1,2,0,2,1,6,3,2,0,3,3,5,13
654.0,2017,3,16,1,0,0,1,0,2,2,2,5,4,3,8,10
654.0,2017,4,15,1,3,3,4,4,3,3,2,6,3,5,11,15
654.0,2018,1,10,0,8,0,2,2,3,4,4,1,4,2,13,7
654.0,2018,2,24,2,1,3,1,2,3,6,2,6,7,5,10,21
654.0,2018,3,16,0,2,2,4,2,5,3,1,3,5,5,10,14
654.0,2018,4,18,1,2,1,0,1,4,5,2,2,6,2,10,12
654.0,2019,1,15,0,2,1,2,2,0,1,7,6,1,3,5,15
655.0,2015,1,4,3,1,1,1,2,1,1,2,0,3,1,4,6
655.0,2015,2,3,0,0,1,0,0,0,0,0,2,1,1,1,3
655.0,2015,3,3,0,0,1,3,1,1,1,0,1,1,2,1,6
655.0,2015,4,2,1,0,1,1,0,1,2,0,1,0,1,1,4
655.0,2016,1,7,0,0,1,2,1,2,1,1,3,1,1,4,6
655.0,2016,2,4,1,1,1,0,0,4,0,1,1,1,0,1,6
655.0,2016,3,9,1,1,2,1,3,2,2,1,1,3,2,2,12
655.0,2016,4,4,0,2,0,1,2,0,1,0,2,1,1,3,4
655.0,2017,1,7,0,0,3,3,3,0,1,3,4,1,1,5,8
655.0,2017,2,6,0,2,0,0,1,1,2,1,2,1,0,5,3
655.0,2017,3,16,1,3,0,2,4,1,4,3,5,0,5,12,10
655.0,2017,4,16,0,0,0,3,1,2,2,2,4,4,4,5,14
655.0,2018,1,11,0,0,0,2,2,2,1,2,3,1,2,5,8
655.0,2018,2,16,0,1,0,0,2,3,2,3,3,3,1,7,10
655.0,2018,3,10,1,2,0,2,1,2,1,4,3,2,2,7,8
655.0,2018,4,19,2,1,0,1,4,2,3,3,5,4,2,5,17
655.0,2019,1,10,0,0,0,0,1,3,1,2,1,0,2,2,8
656.0,2015,1,3,0,0,0,1,0,1,1,0,0,0,2,1,3
656.0,2015,2,1,2,2,1,4,1,0,1,1,1,1,5,3,7
656.0,2015,3,3,0,1,0,1,0,2,0,2,1,0,0,1,4
656.0,2015,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0
656.0,2016,1,5,1,3,1,0,2,2,2,1,3,0,0,5,5
656.0,2016,2,6,0,1,1,0,1,2,1,2,1,1,0,3,5
656.0,2016,3,4,1,1,0,0,0,1,0,1,0,2,2,2,4
656.0,2016,4,4,2,0,1,1,1,4,1,1,1,0,0,1,7
656.0,2017,1,12,0,1,0,0,0,1,1,1,4,5,1,6,7
656.0,2017,2,5,0,0,0,1,1,0,2,2,0,0,1,5,1
656.0,2017,3,11,0,0,2,0,0,2,2,1,1,5,2,4,9
656.0,2017,4,6,2,0,0,1,1,0,0,2,2,2,2,3,6
656.0,2018,1,6,0,0,0,0,0,0,2,1,0,1,2,2,4
656.0,2018,2,24,1,0,0,0,2,3,5,4,3,3,5,7,18
656.0,2018,3,19,0,1,1,1,3,3,3,2,3,0,8,10,12
656.0,2018,4,24,0,3,3,0,5,3,4,4,6,4,4,9,20
656.0,2019,1,9,0,1,0,0,0,3,0,1,2,2,2,5,5
657.0,2015,1,16,1,4,0,6,1,3,3,2,4,8,6,11,16
657.0,2015,2,14,1,0,0,5,2,1,2,0,6,3,6,4,16
657.0,2015,3,10,0,2,0,3,1,3,2,3,5,1,0,3,12
657.0,2015,4,13,2,2,0,3,2,3,3,3,1,4,4,5,15
657.0,2016,1,22,1,5,0,1,2,8,3,7,5,2,2,11,18
657.0,2016,2,13,1,4,0,3,2,1,2,3,3,5,5,6,15
657.0,2016,3,19,2,6,1,2,4,2,5,4,6,2,7,11,19
657.0,2016,4,17,1,1,1,2,0,4,1,5,5,3,4,11,11
657.0,2017,1,16,1,0,1,2,3,2,1,5,4,4,1,6,14
657.0,2017,2,29,0,3,2,0,2,6,3,6,3,10,4,17,17
657.0,2017,3,29,2,1,5,3,6,8,3,4,6,7,6,18,22
657.0,2017,4,31,1,1,2,2,5,4,5,4,6,8,5,18,19
657.0,2018,1,48,1,5,6,1,6,5,8,10,12,9,11,27,34
657.0,2018,2,45,0,2,2,3,6,5,8,6,8,9,10,17,35
657.0,2018,3,39,0,5,2,3,4,13,3,10,2,9,8,16,33
657.0,2018,4,35,0,3,0,0,3,8,5,4,2,7,9,19,19
657.0,2019,1,37,0,3,0,1,5,2,7,5,10,7,5,16,25
658.0,2015,1,12,0,3,1,1,3,2,3,3,3,0,3,7,10
658.0,2015,2,3,1,1,1,0,0,0,0,1,1,3,1,1,5
658.0,2015,3,4,1,2,0,1,0,2,1,1,3,0,1,3,5
658.0,2015,4,2,0,1,1,0,0,1,0,1,2,0,0,1,3
658.0,2016,1,14,1,3,0,1,2,5,0,4,4,3,1,8,11
658.0,2016,2,8,2,0,0,0,3,1,0,1,2,3,0,1,9
658.0,2016,3,2,0,2,0,0,0,1,0,0,1,1,1,2,2
658.0,2016,4,9,0,0,0,1,1,0,0,3,3,1,2,3,7
658.0,2017,1,7,0,1,1,1,1,0,3,2,2,1,1,4,6
658.0,2017,2,3,4,1,0,1,0,1,1,4,2,1,0,2,7
658.0,2017,3,16,1,1,0,0,0,0,3,5,3,3,4,8,10
658.0,2017,4,8,0,0,0,0,2,1,1,1,1,1,1,5,3
658.0,2018,1,12,1,2,1,1,3,4,1,0,2,4,3,8,9
658.0,2018,2,19,0,0,1,3,2,6,5,3,4,1,2,10,13
658.0,2018,3,15,3,4,3,0,4,5,1,3,6,3,3,9,16
658.0,2018,4,15,0,2,1,0,1,1,2,3,9,1,1,8,10
658.0,2019,1,11,0,1,2,0,1,1,0,3,3,5,1,8,6
659.0,2016,3,2,0,0,0,0,0,0,0,1,1,0,0,1,1
659.0,2017,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1
659.0,2017,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
659.0,2017,3,2,0,0,0,0,0,0,0,0,1,0,1,2,0
659.0,2017,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0
659.0,2018,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1
659.0,2018,3,2,0,1,0,0,0,1,1,0,0,1,0,1,2
659.0,2018,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0
660.0,2015,1,3,0,1,0,1,0,0,1,2,0,1,1,3,2
660.0,2015,2,1,2,0,0,1,0,0,1,0,2,1,0,0,4
660.0,2015,3,3,0,0,0,0,0,0,0,0,0,2,1,2,1
660.0,2015,4,2,1,2,0,1,0,2,1,1,1,1,0,2,4
660.0,2016,1,4,0,0,0,3,0,2,1,1,3,0,0,1,6
660.0,2016,2,5,4,0,0,0,1,0,0,2,3,3,0,2,7
660.0,2016,3,3,0,2,0,3,0,3,3,0,1,1,0,2,6
660.0,2016,4,2,0,1,0,0,0,0,3,0,0,0,0,2,1
660.0,2017,1,3,0,1,1,0,0,1,0,1,0,2,1,1,4
660.0,2017,2,9,1,1,0,2,1,0,0,3,4,2,3,7,6
660.0,2017,3,15,0,0,1,0,2,1,4,4,3,2,0,7,9
660.0,2017,4,16,0,0,0,0,2,3,2,3,2,1,3,8,8
660.0,2018,1,11,0,4,2,0,1,2,3,3,3,2,3,10,7
660.0,2018,2,16,0,3,0,1,2,2,3,3,4,2,4,9,11
660.0,2018,3,20,1,2,0,1,3,4,4,3,2,3,5,15,9
660.0,2018,4,23,1,0,1,3,3,4,5,4,6,4,2,12,16
660.0,2019,1,13,0,1,0,0,4,2,1,1,4,0,2,7,7
661.0,2015,1,6,1,2,1,1,0,0,1,2,1,4,3,5,6
661.0,2015,2,7,5,1,1,4,0,1,0,1,5,8,3,8,10
661.0,2015,3,5,1,3,1,7,0,2,2,5,3,0,5,5,12
661.0,2015,4,6,0,1,0,5,2,1,3,0,1,1,4,4,8
661.0,2016,1,13,0,0,0,2,0,1,2,5,2,4,1,6,9
661.0,2016,2,4,1,3,1,0,1,3,2,0,1,1,1,5,4
661.0,2016,3,9,2,0,1,2,0,4,2,3,4,1,0,2,12
661.0,2016,4,8,3,0,1,2,1,2,2,6,0,1,2,4,10
661.0,2017,1,14,0,3,1,0,2,4,2,3,4,1,2,9,9
661.0,2017,2,13,1,3,1,1,4,1,3,2,2,5,2,7,12
661.0,2017,3,17,1,1,1,4,1,4,4,4,3,5,3,10,14
661.0,2017,4,20,0,2,0,5,2,0,7,6,4,2,6,10,17
661.0,2018,1,11,2,1,2,4,1,4,2,2,3,3,5,3,17
661.0,2018,2,30,2,2,0,3,1,8,6,2,8,7,5,18,19
661.0,2018,3,15,0,7,3,1,1,4,3,6,2,6,4,11,15
661.0,2018,4,26,1,1,1,4,1,6,3,5,8,6,4,19,14
661.0,2019,1,23,0,0,1,0,1,3,3,3,5,3,6,9,15
662.0,2015,1,11,0,4,3,4,1,3,4,5,2,5,2,10,12
662.0,2015,2,12,1,1,0,6,3,2,2,4,3,3,3,9,11
662.0,2015,3,5,1,4,4,2,1,2,2,3,2,2,4,5,11
662.0,2015,4,5,0,0,2,4,1,3,1,0,0,2,4,1,10
662.0,2016,1,13,1,4,3,0,1,1,5,2,3,3,6,9,12
662.0,2016,2,12,1,1,0,2,3,2,0,3,1,3,4,4,12
662.0,2016,3,16,2,1,1,8,3,6,1,5,7,2,4,9,19
662.0,2016,4,11,1,0,0,3,2,2,3,2,1,2,3,8,7
662.0,2017,1,28,0,0,3,2,2,6,5,5,8,4,3,17,16
662.0,2017,2,18,0,2,2,2,2,9,0,4,2,5,2,7,17
662.0,2017,3,34,1,2,4,4,5,7,2,6,11,9,5,26,19
662.0,2017,4,29,1,2,0,2,1,7,6,6,7,4,3,17,17
662.0,2018,1,35,1,4,2,3,1,10,6,5,2,7,14,22,23
662.0,2018,2,43,0,5,0,10,10,6,9,10,9,4,10,29,29
662.0,2018,3,49,0,6,3,5,9,12,6,7,10,8,11,28,35
662.0,2018,4,69,3,2,1,2,4,9,13,13,8,14,16,34,43
662.0,2019,1,30,0,1,1,2,4,5,7,6,4,5,3,9,25
663.0,2015,1,10,2,3,1,2,2,4,2,5,1,2,2,8,10
663.0,2015,2,11,1,2,0,5,2,4,1,2,5,2,3,5,14
663.0,2015,3,3,1,2,0,2,1,2,0,2,3,0,0,1,7
663.0,2015,4,11,1,0,1,2,2,3,3,3,0,0,4,6,9
663.0,2016,1,15,0,1,1,3,0,6,0,4,4,2,4,6,14
663.0,2016,2,10,3,1,0,5,3,4,1,2,3,1,5,7,12
663.0,2016,3,7,1,1,0,4,3,3,2,0,2,2,1,2,11
663.0,2016,4,5,3,2,0,3,3,4,1,1,2,2,0,5,8
663.0,2017,1,14,2,1,1,5,2,3,7,3,4,1,3,10,13
663.0,2017,2,15,0,1,2,4,1,6,3,1,3,5,3,6,16
663.0,2017,3,15,0,0,1,6,2,2,2,5,4,6,1,7,15
663.0,2017,4,22,1,0,0,6,5,4,5,3,2,5,5,15,14
663.0,2018,1,17,2,1,3,3,5,5,2,3,3,3,5,10,16
663.0,2018,2,15,0,0,1,4,3,1,0,3,7,3,3,7,13
663.0,2018,3,28,1,5,1,6,6,5,8,6,7,3,6,18,23
663.0,2018,4,21,1,1,2,1,6,3,4,1,2,4,6,11,15
663.0,2019,1,13,0,2,1,1,3,4,2,1,4,1,2,10,7
664.0,2015,1,5,0,1,1,2,2,2,3,1,1,0,0,2,7
664.0,2015,2,2,2,1,3,1,2,0,1,0,2,1,3,2,7
664.0,2015,3,4,0,3,1,3,0,1,2,3,3,2,0,6,5
664.0,2015,4,4,3,0,2,1,0,2,1,0,1,2,4,1,9
664.0,2016,1,10,4,0,1,2,1,6,1,3,0,4,2,5,12
664.0,2016,2,0,2,1,0,0,0,1,0,0,1,1,0,1,2
664.0,2016,3,5,2,1,0,6,1,3,1,3,3,1,2,4,10
664.0,2016,4,6,0,0,5,1,2,1,0,3,1,4,1,5,7
664.0,2017,1,9,0,1,0,5,2,2,1,2,6,0,2,4,11
664.0,2017,2,12,0,0,2,1,1,2,4,5,1,1,1,5,10
664.0,2017,3,18,0,0,3,4,3,6,1,1,3,6,5,7,18
664.0,2017,4,12,2,0,2,3,1,5,2,0,6,4,1,8,11
664.0,2018,1,5,0,4,1,2,0,2,4,1,1,2,2,3,9
664.0,2018,2,18,1,1,1,3,1,5,3,7,3,2,3,12,12
664.0,2018,3,17,0,1,0,3,3,3,1,6,2,3,3,8,13
664.0,2018,4,13,4,2,1,1,0,3,3,5,2,3,5,11,10
664.0,2019,1,14,0,0,0,1,1,6,2,1,2,3,0,7,8
665.0,2015,1,2,2,7,1,8,1,2,5,6,2,1,3,7,13
665.0,2015,2,7,0,0,0,7,1,0,2,4,4,2,1,4,10
665.0,2015,3,3,5,3,3,9,7,1,7,3,1,2,2,3,20
665.0,2015,4,7,1,1,2,3,0,1,3,6,2,1,1,3,11
665.0,2016,1,8,4,2,2,8,2,4,0,3,4,8,3,6,18
665.0,2016,2,2,2,1,1,3,2,1,1,2,0,1,2,1,8
665.0,2016,3,4,1,3,0,1,3,1,1,0,2,1,1,3,6
665.0,2016,4,7,3,2,2,2,2,3,2,3,3,1,2,6,10
665.0,2017,1,10,3,2,3,1,1,2,6,5,1,2,2,5,14
665.0,2017,2,7,1,2,1,2,1,3,1,2,4,2,0,5,8
665.0,2017,3,8,5,3,1,5,5,3,1,3,2,3,5,5,17
665.0,2017,4,14,6,0,1,3,2,4,5,2,4,1,6,6,18
665.0,2018,1,8,4,4,2,5,1,5,4,2,4,4,3,8,15
665.0,2018,2,14,1,4,0,4,2,6,3,5,1,1,5,7,16
665.0,2018,3,16,2,4,1,3,3,5,4,5,4,5,0,9,17
665.0,2018,4,16,1,6,1,2,6,1,4,4,4,0,7,12,14
665.0,2019,1,7,0,3,1,1,1,3,1,3,0,2,2,6,6
