codigo_localidad,AÑO,semester,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
2.0,2016,1,1733,9,52,7,30,148,301,241,305,286,231,319,728,1101,152414,71860,80554,120.13332108598948,113.70346556090648,0.59049693597701,3.4117600745338357,0.45927539464878553,1.9683231199233666,153.2145839131645,90.37415894927626
2.0,2016,2,1542,23,39,19,49,156,262,208,224,271,249,302,686,986,152414,71860,80554,109.70120855039563,101.17180836406104,1.509047725274581,2.5588200559003766,1.2466046426181323,3.2149277625414987,137.21124408572223,85.1602651637411
2.0,2017,1,2660,8,55,24,48,262,422,297,423,397,433,561,1171,1624,153665,72719,80946,181.88917450297726,173.10382975954184,0.5206130218332086,3.5792145251033096,1.5618390654996257,3.1236781309992514,223.32540326462137,144.664344130655
2.0,2017,2,4411,13,65,43,28,409,698,498,596,708,736,915,2050,2510,153665,72719,80946,296.7494224449289,287.0530049132854,0.845996160478964,4.22998080239482,2.798294992353496,1.8221455764162302,345.16426243485193,253.25525659081364
2.0,2018,1,4794,11,98,33,19,415,791,539,652,774,730,1054,2393,2561,155619,73954,81665,318.4058501853887,308.06006978582303,0.7068545614610041,6.297431547561673,2.1205636843830122,1.220930606159916,346.2963463774779,293.02638829363866
2.0,2018,2,5447,9,119,26,17,492,897,646,739,791,835,1218,2598,3019,155619,73954,81665,361.009902389811,350.02152693437176,0.5783355502862761,7.6468811648963175,1.6707471452714642,1.0924115949851883,408.22673553830765,318.1289414069675
2.0,2019,1,1776,2,21,5,7,147,303,200,301,275,234,351,828,983,162232,77517,84715,111.63025790226342,109.47285369101041,0.12328024064302974,1.2944425267518123,0.30820060160757434,0.43148084225060407,126.81089309441799,97.73947943103347
3.0,2015,1,907,25,40,6,21,88,161,148,155,157,127,163,392,607,101369,50385,50984,98.55083901389972,89.47508607167872,2.466237212560053,3.9459795400960846,0.5918969310144127,2.0716392585504444,120.47236280639079,76.8868664679115
3.0,2015,2,765,33,51,4,20,78,160,99,142,146,115,133,358,515,101369,50385,50984,86.12100346259705,75.46685870433761,3.25543312057927,5.031123913622507,0.39459795400960845,1.9729897700480423,102.21296020641063,70.21810764161306
3.0,2016,1,1090,34,39,7,13,106,203,179,188,170,152,185,459,723,101667,50483,51184,116.36027422860909,107.21276323684185,3.344251330323507,3.8360529965475525,0.6885223327136631,1.2786843321825174,143.2165283362716,89.67646139418568
3.0,2016,2,959,24,48,9,15,78,172,125,179,185,132,184,405,650,101667,50483,51184,103.77015157327352,94.32755958177187,2.360647997875417,4.721295995750834,0.8852429992032812,1.4754049986721356,128.75621496345303,79.12628946545796
3.0,2017,1,2079,25,67,58,40,199,335,287,398,334,279,437,889,1380,102114,50672,51442,222.20263626926769,203.59598096245372,2.4482441193176254,6.561294239771236,5.679926356816891,3.9171905909082008,272.33975371013577,172.81598693674428
