codigo_upz,AÑO,MES,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO
91.0,2016,7,23,0,0,0,1,1,4,7,3,3,1,5,6,18
91.0,2016,8,43,0,1,0,2,2,8,3,6,16,4,7,18,28
91.0,2016,9,37,0,1,0,0,2,7,6,7,6,3,7,17,21
91.0,2016,10,45,0,1,0,0,3,5,7,8,10,2,11,16,30
91.0,2016,11,23,0,0,0,1,0,4,1,4,6,5,4,12,12
91.0,2016,12,38,0,2,0,0,5,7,5,4,8,3,8,14,26
91.0,2017,1,78,0,2,2,0,14,9,12,21,9,5,12,34,48
91.0,2017,2,81,0,2,1,1,6,10,13,8,11,13,24,36,49
91.0,2017,3,101,0,4,7,3,7,12,13,18,24,16,25,54,61
91.0,2017,4,108,0,1,2,4,8,20,14,20,15,21,17,44,71
91.0,2017,5,138,0,12,4,2,10,17,33,30,19,21,26,67,89
91.0,2017,6,204,0,5,16,11,10,28,19,102,20,15,42,76,160
91.0,2017,7,124,0,6,4,4,13,13,29,20,22,20,21,66,72
91.0,2017,8,134,0,10,4,4,7,24,16,27,34,14,30,63,89
91.0,2017,9,154,0,5,6,4,14,20,31,31,23,26,24,72,95
91.0,2017,10,159,0,10,6,4,22,21,24,43,26,13,30,101,78
91.0,2017,11,142,0,7,3,2,13,39,12,21,33,8,28,74,80
91.0,2017,12,98,0,6,7,1,10,15,14,22,18,9,24,52,60
91.0,2018,1,115,0,6,1,1,15,15,19,24,15,9,26,53,69
91.0,2018,2,159,0,3,0,1,12,29,23,23,32,13,31,88,75
91.0,2018,3,104,0,6,0,0,5,18,13,26,13,10,25,56,54
91.0,2018,4,137,0,1,0,0,7,24,29,18,18,13,29,66,72
91.0,2018,5,156,0,7,1,1,9,43,20,24,30,13,26,67,97
91.0,2018,6,114,0,3,0,3,9,18,9,15,24,14,31,57,63
91.0,2018,7,108,0,3,0,1,10,29,15,23,11,11,13,47,65
91.0,2018,8,149,0,1,0,0,5,40,16,19,29,16,25,70,80
91.0,2018,9,138,0,2,1,0,9,17,17,22,27,15,34,77,64
91.0,2018,10,134,0,0,1,0,6,25,18,32,34,7,13,50,85
91.0,2018,11,124,0,2,2,0,4,22,17,31,18,7,29,63,65
91.0,2018,12,117,0,3,3,0,8,25,17,13,25,19,16,58,65
91.0,2019,1,125,0,0,0,0,8,25,15,25,21,11,20,47,78
91.0,2019,2,152,0,0,0,0,10,29,20,29,21,15,28,75,77
92.0,2015,1,25,1,1,1,1,5,1,4,3,6,3,7,14,15
92.0,2015,2,17,1,0,0,1,3,3,2,2,3,3,3,5,14
92.0,2015,3,25,2,0,0,0,5,5,2,5,3,4,3,7,20
92.0,2015,4,14,0,1,0,0,1,4,2,3,1,2,2,8,7
92.0,2015,5,16,0,2,0,0,1,2,3,2,4,0,6,12,6
92.0,2015,6,12,0,2,1,0,0,1,6,2,3,1,2,8,7
92.0,2015,7,11,0,1,0,1,4,1,1,2,2,1,2,9,4
92.0,2015,8,18,0,2,0,0,1,7,2,2,4,1,3,11,9
92.0,2015,9,16,0,1,0,0,2,3,1,1,3,5,2,9,8
92.0,2015,10,17,0,2,0,0,0,5,1,2,3,8,0,9,10
92.0,2015,11,13,0,1,1,2,0,2,2,5,1,5,2,8,9
92.0,2015,12,14,0,1,0,0,3,4,1,3,3,1,0,5,10
92.0,2016,1,20,0,1,0,1,1,7,1,1,3,4,5,12,10
92.0,2016,2,17,0,0,0,0,5,1,1,3,1,3,3,5,12
92.0,2016,3,14,0,0,1,0,1,2,3,1,2,3,3,10,5
92.0,2016,4,14,0,0,0,0,2,0,1,2,1,7,1,7,7
92.0,2016,5,17,0,0,0,0,1,2,5,2,2,3,2,7,10
92.0,2016,6,15,0,2,0,0,0,2,6,4,3,1,1,4,13
92.0,2016,7,9,1,0,0,2,1,1,0,5,1,1,3,2,10
92.0,2016,8,18,0,0,0,0,0,4,3,4,3,2,2,10,8
92.0,2016,9,18,1,2,0,0,8,3,0,2,1,4,3,9,12
92.0,2016,10,14,2,0,0,0,2,1,1,2,3,1,6,5,11
92.0,2016,11,10,0,0,1,0,1,1,0,1,4,1,3,4,7
92.0,2016,12,25,0,0,0,0,0,8,2,9,1,1,4,11,14
92.0,2017,1,31,0,1,1,0,9,5,8,1,6,2,2,17,16
92.0,2017,2,27,1,0,0,0,2,6,4,3,2,3,8,10,18
92.0,2017,3,28,0,0,0,0,1,10,6,3,0,2,6,9,19
92.0,2017,4,37,0,1,0,0,5,7,6,5,3,7,5,11,27
92.0,2017,5,36,0,1,0,0,7,6,3,6,4,4,7,13,24
92.0,2017,6,29,0,0,0,1,5,4,3,5,4,5,4,10,20
92.0,2017,7,26,0,0,0,0,3,3,8,2,4,4,2,10,16
92.0,2017,8,39,0,1,0,0,3,3,5,10,13,1,5,23,17
92.0,2017,9,43,0,0,0,0,5,6,7,4,4,10,7,21,22
92.0,2017,10,48,0,1,0,0,7,6,9,4,6,7,10,26,23
92.0,2017,11,60,0,0,1,0,2,13,5,6,14,9,12,33,28
92.0,2017,12,33,0,0,0,0,5,6,6,6,2,3,5,21,12
92.0,2018,1,34,0,1,0,1,9,3,3,3,7,2,9,11,25
92.0,2018,2,51,0,1,1,1,7,9,10,9,7,3,9,27,27
92.0,2018,3,54,0,2,1,1,5,12,4,4,6,7,20,26,32
92.0,2018,4,56,0,0,0,0,4,9,9,6,8,8,12,22,34
92.0,2018,5,48,0,0,1,0,0,9,4,4,11,5,16,20,29
92.0,2018,6,33,0,1,0,0,5,3,3,1,8,9,5,19,15
92.0,2018,7,43,0,1,0,0,8,8,3,10,7,3,5,21,23
92.0,2018,8,70,1,2,0,0,4,12,9,14,17,6,11,29,44
92.0,2018,9,53,0,2,0,1,9,9,7,7,4,5,15,30,26
92.0,2018,10,28,0,6,0,0,5,2,8,4,4,1,10,15,19
92.0,2018,11,40,0,2,0,0,6,8,1,8,5,4,10,16,26
92.0,2018,12,38,0,2,0,1,7,5,8,4,6,6,5,15,25
92.0,2019,1,31,0,0,0,0,4,5,8,6,4,3,1,13,18
92.0,2019,2,56,0,0,0,0,6,9,8,10,10,4,9,17,39
93.0,2015,1,83,1,2,0,0,4,14,6,15,9,20,18,26,60
93.0,2015,2,76,2,3,0,0,9,11,14,9,12,10,16,25,56
93.0,2015,3,79,1,2,0,0,8,15,11,13,9,14,12,28,54
93.0,2015,4,86,4,4,1,2,5,21,10,15,17,14,15,37,60
93.0,2015,5,75,2,3,0,1,8,15,9,15,16,8,10,28,53
93.0,2015,6,84,0,2,0,0,9,10,10,15,12,13,17,34,52
93.0,2015,7,90,0,3,1,0,5,25,12,10,20,9,13,44,50
93.0,2015,8,85,0,4,0,2,9,14,9,14,15,14,16,37,54
93.0,2015,9,56,1,4,0,0,8,5,10,7,13,9,9,25,36
93.0,2015,10,64,2,4,0,0,8,14,12,6,7,9,14,30,40
93.0,2015,11,65,2,5,0,3,9,11,8,11,7,13,16,22,53
93.0,2015,12,52,2,2,0,0,1,8,6,11,19,5,6,27,29
93.0,2016,1,97,0,2,0,1,12,18,13,12,15,15,15,28,72
93.0,2016,2,122,0,1,0,0,13,13,21,15,22,13,26,46,77
93.0,2016,3,100,2,0,0,1,7,20,9,22,22,14,9,39,64
93.0,2016,4,74,3,1,0,0,6,14,10,11,11,12,14,27,51
93.0,2016,5,75,2,2,0,0,4,14,14,16,12,8,11,28,51
93.0,2016,6,86,0,2,0,0,8,11,4,9,15,18,23,34,54
93.0,2016,7,63,2,6,0,0,6,14,5,17,10,12,7,29,42
93.0,2016,8,85,3,2,0,2,5,19,13,12,20,17,6,32,60
93.0,2016,9,98,1,4,1,0,8,19,6,19,11,15,26,40,64
93.0,2016,10,92,2,0,2,0,8,10,10,15,21,13,19,38,58
93.0,2016,11,97,0,2,0,0,6,15,9,16,19,17,17,42,57
93.0,2016,12,102,2,3,0,0,6,18,13,18,16,13,23,36,71
93.0,2017,1,135,2,1,3,6,15,16,24,16,25,15,36,58,89
93.0,2017,2,175,3,1,5,2,19,23,22,33,31,21,37,75,111
93.0,2017,3,195,0,2,2,1,11,35,21,29,38,27,39,78,122
93.0,2017,4,161,1,1,2,0,17,17,31,22,25,29,24,74,91
93.0,2017,5,178,0,5,2,0,12,41,17,31,24,21,39,79,106
93.0,2017,6,151,1,1,0,1,11,26,13,18,24,15,47,63,91
93.0,2017,7,200,0,2,1,0,16,29,29,21,33,32,43,100,103
93.0,2017,8,268,2,4,0,1,18,63,21,41,59,26,47,133,142
93.0,2017,9,274,1,6,3,3,12,36,33,40,59,45,62,135,152
93.0,2017,10,306,1,3,1,1,12,43,43,64,48,45,57,156,156
93.0,2017,11,338,0,6,2,1,13,66,35,49,61,58,65,159,188
93.0,2017,12,318,1,1,4,1,27,44,36,50,44,58,66,143,182
93.0,2018,1,244,0,2,1,0,13,31,31,42,51,39,40,118,129
93.0,2018,2,321,2,6,2,0,17,66,54,55,46,36,57,154,177
93.0,2018,3,348,0,1,0,2,18,48,36,48,49,63,89,159,192
93.0,2018,4,394,2,9,0,2,32,64,72,54,60,51,74,208,199
93.0,2018,5,406,1,3,0,1,31,68,41,56,80,61,74,183,228
93.0,2018,6,302,0,3,2,1,22,42,24,40,53,50,77,136,172
93.0,2018,7,305,0,3,1,1,27,45,49,66,32,49,42,152,158
93.0,2018,8,416,1,3,1,0,26,79,48,50,71,59,88,210,211
93.0,2018,9,374,1,3,0,1,34,70,44,53,53,50,75,178,201
93.0,2018,10,418,0,5,1,0,24,60,47,73,95,64,61,197,227
93.0,2018,11,396,1,3,1,0,20,68,34,45,63,65,106,193,208
93.0,2018,12,391,3,4,1,0,40,54,43,46,48,95,73,160,239
93.0,2019,1,248,1,3,0,0,13,30,41,47,41,29,51,118,133
93.0,2019,2,367,1,3,2,2,29,55,45,67,64,41,74,155,220
94.0,2015,1,57,1,3,0,0,7,9,9,10,6,7,13,27,34
94.0,2015,2,48,0,1,0,0,3,7,11,4,5,9,10,24,25
94.0,2015,3,56,1,1,0,0,6,9,11,6,15,2,9,28,30
94.0,2015,4,39,0,3,0,0,2,12,6,3,10,4,5,21,21
94.0,2015,5,37,0,1,0,1,2,7,5,4,8,3,10,20,19
94.0,2015,6,37,0,2,1,0,3,13,1,9,4,9,1,16,24
94.0,2015,7,43,0,2,0,0,5,9,3,7,8,5,8,19,26
94.0,2015,8,32,1,2,0,1,2,5,7,4,6,4,8,17,19
94.0,2015,9,43,0,3,0,0,5,4,10,9,7,4,7,25,21
94.0,2015,10,29,0,5,0,0,1,7,2,4,5,7,8,16,18
94.0,2015,11,32,0,3,1,0,6,7,4,3,10,2,4,14,22
94.0,2015,12,20,1,2,0,0,3,2,2,7,7,0,2,11,12
94.0,2016,1,66,0,0,1,0,8,12,9,7,8,8,15,28,39
94.0,2016,2,57,0,2,0,0,3,10,10,9,4,10,13,22,37
94.0,2016,3,60,1,0,0,0,8,7,9,13,6,5,13,24,37
94.0,2016,4,44,0,1,2,0,5,10,4,6,8,2,12,25,22
94.0,2016,5,37,1,6,0,0,3,7,7,5,7,6,9,22,22
94.0,2016,6,38,0,3,0,0,5,9,4,7,2,7,7,22,19
94.0,2016,7,22,0,4,0,0,1,4,1,3,4,4,9,13,13
94.0,2016,8,42,0,2,0,0,5,10,5,10,5,3,6,20,24
94.0,2016,9,28,1,3,0,1,1,6,4,5,3,6,8,19,14
94.0,2016,10,30,0,3,0,0,3,2,5,5,8,4,6,15,18
94.0,2016,11,31,0,1,1,0,6,1,4,7,8,3,4,14,18
94.0,2016,12,43,0,2,0,0,3,8,6,4,7,3,14,24,21
94.0,2017,1,56,2,3,1,3,10,12,3,10,13,8,9,31,34
94.0,2017,2,61,1,4,0,1,4,8,11,12,9,9,14,32,35
94.0,2017,3,74,0,1,1,1,1,13,15,11,17,4,16,36,41
94.0,2017,4,64,0,5,1,0,9,12,9,9,13,7,11,39,31
94.0,2017,5,71,0,6,2,1,3,16,7,21,12,9,12,48,32
94.0,2017,6,84,2,3,1,0,9,18,8,12,13,10,20,46,44
94.0,2017,7,75,0,2,2,0,9,7,10,8,10,15,20,41,38
94.0,2017,8,133,0,1,3,0,14,19,14,23,25,17,25,77,60
94.0,2017,9,141,0,1,0,0,9,30,15,22,23,15,28,71,71
94.0,2017,10,116,1,1,0,2,11,17,11,25,14,11,31,60,60
94.0,2017,11,135,0,2,0,3,8,27,16,19,35,7,28,75,65
94.0,2017,12,104,0,1,0,0,3,15,19,16,17,14,21,44,61
94.0,2018,1,121,0,5,0,0,8,28,20,17,30,9,14,64,62
94.0,2018,2,94,0,2,2,0,7,19,12,15,12,8,25,56,42
94.0,2018,3,122,0,3,2,0,8,21,6,11,26,13,42,72,55
94.0,2018,4,151,0,5,1,1,14,26,26,18,29,12,33,95,63
94.0,2018,5,151,0,4,2,1,12,39,16,27,29,8,27,89,69
94.0,2018,6,107,0,3,0,0,7,9,8,24,21,9,32,66,44
94.0,2018,7,134,2,6,0,1,9,18,25,25,18,18,30,84,59
94.0,2018,8,157,1,5,0,1,7,36,14,14,45,18,30,95,69
94.0,2018,9,106,0,7,0,0,5,25,18,11,18,19,17,53,60
94.0,2018,10,162,0,4,1,1,6,13,18,32,68,13,18,83,85
94.0,2018,11,118,0,3,0,0,12,21,13,13,24,13,25,64,57
94.0,2018,12,112,0,5,0,0,18,18,18,15,15,15,18,56,60
94.0,2019,1,96,0,6,0,0,10,17,14,17,18,10,16,48,54
94.0,2019,2,127,0,6,1,0,10,18,20,16,29,17,24,66,68
95.0,2015,1,16,1,0,0,3,2,3,3,3,3,3,3,10,10
95.0,2015,2,12,3,2,0,2,0,6,3,1,2,4,3,6,13
95.0,2015,3,12,1,2,1,1,2,2,5,3,1,2,2,10,7
95.0,2015,4,12,0,1,0,0,1,5,2,0,3,1,1,5,8
95.0,2015,5,12,2,2,0,3,3,1,5,1,4,2,3,8,11
95.0,2015,6,7,1,0,0,1,2,2,1,1,1,1,1,2,7
95.0,2015,7,9,5,1,1,0,3,2,0,5,1,3,2,4,12
95.0,2015,8,8,0,0,1,0,1,1,2,1,2,1,1,5,4
95.0,2015,9,6,3,2,0,1,0,2,3,4,2,1,0,4,8
95.0,2015,10,11,1,1,0,1,3,5,1,1,3,0,1,5,9
95.0,2015,11,7,5,0,0,1,1,4,0,3,1,0,4,2,11
95.0,2015,12,10,3,2,0,0,2,3,0,2,4,1,3,6,9
95.0,2016,1,24,2,1,0,0,4,3,4,6,2,5,3,11,16
95.0,2016,2,34,0,2,0,1,4,6,9,5,3,4,6,17,20
95.0,2016,3,22,3,3,0,1,3,3,6,6,2,4,5,9,20
95.0,2016,4,15,1,3,0,0,3,3,3,6,1,0,3,8,11
95.0,2016,5,24,4,2,0,0,6,2,7,4,3,4,4,15,15
95.0,2016,6,26,3,1,0,1,5,4,5,6,6,1,4,10,21
95.0,2016,7,17,0,6,1,1,5,3,4,5,3,1,4,8,17
95.0,2016,8,23,1,1,0,1,2,4,5,9,2,4,0,9,17
95.0,2016,9,6,4,2,0,0,2,2,4,1,1,0,2,4,8
95.0,2016,10,10,1,1,0,0,0,1,2,3,3,1,2,4,8
95.0,2016,11,14,1,1,0,0,1,4,2,3,3,1,2,4,12
95.0,2016,12,13,0,0,0,1,0,4,5,0,4,0,1,7,7
95.0,2017,1,17,1,2,0,1,5,3,2,2,4,2,3,6,15
95.0,2017,2,22,1,0,3,2,1,8,6,4,2,1,6,7,21
95.0,2017,3,28,2,1,1,1,4,2,2,2,10,4,9,15,18
95.0,2017,4,14,0,1,1,0,1,4,2,1,2,4,2,3,13
95.0,2017,5,21,1,0,0,0,2,3,3,5,3,4,2,7,15
95.0,2017,6,15,0,1,3,1,5,5,2,3,1,2,2,6,14
95.0,2017,7,18,0,0,3,1,3,3,3,0,4,3,6,7,15
95.0,2017,8,42,1,2,1,1,2,11,4,9,8,9,4,18,29
95.0,2017,9,27,1,0,1,0,2,6,2,8,3,2,6,13,16
95.0,2017,10,35,2,2,2,2,4,6,13,8,5,2,5,16,27
95.0,2017,11,30,0,1,1,0,4,4,4,3,1,10,6,14,18
95.0,2017,12,31,2,3,1,0,4,3,4,4,7,5,10,11,26
95.0,2018,1,36,0,3,1,0,6,5,4,3,10,4,8,22,18
95.0,2018,2,42,0,0,0,1,5,5,6,4,7,4,12,18,25
95.0,2018,3,33,0,3,2,1,7,5,6,10,3,4,4,14,25
95.0,2018,4,53,0,0,0,1,6,8,12,10,4,6,8,22,32
95.0,2018,5,36,1,2,0,1,8,6,4,6,9,3,4,16,24
95.0,2018,6,31,0,1,1,1,3,2,6,11,3,5,4,11,23
95.0,2018,7,32,1,1,0,0,2,3,5,6,5,7,6,13,21
95.0,2018,8,61,1,5,0,2,6,14,7,9,10,11,12,31,38
95.0,2018,9,53,2,0,0,0,5,3,13,7,6,15,6,21,34
95.0,2018,10,42,3,1,0,0,2,3,10,10,8,3,10,20,26
95.0,2018,11,43,1,2,0,0,3,9,3,5,5,9,12,18,28
95.0,2018,12,34,2,1,0,0,5,4,8,3,6,5,6,13,24
95.0,2019,1,43,0,3,0,1,2,7,7,7,9,10,5,20,27
95.0,2019,2,37,2,3,0,1,4,3,3,9,10,11,3,18,25
96.0,2015,1,10,0,0,1,0,1,2,3,1,2,1,1,3,8
96.0,2015,2,16,1,1,0,0,0,2,4,6,4,1,1,5,13
96.0,2015,3,9,2,1,0,0,3,1,2,2,1,1,2,5,7
96.0,2015,4,7,0,1,0,2,1,0,2,3,3,0,1,3,7
96.0,2015,5,8,0,0,0,1,0,0,2,2,2,2,1,3,6
96.0,2015,6,5,0,1,0,1,2,0,0,2,0,3,0,3,4
96.0,2015,7,8,0,3,0,0,1,3,1,1,1,1,3,5,6
96.0,2015,8,10,2,4,0,1,1,3,1,4,3,4,1,6,11
96.0,2015,9,8,2,0,0,0,2,3,2,1,1,1,0,3,7
96.0,2015,10,7,2,0,0,0,0,3,2,1,0,3,0,3,6
96.0,2015,11,4,0,1,0,1,0,1,2,0,1,1,1,2,4
96.0,2015,12,3,3,2,0,2,1,2,1,2,3,0,1,2,8
96.0,2016,1,7,4,1,2,0,1,3,1,0,4,3,2,3,11
96.0,2016,2,16,0,2,0,1,0,4,3,5,3,2,2,6,13
96.0,2016,3,20,1,2,1,0,4,6,2,3,1,6,2,6,18
96.0,2016,4,9,2,2,0,0,0,3,2,3,0,3,2,6,7
96.0,2016,5,7,2,1,0,2,1,5,3,1,0,1,1,3,9
96.0,2016,6,8,3,1,1,0,3,2,2,4,0,2,0,4,9
96.0,2016,7,5,1,3,3,1,1,2,1,1,1,2,5,5,8
96.0,2016,8,7,1,2,1,0,0,1,0,2,3,4,1,3,8
96.0,2016,9,5,0,2,0,1,2,1,3,0,2,0,0,4,4
96.0,2016,10,12,1,2,0,0,0,0,4,3,2,2,4,7,8
96.0,2016,11,2,0,1,0,0,0,0,2,0,1,0,0,3,0
96.0,2016,12,5,0,3,0,2,1,2,2,0,1,2,2,6,4
96.0,2017,1,12,1,1,1,1,2,1,4,1,3,1,4,4,12
96.0,2017,2,13,4,2,1,0,4,1,0,0,4,7,4,3,17
96.0,2017,3,12,4,4,1,0,3,5,2,1,3,5,2,7,14
96.0,2017,4,9,0,5,0,0,0,6,0,2,3,2,1,8,6
96.0,2017,5,12,2,5,0,1,1,2,0,2,10,4,1,7,13
96.0,2017,6,11,1,5,0,1,2,3,2,4,5,1,1,8,10
96.0,2017,7,14,1,0,0,0,3,1,4,3,0,2,2,6,9
96.0,2017,8,28,1,0,1,2,2,7,3,8,5,3,4,15,17
96.0,2017,9,21,1,0,0,1,0,4,2,4,4,5,4,9,14
96.0,2017,10,18,1,0,0,1,3,0,3,5,1,2,6,5,15
96.0,2017,11,18,0,0,1,1,2,3,2,3,6,1,3,5,15
96.0,2017,12,17,1,1,1,2,5,2,2,1,3,6,3,5,17
96.0,2018,1,24,0,3,0,1,5,4,2,5,3,7,2,12,16
96.0,2018,2,10,2,1,3,1,2,4,1,4,4,0,2,4,13
96.0,2018,3,13,1,1,2,3,4,5,3,1,2,3,2,6,14
96.0,2018,4,19,1,4,2,1,0,7,3,2,4,7,4,9,18
96.0,2018,5,25,0,3,0,5,1,4,3,7,8,5,5,12,21
96.0,2018,6,11,1,4,0,0,2,1,3,2,4,2,2,7,9
96.0,2018,7,19,0,1,2,1,6,2,2,3,4,5,1,9,14
96.0,2018,8,14,1,7,0,1,2,5,1,4,2,1,8,14,9
96.0,2018,9,21,0,1,0,1,8,5,0,2,1,6,1,7,16
96.0,2018,10,26,1,4,0,0,4,2,4,5,4,7,5,18,13
96.0,2018,11,16,0,3,1,1,2,5,1,4,3,3,3,7,14
96.0,2018,12,18,1,2,0,0,2,2,7,3,3,2,2,12,9
96.0,2019,1,10,0,0,1,3,0,3,5,1,2,0,3,4,10
96.0,2019,2,19,1,0,0,1,2,0,2,5,7,2,3,9,12
97.0,2015,1,96,0,0,0,0,5,11,14,11,10,18,27,48,48
97.0,2015,2,120,0,2,0,4,7,22,19,25,17,13,23,52,74
97.0,2015,3,109,1,2,0,3,14,25,12,22,12,11,19,47,68
97.0,2015,4,105,0,7,0,2,3,25,12,21,31,12,10,53,61
97.0,2015,5,105,0,5,0,1,12,13,6,19,21,15,25,57,54
97.0,2015,6,116,0,6,0,0,4,17,8,26,31,18,18,38,84
97.0,2015,7,121,0,2,0,3,11,31,14,14,11,13,32,54,72
97.0,2015,8,92,1,2,0,4,5,21,11,15,13,20,14,45,54
97.0,2015,9,98,0,3,0,2,5,7,8,24,25,15,19,43,60
97.0,2015,10,95,0,4,1,4,5,22,13,9,13,17,25,40,64
97.0,2015,11,104,0,5,0,4,10,20,16,16,15,18,18,42,71
97.0,2015,12,82,0,0,0,1,7,14,12,13,12,9,16,33,50
97.0,2016,1,117,0,0,0,2,6,30,15,21,15,13,19,40,79
97.0,2016,2,151,0,3,1,0,16,23,18,32,21,15,30,52,103
97.0,2016,3,147,0,2,0,1,10,35,11,36,24,14,20,54,96
97.0,2016,4,121,0,1,0,1,8,16,16,21,17,20,25,56,67
97.0,2016,5,117,0,3,0,2,7,20,14,17,20,14,30,57,65
97.0,2016,6,101,0,2,1,2,2,19,12,13,27,12,21,41,65
97.0,2016,7,100,0,1,1,4,12,10,20,13,18,15,18,46,60
97.0,2016,8,103,0,2,0,3,9,15,16,18,20,15,15,53,55
97.0,2016,9,106,0,0,0,1,10,16,11,11,20,17,22,48,59
97.0,2016,10,118,0,1,3,3,9,20,17,14,23,23,19,58,67
97.0,2016,11,97,0,4,3,1,9,12,9,23,18,10,24,56,49
97.0,2016,12,114,0,1,0,2,9,16,16,17,15,17,27,54,63
97.0,2017,1,171,0,1,1,1,8,29,21,33,24,22,37,74,100
97.0,2017,2,232,0,1,2,2,20,37,21,37,26,45,51,109,128
97.0,2017,3,211,0,2,2,5,20,33,17,30,42,32,46,100,120
97.0,2017,4,188,0,0,2,1,19,23,21,37,33,29,29,92,99
97.0,2017,5,194,0,2,1,3,19,29,19,38,23,25,47,80,120
97.0,2017,6,195,3,0,1,2,18,36,21,22,30,29,45,95,106
97.0,2017,7,211,0,2,1,2,22,29,32,33,28,31,41,79,137
97.0,2017,8,322,0,1,5,0,20,53,24,52,69,44,66,136,192
97.0,2017,9,334,1,1,1,2,28,43,45,59,41,55,68,154,185
97.0,2017,10,405,0,0,1,0,35,57,35,57,53,89,80,215,191
97.0,2017,11,385,0,5,2,0,20,81,33,59,74,55,70,212,180
97.0,2017,12,419,0,1,5,1,36,59,45,38,58,79,111,207,219
97.0,2018,1,330,0,0,1,0,31,55,39,46,65,39,56,149,182
97.0,2018,2,381,0,5,1,2,29,49,40,54,66,67,84,184,205
97.0,2018,3,334,0,3,2,3,20,63,32,37,47,68,75,190,152
97.0,2018,4,468,1,4,1,1,40,69,74,53,56,80,103,239,235
97.0,2018,5,419,0,2,4,0,22,86,38,63,77,46,93,223,202
97.0,2018,6,369,1,9,1,0,30,73,23,35,42,65,112,219,161
97.0,2018,7,421,0,2,0,2,33,67,52,84,42,68,79,224,201
97.0,2018,8,443,1,3,3,1,17,86,47,44,85,57,115,232,219
97.0,2018,9,450,0,2,1,1,57,46,56,55,57,96,87,225,229
97.0,2018,10,439,0,2,3,1,37,72,50,67,63,63,93,206,239
97.0,2018,11,513,0,2,2,1,30,90,48,69,56,79,146,240,278
97.0,2018,12,437,1,2,1,0,40,60,42,41,89,76,93,226,215
97.0,2019,1,434,0,1,2,2,32,82,38,85,70,56,76,231,208
97.0,2019,2,453,0,2,0,1,40,65,60,69,52,64,106,209,247
98.0,2015,1,52,0,1,1,4,5,10,6,12,9,5,11,26,32
98.0,2015,2,62,0,3,1,3,3,10,8,4,18,13,13,30,39
98.0,2015,3,62,0,7,3,11,1,8,19,19,7,9,20,31,52
98.0,2015,4,36,0,5,3,3,2,9,7,8,10,8,3,18,29
98.0,2015,5,44,0,8,1,7,8,12,5,7,6,10,12,25,35
98.0,2015,6,50,0,5,0,5,7,13,5,14,7,7,7,21,39
98.0,2015,7,51,1,4,4,2,3,16,6,13,8,6,10,24,38
98.0,2015,8,49,0,5,0,1,6,13,7,8,8,6,7,25,30
98.0,2015,9,61,1,5,0,3,2,6,11,11,19,7,14,33,37
98.0,2015,10,39,2,6,1,2,4,16,3,7,6,6,8,17,33
98.0,2015,11,44,1,3,0,3,3,8,9,8,5,7,11,19,32
98.0,2015,12,54,0,2,2,2,5,14,10,11,8,2,10,27,33
98.0,2016,1,74,0,0,2,5,8,14,10,12,10,11,16,30,51
98.0,2016,2,82,1,1,2,5,3,13,17,13,19,15,11,28,63
98.0,2016,3,67,0,10,1,5,12,18,8,18,11,9,7,32,51
98.0,2016,4,65,0,0,3,4,6,14,6,7,13,8,18,21,51
98.0,2016,5,68,1,5,4,4,4,11,12,17,15,6,17,25,57
98.0,2016,6,70,0,1,1,2,8,9,7,8,19,13,10,18,56
98.0,2016,7,81,0,2,2,3,2,15,13,17,8,13,20,28,60
98.0,2016,8,63,2,0,2,6,2,17,13,8,12,9,12,30,43
98.0,2016,9,61,0,3,2,5,2,14,10,10,11,10,14,24,47
98.0,2016,10,61,0,1,2,2,8,10,9,5,17,8,9,25,41
98.0,2016,11,63,0,5,1,4,6,11,6,15,16,9,10,28,45
98.0,2016,12,38,0,2,1,3,6,5,6,8,5,4,10,17,27
98.0,2017,1,94,0,2,2,2,12,11,11,19,16,13,18,29,71
98.0,2017,2,111,0,7,5,4,6,17,18,27,24,19,16,51,76
98.0,2017,3,127,1,3,1,2,9,27,12,16,27,19,24,45,89
98.0,2017,4,105,1,2,2,3,4,24,11,20,17,17,20,47,66
98.0,2017,5,103,0,5,3,1,7,22,12,21,17,13,20,41,71
98.0,2017,6,87,0,4,2,4,8,13,11,17,16,13,19,38,59
98.0,2017,7,97,1,6,1,2,11,13,15,18,19,17,14,35,72
98.0,2017,8,156,0,5,6,6,6,38,24,32,24,25,24,72,101
98.0,2017,9,175,1,6,2,5,12,26,28,40,22,22,39,67,122
98.0,2017,10,165,0,7,2,0,12,16,29,44,16,22,35,71,103
98.0,2017,11,186,1,8,5,3,12,46,19,25,38,30,33,88,115
98.0,2017,12,158,0,5,2,2,13,26,23,27,34,17,27,65,102
98.0,2018,1,143,0,4,0,1,10,23,22,19,25,21,28,61,87
98.0,2018,2,137,1,5,10,5,12,28,22,24,25,17,30,68,90
98.0,2018,3,161,1,4,6,1,9,24,24,36,22,18,40,72,101
98.0,2018,4,176,0,4,1,4,11,28,33,26,25,27,35,78,107
98.0,2018,5,183,0,7,2,3,12,39,16,33,40,27,28,84,111
98.0,2018,6,168,0,1,4,1,10,34,12,32,26,22,38,65,109
