codigo_upz,AÑO,MES,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO
32.0,2018,4,33,0,3,3,4,5,8,5,5,7,11,2,17,26
32.0,2018,5,28,0,8,3,3,6,4,3,8,10,6,5,19,23
32.0,2018,6,24,0,6,0,5,4,6,2,5,6,5,7,15,20
32.0,2018,7,36,1,3,1,2,4,5,6,9,5,8,6,25,18
32.0,2018,8,29,1,6,3,4,7,11,4,5,7,4,5,19,24
32.0,2018,9,30,3,4,1,1,5,3,4,7,9,9,2,15,24
32.0,2018,10,26,1,3,1,3,7,1,4,6,7,4,5,16,18
32.0,2018,11,19,1,3,2,1,2,7,3,2,2,6,4,13,13
32.0,2018,12,27,0,3,1,2,1,1,6,5,9,7,4,14,19
32.0,2019,1,27,1,2,4,2,3,5,5,8,7,4,4,8,28
32.0,2019,2,32,1,1,2,2,3,7,7,3,7,5,6,11,27
33.0,2015,1,20,0,8,0,1,5,7,4,4,5,1,3,14,15
33.0,2015,2,27,0,3,2,4,5,5,3,8,6,6,3,10,26
33.0,2015,3,37,0,4,4,1,14,5,6,6,5,5,5,15,31
33.0,2015,4,24,1,4,0,1,3,4,3,4,9,5,2,12,18
33.0,2015,5,37,1,0,2,0,8,3,9,5,6,2,7,13,27
33.0,2015,6,13,2,2,1,3,1,3,2,4,4,2,5,6,15
33.0,2015,7,8,2,3,1,4,1,4,2,2,3,3,3,8,10
33.0,2015,8,16,0,2,3,4,4,1,3,6,2,4,5,10,15
33.0,2015,9,11,0,4,1,3,0,3,0,5,4,5,2,8,11
33.0,2015,10,16,0,1,3,0,2,2,4,3,0,1,8,5,15
33.0,2015,11,11,0,1,3,2,1,4,1,2,2,3,4,9,8
33.0,2015,12,5,0,0,2,1,1,0,0,3,3,0,1,2,6
33.0,2016,1,27,0,1,1,1,3,9,4,4,2,3,5,13,17
33.0,2016,2,19,1,6,3,1,4,2,3,3,7,2,9,14,16
33.0,2016,3,17,0,1,1,0,2,5,4,4,1,2,1,9,10
33.0,2016,4,23,0,2,0,1,4,5,3,5,1,6,2,12,14
33.0,2016,5,31,0,2,1,0,3,8,4,10,3,1,5,13,21
33.0,2016,6,19,0,0,2,1,2,1,1,3,3,5,7,9,13
33.0,2016,7,16,0,0,2,0,0,5,0,1,4,4,4,5,13
33.0,2016,8,19,1,2,3,1,4,3,4,6,5,4,0,4,22
33.0,2016,9,25,1,2,3,2,4,10,3,4,3,5,4,8,25
33.0,2016,10,20,0,3,4,1,4,5,4,2,3,6,4,12,16
33.0,2016,11,19,0,2,3,2,4,4,1,5,10,0,2,12,14
33.0,2016,12,18,0,2,4,3,4,2,5,3,4,5,4,11,15
33.0,2017,1,18,2,2,4,2,2,4,5,8,4,3,2,13,15
33.0,2017,2,32,1,0,2,0,8,2,5,4,5,7,4,15,20
33.0,2017,3,23,0,2,1,1,2,7,3,1,3,2,9,13,14
33.0,2017,4,32,1,2,6,3,2,8,6,4,8,9,7,19,25
33.0,2017,5,33,0,0,0,1,5,5,4,6,6,5,3,15,19
33.0,2017,6,25,0,0,1,0,2,3,2,3,6,4,6,15,11
33.0,2017,7,26,0,1,0,1,3,7,2,3,3,7,3,15,13
33.0,2017,8,43,1,0,2,4,4,4,7,11,7,6,11,18,32
33.0,2017,9,37,0,0,4,1,4,5,5,9,6,3,10,19,23
33.0,2017,10,41,1,4,2,0,6,4,8,9,11,6,4,22,26
33.0,2017,11,39,1,2,2,1,5,11,1,3,8,11,6,20,25
33.0,2017,12,35,2,3,5,2,4,5,7,7,9,7,8,18,29
33.0,2018,1,35,0,9,4,1,6,6,7,7,12,5,6,20,29
33.0,2018,2,36,0,1,5,5,2,5,10,6,7,6,11,18,29
33.0,2018,3,33,0,2,1,4,3,7,3,7,5,6,9,20,20
33.0,2018,4,47,0,4,1,4,5,7,12,11,9,5,7,24,32
33.0,2018,5,34,0,3,4,5,5,5,6,7,9,5,9,23,23
33.0,2018,6,38,0,6,4,0,3,2,7,3,8,10,15,25,23
33.0,2018,7,48,0,4,3,4,4,7,12,15,10,3,8,27,32
33.0,2018,8,47,0,1,2,5,5,11,10,7,10,6,6,24,31
33.0,2018,9,47,1,1,2,5,8,12,6,8,7,7,8,25,31
33.0,2018,10,65,0,8,2,3,4,5,10,15,23,8,13,35,42
33.0,2018,11,47,0,1,1,1,2,4,6,10,8,10,10,25,25
33.0,2018,12,39,1,3,3,0,10,7,6,3,4,8,8,21,25
33.0,2019,1,50,1,2,5,3,9,8,5,14,10,9,6,26,35
33.0,2019,2,46,1,4,1,1,4,7,7,8,9,12,6,31,22
34.0,2015,1,22,0,3,0,4,4,2,0,6,9,4,4,9,20
34.0,2015,2,28,1,3,7,3,9,7,7,6,5,5,3,13,29
34.0,2015,3,24,0,3,5,2,5,5,6,6,4,2,6,19,15
34.0,2015,4,27,1,2,1,3,3,4,8,6,6,4,3,16,18
34.0,2015,5,40,0,1,0,4,10,7,9,4,2,4,9,16,29
34.0,2015,6,30,1,3,4,5,6,6,7,8,7,4,5,16,27
34.0,2015,7,28,1,4,6,5,5,4,3,9,10,6,7,17,27
34.0,2015,8,30,2,7,2,5,6,8,6,8,3,10,5,20,26
34.0,2015,9,20,0,0,6,6,6,4,4,6,4,3,5,11,21
34.0,2015,10,33,0,2,5,3,4,5,8,5,5,7,9,13,30
34.0,2015,11,22,4,2,2,4,10,9,5,3,1,3,3,13,21
34.0,2015,12,17,4,1,2,1,8,1,5,2,3,1,5,7,18
34.0,2016,1,39,0,5,4,5,13,5,5,5,6,5,14,24,29
34.0,2016,2,43,1,6,6,3,9,9,7,15,11,2,6,21,38
34.0,2016,3,37,1,4,3,2,4,7,9,10,6,3,8,21,26
34.0,2016,4,27,0,5,1,6,4,3,5,8,7,4,8,15,24
34.0,2016,5,35,0,1,2,3,9,6,5,6,4,4,7,16,25
34.0,2016,6,36,1,3,5,1,3,12,10,7,7,2,5,13,33
34.0,2016,7,40,2,4,3,5,8,7,8,5,15,4,7,17,37
34.0,2016,8,30,0,1,4,1,4,7,3,8,4,3,7,9,27
34.0,2016,9,39,0,2,3,9,8,10,8,7,8,6,6,20,33
34.0,2016,10,28,2,2,4,3,4,5,6,9,5,6,4,12,27
34.0,2016,11,45,2,6,3,1,10,8,9,8,8,5,9,18,39
34.0,2016,12,54,0,4,2,4,9,11,8,6,14,4,12,16,48
34.0,2017,1,49,2,7,7,6,8,15,11,11,7,7,12,30,41
34.0,2017,2,56,2,7,2,3,11,12,12,6,12,8,9,32,38
34.0,2017,3,55,0,2,1,5,9,9,7,5,12,6,15,18,45
34.0,2017,4,47,1,3,4,5,11,4,5,8,12,13,7,23,37
34.0,2017,5,54,1,7,4,4,5,7,6,13,14,12,13,27,43
34.0,2017,6,41,1,7,5,3,6,13,6,6,13,8,5,20,37
34.0,2017,7,46,2,1,5,2,6,8,9,12,4,6,11,22,34
34.0,2017,8,64,1,4,0,5,4,18,8,11,13,8,12,32,42
34.0,2017,9,72,0,2,7,12,14,17,6,13,16,14,13,27,66
34.0,2017,10,71,0,3,3,5,7,17,12,22,5,8,11,40,42
34.0,2017,11,78,0,2,1,6,11,17,13,10,22,6,8,33,54
34.0,2017,12,68,1,1,3,1,21,13,5,8,10,8,9,29,45
34.0,2018,1,68,0,9,5,6,8,24,13,8,8,12,15,41,47
34.0,2018,2,58,1,5,2,8,11,11,7,13,16,3,13,34,40
34.0,2018,3,64,0,11,4,6,11,12,10,13,12,12,15,33,52
34.0,2018,4,87,1,7,2,4,16,16,10,17,13,11,18,46,55
34.0,2018,5,68,0,3,2,4,11,11,9,12,9,14,11,26,51
34.0,2018,6,64,0,5,3,3,8,12,6,12,4,20,13,30,45
34.0,2018,7,76,0,11,5,3,15,17,4,19,18,12,10,47,48
34.0,2018,8,53,2,10,5,2,6,15,11,11,12,7,10,30,42
34.0,2018,9,68,0,6,3,2,11,17,9,12,9,11,10,41,38
34.0,2018,10,82,1,6,4,9,8,15,18,18,20,9,14,39,63
34.0,2018,11,60,0,2,4,7,9,17,5,8,6,10,18,27,46
34.0,2018,12,66,2,2,1,3,14,11,10,11,1,13,14,27,47
34.0,2019,1,79,0,3,5,4,11,18,11,11,23,10,7,36,55
34.0,2019,2,83,0,0,2,2,13,14,13,13,13,9,12,26,61
35.0,2015,1,9,0,0,0,0,2,1,0,1,2,3,0,6,3
35.0,2015,2,8,0,1,1,1,1,1,2,1,1,1,4,3,8
35.0,2015,3,9,1,0,0,1,2,0,1,3,5,0,0,3,8
35.0,2015,4,10,0,1,0,2,1,3,2,2,2,3,0,5,8
35.0,2015,5,9,0,0,1,2,1,0,4,3,2,1,1,5,7
35.0,2015,6,5,0,1,0,4,1,3,2,1,1,0,2,3,7
35.0,2015,7,8,0,3,3,0,0,3,0,1,1,6,3,10,4
35.0,2015,8,5,0,1,0,4,0,2,1,0,1,3,3,4,6
35.0,2015,9,6,0,0,0,1,1,1,0,2,1,1,1,4,3
35.0,2015,10,14,0,1,1,0,0,4,2,2,2,1,5,5,11
35.0,2015,11,13,0,1,1,1,1,3,3,2,1,2,4,6,10
35.0,2015,12,6,1,1,2,1,0,2,0,2,2,2,3,4,7
35.0,2016,1,16,1,0,1,1,3,4,1,3,5,2,1,9,10
35.0,2016,2,14,1,0,2,0,5,3,4,2,0,1,2,2,15
35.0,2016,3,13,2,1,2,4,4,5,3,1,4,4,1,5,17
35.0,2016,4,16,0,0,1,0,1,7,1,1,3,2,2,6,11
35.0,2016,5,8,1,1,1,1,2,0,2,4,2,1,1,4,8
35.0,2016,6,17,1,1,3,2,4,5,0,3,7,1,4,10,14
35.0,2016,7,13,0,1,1,1,1,3,1,2,5,2,2,6,10
35.0,2016,8,13,0,0,2,1,1,2,2,3,4,0,4,8,8
35.0,2016,9,19,0,1,2,1,1,3,5,1,2,7,4,10,13
35.0,2016,10,22,1,0,3,3,5,5,1,2,7,7,2,12,17
35.0,2016,11,18,0,0,0,0,3,0,0,2,6,3,4,6,12
35.0,2016,12,20,0,0,1,1,4,5,3,3,4,2,1,9,13
35.0,2017,1,20,1,0,2,1,2,5,3,3,7,1,3,7,17
35.0,2017,2,22,1,0,1,2,4,2,3,2,6,2,7,8,18
35.0,2017,3,33,0,1,2,1,7,7,3,7,3,2,8,11,26
35.0,2017,4,15,0,0,4,0,3,2,3,4,2,3,2,5,14
35.0,2017,5,34,0,0,3,2,5,6,1,8,11,3,5,13,26
35.0,2017,6,26,0,2,1,1,3,6,6,2,4,3,6,11,19
35.0,2017,7,32,1,2,3,1,3,6,7,9,3,5,6,16,23
35.0,2017,8,31,0,0,1,0,3,6,6,4,4,7,2,11,21
35.0,2017,9,32,0,1,4,2,1,9,4,6,4,4,11,13,26
35.0,2017,10,35,0,0,1,1,5,5,6,6,5,6,4,18,19
35.0,2017,11,38,1,1,3,1,3,12,2,6,9,8,4,21,23
35.0,2017,12,23,0,0,1,0,2,4,1,3,7,4,3,15,9
35.0,2018,1,25,1,3,3,1,2,4,4,4,12,2,5,13,20
35.0,2018,2,27,0,1,3,3,3,11,5,2,4,1,8,17,17
35.0,2018,3,35,0,1,0,1,5,8,3,5,3,6,7,20,17
35.0,2018,4,30,0,5,1,1,4,5,8,6,5,3,6,20,17
35.0,2018,5,33,0,0,2,1,3,7,1,6,9,6,4,15,21
35.0,2018,6,26,0,3,1,2,3,5,4,2,8,7,3,12,20
35.0,2018,7,29,0,3,3,0,6,5,4,5,6,7,2,7,28
35.0,2018,8,65,0,2,6,1,2,21,11,12,11,6,11,34,40
35.0,2018,9,31,0,3,1,2,4,5,4,7,7,6,4,15,22
35.0,2018,10,41,0,0,2,1,3,8,4,14,6,3,6,15,29
35.0,2018,11,28,0,0,6,2,5,5,1,4,9,6,6,15,21
35.0,2018,12,32,0,0,2,2,2,5,6,5,9,5,4,16,20
35.0,2019,1,35,0,2,2,0,4,4,8,8,5,4,6,18,21
35.0,2019,2,39,0,0,1,2,2,4,7,6,9,7,7,18,24
36.0,2015,1,27,2,2,0,2,3,7,2,4,5,5,7,12,21
36.0,2015,2,32,4,1,0,1,5,6,8,6,6,5,2,9,29
36.0,2015,3,35,1,2,3,3,8,10,6,4,5,4,7,17,27
36.0,2015,4,23,0,2,1,2,4,5,4,3,6,1,5,14,14
36.0,2015,5,28,0,5,1,0,6,4,3,6,5,4,6,14,20
36.0,2015,6,12,0,1,1,1,2,2,2,1,1,1,6,4,11
36.0,2015,7,20,1,5,2,7,2,8,3,2,6,6,8,11,24
36.0,2015,8,14,1,1,0,6,3,6,3,2,4,3,1,9,13
36.0,2015,9,19,0,7,4,3,5,3,5,7,3,4,6,14,19
36.0,2015,10,12,1,1,2,6,1,6,2,6,1,3,3,6,16
36.0,2015,11,22,0,3,3,8,6,4,6,5,5,5,5,12,24
36.0,2015,12,17,0,1,1,2,1,7,1,4,2,3,3,6,15
36.0,2016,1,29,2,2,3,2,8,3,8,2,6,4,7,13,25
36.0,2016,2,37,1,2,5,2,3,7,6,8,10,7,6,14,33
36.0,2016,3,43,1,2,4,4,8,6,8,7,11,7,7,21,33
36.0,2016,4,30,0,0,5,4,5,7,10,3,5,4,5,12,27
36.0,2016,5,39,2,1,3,3,5,9,2,8,3,10,11,17,31
36.0,2016,6,29,0,1,3,0,4,2,8,7,4,4,4,13,20
36.0,2016,7,43,0,3,5,5,7,11,6,8,4,9,11,16,40
36.0,2016,8,27,0,0,4,4,2,3,3,8,9,3,7,9,26
36.0,2016,9,34,3,3,5,7,9,14,6,6,9,3,5,16,36
36.0,2016,10,31,3,3,7,3,9,8,4,7,8,9,2,18,29
36.0,2016,11,28,2,2,5,2,4,6,2,13,4,6,4,9,30
36.0,2016,12,26,0,1,2,2,6,3,3,3,8,3,5,13,18
36.0,2017,1,43,3,1,4,5,8,10,4,10,5,9,10,12,44
36.0,2017,2,49,1,4,2,5,18,4,10,7,7,8,7,26,35
36.0,2017,3,47,2,1,3,3,4,12,6,13,8,4,9,22,34
36.0,2017,4,44,1,2,6,10,10,4,13,9,10,3,14,20,43
36.0,2017,5,39,0,4,5,3,5,7,6,13,9,7,4,25,26
36.0,2017,6,37,1,0,4,4,3,14,6,3,9,5,6,14,32
36.0,2017,7,40,1,1,4,2,5,6,8,6,4,11,8,22,26
36.0,2017,8,40,1,2,3,5,4,8,2,11,9,7,10,22,29
36.0,2017,9,54,0,0,5,3,1,6,10,12,6,9,18,29,33
36.0,2017,10,47,1,3,3,1,6,7,6,12,8,10,6,23,32
36.0,2017,11,43,1,3,2,4,6,12,1,7,9,11,7,26,27
36.0,2017,12,39,0,1,4,3,8,2,2,11,7,4,13,20,27
36.0,2018,1,45,1,3,2,3,5,8,7,8,9,8,9,27,27
36.0,2018,2,48,0,3,2,2,4,7,9,12,5,8,10,30,25
36.0,2018,3,47,0,5,3,3,3,7,5,6,12,14,11,27,31
36.0,2018,4,53,0,2,6,6,6,14,9,8,10,10,10,19,48
36.0,2018,5,44,3,2,5,4,4,9,6,13,8,9,9,20,38
36.0,2018,6,42,0,3,3,3,3,8,8,9,12,5,6,17,34
36.0,2018,7,50,1,3,1,2,8,9,8,10,3,6,13,19,38
36.0,2018,8,50,1,3,2,3,4,11,4,6,15,13,6,18,41
36.0,2018,9,50,1,1,8,6,6,9,13,11,12,6,9,27,39
36.0,2018,10,46,1,3,2,4,2,8,11,12,7,5,11,23,32
36.0,2018,11,50,0,0,4,3,2,21,5,12,10,6,1,28,29
36.0,2018,12,51,2,1,4,5,14,6,9,6,11,5,12,20,43
36.0,2019,1,44,0,1,3,7,5,8,10,7,15,5,5,21,34
36.0,2019,2,53,0,3,4,2,9,10,9,7,11,4,12,30,32
37.0,2015,1,16,0,0,1,3,1,3,0,6,4,2,4,5,15
37.0,2015,2,19,1,2,0,2,2,3,6,3,1,2,7,11,13
37.0,2015,3,14,1,1,0,2,2,4,3,0,0,4,5,7,11
37.0,2015,4,7,0,0,0,1,0,3,1,1,2,0,1,2,6
37.0,2015,5,16,1,0,2,4,0,1,5,3,6,3,5,8,15
37.0,2015,6,18,0,0,1,3,3,1,3,1,7,2,5,3,19
37.0,2015,7,9,2,4,1,0,0,2,1,2,2,5,4,8,8
37.0,2015,8,6,1,2,1,1,1,1,2,3,2,0,2,5,6
37.0,2015,9,10,0,1,3,0,1,1,3,3,2,3,1,3,11
37.0,2015,10,19,0,2,3,2,3,5,1,1,6,3,7,7,19
37.0,2015,11,14,0,0,1,2,4,2,0,2,2,4,3,5,12
37.0,2015,12,7,2,1,4,3,2,4,1,0,5,4,1,5,12
37.0,2016,1,24,0,0,1,3,1,6,4,2,5,3,7,9,19
37.0,2016,2,31,2,1,0,0,5,3,4,4,5,8,5,11,23
37.0,2016,3,28,1,1,1,2,6,5,6,6,3,4,3,11,22
37.0,2016,4,18,0,1,2,3,2,4,4,4,4,2,4,9,15
37.0,2016,5,15,0,1,1,1,1,4,3,3,3,3,1,6,12
37.0,2016,6,14,0,2,3,1,3,1,2,5,5,1,3,10,10
37.0,2016,7,18,1,0,1,0,3,6,0,0,4,4,3,2,18
37.0,2016,8,11,0,4,2,2,2,3,1,4,4,2,3,9,10
37.0,2016,9,23,0,4,2,4,3,7,4,5,2,6,6,13,20
37.0,2016,10,19,1,1,2,1,1,5,4,3,1,5,5,7,17
37.0,2016,11,24,1,0,3,1,1,3,5,7,4,4,5,8,21
37.0,2016,12,20,1,1,3,4,2,3,1,5,3,7,8,8,21
37.0,2017,1,38,0,3,3,2,7,7,12,7,6,2,5,19,27
37.0,2017,2,37,0,0,2,0,3,4,7,4,5,10,6,20,19
37.0,2017,3,32,0,3,5,2,2,9,7,6,7,5,6,13,28
37.0,2017,4,46,0,1,5,1,5,9,8,8,10,4,9,17,36
37.0,2017,5,37,0,1,5,1,4,7,6,10,5,4,8,16,28
37.0,2017,6,44,1,1,7,1,6,8,7,5,13,6,9,15,39
37.0,2017,7,39,2,5,4,3,6,14,8,7,4,5,9,25,28
37.0,2017,8,61,0,4,4,1,7,12,8,7,18,8,10,27,43
37.0,2017,9,55,3,2,3,1,4,5,6,13,17,8,11,23,41
37.0,2017,10,48,1,1,2,2,8,9,4,16,4,4,9,21,33
37.0,2017,11,47,0,1,6,0,6,8,10,7,9,7,7,14,40
37.0,2017,12,45,0,4,2,1,4,10,6,4,7,13,8,18,34
37.0,2018,1,56,1,1,2,2,4,16,1,16,7,11,7,25,37
37.0,2018,2,55,1,4,2,0,9,13,8,9,11,5,7,21,41
37.0,2018,3,64,0,1,2,4,8,7,9,11,11,17,8,28,43
37.0,2018,4,61,0,0,1,3,5,11,14,10,10,4,11,31,34
37.0,2018,5,53,2,0,5,3,6,17,3,13,13,7,4,28,35
37.0,2018,6,51,0,4,6,2,1,8,9,9,11,14,11,26,37
37.0,2018,7,40,1,1,4,3,4,6,5,12,7,7,8,17,32
37.0,2018,8,64,1,7,2,0,8,17,8,13,8,8,12,28,46
37.0,2018,9,72,0,4,3,1,14,12,9,10,7,15,13,34,46
37.0,2018,10,86,0,1,7,1,8,17,15,22,14,11,8,28,67
37.0,2018,11,61,0,0,2,0,7,15,6,9,4,5,17,26,37
37.0,2018,12,58,1,2,4,1,6,9,10,7,8,17,9,24,42
37.0,2019,1,60,0,4,6,1,5,8,9,10,13,8,18,20,51
37.0,2019,2,56,0,1,4,1,3,9,11,6,8,12,13,23,39
38.0,2015,1,45,0,3,2,7,8,8,6,9,6,12,8,24,33
38.0,2015,2,33,1,3,5,1,5,7,5,7,9,8,2,17,26
38.0,2015,3,32,1,2,10,6,9,5,11,6,7,7,6,18,33
38.0,2015,4,39,4,0,1,3,6,11,6,8,8,4,4,13,34
38.0,2015,5,52,1,1,4,8,11,8,10,7,10,5,15,26,40
38.0,2015,6,35,0,4,4,3,5,8,7,6,11,6,3,11,35
38.0,2015,7,44,1,2,4,1,7,5,7,9,9,5,10,17,35
38.0,2015,8,27,2,3,6,6,7,3,4,6,6,11,7,13,31
38.0,2015,9,22,1,1,8,4,2,7,6,3,10,3,5,10,26
38.0,2015,10,31,3,2,5,2,4,9,6,5,2,7,10,15,28
38.0,2015,11,37,1,3,4,8,6,10,8,5,8,5,11,17,36
38.0,2015,12,24,0,1,6,5,5,6,5,7,5,5,3,11,25
38.0,2016,1,58,1,1,10,5,7,9,5,9,16,23,6,19,56
38.0,2016,2,83,0,8,4,5,8,21,10,18,18,12,13,34,66
38.0,2016,3,57,2,2,7,1,7,12,3,13,12,11,11,28,41
38.0,2016,4,63,2,1,3,2,2,8,7,10,9,18,17,29,42
38.0,2016,5,54,2,3,6,1,10,13,8,14,4,8,9,25,41
38.0,2016,6,52,1,3,3,1,6,8,8,7,10,12,9,27,33
38.0,2016,7,61,0,2,5,4,5,8,9,14,10,16,10,32,40
38.0,2016,8,54,0,8,3,3,12,3,13,12,13,8,7,23,45
38.0,2016,9,65,1,0,3,6,9,19,10,9,4,13,11,26,49
38.0,2016,10,60,1,5,6,5,6,11,12,15,10,12,11,28,49
38.0,2016,11,55,3,4,2,3,8,6,9,13,13,6,12,26,41
38.0,2016,12,72,3,0,9,5,6,16,9,12,10,16,20,27,62
38.0,2017,1,103,1,3,11,6,27,15,8,20,16,18,20,54,70
38.0,2017,2,92,0,1,7,6,11,13,19,12,19,13,19,43,63
38.0,2017,3,94,0,4,9,7,20,15,20,10,13,11,25,49,65
38.0,2017,4,78,0,1,9,0,13,12,11,15,9,16,12,34,54
38.0,2017,5,125,1,5,2,3,20,15,9,27,28,22,15,59,77
38.0,2017,6,102,1,0,8,1,9,18,12,16,14,12,31,39,73
38.0,2017,7,79,2,6,13,0,18,10,18,17,7,17,13,47,53
38.0,2017,8,107,2,4,9,4,7,18,15,21,27,20,18,58,68
38.0,2017,9,110,0,6,3,1,11,11,19,19,12,23,25,57,63
38.0,2017,10,143,0,1,6,6,16,24,24,23,17,26,26,65,91
38.0,2017,11,131,1,4,12,0,16,21,11,21,28,30,21,63,85
38.0,2017,12,149,1,4,11,3,27,24,19,13,27,35,23,77,91
38.0,2018,1,89,4,5,5,5,13,13,7,16,25,20,14,44,64
38.0,2018,2,97,1,4,7,2,15,14,9,22,15,20,16,48,63
38.0,2018,3,111,1,5,3,4,12,12,24,23,12,19,22,58,66
38.0,2018,4,121,0,3,12,1,16,17,23,12,14,30,25,50,87
38.0,2018,5,124,1,11,8,1,10,34,17,24,31,18,11,66,78
38.0,2018,6,123,2,1,9,4,9,18,12,14,18,36,32,60,79
38.0,2018,7,116,0,4,4,2,9,15,18,16,18,27,23,56,70
38.0,2018,8,130,1,3,13,7,12,29,11,17,26,20,39,50,103
38.0,2018,9,145,1,2,9,3,14,28,24,18,18,37,21,84,76
38.0,2018,10,147,1,3,2,3,9,21,24,35,27,18,22,73,83
38.0,2018,11,156,0,2,4,5,12,33,19,21,30,14,38,77,90
38.0,2018,12,140,1,3,10,6,19,15,32,19,21,26,28,67,93
38.0,2019,1,122,2,0,7,7,10,26,17,23,20,20,22,56,82
38.0,2019,2,133,0,0,13,5,9,21,24,20,31,23,23,64,87
39.0,2015,1,43,1,3,7,7,3,9,9,10,15,9,6,22,39
39.0,2015,2,43,1,2,3,1,8,11,2,10,6,6,7,22,28
39.0,2015,3,50,1,4,5,8,11,6,8,18,9,6,10,23,45
39.0,2015,4,45,2,2,2,6,4,12,11,9,10,2,9,16,41
39.0,2015,5,46,1,2,3,10,4,5,7,12,12,12,10,24,38
39.0,2015,6,42,1,7,3,6,5,9,6,8,9,6,16,23,36
39.0,2015,7,40,3,3,5,5,0,6,10,7,13,7,13,18,38
39.0,2015,8,37,2,5,5,7,1,8,9,11,10,13,4,21,35
39.0,2015,9,44,0,3,9,9,11,6,14,10,10,9,5,21,44
39.0,2015,10,43,0,4,4,6,6,7,4,10,13,6,11,19,38
39.0,2015,11,29,2,1,7,9,9,7,6,8,7,5,6,20,28
39.0,2015,12,36,1,6,4,11,5,8,7,14,8,4,12,18,40
39.0,2016,1,53,0,4,5,6,6,10,7,12,14,10,9,27,41
39.0,2016,2,83,3,3,2,4,9,16,21,13,8,12,16,35,60
39.0,2016,3,62,2,6,3,2,4,8,12,15,14,14,8,29,46
39.0,2016,4,55,1,2,2,1,7,9,10,5,14,8,8,21,40
39.0,2016,5,55,1,2,5,2,8,8,11,12,9,6,11,27,38
39.0,2016,6,49,2,3,1,8,8,12,11,11,6,8,7,32,31
39.0,2016,7,66,2,4,4,5,8,11,9,10,13,16,14,29,52
39.0,2016,8,64,0,7,4,7,5,14,13,12,12,16,10,32,50
39.0,2016,9,62,3,2,4,5,6,15,11,12,13,3,16,30,46
39.0,2016,10,63,0,2,4,7,8,15,12,9,14,8,10,24,52
39.0,2016,11,66,1,5,10,4,11,10,12,15,15,12,11,32,54
39.0,2016,12,51,2,6,6,2,6,12,7,11,8,11,12,21,46
39.0,2017,1,65,1,5,7,10,10,18,13,14,10,12,11,27,61
39.0,2017,2,77,2,6,8,6,11,15,16,14,18,13,12,39,60
39.0,2017,3,95,1,3,5,7,9,23,11,27,13,13,15,43,68
39.0,2017,4,75,0,6,7,8,8,12,21,16,18,14,7,37,59
39.0,2017,5,71,2,2,8,11,7,16,14,12,17,15,13,29,65
39.0,2017,6,74,1,5,7,3,11,13,9,18,12,12,15,32,58
39.0,2017,7,72,0,6,8,5,8,12,11,16,10,18,16,32,59
39.0,2017,8,100,1,5,7,3,10,20,17,14,18,17,20,44,72
39.0,2017,9,109,0,0,10,6,10,19,13,21,15,23,24,45,80
39.0,2017,10,115,2,3,3,6,9,15,24,26,18,19,18,56,73
39.0,2017,11,128,0,3,4,3,8,25,14,19,24,20,28,72,66
39.0,2017,12,101,3,2,4,9,17,14,17,13,21,21,16,40,79
39.0,2018,1,113,1,12,8,7,13,16,23,20,26,18,25,58,83
39.0,2018,2,81,0,7,3,9,5,11,13,20,18,11,22,36,64
39.0,2018,3,109,1,2,3,7,7,18,16,17,17,24,23,53,69
39.0,2018,4,115,1,2,10,7,13,25,19,20,14,21,23,60,75
39.0,2018,5,112,1,9,9,9,12,30,10,25,24,16,23,48,92
39.0,2018,6,98,1,5,4,9,8,25,10,22,11,18,23,52,65
39.0,2018,7,130,0,1,9,5,18,26,16,28,25,20,12,56,89
39.0,2018,8,132,0,1,3,7,7,23,21,16,26,17,33,56,87
39.0,2018,9,125,3,3,7,5,20,18,17,16,27,21,24,60,83
39.0,2018,10,144,1,9,5,5,16,26,28,22,30,19,23,73,91
39.0,2018,11,134,0,3,4,9,13,30,10,23,21,18,35,55,95
39.0,2018,12,116,0,3,4,5,17,17,16,23,18,19,18,55,73
39.0,2019,1,136,2,5,6,12,14,26,21,20,32,29,19,67,94
39.0,2019,2,142,2,6,3,2,10,18,25,25,27,29,21,54,101
40.0,2015,1,46,0,2,5,2,3,9,6,11,7,9,10,21,34
40.0,2015,2,26,0,1,7,6,5,6,3,8,5,6,7,13,27
40.0,2015,3,17,1,5,3,5,0,7,5,8,3,4,4,10,21
40.0,2015,4,19,0,0,8,4,2,5,2,5,9,2,6,15,16
40.0,2015,5,26,0,1,3,3,2,6,4,6,3,6,6,13,20
40.0,2015,6,23,0,2,5,5,4,2,8,4,4,7,6,13,22
40.0,2015,7,14,0,3,4,2,3,4,6,3,3,1,3,11,12
40.0,2015,8,19,0,5,7,2,6,3,6,5,2,3,8,14,19
40.0,2015,9,11,0,3,3,4,5,2,4,2,3,2,3,8,13
40.0,2015,10,23,1,2,12,5,4,8,5,7,7,6,6,13,30
40.0,2015,11,22,0,2,13,4,3,6,6,6,8,8,4,15,26
40.0,2015,12,10,1,3,12,4,1,7,2,2,7,6,5,8,22
40.0,2016,1,51,0,3,9,5,8,11,11,8,11,6,13,21,47
