codigo_municipio,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb
27073,2006,0.0,0,0.0,0,0.0,0,0.0,0
27075,2006,0.0,0,0.0,0,0.0,0,0.0,0
27077,2006,0.0,0,0.0,0,0.0,0,0.0,0
27099,2006,0.0,0,0.0,0,0.0,0,0.0,0
27135,2006,0.0,0,0.0,0,0.0,0,0.0,0
27150,2006,0.0,0,0.0,0,0.0,0,0.0,0
27160,2006,0.0,0,0.0,0,0.0,0,0.0,0
27205,2006,0.0,0,0.0,0,0.0,0,0.0,0
27245,2006,0.0,0,0.0,0,0.0,0,0.0,0
27250,2006,0.0,0,0.0,0,0.0,0,0.0,0
27361,2006,0.0,0,0.0,0,0.0,0,0.0,0
27372,2006,0.0,0,0.0,0,0.0,0,0.0,0
27413,2006,0.0,0,0.0,0,0.0,0,0.0,0
27425,2006,0.0,0,0.0,0,0.0,0,0.0,0
27430,2006,0.0,0,0.0,0,0.0,0,0.0,0
27450,2006,0.0,0,0.0,0,0.0,0,0.0,0
27491,2006,0.0,0,0.0,0,0.0,0,0.0,0
27495,2006,0.0,0,0.0,0,0.0,0,0.0,0
27580,2006,0.0,0,0.0,0,0.0,0,0.0,0
27600,2006,0.0,0,0.0,0,0.0,0,0.0,0
27660,2006,0.0,0,0.0,0,0.0,0,0.0,0
27745,2006,0.0,0,0.0,0,0.0,0,0.0,0
27787,2006,0.0,0,0.0,0,0.0,0,0.0,0
27800,2006,0.0,0,0.0,0,0.0,0,0.0,0
27810,2006,0.0,0,0.0,0,0.0,0,0.0,0
52835,2006,0.0,0,0.0,0,0.0,0,0.0,0
23001,2006,0.0,0,0.0,0,0.0,0,0.0,0
23068,2006,0.0,0,0.0,0,0.0,0,0.0,0
23079,2006,0.0,0,0.0,0,0.0,0,0.0,0
23090,2006,0.0,0,0.0,0,0.0,0,0.0,0
23162,2006,0.0,0,0.0,0,0.0,0,0.0,0
23168,2006,0.0,0,0.0,0,0.0,0,0.0,0
23182,2006,0.0,0,0.0,0,0.0,0,0.0,0
23189,2006,0.0,0,0.0,0,0.0,0,0.0,0
23300,2006,0.0,0,0.0,0,0.0,0,0.0,0
23350,2006,0.0,0,0.0,0,0.0,0,0.0,0
23417,2006,0.0,0,0.0,0,0.0,0,0.0,0
23419,2006,0.0,0,0.0,0,0.0,0,0.0,0
23464,2006,0.0,0,0.0,0,0.0,0,0.0,0
23500,2006,0.0,0,0.0,0,0.0,0,0.0,0
23555,2006,0.0,0,0.0,0,0.0,0,0.0,0
23570,2006,0.0,0,0.0,0,0.0,0,0.0,0
23574,2006,0.0,0,0.0,0,0.0,0,0.0,0
23586,2006,0.0,0,0.0,0,0.0,0,0.0,0
23660,2006,0.0,0,0.0,0,0.0,0,0.0,0
23670,2006,0.0,0,0.0,0,0.0,0,0.0,0
