Nombre,Cámara de Comercio,Número de Matrícula,Fecha de Matrícula,Estado de la matrícula,Fecha de renovación,Último año renovado,latitud,longitud,direccion
TIENDA ARA 312 GLORIETA ESTACION,IBAGUE,278304,2017/04/21,ACTIVA,2025/03/21,2025,,,
TIENDA ARA 0199 COSTA AZUL SUBA,BOGOTA,2708109,2016/07/11,ACTIVA,2025/03/20,2025,4.7410215,-74.0969942,"Cl. 139, Suba, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 1195 BOGOTA PUENTE ARANDA LA TRINIDAD,BOGOTA,3610705,2022/11/25,ACTIVA,2025/03/20,2025,4.6243865,-74.1159347,"11, Cl. 5a #58, Puente Aranda, Bogotá, Colombia"
TIENDA ARA 0787 MOÑITOS CORDOBA,MONTERIA,190636,2021/08/19,ACTIVA,2025/03/20,2025,9.2456899,-76.1314996,"231001, Monitos, Córdoba, Colombia"
TIENDA ARA 0322 GIRARDOT CENTRO,GIRARDOT,85121,2017/07/10,ACTIVA,2025/03/20,2025,4.2962177,-74.805761,"Cl. 18 #91 a 9-161, Girardot, Cundinamarca, Colombia"
TIENDA ARA 0687 GIRARDOT SEGOVIA II,GIRARDOT,103608,2021/05/05,ACTIVA,2025/03/20,2025,4.3082309,-74.79881879999999,"252437, Dg. 8 #32 85, Girardot, Cundinamarca, Colombia"
TIENDA ARA 1627 GIRARDOT ESTACION FERROCARRIL,GIRARDOT,123323,2025/05/22,ACTIVA,2025/05/22,2025,4.2985327,-74.8077823,"Cra. 14 #17-20, Girardot, Cundinamarca, Colombia"
TIENDA ARA 0792 SITIONUEVO CENTRO MAGDALENA,BARRANQUILLA,823975,2021/11/19,ACTIVA,2025/03/21,2025,10.7765422,-74.7213234,"27 #7-71, Sitionuevo, Magdalena, Colombia"
TIENDA ARA 1611 BOGOTA TEUSAQUILLO SALITRE AV FERROCARRIL,BOGOTA,3939547,2025/03/21,ACTIVA,2025/03/21,2025,4.638249099999999,-74.1032029,"Cl. 22b #55-30, Teusaquillo, Bogotá, Colombia"
TIENDA ARA 1282 BOGOTA KENNEDY CARVAJAL,BOGOTA,3655048,2023/03/21,ACTIVA,2025/03/20,2025,4.614873,-74.1453004,"37b Sur-46, Cra. 72n 37b Sur-43, Bogotá, Colombia"
TIENDA ARA 1548 ANTIOQUIA DON DIEGO - EL RETIRO,ORIENTE ANTIOQUENO,167704,2024/11/27,ACTIVA,2025/03/21,2025,6.0922041,-75.4802982,"3GR9+VV, Don Diego, Retiro, Antioquia, Colombia"
TIENDA ARA 0490 IBAGUE LA CAROLINA,IBAGUE,293118,2018/06/26,ACTIVA,2025/03/21,2025,4.4117061,-75.1719861,"40TLC, Ibagué, Tolima, Colombia"
TIENDA ARA 0527 IBAGUE BELALCAZAR,IBAGUE,296156,2018/09/19,ACTIVA,2025/03/21,2025,4.455162,-75.2021985,"Carrera 27 B No.67-14 Barrio, Los Mandarinos, Ibagué, Tolima, Colombia"
TIENDA ARA 1092 TOLIMA IBAGUE SANTA ANA,IBAGUE,352297,2022/11/25,ACTIVA,2025/03/21,2025,4.436286,-75.23132520000001,"Cra. 2 # 23 - 52, Ibagué, Tolima, Colombia"
TIENDA ARA 0926 CURUMANI CENTRO,AGUACHICA,62739,2022/06/13,ACTIVA,2025/03/21,2025,9.2012159,-73.5424724,"45, Curumaní, Cesar, Colombia"
TIENDA ARA 0793 LOS PATIOS SAN FERNANDO,CUCUTA,408038,2021/12/10,ACTIVA,2025/03/21,2025,7.815996399999999,-72.516126,"55, Los Patios, Norte de Santander, Colombia"
TIENDA ARA 1517 ANTIOQUIA RIONEGRO AUTOPISTA MEDELLIN BOGOTA,ORIENTE ANTIOQUENO,173394,2025/06/24,ACTIVA,2025/06/24,2025,6.198189999999999,-75.3824453,"60, Rionegro, Antioquia, Colombia"
TIENDA ARA 0919 CHIMICHAGUA CALLE 5,VALLEDUPAR,193109,2022/08/02,ACTIVA,2025/03/21,2025,9.2535773,-73.8134252,"753P+FJ, Chimichagua, Cesar, Colombia"
TIENDA ARA 0813 SAN PEDRO DE URABA,URABA,107062,2021/12/10,ACTIVA,2025/03/20,2025,8.2766476,-76.38006519999999,"7JGC+P22, San Pedro de Uraba, Antioquia, Colombia"
TIENDA ARA 0544 CARTAGENA MORROS (LA BOQUILLA),CARTAGENA,40679502,2018/12/04,ACTIVA,2025/03/21,2025,10.4674224,-75.49935359999999,"90A, La Boquilla, Cartagena de Indias, Bolívar, Colombia"
TIENDA ARA 0528 BOGOTA SUR EDUARDO FREY,BOGOTA,3043770,2018/12/06,ACTIVA,2025/03/20,2025,4.58907591962408, -74.11678197357783,"C. 31b Sur #AK 27, Bogotá, Colombia"
TIENDA ARA 0952 BOGOTA FONTIBON LA FELICIDAD,BOGOTA,3534833,2022/05/26,ACTIVA,2025/03/20,2025,4.653803300000001,-74.1302688,"AV. Centenario - KR 78G, Bogotá, Colombia"
TIENDA ARA 0817 ABREGO,OCANA,39895,2021/12/14,ACTIVA,2025/03/21,2025,8.0817641,-73.2203656,"Abrego, Norte de Santander, Colombia"
TIENDA ARA 0297 BOGOTA CHICO NORTE TRES,BOGOTA,2854734,2017/08/15,ACTIVA,2025/03/20,2025,4.6851972,-74.0499778,"Ac 100 # 17 - 13, Bogotá, Colombia"
TIENDA ARA 1015 BOGOTA USAQUEN NAVARRA 116,BOGOTA,3562670,2022/08/01,ACTIVA,2025/03/20,2025,4.6986808,-74.0515537,"Ac 116 #19a-41, Usaquén, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 1245 BOGOTA USAQUEN CHICO NAVARRA,BOGOTA,3612093,2022/11/30,ACTIVA,2025/03/20,2025,4.6986808,-74.0515537,"Ac 116 #19a-41, Usaquén, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 0546 BOGOTA UNIVERSIDADES NIEVES,BOGOTA,3043769,2018/12/06,ACTIVA,2025/03/20,2025,4.7342923,-74.0855867,"Cra 90a # 135b-05 Bogota Departamento, Colombia"
TIENDA ARA 0691 PLATO SAN NICOLAS,SANTA MARTA PARA EL MAGDALENA,235475,2020/11/17,ACTIVA,2025/03/21,2025,,,
TIENDA ARA 0198 NIZA,BOGOTA,2699761,2016/06/17,ACTIVA,2025/03/20,2025,4.7106409,-74.0728378,"Ac 127 #60-39, Suba, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 1654 BOGOTÁ SUBA CENTRO COMERCIAL SUBAZAR,BOGOTA,3967794,2025/05/28,ACTIVA,2025/05/28,2025,4.739093899999999,-74.0849743,"Carrera 91 # 145-95 SUBAZAR, Loc. 1-88, Bogotá, Colombia"
TIENDA ARA 0463 BOGOTA NORMANDIA,BOGOTA,2990131,2018/07/25,ACTIVA,2025/03/20,2025,4.6697742,-74.1055534,"Ac 53 # 71-43/03, Bogotá, Colombia"
TIENDA ARA 1588 BOGOTA TEUSAQUILLO CENTRO COMERCIAL GRAN ESTACION LOCAL 2-19,BOGOTA,3897534,2024/12/05,ACTIVA,2025/03/21,2025,4.6275207,-74.0851897,"Cra. 32A #25-53, Bogotá, Colombia"
TIENDA ARA 0830 MOMPOX URBANIZACION ANTIOQUIA,MAGANGUE,50850,2021/11/06,ACTIVA,2025/03/20,2025,9.238553999999999,-74.4289747,"Agencias de Transporte Mompox, Santa Cruz de Mompox, Mompós, Bolívar, Colombia"
TIENDA ARA 1048 BUCARAMANGA SAN ALONSO,BUCARAMANGA,9000634598,2022/11/29,ACTIVA,2025/03/21,2025,7.1310989,-73.119874,"Ak 27 #18-22, Bucaramanga, Santander, Colombia"
TIENDA ARA 1143 BUCARAMANGA ALFONSO LOPEZ,BUCARAMANGA,9000634275,2022/11/23,ACTIVA,2025/03/21,2025,7.1119011,-73.1306414,"Cl. 45 #783, García Rovira, Bucaramanga, Santander, Colombia"
TIENDA ARA 1049 BUCARAMANGA MEJORAS PUBLICAS,BUCARAMANGA,9000634597,2022/11/29,ACTIVA,2025/03/21,2025,7.1210485,-73.11623689999999,"Ak 27 #36-39, Mejoras Públicas, Bucaramanga, Santander, Colombia"
TIENDA ARA 1141 BUCARAMANGA NUEVO SOTOMAYOR,BUCARAMANGA,9000634268,2022/11/23,ACTIVA,2025/03/21,2025,7.1145384,-73.11512499999999,"Ak 27 #51-10, Nuevo Sotomayor, Bucaramanga, Santander, Colombia"
TIENDA ARA 0418 BOGOTA CHAPINERO MARLY CL 47,BOGOTA,2898107,2017/12/06,ACTIVA,2025/03/20,2025,4.634259999999999,-74.0637127,"Ak 7 # 47-50 LC 1, Bogotá, Colombia"
TIENDA ARA 1651 BOGOTÁ USAQUÉN KR 7 CL 123,BOGOTA,3941648,2025/03/27,ACTIVA,2025/03/27,2025,4.6991342,-74.02938859999999,"Ak 7 #123-65, Bogotá, Colombia"
TIENDA ARA 1018 BOGOTA USAQUEN SANTA BARBARA,BOGOTA,3562679,2022/08/01,ACTIVA,2025/03/20,2025,4.702909099999999,-74.0539538,"Cra. 45 # 122 - 20, Bogotá, Colombia"
TIENDA ARA 1610 BOGOTA USAQUEN MALL NORTH POINT,BOGOTA,3939539,2025/03/21,ACTIVA,2025/03/21,2025,4.7307854,-74.02382,"Ak 7 #155-80, Bogotá, Colombia"
TIENDA ARA 0992 BOGOTA SAN MARTIN SAN MARTIN SANTA FE,BOGOTA,3534831,2022/05/26,ACTIVA,2025/03/20,2025,4.617984700000001,-74.0680869,"Ak 7 #31-42, Bogotá, Colombia"
TIENDA ARA 0370 SAN MARTIN CENTRO,VILLAVICENCIO,323887,2017/11/20,ACTIVA,2025/03/20,2025,3.6943671,-73.6992805,"Cl. 9 #4-46, San Martín, Meta, Colombia"
TIENDA ARA 1622 CHIA AVENIDA CARRERA 9,BOGOTA,3967796,2025/05/28,ACTIVA,2025/05/28,2025,4.6987369,-74.0327994,"Cra. 9 #121-28, Bogotá, Colombia"
TIENDA ARA 0956 BOGOTA NAVARRA 106,BOGOTA,3534846,2022/05/26,ACTIVA,2025/03/20,2025,4.6943109,-74.0509045,"Ak. 19 #106a-99 a 106a-1, Bogotá, Colombia"
TIENDA ARA 0473 BOGOTA LA VICTORIA,BOGOTA,2963798,2018/05/23,ACTIVA,2025/03/20,2025,4.5523414,-74.09175010000001,"Ak. 4 Este #37A-34, San Cristóbal, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 1265 PUERTO BOYACA SANTA BARBARA,LA DORADA,65735,2023/02/27,ACTIVA,2025/03/20,2025,5.9746146,-74.5816571,"Ak. 5 #2228, Puerto Boyacá, Boyacá, Colombia"
TIENDA ARA 0870 CALI ALFONSO BONILLA,CALI,1171547,2022/11/25,ACTIVA,2025/03/20,2025,3.42024,-76.481065,"Alfonso Bonilla, Cali, Valle del Cauca, Colombia"
TIENDA ARA 1486 BELLO EL PORVENIR,MEDELLIN PARA ANTIOQUIA,80765202,2024/11/27,ACTIVA,2025/03/19,2025,6.3391566,-75.56609209999999,"Altos Del Porvenir, Bello, Antioquia, Colombia"
TIENDA ARA 0737 CUCUTA VILLAS DEL RODEO,CUCUTA,393935,2021/05/03,ACTIVA,2025/03/21,2025,7.8915344,-72.5481925,"Anillo Vial Occidental, Cúcuta, Norte de Santander, Colombia"
TIENDA ARA 1329 BOGOTA SUBA LA GAITANA,BOGOTA,3705199,2023/07/14,ACTIVA,2025/03/20,2025,4.7446141,-74.1066677,"Ara gaitana, Cl. 139 #118-05, Bogotá, Colombia"
TIENDA ARA 1695 ARMENIA GRAN COLOMBIA,ARMENIA,290417,2025/06/17,ACTIVA,2025/06/17,2025,4.554952399999999,-75.6573719,"Armenia, Quindío, Colombia"
TIENDA ARA 0285 ZUCA PLAZA,BOGOTA,2780098,2017/02/13,ACTIVA,2025/03/20,2025,4.7549171,-74.1520925,"Autop Medellin Km 3.9 Costado Sur Zuca Plaza, Cota, Cundinamarca, Colombia"
TIENDA ARA 0982 CALI LA FLORA CALLE 44 N,CALI,1155872,2022/06/17,ACTIVA,2025/03/20,2025,3.4809019,-76.5233859,"Av 6a N #36/38 # 24, Cali, Valle del Cauca, Colombia"
TIENDA ARA 1645 BOGOTÁ USME LA ANDREA,BOGOTA,3968349,2025/05/29,ACTIVA,2025/05/29,2025,4.5146397,-74.11510630000001,"Cl 75 Sur #12 - 19, Usme, Bogotá, Cundinamarca, Colombia"
TIENDA ARA 1040 BOGOTA KENNEDY MARIA PAZ,BOGOTA,3610813,2022/11/25,ACTIVA,2025/03/20,2025,4.6373802,-74.1595613,"Av Ciudad de Cali 5a Sur-92, Bogotá, Colombia"
TIENDA ARA 634 BOGOTA LA PAZ KENNEDY,BOGOTA,3182702,2019/10/22,ACTIVA,2025/03/20,2025,4.6373802,-74.1595613,"Av Ciudad de Cali 5a Sur-92, Bogotá, Colombia"
TIENDA ARA 0978 BOGOTA ENGATIVA LAS FERIAS 2,BOGOTA,3534835,2022/05/26,ACTIVA,2025/03/20,2025,4.689249,-74.0836951,"Av Cl 80 #57 69K, Bogotá, Colombia"
TIENDA ARA 0167 LA GRANJA,BOGOTA,2699764,2016/06/17,ACTIVA,2025/03/20,2025,4.6991098,-74.09663789999999,"Av Cl 80 #78A-23, Bogotá, Colombia"
TIENDA ARA 1223 BOGOTA KENNEDY VILLA ALSACIA,BOGOTA,3610774,2022/11/25,ACTIVA,2025/03/20,2025,4.6492819,-74.13706979999999,"Av Guayacanes #25, Bogotá, Colombia"
TIENDA ARA 1691 BOGOTÁ KENNEDY MALL BAAZAR ALZACIA,BOGOTA,3939265,2025/03/20,ACTIVA,2025/03/20,2025,4.644775399999999,-74.1707326,"Cl. 38 Sur #93b, Cl. 2a #93b-34, Bogotá, Colombia"
TIENDA ARA 0406 DUITAMA AV DE LAS AMERICAS,DUITAMA,87788,2017/11/30,ACTIVA,2025/03/25,2025,5.8206524,-73.0359995,"Av de las Américas #21-19, Duitama, Boyacá, Colombia"
TIENDA ARA 1203 BOYACA DUITAMA PLAZA DE MERCADO,DUITAMA,110586,2022/11/25,ACTIVA,2025/03/25,2025,5.8206524,-73.0359995,"Av de las Américas #21-19, Duitama, Boyacá, Colombia"
TIENDA ARA 0706 VALLEDUPAR LA NEVADA,VALLEDUPAR,177543,2021/01/26,ACTIVA,2025/03/21,2025,10.4778565,-73.2800063,"Cra. 40 #6 - 15, Valledupar, Cesar, Colombia"
