LONGITUD,LATITUD,nombre_localidad,nombre_upz,FECHA_HECHO,HORA_HECHO,DIA,MES,AÑO,DIA_SEMANA,DIRECCION_HECHO,GENERO,theft_to_people,theft_to_vehicle,theft_to_motorbike,sexual,homicide
-74.04419999999999,4.705099999845601,USAQUÉN,COUNTRY CLUB,2022-08-31,00:00:00,31,8,2022,Miércoles,LA CALLEJA,MASCULINO,1,0,0,0,0
-74.08539999999994,4.735059999844582,SUBA,EL RINCON,2022-12-22,00:00:00,22,12,2022,Jueves,ALTOS DE CHOZICA,MASCULINO,1,0,0,0,0
-74.06049999999993,4.638489999847738,CHAPINERO,PARDO RUBIO,2022-12-30,00:00:00,30,12,2022,Viernes,PARDO RUBIO,FEMENINO,1,0,0,0,0
-74.11079999999998,4.7042899998456225,ENGATIVÁ,BOYACA REAL,2022-12-30,00:00:00,30,12,2022,Viernes,PARIS,FEMENINO,1,0,0,0,0
-74.14339999999999,4.556259999850433,CIUDAD BOLÍVAR,LUCERO,2022-03-18,00:00:00,18,3,2022,Viernes,GIBRALTAR SUR,FEMENINO,1,0,0,0,0
-74.09119999999996,4.531169999851216,SAN CRISTÓBAL,LOS LIBERTADORES,2022-03-18,00:00:00,18,3,2022,Viernes,LA BELLEZA,MASCULINO,1,0,0,0,0
-74.09609999999998,4.686729999846189,ENGATIVÁ,BOYACA REAL,2022-11-05,00:00:00,5,11,2022,Sábado,BOYACA,FEMENINO,1,0,0,0,0
-74.03399999999993,4.723089999845014,USAQUÉN,LOS CEDROS,2022-12-23,00:00:00,23,12,2022,Viernes,ACACIAS USAQUEN,MASCULINO,1,0,0,0,0
-74.10119999999995,4.590789999849275,ANTONIO NARIÑO,RESTREPO,2022-03-18,00:00:00,18,3,2022,Viernes,RESTREPO OCCIDENTAL,MASCULINO,1,0,0,0,0
-74.02899999999994,4.770679999843419,USAQUÉN,PASEO DE LOS LIBERTADORES,2022-11-05,00:00:00,5,11,2022,Sábado,TIBABITA RURAL,FEMENINO,1,0,0,0,0
-74.18089999999995,4.60134999984893,BOSA,BOSA CENTRAL,2022-04-22,00:00:00,22,4,2022,Viernes,ANDALUCIA II,MASCULINO,1,0,0,0,0
-74.08199999999994,4.624229999848225,LOS MÁRTIRES,LA SABANA,2022-10-01,00:00:00,1,10,2022,Sábado,USATAMA,MASCULINO,1,0,0,0,0
-74.16869999999994,4.59713999984907,BOSA,APOGEO,2022-10-01,00:00:00,1,10,2022,Sábado,OLARTE,MASCULINO,1,0,0,0,0
-74.20569999999998,4.620849999848341,BOSA,TINTAL SUR,2022-07-27,00:00:00,27,7,2022,Miércoles,SAN BERNARDINO XVIII,MASCULINO,1,0,0,0,0
-74.05999999999995,4.63814999984776,CHAPINERO,PARDO RUBIO,2022-12-04,00:00:00,4,12,2022,Domingo,PARDO RUBIO,FEMENINO,1,0,0,0,0
-74.05539999999996,4.6683099998468,CHAPINERO,CHICO LAGO,2022-12-04,00:00:00,4,12,2022,Domingo,EL RETIRO,FEMENINO,1,0,0,0,0
-74.16999999999996,4.628969999848045,KENNEDY,PATIO BONITO,2022-06-21,00:00:00,21,6,2022,Martes,TINTALITO,MASCULINO,1,0,0,0,0
-74.09889999999996,4.620049999848345,PUENTE ARANDA,ZONA INDUSTRIAL,2022-03-19,00:00:00,19,3,2022,Sábado,LOS EJIDOS,MASCULINO,1,0,0,0,0
-74.10499999999996,4.751009999844093,SUBA,EL RINCON,2022-03-12,00:00:00,12,3,2022,Sábado,SABANA DE TIBABUYES,FEMENINO,1,0,0,0,0
-74.10929999999996,4.500249999852239,USME,COMUNEROS,2022-05-04,00:00:00,4,5,2022,Miércoles,COMUNEROS,MASCULINO,1,0,0,0,0
-74.03359999999998,4.712839999845302,USAQUÉN,COUNTRY CLUB,2022-05-04,00:00:00,4,5,2022,Miércoles,LA CAROLINA,MASCULINO,1,0,0,0,0
-74.16379999999998,4.634889999847849,KENNEDY,PATIO BONITO,2022-03-19,00:00:00,19,3,2022,Sábado,PATIO BONITO II,FEMENINO,1,0,0,0,0
-74.15309999999994,4.621699999848273,KENNEDY,KENNEDY CENTRAL,2022-08-29,00:00:00,29,8,2022,Lunes,CIUDAD KENNEDY CENTRAL,MASCULINO,1,0,0,0,0
-74.08989999999994,4.62937999984801,TEUSAQUILLO,QUINTA PAREDES,2022-08-29,00:00:00,29,8,2022,Lunes,CENTRO NARINO,MASCULINO,1,0,0,0,0
-74.07789999999994,4.670389999846707,BARRIOS UNIDOS,DOCE DE OCTUBRE,2022-03-19,00:00:00,19,3,2022,Sábado,SAN FERNANDO,MASCULINO,1,0,0,0,0
-74.05129999999997,4.724759999844946,SUBA,EL PRADO,2022-01-27,00:00:00,27,1,2022,Jueves,PRADO PINZON,FEMENINO,1,0,0,0,0
-74.17259999999999,4.6199799998483515,KENNEDY,GRAN BRITALIA,2022-01-29,00:00:00,29,1,2022,Sábado,GRAN BRITALIA,MASCULINO,1,0,0,0,0
-74.12869999999998,4.595229999849174,PUENTE ARANDA,MUZU,2022-11-24,00:00:00,24,11,2022,Jueves,AUTOPISTA SUR,FEMENINO,1,0,0,0,0
-74.12919999999997,4.7448899998442835,SUBA,TIBABUYES,2022-01-29,00:00:00,29,1,2022,Sábado,SANTA RITA DE SUBA,MASCULINO,1,0,0,0,0
-74.09819999999996,4.679109999846408,ENGATIVÁ,LAS FERIAS,2022-08-05,00:00:00,5,8,2022,Viernes,SAN JOAQUIN,FEMENINO,1,0,0,0,0
-74.06049999999993,4.713639999845309,SUBA,EL PRADO,2022-08-05,00:00:00,5,8,2022,Viernes,PRADO VERANIEGO SUR,MASCULINO,1,0,0,0,0
-74.10659999999996,4.578639999849707,RAFAEL URIBE URIBE,SAN JOSE,2022-08-05,00:00:00,5,8,2022,Viernes,GUSTAVO RESTREPO,FEMENINO,1,0,0,0,0
-74.06729999999999,4.604809999848832,SANTA FE,LAS NIEVES,2022-03-09,00:00:00,9,3,2022,Miércoles,LAS AGUAS,MASCULINO,1,0,0,0,0
-74.19339999999994,4.621549999848314,BOSA,BOSA OCCIDENTAL,2022-04-08,00:00:00,8,4,2022,Viernes,SAN PEDRO,FEMENINO,1,0,0,0,0
-74.13369999999998,4.622439999848262,KENNEDY,AMERICAS,2022-03-05,00:00:00,5,3,2022,Sábado,HIPOTECHO OCCIDENTAL,MASCULINO,1,0,0,0,0
-74.12289999999996,4.621449999848286,PUENTE ARANDA,SAN RAFAEL,2022-05-02,00:00:00,2,5,2022,Lunes,GALAN,MASCULINO,1,0,0,0,0
-74.07709999999997,4.608769999848711,LOS MÁRTIRES,LA SABANA,2022-05-02,00:00:00,2,5,2022,Lunes,LA FAVORITA,FEMENINO,1,0,0,0,0
-74.09149999999994,4.67484999984656,ENGATIVÁ,LAS FERIAS,2022-03-05,00:00:00,5,3,2022,Sábado,BELLAVISTA OCCIDENTAL,MASCULINO,1,0,0,0,0
-74.10539999999997,4.616829999848452,PUENTE ARANDA,ZONA INDUSTRIAL,2022-05-22,00:00:00,22,5,2022,Domingo,LOS EJIDOS,FEMENINO,1,0,0,0,0
-74.14649999999995,4.673719999846607,FONTIBÓN,FONTIBON,2022-05-22,00:00:00,22,5,2022,Domingo,CENTRO FONTIBON,FEMENINO,1,0,0,0,0
-74.07989999999995,4.603869999848849,LOS MÁRTIRES,LA SABANA,2022-05-22,00:00:00,22,5,2022,Domingo,SAN VICTORINO,MASCULINO,1,0,0,0,0
-74.14429999999999,4.652609999847272,KENNEDY,TINTAL NORTE,2022-08-18,00:00:00,18,8,2022,Jueves,VEREDA EL TINTAL URBANO,MASCULINO,1,0,0,0,0
-74.12339999999995,4.590369999849322,ANTONIO NARIÑO,RESTREPO,2022-08-18,00:00:00,18,8,2022,Jueves,VILLA MAYOR ORIENTAL,FEMENINO,1,0,0,0,0
-74.06449999999995,4.594849999849176,SANTA FE,SIN UPZ SANTA FE,2022-08-18,00:00:00,18,8,2022,Jueves,PARQUE NACIONAL ORIENTAL,FEMENINO,1,0,0,0,0
-74.13899999999995,4.563169999850215,CIUDAD BOLÍVAR,SAN FRANCISCO,2022-07-14,00:00:00,14,7,2022,Jueves,RONDA,FEMENINO,1,0,0,0,0
-74.08899999999994,4.616589999848437,LOS MÁRTIRES,LA SABANA,2022-07-22,00:00:00,22,7,2022,Viernes,PALOQUEMAO,FEMENINO,1,0,0,0,0
-74.07519999999994,4.61073999984862,SANTA FE,LAS NIEVES,2022-07-22,00:00:00,22,7,2022,Viernes,SANTA FE,MASCULINO,1,0,0,0,0
-74.07299999999998,4.639739999847728,TEUSAQUILLO,GALERIAS,2022-06-20,00:00:00,20,6,2022,Lunes,ALFONSO LOPEZ,FEMENINO,1,0,0,0,0
-74.07899999999995,4.639079999847709,TEUSAQUILLO,GALERIAS,2022-01-27,00:00:00,27,1,2022,Jueves,BELALCAZAR,MASCULINO,1,0,0,0,0
-74.13119999999998,4.687629999846161,FONTIBÓN,CAPELLANIA,2022-11-11,00:00:00,11,11,2022,Viernes,SAN JOSE DE FONTIBON,FEMENINO,1,0,0,0,0
-74.13759999999996,4.592619999849255,TUNJUELITO,VENECIA,2022-07-26,00:00:00,26,7,2022,Martes,VENECIA,FEMENINO,1,0,0,0,0
-74.06849999999997,4.620289999848352,SANTA FE,SAGRADO CORAZON,2022-07-26,00:00:00,26,7,2022,Martes,SAMPER,MASCULINO,1,0,0,0,0
-74.07999999999998,4.589259999849319,SANTA FE,LAS CRUCES,2022-08-30,00:00:00,30,8,2022,Martes,LAS CRUCES,MASCULINO,1,0,0,0,0
-74.08169999999996,4.686899999846151,ENGATIVÁ,LAS FERIAS,2022-08-10,00:00:00,10,8,2022,Miércoles,LAS FERIAS,MASCULINO,1,0,0,0,0
-74.07819999999998,4.67053999984672,BARRIOS UNIDOS,DOCE DE OCTUBRE,2022-09-07,00:00:00,7,9,2022,Miércoles,SAN FERNANDO,MASCULINO,1,0,0,0,0
-74.12799999999999,4.614059999848543,KENNEDY,AMERICAS,2022-12-29,00:00:00,29,12,2022,Jueves,PROVIVIENDA ORIENTAL,MASCULINO,1,0,0,0,0
-74.16119999999995,4.5458399998507675,CIUDAD BOLÍVAR,LUCERO,2022-06-11,00:00:00,11,6,2022,Sábado,BELLA FLOR,MASCULINO,1,0,0,0,0
-74.15819999999997,4.608079999848716,KENNEDY,TIMIZA,2022-06-11,00:00:00,11,6,2022,Sábado,TIMIZA A,MASCULINO,1,0,0,0,0
-74.12049999999994,4.557839999850371,RAFAEL URIBE URIBE,MARRUECOS,2022-11-02,00:00:00,2,11,2022,Miércoles,MOLINOS DEL SUR,FEMENINO,1,0,0,0,0
-74.06599999999997,4.7300699998447815,SUBA,CASA BLANCA SUBA,2022-11-02,00:00:00,2,11,2022,Miércoles,ATENAS,MASCULINO,1,0,0,0,0
-74.11419999999998,4.746829999844213,SUBA,TIBABUYES,2022-05-10,00:00:00,10,5,2022,Martes,BERLIN,MASCULINO,1,0,0,0,0
-74.05899999999997,4.749189999844146,SUBA,BRITALIA,2022-05-10,00:00:00,10,5,2022,Martes,BRITALIA,MASCULINO,1,0,0,0,0
-74.07349999999997,4.601419999848975,CANDELARIA,LA CANDELARIA,2022-05-06,00:00:00,6,5,2022,Viernes,LA CATEDRAL,FEMENINO,1,0,0,0,0
-74.09239999999994,4.641169999847657,TEUSAQUILLO,PARQUE SIMON BOLIVAR - CAN,2022-06-15,00:00:00,15,6,2022,Miércoles,CENTRO ADMINISTRATIVO OCC.,FEMENINO,1,0,0,0,0
-74.11259999999999,4.634119999847885,PUENTE ARANDA,PUENTE ARANDA,2022-06-15,00:00:00,15,6,2022,Miércoles,CENTRO INDUSTRIAL,MASCULINO,1,0,0,0,0
-74.07139999999998,4.689559999846059,SUBA,LA FLORESTA,2022-03-23,00:00:00,23,3,2022,Miércoles,JULIO FLOREZ,MASCULINO,1,0,0,0,0
-74.04329999999999,4.7522699998440565,USAQUÉN,LA URIBE,2022-03-23,00:00:00,23,3,2022,Miércoles,LA URIBE,FEMENINO,1,0,0,0,0
-74.10909999999996,4.611969999848595,PUENTE ARANDA,CIUDAD MONTES,2022-06-23,00:00:00,23,6,2022,Jueves,TIBANA,FEMENINO,1,0,0,0,0
-74.02959999999996,4.744039999844294,USAQUÉN,LA URIBE,2022-07-27,00:00:00,27,7,2022,Miércoles,SANTA TERESA,MASCULINO,1,0,0,0,0
-74.14159999999998,4.550869999850571,CIUDAD BOLÍVAR,LUCERO,2022-09-21,00:00:00,21,9,2022,Miércoles,LUCERO DEL SUR,MASCULINO,1,0,0,0,0
-74.10949999999997,4.557739999850347,RAFAEL URIBE URIBE,MARRUECOS,2022-02-01,00:00:00,1,2,2022,Martes,PUERTO RICO,MASCULINO,1,0,0,0,0
-74.07009999999997,4.713259999845304,SUBA,NIZA,2022-03-26,00:00:00,26,3,2022,Sábado,PRADO VERANIEGO SUR,FEMENINO,1,0,0,0,0
-74.15689999999995,4.645399999847524,KENNEDY,CALANDAIMA,2022-05-08,00:00:00,8,5,2022,Domingo,TINTALA,FEMENINO,1,0,0,0,0
-74.06929999999994,4.602729999848915,SANTA FE,LAS NIEVES,2022-03-17,00:00:00,17,3,2022,Jueves,VERACRUZ,FEMENINO,1,0,0,0,0
-74.07979999999998,4.603529999848863,SANTA FE,LAS NIEVES,2022-03-17,00:00:00,17,3,2022,Jueves,LA CAPUCHINA,FEMENINO,1,0,0,0,0
-74.07369999999997,4.606299999848777,SANTA FE,LAS NIEVES,2022-03-17,00:00:00,17,3,2022,Jueves,VERACRUZ,FEMENINO,1,0,0,0,0
-74.08089999999999,4.589209999849337,SANTA FE,LAS CRUCES,2022-05-08,00:00:00,8,5,2022,Domingo,LAS CRUCES,MASCULINO,1,0,0,0,0
-74.05519999999996,4.674059999846585,CHAPINERO,CHICO LAGO,2022-01-15,00:00:00,15,1,2022,Sábado,EL CHICO,MASCULINO,1,0,0,0,0
-74.20319999999998,4.609529999848704,BOSA,BOSA CENTRAL,2022-02-21,00:00:00,21,2,2022,Lunes,SAN DIEGO-BOSA,FEMENINO,1,0,0,0,0
-74.06329999999997,4.660169999847041,BARRIOS UNIDOS,LOS ALCAZARES,2022-06-02,00:00:00,2,6,2022,Jueves,CONCEPCION NORTE,FEMENINO,1,0,0,0,0
-74.05609999999996,4.678659999846426,CHAPINERO,CHICO LAGO,2022-06-02,00:00:00,2,6,2022,Jueves,CHICO NORTE,MASCULINO,1,0,0,0,0
-74.08609999999999,4.598849999849011,LOS MÁRTIRES,LA SABANA,2022-06-02,00:00:00,2,6,2022,Jueves,LA ESTANZUELA,MASCULINO,1,0,0,0,0
-74.15709999999996,4.6218999998482735,KENNEDY,KENNEDY CENTRAL,2022-04-10,00:00:00,10,4,2022,Domingo,CIUDAD KENNEDY SUR,FEMENINO,1,0,0,0,0
-74.07099999999997,4.719849999845115,SUBA,NIZA,2022-04-10,00:00:00,10,4,2022,Domingo,CIUDAD JARDIN NORTE,MASCULINO,1,0,0,0,0
-74.11029999999994,4.653789999847274,FONTIBÓN,CIUDAD SALITRE OCCIDENTAL,2022-05-31,00:00:00,31,5,2022,Martes,SALITRE OCCIDENTAL,MASCULINO,1,0,0,0,0
-74.08709999999996,4.60997999984869,LOS MÁRTIRES,LA SABANA,2022-05-31,00:00:00,31,5,2022,Martes,LA SABANA,MASCULINO,1,0,0,0,0
-74.10039999999998,4.56686999985008,SAN CRISTÓBAL,20 DE JULIO,2022-01-01,00:00:00,1,1,2022,Sábado,SAN ISIDRO,MASCULINO,1,0,0,0,0
-74.11226978999997,4.631997702847925,PUENTE ARANDA,PUENTE ARANDA,2021-05-18,00:00:00,18,5,2021,Martes,SALAZAR GOMEZ,FEMENINO,1,0,0,0,0
-74.07389656999999,4.588633368849352,SANTA FE,LOURDES,2018-09-02,00:00:00,2,9,2018,Domingo,LOURDES,FEMENINO,1,0,0,0,0
-74.07646956999997,4.608479374848729,LOS MÁRTIRES,LA SABANA,2018-09-02,00:00:00,2,9,2018,Domingo,LA FAVORITA,MASCULINO,1,0,0,0,0
-74.15259999999995,4.641159999847678,KENNEDY,CASTILLA,2022-11-08,00:00:00,8,11,2022,Martes,CIUDAD TECHO II,MASCULINO,1,0,0,0,0
-74.13459999999998,4.615949999848483,KENNEDY,AMERICAS,2022-11-26,00:00:00,26,11,2022,Sábado,PROVIVIENDA ORIENTAL,MASCULINO,1,0,0,0,0
-74.11309999999997,4.70126999984567,ENGATIVÁ,BOYACA REAL,2022-11-26,00:00:00,26,11,2022,Sábado,FLORENCIA,MASCULINO,1,0,0,0,0
-74.09013619999996,4.615881970848451,LOS MÁRTIRES,LA SABANA,2019-12-30,00:00:00,30,12,2019,Lunes,PALOQUEMAO,MASCULINO,1,0,0,0,0
-74.08172727999994,4.677249378846476,BARRIOS UNIDOS,DOCE DE OCTUBRE,2019-12-30,00:00:00,30,12,2019,Lunes,SIMON BOLIVAR,MASCULINO,1,0,0,0,0
-74.15119163999998,4.59562331584915,KENNEDY,CARVAJAL,2019-08-06,00:00:00,6,8,2019,Martes,GUADALUPE,MASCULINO,1,0,0,0,0
-74.10760799999997,4.639372999847705,PUENTE ARANDA,PUENTE ARANDA,2021-07-26,00:00:00,26,7,2021,Lunes,CENTRO INDUSTRIAL,MASCULINO,1,0,0,0,0
-74.11035465999998,4.628891148848035,PUENTE ARANDA,PUENTE ARANDA,2021-11-05,00:00:00,5,11,2021,Viernes,SALAZAR GOMEZ,MASCULINO,1,0,0,0,0
-74.12299154999994,4.521585975851536,USME,GRAN YOMASA,2021-11-05,00:00:00,5,11,2021,Viernes,LA AURORA,MASCULINO,1,0,0,0,0
-74.13993885999997,4.571409062849914,TUNJUELITO,VENECIA,2021-09-15,00:00:00,15,9,2021,Miércoles,PARQUE EL TUNAL,MASCULINO,1,0,0,0,0
-74.14627137999997,4.671358180846699,FONTIBÓN,FONTIBON,2021-09-15,00:00:00,15,9,2021,Miércoles,EL CARMEN FONTIBON,MASCULINO,1,0,0,0,0
-74.07416364999995,4.818745186841875,SUBA,UPR ZONA NORTE,2021-06-20,00:00:00,20,6,2021,Domingo,GUAYMARAL,MASCULINO,1,0,0,0,0
-74.09828139999996,4.640741131847691,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,2021-06-20,00:00:00,20,6,2021,Domingo,CIUDAD SALITRE NOR-ORIENTAL,MASCULINO,1,0,0,0,0
-74.08977352999995,4.576518059849779,SAN CRISTÓBAL,SOSIEGO,2018-08-27,00:00:00,27,8,2018,Lunes,SOCIEGO,MASCULINO,1,0,0,0,0
-74.11437959999995,4.576828480849767,RAFAEL URIBE URIBE,QUIROGA,2020-07-29,00:00:00,29,7,2020,Miércoles,GUSTAVO RESTREPO,MASCULINO,1,0,0,0,0
-74.12393062999996,4.68414913184628,FONTIBÓN,CAPELLANIA,2019-07-22,00:00:00,22,7,2019,Lunes,PUERTA DE TEJA,FEMENINO,1,0,0,0,0
-74.04503694999994,4.7625497928437195,SUBA,SAN JOSE DE BAVARIA,2018-10-06,00:00:00,6,10,2018,Sábado,MIRANDELA,MASCULINO,1,0,0,0,0
-74.05308852999997,4.732034864844707,SUBA,EL PRADO,2021-10-12,00:00:00,12,10,2021,Martes,VICTORIA NORTE,MASCULINO,1,0,0,0,0
-74.08529999999996,4.734979999844618,SUBA,EL RINCON,2022-11-04,00:00:00,4,11,2022,Viernes,ALTOS DE CHOZICA,FEMENINO,1,0,0,0,0
-74.16429999999997,4.638909999847749,KENNEDY,PATIO BONITO,2022-11-04,00:00:00,4,11,2022,Viernes,PATIO BONITO,FEMENINO,1,0,0,0,0
-74.09069999999997,4.613809999848556,LOS MÁRTIRES,LA SABANA,2022-11-04,00:00:00,4,11,2022,Viernes,PALOQUEMAO,FEMENINO,1,0,0,0,0
-74.06529999999998,4.658579999847062,BARRIOS UNIDOS,LOS ALCAZARES,2022-04-27,00:00:00,27,4,2022,Miércoles,COLOMBIA,MASCULINO,1,0,0,0,0
-74.15284741999994,4.641531007847671,KENNEDY,CASTILLA,2019-11-28,00:00:00,28,11,2019,Jueves,CIUDAD TECHO II,MASCULINO,1,0,0,0,0
-74.07377740999993,4.606818715848747,SANTA FE,LAS NIEVES,2019-11-22,00:00:00,22,11,2019,Viernes,VERACRUZ,FEMENINO,1,0,0,0,0
-74.09374816999997,4.567438701850065,SAN CRISTÓBAL,20 DE JULIO,2019-11-22,00:00:00,22,11,2019,Viernes,MONTEBELLO,MASCULINO,1,0,0,0,0
-74.05173005999995,4.693007021845991,USAQUÉN,SANTA BARBARA,2018-12-28,00:00:00,28,12,2018,Viernes,SAN PATRICIO,FEMENINO,1,0,0,0,0
-74.04683465999994,4.751595611844085,SUBA,SAN JOSE DE BAVARIA,2018-12-28,00:00:00,28,12,2018,Viernes,VILLA DEL PRADO,MASCULINO,1,0,0,0,0
-74.08916255999998,4.629365389848028,TEUSAQUILLO,QUINTA PAREDES,2018-02-23,00:00:00,23,2,2018,Viernes,CENTRO NARINO,MASCULINO,1,0,0,0,0
-74.13456413999995,4.651607157847314,KENNEDY,CASTILLA,2018-02-23,00:00:00,23,2,2018,Viernes,VISION DE ORIENTE,MASCULINO,1,0,0,0,0
-74.08607265999996,4.618346942848415,LOS MÁRTIRES,LA SABANA,2019-08-03,00:00:00,3,8,2019,Sábado,PALOQUEMAO,MASCULINO,1,0,0,0,0
-74.08967754999998,4.592202218849254,LOS MÁRTIRES,SANTA ISABEL,2021-06-05,00:00:00,5,6,2021,Sábado,EDUARDO SANTOS,MASCULINO,1,0,0,0,0
-74.08996526999994,4.6944627658459455,ENGATIVÁ,LAS FERIAS,2021-06-05,00:00:00,5,6,2021,Sábado,BONANZA,MASCULINO,1,0,0,0,0
-74.12361138999995,4.6204922668483155,PUENTE ARANDA,SAN RAFAEL,2021-02-05,00:00:00,5,2,2021,Viernes,GALAN,MASCULINO,1,0,0,0,0
-74.11837833999994,4.704888311845569,ENGATIVÁ,GARCES NAVAS,2021-02-02,00:00:00,2,2,2021,Martes,ALAMOS,FEMENINO,1,0,0,0,0
-74.11403199999995,4.614629131848534,PUENTE ARANDA,CIUDAD MONTES,2018-04-08,00:00:00,8,4,2018,Domingo,PRIMAVERA OCCIDENTAL,MASCULINO,1,0,0,0,0
-74.13316073999994,4.676277034846518,FONTIBÓN,FONTIBON,2018-07-25,00:00:00,25,7,2018,Miércoles,FERROCAJA FONTIBON,FEMENINO,1,0,0,0,0
-74.10300573999996,4.589801796849343,ANTONIO NARIÑO,RESTREPO,2019-04-25,00:00:00,25,4,2019,Jueves,RESTREPO OCCIDENTAL,MASCULINO,1,0,0,0,0
-74.05454060999995,4.6810670968463475,CHAPINERO,CHICO LAGO,2019-04-25,00:00:00,25,4,2019,Jueves,CHICO NORTE,MASCULINO,1,0,0,0,0
-74.09512778999994,4.639848404847715,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,2018-07-25,00:00:00,25,7,2018,Miércoles,CIUDAD SALITRE NOR-ORIENTAL,FEMENINO,1,0,0,0,0
-74.10270080999999,4.56215660985022,SAN CRISTÓBAL,20 DE JULIO,2018-07-25,00:00:00,25,7,2018,Miércoles,LAS LOMAS,MASCULINO,1,0,0,0,0
-74.14828217999997,4.623566826848227,KENNEDY,KENNEDY CENTRAL,2018-07-15,00:00:00,15,7,2018,Domingo,CIUDAD KENNEDY ORIENTAL,FEMENINO,1,0,0,0,0
-74.04729999999995,4.745669999844277,USAQUÉN,TOBERIN,2022-04-27,00:00:00,27,4,2022,Miércoles,EL TOBERIN,MASCULINO,1,0,0,0,0
-74.19822067999996,4.6072021178487415,BOSA,BOSA CENTRAL,2020-08-10,00:00:00,10,8,2020,Lunes,EL RETAZO,MASCULINO,1,0,0,0,0
-74.14148256999994,4.670162448846697,FONTIBÓN,FONTIBON,2020-08-10,00:00:00,10,8,2020,Lunes,VILLEMAR,MASCULINO,1,0,0,0,0
-74.10307669999997,4.6965241648458305,ENGATIVÁ,BOYACA REAL,2021-08-16,00:00:00,16,8,2021,Lunes,LA SOLEDAD NORTE,FEMENINO,1,0,0,0,0
-74.10122696999997,4.648000785847454,TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,2021-12-20,00:00:00,20,12,2021,Lunes,CIUDAD SALITRE NOR-ORIENTAL,MASCULINO,1,0,0,0,0
-74.10451322999995,4.6253728868481465,PUENTE ARANDA,ZONA INDUSTRIAL,2018-10-26,00:00:00,26,10,2018,Viernes,GORGONZOLA,MASCULINO,1,0,0,0,0
-74.06779737999994,4.604107602848852,SANTA FE,LAS NIEVES,2018-10-26,00:00:00,26,10,2018,Viernes,LAS NIEVES,MASCULINO,1,0,0,0,0
-74.14907563999998,4.634855787847848,KENNEDY,CASTILLA,2021-07-28,00:00:00,28,7,2021,Miércoles,PIO XII,FEMENINO,1,0,0,0,0
-74.07938815999995,4.683820364846253,ENGATIVÁ,LAS FERIAS,2021-07-28,00:00:00,28,7,2021,Miércoles,LAS FERIAS,MASCULINO,1,0,0,0,0
-74.11901680999995,4.6731499368466265,FONTIBÓN,CAPELLANIA,2018-10-20,00:00:00,20,10,2018,Sábado,SANTA CECILIA,MASCULINO,1,0,0,0,0
-74.07967452999998,4.60371909184889,SANTA FE,LAS NIEVES,2018-10-20,00:00:00,20,10,2018,Sábado,LA CAPUCHINA,FEMENINO,1,0,0,0,0
-74.10263516999999,4.747277931844186,SUBA,EL RINCON,2019-09-27,00:00:00,27,9,2019,Viernes,EL POA,MASCULINO,1,0,0,0,0
-74.14358641999996,4.609161805848679,KENNEDY,CARVAJAL,2019-11-15,00:00:00,15,11,2019,Viernes,LA CAMPINA,MASCULINO,1,0,0,0,0
-74.09549999999996,4.733739999844664,SUBA,EL RINCON,2022-08-01,00:00:00,1,8,2022,Lunes,AURES,MASCULINO,1,0,0,0,0
-74.07039999999995,4.642809999847611,TEUSAQUILLO,GALERIAS,2022-08-18,00:00:00,18,8,2022,Jueves,BANCO CENTRAL,FEMENINO,1,0,0,0,0
-74.14160485999997,4.712440230845356,ENGATIVÁ,ENGATIVA,2020-06-10,00:00:00,10,6,2020,Miércoles,SABANA DEL DORADO,MASCULINO,1,0,0,0,0
-74.14489999999995,4.630949999847983,KENNEDY,AMERICAS,2022-04-06,00:00:00,6,4,2022,Miércoles,MANDALAY,MASCULINO,1,0,0,0,0
-74.07689999999997,4.607649999848731,SANTA FE,LAS NIEVES,2022-04-06,00:00:00,6,4,2022,Miércoles,LA CAPUCHINA,MASCULINO,1,0,0,0,0
-74.13099428999993,4.65426183384725,FONTIBÓN,GRANJAS DE TECHO,2021-06-28,00:00:00,28,6,2021,Lunes,CIUDAD HAYUELOS,MASCULINO,1,0,0,0,0
-74.08668419999998,4.737820866844499,SUBA,EL RINCON,2021-06-28,00:00:00,28,6,2021,Lunes,LAS FLORES,FEMENINO,1,0,0,0,0
-74.06911282999994,4.615039129848526,SANTA FE,SAGRADO CORAZON,2021-06-28,00:00:00,28,6,2021,Lunes,SAN DIEGO,MASCULINO,1,0,0,0,0
-74.07558405999998,4.642532219847586,TEUSAQUILLO,GALERIAS,2019-05-01,00:00:00,1,5,2019,Miércoles,GALERIAS,MASCULINO,1,0,0,0,0
-74.08419999999995,4.612219999848584,LOS MÁRTIRES,LA SABANA,2022-11-26,00:00:00,26,11,2022,Sábado,EL LISTON,FEMENINO,1,0,0,0,0
-74.14369999999997,4.665459999846868,FONTIBÓN,FONTIBON,2022-11-13,00:00:00,13,11,2022,Domingo,GUADUAL FONTIBON,MASCULINO,1,0,0,0,0
-74.07336499999997,4.601601974848946,SANTA FE,LAS NIEVES,2018-08-15,00:00:00,15,8,2018,Miércoles,LA CATEDRAL,FEMENINO,1,0,0,0,0
-74.09833354999995,4.606369720848759,PUENTE ARANDA,CIUDAD MONTES,2018-12-28,00:00:00,28,12,2018,Viernes,COMUNEROS,FEMENINO,1,0,0,0,0
