AÑO,FECHA_HECHO,DIA_SEMANA,GENERO,HORA_HECHO,DIRECCION_HECHO,LONGITUD,LATITUD
2018,2018-01-14,Domingo,MASCULINO,07:18:00,CL 22 SUR KR 18 C  CENTRO,"-74,1068910079","4,5818904078"
2018,2018-01-14,Domingo,MASCULINO,03:52:00,KR 14  CL 48   SUR,"-74,1255641377","4,5687162053"
2018,2018-01-20,Sábado,MASCULINO,02:13:00,KR 71 G CL 12  73 OCCIDENTE,"-74,1292149618","4,6409171759"
2018,2018-01-20,Sábado,MASCULINO,04:40:00,KR 37  CL 69 J  SUR,"-74,1637490392","4,5695887393"
2018,2018-01-20,Sábado,MASCULINO,23:38:00,KR 3 B CL 48 R  SUR,"-74,1074820486","4,5491532668"
2018,2018-01-21,Domingo,MASCULINO,13:51:00,CL 26  KR 69 B  SUR,"-74,1352858273","4,6141707922"
2018,2018-01-23,Martes,MASCULINO,02:05:00,KR 27 J CL 71 H  SUR,"-74,1608458889","4,55292261"
2018,2018-01-25,Jueves,MASCULINO,20:40:00,KR 79  CL 39   SUR,"-74,1591493875","4,6234955"
2018,2018-01-25,Jueves,MASCULINO,06:50:00,KR 56  CL 151   NORTE,"-74,0611589734","4,7347998838"
2018,2018-01-26,Viernes,MASCULINO,22:40:00,KR 87  CL 54 C  SUR,"-74,1812228825","4,6261459899"
2018,2018-01-26,Viernes,MASCULINO,08:20:00,CL 42  KR 86 D  SUR,"-74,1712734624","4,6323776161"
2018,2018-01-26,Viernes,MASCULINO,00:08:00,CL 120  KR 7   NORTE,"-74,0315379826","4,6968845299"
2018,2018-01-27,Sábado,MASCULINO,01:26:00,VN 72  KR 76   NOROCCIDENTE,"-74,0921728651","4,6874894295"
2018,2018-01-30,Martes,MASCULINO,04:40:00,KR 95 A CL 49 SUR  SUR,"-74,1837499233","4,6366187749"
2018,2018-02-02,Viernes,MASCULINO,21:20:00,KR 81 K CL 40   SUR,"-74,1653919927","4,6299381781"
2018,2018-02-02,Viernes,MASCULINO,20:40:00,CL 106 SUR KR 7   SUR,"-74,1114238895","4,4944521061"
2018,2018-02-04,Domingo,MASCULINO,12:00:00,KR 24 B CL 78 A  SUR,"-74,1539451877","4,5371147747"
2018,2018-02-04,Domingo,MASCULINO,05:00:00,KR 78  CL 58 A  SUR,"-74,1749970582","4,6093447526"
2018,2018-02-04,Domingo,MASCULINO,01:10:00,CL 192 A KR 6 A  NORTE,"-74,022238287","4,7690884787"
2018,2018-02-04,Domingo,MASCULINO,05:50:00,KR 13 F CL 32 D 4 SUR,"-74,1161223968","4,5744484094"
2018,2018-02-06,Martes,MASCULINO,09:10:00,CL 68 SUR KR 75 H  SUR,"-74,1715096951","4,5816893327"
2018,2018-02-07,Miércoles,MASCULINO,03:30:00,KR 109  CL 68 B 10 OCCIDENTE,"-74,1259533558","4,7066797772"
2018,2018-02-07,Miércoles,MASCULINO,17:35:00,KR 11 C CL 1 B  ESTE,"-74,0705294312","4,5829061399"
2018,2018-02-07,Miércoles,MASCULINO,16:00:00,KR 1 B CL 71   SUR,"-74,1162165681","4,523780031"
2018,2018-02-08,Jueves,MASCULINO,19:30:00,TR 1  CL 83   SUR,"-74,1029813019","4,5021417044"
2018,2018-02-08,Jueves,MASCULINO,15:30:00,CL 62  KR 13   NORTE,"-74,0636911096","4,6489331896"
2018,2018-02-09,Viernes,FEMENINO,10:00:00,KR 94  CL 43 SUR  SUR,"-74,177610691","4,6414694072"
2018,2018-02-10,Sábado,MASCULINO,21:55:00,CL 54  KR 107   SUR,"-74,1925956105","4,6470448049"
2018,2018-02-10,Sábado,MASCULINO,15:24:00,CL 21  KR 14   CENTRO,"-74,075617271","4,6101777098"
2018,2018-02-10,Sábado,MASCULINO,18:56:00,CL 57  KR 63   SUR,"-74,1482461534","4,5998384885"
2018,2018-02-11,Domingo,MASCULINO,03:33:00,KR 45 B CL 81 B 20 SUR,"-74,1713947781","4,5704341045"
2018,2018-02-11,Domingo,MASCULINO,03:20:00,CL 76 A KR 70 A 4 SUR,"-74,1694110254","4,5729168011"
2018,2018-02-11,Domingo,MASCULINO,03:40:00,KR 94 K CL 80 BIS  NOROCCIDENTE,"-74,1083349911","4,7070426225"
2018,2018-02-12,Lunes,MASCULINO,00:24:00,KR 19 B CL 51 SUR  SUR,"-74,1281869054","4,5679932847"
2018,2018-02-14,Miércoles,MASCULINO,17:34:00,KR 30  CL 63 F  NORTE,"-74,0780786792","4,6581552264"
2018,2018-02-15,Jueves,FEMENINO,00:24:00,KR 98 C CL 58 A  SUR,"-74,1938642275","4,6375821805"
2018,2018-02-16,Viernes,MASCULINO,06:30:00,KM 5      SUR,"-74,1182000714","4,5449820133"
2018,2018-02-16,Viernes,MASCULINO,16:05:00,KR 11 D CL 49 G  SUR,"-74,1200389987","4,5615400148"
2018,2018-02-17,Sábado,MASCULINO,18:27:00,KR 10  CL 7   CENTRO,"-74,0807135913","4,596204672"
2018,2018-02-17,Sábado,MASCULINO,00:00:00,KR 75 M CL 62 KSUR  SUR,"-74,1783074858","4,5866314223"
2018,2018-02-18,Domingo,MASCULINO,22:47:00,CL 129  KR 91  27 CENTRO,"-74,0918053915","4,7227546572"
2018,2018-02-18,Domingo,MASCULINO,05:30:00,TR 13  CL 45 SUR  SUR,"-74,1220490847","4,5728786903"
2018,2018-02-18,Domingo,MASCULINO,02:01:00,CL 59 SUR KR 93 C  SUR,"-74,1914561772","4,6321955474"
2018,2018-02-19,Lunes,FEMENINO,23:12:00,KR 122 C CL 128  28 NOROCCIDENTE,"-74,1104914871","4,7339875803"
2018,2018-02-19,Lunes,FEMENINO,23:12:00,KR 122 C CL 128  28 NOROCCIDENTE,"-74,1104914871","4,7339875803"
2018,2018-02-19,Lunes,FEMENINO,00:28:00,CL 49 A KR 28  46 CENTRO,"-74,1331740529","4,5829278907"
2018,2018-02-20,Martes,MASCULINO,22:55:00,KR 9 ESTE CL 36   SURESTE,"-74,0883370423","4,5520687266"
2018,2018-02-21,Miércoles,MASCULINO,14:45:00,KR 13  CL 13   CENTRO,"-74,0789674676","4,6031074456"
2018,2018-02-21,Miércoles,MASCULINO,03:34:00,CL 10  KR 17   CENTRO,"-74,0845870114","4,6029823293"
2018,2018-02-22,Jueves,MASCULINO,22:03:00,CL 173  KR 17   NORTE,"-74,0345693439","4,7541273131"
2018,2018-02-24,Sábado,MASCULINO,11:10:00,KR 1 A CL 162   NORTE,"-74,0204545106","4,7358705459"
2018,2018-02-25,Domingo,MASCULINO,18:00:00,KR 72 H CL 39 C  SUR,"-74,14251092","4,6078299216"
2018,2018-02-25,Domingo,FEMENINO,04:50:00,DG 38  KR 82   SUR,"-74,1622420279","4,6332808271"
2018,2018-02-25,Domingo,MASCULINO,03:27:00,CL 113  KR 104   OCCIDENTE,"-74,0994997758","4,7371955909"
2018,2018-02-25,Domingo,MASCULINO,03:10:00,CL 10  KR 20   CENTRO,"-74,0887961618","4,6041616742"
2018,2018-02-28,Miércoles,MASCULINO,20:05:00,CL 29  KR 3   SUR,"-74,0947013836","4,562580662"
2018,2018-03-01,Jueves,MASCULINO,17:20:00,CL 44  KR 3 C  SUR,"-74,0957501534","4,5488003405"
2018,2018-03-02,Viernes,MASCULINO,13:30:00,KR 4 E CL 75 E  SUR,"-74,108376653","4,5130321527"
2018,2018-03-03,Sábado,MASCULINO,06:41:00,CL 63 D KR 18 J  SUR,"-74,1430828571","4,5558212203"
2018,2018-03-03,Sábado,MASCULINO,00:53:00,CL 63 G KR 26  29 NORTE,"-74,0719444312","4,6588463489"
2018,2018-03-04,Domingo,MASCULINO,05:00:00,CL 56 FSUR KR 93 C 42 SUR,"-74,1906354213","4,6338905114"
2018,2018-03-04,Domingo,MASCULINO,00:20:00,KR 82 B CL 53 SUR  SUR,"-74,1784712602","4,6196605184"
2018,2018-03-04,Domingo,MASCULINO,08:14:00,VN 1 A CI 70 B  SUR,"-74,1365369747","4,6176575477"
2018,2018-03-05,Lunes,MASCULINO,01:25:00,CL 133  KR 150 D 12 SUR,"-74,1216494488","4,7431465569"
2018,2018-03-07,Miércoles,MASCULINO,20:20:00,CL 39  KR 11 D  SUR,"-74,1100967857","4,5691094316"
2018,2018-03-07,Miércoles,MASCULINO,18:20:00,CL 8 A KR 79   SUR,"-74,1481710298","4,6385735777"
2018,2018-03-07,Miércoles,MASCULINO,22:20:00,CL 128 D KR 119 D 10 NORTE,"-74,1088573228","4,732173267"
2018,2018-03-08,Jueves,MASCULINO,23:24:00,DG 2  KR 80   SUR,"-74,1531860609","4,6335383857"
2018,2018-03-10,Sábado,MASCULINO,01:30:00,KR 86 A CL 69 B  NOROCCIDENTE,"-74,1083049177","4,692237113"
2018,2018-03-10,Sábado,FEMENINO,15:00:00,KR 80 G CL 2 SUR  SUR,"-74,1541999359","4,634912534"
2018,2018-03-11,Domingo,MASCULINO,04:10:00,KR 20 C CL 65   SUR,"-74,1476123558","4,5621233309"
2018,2018-03-13,Martes,MASCULINO,22:45:00,KR 16  CL 20   CENTRO,"-74,0774072193","4,6107750688"
2018,2018-03-14,Miércoles,MASCULINO,00:50:00,CL 57  KR 13  19 NORTE,"-74,0646066892","4,6438690685"
2018,2018-03-17,Sábado,MASCULINO,16:07:00,CL 130  KR 94 A  NORTE,"-74,0932491131","4,7260917657"
2018,2018-03-18,Domingo,MASCULINO,16:00:00,KR 89 C CL 83 SUR  SUR,"-74,2115632232","4,6152019381"
2018,2018-03-18,Domingo,MASCULINO,02:25:00,KR 78 C CL 71 F 41 SUR,"-74,1967717381","4,601662561"
2018,2018-03-18,Domingo,MASCULINO,02:54:00,KR 17  CL 17  2 SUR,"-74,1005872302","4,5847033365"
2018,2018-03-18,Domingo,MASCULINO,21:10:00,CL 132 D KR 149 C  NOROCCIDENTE,"-74,121601169","4,7431358648"
2018,2018-03-18,Domingo,MASCULINO,20:40:00,CL 33  KR 87   SUR,"-74,1625044319","4,6369934617"
2018,2018-03-18,Domingo,MASCULINO,19:35:00,KR 6  CL 188 C  NORTE,"-74,0261663507","4,7649241418"
2018,2018-03-20,Martes,MASCULINO,06:45:00,KR 1 F CL 45   SUR,"-74,0983099927","4,5474136542"
2018,2018-03-21,Miércoles,MASCULINO,21:21:00,CL 80  KR 45   SUR,"-74,173452441","4,5701016684"
2018,2018-03-23,Viernes,MASCULINO,20:57:00,KR 68 H CL 32  3 SUR,"-74,1339002024","4,6095045587"
2018,2018-03-23,Viernes,MASCULINO,20:21:00,CL 55  KR 13  62 NORTE,"-74,0653040636","4,6446924764"
2018,2018-03-23,Viernes,MASCULINO,03:30:00,KR 87 Q CL 69 a  SUR,"-74,196521746","4,6225305"
2018,2018-03-24,Sábado,MASCULINO,22:10:00,KR 19  CI 58   SUR,"-74,1367415819","4,5635990792"
2018,2018-03-25,Domingo,MASCULINO,04:06:00,KR 78 B CL 38 C  SUR,"-74,1527452024","4,6210367725"
2018,2018-03-25,Domingo,MASCULINO,03:49:00,KR 19 G CL 68 D  SUR,"-74,1510107751","4,5606684482"
2018,2018-03-25,Domingo,MASCULINO,05:30:00,KR 72 A CL 65  22 SUR,"-74,1663409907","4,5849532647"
2018,2018-03-25,Domingo,MASCULINO,09:40:00,AK 1  CL 94 SUR  SUR,"-74,1159476706","4,5029576613"
2018,2018-03-26,Lunes,FEMENINO,09:45:00,CL 126 B KR 119   NORTE,"-74,1053801568","4,7276331542"
2018,2018-03-26,Lunes,MASCULINO,01:48:00,KR 68  CL 45   SUR,"-74,1407613413","4,6014960286"
2018,2018-03-26,Lunes,MASCULINO,00:23:00,CL 139  KR 145   NOROCCIDENTE,"-74,1172059823","4,7472478419"
2018,2018-03-27,Martes,MASCULINO,13:04:00,KR 128  CL 64   NOROCCIDENTE,"-74,1499471164","4,7171459238"
2018,2018-03-29,Jueves,MASCULINO,05:00:00,CL 0  KR 0   NORTE,"-74,0989765549","4,7419669987"
2018,2018-03-29,Jueves,MASCULINO,01:10:00,CL 62  KR 82 D 9 NORTE,"-74,1892261177","4,6160713842"
2018,2018-03-31,Sábado,MASCULINO,06:50:00,KR 2 D CL 48 R 46 SUR,"-74,1027929921","4,5426333666"
2018,2018-04-02,Lunes,FEMENINO,04:25:00,CL 74 ASUR KR 88 H  SUR,"-74,2027050271","4,6229475419"
2018,2018-04-02,Lunes,MASCULINO,04:28:00,CL 128 B KR 93  41 NORTE,"-74,0923710648","4,7229084109"
2018,2018-04-03,Martes,MASCULINO,12:50:00,KR 16  CL 21   CENTRO,"-74,076482341","4,6104825336"
2018,2018-04-03,Martes,MASCULINO,23:10:00,KR 18  CL 60 G  SUR,"-74,1339564134","4,5415857789"
2018,2018-04-04,Miércoles,MASCULINO,09:15:00,KR 94 C CL 130 A  NORESTE,"-74,0927931376","4,7273801936"
2018,2018-04-05,Jueves,MASCULINO,16:20:00,CL 10  KR 17  15 CENTRO,"-74,086632919","4,6014968759"
2018,2018-04-07,Sábado,MASCULINO,23:53:00,CL 16  KR 52   NORTE,"-74,0490137944","4,7650284704"
2018,2018-04-07,Sábado,MASCULINO,22:00:00,KR 80 J CL 57 H  SUR,"-74,1790221111","4,6136747305"
2018,2018-04-08,Domingo,MASCULINO,05:50:00,KR 96  CL 49   SUR,"-74,1807161938","4,6367335384"
2018,2018-04-11,Miércoles,MASCULINO,08:53:00,KR 3 CEST CL 40 ASUR 24 SUR,"-74,093380582","4,5506629907"
2018,2018-04-11,Miércoles,MASCULINO,23:43:00,CL 10  KR 18  75 NORTE,"-74,0852784034","4,6035501698"
2018,2018-04-13,Viernes,MASCULINO,23:11:00,KR 86  CL 38   SUR,"-74,1639177235","4,6336699998"
2018,2018-04-14,Sábado,MASCULINO,00:30:00,KR 89  CL 69  27 SUR,"-74,1992449232","4,6278670935"
2018,2018-04-14,Sábado,MASCULINO,00:15:00,KR 15  CL 17   CENTRO,"-74,0781440464","4,6074281529"
2018,2018-04-19,Jueves,MASCULINO,20:32:00,KR 99 C CL 55  3 SUR,"-74,1928586505","4,6420173534"
2018,2018-04-20,Viernes,MASCULINO,21:10:00,KR 21  CL 63   SUR,"-74,1448992963","4,565799773"
2018,2018-04-21,Sábado,MASCULINO,21:00:00,KR 82  CL 42 B  SUR,"-74,1682802795","4,6274945481"
2018,2018-04-22,Domingo,MASCULINO,02:57:00,CL 70 BIS KR 80   SUR,"-74,1923390824","4,6073746259"
2018,2018-04-22,Domingo,MASCULINO,04:15:00,CL 64 C KR 105  33 ,"-74,1261881276","4,6979585834"
2018,2018-04-22,Domingo,FEMENINO,05:40:00,VN  USME CL 73 D  ,"-74,1195534926","4,5227723632"
2018,2018-04-22,Domingo,FEMENINO,00:57:00,AK 14  CL  17  CENTRO,"-74,0773070806","4,6070045281"
2018,2018-04-24,Martes,MASCULINO,09:55:00,KR 145  CL 144 C 72 NOROCCIDENTE,"-74,1149995265","4,7574857325"
2018,2018-04-24,Martes,MASCULINO,04:50:00,KR 86  CL 40 A  SUR,"-74,1669913617","4,6325651167"
2018,2018-04-26,Jueves,MASCULINO,09:33:00,CL 89 C KR 6 C  SUR,"-74,1028256025","4,5001181008"
2018,2018-04-27,Viernes,MASCULINO,14:35:00,KR 1 C CL 71 SUR  SUR,"-74,1149288918","4,5213911462"
2018,2018-04-28,Sábado,MASCULINO,21:51:00,KR 18 R CL 64 B  SUR,"-74,1432116032","4,5557142709"
2018,2018-04-28,Sábado,MASCULINO,03:22:00,TR 50  CL 68 F  SUR,"-74,1625827804","4,5784618784"
2018,2018-04-29,Domingo,MASCULINO,17:20:00,CL 67  KR 10   SUR,"-74,0638751428","4,5220345821"
2018,2018-04-30,Lunes,FEMENINO,18:50:00,KR 73  CL 60 ASUR  SUR,"-74,1690841885","4,5914687313"
2018,2018-05-01,Martes,MASCULINO,03:09:00,CL 64 D KR 112 C 15 NOROCCIDENTE,"-74,1356636276","4,7062926523"
2018,2018-05-02,Miércoles,MASCULINO,20:50:00,DG 42 B KR 23   SUR,"-74,1231964126","4,5783707566"
2018,2018-05-02,Miércoles,MASCULINO,12:02:00,CL 80 B KR 18 B  SUR,"-74,1425969418","4,536309576"
2018,2018-05-03,Jueves,MASCULINO,14:00:00,CL 68 SUR KR 18   SUR,"-74,1447335582","4,5502604941"
2018,2018-05-03,Jueves,MASCULINO,20:39:00,KR 88 C CL 63  28 SUR,"-74,1928211628","4,6250952017"
2018,2018-05-03,Jueves,MASCULINO,21:30:00,KR 18 K CL 64 F  SUR,"-74,1435871124","4,5580725011"
2018,2018-05-06,Domingo,MASCULINO,00:43:00,CL 128  KR 93  19 NORTE,"-74,0948952393","4,7229536161"
2018,2018-05-06,Domingo,MASCULINO,03:40:00,KR 19 BBIS CL 61 BSUR 45 SUR,"-74,1418159603","4,5612081212"
2018,2018-05-06,Domingo,MASCULINO,05:02:00,KR 99  CL 19  27 OCCIDENTE,"-74,144597817","4,6725550181"
2018,2018-05-06,Domingo,MASCULINO,04:02:00,CL 65 SUR KR 98 B 50 SUR,"-74,1991812328","4,6340157959"
2018,2018-05-07,Lunes,MASCULINO,04:13:00,KR 10  CL 30 SUR  SUR,"-74,1005751188","4,5692302009"
2018,2018-05-12,Sábado,MASCULINO,23:30:00,CL 76  KR 61   NORTE,"-74,0781074563","4,6762449976"
2018,2018-05-13,Domingo,FEMENINO,19:25:00,KR 14  CL 22   CENTRO,"-74,0747833357","4,6092382017"
2018,2018-05-13,Domingo,MASCULINO,04:10:00,KR 83  CL 91   SUR,"-74,2077631164","4,6324466597"
2018,2018-05-14,Lunes,MASCULINO,22:02:00,AC 1 MAYO KR 15   CENTRO,"-74,1024456111","4,5827152235"
2018,2018-05-14,Lunes,MASCULINO,02:53:00,KR 79 B CL 46   SUR,"-74,1671451059","4,617245329"
2018,2018-05-16,Miércoles,FEMENINO,17:09:00,KR 8 F CL 104  27 SUR,"-74,1006368413","4,4885808858"
2018,2018-05-17,Jueves,MASCULINO,21:30:00,CL 136  KR 14  42 SUR,"-74,1217988254","4,4776046579"
2018,2018-05-18,Viernes,MASCULINO,12:26:00,KR 22 B CL 58 SUR  SUR,"-74,1423041865","4,5702310988"
2018,2018-05-19,Sábado,MASCULINO,02:20:00,KR 77 I CL 68 SUR  SUROCCIDENTE,"-74,1887305258","4,5981308531"
2018,2018-05-19,Sábado,MASCULINO,01:20:00,DG 45 B KR 53 C  SUR,"-74,1409420007","4,5949063829"
2018,2018-05-19,Sábado,MASCULINO,04:08:00,CL 49  KR 2   SUR,"-74,10696442","4,5444806354"
2018,2018-05-20,Domingo,MASCULINO,07:07:00,CL 69 A KR 78 J 19 SUR,"-74,1900522616","4,6032026372"
2018,2018-05-20,Domingo,MASCULINO,02:30:00,KR 84  CL 73 F  SUR,"-74,1983713723","4,6156816351"
2018,2018-05-22,Martes,MASCULINO,08:13:00,KR 20 B CL 69 SUR  SUR,"-74,1501689256","4,5621330224"
2018,2018-05-26,Sábado,FEMENINO,21:10:00,KR 20 B CL 64 SUR  SUR,"-74,1458367335","4,5633585843"
2018,2018-05-27,Domingo,MASCULINO,15:30:00,KR 82 C CL 38   SUR,"-74,1609617939","4,6349344764"
2018,2018-05-28,Lunes,MASCULINO,11:35:00,CL 45 C KR 3  15 SUR,"-74,095346666","4,5449877922"
2018,2018-05-29,Martes,FEMENINO,21:00:00,CL 7 BIS KR 19   CENTRO,"-74,0897648995","4,6033596076"
2018,2018-05-29,Martes,MASCULINO,14:25:00,AC 1 MAYO KR 41 G  SUR,"-74,1569989633","4,6157558489"
2018,2018-05-31,Jueves,MASCULINO,17:00:00,KR 56  CL 18 A  OCCIDENTE,"-74,1089567698","4,6362265615"
2018,2018-06-02,Sábado,MASCULINO,03:14:00,CL 68 B KR 48 C 15 SUR,"-74,1580161736","4,5755120608"
2018,2018-06-03,Domingo,MASCULINO,03:19:00,CL 42 A KR 91   SUR,"-74,1736230152","4,6397059768"
2018,2018-06-04,Lunes,MASCULINO,23:20:00,CL 2 B KR 3 A 16 CENTRO,"-74,0766366449","4,5884029782"
2018,2018-06-05,Martes,MASCULINO,23:52:00,CL 39 BIS KR 82   SUR,"-74,1628823908","4,6330978829"
2018,2018-06-06,Miércoles,MASCULINO,11:10:00,KR 97  CL 43   SUR,"-74,1794687794","4,6430709767"
2018,2018-06-08,Viernes,MASCULINO,11:32:00,CL 48 R KR 1 C  SUR,"-74,1023638386","4,54212"
2018,2018-06-09,Sábado,MASCULINO,20:17:00,KR 60  CL 4   CENTRO,"-74,1186183323","4,6242520505"
2018,2018-06-10,Domingo,MASCULINO,03:08:00,CL 76 A KR 73 F  SUR,"-74,1684397462","4,5757619256"
2018,2018-06-10,Domingo,MASCULINO,08:11:00,CL 65 A KR 108 J 11 OCCIDENTE,"-74,1291265274","4,701481327"
2018,2018-06-11,Lunes,MASCULINO,00:20:00,CL 1  KR 86  6 SUR,"-74,1602153964","4,6396072026"
2018,2018-06-11,Lunes,MASCULINO,02:22:00,CL 71 H KR 27 B  SUR,"-74,1594901124","4,5508664648"
2018,2018-06-11,Lunes,MASCULINO,21:40:00,KR 103  CL 145   SUR,"-74,0955798823","4,7429983135"
2018,2018-06-12,Martes,MASCULINO,20:01:00,CL 86  KR 69 H 40 OCCIDENTE,"-74,0816251615","4,6897949753"
2018,2018-06-14,Jueves,MASCULINO,14:10:00,KM 5 LLAN     SUR,"-74,0990760056","4,5001686307"
2018,2018-06-14,Jueves,MASCULINO,19:52:00,KR 14  CL 7  28 CENTRO,"-74,0863853936","4,59996157"
2018,2018-06-15,Viernes,MASCULINO,16:15:00,KR 66  CL 14   OCCIDENTE,"-74,1178449577","4,5310876094"
2018,2018-06-15,Viernes,MASCULINO,16:30:00,CL 42 SUR KR 88 C  SUR,"-74,1696722116","4,637261712"
2018,2018-06-15,Viernes,MASCULINO,05:47:00,CL 136  KR 160   NORTE,"-74,1298586669","4,7431073968"
2018,2018-06-16,Sábado,MASCULINO,23:30:00,SN       SUR,"-74,1081043477","4,5140754543"
2018,2018-06-16,Sábado,MASCULINO,03:50:00,CL 14  KR 13 B  SUR,"-74,1277920529","4,5626486174"
2018,2018-06-16,Sábado,MASCULINO,23:51:00,CL 28  KR 27   SUR,"-74,1119264689","4,5888414505"
2018,2018-06-18,Lunes,MASCULINO,02:00:00,KR 46  CL 80   SUR,"-74,1736026447","4,5702513945"
2018,2018-06-18,Lunes,FEMENINO,02:00:00,KR 46  CL 80   SUR,"-74,1736026447","4,5702513945"
2018,2018-06-20,Miércoles,MASCULINO,15:10:00,CL 129 A KR 99 A  NORTE,"-74,0975605527","4,7284465965"
2018,2018-06-20,Miércoles,MASCULINO,22:00:00,CL 137  KR 147 B  SUR,"-74,119128111","4,7462288901"
2018,2018-06-22,Viernes,MASCULINO,09:02:00,CL 132  KR 59 C 57 NORTE,"-74,0722026614","4,7234683924"
2018,2018-06-23,Sábado,MASCULINO,23:44:00,KR 110  CL 17   OCCIDENTE,"-74,1503271085","4,6758074829"
2018,2018-06-23,Sábado,MASCULINO,07:37:00,CL 26  KR 19 B  CENTRO,"-74,0816624577","4,6225248364"
2018,2018-06-23,Sábado,FEMENINO,10:18:00,CL 154  KR 91  56 NOROCCIDENTE,"-74,0812632116","4,7522535805"
2018,2018-06-23,Sábado,MASCULINO,18:47:00,KR 77 H CL 49  5 SUR,"-74,1669618306","4,6082396147"
2018,2018-06-24,Domingo,MASCULINO,05:55:00,CL 67 A KR 18 B 28 SUR,"-74,1454416614","4,55084872"
2018,2018-06-24,Domingo,MASCULINO,04:32:00,CL 132 B KR 151 A  NORESTE,"-74,1219874071","4,7435635484"
2018,2018-06-24,Domingo,FEMENINO,21:45:00,DG 32 B KR 13  35 SUR,"-74,1125394025","4,5724630575"
2018,2018-06-25,Lunes,MASCULINO,00:20:00,CL 63  KR 98 B  SUR,"-74,2021458035","4,6323824002"
2018,2018-06-26,Martes,FEMENINO,20:50:00,CL 22  KR 14 BIS  CENTRO,"-74,0755864832","4,610792663"
2018,2018-06-29,Viernes,MASCULINO,06:01:00,CL 80  KR 106   NOROCCIDENTE,"-74,1190716534","4,7105920917"
2018,2018-06-30,Sábado,MASCULINO,22:32:00,CL 127 C KR 14  93 NORTE,"-74,095464127","4,7220571924"
2018,2018-07-01,Domingo,MASCULINO,02:51:00,CL 130  KR 104   ,"-74,0976074153","4,7335180662"
2018,2018-07-03,Martes,MASCULINO,00:25:00,CL 137  KR 126 B 23 NOROCCIDENTE,"-74,1082706181","4,7435944874"
2018,2018-07-04,Miércoles,MASCULINO,00:10:00,CL 76 A TR 50   SUR,"-74,1677396319","4,5723194646"
2018,2018-07-04,Miércoles,MASCULINO,23:36:00,KR 90  CL 145   NOROCCIDENTE,"-74,0842233698","4,7411092315"
2018,2018-07-04,Miércoles,MASCULINO,22:54:00,CL 1 D KR 27  29 OCCIDENTE,"-74,1034838386","4,5977740545"
2018,2018-07-05,Jueves,MASCULINO,22:55:00,CL 41  KR 3 A  SURESTE,"-74,0956214074","4,5488003405"
