LONGITUD,LATITUD,codigo_localidad,nombre_localidad,codigo_upz,nombre_upz,FECHA_HECHO,HORA_HECHO,GENERO,AÑO,theft_to_motorcycles
-74.20161953799999,4.621453542848272,07,BOSA,84,BOSA OCCIDENTAL,2020-09-21,00:00:00,MASCULINO,2020,1
-74.13210931799995,4.617780550848435,08,KENNEDY,44,AMERICAS,2018-06-16,00:00:00,MASCULINO,2018,1
-74.13529028099998,4.645179019847538,08,KENNEDY,46,CASTILLA,2018-11-22,00:00:00,MASCULINO,2018,1
-74.11684832299994,4.704914911845577,10,ENGATIVÁ,73,GARCES NAVAS,2020-10-07,00:00:00,MASCULINO,2020,1
-74.17939852699999,4.615590556848512,08,KENNEDY,81,GRAN BRITALIA,2020-07-19,00:00:00,MASCULINO,2020,1
-74.10894025399995,4.68989220084604,10,ENGATIVÁ,30,BOYACA REAL,2019-08-30,00:00:00,MASCULINO,2019,1
-74.18663650499997,4.61834107784842,07,BOSA,84,BOSA OCCIDENTAL,2019-02-18,00:00:00,FEMENINO,2019,1
-74.13877329599995,4.637564755847794,08,KENNEDY,46,CASTILLA,2019-08-29,00:00:00,MASCULINO,2019,1
-74.11339393599997,4.5094319178519635,05,USME,57,GRAN YOMASA,2020-02-02,00:00:00,MASCULINO,2020,1
-74.12576202399998,4.62212180984829,08,KENNEDY,44,AMERICAS,2021-04-27,00:00:00,MASCULINO,2021,1
-74.14616632899998,4.640294611847682,08,KENNEDY,46,CASTILLA,2020-01-22,00:00:00,MASCULINO,2020,1
-74.09361437299998,4.677166137846515,10,ENGATIVÁ,26,LAS FERIAS,2020-07-10,00:00:00,MASCULINO,2020,1
-74.11273133099996,4.742026218844345,11,SUBA,71,TIBABUYES,2019-08-01,00:00:00,MASCULINO,2019,1
-74.19896487299997,4.605489309848823,07,BOSA,85,BOSA CENTRAL,2019-05-20,00:00:00,MASCULINO,2019,1
-74.16085640599994,4.5870468848494275,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2019-04-27,00:00:00,MASCULINO,2019,1
-74.20430409699998,4.606856136848744,07,BOSA,85,BOSA CENTRAL,2020-10-15,00:00:00,MASCULINO,2020,1
-74.08342263399999,4.572245973849904,04,SAN CRISTÓBAL,33,SOSIEGO,2018-10-12,00:00:00,MASCULINO,2018,1
-74.12436387199995,4.711095124845374,10,ENGATIVÁ,73,GARCES NAVAS,2018-03-23,00:00:00,MASCULINO,2018,1
-74.10176588899998,4.732105969844665,11,SUBA,28,EL RINCON,2018-07-05,00:00:00,MASCULINO,2018,1
-74.09210291499994,4.609909435848694,14,LOS MÁRTIRES,102,LA SABANA,2021-07-07,00:00:00,MASCULINO,2021,1
-74.17091510199998,4.633053144847941,08,KENNEDY,82,PATIO BONITO,2020-09-22,00:00:00,MASCULINO,2020,1
-74.13059699999997,4.643347065847584,08,KENNEDY,113,BAVARIA,2019-06-12,00:00:00,MASCULINO,2019,1
-74.15921733799996,4.5869189768494065,19,CIUDAD BOLÍVAR,65,ARBORIZADORA,2021-03-24,00:00:00,MASCULINO,2021,1
-74.04934336699995,4.68871558984613,01,USAQUÉN,16,SANTA BARBARA,2019-11-17,00:00:00,MASCULINO,2019,1
-74.16167201199994,4.65160483084731,08,KENNEDY,78,TINTAL NORTE,2019-05-30,00:00:00,MASCULINO,2019,1
-74.13964695599998,4.580161867849659,06,TUNJUELITO,42,VENECIA,2019-10-24,00:00:00,MASCULINO,2019,1
-74.14012862899995,4.605965218848793,08,KENNEDY,45,CARVAJAL,2020-06-08,00:00:00,MASCULINO,2020,1
-74.09757642999995,4.741438484844401,11,SUBA,28,EL RINCON,2018-08-29,00:00:00,MASCULINO,2018,1
-74.12355244899999,4.644498405847526,09,FONTIBÓN,112,GRANJAS DE TECHO,2019-02-27,00:00:00,MASCULINO,2019,1
-74.11845051499995,4.635989376847821,16,PUENTE ARANDA,111,PUENTE ARANDA,2019-02-08,00:00:00,MASCULINO,2019,1
-74.11031035399998,4.554548127850449,18,RAFAEL URIBE URIBE,54,MARRUECOS,2021-07-21,00:00:00,MASCULINO,2021,1
-74.10427529299994,4.570217117849991,18,RAFAEL URIBE URIBE,36,SAN JOSE,2020-12-11,00:00:00,MASCULINO,2020,1
-74.11765618999993,4.6244334038482044,16,PUENTE ARANDA,43,SAN RAFAEL,2021-06-24,00:00:00,MASCULINO,2021,1
-74.08169529099996,4.709138378845417,11,SUBA,24,NIZA,2018-09-13,00:00:00,MASCULINO,2018,1
-74.12574599999994,4.74166706884441,11,SUBA,71,TIBABUYES,2020-01-08,00:00:00,MASCULINO,2020,1
-74.13400909599994,4.6135239318485235,08,KENNEDY,44,AMERICAS,2020-11-10,00:00:00,MASCULINO,2020,1
-74.09954193599998,4.573522014849844,18,RAFAEL URIBE URIBE,36,SAN JOSE,2018-06-20,00:00:00,MASCULINO,2018,1
-74.08524376199995,4.7353209158445795,11,SUBA,28,EL RINCON,2021-04-02,00:00:00,MASCULINO,2021,1
-74.11088627499998,4.670652524846686,10,ENGATIVÁ,31,SANTA CECILIA,2021-02-11,00:00:00,MASCULINO,2021,1
-74.11399240399999,4.559965784850283,18,RAFAEL URIBE URIBE,54,MARRUECOS,2021-03-25,00:00:00,MASCULINO,2021,1
-74.09043851899997,4.740903269844405,11,SUBA,28,EL RINCON,2018-04-17,00:00:00,MASCULINO,2018,1
-74.19991803899995,4.615479894848465,07,BOSA,85,BOSA CENTRAL,2018-03-04,00:00:00,MASCULINO,2018,1
-74.17379823299996,4.648659821847434,08,KENNEDY,82,PATIO BONITO,2018-09-10,00:00:00,MASCULINO,2018,1
-74.10616565099997,4.56835513285004,18,RAFAEL URIBE URIBE,36,SAN JOSE,2018-07-06,00:00:00,MASCULINO,2018,1
-74.08013544299996,4.666743008846845,12,BARRIOS UNIDOS,22,DOCE DE OCTUBRE,2019-03-29,00:00:00,MASCULINO,2019,1
-74.12994638799995,4.707986345845472,10,ENGATIVÁ,74,ENGATIVA,2019-05-29,00:00:00,MASCULINO,2019,1
-74.15639681499994,4.593517375849181,19,CIUDAD BOLÍVAR,65,ARBORIZADORA,2020-05-18,00:00:00,MASCULINO,2020,1
-74.11454762399995,4.681661034846339,10,ENGATIVÁ,31,SANTA CECILIA,2019-06-29,00:00:00,MASCULINO,2019,1
-74.14851863099994,4.617374748848398,08,KENNEDY,45,CARVAJAL,2020-12-11,00:00:00,MASCULINO,2020,1
-74.11647997599994,4.65594714684719,09,FONTIBÓN,110,CIUDAD SALITRE OCCIDENTAL,2020-03-06,00:00:00,MASCULINO,2020,1
-74.18273562699994,4.60961166984868,07,BOSA,85,BOSA CENTRAL,2020-08-10,00:00:00,MASCULINO,2020,1
-74.10375914299993,4.507847854851964,05,USME,57,GRAN YOMASA,2018-02-17,00:00:00,MASCULINO,2018,1
-74.11882779299998,4.748085279844184,11,SUBA,71,TIBABUYES,2021-01-28,00:00:00,MASCULINO,2021,1
-74.18997707499994,4.612946360848594,07,BOSA,85,BOSA CENTRAL,2020-11-30,00:00:00,FEMENINO,2020,1
-74.07665273799995,4.6915756618460085,11,SUBA,25,LA FLORESTA,2020-12-02,00:00:00,MASCULINO,2020,1
-74.13965183499994,4.6729500048466495,09,FONTIBÓN,75,FONTIBON,2019-11-26,00:00:00,MASCULINO,2019,1
-74.15143028599994,4.691896715845984,09,FONTIBÓN,76,FONTIBON SAN PABLO,2018-12-18,00:00:00,MASCULINO,2018,1
-74.14736257999994,4.627889295848073,08,KENNEDY,47,KENNEDY CENTRAL,2021-05-05,00:00:00,MASCULINO,2021,1
-74.13593176299997,4.712672345845317,10,ENGATIVÁ,74,ENGATIVA,2020-01-12,00:00:00,MASCULINO,2020,1
-74.12424105799994,4.560649522850272,06,TUNJUELITO,62,TUNJUELITO,2018-05-09,00:00:00,MASCULINO,2018,1
-74.11162528799997,4.7177570968451805,10,ENGATIVÁ,72,BOLIVIA,2018-04-26,00:00:00,MASCULINO,2018,1
-74.11756101599997,4.572503346849907,18,RAFAEL URIBE URIBE,53,MARCO FIDEL SUAREZ,2018-04-26,00:00:00,MASCULINO,2018,1
-74.14002186399995,4.62219540384825,08,KENNEDY,44,AMERICAS,2018-01-03,00:00:00,MASCULINO,2018,1
-74.14768766699996,4.627087352848098,08,KENNEDY,47,KENNEDY CENTRAL,2018-12-28,00:00:00,MASCULINO,2018,1
-74.13292722199998,4.684249736846277,09,FONTIBÓN,115,CAPELLANIA,2018-12-16,00:00:00,MASCULINO,2018,1
-74.16254282899996,4.610631775848646,08,KENNEDY,48,TIMIZA,2019-04-08,00:00:00,FEMENINO,2019,1
-74.12509177099997,4.697835319845791,10,ENGATIVÁ,74,ENGATIVA,2019-03-05,00:00:00,MASCULINO,2019,1
-74.11258271199995,4.7013127708457105,10,ENGATIVÁ,30,BOYACA REAL,2020-08-19,00:00:00,MASCULINO,2020,1
-74.15570405899996,4.5825574238495825,19,CIUDAD BOLÍVAR,65,ARBORIZADORA,2020-02-25,00:00:00,MASCULINO,2020,1
-74.09284921799997,4.550986972850565,04,SAN CRISTÓBAL,50,LA GLORIA,2020-01-30,00:00:00,MASCULINO,2020,1
-74.16743076099993,4.620739185848309,08,KENNEDY,81,GRAN BRITALIA,2021-09-05,00:00:00,MASCULINO,2021,1
-74.08175262399999,4.6875458358461275,10,ENGATIVÁ,26,LAS FERIAS,2020-09-30,00:00:00,MASCULINO,2020,1
-74.10250705399994,4.683018035846265,10,ENGATIVÁ,31,SANTA CECILIA,2021-06-30,00:00:00,MASCULINO,2021,1
-74.18075359899996,4.616368014848446,08,KENNEDY,81,GRAN BRITALIA,2018-01-05,00:00:00,MASCULINO,2018,1
-74.16441078699995,4.5977645308490676,07,BOSA,49,APOGEO,2019-01-25,00:00:00,MASCULINO,2019,1
-74.17182824299994,4.61259889384857,08,KENNEDY,48,TIMIZA,2020-08-05,00:00:00,MASCULINO,2020,1
-74.19406673799995,4.619678122848336,07,BOSA,84,BOSA OCCIDENTAL,2020-05-22,00:00:00,MASCULINO,2020,1
-74.17893010399996,4.586374737849465,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2019-03-01,00:00:00,MASCULINO,2019,1
-74.13994214199994,4.602487561848884,08,KENNEDY,45,CARVAJAL,2020-07-22,00:00:00,MASCULINO,2020,1
-74.17782677299994,4.644666443847539,08,KENNEDY,82,PATIO BONITO,2020-02-05,00:00:00,MASCULINO,2020,1
-74.07846438699994,4.564885460850159,04,SAN CRISTÓBAL,32,SAN BLAS,2018-06-03,00:00:00,MASCULINO,2018,1
-74.13181769399995,4.711734417845362,10,ENGATIVÁ,74,ENGATIVA,2020-02-19,00:00:00,MASCULINO,2020,1
-74.15637316499993,4.543199562850821,19,CIUDAD BOLÍVAR,67,LUCERO,2021-06-23,00:00:00,MASCULINO,2021,1
-74.09767368499996,4.549408976850638,04,SAN CRISTÓBAL,50,LA GLORIA,2019-03-12,00:00:00,MASCULINO,2019,1
-74.13972043199993,4.604742780848821,08,KENNEDY,45,CARVAJAL,2019-04-04,00:00:00,MASCULINO,2019,1
-74.17614424599998,4.629082550848063,08,KENNEDY,83,LAS MARGARITAS,2019-04-04,00:00:00,MASCULINO,2019,1
-74.12961144199994,4.716612770845175,10,ENGATIVÁ,73,GARCES NAVAS,2018-12-24,00:00:00,MASCULINO,2018,1
-74.16986474399994,4.5801854648496505,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2018-01-04,00:00:00,MASCULINO,2018,1
-74.12177898999994,4.71300161884534,10,ENGATIVÁ,73,GARCES NAVAS,2019-12-02,00:00:00,MASCULINO,2019,1
-74.10986770599999,4.702984993845672,10,ENGATIVÁ,30,BOYACA REAL,2021-06-24,00:00:00,MASCULINO,2021,1
-74.15407796499994,4.57561529684981,19,CIUDAD BOLÍVAR,65,ARBORIZADORA,2018-10-08,00:00:00,MASCULINO,2018,1
-74.14547704799998,4.572640850849914,19,CIUDAD BOLÍVAR,65,ARBORIZADORA,2021-04-20,00:00:00,MASCULINO,2021,1
-74.11570847899998,4.586517849849445,18,RAFAEL URIBE URIBE,39,QUIROGA,2021-02-18,00:00:00,MASCULINO,2021,1
-74.06684343899997,4.640929187847646,13,TEUSAQUILLO,100,GALERIAS,2021-09-20,00:00:00,MASCULINO,2021,1
-74.16624581999997,4.544821192850813,19,CIUDAD BOLÍVAR,UPR3,UPR RIO TUNJUELO,2019-04-15,00:00:00,MASCULINO,2019,1
-74.19756672099999,4.606396164848777,07,BOSA,85,BOSA CENTRAL,2018-08-05,00:00:00,MASCULINO,2018,1
-74.10234728799998,4.746088926844267,11,SUBA,28,EL RINCON,2020-07-11,00:00:00,MASCULINO,2020,1
-74.08659836899994,4.687394729846155,10,ENGATIVÁ,26,LAS FERIAS,2020-11-19,00:00:00,MASCULINO,2020,1
-74.15453095999999,4.623830408848223,08,KENNEDY,47,KENNEDY CENTRAL,2018-05-08,00:00:00,MASCULINO,2018,1
-74.09840328099995,4.741827733844352,11,SUBA,28,EL RINCON,2021-02-10,00:00:00,MASCULINO,2021,1
-74.16143078299996,4.644225144847567,08,KENNEDY,82,PATIO BONITO,2018-07-31,00:00:00,MASCULINO,2018,1
-74.14645417599996,4.538371873851012,19,CIUDAD BOLÍVAR,68,EL TESORO,2021-04-14,00:00:00,MASCULINO,2021,1
-74.09455324699996,4.674638889846558,10,ENGATIVÁ,26,LAS FERIAS,2021-06-21,00:00:00,MASCULINO,2021,1
-74.15829999999994,4.6477299998474155,08,KENNEDY,79,CALANDAIMA,2023-03-25,00:00:00,FEMENINO,2023,1
-74.12041565999994,4.5632438388501955,18,RAFAEL URIBE URIBE,54,MARRUECOS,2018-10-16,00:00:00,MASCULINO,2018,1
-74.14014409899994,4.536708742851081,19,CIUDAD BOLÍVAR,68,EL TESORO,2018-06-11,00:00:00,MASCULINO,2018,1
-74.08025396599999,4.57128507884995,04,SAN CRISTÓBAL,32,SAN BLAS,2021-02-02,00:00:00,MASCULINO,2021,1
-74.08884029199999,4.54266690285086,04,SAN CRISTÓBAL,50,LA GLORIA,2019-08-08,00:00:00,MASCULINO,2019,1
-74.16989999999998,4.618169999848371,08,KENNEDY,81,GRAN BRITALIA,2022-07-08,00:00:00,MASCULINO,2022,1
-74.11529999999993,4.581919999849559,18,RAFAEL URIBE URIBE,39,QUIROGA,2022-09-19,00:00:00,MASCULINO,2022,1
-74.18319999999994,4.603849999848842,07,BOSA,85,BOSA CENTRAL,2022-07-13,00:00:00,MASCULINO,2022,1
-74.18599999999998,4.620379999848353,07,BOSA,84,BOSA OCCIDENTAL,2022-05-03,00:00:00,MASCULINO,2022,1
-74.15889437299995,4.552361119850549,19,CIUDAD BOLÍVAR,67,LUCERO,2021-12-06,00:00:00,MASCULINO,2021,1
-74.11543590599996,4.701714579845681,10,ENGATIVÁ,73,GARCES NAVAS,2018-04-17,00:00:00,MASCULINO,2018,1
-74.17755090299994,4.621838641848291,08,KENNEDY,81,GRAN BRITALIA,2019-01-31,00:00:00,MASCULINO,2019,1
-74.16039999999998,4.608549999848707,08,KENNEDY,48,TIMIZA,2022-12-11,00:00:00,MASCULINO,2022,1
-74.10519999999997,4.569029999850005,18,RAFAEL URIBE URIBE,36,SAN JOSE,2022-03-25,00:00:00,MASCULINO,2022,1
-74.10579999999999,4.747469999844167,11,SUBA,28,EL RINCON,2023-04-13,00:00:00,MASCULINO,2023,1
-74.03549999999996,4.758729999843855,01,USAQUÉN,9,VERBENAL,2022-08-24,00:00:00,MASCULINO,2022,1
-74.12366999899996,4.57440960284983,18,RAFAEL URIBE URIBE,996,SIN UPZ RAFAEL URIBE URIBE,2019-07-04,00:00:00,FEMENINO,2019,1
-74.09904555199995,4.736702089844549,11,SUBA,28,EL RINCON,2019-04-09,00:00:00,MASCULINO,2019,1
-74.11121159599998,4.6876918838461545,10,ENGATIVÁ,116,ALAMOS,2019-02-12,00:00:00,MASCULINO,2019,1
-74.13849999999996,4.579799999849638,06,TUNJUELITO,42,VENECIA,2022-02-11,00:00:00,MASCULINO,2022,1
-74.09449999999998,4.55544999985046,04,SAN CRISTÓBAL,50,LA GLORIA,2022-06-01,00:00:00,MASCULINO,2022,1
-74.15839999999997,4.611329999848643,08,KENNEDY,48,TIMIZA,2022-10-23,00:00:00,MASCULINO,2022,1
-74.09469999999999,4.587729999849364,15,ANTONIO NARIÑO,38,RESTREPO,2023-07-17,00:00:00,FEMENINO,2023,1
-74.19089999999994,4.637629999847779,07,BOSA,86,EL PORVENIR,2023-01-11,00:00:00,MASCULINO,2023,1
-74.09599999999995,4.621099999848328,16,PUENTE ARANDA,108,ZONA INDUSTRIAL,2022-07-20,00:00:00,FEMENINO,2022,1
-74.11869999999993,4.73131999984471,10,ENGATIVÁ,72,BOLIVIA,2022-05-17,00:00:00,MASCULINO,2022,1
-74.14311560699997,4.7159067298452015,10,ENGATIVÁ,74,ENGATIVA,2019-10-24,00:00:00,MASCULINO,2019,1
-74.16365390099998,4.650600253847343,08,KENNEDY,78,TINTAL NORTE,2018-07-16,00:00:00,MASCULINO,2018,1
-74.14321980099999,4.553704120850528,19,CIUDAD BOLÍVAR,67,LUCERO,2020-07-15,00:00:00,MASCULINO,2020,1
-74.10652181799998,4.73704033684454,11,SUBA,71,TIBABUYES,2020-07-01,00:00:00,FEMENINO,2020,1
-74.09829999999994,4.674399999846568,10,ENGATIVÁ,26,LAS FERIAS,2022-10-11,00:00:00,MASCULINO,2022,1
-74.15739999999994,4.6823399998463335,09,FONTIBÓN,77,ZONA FRANCA,2022-06-30,00:00:00,MASCULINO,2022,1
-74.16459999999995,4.577069999849738,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2023-03-01,00:00:00,MASCULINO,2023,1
-74.12759999999997,4.598209999849056,16,PUENTE ARANDA,41,MUZU,2022-09-19,00:00:00,MASCULINO,2022,1
-74.14218088299998,4.57969900984968,06,TUNJUELITO,42,VENECIA,2020-08-18,00:00:00,MASCULINO,2020,1
-74.17495804599997,4.5968660298491,07,BOSA,49,APOGEO,2020-04-27,00:00:00,FEMENINO,2020,1
-74.14775904099997,4.564013024850185,19,CIUDAD BOLÍVAR,66,SAN FRANCISCO,2018-02-01,00:00:00,MASCULINO,2018,1
-74.12865768799998,4.600748806848979,16,PUENTE ARANDA,41,MUZU,2019-08-29,00:00:00,MASCULINO,2019,1
-74.10784157299997,4.743512305844344,11,SUBA,71,TIBABUYES,2021-12-11,00:00:00,MASCULINO,2021,1
-74.08429999999998,4.611529999848643,14,LOS MÁRTIRES,102,LA SABANA,2022-08-09,00:00:00,FEMENINO,2022,1
-74.07569999999998,4.738849999844494,11,SUBA,23,CASA BLANCA SUBA,2022-08-31,00:00:00,MASCULINO,2022,1
-74.19649999999996,4.627059999848095,07,BOSA,84,BOSA OCCIDENTAL,2022-05-19,00:00:00,MASCULINO,2022,1
-74.11589999999995,4.5045099998520985,05,USME,58,COMUNEROS,2023-07-30,00:00:00,MASCULINO,2023,1
-74.14129999999994,4.560499999850275,19,CIUDAD BOLÍVAR,66,SAN FRANCISCO,2023-01-20,00:00:00,MASCULINO,2023,1
-74.16659999999996,4.628219999848084,08,KENNEDY,80,CORABASTOS,2022-07-27,00:00:00,MASCULINO,2022,1
-74.17128211999994,4.650284300847365,08,KENNEDY,79,CALANDAIMA,2020-11-10,00:00:00,MASCULINO,2020,1
-74.15198970299997,4.558250056850369,19,CIUDAD BOLÍVAR,66,SAN FRANCISCO,2021-08-05,00:00:00,MASCULINO,2021,1
-74.09509887599995,4.549422258850633,04,SAN CRISTÓBAL,50,LA GLORIA,2019-04-06,00:00:00,MASCULINO,2019,1
-74.07576762699995,4.639038774847751,13,TEUSAQUILLO,100,GALERIAS,2019-10-29,00:00:00,MASCULINO,2019,1
-74.06479999999993,4.6060699998487955,03,SANTA FE,92,LA MACARENA,2023-01-10,00:00:00,MASCULINO,2023,1
-74.15404000399997,4.619996181848318,08,KENNEDY,47,KENNEDY CENTRAL,2019-04-25,00:00:00,MASCULINO,2019,1
-74.07935809999998,4.620431981848347,14,LOS MÁRTIRES,102,LA SABANA,2020-07-02,00:00:00,MASCULINO,2020,1
-74.16712753399997,4.578228561849701,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2020-08-20,00:00:00,MASCULINO,2020,1
-74.06803041499995,4.52311576085149,04,SAN CRISTÓBAL,993,SIN UPZ SAN CRISTOBAL,2018-01-27,00:00:00,MASCULINO,2018,1
-74.10919999999999,4.697249999845838,10,ENGATIVÁ,30,BOYACA REAL,2022-07-31,00:00:00,MASCULINO,2022,1
-74.07941843099997,4.583917829849553,03,SANTA FE,95,LAS CRUCES,2021-11-05,00:00:00,MASCULINO,2021,1
-74.15783989399995,4.593825870849186,19,CIUDAD BOLÍVAR,65,ARBORIZADORA,2021-03-10,00:00:00,FEMENINO,2021,1
-74.09948821799998,4.547717280850722,04,SAN CRISTÓBAL,50,LA GLORIA,2019-01-10,00:00:00,MASCULINO,2019,1
-74.09957615999997,4.677842987846478,10,ENGATIVÁ,26,LAS FERIAS,2019-06-11,00:00:00,MASCULINO,2019,1
-74.16757090699997,4.5896386388493315,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2021-10-19,00:00:00,MASCULINO,2021,1
-74.01363301199996,4.735260656844574,01,USAQUÉN,990,SIN UPZ USAQUEN,2019-05-05,00:00:00,MASCULINO,2019,1
-74.13419999999996,4.58149999984961,06,TUNJUELITO,42,VENECIA,2022-04-09,00:00:00,MASCULINO,2022,1
-74.19959999999998,4.6279699998481005,07,BOSA,87,TINTAL SUR,2022-01-11,00:00:00,MASCULINO,2022,1
-74.15939999999995,4.616319999848444,08,KENNEDY,47,KENNEDY CENTRAL,2022-08-13,00:00:00,MASCULINO,2022,1
-74.18959999999998,4.616469999848458,07,BOSA,84,BOSA OCCIDENTAL,2022-12-17,00:00:00,FEMENINO,2022,1
-74.09979999999996,4.553239999850543,04,SAN CRISTÓBAL,50,LA GLORIA,2022-11-05,00:00:00,MASCULINO,2022,1
-74.08329999999995,4.676659999846476,12,BARRIOS UNIDOS,22,DOCE DE OCTUBRE,2023-09-28,00:00:00,FEMENINO,2023,1
-74.17066147299994,4.637716618847777,08,KENNEDY,82,PATIO BONITO,2020-03-18,00:00:00,MASCULINO,2020,1
-74.18926930699996,4.602386053848888,07,BOSA,85,BOSA CENTRAL,2021-10-15,00:00:00,MASCULINO,2021,1
-74.16768003899995,4.573093050849878,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2021-10-27,00:00:00,MASCULINO,2021,1
-74.08639999999997,4.53982999985096,04,SAN CRISTÓBAL,51,LOS LIBERTADORES,2022-05-05,00:00:00,MASCULINO,2022,1
-74.20239999999995,4.6227099998482455,07,BOSA,84,BOSA OCCIDENTAL,2022-12-16,00:00:00,MASCULINO,2022,1
-74.15229999999997,4.625719999848166,08,KENNEDY,47,KENNEDY CENTRAL,2022-06-28,00:00:00,MASCULINO,2022,1
-74.20099999999996,4.625919999848164,07,BOSA,84,BOSA OCCIDENTAL,2022-11-08,00:00:00,MASCULINO,2022,1
-74.16629999999998,4.610029999848665,08,KENNEDY,48,TIMIZA,2022-04-21,00:00:00,MASCULINO,2022,1
-74.08213967999995,4.564398182850141,04,SAN CRISTÓBAL,32,SAN BLAS,2019-09-18,00:00:00,MASCULINO,2019,1
-74.12511346499997,4.608037284848707,16,PUENTE ARANDA,40,CIUDAD MONTES,2020-12-19,00:00:00,MASCULINO,2020,1
-74.07351559199998,4.626266187848136,13,TEUSAQUILLO,101,TEUSAQUILLO,2019-07-15,00:00:00,FEMENINO,2019,1
-74.14097669199998,4.578735488849688,06,TUNJUELITO,42,VENECIA,2019-05-18,00:00:00,MASCULINO,2019,1
-74.10469999999998,4.581829999849559,18,RAFAEL URIBE URIBE,39,QUIROGA,2022-12-05,00:00:00,MASCULINO,2022,1
-74.10249999999996,4.7515399998440495,11,SUBA,27,SUBA,2022-10-03,00:00:00,MASCULINO,2022,1
-74.08739999999995,4.5773399998497375,04,SAN CRISTÓBAL,33,SOSIEGO,2022-11-29,00:00:00,MASCULINO,2022,1
-74.13759999999996,4.592749999849201,06,TUNJUELITO,42,VENECIA,2022-08-18,00:00:00,MASCULINO,2022,1
-74.11539999999997,4.7023899998456535,10,ENGATIVÁ,73,GARCES NAVAS,2023-07-03,00:00:00,MASCULINO,2023,1
-74.06669999999997,4.658309999847075,12,BARRIOS UNIDOS,98,LOS ALCAZARES,2023-05-05,00:00:00,MASCULINO,2023,1
-74.17739999999998,4.647419999847477,08,KENNEDY,82,PATIO BONITO,2023-03-24,00:00:00,MASCULINO,2023,1
-74.11779999999999,4.510019999851924,05,USME,57,GRAN YOMASA,2023-07-25,00:00:00,MASCULINO,2023,1
-74.08628478699995,4.687458487846159,10,ENGATIVÁ,26,LAS FERIAS,2019-10-02,00:00:00,MASCULINO,2019,1
-74.11730729499999,4.711385734845346,10,ENGATIVÁ,73,GARCES NAVAS,2021-03-10,00:00:00,MASCULINO,2021,1
-74.17002983199995,4.647314870847449,08,KENNEDY,79,CALANDAIMA,2019-01-26,00:00:00,FEMENINO,2019,1
-74.11127036599999,4.68422854984626,10,ENGATIVÁ,31,SANTA CECILIA,2021-10-14,00:00:00,MASCULINO,2021,1
-74.06953874599998,4.615366373848521,03,SANTA FE,91,SAGRADO CORAZON,2021-08-25,00:00:00,MASCULINO,2021,1
-74.09919999999994,4.741019999844407,11,SUBA,28,EL RINCON,2022-10-21,00:00:00,MASCULINO,2022,1
-74.10819999999995,4.699689999845735,10,ENGATIVÁ,30,BOYACA REAL,2022-04-13,00:00:00,MASCULINO,2022,1
-74.10049999999995,4.597199999849078,14,LOS MÁRTIRES,37,SANTA ISABEL,2022-01-08,00:00:00,MASCULINO,2022,1
-74.09879999999998,4.729609999844762,11,SUBA,28,EL RINCON,2022-12-16,00:00:00,MASCULINO,2022,1
-74.02733905099996,4.741284946844402,01,USAQUÉN,11,SAN CRISTOBAL NORTE,2019-12-20,00:00:00,MASCULINO,2019,1
-74.12549999999999,4.696739999845825,10,ENGATIVÁ,74,ENGATIVA,2022-01-15,00:00:00,MASCULINO,2022,1
-74.11099999999993,4.7521499998440255,11,SUBA,71,TIBABUYES,2022-06-08,00:00:00,MASCULINO,2022,1
-74.08709999999996,4.72450999984496,11,SUBA,28,EL RINCON,2022-04-06,00:00:00,MASCULINO,2022,1
-74.17499999999995,4.6470399998474745,08,KENNEDY,82,PATIO BONITO,2022-09-08,00:00:00,MASCULINO,2022,1
-74.16894593399996,4.647586502847468,08,KENNEDY,79,CALANDAIMA,2021-10-06,00:00:00,MASCULINO,2021,1
-74.12850819899995,4.642132662847614,08,KENNEDY,113,BAVARIA,2021-10-06,00:00:00,MASCULINO,2021,1
-74.10309999999998,4.715339999845221,10,ENGATIVÁ,29,MINUTO DE DIOS,2022-11-02,00:00:00,MASCULINO,2022,1
-74.12609999999995,4.67322999984661,09,FONTIBÓN,115,CAPELLANIA,2022-04-09,00:00:00,FEMENINO,2022,1
-74.10229999999996,4.598829999849003,14,LOS MÁRTIRES,37,SANTA ISABEL,2022-08-04,00:00:00,MASCULINO,2022,1
-74.08579999999995,4.734379999844618,11,SUBA,28,EL RINCON,2022-07-23,00:00:00,MASCULINO,2022,1
-74.16969999999998,4.623999999848185,08,KENNEDY,81,GRAN BRITALIA,2022-08-19,00:00:00,MASCULINO,2022,1
-74.15959999999995,4.642549999847594,08,KENNEDY,82,PATIO BONITO,2023-01-16,00:00:00,MASCULINO,2023,1
-74.10489999999999,4.507309999852035,05,USME,57,GRAN YOMASA,2023-08-07,00:00:00,MASCULINO,2023,1
-74.16019999999997,4.608739999848734,08,KENNEDY,48,TIMIZA,2022-06-06,00:00:00,MASCULINO,2022,1
