LONGITUD,LATITUD,codigo_localidad,nombre_localidad,codigo_upz,nombre_upz,FECHA_HECHO,HORA_HECHO,DIA,MES,AÑO,DIA_SEMANA,DIRECCION_HECHO,GENERO,theft_to_vehicle
-74.13479888499995,4.591658394849237,06,TUNJUELITO,42,VENECIA,2018-07-30,00:00:00,30,7,2018,Lunes,VENECIA,FEMENINO,1
-74.08628795599998,4.573354237849843,04,SAN CRISTÓBAL,33,SOSIEGO,2021-12-11,00:00:00,11,12,2021,Sábado,SAN CRISTOBAL SUR,FEMENINO,1
-74.17506344799995,4.645860532847531,08,KENNEDY,82,PATIO BONITO,2021-11-24,00:00:00,24,11,2021,Miércoles,LOS ALMENDROS,MASCULINO,1
-74.10219999999998,4.56269999985022,04,SAN CRISTÓBAL,34,20 DE JULIO,2022-01-22,00:00:00,22,1,2022,Sábado,LAS LOMAS,MASCULINO,1
-74.11440180299996,4.683920063846276,10,ENGATIVÁ,31,SANTA CECILIA,2018-01-18,00:00:00,18,1,2018,Jueves,LOS ALAMOS,MASCULINO,1
-74.18919999999997,4.635939999847838,07,BOSA,86,EL PORVENIR,2023-01-27,00:00:00,27,1,2023,Viernes,EL CORZO,MASCULINO,1
-74.11729999999994,4.62497999984818,16,PUENTE ARANDA,43,SAN RAFAEL,2023-03-30,00:00:00,30,3,2023,Jueves,LA TRINIDAD,MASCULINO,1
-74.17009999999993,4.595019999849138,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2023-09-01,00:00:00,1,9,2023,Viernes,LA ESTANCIA,MASCULINO,1
-74.10489999999999,4.699219999845746,10,ENGATIVÁ,30,BOYACA REAL,2023-05-14,00:00:00,14,5,2023,Domingo,FLORENCIA,FEMENINO,1
-74.07429999999994,4.586129999849422,03,SANTA FE,96,LOURDES,2023-05-02,00:00:00,2,5,2023,Martes,GIRARDOT,MASCULINO,1
-74.17241832899998,4.639632900847682,08,KENNEDY,82,PATIO BONITO,2018-10-21,00:00:00,21,10,2018,Domingo,CIUDAD DE CALI,MASCULINO,1
-74.16579999999993,4.6151699998484865,08,KENNEDY,47,KENNEDY CENTRAL,2022-02-11,00:00:00,11,2,2022,Viernes,PASTRANA,MASCULINO,1
-74.11301445799995,4.696838548845861,10,ENGATIVÁ,30,BOYACA REAL,2019-06-28,00:00:00,28,6,2019,Viernes,FLORIDA BLANCA,MASCULINO,1
-74.10189999999994,4.736169999844586,11,SUBA,28,EL RINCON,2023-07-18,00:00:00,18,7,2023,Martes,AURES II,MASCULINO,1
-74.13329999999996,4.63301999984792,08,KENNEDY,113,BAVARIA,2023-04-27,00:00:00,27,4,2023,Jueves,MARSELLA,MASCULINO,1
-74.06369999999998,4.677819999846469,12,BARRIOS UNIDOS,21,LOS ANDES,2023-08-20,00:00:00,20,8,2023,Domingo,LA PATRIA,FEMENINO,1
-74.09479999999996,4.63587999984782,13,TEUSAQUILLO,109,CIUDAD SALITRE ORIENTAL,2023-01-03,00:00:00,3,1,2023,Martes,QUINTA PAREDES,-,1
-74.12919999999997,4.58375999984952,18,RAFAEL URIBE URIBE,39,QUIROGA,2023-05-18,00:00:00,18,5,2023,Jueves,CLARET,FEMENINO,1
-74.09962240199997,4.587668254849387,15,ANTONIO NARIÑO,38,RESTREPO,2018-09-04,00:00:00,4,9,2018,Martes,RESTREPO,MASCULINO,1
-74.12886868399994,4.70352774584559,10,ENGATIVÁ,74,ENGATIVA,2021-05-13,00:00:00,13,5,2021,Jueves,SAN ANTONIO ENGATIVA,MASCULINO,1
-74.10299999999995,4.721749999845029,10,ENGATIVÁ,29,MINUTO DE DIOS,2023-03-13,00:00:00,13,3,2023,Lunes,CIUDAD BACHUE,MASCULINO,1
-74.11529999999993,4.571109999849924,18,RAFAEL URIBE URIBE,53,MARCO FIDEL SUAREZ,2023-08-27,00:00:00,27,8,2023,Domingo,GRANJAS SAN PABLO,MASCULINO,1
-74.09499999999997,4.573339999849847,04,SAN CRISTÓBAL,34,20 DE JULIO,2023-03-22,00:00:00,22,3,2023,Miércoles,VEINTE DE JULIO,MASCULINO,1
-74.13369999999998,4.70787999984548,10,ENGATIVÁ,74,ENGATIVA,2023-02-08,00:00:00,8,2,2023,Miércoles,CENTRO ENGATIVA II,MASCULINO,1
-74.10999999999996,4.651889999847293,09,FONTIBÓN,110,CIUDAD SALITRE OCCIDENTAL,2023-09-14,00:00:00,14,9,2023,Jueves,SALITRE OCCIDENTAL,MASCULINO,1
-74.12029999999999,4.514429999851789,05,USME,57,GRAN YOMASA,2023-04-29,00:00:00,29,4,2023,Sábado,SAN JUAN BAUTISTA,MASCULINO,1
-74.15549999999996,4.593959999849178,19,CIUDAD BOLÍVAR,65,ARBORIZADORA,2022-09-26,00:00:00,26,9,2022,Lunes,MADELENA,MASCULINO,1
-74.17199999999997,4.623009999848219,08,KENNEDY,81,GRAN BRITALIA,2022-09-17,00:00:00,17,9,2022,Sábado,GRAN BRITALIA I,MASCULINO,1
-74.11539999999997,4.546229999850729,18,RAFAEL URIBE URIBE,54,MARRUECOS,2023-01-10,00:00:00,10,1,2023,Martes,LA PICOTA ORIENTAL,MASCULINO,1
-74.11151192699998,4.607763674848753,16,PUENTE ARANDA,40,CIUDAD MONTES,2019-07-07,00:00:00,7,7,2019,Domingo,JORGE GAITAN CORTES,FEMENINO,1
-74.10629999999998,4.708489999845451,10,ENGATIVÁ,29,MINUTO DE DIOS,2023-07-30,00:00:00,30,7,2023,Domingo,QUIRIGUA II,MASCULINO,1
-74.14189999999996,4.685979999846175,09,FONTIBÓN,75,FONTIBON,2023-05-13,00:00:00,13,5,2023,Sábado,VERSALLES FONTIBON,MASCULINO,1
-74.11829999999998,4.7082399998454685,10,ENGATIVÁ,73,GARCES NAVAS,2023-04-18,00:00:00,18,4,2023,Martes,GARCES NAVAS ORIENTAL,FEMENINO,1
-74.04269999999997,4.744309999844293,01,USAQUÉN,12,TOBERIN,2022-09-16,00:00:00,16,9,2022,Viernes,EL TOBERIN,FEMENINO,1
-74.09729999999996,4.69580999984588,10,ENGATIVÁ,30,BOYACA REAL,2023-05-02,00:00:00,2,5,2023,Martes,TABORA,MASCULINO,1
-74.10589999999996,4.575939999849788,18,RAFAEL URIBE URIBE,36,SAN JOSE,2023-05-20,00:00:00,20,5,2023,Sábado,GUSTAVO RESTREPO,MASCULINO,1
-74.11059999999998,4.617359999848456,16,PUENTE ARANDA,43,SAN RAFAEL,2023-02-07,00:00:00,7,2,2023,Martes,SAN FRANCISCO,MASCULINO,1
-74.06469999999996,4.72779999984484,11,SUBA,24,NIZA,2023-03-08,00:00:00,8,3,2023,Miércoles,IBERIA,FEMENINO,1
-74.14909999999998,4.6359699998478145,08,KENNEDY,46,CASTILLA,2023-05-07,00:00:00,7,5,2023,Domingo,PIO XII,MASCULINO,1
-74.15779999999995,4.571639999849926,19,CIUDAD BOLÍVAR,70,JERUSALEM,2022-10-07,00:00:00,7,10,2022,Viernes,ARBORIZADORA ALTA II,FEMENINO,1
-74.14192906299996,4.590253352849298,06,TUNJUELITO,42,VENECIA,2018-09-18,00:00:00,18,9,2018,Martes,VENECIA,MASCULINO,1
-74.11691536499995,4.609323741848713,16,PUENTE ARANDA,40,CIUDAD MONTES,2019-02-08,00:00:00,8,2,2019,Viernes,MONTES,MASCULINO,1
-74.09139999999996,4.737909999844519,11,SUBA,28,EL RINCON,2023-02-02,00:00:00,2,2,2023,Jueves,LA CHUCUA,MASCULINO,1
-74.15429999999998,4.567399999850025,19,CIUDAD BOLÍVAR,70,JERUSALEM,2023-09-04,00:00:00,4,9,2023,Lunes,VILLA CANDELARIA,MASCULINO,1
-74.08739999999995,4.545269999850794,04,SAN CRISTÓBAL,50,LA GLORIA,2023-06-17,00:00:00,17,6,2023,Sábado,ALTAMIRA,MASCULINO,1
-74.14799999999997,4.612919999848556,08,KENNEDY,45,CARVAJAL,2023-07-20,00:00:00,20,7,2023,Jueves,PROVIVIENDA OCCIDENTAL,MASCULINO,1
-74.17379999999997,4.592549999849259,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2023-02-21,00:00:00,21,2,2023,Martes,LA ESTANCIA,MASCULINO,1
-74.20409999999998,4.612299999848611,07,BOSA,85,BOSA CENTRAL,2023-06-05,00:00:00,5,6,2023,Lunes,LOS LAURELES,MASCULINO,1
-74.09883492999995,4.59648131284909,14,LOS MÁRTIRES,37,SANTA ISABEL,2019-09-25,00:00:00,25,9,2019,Miércoles,SANTA ISABEL SUR,MASCULINO,1
-74.08969694099994,4.687915334846157,10,ENGATIVÁ,26,LAS FERIAS,2019-05-07,00:00:00,7,5,2019,Martes,BONANZA,MASCULINO,1
-74.03469225999999,4.743519772844335,01,USAQUÉN,12,TOBERIN,2020-07-25,00:00:00,25,7,2020,Sábado,LA PRADERA NORTE,MASCULINO,1
-74.05926586199996,4.643933763847563,02,CHAPINERO,90,PARDO RUBIO,2019-04-06,00:00:00,6,4,2019,Sábado,LA SALLE,MASCULINO,1
-74.11628146899994,4.751183875844062,11,SUBA,71,TIBABUYES,2019-04-27,00:00:00,27,4,2019,Sábado,BILBAO,MASCULINO,1
-74.12829999999997,4.651309999847301,09,FONTIBÓN,112,GRANJAS DE TECHO,2022-01-10,00:00:00,10,1,2022,Lunes,CIUDAD HAYUELOS,MASCULINO,1
-74.10699999999997,4.719769999845085,10,ENGATIVÁ,72,BOLIVIA,2023-05-16,00:00:00,16,5,2023,Martes,BOCHICA II,MASCULINO,1
-74.06649999999996,4.740339999844435,11,SUBA,23,CASA BLANCA SUBA,2023-04-12,00:00:00,12,4,2023,Miércoles,EL PLAN,MASCULINO,1
-74.13439999999997,4.713389999845314,10,ENGATIVÁ,74,ENGATIVA,2023-02-15,00:00:00,15,2,2023,Miércoles,CENTRO ENGATIVA II,MASCULINO,1
-74.10196978099998,4.741697734844393,11,SUBA,28,EL RINCON,2019-09-23,00:00:00,23,9,2019,Lunes,VILLA MARIA I,MASCULINO,1
-74.15389999999996,4.619409999848393,08,KENNEDY,47,KENNEDY CENTRAL,2022-04-02,00:00:00,2,4,2022,Sábado,CIUDAD KENNEDY CENTRAL,MASCULINO,1
-74.11769999999996,4.677049999846508,10,ENGATIVÁ,116,ALAMOS,2022-05-05,00:00:00,5,5,2022,Jueves,SAN IGNACIO,MASCULINO,1
-74.18739999999997,4.641829999847613,07,BOSA,86,EL PORVENIR,2022-11-27,00:00:00,27,11,2022,Domingo,PARCELA EL PORVENIR,FEMENINO,1
-74.09149999999994,4.611339999848618,14,LOS MÁRTIRES,102,LA SABANA,2022-10-04,00:00:00,4,10,2022,Martes,RICAURTE,MASCULINO,1
-74.16529999999995,4.6799299998464114,09,FONTIBÓN,77,ZONA FRANCA,2022-07-05,00:00:00,5,7,2022,Martes,EL CHANCO I,MASCULINO,1
-74.11529999999993,4.513329999851818,05,USME,57,GRAN YOMASA,2023-02-09,00:00:00,9,2,2023,Jueves,LA ANDREA,FEMENINO,1
-74.10619999999994,4.630549999847974,16,PUENTE ARANDA,111,PUENTE ARANDA,2023-02-28,00:00:00,28,2,2023,Martes,PUENTE ARANDA,MASCULINO,1
-74.08859999999999,4.516599999851697,05,USME,52,LA FLORA,2023-02-12,00:00:00,12,2,2023,Domingo,JUAN REY SUR,MASCULINO,1
-74.12474222399999,4.745786567844228,11,SUBA,71,TIBABUYES,2020-03-16,00:00:00,16,3,2020,Lunes,SANTA RITA DE SUBA,FEMENINO,1
-74.10159999999996,4.6799799998464,10,ENGATIVÁ,31,SANTA CECILIA,2023-01-25,00:00:00,25,1,2023,Miércoles,EL REAL,MASCULINO,1
-74.13889999999998,4.641259999847642,08,KENNEDY,46,CASTILLA,2023-08-13,00:00:00,13,8,2023,Domingo,BAVARIA,FEMENINO,1
-74.11191117199996,4.712050523845368,10,ENGATIVÁ,72,BOLIVIA,2020-10-23,00:00:00,23,10,2020,Viernes,BOCHICA II,MASCULINO,1
-74.09249999999997,4.664479999846875,13,TEUSAQUILLO,104,PARQUE SIMON BOLIVAR - CAN,2023-01-29,00:00:00,29,1,2023,Domingo,CAMPO EUCARISTICO,MASCULINO,1
-74.06719999999996,4.65600999984716,12,BARRIOS UNIDOS,98,LOS ALCAZARES,2023-06-20,00:00:00,20,6,2023,Martes,RAFAEL URIBE,MASCULINO,1
-74.07539999999995,4.631009999847997,13,TEUSAQUILLO,101,TEUSAQUILLO,2023-07-16,00:00:00,16,7,2023,Domingo,LA SOLEDAD,MASCULINO,1
-74.09835514899999,4.691823491845981,10,ENGATIVÁ,30,BOYACA REAL,2019-06-12,00:00:00,12,6,2019,Miércoles,TABORA,FEMENINO,1
-74.14729999999997,4.626089999848127,08,KENNEDY,47,KENNEDY CENTRAL,2022-01-18,00:00:00,18,1,2022,Martes,TECHO,MASCULINO,1
-74.12746450599997,4.469021750853284,05,USME,61,CIUDAD USME,2020-12-03,00:00:00,3,12,2020,Jueves,CENTRO USME,MASCULINO,1
-74.08284074999995,4.5777445628497375,04,SAN CRISTÓBAL,33,SOSIEGO,2019-12-26,00:00:00,26,12,2019,Jueves,LA MARIA,MASCULINO,1
-74.17779999999993,4.627179999848135,07,BOSA,84,BOSA OCCIDENTAL,2022-07-18,00:00:00,18,7,2022,Lunes,BETANIA,MASCULINO,1
-74.08779999999996,4.469919999853245,05,USME,994,SIN UPZ USME,2022-11-03,00:00:00,3,11,2022,Jueves,EL UVAL RURAL,MASCULINO,1
-74.09409999999997,4.67719999984646,10,ENGATIVÁ,26,LAS FERIAS,2022-06-15,00:00:00,15,6,2022,Miércoles,LA ESTRADA,MASCULINO,1
-74.11339999999996,4.598649999849013,16,PUENTE ARANDA,40,CIUDAD MONTES,2022-06-15,00:00:00,15,6,2022,Miércoles,REMANSO SUR,MASCULINO,1
-74.10899999999998,4.613789999848543,16,PUENTE ARANDA,40,CIUDAD MONTES,2023-06-14,00:00:00,14,6,2023,Miércoles,PRIMAVERA OCCIDENTAL,MASCULINO,1
-74.17429999999996,4.605669999848794,08,KENNEDY,48,TIMIZA,2023-06-20,00:00:00,20,6,2023,Martes,LA CECILIA,MASCULINO,1
-74.08139999999997,4.562569999850212,04,SAN CRISTÓBAL,32,SAN BLAS,2023-03-26,00:00:00,26,3,2023,Domingo,SAN BLAS II,MASCULINO,1
-74.11846301199995,4.608023038848724,16,PUENTE ARANDA,40,CIUDAD MONTES,2020-09-05,00:00:00,5,9,2020,Sábado,LA CAMELIA,MASCULINO,1
-74.10734362899996,4.606178666848796,16,PUENTE ARANDA,40,CIUDAD MONTES,2018-12-11,00:00:00,11,12,2018,Martes,BOCHICA,MASCULINO,1
-74.10868179199997,4.753132503844026,11,SUBA,71,TIBABUYES,2020-10-19,00:00:00,19,10,2020,Lunes,SABANA DE TIBABUYES NORTE,MASCULINO,1
-74.13349999999997,4.705279999845594,10,ENGATIVÁ,74,ENGATIVA,2023-05-18,00:00:00,18,5,2023,Jueves,MARANDU,MASCULINO,1
-74.16969999999998,4.678709999846407,09,FONTIBÓN,77,ZONA FRANCA,2023-07-30,00:00:00,30,7,2023,Domingo,EL CHANCO I,MASCULINO,1
-74.13989999999995,4.58147999984961,06,TUNJUELITO,42,VENECIA,2023-08-18,00:00:00,18,8,2023,Viernes,SAN VICENTE FERRER,MASCULINO,1
-74.12529999999998,4.582339999849564,18,RAFAEL URIBE URIBE,39,QUIROGA,2023-09-29,00:00:00,29,9,2023,Viernes,CLARET,MASCULINO,1
-74.08339767499996,4.669819897846742,12,BARRIOS UNIDOS,22,DOCE DE OCTUBRE,2020-08-28,00:00:00,28,8,2020,Viernes,JOSE JOAQUIN VARGAS,FEMENINO,1
-74.11808750299997,4.621726238848292,16,PUENTE ARANDA,43,SAN RAFAEL,2020-09-29,00:00:00,29,9,2020,Martes,SAN GABRIEL,MASCULINO,1
-74.08694140899996,4.564700625850137,04,SAN CRISTÓBAL,32,SAN BLAS,2020-12-09,00:00:00,9,12,2020,Miércoles,SAN PEDRO,FEMENINO,1
-74.13913416899999,4.643477891847556,08,KENNEDY,46,CASTILLA,2018-12-05,00:00:00,5,12,2018,Miércoles,VILLA ALSACIA II,MASCULINO,1
-74.15889999499996,4.647391253847472,08,KENNEDY,79,CALANDAIMA,2020-05-08,00:00:00,8,5,2020,Viernes,TINTALA,MASCULINO,1
-74.14709999999997,4.626719999848109,08,KENNEDY,47,KENNEDY CENTRAL,2022-08-08,00:00:00,8,8,2022,Lunes,TECHO,FEMENINO,1
-74.09689999999995,4.598989999849045,14,LOS MÁRTIRES,37,SANTA ISABEL,2022-08-28,00:00:00,28,8,2022,Domingo,SANTA ISABEL,MASCULINO,1
-74.09619999999995,4.669959999846729,10,ENGATIVÁ,26,LAS FERIAS,2023-08-07,00:00:00,7,8,2023,Lunes,BOSQUE POPULAR,MASCULINO,1
-74.15059999999994,4.65085999984731,08,KENNEDY,79,CALANDAIMA,2022-10-12,00:00:00,12,10,2022,Miércoles,TINTALA,FEMENINO,1
-74.12523542299994,4.719653074845109,10,ENGATIVÁ,73,GARCES NAVAS,2018-06-09,00:00:00,9,6,2018,Sábado,GRAN GRANADA,MASCULINO,1
-74.04679999999996,4.694279999845924,01,USAQUÉN,16,SANTA BARBARA,2023-06-10,00:00:00,10,6,2023,Sábado,SAN PATRICIO,MASCULINO,1
-74.09619217699998,4.68899672084608,10,ENGATIVÁ,30,BOYACA REAL,2020-09-20,00:00:00,20,9,2020,Domingo,SANTA MARIA,MASCULINO,1
-74.13249999999994,4.62007999984832,08,KENNEDY,44,AMERICAS,2023-05-10,00:00:00,10,5,2023,Miércoles,HIPOTECHO OCCIDENTAL,MASCULINO,1
-74.10469999999998,4.713539999845279,10,ENGATIVÁ,29,MINUTO DE DIOS,2023-01-30,00:00:00,30,1,2023,Lunes,CIUDAD BACHUE I ETAPA,MASCULINO,1
-74.12355417799995,4.584570952849477,18,RAFAEL URIBE URIBE,39,QUIROGA,2021-08-13,00:00:00,13,8,2021,Viernes,INGLES,MASCULINO,1
-74.13883583099994,4.608038611848714,08,KENNEDY,45,CARVAJAL,2021-08-02,00:00:00,2,8,2021,Lunes,PROVIVIENDA,MASCULINO,1
-74.10279999999995,4.715369999845255,10,ENGATIVÁ,29,MINUTO DE DIOS,2023-09-18,00:00:00,18,9,2023,Lunes,CIUDAD BACHUE I ETAPA,FEMENINO,1
-74.14859999999999,4.608239999848695,08,KENNEDY,48,TIMIZA,2023-09-06,00:00:00,6,9,2023,Miércoles,TIMIZA A,MASCULINO,1
-74.08895858499994,4.629440506848018,13,TEUSAQUILLO,107,QUINTA PAREDES,2018-04-02,00:00:00,2,4,2018,Lunes,CENTRO NARINO,MASCULINO,1
-74.17059999999998,4.637049999847788,08,KENNEDY,82,PATIO BONITO,2023-08-01,00:00:00,1,8,2023,Martes,DINTALITO,MASCULINO,1
-74.09849874399998,4.6738549628465975,10,ENGATIVÁ,26,LAS FERIAS,2021-09-27,00:00:00,27,9,2021,Lunes,BOSQUE POPULAR,MASCULINO,1
-74.05753001299996,4.730567706844729,11,SUBA,19,EL PRADO,2021-07-08,00:00:00,8,7,2021,Jueves,PRADO PINZON,MASCULINO,1
-74.13746491299997,4.6090983658487215,08,KENNEDY,45,CARVAJAL,2021-04-28,00:00:00,28,4,2021,Miércoles,PROVIVIENDA,MASCULINO,1
-74.15893836899994,4.611336815848642,08,KENNEDY,48,TIMIZA,2021-12-10,00:00:00,10,12,2021,Viernes,TIMIZA B,MASCULINO,1
-74.12789999999995,4.605429999848837,16,PUENTE ARANDA,41,MUZU,2023-07-22,00:00:00,22,7,2023,Sábado,TEJAR,FEMENINO,1
-74.13679999999994,4.587749999849374,06,TUNJUELITO,42,VENECIA,2023-03-11,00:00:00,11,3,2023,Sábado,FATIMA,MASCULINO,1
-74.09879999999998,4.604469999848851,14,LOS MÁRTIRES,37,SANTA ISABEL,2023-09-18,00:00:00,18,9,2023,Lunes,VERAGUAS,MASCULINO,1
-74.12859999999995,4.618109999848415,08,KENNEDY,44,AMERICAS,2023-08-01,00:00:00,1,8,2023,Martes,HIPOTECHO SUR,MASCULINO,1
-74.08389999999997,4.544129999850814,04,SAN CRISTÓBAL,50,LA GLORIA,2023-01-22,00:00:00,22,1,2023,Domingo,ALTAMIRA,MASCULINO,1
-74.16589999999997,4.605619999848807,08,KENNEDY,48,TIMIZA,2023-06-04,00:00:00,4,6,2023,Domingo,JACQUELINE,MASCULINO,1
-74.11609999999996,4.495129999852433,05,USME,58,COMUNEROS,2023-06-24,00:00:00,24,6,2023,Sábado,USMINIA,MASCULINO,1
-74.13229999999999,4.580629999849613,06,TUNJUELITO,42,VENECIA,2023-09-20,00:00:00,20,9,2023,Miércoles,SAMORE,MASCULINO,1
-74.10099999999994,4.623779999848237,16,PUENTE ARANDA,108,ZONA INDUSTRIAL,2023-02-11,00:00:00,11,2,2023,Sábado,EL EJIDO,MASCULINO,1
-74.07119999999998,4.614029999848557,03,SANTA FE,91,SAGRADO CORAZON,2023-04-03,00:00:00,3,4,2023,Lunes,SAN DIEGO,MASCULINO,1
-74.12130499999995,4.581308999849588,18,RAFAEL URIBE URIBE,39,QUIROGA,2021-07-10,00:00:00,10,7,2021,Sábado,INGLES,MASCULINO,1
-74.11955212699996,4.499413752852278,05,USME,58,COMUNEROS,2018-01-29,00:00:00,29,1,2018,Lunes,YOMASA NORTE,MASCULINO,1
-74.10029999999995,4.577039999849762,18,RAFAEL URIBE URIBE,36,SAN JOSE,2023-07-13,00:00:00,13,7,2023,Jueves,SAN JOSE SUR,MASCULINO,1
-74.11833267099996,4.5565825768503885,18,RAFAEL URIBE URIBE,54,MARRUECOS,2021-03-21,00:00:00,21,3,2021,Domingo,MOLINOS DEL SUR,MASCULINO,1
-74.02410396199997,4.761534508843741,01,USAQUÉN,9,VERBENAL,2018-12-19,00:00:00,19,12,2018,Miércoles,HORIZONTES NORTE,FEMENINO,1
-74.10644594199994,4.69343126584597,10,ENGATIVÁ,30,BOYACA REAL,2018-05-14,00:00:00,14,5,2018,Lunes,SANTA HELENITA,MASCULINO,1
-74.12583199999995,4.697543999845825,10,ENGATIVÁ,74,ENGATIVA,2021-04-02,00:00:00,2,4,2021,Viernes,EL MUELLE,MASCULINO,1
-74.15867468999994,4.654459661847196,08,KENNEDY,78,TINTAL NORTE,2021-01-26,00:00:00,26,1,2021,Martes,LA MAGDALENA I,FEMENINO,1
-74.13309999999996,4.601249999848952,16,PUENTE ARANDA,41,MUZU,2023-09-30,00:00:00,30,9,2023,Sábado,ALQUERIA,FEMENINO,1
-74.12919999999997,4.559179999850299,06,TUNJUELITO,62,TUNJUELITO,2023-09-08,00:00:00,8,9,2023,Viernes,TUNJUELITO,MASCULINO,1
-74.09659999999997,4.6025499998489225,14,LOS MÁRTIRES,37,SANTA ISABEL,2023-07-07,00:00:00,7,7,2023,Viernes,VERAGUAS,MASCULINO,1
-74.09979999999996,4.595989999849102,14,LOS MÁRTIRES,37,SANTA ISABEL,2023-07-14,00:00:00,14,7,2023,Viernes,SANTA ISABEL SUR,MASCULINO,1
-74.09749999999997,4.484289999852758,05,USME,61,CIUDAD USME,2023-04-29,00:00:00,29,4,2023,Sábado,EL PORVENIR DE LOS SOCHES,MASCULINO,1
-74.13279999999997,4.6006099998489995,16,PUENTE ARANDA,41,MUZU,2023-04-29,00:00:00,29,4,2023,Sábado,ALQUERIA,MASCULINO,1
-74.05334146299998,4.747713670844184,11,SUBA,18,BRITALIA,2019-01-30,00:00:00,30,1,2019,Miércoles,BRITALIA,MASCULINO,1
-74.10949999999997,4.512829999851847,05,USME,57,GRAN YOMASA,2023-08-10,00:00:00,10,8,2023,Jueves,LA CABANA,MASCULINO,1
-74.10994565799996,4.713485553845299,10,ENGATIVÁ,72,BOLIVIA,2021-11-06,00:00:00,6,11,2021,Sábado,BOCHICA II,FEMENINO,1
-74.10931116599994,4.694337311845949,10,ENGATIVÁ,30,BOYACA REAL,2019-10-16,00:00:00,16,10,2019,Miércoles,FLORIDA BLANCA,MASCULINO,1
-74.11154055899993,4.597790621849069,16,PUENTE ARANDA,40,CIUDAD MONTES,2019-02-01,00:00:00,1,2,2019,Viernes,REMANSO SUR,FEMENINO,1
-74.08454573399996,4.545574985850793,04,SAN CRISTÓBAL,50,LA GLORIA,2020-05-19,00:00:00,19,5,2020,Martes,SAN JOSE SUR ORIENTAL,MASCULINO,1
-74.15039999999993,4.613109999848586,08,KENNEDY,48,TIMIZA,2022-09-15,00:00:00,15,9,2022,Jueves,TIMIZA A,MASCULINO,1
-74.10579999999999,4.711779999845344,10,ENGATIVÁ,29,MINUTO DE DIOS,2022-11-15,00:00:00,15,11,2022,Martes,BOCHICA,MASCULINO,1
-74.14029999999997,4.61393999984856,08,KENNEDY,45,CARVAJAL,2022-11-16,00:00:00,16,11,2022,Miércoles,PROVIVIENDA,MASCULINO,1
-74.13983753599996,4.608093994848729,08,KENNEDY,45,CARVAJAL,2021-01-29,00:00:00,29,1,2021,Viernes,PROVIVIENDA,MASCULINO,1
-74.16909999999996,4.6090099998487215,08,KENNEDY,48,TIMIZA,2023-09-08,00:00:00,8,9,2023,Viernes,CATALINA II,MASCULINO,1
-74.06759999999997,4.560849999850286,04,SAN CRISTÓBAL,993,SIN UPZ SAN CRISTOBAL,2023-06-15,00:00:00,15,6,2023,Jueves,AGUAS CLARAS I,MASCULINO,1
-74.09779999999995,4.669219999846744,10,ENGATIVÁ,26,LAS FERIAS,2023-03-11,00:00:00,11,3,2023,Sábado,BOSQUE POPULAR,MASCULINO,1
-74.16789999999997,4.637209999847779,08,KENNEDY,82,PATIO BONITO,2023-04-02,00:00:00,2,4,2023,Domingo,PROVIVIENDA OCCIDENTAL,MASCULINO,1
-74.14129999999994,4.6319299998479755,08,KENNEDY,46,CASTILLA,2023-06-28,00:00:00,28,6,2023,Miércoles,LAS DOS AVENIDAS,MASCULINO,1
-74.10459999999995,4.708259999845475,10,ENGATIVÁ,29,MINUTO DE DIOS,2022-01-13,00:00:00,13,1,2022,Jueves,PRIMAVERA,MASCULINO,1
-74.12668066099997,4.7206654638450525,10,ENGATIVÁ,73,GARCES NAVAS,2021-11-27,00:00:00,27,11,2021,Sábado,EL DORADO INDUSTRIAL,FEMENINO,1
-74.03399999999993,4.71781999984519,01,USAQUÉN,13,LOS CEDROS,2022-12-09,00:00:00,9,12,2022,Viernes,CEDRITOS,MASCULINO,1
-74.12050899999997,4.586328999849429,18,RAFAEL URIBE URIBE,39,QUIROGA,2019-12-14,00:00:00,14,12,2019,Sábado,BRAVO PAEZ,MASCULINO,1
-74.15810999999997,4.576827217849765,19,CIUDAD BOLÍVAR,70,JERUSALEM,2019-12-18,00:00:00,18,12,2019,Miércoles,LOS LAURELES II,MASCULINO,1
-74.11423775899993,4.740404748844426,11,SUBA,71,TIBABUYES,2018-05-07,00:00:00,7,5,2018,Lunes,TIBABUYES,MASCULINO,1
-74.13224579499996,4.625133011848175,08,KENNEDY,44,AMERICAS,2021-09-06,00:00:00,6,9,2021,Lunes,HIPOTECHO OCCIDENTAL,MASCULINO,1
-74.13970489299999,4.638074751847723,08,KENNEDY,46,CASTILLA,2021-10-24,00:00:00,24,10,2021,Domingo,BAVARIA,MASCULINO,1
-74.14399998899995,4.639655820847729,08,KENNEDY,46,CASTILLA,2021-11-15,00:00:00,15,11,2021,Lunes,CASTILLA,MASCULINO,1
-74.12550724799996,4.742618299844369,11,SUBA,71,TIBABUYES,2021-11-21,00:00:00,21,11,2021,Domingo,SANTA CECILIA,MASCULINO,1
-74.10781221199994,4.579398391849647,18,RAFAEL URIBE URIBE,39,QUIROGA,2021-12-28,00:00:00,28,12,2021,Martes,OLAYA,MASCULINO,1
-74.11489999999998,4.603209999848888,16,PUENTE ARANDA,40,CIUDAD MONTES,2022-09-04,00:00:00,4,9,2022,Domingo,REMANSO,MASCULINO,1
