"LONGITUD","LATITUD","codigo_localidad","nombre_localidad","codigo_upz","nombre_upz","FECHA_HECHO","HORA_HECHO","DIA","MES","AÑO","DIA_SEMANA","DIRECCION_HECHO","GENERO","sexual"
"-74.08636299999995","4.567827999850012","4","SAN CRISTÓBAL","34","20 DE JULIO","2020-03-14","00:00:00","14","3","2020","Sábado","GRANADA SUR","MASCULINO","1"
"-74.19651099999999","4.630859999847986","7","BOSA","86","EL PORVENIR","2020-02-25","00:00:00","25","2","2020","Martes","LAS MARGARITAS","FEMENINO","1"
"-74.08851899999996","4.5323209998511755","4","SAN CRISTÓBAL","51","LOS LIBERTADORES","2021-04-22","00:00:00","22","4","2021","Jueves","LOS LIBERTADORES","FEMENINO","1"
"-74.07366731799993","4.599598662849007","17","CANDELARIA","94","LA CANDELARIA","2021-01-19","00:00:00","19","1","2021","Martes","LA CATEDRAL","MASCULINO","1"
"-74.05709499999995","4.751823999844067","11","SUBA","18","BRITALIA","2019-11-09","00:00:00","9","11","2019","Sábado","BRITALIA","FEMENINO","1"
"-74.03775854199995","4.743644462844339","1","USAQUÉN","12","TOBERIN","2020-06-01","00:00:00","1","6","2020","Lunes","EL TOBERIN","FEMENINO","1"
"-74.07849099999999","4.593454999849227","17","CANDELARIA","94","LA CANDELARIA","2019-12-06","00:00:00","6","12","2019","Viernes","SANTA BARBARA","FEMENINO","1"
"-74.13458299999996","4.711226999845394","10","ENGATIVÁ","74","ENGATIVA","2018-01-30","00:00:00","30","1","2018","Martes","CENTRO ENGATIVA II","FEMENINO","1"
"-74.08403979599996","4.685131280846228","10","ENGATIVÁ","26","LAS FERIAS","2021-09-29","00:00:00","29","9","2021","Miércoles","LAS FERIAS","FEMENINO","1"
"-74.10906499999999","4.747145999844203","11","SUBA","71","TIBABUYES","2021-08-08","00:00:00","8","8","2021","Domingo","SABANA DE TIBABUYES","FEMENINO","1"
"-74.15215099999995","4.549167999850667","19","CIUDAD BOLÍVAR","67","LUCERO","2018-02-03","00:00:00","3","2","2018","Sábado","VILLA GLORIA","FEMENINO","1"
"-74.08704385399994","4.689003779846112","10","ENGATIVÁ","26","LAS FERIAS","2020-08-13","00:00:00","13","8","2020","Jueves","LAS FERIAS OCCIDENTAL","FEMENINO","1"
"-74.10450999999995","4.686469999846175","10","ENGATIVÁ","30","BOYACA REAL","2021-03-09","00:00:00","9","3","2021","Martes","SANTA HELENITA","FEMENINO","1"
"-74.10297799999995","4.751892999844057","11","SUBA","27","SUBA","2021-04-15","00:00:00","15","4","2021","Jueves","TIBABUYES","FEMENINO","1"
"-74.09684799999997","4.553217999850539","4","SAN CRISTÓBAL","50","LA GLORIA","2021-03-01","00:00:00","1","3","2021","Lunes","LAS GUACAMAYAS I","MASCULINO","1"
"-74.11727739199995","4.547901768850663","18","RAFAEL URIBE URIBE","54","MARRUECOS","2020-01-06","00:00:00","6","1","2020","Lunes","LA PICOTA","FEMENINO","1"
"-74.13140799999996","4.562322999850225","6","TUNJUELITO","62","TUNJUELITO","2018-09-23","00:00:00","23","9","2018","Domingo","SAN BENITO","FEMENINO","1"
"-74.05984065199993","4.64455226784754","2","CHAPINERO","90","PARDO RUBIO","2019-02-08","00:00:00","8","2","2019","Viernes","LA SALLE","FEMENINO","1"
"-74.06599854199999","4.605614445848827","3","SANTA FE","92","LA MACARENA","2020-09-08","00:00:00","8","9","2020","Martes","LAS AGUAS","FEMENINO","1"
"-74.09369899999996","4.543799999850806","4","SAN CRISTÓBAL","51","LOS LIBERTADORES","2018-07-18","00:00:00","18","7","2018","Miércoles","VILLA DEL CERRO","FEMENINO","1"
"-74.05779599999994","4.641983999847615","2","CHAPINERO","90","PARDO RUBIO","2018-07-08","00:00:00","8","7","2018","Domingo","INGEMAR","FEMENINO","1"
"-74.11245999999994","4.620879999848328","16","PUENTE ARANDA","43","SAN RAFAEL","2021-03-05","00:00:00","5","3","2021","Viernes","SAN RAFAEL","MASCULINO","1"
"-74.11347271399995","4.589902651849314","15","ANTONIO NARIÑO","38","RESTREPO","2019-06-20","00:00:00","20","6","2019","Jueves","SANTANDER SUR","FEMENINO","1"
"-74.12180854199994","4.607284446848747","16","PUENTE ARANDA","40","CIUDAD MONTES","2020-10-04","00:00:00","4","10","2020","Domingo","SAN EUSEBIO","FEMENINO","1"
"-74.06732554199994","4.712174458845335","11","SUBA","24","NIZA","2020-08-31","00:00:00","31","8","2020","Lunes","PRADO VERANIEGO SUR","FEMENINO","1"
"-74.12022999999994","4.55390999985047","18","RAFAEL URIBE URIBE","54","MARRUECOS","2018-06-16","00:00:00","16","6","2018","Sábado","MOLINOS DEL SUR","FEMENINO","1"
"-74.10728348999999","4.6103072608486695","16","PUENTE ARANDA","40","CIUDAD MONTES","2018-07-01","00:00:00","1","7","2018","Domingo","TIBANA","MASCULINO","1"
"-74.10357999999997","4.68054999984637","10","ENGATIVÁ","31","SANTA CECILIA","2021-12-28","00:00:00","28","12","2021","Martes","EL REAL","FEMENINO","1"
"-74.10672999999997","4.511649999851855","5","USME","57","GRAN YOMASA","2021-10-21","00:00:00","21","10","2021","Jueves","LA CABANA","FEMENINO","1"
"-74.10752999999994","4.654679999847211","9","FONTIBÓN","110","CIUDAD SALITRE OCCIDENTAL","2021-11-07","00:00:00","7","11","2021","Domingo","SALITRE OCCIDENTAL","FEMENINO","1"
"-74.10563134099993","4.732202989844725","11","SUBA","71","TIBABUYES","2021-01-10","00:00:00","10","1","2021","Domingo","NUEVA TIBABUYES","FEMENINO","1"
"-74.09099699999996","4.732539999844664","11","SUBA","28","EL RINCON","2021-06-01","00:00:00","1","6","2021","Martes","VILLA ELISA","MASCULINO","1"
"-74.06221816899995","4.702309490845666","11","SUBA","20","LA ALHAMBRA","2021-04-06","00:00:00","6","4","2021","Martes","MONACO","MASCULINO","1"
"-74.06953874599998","4.615794135848462","3","SANTA FE","91","SAGRADO CORAZON","2021-03-20","00:00:00","20","3","2021","Sábado","SAN DIEGO","FEMENINO","1"
"-74.08901954199996","4.602838272848889","14","LOS MÁRTIRES","102","LA SABANA","2021-02-24","00:00:00","24","2","2021","Miércoles","LA ESTANZUELA","MASCULINO","1"
"-74.15539786799997","4.588255277849408","6","TUNJUELITO","42","VENECIA","2021-09-04","00:00:00","4","9","2021","Sábado","ISLA DEL SOL","-","1"
"-74.17332271199996","4.640720232847648","8","KENNEDY","82","PATIO BONITO","2021-05-01","00:00:00","1","5","2021","Sábado","CIUDAD DE CALI","FEMENINO","1"
"-74.12651311899998","4.561364198850231","6","TUNJUELITO","62","TUNJUELITO","2021-01-15","00:00:00","15","1","2021","Viernes","TUNJUELITO","MASCULINO","1"
"-74.17140099999995","4.622120999848274","8","KENNEDY","81","GRAN BRITALIA","2018-06-13","00:00:00","13","6","2018","Miércoles","GRAN BRITALIA I","FEMENINO","1"
"-74.14847132799997","4.6913827198460085","9","FONTIBÓN","76","FONTIBON SAN PABLO","2018-04-04","00:00:00","4","4","2018","Miércoles","EL REFUGIO","FEMENINO","1"
"-74.19998521299993","4.627653215848099","7","BOSA","87","TINTAL SUR","2018-01-26","00:00:00","26","1","2018","Viernes","CIUDADELA EL RECREO","FEMENINO","1"
"-74.14720099999994","4.539233999850946","19","CIUDAD BOLÍVAR","68","EL TESORO","2019-06-30","00:00:00","30","6","2019","Domingo","NACIONES UNIDAS","FEMENINO","1"
"-74.04831899999994","4.7586579998438125","11","SUBA","17","SAN JOSE DE BAVARIA","2019-11-15","00:00:00","15","11","2019","Viernes","NUEVA ZELANDIA","FEMENINO","1"
"-74.09910098699999","4.655944846847184","13","TEUSAQUILLO","104","PARQUE SIMON BOLIVAR - CAN","2018-09-04","00:00:00","4","9","2018","Martes","EL SALITRE","FEMENINO","1"
"-74.09284099999996","4.614963999848503","16","PUENTE ARANDA","108","ZONA INDUSTRIAL","2018-01-31","00:00:00","31","1","2018","Miércoles","PENSILVANIA","MASCULINO","1"
"-74.07202999999998","4.5973899998491135","17","CANDELARIA","94","LA CANDELARIA","2019-12-09","00:00:00","9","12","2019","Lunes","LA CATEDRAL","FEMENINO","1"
"-74.11418999999995","4.53518999985111","5","USME","56","DANUBIO","2019-11-07","00:00:00","7","11","2019","Jueves","PORVENIR","FEMENINO","1"
"-74.15430805399996","4.542439032850871","19","CIUDAD BOLÍVAR","67","LUCERO","2021-09-08","00:00:00","8","9","2021","Miércoles","LOS ALPES SUR","FEMENINO","1"
"-74.12213632899994","4.583928365849536","18","RAFAEL URIBE URIBE","39","QUIROGA","2018-06-05","00:00:00","5","6","2018","Martes","INGLES","FEMENINO","1"
"-74.08518349599996","4.737584605844507","11","SUBA","28","EL RINCON","2018-06-18","00:00:00","18","6","2018","Lunes","VILLA ELISA","MASCULINO","1"
"-74.06142099999994","4.6528589998472585","2","CHAPINERO","97","CHICO LAGO","2019-10-16","00:00:00","16","10","2019","Miércoles","QUINTA CAMACHO","FEMENINO","1"
"-74.11268254199996","4.54318643885086","18","RAFAEL URIBE URIBE","55","DIANA TURBAY","2020-12-18","00:00:00","18","12","2020","Viernes","LA PAZ","FEMENINO","1"
"-74.21183354199997","4.615409447848484","7","BOSA","87","TINTAL SUR","2020-07-22","00:00:00","22","7","2020","Miércoles","SAN BERNARDINO XVIII","FEMENINO","1"
"-74.11128854199995","4.620114447848326","16","PUENTE ARANDA","43","SAN RAFAEL","2020-10-10","00:00:00","10","10","2020","Sábado","SAN FRANCISCO","FEMENINO","1"
"-74.19726854199996","4.622690447848281","7","BOSA","84","BOSA OCCIDENTAL","2020-10-10","00:00:00","10","10","2020","Sábado","LA INDEPENDENCIA","FEMENINO","1"
"-74.11732154199996","4.49056243285255","5","USME","58","COMUNEROS","2020-12-05","00:00:00","5","12","2020","Sábado","VILLA ANITA","FEMENINO","1"
"-74.10303299999998","4.716109999845236","10","ENGATIVÁ","29","MINUTO DE DIOS","2020-01-15","00:00:00","15","1","2020","Miércoles","CIUDAD BACHUE I ETAPA","FEMENINO","1"
"-74.16921599999995","4.64600199984751","8","KENNEDY","79","CALANDAIMA","2019-08-17","00:00:00","17","8","2019","Sábado","CALANDAIMA","MASCULINO","1"
"-74.04137999999995","4.765959999843613","1","USAQUÉN","9","VERBENAL","2021-06-26","00:00:00","26","6","2021","Sábado","EL CEREZO","FEMENINO","1"
"-74.12218507999995","4.745891075844223","11","SUBA","71","TIBABUYES","2021-10-29","00:00:00","29","10","2021","Viernes","SAN PEDRO","FEMENINO","1"
"-74.16080999999997","4.569368062850011","19","CIUDAD BOLÍVAR","70","JERUSALEM","2021-10-27","00:00:00","27","10","2021","Miércoles","LA PRADERA","FEMENINO","1"
"-74.11572199999995","4.6668829998468135","9","FONTIBÓN","114","MODELIA","2018-05-15","00:00:00","15","5","2018","Martes","MODELIA","FEMENINO","1"
"-74.17723711699995","4.643265652847608","8","KENNEDY","82","PATIO BONITO","2019-04-02","00:00:00","2","4","2019","Martes","DINDALITO","FEMENINO","1"
"-74.11053099999998","4.743221999844344","11","SUBA","71","TIBABUYES","2018-05-27","00:00:00","27","5","2018","Domingo","LA GAITANA ORIENTAL","FEMENINO","1"
"-74.09517499999998","4.56770499985004","4","SAN CRISTÓBAL","34","20 DE JULIO","2018-07-01","00:00:00","1","7","2018","Domingo","VEINTE DE JULIO","FEMENINO","1"
"-74.17601474699995","4.627082900848118","8","KENNEDY","83","LAS MARGARITAS","2019-05-03","00:00:00","3","5","2019","Viernes","LAS MARGARITAS","FEMENINO","1"
"-74.07749854199994","4.614491985848543","14","LOS MÁRTIRES","102","LA SABANA","2021-09-09","00:00:00","9","9","2021","Jueves","SANTA FE","MASCULINO","1"
"-74.12691299999994","4.721829999845051","10","ENGATIVÁ","73","GARCES NAVAS","2021-06-15","00:00:00","15","6","2021","Martes","EL DORADO INDUSTRIAL","FEMENINO","1"
"-74.09898799999996","4.655922999847153","13","TEUSAQUILLO","104","PARQUE SIMON BOLIVAR - CAN","2018-12-28","00:00:00","28","12","2018","Viernes","EL SALITRE","FEMENINO","1"
"-74.12939799999998","4.609507999848702","8","KENNEDY","45","CARVAJAL","2020-02-01","00:00:00","1","2","2020","Sábado","PROVIVIENDA","FEMENINO","1"
"-74.19634999999994","4.6258799998481495","7","BOSA","84","BOSA OCCIDENTAL","2021-08-14","00:00:00","14","8","2021","Sábado","SAN ANTONIO","FEMENINO","1"
"-74.18046854199997","4.607984446848725","7","BOSA","85","BOSA CENTRAL","2020-05-29","00:00:00","29","5","2020","Viernes","JOSE ANTONIO GALAN","FEMENINO","1"
"-74.11365499999994","4.695983999845892","10","ENGATIVÁ","30","BOYACA REAL","2019-08-28","00:00:00","28","8","2019","Miércoles","FLORIDA BLANCA","FEMENINO","1"
"-74.13128699999999","4.567197999850088","6","TUNJUELITO","62","TUNJUELITO","2019-12-15","00:00:00","15","12","2019","Domingo","SAN CARLOS","MASCULINO","1"
"-74.09155311699999","4.593094652849207","14","LOS MÁRTIRES","37","SANTA ISABEL","2019-03-21","00:00:00","21","3","2019","Jueves","EDUARDO SANTOS","MASCULINO","1"
"-74.17535899999996","4.60638299984879","8","KENNEDY","48","TIMIZA","2018-10-13","00:00:00","13","10","2018","Sábado","LA CECILIA","FEMENINO","1"
"-74.15289972699998","4.685273291846204","9","FONTIBÓN","76","FONTIBON SAN PABLO","2021-01-13","00:00:00","13","1","2021","Miércoles","SAN PABLO JERICO","FEMENINO","1"
"-74.12659436699994","4.512583373851821","5","USME","58","COMUNEROS","2021-08-13","00:00:00","13","8","2021","Viernes","TUNJUELITO","FEMENINO","1"
"-74.16824016399994","4.569244419850023","19","CIUDAD BOLÍVAR","70","JERUSALEM","2018-01-01","00:00:00","1","1","2018","Lunes","POTOSI","FEMENINO","1"
"-74.18537061099994","4.608515724848746","7","BOSA","85","BOSA CENTRAL","2018-08-17","00:00:00","17","8","2018","Viernes","JIMENEZ DE QUESADA II SECTOR","FEMENINO","1"
"-74.18920854199996","4.626504448848117","7","BOSA","84","BOSA OCCIDENTAL","2020-01-15","00:00:00","15","1","2020","Miércoles","ESCOCIA","FEMENINO","1"
"-74.13015999999999","4.582845683849571","6","TUNJUELITO","42","VENECIA","2019-05-24","00:00:00","24","5","2019","Viernes","SAMORE","FEMENINO","1"
"-74.12163999999996","4.5212999998515615","5","USME","57","GRAN YOMASA","2019-11-12","00:00:00","12","11","2019","Martes","LA AURORA","FEMENINO","1"
"-74.16111416899997","4.639238510847698","8","KENNEDY","82","PATIO BONITO","2018-04-03","00:00:00","3","4","2018","Martes","PATIO BONITO","FEMENINO","1"
"-74.04881999999998","4.772459999843355","11","SUBA","2","LA ACADEMIA","2018-06-27","00:00:00","27","6","2018","Miércoles","CASABLANCA SUBA I","MASCULINO","1"
"-74.14326799999998","4.606306999848816","8","KENNEDY","45","CARVAJAL","2021-05-15","00:00:00","15","5","2021","Sábado","LA CAMPINA","MASCULINO","1"
"-74.14994249999995","4.6227746838482435","8","KENNEDY","47","KENNEDY CENTRAL","2019-10-14","00:00:00","14","10","2019","Lunes","CIUDAD KENNEDY ORIENTAL","MASCULINO","1"
"-74.13768999999996","4.683530999846303","9","FONTIBÓN","75","FONTIBON","2021-04-20","00:00:00","20","4","2021","Martes","LA CABANA FONTIBON","FEMENINO","1"
"-74.19155271199998","4.626509713848143","7","BOSA","84","BOSA OCCIDENTAL","2020-03-14","00:00:00","14","3","2020","Sábado","LA LIBERTAD","MASCULINO","1"
"-74.04543154199996","4.5538284398505215","4","SAN CRISTÓBAL","993","SIN UPZ SAN CRISTOBAL","2020-08-05","00:00:00","5","8","2020","Miércoles","HOYA SAN CRISTOBAL","FEMENINO","1"
"-74.02751766099993","4.723530001845","1","USAQUÉN","13","LOS CEDROS","2021-10-13","00:00:00","13","10","2021","Miércoles","CEDRO SALAZAR","FEMENINO","1"
"-74.07671781399995","4.724477851844962","11","SUBA","24","NIZA","2021-08-15","00:00:00","15","8","2021","Domingo","VEREDA SUBA NARANJOS","FEMENINO","1"
"-74.12501854199996","4.6353744498478235","8","KENNEDY","113","BAVARIA","2020-10-18","00:00:00","18","10","2020","Domingo","MARSELLA","FEMENINO","1"
"-74.14056175099995","4.583856878849527","6","TUNJUELITO","42","VENECIA","2018-06-10","00:00:00","10","6","2018","Domingo","SAN VICENTE FERRER","FEMENINO","1"
"-74.17324699999995","4.642170999847653","8","KENNEDY","82","PATIO BONITO","2020-03-07","00:00:00","7","3","2020","Sábado","CIUDAD DE CALI","FEMENINO","1"
"-74.18994599999996","4.626626999848115","7","BOSA","84","BOSA OCCIDENTAL","2019-07-07","00:00:00","7","7","2019","Domingo","LA LIBERTAD","MASCULINO","1"
"-74.15385602299995","4.549743673850647","19","CIUDAD BOLÍVAR","67","LUCERO","2019-04-25","00:00:00","25","4","2019","Jueves","VILLAS EL DIAMANTE","FEMENINO","1"
"-74.02780699999994","4.719517999845105","1","USAQUÉN","13","LOS CEDROS","2019-10-06","00:00:00","6","10","2019","Domingo","CEDRO NARVAEZ","FEMENINO","1"
"-74.03023062899996","4.745989215844253","1","USAQUÉN","10","LA URIBE","2018-01-14","00:00:00","14","1","2018","Domingo","SANTA TERESA","FEMENINO","1"
"-74.05982999999998","4.757329999843853","11","SUBA","17","SAN JOSE DE BAVARIA","2021-03-10","00:00:00","10","3","2021","Miércoles","SAN JOSE DE BAVARIA","FEMENINO","1"
"-74.18868854199997","4.632904449847947","7","BOSA","86","EL PORVENIR","2020-05-05","00:00:00","5","5","2020","Martes","EL CORZO","MASCULINO","1"
"-74.18259305599997","4.605606494848837","7","BOSA","85","BOSA CENTRAL","2020-04-13","00:00:00","13","4","2020","Lunes","BOSA","MASCULINO","1"
"-74.05658920399998","4.747138521844212","11","SUBA","18","BRITALIA","2021-09-20","00:00:00","20","9","2021","Lunes","BRITALIA","FEMENINO","1"
"-74.09363299999995","4.701132999845681","10","ENGATIVÁ","29","MINUTO DE DIOS","2020-12-01","00:00:00","1","12","2020","Martes","AUTOPISTA MEDELLIN","MASCULINO","1"
"-74.19396303799994","4.606944038848763","7","BOSA","85","BOSA CENTRAL","2018-01-10","00:00:00","10","1","2018","Miércoles","EL RETAZO","FEMENINO","1"
"-74.17094649199998","4.637583729847797","8","KENNEDY","82","PATIO BONITO","2018-05-29","00:00:00","29","5","2018","Martes","CIUDAD DE CALI","FEMENINO","1"
"-74.15867999999995","4.552409999850559","19","CIUDAD BOLÍVAR","67","LUCERO","2020-07-06","00:00:00","6","7","2020","Lunes","EL MIRADOR","FEMENINO","1"
"-74.11073454199999","4.72454246084495","10","ENGATIVÁ","72","BOLIVIA","2020-02-15","00:00:00","15","2","2020","Sábado","CIUDADELA COLSUBSIDIO","FEMENINO","1"
"-74.11850602099997","4.540962651850942","5","USME","56","DANUBIO","2020-04-20","00:00:00","20","4","2020","Lunes","LA PICOTA","FEMENINO","1"
"-74.12488854199995","4.715324459845226","10","ENGATIVÁ","73","GARCES NAVAS","2020-09-26","00:00:00","26","9","2020","Sábado","VILLAS DE GRANADA","FEMENINO","1"
"-74.11761846799999","4.5831810708495615","18","RAFAEL URIBE URIBE","39","QUIROGA","2021-11-02","00:00:00","2","11","2021","Martes","MURILLO TORO","FEMENINO","1"
"-74.10368399999999","4.739571999844474","11","SUBA","28","EL RINCON","2018-05-15","00:00:00","15","5","2018","Martes","AURES II","FEMENINO","1"
"-74.14021731799994","4.641113316847626","8","KENNEDY","46","CASTILLA","2019-06-07","00:00:00","7","6","2019","Viernes","BAVARIA","FEMENINO","1"
"-74.14021731799994","4.641113316847626","8","KENNEDY","46","CASTILLA","2019-06-07","00:00:00","7","6","2019","Viernes","BAVARIA","FEMENINO","1"
"-74.11952654199996","4.545828438850759","18","RAFAEL URIBE URIBE","54","MARRUECOS","2020-10-25","00:00:00","25","10","2020","Domingo","LA PICOTA","MASCULINO","1"
"-74.06204299999996","4.6882149998461475","11","SUBA","20","LA ALHAMBRA","2019-11-13","00:00:00","13","11","2019","Miércoles","PASADENA","FEMENINO","1"
"-74.07668299999995","4.574805999849789","4","SAN CRISTÓBAL","32","SAN BLAS","2019-05-21","00:00:00","21","5","2019","Martes","VITELMA","FEMENINO","1"
"-74.04224699999997","4.697964999845824","1","USAQUÉN","16","SANTA BARBARA","2019-12-09","00:00:00","9","12","2019","Lunes","SANTA BARBARA CENTRAL","FEMENINO","1"
"-74.16113599999994","4.571243999849923","19","CIUDAD BOLÍVAR","70","JERUSALEM","2020-03-28","00:00:00","28","3","2020","Sábado","LA PRADERA","MASCULINO","1"
"-74.05450999999994","4.731789999844699","11","SUBA","19","EL PRADO","2021-10-21","00:00:00","21","10","2021","Jueves","VICTORIA NORTE","MASCULINO","1"
"-74.12068199999999","4.747974999844179","11","SUBA","71","TIBABUYES","2019-08-18","00:00:00","18","8","2019","Domingo","BERLIN","FEMENINO","1"
"-74.13511301299997","4.724331026844962","10","ENGATIVÁ","73","GARCES NAVAS","2020-04-13","00:00:00","13","4","2020","Lunes","EL GACO","MASCULINO","1"
"-74.08769299999994","4.757267999843895","11","SUBA","27","SUBA","2019-09-03","00:00:00","3","9","2019","Martes","VILLA HERMOSA","FEMENINO","1"
"-74.07098499999995","4.629292999848066","13","TEUSAQUILLO","101","TEUSAQUILLO","2019-08-23","00:00:00","23","8","2019","Viernes","LA MAGDALENA","FEMENINO","1"
"-74.19496661399995","4.641776415847615","7","BOSA","86","EL PORVENIR","2021-09-01","00:00:00","1","9","2021","Miércoles","EL CORZO I","FEMENINO","1"
"-74.10384299999998","4.686838999846137","10","ENGATIVÁ","30","BOYACA REAL","2018-06-23","00:00:00","23","6","2018","Sábado","SANTA HELENITA","FEMENINO","1"
"-74.14785819999997","4.535428566851102","19","CIUDAD BOLÍVAR","68","EL TESORO","2020-02-08","00:00:00","8","2","2020","Sábado","EL TESORO","FEMENINO","1"
"-74.12478099999998","4.606577999848798","16","PUENTE ARANDA","40","CIUDAD MONTES","2020-01-19","00:00:00","19","1","2020","Domingo","SAN EUSEBIO","FEMENINO","1"
"-74.10610940899994","4.498473878852321","5","USME","59","ALFONSO LOPEZ","2020-02-12","00:00:00","12","2","2020","Miércoles","EL PROGRESO USME","MASCULINO","1"
"-74.15651199999996","4.642310999847635","8","KENNEDY","79","CALANDAIMA","2020-03-15","00:00:00","15","3","2020","Domingo","TINTALA","FEMENINO","1"
"-74.05337399999996","4.672266999846627","2","CHAPINERO","97","CHICO LAGO","2020-01-24","00:00:00","24","1","2020","Viernes","LA CABRERA","MASCULINO","1"
"-74.15084254199996","4.556522440850386","19","CIUDAD BOLÍVAR","67","LUCERO","2020-11-26","00:00:00","26","11","2020","Jueves","JUAN PABLO II","FEMENINO","1"
"-74.11284301099994","4.745420679844261","11","SUBA","71","TIBABUYES","2019-08-12","00:00:00","12","8","2019","Lunes","BERLIN","MASCULINO","1"
"-74.08026891499998","4.56463671385017","4","SAN CRISTÓBAL","32","SAN BLAS","2020-12-01","00:00:00","1","12","2020","Martes","LAS MERCEDES","FEMENINO","1"
"-74.08797065899995","4.68163334584636","10","ENGATIVÁ","26","LAS FERIAS","2019-03-04","00:00:00","4","3","2019","Lunes","LAS FERIAS","MASCULINO","1"
"-74.14841199999995","4.507145999852002","19","CIUDAD BOLÍVAR","64","MONTE BLANCO","2019-08-02","00:00:00","2","8","2019","Viernes","LAGUNITAS URBANO","FEMENINO","1"
"-74.19154199999997","4.600974999848978","7","BOSA","85","BOSA CENTRAL","2019-09-22","00:00:00","22","9","2019","Domingo","NUEVA GRANADA BOSA","FEMENINO","1"
"-74.10893699999997","4.56146299985026","18","RAFAEL URIBE URIBE","54","MARRUECOS","2019-10-30","00:00:00","30","10","2019","Miércoles","PUERTO RICO","FEMENINO","1"
"-74.09424854199995","4.724494460844955","11","SUBA","28","EL RINCON","2020-11-14","00:00:00","14","11","2020","Sábado","EL RINCON","MASCULINO","1"
"-74.18844108499997","4.612392598848578","7","BOSA","85","BOSA CENTRAL","2021-12-27","00:00:00","27","12","2021","Lunes","ANTONIA SANTOS","MASCULINO","1"
"-74.07409915299996","4.599150839849022","17","CANDELARIA","94","LA CANDELARIA","2021-12-14","00:00:00","14","12","2021","Martes","LA CATEDRAL","MASCULINO","1"
"-74.18368352299996","4.599740830849028","7","BOSA","85","BOSA CENTRAL","2021-10-29","00:00:00","29","10","2021","Viernes","GUALOCHE","FEMENINO","1"
"-74.10694024199995","4.611309828848622","16","PUENTE ARANDA","40","CIUDAD MONTES","2019-11-10","00:00:00","10","11","2019","Domingo","TIBANA","MASCULINO","1"
"-74.15252138099999","4.6508283318473485","8","KENNEDY","79","CALANDAIMA","2018-05-06","00:00:00","6","5","2018","Domingo","TINTALA","MASCULINO","1"
"-74.13780799999995","4.584257999849494","6","TUNJUELITO","42","VENECIA","2018-10-14","00:00:00","14","10","2018","Domingo","EL CARMEN","FEMENINO","1"
"-74.03927123899996","4.7460872028442465","1","USAQUÉN","12","TOBERIN","2018-04-09","00:00:00","9","4","2018","Lunes","EL TOBERIN","FEMENINO","1"
"-74.07787145799995","4.669068405846765","12","BARRIOS UNIDOS","22","DOCE DE OCTUBRE","2021-01-03","00:00:00","3","1","2021","Domingo","SAN FERNANDO","FEMENINO","1"
"-74.01901999999995","4.739563999844436","1","USAQUÉN","11","SAN CRISTOBAL NORTE","2018-06-29","00:00:00","29","6","2018","Viernes","BOSQUE DE PINOS","FEMENINO","1"
"-74.11476796999995","4.752630929844046","11","SUBA","71","TIBABUYES","2018-06-26","00:00:00","26","6","2018","Martes","TIBABUYES OCCIDENTAL","FEMENINO","1"
"-74.18195350799994","4.5987296008490475","7","BOSA","85","BOSA CENTRAL","2021-04-01","00:00:00","1","4","2021","Jueves","GUALOCHE","FEMENINO","1"
"-74.11055899999997","4.553918999850508","18","RAFAEL URIBE URIBE","54","MARRUECOS","2021-07-30","00:00:00","30","7","2021","Viernes","MARRUECOS","FEMENINO","1"
"-74.07406457699994","4.600695261848971","17","CANDELARIA","94","LA CANDELARIA","2021-09-10","00:00:00","10","9","2021","Viernes","LA CATEDRAL","MASCULINO","1"
"-74.09128163599996","4.675798316846526","10","ENGATIVÁ","26","LAS FERIAS","2019-05-01","00:00:00","1","5","2019","Miércoles","BELLAVISTA OCCIDENTAL","MASCULINO","1"
"-74.20677899999998","4.61314999984859","7","BOSA","85","BOSA CENTRAL","2021-03-23","00:00:00","23","3","2021","Martes","EL JARDIN","MASCULINO","1"
"-74.14774399999999","4.548410999850667","19","CIUDAD BOLÍVAR","67","LUCERO","2018-07-17","00:00:00","17","7","2018","Martes","SAN RAFAEL","FEMENINO","1"
"-74.02332799999994","4.764971999843633","1","USAQUÉN","9","VERBENAL","2019-01-22","00:00:00","22","1","2019","Martes","LA ESTRELLITA I","FEMENINO","1"
"-74.06409999999994","4.650513766847368","2","CHAPINERO","99","CHAPINERO","2019-01-25","00:00:00","25","1","2019","Viernes","CHAPINERO NORTE","MASCULINO","1"
"-74.12807899999996","4.585730683849461","18","RAFAEL URIBE URIBE","996","SIN UPZ RAFAEL URIBE URIBE","2019-01-14","00:00:00","14","1","2019","Lunes","CLARET","FEMENINO","1"
"-74.14046499999995","4.547031999850729","19","CIUDAD BOLÍVAR","67","LUCERO","2019-07-31","00:00:00","31","7","2019","Miércoles","LA ALAMEDA","FEMENINO","1"
"-74.21124331799996","4.6103066838486315","7","BOSA","85","BOSA CENTRAL","2019-04-08","00:00:00","8","4","2019","Lunes","SAN DIEGO-BOSA","FEMENINO","1"
"-74.14237999999995","4.650489999847343","8","KENNEDY","46","CASTILLA","2021-03-13","00:00:00","13","3","2021","Sábado","VERGEL OCCIDENTAL","FEMENINO","1"
"-74.08016999999995","4.502669999852138","5","USME","52","LA FLORA","2021-07-04","00:00:00","4","7","2021","Domingo","TIHUAQUE","FEMENINO","1"
