"LONGITUD","LATITUD","codigo_localidad","nombre_localidad","codigo_upz","nombre_upz","FECHA_HECHO","HORA_HECHO","DIA","MES","AÑO","DIA_SEMANA","DIRECCION_HECHO","GENERO","sexual"
"-74.12513299999995","4.476465999853041","5","USME","61","CIUDAD USME","2019-08-14","00:00:00","14","8","2019","Miércoles","CENTRO USME URBANO","MASCULINO","1"
"-74.03759033299997","4.678550455846432","2","CHAPINERO","88","EL REFUGIO","2021-04-01","00:00:00","1","4","2021","Jueves","SEMINARIO","FEMENINO","1"
"-74.03072999999995","4.7439899998443185","1","USAQUÉN","10","LA URIBE","2020-08-09","00:00:00","9","8","2020","Domingo","SANTA TERESA","FEMENINO","1"
"-74.13976799999995","4.609520999848664","8","KENNEDY","45","CARVAJAL","2020-06-02","00:00:00","2","6","2020","Martes","PROVIVIENDA","FEMENINO","1"
"-74.09258599999998","4.673924999846596","10","ENGATIVÁ","26","LAS FERIAS","2018-02-17","00:00:00","17","2","2018","Sábado","LA ESTRADITA","FEMENINO","1"
"-74.10665699999998","4.734624999844615","11","SUBA","71","TIBABUYES","2019-11-09","00:00:00","9","11","2019","Sábado","NUEVA TIBABUYES","MASCULINO","1"
"-74.20696634099994","4.61246098984858","7","BOSA","85","BOSA CENTRAL","2021-01-18","00:00:00","18","1","2021","Lunes","EL JARDIN","FEMENINO","1"
"-74.12048354199999","4.542947804850839","5","USME","56","DANUBIO","2021-05-22","00:00:00","22","5","2021","Sábado","LA PICOTA","MASCULINO","1"
"-74.11603758999996","4.549630942850652","18","RAFAEL URIBE URIBE","54","MARRUECOS","2018-03-16","00:00:00","16","3","2018","Viernes","LA PICOTA","MASCULINO","1"
"-74.14896999999996","4.616213999848486","8","KENNEDY","45","CARVAJAL","2018-12-13","00:00:00","13","12","2018","Jueves","TIMIZA","FEMENINO","1"
"-74.14480099999997","4.5459829998507395","19","CIUDAD BOLÍVAR","67","LUCERO","2019-11-30","00:00:00","30","11","2019","Sábado","ESTRELLA DEL SUR","FEMENINO","1"
"-74.11358199999995","4.5098709998519135","5","USME","57","GRAN YOMASA","2018-08-09","00:00:00","9","8","2018","Jueves","LA ANDREA","FEMENINO","1"
"-74.14915199999996","4.5673239998500526","19","CIUDAD BOLÍVAR","66","SAN FRANCISCO","2019-08-17","00:00:00","17","8","2019","Sábado","SAN FRANCISCO","FEMENINO","1"
"-74.18323437299995","4.637728323847739","7","BOSA","86","EL PORVENIR","2021-06-30","00:00:00","30","6","2021","Miércoles","OSORIO X URBANO","MASCULINO","1"
"-74.10689899999994","4.507740999852018","5","USME","57","GRAN YOMASA","2019-12-22","00:00:00","22","12","2019","Domingo","GRAN YOMASA","FEMENINO","1"
"-74.10110499999996","4.49897999985231","5","USME","59","ALFONSO LOPEZ","2021-03-18","00:00:00","18","3","2021","Jueves","LA COMUNA","FEMENINO","1"
"-74.12127099999998","4.558903999850326","18","RAFAEL URIBE URIBE","54","MARRUECOS","2021-05-09","00:00:00","9","5","2021","Domingo","MOLINOS DEL SUR","FEMENINO","1"
"-74.09845599999994","4.7336929998446715","11","SUBA","28","EL RINCON","2019-07-07","00:00:00","7","7","2019","Domingo","AURES","MASCULINO","1"
"-74.14469268199997","4.547400988850693","19","CIUDAD BOLÍVAR","67","LUCERO","2019-06-19","00:00:00","19","6","2019","Miércoles","ESTRELLA DEL SUR","FEMENINO","1"
"-74.08270399999998","4.537826999851016","4","SAN CRISTÓBAL","50","LA GLORIA","2020-02-21","00:00:00","21","2","2020","Viernes","QUINDIO","FEMENINO","1"
"-74.08469999999994","4.752708999844013","11","SUBA","27","SUBA","2019-10-16","00:00:00","16","10","2019","Miércoles","SALITRE SUBA","FEMENINO","1"
"-74.14613769599998","4.611314140848611","8","KENNEDY","45","CARVAJAL","2021-09-25","00:00:00","25","9","2021","Sábado","PROVIVIENDA OCCIDENTAL","FEMENINO","1"
"-74.07227904899997","4.682770953846285","12","BARRIOS UNIDOS","21","LOS ANDES","2021-06-15","00:00:00","15","6","2021","Martes","ESCUELA MILITAR","FEMENINO","1"
"-74.08962851099994","4.726417401844869","11","SUBA","28","EL RINCON","2021-08-13","00:00:00","13","8","2021","Viernes","EL RINCON NORTE","FEMENINO","1"
"-74.13505199999997","4.567461999850034","6","TUNJUELITO","62","TUNJUELITO","2018-10-08","00:00:00","8","10","2018","Lunes","SAN CARLOS","FEMENINO","1"
"-74.11006759299994","4.586701333849423","18","RAFAEL URIBE URIBE","39","QUIROGA","2019-03-11","00:00:00","11","3","2019","Lunes","SANTIAGO PEREZ","FEMENINO","1"
"-74.18998854199998","4.602254445848948","7","BOSA","85","BOSA CENTRAL","2020-09-22","00:00:00","22","9","2020","Martes","SAN PABLO BOSA","FEMENINO","1"
"-74.06966854199999","4.718324459845172","11","SUBA","24","NIZA","2020-05-20","00:00:00","20","5","2020","Miércoles","LAS VILLAS","FEMENINO","1"
"-74.06966854199999","4.718324459845172","11","SUBA","24","NIZA","2020-06-20","00:00:00","20","6","2020","Sábado","LAS VILLAS","FEMENINO","1"
"-74.06966854199999","4.718324459845172","11","SUBA","24","NIZA","2020-09-07","00:00:00","7","9","2020","Lunes","LAS VILLAS","FEMENINO","1"
"-74.10864228599996","4.507827872851997","5","USME","57","GRAN YOMASA","2018-04-11","00:00:00","11","4","2018","Miércoles","GRAN YOMASA","FEMENINO","1"
"-74.02143268199995","4.76107468184378","1","USAQUÉN","990","SIN UPZ USAQUEN","2019-02-08","00:00:00","8","2","2019","Viernes","BARRANCAS ORIENTAL RURAL","FEMENINO","1"
"-74.07302147399997","4.639575557847707","13","TEUSAQUILLO","100","GALERIAS","2021-09-23","00:00:00","23","9","2021","Jueves","ALFONSO LOPEZ","MASCULINO","1"
"-74.17763972699998","4.629558982848023","8","KENNEDY","83","LAS MARGARITAS","2018-08-13","00:00:00","13","8","2018","Lunes","LAS MARGARITAS","FEMENINO","1"
"-74.16377399999999","4.639230999847722","8","KENNEDY","82","PATIO BONITO","2020-05-09","00:00:00","9","5","2020","Sábado","PATIO BONITO","FEMENINO","1"
"-74.03858699999995","4.6442656828475775","2","CHAPINERO","991","SIN UPZ CHAPINERO","2019-01-18","00:00:00","18","1","2019","Viernes","SAN LUIS ALTOS DEL CABO RURAL II","FEMENINO","1"
"-74.15612862599994","4.635683302847849","8","KENNEDY","80","CORABASTOS","2021-08-15","00:00:00","15","8","2021","Domingo","MARIA PAZ","FEMENINO","1"
"-74.07738499999994","4.604224999848849","3","SANTA FE","93","LAS NIEVES","2021-04-14","00:00:00","14","4","2021","Miércoles","LA CAPUCHINA","FEMENINO","1"
"-74.11535428799993","4.490422104852566","5","USME","58","COMUNEROS","2021-11-22","00:00:00","22","11","2021","Lunes","ANTONIO JOSE DE SUCRE","FEMENINO","1"
"-74.13768020399993","4.552745598850534","19","CIUDAD BOLÍVAR","67","LUCERO","2021-11-23","00:00:00","23","11","2021","Martes","LUCERO DEL SUR","FEMENINO","1"
"-74.15366470499998","4.544403418850802","19","CIUDAD BOLÍVAR","67","LUCERO","2021-08-01","00:00:00","1","8","2021","Domingo","LOS ALPES SUR","FEMENINO","1"
"-74.17129199999994","4.636283999847816","8","KENNEDY","82","PATIO BONITO","2019-12-05","00:00:00","5","12","2019","Jueves","DINDALITO","FEMENINO","1"
"-74.09372867799993","4.686949424846136","10","ENGATIVÁ","26","LAS FERIAS","2019-01-02","00:00:00","2","1","2019","Miércoles","BONANZA","FEMENINO","1"
"-74.07228599999996","4.596295999849119","17","CANDELARIA","94","LA CANDELARIA","2018-07-14","00:00:00","14","7","2018","Sábado","CENTRO ADMINISTRATIVO","FEMENINO","1"
"-74.17970620399996","4.647681358847435","8","KENNEDY","82","PATIO BONITO","2020-01-29","00:00:00","29","1","2020","Miércoles","EL JAZMIN","FEMENINO","1"
"-74.10763674599997","4.59439149784918","15","ANTONIO NARIÑO","38","RESTREPO","2021-10-08","00:00:00","8","10","2021","Viernes","LA FRAGUA","FEMENINO","1"
"-74.06947437299993","4.615280820848508","3","SANTA FE","91","SAGRADO CORAZON","2021-02-22","00:00:00","22","2","2021","Lunes","SAN DIEGO","MASCULINO","1"
"-74.13821562699997","4.537763369851019","19","CIUDAD BOLÍVAR","68","EL TESORO","2021-09-16","00:00:00","16","9","2021","Jueves","EL MOCHUELO","FEMENINO","1"
"-74.08230999999995","4.532919999851177","4","SAN CRISTÓBAL","51","LOS LIBERTADORES","2021-03-26","00:00:00","26","3","2021","Viernes","LAS GAVIOTAS","FEMENINO","1"
"-74.10576099999997","4.497116336852315","5","USME","59","ALFONSO LOPEZ","2019-02-15","00:00:00","15","2","2019","Viernes","EL PROGRESO USME","FEMENINO","1"
"-74.09089599999999","4.7421376828443895","11","SUBA","28","EL RINCON","2019-05-26","00:00:00","26","5","2019","Domingo","LA CHUCUA","FEMENINO","1"
"-74.16886554199993","4.607239446848745","8","KENNEDY","48","TIMIZA","2020-12-12","00:00:00","12","12","2020","Sábado","CATALINA II","FEMENINO","1"
"-74.07885999999996","4.612649999848568","14","LOS MÁRTIRES","102","LA SABANA","2020-08-01","00:00:00","1","8","2020","Sábado","LA FAVORITA","FEMENINO","1"
"-74.18551799999995","4.599216999849043","7","BOSA","85","BOSA CENTRAL","2020-01-07","00:00:00","7","1","2020","Martes","LA ESTACION BOSA","FEMENINO","1"
"-74.09172999999998","4.741591999844362","11","SUBA","28","EL RINCON","2020-01-23","00:00:00","23","1","2020","Jueves","LAS FLORES","MASCULINO","1"
"-74.16809299999994","4.610603999848624","8","KENNEDY","48","TIMIZA","2020-02-15","00:00:00","15","2","2020","Sábado","CATALINA","FEMENINO","1"
"-74.03644099999997","4.699619999845746","1","USAQUÉN","16","SANTA BARBARA","2020-06-19","00:00:00","19","6","2020","Viernes","SANTA BARBARA CENTRAL","FEMENINO","1"
"-74.14220803499995","4.6469056808474445","8","KENNEDY","46","CASTILLA","2018-01-09","00:00:00","9","1","2018","Martes","EL VERGEL ORIENTAL","FEMENINO","1"
"-74.13491799999997","4.675478999846542","9","FONTIBÓN","75","FONTIBON","2020-02-20","00:00:00","20","2","2020","Jueves","FERROCAJA FONTIBON","MASCULINO","1"
"-74.03367210199997","4.743973760844329","1","USAQUÉN","12","TOBERIN","2018-04-20","00:00:00","20","4","2018","Viernes","LA PRADERA NORTE","FEMENINO","1"
"-74.11700054199997","4.639661450847706","9","FONTIBÓN","112","GRANJAS DE TECHO","2020-08-18","00:00:00","18","8","2020","Martes","GRANJAS DE TECHO","FEMENINO","1"
"-74.06476199999997","4.64955299984736","13","TEUSAQUILLO","100","GALERIAS","2018-09-28","00:00:00","28","9","2018","Viernes","CHAPINERO OCCIDENTAL","FEMENINO","1"
"-74.08712299999996","4.6515939998473135","13","TEUSAQUILLO","106","LA ESMERALDA","2018-10-03","00:00:00","3","10","2018","Miércoles","PAULO VI","MASCULINO","1"
"-74.08095579799993","4.612024735848576","14","LOS MÁRTIRES","102","LA SABANA","2018-04-27","00:00:00","27","4","2018","Viernes","EL LISTON","FEMENINO","1"
"-74.20689199999998","4.6099949998486505","7","BOSA","85","BOSA CENTRAL","2021-04-12","00:00:00","12","4","2021","Lunes","SAN DIEGO-BOSA","MASCULINO","1"
"-74.15369361399996","4.612417274848584","8","KENNEDY","48","TIMIZA","2018-11-26","00:00:00","26","11","2018","Lunes","TIMIZA B","FEMENINO","1"
"-74.16815574699996","4.632719533847926","8","KENNEDY","82","PATIO BONITO","2021-01-06","00:00:00","6","1","2021","Miércoles","DINTALITO","MASCULINO","1"
"-74.13755199999997","4.562383999850234","19","CIUDAD BOLÍVAR","67","LUCERO","2018-09-16","00:00:00","16","9","2018","Domingo","RONDA","FEMENINO","1"
"-74.11379199999999","4.5440689998508015","18","RAFAEL URIBE URIBE","55","DIANA TURBAY","2018-09-01","00:00:00","1","9","2018","Sábado","LA PAZ","FEMENINO","1"
"-74.17183599999998","4.590617999849316","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO","2020-03-23","00:00:00","23","3","2020","Lunes","GALICIA","MASCULINO","1"
"-74.07202999999998","4.5973899998491135","17","CANDELARIA","94","LA CANDELARIA","2019-10-23","00:00:00","23","10","2019","Miércoles","LA CATEDRAL","FEMENINO","1"
"-74.07366999999994","4.599599999849023","17","CANDELARIA","94","LA CANDELARIA","2019-09-03","00:00:00","3","9","2019","Martes","LA CATEDRAL","FEMENINO","1"
"-74.07366999999994","4.599599999849023","17","CANDELARIA","94","LA CANDELARIA","2019-09-26","00:00:00","26","9","2019","Jueves","LA CATEDRAL","FEMENINO","1"
"-74.09626799999995","4.58914199984934","15","ANTONIO NARIÑO","38","RESTREPO","2020-02-14","00:00:00","14","2","2020","Viernes","SAN ANTONIO","FEMENINO","1"
"-74.12057799999997","4.503230999852122","5","USME","58","COMUNEROS","2021-03-16","00:00:00","16","3","2021","Martes","MONTEBLANCO","FEMENINO","1"
"-74.05635499999994","4.672226999846611","2","CHAPINERO","97","CHICO LAGO","2020-07-18","00:00:00","18","7","2020","Sábado","ANTIGUO COUNTRY","FEMENINO","1"
"-74.10655854199996","4.740131462844452","11","SUBA","71","TIBABUYES","2020-11-21","00:00:00","21","11","2020","Sábado","LA GAITANA ORIENTAL","FEMENINO","1"
"-74.16691699999996","4.638215999847757","8","KENNEDY","82","PATIO BONITO","2019-09-24","00:00:00","24","9","2019","Martes","EL PARAISO BOSA","FEMENINO","1"
"-74.10853019499996","4.753503912843981","11","SUBA","71","TIBABUYES","2020-02-22","00:00:00","22","2","2020","Sábado","SABANA DE TIBABUYES NORTE","FEMENINO","1"
"-74.13060099999996","4.7206779998450425","10","ENGATIVÁ","73","GARCES NAVAS","2021-03-22","00:00:00","22","3","2021","Lunes","EL DORADO INDUSTRIAL","FEMENINO","1"
"-74.05716999999999","4.677629999846438","2","CHAPINERO","97","CHICO LAGO","2021-06-22","00:00:00","22","6","2021","Martes","EL CHICO","FEMENINO","1"
"-74.05468836399996","4.791856008842773","11","SUBA","2","LA ACADEMIA","2021-01-20","00:00:00","20","1","2021","Miércoles","CASABLANCA SUBA","FEMENINO","1"
"-74.09032299999996","4.6844569998462635","10","ENGATIVÁ","26","LAS FERIAS","2018-07-23","00:00:00","23","7","2018","Lunes","LAS FERIAS OCCIDENTAL","FEMENINO","1"
"-74.09080699999998","4.66966099984675","12","BARRIOS UNIDOS","103","PARQUE SALITRE","2018-02-02","00:00:00","2","2","2018","Viernes","PARQUE POPULAR SALITRE","FEMENINO","1"
"-74.10390799999993","4.542920999850834","18","RAFAEL URIBE URIBE","55","DIANA TURBAY","2018-07-15","00:00:00","15","7","2018","Domingo","DIANA TURBAY CULTIVOS","FEMENINO","1"
"-74.09790399999997","4.601539999848955","14","LOS MÁRTIRES","37","SANTA ISABEL","2018-09-09","00:00:00","9","9","2018","Domingo","VERAGUAS","FEMENINO","1"
"-74.08066854199996","4.587654443849416","3","SANTA FE","95","LAS CRUCES","2020-10-20","00:00:00","20","10","2020","Martes","LAS CRUCES","MASCULINO","1"
"-74.16308154199999","4.588512443849372","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO","2020-11-30","00:00:00","30","11","2020","Lunes","EL ENSUENO","MASCULINO","1"
"-74.17139254199998","4.63623644984783","8","KENNEDY","82","PATIO BONITO","2020-07-15","00:00:00","15","7","2020","Miércoles","DINDALITO","FEMENINO","1"
"-74.14924108799994","4.621752461848313","8","KENNEDY","47","KENNEDY CENTRAL","2019-01-01","00:00:00","1","1","2019","Martes","CIUDAD KENNEDY ORIENTAL","FEMENINO","1"
"-74.08583833899996","4.60570887484882","14","LOS MÁRTIRES","102","LA SABANA","2018-01-07","00:00:00","7","1","2018","Domingo","LA SABANA","MASCULINO","1"
"-74.10240854199998","4.68429445584623","10","ENGATIVÁ","30","BOYACA REAL","2020-07-05","00:00:00","5","7","2020","Domingo","BOYACA","FEMENINO","1"
"-74.07092799999998","4.722294999844999","11","SUBA","24","NIZA","2021-09-02","00:00:00","2","9","2021","Jueves","CIUDAD JARDIN NORTE","MASCULINO","1"
"-74.02381199999996","4.669743999846713","2","CHAPINERO","89","SAN ISIDRO - PATIOS","2021-05-01","00:00:00","1","5","2021","Sábado","SAN LUIS ALTOS DEL CABO RURAL II","MASCULINO","1"
"-74.09642699999995","4.578576999849695","15","ANTONIO NARIÑO","35","CIUDAD JARDIN","2020-02-21","00:00:00","21","2","2020","Viernes","CIUDAD JARDIN SUR","FEMENINO","1"
"-74.16465727299999","4.647564142847468","8","KENNEDY","79","CALANDAIMA","2020-11-11","00:00:00","11","11","2020","Miércoles","OSORIO III","FEMENINO","1"
"-74.09809245199995","4.57088729484993","4","SAN CRISTÓBAL","34","20 DE JULIO","2018-02-13","00:00:00","13","2","2018","Martes","VEINTE DE JULIO","FEMENINO","1"
"-74.07862089199995","4.581855375849559","3","SANTA FE","96","LOURDES","2020-03-26","00:00:00","26","3","2020","Jueves","RAMIREZ","FEMENINO","1"
"-74.18461311299995","4.631539821847951","7","BOSA","84","BOSA OCCIDENTAL","2018-01-07","00:00:00","7","1","2018","Domingo","BRASIL","FEMENINO","1"
"-74.11047999999994","4.505723999852058","5","USME","58","COMUNEROS","2018-10-23","00:00:00","23","10","2018","Martes","CHUNIZA","FEMENINO","1"
"-74.11605199999997","4.519823999851587","5","USME","57","GRAN YOMASA","2020-01-22","00:00:00","22","1","2020","Miércoles","SANTA LIBRADA NORTE","MASCULINO","1"
"-74.07849999999996","4.580069999849629","4","SAN CRISTÓBAL","32","SAN BLAS","2021-04-22","00:00:00","22","4","2021","Jueves","BUENOS AIRES","FEMENINO","1"
"-74.09710421199998","4.669466658846709","10","ENGATIVÁ","26","LAS FERIAS","2020-01-28","00:00:00","28","1","2020","Martes","BOSQUE POPULAR","FEMENINO","1"
"-74.08324499999998","4.555129999850484","4","SAN CRISTÓBAL","32","SAN BLAS","2021-03-06","00:00:00","6","3","2021","Sábado","LOS ALPES","FEMENINO","1"
"-74.14334997299994","4.6734241558466225","9","FONTIBÓN","75","FONTIBON","2021-01-20","00:00:00","20","1","2021","Miércoles","CENTRO FONTIBON","FEMENINO","1"
"-74.06940999999995","4.614959999848515","3","SANTA FE","91","SAGRADO CORAZON","2019-12-02","00:00:00","2","12","2019","Lunes","SAN DIEGO","FEMENINO","1"
"-74.06940999999995","4.614959999848515","3","SANTA FE","91","SAGRADO CORAZON","2019-12-02","00:00:00","2","12","2019","Lunes","SAN DIEGO","MASCULINO","1"
"-74.06940999999995","4.614959999848515","3","SANTA FE","91","SAGRADO CORAZON","2021-11-23","00:00:00","23","11","2021","Martes","SAN DIEGO","FEMENINO","1"
"-74.10201099999995","4.585027999849454","15","ANTONIO NARIÑO","38","RESTREPO","2019-06-19","00:00:00","19","6","2019","Miércoles","RESTREPO","FEMENINO","1"
"-74.21265020399994","4.612087223848599","7","BOSA","85","BOSA CENTRAL","2020-09-12","00:00:00","12","9","2020","Sábado","SAN DIEGO-BOSA","FEMENINO","1"
"-74.18799999999999","4.643669999847562","7","BOSA","86","EL PORVENIR","2021-01-04","00:00:00","4","1","2021","Lunes","PARCELA EL PORVENIR","FEMENINO","1"
"-74.18292599999995","4.5953429998491675","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO","2021-03-29","00:00:00","29","3","2021","Lunes","PRIMAVERA II","MASCULINO","1"
"-74.11973399999994","4.565388683850096","18","RAFAEL URIBE URIBE","54","MARRUECOS","2019-01-16","00:00:00","16","1","2019","Miércoles","ARBOLEDA SUR","FEMENINO","1"
"-74.06660999999997","4.650788999847323","12","BARRIOS UNIDOS","98","LOS ALCAZARES","2018-12-04","00:00:00","4","12","2018","Martes","LA ESPERANZA","FEMENINO","1"
"-74.06660999999997","4.650788999847323","12","BARRIOS UNIDOS","98","LOS ALCAZARES","2018-09-27","00:00:00","27","9","2018","Jueves","LA ESPERANZA","FEMENINO","1"
"-74.11089499999997","4.560431999850279","18","RAFAEL URIBE URIBE","54","MARRUECOS","2021-08-23","00:00:00","23","8","2021","Lunes","PUERTO RICO","FEMENINO","1"
"-74.09885999999995","4.615279999848488","16","PUENTE ARANDA","108","ZONA INDUSTRIAL","2021-04-16","00:00:00","16","4","2021","Viernes","PENSILVANIA","FEMENINO","1"
"-74.09078699999998","4.69222599984601","10","ENGATIVÁ","26","LAS FERIAS","2018-07-27","00:00:00","27","7","2018","Viernes","SANTA ROSA","FEMENINO","1"
"-74.15589063599998","4.5423873148508624","19","CIUDAD BOLÍVAR","67","LUCERO","2019-05-10","00:00:00","10","5","2019","Viernes","BELLA FLOR SUR","FEMENINO","1"
"-74.10835999999995","4.74033099984441","11","SUBA","71","TIBABUYES","2021-06-28","00:00:00","28","6","2021","Lunes","LA GAITANA","FEMENINO","1"
"-74.15351599999997","4.654498999847215","8","KENNEDY","79","CALANDAIMA","2021-03-29","00:00:00","29","3","2021","Lunes","TINTALA","FEMENINO","1"
"-74.14590654199998","4.587753443849393","6","TUNJUELITO","42","VENECIA","2020-12-07","00:00:00","7","12","2020","Lunes","NUEVO MUZU","FEMENINO","1"
"-74.08376999999996","4.553862194850468","4","SAN CRISTÓBAL","32","SAN BLAS","2018-01-28","00:00:00","28","1","2018","Domingo","LOS ALPES","FEMENINO","1"
"-74.10826999999995","4.565119999850119","18","RAFAEL URIBE URIBE","53","MARCO FIDEL SUAREZ","2018-10-23","00:00:00","23","10","2018","Martes","LA RESURRECCION I","FEMENINO","1"
"-74.09293454199997","4.6873804558461325","10","ENGATIVÁ","26","LAS FERIAS","2020-09-19","00:00:00","19","9","2020","Sábado","BONANZA","FEMENINO","1"
"-74.17872199999994","4.588731999849365","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO","2018-09-28","00:00:00","28","9","2018","Viernes","LOS TRES REYES","FEMENINO","1"
"-74.11199799999997","4.504027999852132","5","USME","58","COMUNEROS","2019-06-30","00:00:00","30","6","2019","Domingo","EL VIRREY","FEMENINO","1"
"-74.11831208999996","4.6345647878478555","16","PUENTE ARANDA","111","PUENTE ARANDA","2018-05-11","00:00:00","11","5","2018","Viernes","SALAZAR GOMEZ","FEMENINO","1"
"-74.14027885899998","4.558203072850376","19","CIUDAD BOLÍVAR","67","LUCERO","2018-05-11","00:00:00","11","5","2018","Viernes","LUCERO ALTO","FEMENINO","1"
"-74.11960999999997","4.747689999844177","11","SUBA","71","TIBABUYES","2021-05-04","00:00:00","4","5","2021","Martes","BERLIN","FEMENINO","1"
"-74.09295111899996","4.608953541848708","14","LOS MÁRTIRES","102","LA SABANA","2021-09-23","00:00:00","23","9","2021","Jueves","RICAURTE","FEMENINO","1"
"-74.09883999999994","4.729115999844779","11","SUBA","28","EL RINCON","2019-04-16","00:00:00","16","4","2019","Martes","AURES","MASCULINO","1"
"-74.06973291499997","4.718174764845177","11","SUBA","24","NIZA","2020-09-26","00:00:00","26","9","2020","Sábado","LAS VILLAS","FEMENINO","1"
"-74.16034737699994","4.584323951849487","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO","2018-05-05","00:00:00","5","5","2018","Sábado","EL ENSUENO","FEMENINO","1"
"-74.10336099999995","4.752604999844056","11","SUBA","27","SUBA","2019-06-03","00:00:00","3","6","2019","Lunes","RINCON DE SANTA INES","FEMENINO","1"
"-74.15050063599995","4.669386316846718","9","FONTIBÓN","75","FONTIBON","2019-05-04","00:00:00","4","5","2019","Sábado","SABANA GRANDE","FEMENINO","1"
"-74.14474304499998","4.639039477847703","8","KENNEDY","46","CASTILLA","2021-01-11","00:00:00","11","1","2021","Lunes","CASTILLA","FEMENINO","1"
"-74.17278399999998","4.575758999849794","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO","2020-05-29","00:00:00","29","5","2020","Viernes","SANTA VIVIANA","FEMENINO","1"
"-74.09096599999998","4.52934099985129","4","SAN CRISTÓBAL","51","LOS LIBERTADORES","2018-08-14","00:00:00","14","8","2018","Martes","JUAN REY (LA PAZ)","FEMENINO","1"
"-74.08477999999997","4.756559999843884","11","SUBA","27","SUBA","2021-11-15","00:00:00","15","11","2021","Lunes","SALITRE SUBA","FEMENINO","1"
"-74.07717799999995","4.595089999849136","17","CANDELARIA","94","LA CANDELARIA","2019-07-09","00:00:00","9","7","2019","Martes","CENTRO ADMINISTRATIVO","FEMENINO","1"
"-74.07717799999995","4.595089999849136","17","CANDELARIA","94","LA CANDELARIA","2019-10-22","00:00:00","22","10","2019","Martes","CENTRO ADMINISTRATIVO","FEMENINO","1"
"-74.07717799999995","4.595089999849136","17","CANDELARIA","94","LA CANDELARIA","2019-10-08","00:00:00","8","10","2019","Martes","CENTRO ADMINISTRATIVO","FEMENINO","1"
"-74.07717799999995","4.595089999849136","17","CANDELARIA","94","LA CANDELARIA","2019-10-08","00:00:00","8","10","2019","Martes","CENTRO ADMINISTRATIVO","MASCULINO","1"
"-74.07717799999995","4.595089999849136","17","CANDELARIA","94","LA CANDELARIA","2020-05-20","00:00:00","20","5","2020","Miércoles","CENTRO ADMINISTRATIVO","MASCULINO","1"
"-74.07717799999995","4.595089999849136","17","CANDELARIA","94","LA CANDELARIA","2020-01-14","00:00:00","14","1","2020","Martes","CENTRO ADMINISTRATIVO","FEMENINO","1"
"-74.12651299999999","4.566649999850073","18","RAFAEL URIBE URIBE","54","MARRUECOS","2018-12-03","00:00:00","3","12","2018","Lunes","MARCO FIDEL SUAREZ I","FEMENINO","1"
"-74.15697045799999","4.687927684846118","9","FONTIBÓN","76","FONTIBON SAN PABLO","2020-10-23","00:00:00","23","10","2020","Viernes","SAN PABLO JERICO","FEMENINO","1"
"-74.13735099999997","4.679081999846422","9","FONTIBÓN","75","FONTIBON","2018-10-25","00:00:00","25","10","2018","Jueves","LA CABANA FONTIBON","-","1"
"-74.10765899999996","4.601786999848945","16","PUENTE ARANDA","40","CIUDAD MONTES","2020-03-05","00:00:00","5","3","2020","Jueves","SANTA MATILDE","FEMENINO","1"
"-74.09672796299998","4.584829712849474","15","ANTONIO NARIÑO","38","RESTREPO","2019-11-22","00:00:00","22","11","2019","Viernes","RESTREPO","FEMENINO","1"
"-74.09446999999994","4.547719999850676","4","SAN CRISTÓBAL","50","LA GLORIA","2021-03-24","00:00:00","24","3","2021","Miércoles","LA GLORIA OCCIDENTAL","FEMENINO","1"
"-74.14363199999997","4.545007999850788","19","CIUDAD BOLÍVAR","67","LUCERO","2018-12-16","00:00:00","16","12","2018","Domingo","ESTRELLA DEL SUR","FEMENINO","1"
"-74.15758463599997","4.645488315847533","8","KENNEDY","79","CALANDAIMA","2019-04-27","00:00:00","27","4","2019","Sábado","TINTALA","FEMENINO","1"
"-74.11166731799995","4.711515989845387","10","ENGATIVÁ","72","BOLIVIA","2019-04-16","00:00:00","16","4","2019","Martes","BOLIVIA ORIENTAL","FEMENINO","1"
"-74.16722899999996","4.598131999849031","7","BOSA","49","APOGEO","2021-01-01","00:00:00","1","1","2021","Viernes","OLARTE","FEMENINO","1"
"-74.04274366499999","4.729412217844782","1","USAQUÉN","13","LOS CEDROS","2021-02-21","00:00:00","21","2","2021","Domingo","LOS CEDROS","FEMENINO","1"
"-74.14358999999996","4.565618999850095","19","CIUDAD BOLÍVAR","66","SAN FRANCISCO","2020-01-01","00:00:00","1","1","2020","Miércoles","LAS ACACIAS","FEMENINO","1"
"-74.14422099999996","4.55779168385037","19","CIUDAD BOLÍVAR","66","SAN FRANCISCO","2019-01-03","00:00:00","3","1","2019","Jueves","LAS ACACIAS","FEMENINO","1"
"-74.03174878499993","4.7436314678443185","1","USAQUÉN","12","TOBERIN","2018-03-09","00:00:00","9","3","2018","Viernes","SANTA TERESA","FEMENINO","1"
"-74.08534799999995","4.630763999847998","13","TEUSAQUILLO","107","QUINTA PAREDES","2018-10-12","00:00:00","12","10","2018","Viernes","EL RECUERDO","FEMENINO","1"
