LONGITUD,LATITUD,codigo_localidad,nombre_localidad,codigo_upz,nombre_upz,FECHA_HECHO,HORA_HECHO,GENERO,AÑO,homicide
-74.15060104099996,4.5312432008512395,19,CIUDAD BOLÍVAR,68,EL TESORO,2019-01-20,00:00:00,MASCULINO,2019,1
-74.14131755599993,4.604772159848831,08,KENNEDY,45,CARVAJAL,2020-09-20,00:00:00,FEMENINO,2020,1
-74.20049999999998,4.620249999848342,07,BOSA,84,BOSA OCCIDENTAL,2022-05-31,00:00:00,MASCULINO,2022,1
-74.14468409299997,4.547332163850726,19,CIUDAD BOLÍVAR,67,LUCERO,2021-11-19,00:00:00,MASCULINO,2021,1
-74.10429999999997,4.505239999852099,05,USME,59,ALFONSO LOPEZ,2022-02-19,00:00:00,MASCULINO,2022,1
-74.07999999999998,4.626809999848107,13,TEUSAQUILLO,101,TEUSAQUILLO,2022-04-14,00:00:00,MASCULINO,2022,1
-74.13439999999997,4.568539999850009,06,TUNJUELITO,62,TUNJUELITO,2022-05-27,00:00:00,MASCULINO,2022,1
-74.16296972599997,4.5710270178499455,19,CIUDAD BOLÍVAR,70,JERUSALEM,2018-01-18,00:00:00,FEMENINO,2018,1
-74.17709610199995,4.62508257784818,07,BOSA,84,BOSA OCCIDENTAL,2021-07-18,00:00:00,MASCULINO,2021,1
-74.10899999999998,4.509939999851907,05,USME,57,GRAN YOMASA,2022-01-29,00:00:00,MASCULINO,2022,1
-74.11956070699995,4.715905533845231,10,ENGATIVÁ,73,GARCES NAVAS,2021-08-21,00:00:00,MASCULINO,2021,1
-74.12319817499997,4.520020436851575,05,USME,58,COMUNEROS,2019-05-19,00:00:00,MASCULINO,2019,1
-74.15993123199996,4.608692395848699,08,KENNEDY,48,TIMIZA,2019-02-16,00:00:00,MASCULINO,2019,1
-74.11219999999997,4.504649999852079,05,USME,58,COMUNEROS,2022-01-01,00:00:00,MASCULINO,2022,1
-74.16898371799994,4.595637300849154,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2021-09-11,00:00:00,MASCULINO,2021,1
-74.14959999999996,4.62196999984826,08,KENNEDY,47,KENNEDY CENTRAL,2022-11-05,00:00:00,MASCULINO,2022,1
-74.10365824799999,4.538689746850976,18,RAFAEL URIBE URIBE,55,DIANA TURBAY,2020-03-06,00:00:00,MASCULINO,2020,1
-74.08739198399996,4.601074452848936,14,LOS MÁRTIRES,102,LA SABANA,2018-04-12,00:00:00,MASCULINO,2018,1
-74.14168402099995,4.602880932848905,08,KENNEDY,45,CARVAJAL,2019-09-14,00:00:00,MASCULINO,2019,1
-74.15472413099997,4.576029777849751,19,CIUDAD BOLÍVAR,65,ARBORIZADORA,2018-10-16,00:00:00,MASCULINO,2018,1
-74.03578429699996,4.765323882843629,01,USAQUÉN,9,VERBENAL,2021-07-18,00:00:00,MASCULINO,2021,1
-74.12263652999997,4.616363071848487,16,PUENTE ARANDA,43,SAN RAFAEL,2018-12-01,00:00:00,MASCULINO,2018,1
-74.14538241099996,4.6552529858472,08,KENNEDY,78,TINTAL NORTE,2021-05-05,00:00:00,MASCULINO,2021,1
-74.10909999999996,4.507099999852008,05,USME,57,GRAN YOMASA,2022-10-31,00:00:00,MASCULINO,2022,1
-74.07562895799998,4.611976654848594,14,LOS MÁRTIRES,102,LA SABANA,2019-04-21,00:00:00,MASCULINO,2019,1
-74.18293002699994,4.637281673847794,07,BOSA,86,EL PORVENIR,2021-04-01,00:00:00,MASCULINO,2021,1
-74.10233330799997,4.49405407485246,05,USME,59,ALFONSO LOPEZ,2018-07-08,00:00:00,MASCULINO,2018,1
-74.07561991999995,4.605730743848786,03,SANTA FE,93,LAS NIEVES,2021-04-10,00:00:00,MASCULINO,2021,1
-74.14689666099997,4.598626712849033,08,KENNEDY,45,CARVAJAL,2021-03-28,00:00:00,MASCULINO,2021,1
-74.11382390899996,4.695547688845856,10,ENGATIVÁ,30,BOYACA REAL,2019-11-11,00:00:00,MASCULINO,2019,1
-74.08500865699995,4.726829266844846,11,SUBA,28,EL RINCON,2020-07-12,00:00:00,MASCULINO,2020,1
-74.13191881699998,4.712007268845327,10,ENGATIVÁ,74,ENGATIVA,2021-01-30,00:00:00,FEMENINO,2021,1
-74.17360264499996,4.570251394849989,19,CIUDAD BOLÍVAR,70,JERUSALEM,2018-06-18,00:00:00,FEMENINO,2018,1
-74.19712174299997,4.634503394847846,07,BOSA,86,EL PORVENIR,2020-05-28,00:00:00,MASCULINO,2020,1
-74.08612287299997,4.544933279850802,04,SAN CRISTÓBAL,50,LA GLORIA,2019-12-25,00:00:00,MASCULINO,2019,1
-74.08557614699998,4.734797047844636,11,SUBA,28,EL RINCON,2019-05-05,00:00:00,MASCULINO,2019,1
-74.07229999999998,4.588499999849385,03,SANTA FE,96,LOURDES,2022-07-14,00:00:00,MASCULINO,2022,1
-74.15415159799994,4.5989123068490105,19,CIUDAD BOLÍVAR,65,ARBORIZADORA,2019-03-31,00:00:00,MASCULINO,2019,1
-74.15150626899998,4.548561476850645,19,CIUDAD BOLÍVAR,67,LUCERO,2018-10-07,00:00:00,MASCULINO,2018,1
-74.01846501399996,4.734814807844631,01,USAQUÉN,11,SAN CRISTOBAL NORTE,2021-02-03,00:00:00,MASCULINO,2021,1
-74.09546491399993,4.56231394885021,04,SAN CRISTÓBAL,34,20 DE JULIO,2021-04-25,00:00:00,MASCULINO,2021,1
-74.15286351799995,4.547262694850689,19,CIUDAD BOLÍVAR,67,LUCERO,2021-09-20,00:00:00,MASCULINO,2021,1
-74.14439383099995,4.607017164848779,08,KENNEDY,45,CARVAJAL,2019-05-10,00:00:00,MASCULINO,2019,1
-74.15972354599995,4.577774749849726,19,CIUDAD BOLÍVAR,70,JERUSALEM,2020-08-02,00:00:00,MASCULINO,2020,1
-74.11290598099998,4.542108751850881,18,RAFAEL URIBE URIBE,55,DIANA TURBAY,2021-03-21,00:00:00,MASCULINO,2021,1
-74.09661307599998,4.562150496850244,04,SAN CRISTÓBAL,34,20 DE JULIO,2018-08-19,00:00:00,FEMENINO,2018,1
-74.10857820999996,4.513667698851803,05,USME,57,GRAN YOMASA,2021-11-14,00:00:00,MASCULINO,2021,1
-74.19313436999994,4.623708326848207,07,BOSA,84,BOSA OCCIDENTAL,2021-06-25,00:00:00,MASCULINO,2021,1
-74.14120449899997,4.59151030484927,06,TUNJUELITO,42,VENECIA,2021-05-11,00:00:00,MASCULINO,2021,1
-74.14937139299997,4.538409590851014,19,CIUDAD BOLÍVAR,68,EL TESORO,2021-08-15,00:00:00,FEMENINO,2021,1
-74.10168983899996,4.5093889558519615,05,USME,57,GRAN YOMASA,2018-11-13,00:00:00,MASCULINO,2018,1
-74.15762993599998,4.575127052849832,19,CIUDAD BOLÍVAR,70,JERUSALEM,2018-09-17,00:00:00,MASCULINO,2018,1
-74.13723238999995,4.5356342758510895,19,CIUDAD BOLÍVAR,68,EL TESORO,2020-05-09,00:00:00,MASCULINO,2020,1
-74.09509708499996,4.74326561584432,11,SUBA,28,EL RINCON,2019-09-16,00:00:00,MASCULINO,2019,1
-74.07669999999996,4.613209999848558,14,LOS MÁRTIRES,102,LA SABANA,2022-03-21,00:00:00,MASCULINO,2022,1
-74.04779999999994,4.675899999846541,02,CHAPINERO,97,CHICO LAGO,2022-06-02,00:00:00,MASCULINO,2022,1
-74.17349999999993,4.5749999998498,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2022-11-17,00:00:00,MASCULINO,2022,1
-74.15749999999997,4.573409999849828,19,CIUDAD BOLÍVAR,70,JERUSALEM,2022-01-29,00:00:00,MASCULINO,2022,1
-74.12309999999997,4.583749999849544,18,RAFAEL URIBE URIBE,39,QUIROGA,2022-05-22,00:00:00,FEMENINO,2022,1
-74.08479999999997,4.501329999852206,05,USME,52,LA FLORA,2022-12-28,00:00:00,MASCULINO,2022,1
-74.08159999999998,4.604169999848874,14,LOS MÁRTIRES,102,LA SABANA,2022-10-08,00:00:00,MASCULINO,2022,1
-74.11009999999999,4.553019999850532,18,RAFAEL URIBE URIBE,54,MARRUECOS,2022-05-02,00:00:00,FEMENINO,2022,1
-74.11839999999995,4.59886999984902,16,PUENTE ARANDA,41,MUZU,2022-08-30,00:00:00,MASCULINO,2022,1
-74.10929999999996,4.736919999844546,11,SUBA,71,TIBABUYES,2022-07-29,00:00:00,MASCULINO,2022,1
-74.10309999999998,4.497919999852284,05,USME,59,ALFONSO LOPEZ,2022-03-25,00:00:00,MASCULINO,2022,1
-74.09779999999995,4.506599999852034,05,USME,61,CIUDAD USME,2022-03-22,00:00:00,MASCULINO,2022,1
-74.02239999999995,4.762149999843748,01,USAQUÉN,990,SIN UPZ USAQUEN,2022-07-15,00:00:00,MASCULINO,2022,1
-74.07409999999999,4.632569999847927,13,TEUSAQUILLO,101,TEUSAQUILLO,2022-01-26,00:00:00,MASCULINO,2022,1
-74.09499999999997,4.729419999844794,11,SUBA,28,EL RINCON,2023-05-14,00:00:00,MASCULINO,2023,1
-74.13599359399996,4.709937386845394,10,ENGATIVÁ,74,ENGATIVA,2020-12-31,00:00:00,MASCULINO,2020,1
-74.19089999999994,4.63511999984783,07,BOSA,86,EL PORVENIR,2023-07-06,00:00:00,MASCULINO,2023,1
-74.13881232699998,4.590666058849304,06,TUNJUELITO,42,VENECIA,2020-02-01,00:00:00,FEMENINO,2020,1
-74.08162516199997,4.689794974846066,10,ENGATIVÁ,26,LAS FERIAS,2018-06-12,00:00:00,MASCULINO,2018,1
-74.12129274299997,4.524548655851439,05,USME,57,GRAN YOMASA,2021-11-11,00:00:00,MASCULINO,2021,1
-74.11735305899998,4.554889297850451,18,RAFAEL URIBE URIBE,54,MARRUECOS,2021-07-29,00:00:00,MASCULINO,2021,1
-74.14350241199998,4.563176043850197,19,CIUDAD BOLÍVAR,66,SAN FRANCISCO,2019-09-22,00:00:00,MASCULINO,2019,1
-74.18581428699997,4.604565584848841,07,BOSA,85,BOSA CENTRAL,2020-08-16,00:00:00,MASCULINO,2020,1
-74.11812381599998,4.547490186850701,18,RAFAEL URIBE URIBE,54,MARRUECOS,2018-08-16,00:00:00,MASCULINO,2018,1
-74.11652612199998,4.543238132850835,18,RAFAEL URIBE URIBE,55,DIANA TURBAY,2021-06-26,00:00:00,MASCULINO,2021,1
-74.08396930199996,4.599750874848993,14,LOS MÁRTIRES,102,LA SABANA,2021-01-07,00:00:00,MASCULINO,2021,1
-74.18413616099997,4.636554611847807,07,BOSA,86,EL PORVENIR,2019-10-02,00:00:00,MASCULINO,2019,1
-74.16329999999994,4.644929999847533,08,KENNEDY,79,CALANDAIMA,2022-01-31,00:00:00,MASCULINO,2022,1
-74.08189999999996,4.599899999848996,03,SANTA FE,93,LAS NIEVES,2023-05-31,00:00:00,MASCULINO,2023,1
-74.06442689799997,4.649423774847396,02,CHAPINERO,99,CHAPINERO,2019-02-04,00:00:00,MASCULINO,2019,1
-74.07634823099994,4.608921189848702,14,LOS MÁRTIRES,102,LA SABANA,2019-12-31,00:00:00,MASCULINO,2019,1
-74.10829999999999,4.593909999849192,15,ANTONIO NARIÑO,38,RESTREPO,2023-03-02,00:00:00,MASCULINO,2023,1
-74.12329999999997,4.702769999845641,10,ENGATIVÁ,73,GARCES NAVAS,2022-04-20,00:00:00,MASCULINO,2022,1
-74.02459999999996,4.765079999843647,01,USAQUÉN,9,VERBENAL,2022-10-26,00:00:00,FEMENINO,2022,1
-74.02649999999994,4.7391699998444805,01,USAQUÉN,11,SAN CRISTOBAL NORTE,2022-02-05,00:00:00,MASCULINO,2022,1
-74.11393964999996,4.739283193844464,11,SUBA,71,TIBABUYES,2020-03-15,00:00:00,MASCULINO,2020,1
-74.13799999999998,4.592949999849203,06,TUNJUELITO,42,VENECIA,2023-05-06,00:00:00,MASCULINO,2023,1
-74.08749999999998,4.506309999852035,05,USME,52,LA FLORA,2022-10-09,00:00:00,FEMENINO,2022,1
-74.12509999999997,4.577329999849754,18,RAFAEL URIBE URIBE,39,QUIROGA,2022-05-20,00:00:00,MASCULINO,2022,1
-74.18479999999994,4.632579999847959,07,BOSA,84,BOSA OCCIDENTAL,2022-01-25,00:00:00,MASCULINO,2022,1
-74.15762993599998,4.575832899849754,19,CIUDAD BOLÍVAR,70,JERUSALEM,2018-07-21,00:00:00,MASCULINO,2018,1
-74.09729999999996,4.725229999844943,11,SUBA,28,EL RINCON,2022-12-14,00:00:00,MASCULINO,2022,1
-74.17200168699998,4.604126845848855,08,KENNEDY,48,TIMIZA,2019-03-18,00:00:00,MASCULINO,2019,1
-74.17937199099998,4.6472742018474715,08,KENNEDY,82,PATIO BONITO,2019-08-10,00:00:00,MASCULINO,2019,1
-74.11419999999998,4.545999999850751,18,RAFAEL URIBE URIBE,55,DIANA TURBAY,2022-09-23,00:00:00,MASCULINO,2022,1
-74.12309999999997,4.572489999849914,18,RAFAEL URIBE URIBE,53,MARCO FIDEL SUAREZ,2023-08-07,00:00:00,MASCULINO,2023,1
-74.19159264799998,4.6413543468476615,07,BOSA,86,EL PORVENIR,2019-07-06,00:00:00,MASCULINO,2019,1
-74.17005593799996,4.579828477849629,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2020-07-04,00:00:00,MASCULINO,2020,1
-74.16219999999998,4.613539999848563,08,KENNEDY,48,TIMIZA,2022-05-15,00:00:00,MASCULINO,2022,1
-74.06699999999995,4.627919999848113,02,CHAPINERO,99,CHAPINERO,2022-06-10,00:00:00,MASCULINO,2022,1
-74.15619999999996,4.589409999849337,06,TUNJUELITO,42,VENECIA,2022-02-19,00:00:00,MASCULINO,2022,1
-74.15419999999995,4.599039999849035,07,BOSA,49,APOGEO,2022-04-04,00:00:00,MASCULINO,2022,1
-74.16949999999997,4.643139999847614,08,KENNEDY,82,PATIO BONITO,2022-04-18,00:00:00,MASCULINO,2022,1
-74.12479999999994,4.742819999844346,11,SUBA,71,TIBABUYES,2022-10-09,00:00:00,MASCULINO,2022,1
-74.11229999999995,4.546279999850714,18,RAFAEL URIBE URIBE,55,DIANA TURBAY,2022-05-08,00:00:00,MASCULINO,2022,1
-74.17659999999995,4.591239999849258,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2022-05-14,00:00:00,MASCULINO,2022,1
-74.16139999999996,4.572679999849877,19,CIUDAD BOLÍVAR,70,JERUSALEM,2022-11-22,00:00:00,MASCULINO,2022,1
-74.07849999999996,4.587969999849379,03,SANTA FE,95,LAS CRUCES,2022-05-08,00:00:00,MASCULINO,2022,1
-74.11409999999995,4.495619999852374,05,USME,58,COMUNEROS,2022-06-27,00:00:00,MASCULINO,2022,1
-74.13890479899999,4.670329799846706,09,FONTIBÓN,75,FONTIBON,2019-01-18,00:00:00,MASCULINO,2019,1
-74.20535427199997,4.6214445578483145,07,BOSA,87,TINTAL SUR,2019-10-11,00:00:00,MASCULINO,2019,1
-74.10999999999996,4.502069999852191,05,USME,58,COMUNEROS,2022-09-05,00:00:00,MASCULINO,2022,1
-74.19319999999993,4.622509999848242,07,BOSA,84,BOSA OCCIDENTAL,2022-04-03,00:00:00,MASCULINO,2022,1
-74.02320167699997,4.665698392846881,02,CHAPINERO,89,SAN ISIDRO - PATIOS,2021-12-29,00:00:00,MASCULINO,2021,1
-74.08089999999999,4.579149999849657,04,SAN CRISTÓBAL,33,SOSIEGO,2022-06-18,00:00:00,FEMENINO,2022,1
-74.09905452499999,4.578782124849669,18,RAFAEL URIBE URIBE,36,SAN JOSE,2021-08-31,00:00:00,MASCULINO,2021,1
-74.06059793099996,4.604836347848835,03,SANTA FE,992,SIN UPZ SANTA FE,2021-10-08,00:00:00,MASCULINO,2021,1
-74.18199999999996,4.629089999848074,07,BOSA,84,BOSA OCCIDENTAL,2022-05-08,00:00:00,FEMENINO,2022,1
-74.08349999999996,4.5912099998492755,03,SANTA FE,95,LAS CRUCES,2022-01-04,00:00:00,MASCULINO,2022,1
-74.15912921199998,4.5736435088498215,19,CIUDAD BOLÍVAR,70,JERUSALEM,2018-12-13,00:00:00,MASCULINO,2018,1
-74.17318688199998,4.642534637847589,08,KENNEDY,82,PATIO BONITO,2019-04-09,00:00:00,MASCULINO,2019,1
-74.13530137599997,4.538272945851018,19,CIUDAD BOLÍVAR,68,EL TESORO,2020-09-19,00:00:00,MASCULINO,2020,1
-74.16828027899999,4.627494547848127,08,KENNEDY,80,CORABASTOS,2018-04-21,00:00:00,MASCULINO,2018,1
-74.17125756799999,4.581507524849607,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2018-04-10,00:00:00,FEMENINO,2018,1
-74.17205867199993,4.649532293847368,08,KENNEDY,79,CALANDAIMA,2018-10-20,00:00:00,MASCULINO,2018,1
-74.14305607599994,4.609429812848712,08,KENNEDY,45,CARVAJAL,2021-05-21,00:00:00,FEMENINO,2021,1
-74.14218056599998,4.5358764188510605,19,CIUDAD BOLÍVAR,68,EL TESORO,2018-05-28,00:00:00,MASCULINO,2018,1
-74.14818560099997,4.554041596850473,19,CIUDAD BOLÍVAR,67,LUCERO,2020-08-16,00:00:00,MASCULINO,2020,1
-74.14899487399998,4.5534807288505155,19,CIUDAD BOLÍVAR,67,LUCERO,2020-01-22,00:00:00,MASCULINO,2020,1
-74.15621970099994,4.538098733851034,19,CIUDAD BOLÍVAR,UPR3,UPR RIO TUNJUELO,2018-05-09,00:00:00,MASCULINO,2018,1
-74.15016207699995,4.568871267850028,19,CIUDAD BOLÍVAR,66,SAN FRANCISCO,2019-03-08,00:00:00,MASCULINO,2019,1
-74.11314799199994,4.6968308268458365,10,ENGATIVÁ,30,BOYACA REAL,2020-10-31,00:00:00,MASCULINO,2020,1
-74.16351295699997,4.635066701847879,08,KENNEDY,82,PATIO BONITO,2020-01-05,00:00:00,MASCULINO,2020,1
-74.07730708099996,4.607004527848777,03,SANTA FE,93,LAS NIEVES,2018-04-22,00:00:00,FEMENINO,2018,1
-74.09319999999997,4.615999999848463,16,PUENTE ARANDA,108,ZONA INDUSTRIAL,2022-10-08,00:00:00,MASCULINO,2022,1
-74.15729939199997,4.635052813847867,08,KENNEDY,80,CORABASTOS,2020-12-28,00:00:00,MASCULINO,2020,1
-74.14373724599994,4.56340478585017,19,CIUDAD BOLÍVAR,66,SAN FRANCISCO,2018-11-28,00:00:00,FEMENINO,2018,1
-74.19120557699995,4.618548772848384,07,BOSA,84,BOSA OCCIDENTAL,2021-07-11,00:00:00,MASCULINO,2021,1
-74.12619769299994,4.592930937849226,15,ANTONIO NARIÑO,38,RESTREPO,2020-05-09,00:00:00,MASCULINO,2020,1
-74.07595262599995,4.608268784848738,03,SANTA FE,93,LAS NIEVES,2019-08-22,00:00:00,MASCULINO,2019,1
-74.11241630699999,4.494746241852447,05,USME,58,COMUNEROS,2019-08-07,00:00:00,MASCULINO,2019,1
-74.18391250599996,4.6361435888478,07,BOSA,86,EL PORVENIR,2019-02-17,00:00:00,MASCULINO,2019,1
-74.12003899899997,4.561540014850249,18,RAFAEL URIBE URIBE,54,MARRUECOS,2018-02-16,00:00:00,MASCULINO,2018,1
-74.14509242299994,4.542044085850868,19,CIUDAD BOLÍVAR,67,LUCERO,2018-12-25,00:00:00,MASCULINO,2018,1
-74.13315697599995,4.613353058848582,08,KENNEDY,44,AMERICAS,2020-08-10,00:00:00,MASCULINO,2020,1
-74.13728565399998,4.559161526850349,19,CIUDAD BOLÍVAR,67,LUCERO,2020-12-11,00:00:00,MASCULINO,2020,1
-74.18849895799997,4.6317319238479735,07,BOSA,86,EL PORVENIR,2019-09-27,00:00:00,MASCULINO,2019,1
-74.13851690699994,4.559766235850285,19,CIUDAD BOLÍVAR,67,LUCERO,2018-09-16,00:00:00,MASCULINO,2018,1
-74.13905509299997,4.555627864850471,19,CIUDAD BOLÍVAR,67,LUCERO,2020-08-23,00:00:00,MASCULINO,2020,1
-74.10899463199996,4.543078960850845,18,RAFAEL URIBE URIBE,55,DIANA TURBAY,2019-12-21,00:00:00,MASCULINO,2019,1
-74.09237106499995,4.7229084108449975,11,SUBA,28,EL RINCON,2018-04-02,00:00:00,MASCULINO,2018,1
-74.15329999999994,4.535269999851077,19,CIUDAD BOLÍVAR,UPR3,UPR RIO TUNJUELO,2022-10-09,00:00:00,FEMENINO,2022,1
-74.13499999999993,4.720679999845088,10,ENGATIVÁ,73,GARCES NAVAS,2022-04-22,00:00:00,MASCULINO,2022,1
-74.14309999999995,4.5619299998502605,19,CIUDAD BOLÍVAR,66,SAN FRANCISCO,2022-03-06,00:00:00,MASCULINO,2022,1
-74.16289999999998,4.64048999984769,08,KENNEDY,82,PATIO BONITO,2022-10-12,00:00:00,MASCULINO,2022,1
-74.19489999999996,4.6168699998484595,07,BOSA,85,BOSA CENTRAL,2022-06-01,00:00:00,FEMENINO,2022,1
-74.09488949699994,4.563564687850172,04,SAN CRISTÓBAL,34,20 DE JULIO,2021-08-15,00:00:00,MASCULINO,2021,1
-74.15061733399995,4.564511305850146,19,CIUDAD BOLÍVAR,66,SAN FRANCISCO,2021-08-12,00:00:00,FEMENINO,2021,1
-74.18254997099996,4.629244194848068,07,BOSA,84,BOSA OCCIDENTAL,2021-04-03,00:00:00,MASCULINO,2021,1
-74.10558970799997,4.572756683849894,18,RAFAEL URIBE URIBE,36,SAN JOSE,2021-05-10,00:00:00,MASCULINO,2021,1
-74.08499999999998,4.501729999852208,05,USME,52,LA FLORA,2022-10-25,00:00:00,MASCULINO,2022,1
-74.09617080299995,4.754575640843945,11,SUBA,27,SUBA,2018-05-28,00:00:00,MASCULINO,2018,1
-74.10659999999996,4.690429999846051,10,ENGATIVÁ,30,BOYACA REAL,2022-12-04,00:00:00,MASCULINO,2022,1
-74.07963772799997,4.571364278849897,04,SAN CRISTÓBAL,32,SAN BLAS,2021-08-22,00:00:00,MASCULINO,2021,1
-74.14299613199995,4.559764313850313,19,CIUDAD BOLÍVAR,66,SAN FRANCISCO,2018-01-19,00:00:00,MASCULINO,2018,1
-74.17877619799998,4.593353950849204,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2019-12-09,00:00:00,MASCULINO,2019,1
-74.11629999999997,4.5403899998509445,05,USME,56,DANUBIO,2023-07-20,00:00:00,MASCULINO,2023,1
-74.02029999999996,4.666399999846849,02,CHAPINERO,89,SAN ISIDRO - PATIOS,2022-08-19,00:00:00,MASCULINO,2022,1
-74.13493788899996,4.5814219858496195,06,TUNJUELITO,42,VENECIA,2018-09-18,00:00:00,MASCULINO,2018,1
-74.09549999999996,4.58304999984957,15,ANTONIO NARIÑO,35,CIUDAD JARDIN,2022-12-26,00:00:00,MASCULINO,2022,1
-74.11009999999999,4.7132499998453365,10,ENGATIVÁ,72,BOLIVIA,2023-01-22,00:00:00,MASCULINO,2023,1
-74.13739999999996,4.59370999984919,06,TUNJUELITO,42,VENECIA,2023-06-02,00:00:00,MASCULINO,2023,1
-74.11273314299996,4.553133585850524,18,RAFAEL URIBE URIBE,54,MARRUECOS,2020-08-17,00:00:00,MASCULINO,2020,1
-74.16843974599993,4.575761925849777,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2018-06-10,00:00:00,MASCULINO,2018,1
-74.10399999999998,4.583849999849517,15,ANTONIO NARIÑO,38,RESTREPO,2022-10-06,00:00:00,MASCULINO,2022,1
-74.06559999999996,4.731279999844698,11,SUBA,23,CASA BLANCA SUBA,2022-11-21,00:00:00,MASCULINO,2022,1
-74.20295447299998,4.623447482848247,07,BOSA,84,BOSA OCCIDENTAL,2018-04-10,00:00:00,MASCULINO,2018,1
-74.17079999999999,4.5852299998494495,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2022-01-21,00:00:00,MASCULINO,2022,1
-74.17805795599998,4.6511472538473,08,KENNEDY,82,PATIO BONITO,2019-11-13,00:00:00,MASCULINO,2019,1
-74.16056408399999,4.640601713847697,08,KENNEDY,82,PATIO BONITO,2019-03-20,00:00:00,MASCULINO,2019,1
-74.13669999999996,4.558689999850358,19,CIUDAD BOLÍVAR,67,LUCERO,2022-05-29,00:00:00,MASCULINO,2022,1
-74.14235903199994,4.604188896848838,08,KENNEDY,45,CARVAJAL,2019-09-01,00:00:00,MASCULINO,2019,1
-74.02144314599997,4.677363858846455,01,USAQUÉN,990,SIN UPZ USAQUEN,2019-12-25,00:00:00,FEMENINO,2019,1
-74.07429999999994,4.588079999849385,03,SANTA FE,96,LOURDES,2022-05-15,00:00:00,MASCULINO,2022,1
-74.17044900099995,4.570720111849962,19,CIUDAD BOLÍVAR,70,JERUSALEM,2020-12-22,00:00:00,MASCULINO,2020,1
-74.17839999999995,4.580679999849604,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2022-03-27,00:00:00,MASCULINO,2022,1
-74.10079999999994,4.715409999845206,10,ENGATIVÁ,29,MINUTO DE DIOS,2022-12-31,00:00:00,MASCULINO,2022,1
-74.14086231399995,4.560042834850291,19,CIUDAD BOLÍVAR,67,LUCERO,2021-03-14,00:00:00,MASCULINO,2021,1
-74.13041159999995,4.604084978848864,16,PUENTE ARANDA,41,MUZU,2018-08-12,00:00:00,MASCULINO,2018,1
-74.09238155399999,4.753485482843975,11,SUBA,27,SUBA,2021-11-24,00:00:00,MASCULINO,2021,1
-74.16870436199997,4.64214539584762,08,KENNEDY,82,PATIO BONITO,2021-08-17,00:00:00,MASCULINO,2021,1
-74.09534666599995,4.544987791850764,04,SAN CRISTÓBAL,51,LOS LIBERTADORES,2018-05-28,00:00:00,MASCULINO,2018,1
-74.08659999999998,4.739209999844482,11,SUBA,27,SUBA,2022-12-19,00:00:00,MASCULINO,2022,1
-74.16250443199993,4.63699346184776,08,KENNEDY,82,PATIO BONITO,2018-03-18,00:00:00,MASCULINO,2018,1
-74.18484852399996,4.641962077847645,07,BOSA,86,EL PORVENIR,2020-12-31,00:00:00,MASCULINO,2020,1
-74.18854187299996,4.63477964984786,07,BOSA,86,EL PORVENIR,2020-05-31,00:00:00,MASCULINO,2020,1
-74.10985837099997,4.553183678850495,18,RAFAEL URIBE URIBE,54,MARRUECOS,2020-01-28,00:00:00,FEMENINO,2020,1
-74.14610945799996,4.540196973850915,19,CIUDAD BOLÍVAR,68,EL TESORO,2018-04-08,00:00:00,MASCULINO,2018,1
-74.10676711099995,4.667545426846793,10,ENGATIVÁ,31,SANTA CECILIA,2018-06-11,00:00:00,MASCULINO,2018,1
-74.14564925399998,4.599763496848983,08,KENNEDY,45,CARVAJAL,2021-06-13,00:00:00,MASCULINO,2021,1
-74.16937577899995,4.573033334849873,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2018-07-01,00:00:00,MASCULINO,2018,1
-74.16029999999995,4.549719999850616,19,CIUDAD BOLÍVAR,67,LUCERO,2023-06-15,00:00:00,MASCULINO,2023,1
-74.09652849999998,4.564607609850152,04,SAN CRISTÓBAL,34,20 DE JULIO,2019-11-23,00:00:00,MASCULINO,2019,1
-74.08556198899998,4.6077036548487165,14,LOS MÁRTIRES,102,LA SABANA,2021-07-15,00:00:00,MASCULINO,2021,1
-74.16713741499996,4.576586774849773,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2019-12-01,00:00:00,MASCULINO,2019,1
-74.15016892599994,4.5621330218502445,19,CIUDAD BOLÍVAR,66,SAN FRANCISCO,2018-05-22,00:00:00,MASCULINO,2018,1
-74.17045174599997,4.60088411184899,08,KENNEDY,48,TIMIZA,2019-04-27,00:00:00,MASCULINO,2019,1
-74.18374992299994,4.636618774847795,07,BOSA,86,EL PORVENIR,2018-01-30,00:00:00,MASCULINO,2018,1
-74.10686954999994,4.5807728268496035,18,RAFAEL URIBE URIBE,39,QUIROGA,2018-10-01,00:00:00,MASCULINO,2018,1
-74.15823845399996,4.637088355847786,08,KENNEDY,80,CORABASTOS,2021-02-15,00:00:00,MASCULINO,2021,1
