LONGITUD,LATITUD,codigo_localidad,nombre_localidad,codigo_upz,nombre_upz,FECHA_HECHO,HORA_HECHO,GENERO,AÑO,sexual_crimes
-74.07366999999994,4.599599999849023,17,CANDELARIA,94,LA CANDELARIA,2021-06-22,00:00:00,MASCULINO,2021,1
-74.09668199999999,4.567774999850031,04,SAN CRISTÓBAL,34,20 DE JULIO,2021-02-17,00:00:00,FEMENINO,2021,1
-74.18460999999996,4.608099999848719,07,BOSA,85,BOSA CENTRAL,2021-07-22,00:00:00,FEMENINO,2021,1
-74.20294854199994,4.6211784478482825,07,BOSA,84,BOSA OCCIDENTAL,2020-02-20,00:00:00,MASCULINO,2020,1
-74.14702239999997,4.686242953846157,09,FONTIBÓN,75,FONTIBON,2018-11-28,00:00:00,FEMENINO,2018,1
-74.07366999999994,4.599599999849023,17,CANDELARIA,94,LA CANDELARIA,2019-09-26,00:00:00,MASCULINO,2019,1
-74.17537854199998,4.618894447848381,08,KENNEDY,81,GRAN BRITALIA,2020-07-20,00:00:00,FEMENINO,2020,1
-74.12104299999999,4.5165019998517195,05,USME,57,GRAN YOMASA,2020-01-02,00:00:00,FEMENINO,2020,1
-74.06874854199998,4.5839794438494925,03,SANTA FE,96,LOURDES,2020-06-16,00:00:00,FEMENINO,2020,1
-74.09364199999999,4.591341999849278,15,ANTONIO NARIÑO,38,RESTREPO,2020-07-06,00:00:00,FEMENINO,2020,1
-74.11295299999995,4.646879999847481,09,FONTIBÓN,112,GRANJAS DE TECHO,2019-12-13,00:00:00,FEMENINO,2019,1
-74.08381099999997,4.554283999850487,04,SAN CRISTÓBAL,32,SAN BLAS,2019-11-12,00:00:00,MASCULINO,2019,1
-74.19626599999998,4.637846999847734,07,BOSA,86,EL PORVENIR,2019-10-24,00:00:00,FEMENINO,2019,1
-74.15481849199995,4.568086947850013,19,CIUDAD BOLÍVAR,70,JERUSALEM,2019-05-01,00:00:00,FEMENINO,2019,1
-74.17972802299994,4.630596672848021,07,BOSA,84,BOSA OCCIDENTAL,2019-04-24,00:00:00,FEMENINO,2019,1
-74.02911391899994,4.748962993844171,01,USAQUÉN,10,LA URIBE,2020-05-26,00:00:00,FEMENINO,2020,1
-74.08418790199994,4.746194155844244,11,SUBA,27,SUBA,2021-07-13,00:00:00,FEMENINO,2021,1
-74.10276299999998,4.748896999844158,11,SUBA,28,EL RINCON,2018-09-28,00:00:00,FEMENINO,2018,1
-74.16223899999994,4.5506789998506045,19,CIUDAD BOLÍVAR,67,LUCERO,2020-03-10,00:00:00,FEMENINO,2020,1
-74.15352167299994,4.5344334378511455,19,CIUDAD BOLÍVAR,UPR3,UPR RIO TUNJUELO,2021-11-13,00:00:00,FEMENINO,2021,1
-74.09867654199996,4.675778454846536,10,ENGATIVÁ,26,LAS FERIAS,2020-01-01,00:00:00,FEMENINO,2020,1
-74.09386763599997,4.512429314851809,05,USME,52,LA FLORA,2019-05-10,00:00:00,FEMENINO,2019,1
-74.16743099999997,4.611414999848591,08,KENNEDY,48,TIMIZA,2018-12-03,00:00:00,MASCULINO,2018,1
-74.10148534199999,4.4980093048522996,05,USME,59,ALFONSO LOPEZ,2021-09-10,00:00:00,MASCULINO,2021,1
-74.19497999999999,4.638989999847712,07,BOSA,86,EL PORVENIR,2019-10-20,00:00:00,FEMENINO,2019,1
-74.09506099999999,4.627270999848129,16,PUENTE ARANDA,111,PUENTE ARANDA,2021-02-24,00:00:00,FEMENINO,2021,1
-74.10792854199997,4.730684461844754,11,SUBA,71,TIBABUYES,2020-08-31,00:00:00,FEMENINO,2020,1
-74.04519499999998,4.69202399984601,01,USAQUÉN,16,SANTA BARBARA,2021-12-29,00:00:00,FEMENINO,2021,1
-74.07208854199996,4.640534450847689,13,TEUSAQUILLO,100,GALERIAS,2020-12-14,00:00:00,FEMENINO,2020,1
-74.16848199999998,4.646378999847462,08,KENNEDY,79,CALANDAIMA,2018-10-10,00:00:00,FEMENINO,2018,1
-74.14207534699995,4.621602108848278,08,KENNEDY,44,AMERICAS,2018-03-31,00:00:00,FEMENINO,2018,1
-74.15569854199998,4.589514444849307,06,TUNJUELITO,42,VENECIA,2020-12-21,00:00:00,MASCULINO,2020,1
-74.09046199999995,4.52723599985139,04,SAN CRISTÓBAL,51,LOS LIBERTADORES,2018-09-27,00:00:00,FEMENINO,2018,1
-74.08968599999997,4.5009129998521935,05,USME,52,LA FLORA,2018-01-01,00:00:00,MASCULINO,2018,1
-74.12040199999996,4.506362999852016,05,USME,58,COMUNEROS,2018-11-14,00:00:00,FEMENINO,2018,1
-74.15150854199999,4.612491927848596,08,KENNEDY,48,TIMIZA,2021-01-15,00:00:00,FEMENINO,2021,1
-74.07735411699997,4.666525652846852,12,BARRIOS UNIDOS,22,DOCE DE OCTUBRE,2019-03-31,00:00:00,FEMENINO,2019,1
-74.11277999999999,4.749949999844132,11,SUBA,71,TIBABUYES,2021-04-10,00:00:00,FEMENINO,2021,1
-74.08187054199993,4.756057464843897,11,SUBA,27,SUBA,2020-09-24,00:00:00,MASCULINO,2020,1
-74.10783754199997,4.691245456846013,10,ENGATIVÁ,30,BOYACA REAL,2020-12-10,00:00:00,FEMENINO,2020,1
-74.10965999999996,4.508719999851953,05,USME,57,GRAN YOMASA,2018-07-30,00:00:00,FEMENINO,2018,1
-74.09640299999995,4.623061999848254,16,PUENTE ARANDA,108,ZONA INDUSTRIAL,2019-03-01,00:00:00,FEMENINO,2019,1
-74.13844199999994,4.651885999847303,08,KENNEDY,46,CASTILLA,2018-09-30,00:00:00,FEMENINO,2018,1
-74.10148899999996,4.5742099998498364,18,RAFAEL URIBE URIBE,36,SAN JOSE,2018-03-17,00:00:00,FEMENINO,2018,1
-74.19452999999999,4.637939999847784,07,BOSA,86,EL PORVENIR,2019-09-24,00:00:00,FEMENINO,2019,1
-74.18842854199994,4.626789448848132,07,BOSA,84,BOSA OCCIDENTAL,2020-10-18,00:00:00,FEMENINO,2020,1
-74.11115499999994,4.498055999852339,05,USME,58,COMUNEROS,2020-07-19,00:00:00,FEMENINO,2020,1
-74.10279599999996,4.563589999850165,04,SAN CRISTÓBAL,34,20 DE JULIO,2020-01-01,00:00:00,FEMENINO,2020,1
-74.09657399999998,4.68046699984635,10,ENGATIVÁ,26,LAS FERIAS,2018-03-14,00:00:00,FEMENINO,2018,1
-74.10979331799996,4.564216315850169,18,RAFAEL URIBE URIBE,53,MARCO FIDEL SUAREZ,2019-06-14,00:00:00,FEMENINO,2019,1
-74.12383799999998,4.557462999850374,06,TUNJUELITO,62,TUNJUELITO,2021-08-10,00:00:00,FEMENINO,2021,1
-74.12130499999995,4.746412999844257,11,SUBA,71,TIBABUYES,2019-07-24,00:00:00,FEMENINO,2019,1
-74.12879431799996,4.6112176838486345,08,KENNEDY,44,AMERICAS,2019-05-29,00:00:00,FEMENINO,2019,1
-74.18524399999995,4.635659999847815,07,BOSA,86,EL PORVENIR,2019-04-15,00:00:00,MASCULINO,2019,1
-74.11461916899998,4.7520265088440725,11,SUBA,71,TIBABUYES,2021-11-03,00:00:00,FEMENINO,2021,1
-74.13086899999996,4.561581999850241,06,TUNJUELITO,62,TUNJUELITO,2018-07-18,00:00:00,FEMENINO,2018,1
-74.17263437199995,4.634580172847895,08,KENNEDY,82,PATIO BONITO,2018-04-12,00:00:00,FEMENINO,2018,1
-74.11065973399997,4.5768018368497625,18,RAFAEL URIBE URIBE,36,SAN JOSE,2021-11-17,00:00:00,MASCULINO,2021,1
-74.07216199999993,4.588768999849385,03,SANTA FE,96,LOURDES,2020-01-17,00:00:00,FEMENINO,2020,1
-74.17861708499998,4.608118047848725,07,BOSA,85,BOSA CENTRAL,2021-10-17,00:00:00,MASCULINO,2021,1
-74.06781999999998,4.637426884847751,13,TEUSAQUILLO,100,GALERIAS,2021-12-28,00:00:00,FEMENINO,2021,1
-74.03701099999995,4.724521999844926,01,USAQUÉN,13,LOS CEDROS,2018-09-22,00:00:00,FEMENINO,2018,1
-74.20283499999994,4.6144209998485275,07,BOSA,85,BOSA CENTRAL,2021-03-13,00:00:00,FEMENINO,2021,1
-74.16504999999995,4.572019999849919,19,CIUDAD BOLÍVAR,70,JERUSALEM,2020-07-01,00:00:00,MASCULINO,2020,1
-74.05887599999994,4.71473799984528,11,SUBA,19,EL PRADO,2019-10-30,00:00:00,FEMENINO,2019,1
-74.11362599999995,4.518341999851678,05,USME,57,GRAN YOMASA,2020-05-19,00:00:00,FEMENINO,2020,1
-74.10744299999999,4.592947999849214,15,ANTONIO NARIÑO,38,RESTREPO,2019-11-20,00:00:00,FEMENINO,2019,1
-74.14334354199997,4.553044439850538,19,CIUDAD BOLÍVAR,67,LUCERO,2020-05-01,00:00:00,FEMENINO,2020,1
-74.15768017499994,4.635022144847855,08,KENNEDY,80,CORABASTOS,2019-05-10,00:00:00,FEMENINO,2019,1
-74.10870299999993,4.498501999852282,05,USME,58,COMUNEROS,2019-10-17,00:00:00,FEMENINO,2019,1
-74.18711787499996,4.635872711847815,07,BOSA,86,EL PORVENIR,2021-11-17,00:00:00,MASCULINO,2021,1
-74.17384699999997,4.635418999847863,08,KENNEDY,82,PATIO BONITO,2020-06-02,00:00:00,FEMENINO,2020,1
-74.19745366499995,4.633681599847902,07,BOSA,86,EL PORVENIR,2018-04-01,00:00:00,FEMENINO,2018,1
-74.11678746999996,4.504105867852133,05,USME,58,COMUNEROS,2020-08-25,00:00:00,FEMENINO,2020,1
-74.12881799999997,4.571089999849909,06,TUNJUELITO,42,VENECIA,2019-01-08,00:00:00,FEMENINO,2019,1
-74.09703854199995,4.742775462844339,11,SUBA,28,EL RINCON,2020-09-10,00:00:00,FEMENINO,2020,1
-74.16310299999998,4.640467999847685,08,KENNEDY,82,PATIO BONITO,2019-10-30,00:00:00,FEMENINO,2019,1
-74.12127499999997,4.51209999985184,05,USME,57,GRAN YOMASA,2021-03-09,00:00:00,FEMENINO,2021,1
-74.17596793899997,4.643334428847587,08,KENNEDY,82,PATIO BONITO,2019-04-19,00:00:00,FEMENINO,2019,1
-74.12265299999996,4.752284999844016,11,SUBA,71,TIBABUYES,2019-08-03,00:00:00,FEMENINO,2019,1
-74.07858270499997,4.707082419845526,11,SUBA,24,NIZA,2020-01-15,00:00:00,MASCULINO,2020,1
-74.03188972499998,4.702427445845674,01,USAQUÉN,14,USAQUEN,2018-01-26,00:00:00,FEMENINO,2018,1
-74.14344345799998,4.547046914850731,19,CIUDAD BOLÍVAR,67,LUCERO,2020-05-01,00:00:00,FEMENINO,2020,1
-74.11166999999995,4.71151999984538,10,ENGATIVÁ,72,BOLIVIA,2018-07-18,00:00:00,MASCULINO,2018,1
-74.12911899999995,4.603445999848915,16,PUENTE ARANDA,41,MUZU,2019-12-11,00:00:00,FEMENINO,2019,1
-74.12233699999996,4.5925599998492395,15,ANTONIO NARIÑO,38,RESTREPO,2018-06-20,00:00:00,FEMENINO,2018,1
-74.19916799999999,4.599893999849016,07,BOSA,85,BOSA CENTRAL,2018-11-24,00:00:00,FEMENINO,2018,1
-74.14133999999996,4.6765599998465035,09,FONTIBÓN,75,FONTIBON,2020-02-26,00:00:00,FEMENINO,2020,1
-74.15582999999998,4.646279999847488,08,KENNEDY,79,CALANDAIMA,2021-10-16,00:00:00,FEMENINO,2021,1
-74.08475599999997,4.5466109998507225,04,SAN CRISTÓBAL,50,LA GLORIA,2018-12-21,00:00:00,FEMENINO,2018,1
-74.16741999999994,4.628189999848105,08,KENNEDY,80,CORABASTOS,2021-02-22,00:00:00,FEMENINO,2021,1
-74.09128899999996,4.585042999849478,15,ANTONIO NARIÑO,35,CIUDAD JARDIN,2021-05-29,00:00:00,FEMENINO,2021,1
-74.06130899999994,4.711384999845383,11,SUBA,19,EL PRADO,2020-08-19,00:00:00,FEMENINO,2020,1
-74.06369791499998,4.634269075847897,02,CHAPINERO,90,PARDO RUBIO,2018-01-15,00:00:00,FEMENINO,2018,1
-74.10523699999999,4.603133999848912,16,PUENTE ARANDA,40,CIUDAD MONTES,2018-08-09,00:00:00,FEMENINO,2018,1
-74.13970940499996,4.548206698850678,19,CIUDAD BOLÍVAR,67,LUCERO,2018-01-20,00:00:00,FEMENINO,2018,1
-74.19885999999997,4.613199999848579,07,BOSA,85,BOSA CENTRAL,2021-06-09,00:00:00,FEMENINO,2021,1
-74.14106083099995,4.639545332847719,08,KENNEDY,46,CASTILLA,2021-04-01,00:00:00,MASCULINO,2021,1
-74.10012799999998,4.702258999845648,10,ENGATIVÁ,30,BOYACA REAL,2018-11-01,00:00:00,FEMENINO,2018,1
-74.17945199999997,4.629990999848042,07,BOSA,84,BOSA OCCIDENTAL,2019-10-31,00:00:00,FEMENINO,2019,1
-74.19749099999996,4.635956999847852,07,BOSA,86,EL PORVENIR,2021-04-03,00:00:00,FEMENINO,2021,1
-74.11199854199998,4.5105494348518835,05,USME,57,GRAN YOMASA,2020-11-08,00:00:00,FEMENINO,2020,1
-74.11206854199997,4.6921844568459985,10,ENGATIVÁ,30,BOYACA REAL,2020-08-20,00:00:00,FEMENINO,2020,1
-74.13811874599998,4.604936379848815,08,KENNEDY,45,CARVAJAL,2021-10-20,00:00:00,FEMENINO,2021,1
-74.02511499999997,4.671585500846656,02,CHAPINERO,89,SAN ISIDRO - PATIOS,2021-10-02,00:00:00,FEMENINO,2021,1
-74.16407199999998,4.585493999849461,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2018-09-04,00:00:00,FEMENINO,2018,1
-74.18484999999998,4.640149999847698,07,BOSA,86,EL PORVENIR,2020-06-15,00:00:00,MASCULINO,2020,1
-74.17149299999994,4.579685999849641,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2019-11-04,00:00:00,FEMENINO,2019,1
-74.10418399999998,4.499312999852253,05,USME,59,ALFONSO LOPEZ,2019-08-21,00:00:00,FEMENINO,2019,1
-74.18140899999997,4.600713999848956,07,BOSA,85,BOSA CENTRAL,2020-02-02,00:00:00,FEMENINO,2020,1
-74.15564499999994,4.6658246828468455,09,FONTIBÓN,77,ZONA FRANCA,2019-01-15,00:00:00,FEMENINO,2019,1
-74.07717799999995,4.595089999849136,17,CANDELARIA,94,LA CANDELARIA,2019-08-04,00:00:00,FEMENINO,2019,1
-74.11208499999998,4.693510999845962,10,ENGATIVÁ,30,BOYACA REAL,2019-09-11,00:00:00,FEMENINO,2019,1
-74.14827499999996,4.554200999850472,19,CIUDAD BOLÍVAR,67,LUCERO,2018-10-30,00:00:00,FEMENINO,2018,1
-74.05794999999995,4.668366999846772,02,CHAPINERO,97,CHICO LAGO,2018-08-03,00:00:00,FEMENINO,2018,1
-74.14403311899997,4.5635525348501735,19,CIUDAD BOLÍVAR,66,SAN FRANCISCO,2021-09-26,00:00:00,FEMENINO,2021,1
-74.08341708499995,4.735239997844603,11,SUBA,28,EL RINCON,2021-10-17,00:00:00,FEMENINO,2021,1
-74.09621299999998,4.488344999852619,05,USME,61,CIUDAD USME,2018-07-16,00:00:00,FEMENINO,2018,1
-74.06419999999997,4.647990999847434,02,CHAPINERO,99,CHAPINERO,2018-11-22,00:00:00,MASCULINO,2018,1
-74.01964854199997,4.669509453846718,02,CHAPINERO,89,SAN ISIDRO - PATIOS,2020-08-13,00:00:00,FEMENINO,2020,1
-74.14309999999995,4.552489999850527,19,CIUDAD BOLÍVAR,67,LUCERO,2021-03-16,00:00:00,FEMENINO,2021,1
-74.09399599999995,4.612738999848566,16,PUENTE ARANDA,108,ZONA INDUSTRIAL,2019-06-28,00:00:00,FEMENINO,2019,1
-74.11682495299993,4.558002777850371,18,RAFAEL URIBE URIBE,54,MARRUECOS,2021-04-16,00:00:00,FEMENINO,2021,1
-74.10103124899996,4.558195304850331,04,SAN CRISTÓBAL,50,LA GLORIA,2018-03-18,00:00:00,FEMENINO,2018,1
-74.16100688099993,4.64393132784758,08,KENNEDY,82,PATIO BONITO,2018-04-06,00:00:00,FEMENINO,2018,1
-74.09187499999996,4.690366999846042,10,ENGATIVÁ,26,LAS FERIAS,2018-01-01,00:00:00,FEMENINO,2018,1
-74.07455999999996,4.587529999849421,03,SANTA FE,96,LOURDES,2021-01-22,00:00:00,FEMENINO,2021,1
-74.07808699999998,4.6016279998489615,03,SANTA FE,93,LAS NIEVES,2020-03-16,00:00:00,FEMENINO,2020,1
-74.03676199999995,4.685739999846227,01,USAQUÉN,14,USAQUEN,2019-07-17,00:00:00,MASCULINO,2019,1
-74.18721099999993,4.633432999847885,07,BOSA,86,EL PORVENIR,2018-01-27,00:00:00,FEMENINO,2018,1
-74.09095399999995,4.6203809998483525,16,PUENTE ARANDA,108,ZONA INDUSTRIAL,2018-03-01,00:00:00,FEMENINO,2018,1
-74.10144273299994,4.729712948844761,11,SUBA,28,EL RINCON,2021-01-08,00:00:00,FEMENINO,2021,1
-74.08797999999996,4.520219999851595,04,SAN CRISTÓBAL,51,LOS LIBERTADORES,2020-05-17,00:00:00,FEMENINO,2020,1
-74.08683799999994,4.553657999850492,04,SAN CRISTÓBAL,32,SAN BLAS,2019-07-25,00:00:00,FEMENINO,2019,1
-74.15002199999998,4.5607819998502945,19,CIUDAD BOLÍVAR,66,SAN FRANCISCO,2018-11-28,00:00:00,FEMENINO,2018,1
-74.08975168199999,4.622683683848243,16,PUENTE ARANDA,108,ZONA INDUSTRIAL,2019-02-08,00:00:00,FEMENINO,2019,1
-74.21221499999996,4.610639999848646,07,BOSA,85,BOSA CENTRAL,2021-05-04,00:00:00,FEMENINO,2021,1
-74.14329565799994,4.604939712848808,08,KENNEDY,45,CARVAJAL,2021-11-09,00:00:00,FEMENINO,2021,1
-74.08536854199997,4.553654439850511,04,SAN CRISTÓBAL,32,SAN BLAS,2020-11-01,00:00:00,FEMENINO,2020,1
-74.08453899999995,4.727363999844822,11,SUBA,28,EL RINCON,2020-03-20,00:00:00,FEMENINO,2020,1
-74.20660979899998,4.6296254758480435,07,BOSA,87,TINTAL SUR,2018-05-22,00:00:00,MASCULINO,2018,1
-74.09860393699995,4.56292847185022,04,SAN CRISTÓBAL,34,20 DE JULIO,2019-10-23,00:00:00,FEMENINO,2019,1
-74.19192999999996,4.623139999848226,07,BOSA,84,BOSA OCCIDENTAL,2021-05-04,00:00:00,MASCULINO,2021,1
-74.04874131799994,4.748952317844126,11,SUBA,18,BRITALIA,2019-06-08,00:00:00,FEMENINO,2019,1
-74.13961147599997,4.561887576850236,19,CIUDAD BOLÍVAR,66,SAN FRANCISCO,2020-03-01,00:00:00,FEMENINO,2020,1
-74.08562999999998,4.568999999850027,04,SAN CRISTÓBAL,32,SAN BLAS,2018-08-24,00:00:00,FEMENINO,2018,1
-74.08694399999996,4.620767009848338,16,PUENTE ARANDA,108,ZONA INDUSTRIAL,2019-05-20,00:00:00,FEMENINO,2019,1
-74.18173699999994,4.5901139998493,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2019-07-01,00:00:00,FEMENINO,2019,1
-74.21071949999998,4.638815260847735,07,BOSA,87,TINTAL SUR,2019-09-24,00:00:00,MASCULINO,2019,1
-74.10692402299998,4.507477673851985,05,USME,57,GRAN YOMASA,2019-04-23,00:00:00,FEMENINO,2019,1
-74.16596599999997,4.566754336850047,19,CIUDAD BOLÍVAR,70,JERUSALEM,2019-02-22,00:00:00,MASCULINO,2019,1
-74.16768854199995,4.620054447848371,08,KENNEDY,81,GRAN BRITALIA,2020-09-06,00:00:00,FEMENINO,2020,1
-74.07097599999997,4.654348999847203,12,BARRIOS UNIDOS,98,LOS ALCAZARES,2019-08-06,00:00:00,FEMENINO,2019,1
-74.19374993199995,4.634734120847878,07,BOSA,86,EL PORVENIR,2019-01-15,00:00:00,FEMENINO,2019,1
-74.07366999999994,4.599599999849023,17,CANDELARIA,94,LA CANDELARIA,2021-06-04,00:00:00,FEMENINO,2021,1
-74.07918398599998,4.545393180850783,04,SAN CRISTÓBAL,50,LA GLORIA,2018-02-26,00:00:00,FEMENINO,2018,1
-74.16775999999999,4.622869999848238,08,KENNEDY,81,GRAN BRITALIA,2021-02-09,00:00:00,FEMENINO,2021,1
-74.11765799999995,4.742110999844349,11,SUBA,71,TIBABUYES,2019-09-03,00:00:00,FEMENINO,2019,1
-74.10975799999994,4.602705999848927,16,PUENTE ARANDA,40,CIUDAD MONTES,2020-05-05,00:00:00,FEMENINO,2020,1
-74.07467008499998,4.730406307844759,11,SUBA,24,NIZA,2020-12-03,00:00:00,FEMENINO,2020,1
-74.11875854199997,4.559384440850286,18,RAFAEL URIBE URIBE,54,MARRUECOS,2020-12-08,00:00:00,FEMENINO,2020,1
-74.10187754199995,4.496608432852369,05,USME,59,ALFONSO LOPEZ,2020-10-07,00:00:00,FEMENINO,2020,1
-74.11022854199996,4.594504444849166,15,ANTONIO NARIÑO,38,RESTREPO,2020-12-08,00:00:00,FEMENINO,2020,1
-74.06964603399996,4.6160507918484885,03,SANTA FE,91,SAGRADO CORAZON,2021-05-01,00:00:00,MASCULINO,2021,1
-74.14299999999997,4.547944999850669,19,CIUDAD BOLÍVAR,67,LUCERO,2021-02-12,00:00:00,FEMENINO,2021,1
-74.07528699999995,4.6027679998488855,03,SANTA FE,93,LAS NIEVES,2019-11-02,00:00:00,FEMENINO,2019,1
-74.17210199999994,4.645244999847521,08,KENNEDY,82,PATIO BONITO,2019-10-03,00:00:00,FEMENINO,2019,1
-74.14716935399997,4.676699482846501,09,FONTIBÓN,75,FONTIBON,2018-01-18,00:00:00,FEMENINO,2018,1
-74.17695899999995,4.6251339998481855,07,BOSA,84,BOSA OCCIDENTAL,2019-09-22,00:00:00,FEMENINO,2019,1
-74.10569399999997,4.630054999847987,16,PUENTE ARANDA,111,PUENTE ARANDA,2018-11-16,00:00:00,FEMENINO,2018,1
-74.11139477199998,4.529474592851273,05,USME,56,DANUBIO,2018-08-22,00:00:00,MASCULINO,2018,1
-74.08491099999998,4.612682999848602,14,LOS MÁRTIRES,102,LA SABANA,2019-09-16,00:00:00,FEMENINO,2019,1
-74.10978999999998,4.548232999850674,18,RAFAEL URIBE URIBE,55,DIANA TURBAY,2019-10-16,00:00:00,FEMENINO,2019,1
-74.15895999999998,4.549559999850627,19,CIUDAD BOLÍVAR,67,LUCERO,2019-03-15,00:00:00,MASCULINO,2019,1
-74.17292499999996,4.587684999849371,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2021-03-11,00:00:00,FEMENINO,2021,1
-74.13422231799996,4.7050869898455625,10,ENGATIVÁ,74,ENGATIVA,2019-04-16,00:00:00,MASCULINO,2019,1
-74.13547799999998,4.5813049998496,06,TUNJUELITO,42,VENECIA,2019-08-09,00:00:00,FEMENINO,2019,1
-74.10977199999996,4.700758999845726,10,ENGATIVÁ,30,BOYACA REAL,2018-09-01,00:00:00,FEMENINO,2018,1
-74.06868199999997,4.674455999846544,12,BARRIOS UNIDOS,22,DOCE DE OCTUBRE,2019-01-16,00:00:00,FEMENINO,2019,1
-74.16763815599995,4.6096405748487,08,KENNEDY,48,TIMIZA,2018-06-30,00:00:00,FEMENINO,2018,1
-74.07796405299996,4.6026046058489145,03,SANTA FE,93,LAS NIEVES,2021-01-18,00:00:00,FEMENINO,2021,1
-74.13479999999998,4.5398799998509345,19,CIUDAD BOLÍVAR,68,EL TESORO,2021-09-04,00:00:00,FEMENINO,2021,1
-74.10091590399998,4.5657593248501085,04,SAN CRISTÓBAL,34,20 DE JULIO,2019-07-03,00:00:00,FEMENINO,2019,1
-74.18751899999995,4.641775999847631,07,BOSA,86,EL PORVENIR,2018-06-15,00:00:00,FEMENINO,2018,1
-74.17651854199994,4.641094450847685,08,KENNEDY,82,PATIO BONITO,2020-09-16,00:00:00,FEMENINO,2020,1
-74.09437576999994,4.743362822844321,11,SUBA,28,EL RINCON,2021-08-21,00:00:00,FEMENINO,2021,1
-74.12100154199999,4.706468458845546,10,ENGATIVÁ,73,GARCES NAVAS,2020-11-03,00:00:00,FEMENINO,2020,1
-74.17737911699999,4.643522652847578,08,KENNEDY,82,PATIO BONITO,2019-03-19,00:00:00,FEMENINO,2019,1
-74.14899011699998,4.6162086528484805,08,KENNEDY,45,CARVAJAL,2019-03-28,00:00:00,FEMENINO,2019,1
-74.06126299999994,4.667775999846801,12,BARRIOS UNIDOS,98,LOS ALCAZARES,2020-07-04,00:00:00,FEMENINO,2020,1
-74.09329020399997,4.576387220849772,04,SAN CRISTÓBAL,33,SOSIEGO,2020-09-23,00:00:00,MASCULINO,2020,1
-74.09012699999994,4.53355220085113,04,SAN CRISTÓBAL,51,LOS LIBERTADORES,2021-11-30,00:00:00,FEMENINO,2021,1
-74.09292231799998,4.528946314851306,04,SAN CRISTÓBAL,51,LOS LIBERTADORES,2019-06-11,00:00:00,FEMENINO,2019,1
-74.09337299999999,4.73663199984454,11,SUBA,28,EL RINCON,2019-09-06,00:00:00,MASCULINO,2019,1
-74.13179999999994,4.72538399984494,10,ENGATIVÁ,73,GARCES NAVAS,2019-05-15,00:00:00,FEMENINO,2019,1
-74.17488854199996,4.586304443849456,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2020-09-28,00:00:00,FEMENINO,2020,1
-74.18629760099998,4.632838945847926,07,BOSA,86,EL PORVENIR,2018-09-19,00:00:00,FEMENINO,2018,1
-74.10088897999998,4.679345086846422,10,ENGATIVÁ,31,SANTA CECILIA,2018-04-22,00:00:00,FEMENINO,2018,1
-74.09550254199996,4.70785645884546,10,ENGATIVÁ,29,MINUTO DE DIOS,2020-11-27,00:00:00,MASCULINO,2020,1
-74.16065999999995,4.571359999849911,19,CIUDAD BOLÍVAR,70,JERUSALEM,2021-12-25,00:00:00,FEMENINO,2021,1
-74.17561099999995,4.650119999847388,08,KENNEDY,82,PATIO BONITO,2020-05-14,00:00:00,FEMENINO,2020,1
-74.16184874599998,4.568759748850002,19,CIUDAD BOLÍVAR,70,JERUSALEM,2020-07-25,00:00:00,MASCULINO,2020,1
-74.07416699999999,4.598123999849052,17,CANDELARIA,94,LA CANDELARIA,2020-02-10,00:00:00,FEMENINO,2020,1
-74.19749099999996,4.635956999847852,07,BOSA,86,EL PORVENIR,2021-03-19,00:00:00,FEMENINO,2021,1
-74.11858741199995,4.746791849844193,11,SUBA,71,TIBABUYES,2020-01-29,00:00:00,FEMENINO,2020,1
-74.18335611699996,4.595281652849131,19,CIUDAD BOLÍVAR,69,ISMAEL PERDOMO,2019-04-01,00:00:00,FEMENINO,2019,1
-74.19863154199999,4.647179450847469,07,BOSA,86,EL PORVENIR,2020-11-17,00:00:00,FEMENINO,2020,1
-74.05340999999999,4.66899999984674,02,CHAPINERO,97,CHICO LAGO,2020-08-04,00:00:00,FEMENINO,2020,1
-74.15544999999997,4.606519999848787,08,KENNEDY,48,TIMIZA,2020-12-14,00:00:00,FEMENINO,2020,1
-74.14116999999999,4.714259999845254,10,ENGATIVÁ,74,ENGATIVA,2020-05-18,00:00:00,FEMENINO,2020,1
-74.09398325499996,4.511354453851899,05,USME,52,LA FLORA,2018-03-10,00:00:00,FEMENINO,2018,1
-74.10864249199994,4.552097819850533,18,RAFAEL URIBE URIBE,55,DIANA TURBAY,2021-08-08,00:00:00,FEMENINO,2021,1
-74.12862321999995,4.657828091847111,09,FONTIBÓN,112,GRANJAS DE TECHO,2019-12-10,00:00:00,MASCULINO,2019,1
-74.16669354199996,4.602629445848896,07,BOSA,49,APOGEO,2020-12-26,00:00:00,FEMENINO,2020,1
-74.10897499999999,4.4970129998523385,05,USME,58,COMUNEROS,2019-08-01,00:00:00,MASCULINO,2019,1
-74.10052316299993,4.557746071850366,04,SAN CRISTÓBAL,50,LA GLORIA,2020-07-27,00:00:00,FEMENINO,2020,1
-74.15867731799995,4.5524634748505175,19,CIUDAD BOLÍVAR,67,LUCERO,2021-01-06,00:00:00,FEMENINO,2021,1
