"LONGITUD","LATITUD","FECHA_HECHO","HORA_HECHO","GENERO","AÑO","theft_to_people"
"-74.06916052999998","4.619030693848392","2019-04-02","00:00:00","FEMENINO","2019","1"
"-74.08063858999998","4.596119735849118","2018-12-12","00:00:00","MASCULINO","2018","1"
"-74.06671575999997","4.605674082848814","2020-03-13","00:00:00","MASCULINO","2020","1"
"-74.06760832999998","4.6026998108488915","2018-11-20","00:00:00","MASCULINO","2018","1"
"-74.06654001999993","4.608330548848748","2019-05-10","00:00:00","MASCULINO","2019","1"
"-74.08318659999998","4.593915945849182","2018-06-25","00:00:00","MASCULINO","2018","1"
"-74.07389999999998","4.6059999998488035","2022-04-04","00:00:00","FEMENINO","2022","1"
"-74.07639049999995","4.608198423848705","2019-03-21","00:00:00","FEMENINO","2019","1"
"-74.07621005999994","4.606696618848779","2018-03-03","00:00:00","MASCULINO","2018","1"
"-74.06890841999996","4.615499294848511","2018-07-20","00:00:00","MASCULINO","2018","1"
"-74.07687351999994","4.601978243848947","2021-02-18","00:00:00","MASCULINO","2021","1"
"-74.07949587999997","4.603466083848878","2019-11-24","00:00:00","MASCULINO","2019","1"
"-74.07019999999994","4.616539999848442","2022-10-23","00:00:00","MASCULINO","2022","1"
"-74.08147774999998","4.592016013849226","2018-11-10","00:00:00","FEMENINO","2018","1"
"-74.06959999999998","4.614749999848539","2022-11-22","00:00:00","MASCULINO","2022","1"
"-74.06686726999999","4.605517088848812","2018-08-14","00:00:00","FEMENINO","2018","1"
"-74.07161168999994","4.605305346848844","2019-08-28","00:00:00","FEMENINO","2019","1"
"-74.07157992999998","4.605364197848851","2021-09-27","00:00:00","MASCULINO","2021","1"
"-74.07544270999995","4.604269083848871","2020-05-09","00:00:00","MASCULINO","2020","1"
"-74.07819769999998","4.60007971784902","2018-04-01","00:00:00","FEMENINO","2018","1"
"-74.07743593999999","4.6017373288489525","2018-08-28","00:00:00","MASCULINO","2018","1"
"-74.06751581999998","4.624515730848182","2019-12-18","00:00:00","FEMENINO","2019","1"
"-74.08011772999998","4.584452106849515","2020-01-05","00:00:00","MASCULINO","2020","1"
"-74.07859465999996","4.60224797984895","2018-08-02","00:00:00","FEMENINO","2018","1"
"-74.07533945999995","4.609008481848687","2019-04-24","00:00:00","FEMENINO","2019","1"
"-74.07506486999995","4.610399619848675","2018-04-12","00:00:00","MASCULINO","2018","1"
"-74.06588823999994","4.625647446848179","2019-07-20","00:00:00","FEMENINO","2019","1"
"-74.06891724999997","4.603610616848901","2019-02-26","00:00:00","MASCULINO","2019","1"
"-74.06495293999996","4.598530551849051","2018-04-13","00:00:00","MASCULINO","2018","1"
"-74.06859460999993","4.619643978848346","2018-01-16","00:00:00","MASCULINO","2018","1"
"-74.07774973999994","4.604745589848844","2018-04-04","00:00:00","MASCULINO","2018","1"
"-74.07174494999998","4.616272257848452","2018-05-17","00:00:00","MASCULINO","2018","1"
"-74.06719999999996","4.602879999848881","2022-11-02","00:00:00","MASCULINO","2022","1"
"-74.06436314999996","4.618625116848363","2021-10-03","00:00:00","FEMENINO","2021","1"
"-74.08579999999995","4.5937899998492195","2022-09-10","00:00:00","MASCULINO","2022","1"
"-74.07115660999995","4.606135234848809","2019-01-11","00:00:00","MASCULINO","2019","1"
"-74.06852027999997","4.6135329908485625","2018-02-06","00:00:00","MASCULINO","2018","1"
"-74.06675001999997","4.606121958848811","2018-06-14","00:00:00","FEMENINO","2018","1"
"-74.07241752999994","4.601599808848946","2018-02-16","00:00:00","FEMENINO","2018","1"
"-74.07209999999998","4.607579999848741","2022-08-26","00:00:00","MASCULINO","2022","1"
"-74.07434671999994","4.606163059848772","2018-10-17","00:00:00","FEMENINO","2018","1"
"-74.07262626999994","4.609157081848671","2018-10-17","00:00:00","FEMENINO","2018","1"
"-74.07790612999997","4.589041410849341","2019-07-23","00:00:00","MASCULINO","2019","1"
"-74.07970604999997","4.603541121848853","2018-03-06","00:00:00","MASCULINO","2018","1"
"-74.06939999999997","4.615239999848479","2022-01-07","00:00:00","MASCULINO","2022","1"
"-74.06492348999996","4.616884605848438","2018-09-21","00:00:00","MASCULINO","2018","1"
"-74.06711654999998","4.621339370848282","2018-12-03","00:00:00","MASCULINO","2018","1"
"-74.08475145999995","4.5935455548492055","2019-05-01","00:00:00","FEMENINO","2019","1"
"-74.07957927999996","4.603455019848905","2020-10-16","00:00:00","FEMENINO","2020","1"
"-74.08009999999996","4.601699999848937","2022-07-07","00:00:00","MASCULINO","2022","1"
"-74.08493639999995","4.5895900278493125","2020-01-22","00:00:00","MASCULINO","2020","1"
"-74.06643607999996","4.608743664848677","2020-02-24","00:00:00","MASCULINO","2020","1"
"-74.07644366999995","4.602600699848892","2021-10-01","00:00:00","FEMENINO","2021","1"
"-74.06409999999994","4.624404937848209","2018-06-13","00:00:00","FEMENINO","2018","1"
"-74.07761832999995","4.600964854848944","2020-01-19","00:00:00","MASCULINO","2020","1"
"-74.08095305999996","4.58657577784944","2021-05-23","00:00:00","FEMENINO","2021","1"
"-74.07419999999996","4.610059999848656","2022-04-03","00:00:00","MASCULINO","2022","1"
"-74.07122394999993","4.606164735848792","2018-09-19","00:00:00","MASCULINO","2018","1"
"-74.07623601999995","4.608417653848721","2019-02-04","00:00:00","FEMENINO","2019","1"
"-74.06362796999997","4.606075855848822","2018-03-23","00:00:00","MASCULINO","2018","1"
"-74.07481444999996","4.611178613848623","2019-10-20","00:00:00","MASCULINO","2019","1"
"-74.06739999999996","4.609039999848704","2022-09-27","00:00:00","MASCULINO","2022","1"
"-74.07951733999994","4.603252199848886","2019-08-22","00:00:00","MASCULINO","2019","1"
"-74.06807293999998","4.618996929848361","2021-07-26","00:00:00","FEMENINO","2021","1"
"-74.08049999999997","4.588829999849338","2022-11-28","00:00:00","FEMENINO","2022","1"
"-74.07820706999996","4.599995302849014","2020-03-14","00:00:00","FEMENINO","2020","1"
"-74.06959999999998","4.615339999848508","2022-09-23","00:00:00","MASCULINO","2022","1"
"-74.06619999999998","4.604659999848816","2022-08-17","00:00:00","MASCULINO","2022","1"
"-74.07772029999995","4.601049322848949","2021-04-06","00:00:00","MASCULINO","2021","1"
"-74.06814462999995","4.602843869848931","2018-01-26","00:00:00","MASCULINO","2018","1"
"-74.06849999999997","4.617679999848435","2022-07-15","00:00:00","FEMENINO","2022","1"
"-74.06939999999997","4.6151999998485245","2022-05-13","00:00:00","MASCULINO","2022","1"
"-74.07810825999996","4.600248031848958","2019-06-26","00:00:00","FEMENINO","2019","1"
"-74.07787582999998","4.603610455848897","2021-07-28","00:00:00","MASCULINO","2021","1"
"-74.06987990999994","4.612199081848627","2018-02-09","00:00:00","FEMENINO","2018","1"
"-74.07889999999998","4.59995999984901","2022-07-17","00:00:00","FEMENINO","2022","1"
"-74.06859999999995","4.627059999848095","2022-09-27","00:00:00","MASCULINO","2022","1"
"-74.07420924999997","4.607267870848745","2019-11-21","00:00:00","FEMENINO","2019","1"
"-74.07129636999997","4.606163566848811","2018-06-13","00:00:00","MASCULINO","2018","1"
"-74.07160592999998","4.605170175848836","2018-10-06","00:00:00","MASCULINO","2018","1"
"-74.06886091999996","4.61737482584844","2018-01-26","00:00:00","MASCULINO","2018","1"
"-74.08126613999997","4.595033637849183","2020-09-05","00:00:00","FEMENINO","2020","1"
"-74.06357533999994","4.6244369688481894","2019-04-30","00:00:00","MASCULINO","2019","1"
"-74.07888433999995","4.602145345848918","2020-11-25","00:00:00","MASCULINO","2020","1"
"-74.08449396999998","4.593716664849196","2021-07-23","00:00:00","MASCULINO","2021","1"
"-74.06848576999994","4.623578606848248","2021-03-01","00:00:00","FEMENINO","2021","1"
"-74.06919999999997","4.613539999848563","2022-01-25","00:00:00","MASCULINO","2022","1"
"-74.07950679999993","4.603879018848849","2019-07-13","00:00:00","MASCULINO","2019","1"
"-74.07248933999995","4.602429968848939","2019-04-24","00:00:00","MASCULINO","2019","1"
"-74.08072121999999","4.591007982849287","2018-04-15","00:00:00","MASCULINO","2018","1"
"-74.06819227999995","4.618751030848383","2019-07-08","00:00:00","MASCULINO","2019","1"
"-74.06986674999996","4.611588301848597","2019-05-28","00:00:00","FEMENINO","2019","1"
"-74.07139999999998","4.600759999848959","2022-06-21","00:00:00","MASCULINO","2022","1"
"-74.07439999999997","4.607679999848772","2022-08-19","00:00:00","MASCULINO","2022","1"
"-74.07847395999994","4.601895231848937","2018-07-14","00:00:00","MASCULINO","2018","1"
"-74.08384105999994","4.591386853849292","2020-05-21","00:00:00","MASCULINO","2020","1"
"-74.07625987999995","4.602243334848897","2019-04-05","00:00:00","FEMENINO","2019","1"
"-74.07405370999999","4.612455188848601","2020-08-06","00:00:00","FEMENINO","2020","1"
"-74.06515678999995","4.605139597848828","2018-06-21","00:00:00","MASCULINO","2018","1"
"-74.07917235999997","4.604317704848833","2019-10-11","00:00:00","MASCULINO","2019","1"
"-74.08008596999997","4.596828650849116","2018-07-19","00:00:00","MASCULINO","2018","1"
"-74.07451761999994","4.6062555188487995","2019-12-10","00:00:00","MASCULINO","2019","1"
"-74.06713011999994","4.606102177848821","2018-04-28","00:00:00","FEMENINO","2018","1"
"-74.06350431999994","4.605827396848798","2018-01-04","00:00:00","MASCULINO","2018","1"
"-74.07635750999998","4.608603489848728","2018-11-19","00:00:00","MASCULINO","2018","1"
"-74.07227065999996","4.603499629848876","2020-11-19","00:00:00","FEMENINO","2020","1"
"-74.06569999999994","4.615379999848516","2022-10-31","00:00:00","FEMENINO","2022","1"
"-74.06957170999993","4.610946654848608","2021-06-29","00:00:00","FEMENINO","2021","1"
"-74.07413145999993","4.602261347848942","2018-11-06","00:00:00","MASCULINO","2018","1"
"-74.06929999999994","4.608149999848712","2022-08-25","00:00:00","FEMENINO","2022","1"
"-74.06797501999995","4.622889594848262","2018-10-17","00:00:00","FEMENINO","2018","1"
"-74.07129999999995","4.580199999849637","2022-09-03","00:00:00","FEMENINO","2022","1"
"-74.06817511999998","4.619128329848347","2021-03-07","00:00:00","MASCULINO","2021","1"
"-74.07796878999994","4.601199821848979","2018-10-27","00:00:00","MASCULINO","2018","1"
"-74.08089347999999","4.597369480849073","2021-04-16","00:00:00","FEMENINO","2021","1"
"-74.07223734999997","4.605881175848775","2019-10-25","00:00:00","MASCULINO","2019","1"
"-74.07309999999995","4.605249999848847","2022-12-10","00:00:00","FEMENINO","2022","1"
"-74.06643912999994","4.5878765278493825","2018-05-02","00:00:00","MASCULINO","2018","1"
"-74.07524299999994","4.579337999849685","2019-10-05","00:00:00","MASCULINO","2019","1"
"-74.07397671999996","4.607040297848791","2020-02-24","00:00:00","MASCULINO","2020","1"
"-74.06580750999996","4.608539023848702","2019-01-27","00:00:00","FEMENINO","2019","1"
"-74.07032607999997","4.585853445849455","2020-06-26","00:00:00","FEMENINO","2020","1"
"-74.08630449999998","4.591506021849261","2018-09-04","00:00:00","MASCULINO","2018","1"
"-74.06817695999996","4.6220470568482614","2020-11-02","00:00:00","FEMENINO","2020","1"
"-74.07849999999996","4.602749999848934","2022-04-04","00:00:00","MASCULINO","2022","1"
"-74.07866975999997","4.602819243848897","2018-12-14","00:00:00","MASCULINO","2018","1"
"-74.07829999999996","4.601129999848971","2022-09-11","00:00:00","MASCULINO","2022","1"
"-74.06884139999994","4.610490229848641","2021-11-19","00:00:00","FEMENINO","2021","1"
"-74.07437887999998","4.60335583084888","2019-11-05","00:00:00","MASCULINO","2019","1"
"-74.06775245999995","4.5854161488494425","2019-07-07","00:00:00","MASCULINO","2019","1"
"-74.07854552999999","4.602484055848901","2019-05-31","00:00:00","FEMENINO","2019","1"
"-74.07609999999994","4.608689999848684","2022-09-13","00:00:00","FEMENINO","2022","1"
"-74.06988853999997","4.61124455284864","2019-05-05","00:00:00","FEMENINO","2019","1"
"-74.07806948999996","4.600161516848999","2021-10-19","00:00:00","FEMENINO","2021","1"
"-74.07623736999994","4.608571602848697","2019-05-24","00:00:00","FEMENINO","2019","1"
"-74.06879999999995","4.606649999848781","2022-12-07","00:00:00","MASCULINO","2022","1"
"-74.07161018999994","4.605278752848825","2021-11-06","00:00:00","MASCULINO","2021","1"
"-74.07282752999998","4.6083097018487225","2021-05-19","00:00:00","MASCULINO","2021","1"
"-74.07238265999996","4.609021711848716","2021-09-17","00:00:00","MASCULINO","2021","1"
"-74.06927129999997","4.622314405848262","2019-12-12","00:00:00","FEMENINO","2019","1"
"-74.07646999999997","4.602849999848904","2020-11-23","00:00:00","FEMENINO","2020","1"
"-74.06665940999994","4.622311076848283","2018-10-01","00:00:00","FEMENINO","2018","1"
"-74.06830019999995","4.602817134848916","2018-06-02","00:00:00","MASCULINO","2018","1"
"-74.07257577999997","4.611513442848602","2020-11-14","00:00:00","MASCULINO","2020","1"
"-74.06886359999999","4.6127479958485855","2018-10-27","00:00:00","MASCULINO","2018","1"
"-74.06684657999995","4.624404937848209","2018-07-19","00:00:00","MASCULINO","2018","1"
"-74.07202689999997","4.604639108848862","2018-08-22","00:00:00","MASCULINO","2018","1"
"-74.06745005999994","4.604758471848859","2019-05-07","00:00:00","MASCULINO","2019","1"
"-74.07920619999999","4.603594952848853","2019-10-31","00:00:00","MASCULINO","2019","1"
"-74.07337811999997","4.601503706848961","2020-03-04","00:00:00","FEMENINO","2020","1"
"-74.07564999999994","4.60746999984874","2018-06-29","00:00:00","MASCULINO","2018","1"
"-74.06331104999998","4.6211007188482816","2019-02-10","00:00:00","MASCULINO","2019","1"
"-74.07902639999998","4.603002895848872","2019-09-15","00:00:00","FEMENINO","2019","1"
"-74.07013069999994","4.606542084848797","2021-01-08","00:00:00","MASCULINO","2021","1"
"-74.07139999999998","4.61494999984848","2022-01-31","00:00:00","MASCULINO","2022","1"
"-74.06429999999995","4.594839999849149","2022-12-17","00:00:00","MASCULINO","2022","1"
"-74.06759999999997","4.60429999984883","2022-02-04","00:00:00","MASCULINO","2022","1"
"-74.07433499999996","4.586277641849416","2018-12-03","00:00:00","FEMENINO","2018","1"
"-74.07155988999995","4.605460999848817","2021-07-09","00:00:00","MASCULINO","2021","1"
"-74.07889617999996","4.603167443848908","2021-04-28","00:00:00","FEMENINO","2021","1"
"-74.06779071999995","4.603482124848861","2019-10-01","00:00:00","FEMENINO","2019","1"
"-74.07611333999995","4.608771346848733","2018-12-01","00:00:00","MASCULINO","2018","1"
"-74.07010506999995","4.6203791298483425","2019-12-09","00:00:00","MASCULINO","2019","1"
"-74.06755468999995","4.604744042848831","2019-09-27","00:00:00","FEMENINO","2019","1"
"-74.06555646999993","4.604656627848835","2021-03-10","00:00:00","MASCULINO","2021","1"
"-74.06559999999996","4.605719999848836","2022-11-04","00:00:00","MASCULINO","2022","1"
"-74.06735619999995","4.607207417848744","2018-01-13","00:00:00","MASCULINO","2018","1"
"-74.07447499999995","4.605591999848818","2019-07-23","00:00:00","MASCULINO","2019","1"
"-74.06832782999999","4.603359998848909","2020-12-23","00:00:00","FEMENINO","2020","1"
"-74.08099999999996","4.600709999848969","2022-09-17","00:00:00","MASCULINO","2022","1"
"-74.07950258999995","4.603539307848878","2018-06-24","00:00:00","FEMENINO","2018","1"
"-74.07461166999997","4.6087034948487045","2018-10-10","00:00:00","MASCULINO","2018","1"
"-74.06831803999995","4.585469722849491","2018-09-15","00:00:00","MASCULINO","2018","1"
"-74.08270916999999","4.592477682849216","2019-10-16","00:00:00","FEMENINO","2019","1"
"-74.07894633999996","4.582822313849562","2019-05-23","00:00:00","FEMENINO","2019","1"
"-74.07216807999998","4.615160283848521","2018-12-12","00:00:00","MASCULINO","2018","1"
"-74.06605264999996","4.624485272848217","2021-10-13","00:00:00","FEMENINO","2021","1"
"-74.06679201999998","4.624864953848167","2021-11-11","00:00:00","MASCULINO","2021","1"
"-74.07927593999995","4.603284281848904","2019-06-15","00:00:00","FEMENINO","2019","1"
"-74.06968021999995","4.6017704598489555","2018-04-21","00:00:00","FEMENINO","2018","1"
"-74.07006522999995","4.601078199848988","2020-10-29","00:00:00","FEMENINO","2020","1"
"-74.07606264999998","4.608651128848734","2018-02-16","00:00:00","FEMENINO","2018","1"
"-74.07849999999996","4.602999999848916","2022-08-11","00:00:00","MASCULINO","2022","1"
"-74.07840075999997","4.602576179848893","2021-06-12","00:00:00","FEMENINO","2021","1"
"-74.06960612999995","4.601804431848937","2018-02-05","00:00:00","FEMENINO","2018","1"
"-74.07699999999994","4.605119999848833","2022-11-20","00:00:00","MASCULINO","2022","1"
"-74.06999008999998","4.601108380848986","2020-08-28","00:00:00","MASCULINO","2020","1"
"-74.07275295999995","4.615470104848485","2019-11-18","00:00:00","MASCULINO","2019","1"
"-74.06668526999994","4.615233503848509","2020-07-21","00:00:00","MASCULINO","2020","1"
"-74.06948952999994","4.613732626848542","2019-04-11","00:00:00","MASCULINO","2019","1"
"-74.06643662999994","4.625916619848157","2018-01-09","00:00:00","MASCULINO","2018","1"
"-74.06506022999997","4.59718950484911","2019-10-13","00:00:00","FEMENINO","2019","1"
"-74.08015167999997","4.601609816848946","2019-12-21","00:00:00","MASCULINO","2019","1"
"-74.06818768999995","4.62136368284828","2018-06-14","00:00:00","FEMENINO","2018","1"
"-74.08229802999995","4.599672809849028","2020-01-31","00:00:00","MASCULINO","2020","1"
"-74.07096645999997","4.6127648128486","2019-03-14","00:00:00","MASCULINO","2019","1"
"-74.07222991999998","4.603486625848895","2019-02-17","00:00:00","FEMENINO","2019","1"
"-74.07169999999996","4.605459999848817","2022-08-24","00:00:00","MASCULINO","2022","1"
"-74.06736827999998","4.604292960848865","2019-10-26","00:00:00","MASCULINO","2019","1"
"-74.07619999999997","4.606919999848779","2022-11-05","00:00:00","FEMENINO","2022","1"
"-74.06593128999998","4.604985643848846","2018-05-14","00:00:00","MASCULINO","2018","1"
"-74.07072477999998","4.612630363848575","2018-07-06","00:00:00","MASCULINO","2018","1"
"-74.07519999999994","4.605359999848849","2022-06-09","00:00:00","FEMENINO","2022","1"
"-74.07220298999994","4.615480811848483","2018-08-23","00:00:00","MASCULINO","2018","1"
"-74.07711329999995","4.588352700849398","2019-04-27","00:00:00","FEMENINO","2019","1"
"-74.07989284999996","4.603589067848908","2020-07-06","00:00:00","FEMENINO","2020","1"
"-74.07280242999997","4.602534050848885","2018-10-10","00:00:00","FEMENINO","2018","1"
"-74.08225318999996","4.5921461568492585","2019-09-28","00:00:00","FEMENINO","2019","1"
"-74.06837007999997","4.602657033848919","2018-05-18","00:00:00","FEMENINO","2018","1"
"-74.06897597999995","4.618084327848428","2019-02-05","00:00:00","MASCULINO","2019","1"
"-74.07429999999994","4.606149999848814","2022-09-05","00:00:00","FEMENINO","2022","1"
"-74.07159999999999","4.605759999848795","2022-09-24","00:00:00","FEMENINO","2022","1"
"-74.06939999999997","4.613929999848535","2022-06-01","00:00:00","FEMENINO","2022","1"
"-74.08109346999998","4.595395594849164","2020-07-23","00:00:00","FEMENINO","2020","1"
"-74.08369781999994","4.597664442849063","2020-01-03","00:00:00","MASCULINO","2020","1"
"-74.07857319999994","4.602797694848901","2020-10-29","00:00:00","MASCULINO","2020","1"
"-74.06408731999994","4.6172995108484365","2019-12-06","00:00:00","FEMENINO","2019","1"
"-74.07904490999994","4.601888973848964","2021-02-04","00:00:00","MASCULINO","2021","1"
"-74.07119046999998","4.606315097848776","2019-05-26","00:00:00","FEMENINO","2019","1"
"-74.07231299999995","4.603406426848879","2018-09-13","00:00:00","FEMENINO","2018","1"
"-74.06798004999996","4.604361830848867","2020-02-07","00:00:00","FEMENINO","2020","1"
"-74.07729999999998","4.604599999848858","2022-04-04","00:00:00","FEMENINO","2022","1"
"-74.08122140999996","4.595284344849138","2019-03-19","00:00:00","FEMENINO","2019","1"
"-74.06184616999997","4.61652132984848","2018-03-02","00:00:00","MASCULINO","2018","1"
"-74.06841219999995","4.603067158848881","2018-01-19","00:00:00","MASCULINO","2018","1"
"-74.06910364999999","4.603097054848878","2019-09-21","00:00:00","MASCULINO","2019","1"
"-74.06825205999996","4.628121061848079","2018-08-18","00:00:00","MASCULINO","2018","1"
"-74.07227427999999","4.6061873738487975","2019-07-10","00:00:00","MASCULINO","2019","1"
"-74.06963530999997","4.601838276848955","2021-09-17","00:00:00","MASCULINO","2021","1"
"-74.06847100999994","4.61726709984843","2018-09-08","00:00:00","MASCULINO","2018","1"
"-74.07158544999999","4.605435361848811","2019-12-13","00:00:00","FEMENINO","2019","1"
"-74.07162421999993","4.605152068848817","2021-06-11","00:00:00","FEMENINO","2021","1"
"-74.06820706999997","4.6186665818484","2018-07-18","00:00:00","FEMENINO","2018","1"
"-74.07369999999997","4.607599999848745","2022-05-28","00:00:00","FEMENINO","2022","1"
"-74.07912325999996","4.603952942848838","2020-04-27","00:00:00","MASCULINO","2020","1"
"-74.06854224999995","4.616809824848471","2021-10-25","00:00:00","FEMENINO","2021","1"
"-74.07701751999997","4.601899377848922","2020-11-10","00:00:00","MASCULINO","2020","1"
"-74.08152882999997","4.601172731848974","2019-01-05","00:00:00","MASCULINO","2019","1"
"-74.07039999999995","4.607849999848735","2022-09-09","00:00:00","FEMENINO","2022","1"
"-74.07159999999999","4.605379999848792","2022-01-19","00:00:00","MASCULINO","2022","1"
"-74.08209225999997","4.5946379468491445","2020-07-22","00:00:00","MASCULINO","2020","1"
"-74.06682211999998","4.605513036848803","2018-07-13","00:00:00","FEMENINO","2018","1"
"-74.07326334999993","4.605896030848797","2019-11-23","00:00:00","MASCULINO","2019","1"
"-74.06773819999995","4.625374653848164","2020-01-08","00:00:00","MASCULINO","2020","1"
"-74.06914032999998","4.586011505849436","2019-03-09","00:00:00","MASCULINO","2019","1"
"-74.06840953999995","4.602541422848912","2019-11-30","00:00:00","MASCULINO","2019","1"
"-74.06781203999998","4.603988151848867","2018-02-15","00:00:00","MASCULINO","2018","1"
"-74.07439709999994","4.608853212848688","2020-05-20","00:00:00","FEMENINO","2020","1"
"-74.07880386999994","4.602268329848944","2019-12-01","00:00:00","FEMENINO","2019","1"
"-74.07371303999997","4.606818715848747","2019-06-01","00:00:00","FEMENINO","2019","1"
"-74.06832956999995","4.618717946848384","2018-08-08","00:00:00","FEMENINO","2018","1"
"-74.07359999999994","4.605489999848797","2022-03-04","00:00:00","MASCULINO","2022","1"
"-74.06866383999994","4.603313994848903","2019-12-22","00:00:00","MASCULINO","2019","1"
"-74.07439999999997","4.603519999848895","2022-02-01","00:00:00","MASCULINO","2022","1"
"-74.07667341999996","4.602212575848928","2021-08-31","00:00:00","MASCULINO","2021","1"
"-74.07842839999995","4.60380543284887","2018-05-22","00:00:00","MASCULINO","2018","1"
"-74.07191535999993","4.604330960848881","2021-04-30","00:00:00","MASCULINO","2021","1"
"-74.06369999999998","4.619369999848376","2022-09-20","00:00:00","FEMENINO","2022","1"
"-74.07884404999999","4.603279098848911","2019-06-11","00:00:00","MASCULINO","2019","1"
"-74.08270914999997","4.59908210184904","2021-02-22","00:00:00","MASCULINO","2021","1"
"-74.06839999999994","4.602509999848919","2022-10-01","00:00:00","MASCULINO","2022","1"
"-74.07822987999998","4.602498255848909","2019-07-10","00:00:00","FEMENINO","2019","1"
"-74.08480924999998","4.594897114849148","2019-01-21","00:00:00","FEMENINO","2019","1"
"-74.06989999999996","4.610979999848625","2022-03-17","00:00:00","FEMENINO","2022","1"
"-74.07319999999999","4.612749999848591","2022-09-28","00:00:00","MASCULINO","2022","1"
"-74.06877567999999","4.601070442848934","2018-05-26","00:00:00","MASCULINO","2018","1"
"-74.07251148999995","4.602451373848918","2020-12-20","00:00:00","FEMENINO","2020","1"
"-74.06873485999995","4.626795152848119","2019-11-09","00:00:00","MASCULINO","2019","1"
"-74.06146293999996","4.624102533848192","2019-02-15","00:00:00","MASCULINO","2019","1"
"-74.06806449999993","4.608380398848726","2019-11-19","00:00:00","MASCULINO","2019","1"
"-74.07976409999998","4.60309549784891","2018-02-26","00:00:00","FEMENINO","2018","1"
"-74.07476973999997","4.605261448848844","2021-08-02","00:00:00","FEMENINO","2021","1"
"-74.07933003999995","4.601080273848935","2018-12-07","00:00:00","FEMENINO","2018","1"
"-74.07706042999996","4.601984931848933","2020-10-06","00:00:00","MASCULINO","2020","1"
"-74.06909999999993","4.602959999848905","2022-09-11","00:00:00","MASCULINO","2022","1"
"-74.06788529999994","4.620236531848322","2021-07-12","00:00:00","MASCULINO","2021","1"
"-74.07158872999997","4.605407082848817","2019-10-25","00:00:00","MASCULINO","2019","1"
"-74.06949090999996","4.605982932848817","2019-10-25","00:00:00","MASCULINO","2019","1"
"-74.06753445999993","4.604476687848828","2019-05-07","00:00:00","FEMENINO","2019","1"
"-74.06819353999998","4.603022822848914","2018-07-03","00:00:00","FEMENINO","2018","1"
"-74.07174911999994","4.605052887848824","2019-07-13","00:00:00","FEMENINO","2019","1"
"-74.08189999999996","4.593559999849182","2022-01-15","00:00:00","MASCULINO","2022","1"
"-74.07269999999994","4.611409999848608","2022-02-25","00:00:00","MASCULINO","2022","1"
"-74.06734908999994","4.60446667384884","2019-05-07","00:00:00","MASCULINO","2019","1"
"-74.08002976999995","4.602020915848955","2018-12-18","00:00:00","FEMENINO","2018","1"
"-74.07339999999994","4.608979999848682","2022-04-02","00:00:00","FEMENINO","2022","1"
"-74.06908611999995","4.602968676848878","2018-01-11","00:00:00","MASCULINO","2018","1"
"-74.06950464999994","4.616102185848455","2019-04-04","00:00:00","FEMENINO","2019","1"
"-74.06986780999995","4.604386716848874","2019-11-08","00:00:00","MASCULINO","2019","1"
"-74.06709999999998","4.60821999984875","2022-09-03","00:00:00","MASCULINO","2022","1"
"-74.07229999999998","4.605619999848807","2022-09-03","00:00:00","MASCULINO","2022","1"
"-74.06976416999998","4.612075810848616","2021-07-22","00:00:00","MASCULINO","2021","1"
"-74.06822686999999","4.605318893848822","2021-12-08","00:00:00","MASCULINO","2021","1"
"-74.08211359999996","4.593366667849206","2020-06-08","00:00:00","MASCULINO","2020","1"
"-74.07064662999994","4.608208270848704","2019-01-30","00:00:00","MASCULINO","2019","1"
"-74.07245698999998","4.616093568848465","2021-11-19","00:00:00","MASCULINO","2021","1"
"-74.07593046999995","4.603311808848883","2021-03-24","00:00:00","MASCULINO","2021","1"
"-74.07769999999994","4.602109999848916","2022-04-07","00:00:00","FEMENINO","2022","1"
"-74.06234046999998","4.616229526848444","2020-05-07","00:00:00","FEMENINO","2020","1"
"-74.06183783999995","4.6034806738488605","2021-03-21","00:00:00","FEMENINO","2021","1"
"-74.06864902999996","4.619543033848368","2018-10-17","00:00:00","MASCULINO","2018","1"
"-74.07561126999997","4.6044904458488585","2021-04-21","00:00:00","MASCULINO","2021","1"
"-74.07426769999995","4.604240920848846","2018-01-27","00:00:00","MASCULINO","2018","1"
"-74.07096567999997","4.611521853848617","2021-10-24","00:00:00","MASCULINO","2021","1"
"-74.07149646999994","4.605387453848808","2018-07-17","00:00:00","FEMENINO","2018","1"
"-74.06739999999996","4.626539999848113","2022-05-15","00:00:00","MASCULINO","2022","1"
"-74.07059999999996","4.615349999848475","2022-05-10","00:00:00","FEMENINO","2022","1"
"-74.06846931999996","4.6022870448488975","2020-01-20","00:00:00","FEMENINO","2020","1"
"-74.07569234999994","4.60954069184869","2018-04-24","00:00:00","MASCULINO","2018","1"
"-74.06829621999998","4.6025613428489125","2019-09-16","00:00:00","MASCULINO","2019","1"
"-74.07250779999998","4.615760988848459","2020-03-02","00:00:00","MASCULINO","2020","1"
"-74.08039709999997","4.602717487848909","2019-12-05","00:00:00","MASCULINO","2019","1"
"-74.07240411999999","4.616101359848496","2019-04-11","00:00:00","MASCULINO","2019","1"
"-74.07362183999999","4.604401827848852","2020-02-14","00:00:00","MASCULINO","2020","1"
"-74.08180579999998","4.6000710968490095","2020-12-19","00:00:00","FEMENINO","2020","1"
"-74.06734010999998","4.604728161848865","2019-04-11","00:00:00","MASCULINO","2019","1"
