ZAT,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,codigo_upz,nombre_upz,codigo_localidad,nombre_localidad,estrato_mean,poblacion_2005,area_urbana_2009,poblacion_urbana_2009,densidad_urbana_2009,poblacion_por_localidad_2005,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,num_est_transmi,acceso_transmi,accesibilidad_arterial,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_FEMENINO,genero_MASCULINO
631.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42.0,VENECIA,6.0,TUNJUELITO,3.0,136190.0,659.377.024.137,144420.0,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",3.0,1,6.0,41.0,1.0,1.0,7.0,0.0,14.0,36.0
632.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42.0,VENECIA,6.0,TUNJUELITO,,136190.0,659.377.024.137,144420.0,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",5.0,1,8.0,45.0,2.0,2.0,6.0,7.0,23.0,39.0
987.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42.0,VENECIA,6.0,TUNJUELITO,3.0,136190.0,659.377.024.137,144420.0,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",1.0,1,5.0,19.0,0.0,3.0,1.0,1.0,12.0,12.0
657.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,62.0,TUNJUELITO,6.0,TUNJUELITO,2.22,48338.0,32.724.823.667,57699.0,176.315.694.126,184.528,182.532,"3,63",829.895,"87,19",6.0,1,8.0,53.0,4.0,8.0,0.0,17.0,23.0,59.0
658.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,62.0,TUNJUELITO,6.0,TUNJUELITO,1.98,48338.0,32.724.823.667,57699.0,176.315.694.126,184.528,182.532,"3,63",829.895,"87,19",5.0,1,4.0,21.0,2.0,7.0,3.0,2.0,12.0,23.0
675.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67.0,LUCERO,19.0,CIUDAD BOLIVAR,1.34,153504.0,586.386.549.887,162669.0,277.409.159.592,570.619,593.937,"4,09",505.335,"83,5",2.0,1,4.0,11.0,2.0,2.0,0.0,2.0,8.0,9.0
674.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67.0,LUCERO,19.0,CIUDAD BOLIVAR,1.02,153504.0,586.386.549.887,162669.0,277.409.159.592,570.619,593.937,"4,09",505.335,"83,5",0.0,0,2.0,16.0,6.0,6.0,0.0,8.0,13.0,23.0
634.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39.0,QUIROGA,18.0,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",4.0,1,12.0,54.0,1.0,2.0,4.0,10.0,22.0,49.0
979.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54.0,MARRUECOS,18.0,RAFAEL URIBE URIBE,1.98,89511.0,362.888.498.604,96465.0,265.825.454.295,378.164,378.78,"3,72",591.317,"87,06",5.0,1,5.0,17.0,6.0,1.0,1.0,4.0,3.0,26.0
677.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,62.0,TUNJUELITO,6.0,TUNJUELITO,2.0,48338.0,32.724.823.667,57699.0,176.315.694.126,184.528,182.532,"3,63",829.895,"87,19",5.0,1,4.0,56.0,7.0,5.0,5.0,14.0,24.0,63.0
676.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,62.0,TUNJUELITO,6.0,TUNJUELITO,,48338.0,32.724.823.667,57699.0,176.315.694.126,184.528,182.532,"3,63",829.895,"87,19",2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67.0,LUCERO,19.0,CIUDAD BOLIVAR,2.0,153504.0,586.386.549.887,162669.0,277.409.159.592,570.619,593.937,"4,09",505.335,"83,5",0.0,0,1.0,3.0,1.0,2.0,1.0,9.0,2.0,14.0
709.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67.0,LUCERO,19.0,CIUDAD BOLIVAR,2.0,153504.0,586.386.549.887,162669.0,277.409.159.592,570.619,593.937,"4,09",505.335,"83,5",0.0,0,3.0,27.0,5.0,5.0,0.0,12.0,11.0,38.0
710.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67.0,LUCERO,19.0,CIUDAD BOLIVAR,2.0,153504.0,586.386.549.887,162669.0,277.409.159.592,570.619,593.937,"4,09",505.335,"83,5",0.0,0,0.0,10.0,10.0,11.0,0.0,13.0,15.0,29.0
711.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67.0,LUCERO,19.0,CIUDAD BOLIVAR,1.0,153504.0,586.386.549.887,162669.0,277.409.159.592,570.619,593.937,"4,09",505.335,"83,5",0.0,0,1.0,15.0,7.0,12.0,0.0,1.0,14.0,21.0
502.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38.0,RESTREPO,15.0,ANTONIO NARIÑO,3.0,83087.0,354.715.513.318,77022.0,217.137.387.873,116.828,119.565,"3,92",1.095.184,"90,79",5.0,1,9.0,94.0,5.0,5.0,14.0,9.0,39.0,88.0
437.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38.0,RESTREPO,15.0,ANTONIO NARIÑO,3.0,83087.0,354.715.513.318,77022.0,217.137.387.873,116.828,119.565,"3,92",1.095.184,"90,79",4.0,1,6.0,15.0,2.0,2.0,1.0,0.0,11.0,9.0
436.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37.0,SANTA ISABEL,14.0,LOS MARTIRES,3.0,43861.0,200.462.673.252,45086.0,224.909.701.485,94.842,94.944,"3,53",1.059.511,"89,78",3.0,1,6.0,31.0,1.0,1.0,3.0,7.0,10.0,33.0
431.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40.0,CIUDAD MONTES,16.0,PUENTE ARANDA,3.0,101616.0,445.578.698.505,105662.0,237.134.316.238,253.638,250.715,"3,55",1.116.511,"90,43",4.0,1,3.0,37.0,1.0,0.0,4.0,3.0,16.0,29.0
435.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37.0,SANTA ISABEL,14.0,LOS MARTIRES,3.0,43861.0,200.462.673.252,45086.0,224.909.701.485,94.842,94.944,"3,53",1.059.511,"89,78",4.0,1,3.0,29.0,2.0,2.0,3.0,3.0,15.0,24.0
430.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40.0,CIUDAD MONTES,16.0,PUENTE ARANDA,3.0,101616.0,445.578.698.505,105662.0,237.134.316.238,253.638,250.715,"3,55",1.116.511,"90,43",3.0,1,3.0,6.0,0.0,0.0,5.0,0.0,4.0,7.0
587.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39.0,QUIROGA,18.0,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",3.0,1,3.0,16.0,0.0,0.0,2.0,0.0,3.0,15.0
588.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39.0,QUIROGA,18.0,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",4.0,1,7.0,94.0,3.0,5.0,17.0,15.0,46.0,88.0
586.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39.0,QUIROGA,18.0,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",1.0,1,4.0,21.0,2.0,1.0,1.0,3.0,9.0,19.0
975.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36.0,SAN JOSE,18.0,RAFAEL URIBE URIBE,3.0,50085.0,207.947.107.119,49050.0,235.877.289.564,378.164,378.78,"3,72",591.317,"87,06",3.0,1,0.0,30.0,1.0,2.0,3.0,4.0,12.0,28.0
637.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,53.0,MARCO FIDEL SUAREZ,18.0,RAFAEL URIBE URIBE,2.0,68560.0,184.536.569.132,65877.0,35.698.615.353,378.164,378.78,"3,72",591.317,"87,06",2.0,1,1.0,23.0,6.0,5.0,0.0,5.0,15.0,24.0
609.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36.0,SAN JOSE,18.0,RAFAEL URIBE URIBE,3.0,50085.0,207.947.107.119,49050.0,235.877.289.564,378.164,378.78,"3,72",591.317,"87,06",2.0,1,4.0,16.0,1.0,7.0,3.0,6.0,8.0,25.0
638.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,53.0,MARCO FIDEL SUAREZ,18.0,RAFAEL URIBE URIBE,2.0,68560.0,184.536.569.132,65877.0,35.698.615.353,378.164,378.78,"3,72",591.317,"87,06",0.0,0,2.0,14.0,0.0,3.0,1.0,7.0,9.0,16.0
655.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54.0,MARRUECOS,18.0,RAFAEL URIBE URIBE,1.71,89511.0,362.888.498.604,96465.0,265.825.454.295,378.164,378.78,"3,72",591.317,"87,06",2.0,1,3.0,12.0,4.0,1.0,4.0,5.0,7.0,19.0
977.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,53.0,MARCO FIDEL SUAREZ,18.0,RAFAEL URIBE URIBE,3.0,68560.0,184.536.569.132,65877.0,35.698.615.353,378.164,378.78,"3,72",591.317,"87,06",5.0,1,1.0,16.0,3.0,0.0,0.0,2.0,8.0,13.0
973.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54.0,MARRUECOS,18.0,RAFAEL URIBE URIBE,2.0,89511.0,362.888.498.604,96465.0,265.825.454.295,378.164,378.78,"3,72",591.317,"87,06",0.0,0,3.0,20.0,2.0,3.0,6.0,8.0,8.0,31.0
636.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,53.0,MARCO FIDEL SUAREZ,18.0,RAFAEL URIBE URIBE,3.0,68560.0,184.536.569.132,65877.0,35.698.615.353,378.164,378.78,"3,72",591.317,"87,06",4.0,1,3.0,39.0,2.0,7.0,0.0,12.0,24.0,36.0
654.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54.0,MARRUECOS,18.0,RAFAEL URIBE URIBE,1.86,89511.0,362.888.498.604,96465.0,265.825.454.295,378.164,378.78,"3,72",591.317,"87,06",2.0,1,2.0,13.0,1.0,2.0,1.0,14.0,8.0,23.0
679.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54.0,MARRUECOS,18.0,RAFAEL URIBE URIBE,2.0,89511.0,362.888.498.604,96465.0,265.825.454.295,378.164,378.78,"3,72",591.317,"87,06",2.0,1,3.0,22.0,5.0,1.0,2.0,6.0,11.0,25.0
678.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,62.0,TUNJUELITO,6.0,TUNJUELITO,2.0,48338.0,32.724.823.667,57699.0,176.315.694.126,184.528,182.532,"3,63",829.895,"87,19",3.0,1,3.0,12.0,2.0,3.0,0.0,5.0,7.0,15.0
680.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54.0,MARRUECOS,18.0,RAFAEL URIBE URIBE,1.29,89511.0,362.888.498.604,96465.0,265.825.454.295,378.164,378.78,"3,72",591.317,"87,06",2.0,1,4.0,12.0,5.0,0.0,0.0,1.0,3.0,15.0
614.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,39.0,QUIROGA,18.0,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",4.0,1,5.0,41.0,2.0,4.0,5.0,5.0,24.0,33.0
613.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,39.0,QUIROGA,18.0,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",3.0,1,5.0,54.0,1.0,2.0,7.0,10.0,23.0,51.0
612.0,2015,1.0,1,0.0,0,0.0,0,0.0,0,0.0,39.0,QUIROGA,18.0,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",3.0,1,5.0,47.0,0.0,5.0,3.0,4.0,23.0,36.0
611.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,53.0,MARCO FIDEL SUAREZ,18.0,RAFAEL URIBE URIBE,2.05,68560.0,184.536.569.132,65877.0,35.698.615.353,378.164,378.78,"3,72",591.317,"87,06",4.0,1,3.0,41.0,8.0,4.0,1.0,16.0,20.0,50.0
585.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,39.0,QUIROGA,18.0,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",3.0,1,2.0,21.0,0.0,2.0,0.0,2.0,6.0,19.0
982.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,39.0,QUIROGA,18.0,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",3.0,1,3.0,29.0,1.0,3.0,1.0,2.0,18.0,18.0
591.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,36.0,SAN JOSE,18.0,RAFAEL URIBE URIBE,3.0,50085.0,207.947.107.119,49050.0,235.877.289.564,378.164,378.78,"3,72",591.317,"87,06",4.0,1,3.0,35.0,1.0,3.0,0.0,2.0,17.0,24.0
590.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36.0,SAN JOSE,18.0,RAFAEL URIBE URIBE,3.0,50085.0,207.947.107.119,49050.0,235.877.289.564,378.164,378.78,"3,72",591.317,"87,06",5.0,1,5.0,56.0,2.0,3.0,4.0,11.0,27.0,49.0
592.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36.0,SAN JOSE,18.0,RAFAEL URIBE URIBE,3.0,50085.0,207.947.107.119,49050.0,235.877.289.564,378.164,378.78,"3,72",591.317,"87,06",6.0,1,6.0,51.0,1.0,6.0,8.0,12.0,26.0,52.0
615.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39.0,QUIROGA,18.0,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",2.0,1,4.0,24.0,1.0,5.0,5.0,11.0,18.0,28.0
616.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42.0,VENECIA,6.0,TUNJUELITO,2.0,136190.0,659.377.024.137,144420.0,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",0.0,0,4.0,39.0,4.0,0.0,0.0,14.0,16.0,41.0
576.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42.0,VENECIA,6.0,TUNJUELITO,2.0,136190.0,659.377.024.137,144420.0,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",2.0,1,3.0,43.0,1.0,6.0,3.0,4.0,33.0,24.0
617.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42.0,VENECIA,6.0,TUNJUELITO,2.0,136190.0,659.377.024.137,144420.0,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",0.0,0,2.0,46.0,3.0,2.0,7.0,6.0,22.0,42.0
574.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42.0,VENECIA,6.0,TUNJUELITO,3.0,136190.0,659.377.024.137,144420.0,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",3.0,1,3.0,39.0,2.0,4.0,4.0,10.0,15.0,44.0
584.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,39.0,QUIROGA,18.0,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",4.0,1,5.0,45.0,0.0,7.0,6.0,9.0,29.0,38.0
581.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38.0,RESTREPO,15.0,ANTONIO NARIÑO,3.0,83087.0,354.715.513.318,77022.0,217.137.387.873,116.828,119.565,"3,92",1.095.184,"90,79",3.0,1,3.0,6.0,0.0,1.0,5.0,1.0,0.0,13.0
582.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38.0,RESTREPO,15.0,ANTONIO NARIÑO,3.0,83087.0,354.715.513.318,77022.0,217.137.387.873,116.828,119.565,"3,92",1.095.184,"90,79",2.0,1,5.0,32.0,0.0,0.0,4.0,7.0,10.0,33.0
504.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38.0,RESTREPO,15.0,ANTONIO NARIÑO,3.0,83087.0,354.715.513.318,77022.0,217.137.387.873,116.828,119.565,"3,92",1.095.184,"90,79",2.0,1,5.0,17.0,1.0,0.0,2.0,5.0,5.0,20.0
593.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34.0,20 DE JULIO,4.0,SAN CRISTOBAL,3.0,72001.0,262.535.666.687,92353.0,351.773.155.874,407.552,404.35,"3,73",706.208,"83,68",4.0,1,6.0,120.0,2.0,6.0,20.0,10.0,60.0,98.0
505.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38.0,RESTREPO,15.0,ANTONIO NARIÑO,3.0,83087.0,354.715.513.318,77022.0,217.137.387.873,116.828,119.565,"3,92",1.095.184,"90,79",3.0,1,6.0,12.0,0.0,0.0,0.0,0.0,3.0,9.0
986.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38.0,RESTREPO,15.0,ANTONIO NARIÑO,3.0,83087.0,354.715.513.318,77022.0,217.137.387.873,116.828,119.565,"3,92",1.095.184,"90,79",2.0,1,4.0,4.0,0.0,0.0,1.0,0.0,3.0,2.0
583.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,39.0,QUIROGA,18.0,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",4.0,1,3.0,17.0,1.0,0.0,0.0,1.0,6.0,13.0
694.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51.0,LOS LIBERTADORES,4.0,SAN CRISTOBAL,1.04,29305.0,364.939.485.846,73429.0,2.012.087.013,407.552,404.35,"3,73",706.208,"83,68",0.0,0,1.0,3.0,0.0,0.0,2.0,0.0,3.0,2.0
695.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51.0,LOS LIBERTADORES,4.0,SAN CRISTOBAL,,29305.0,364.939.485.846,73429.0,2.012.087.013,407.552,404.35,"3,73",706.208,"83,68",0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51.0,LOS LIBERTADORES,4.0,SAN CRISTOBAL,1.74,29305.0,364.939.485.846,73429.0,2.012.087.013,407.552,404.35,"3,73",706.208,"83,68",0.0,0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,5.0
698.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50.0,LA GLORIA,4.0,SAN CRISTOBAL,2.0,15373.0,38.585.775.934,102299.0,265.121.012.922,407.552,404.35,"3,73",706.208,"83,68",0.0,0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,6.0
697.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50.0,LA GLORIA,4.0,SAN CRISTOBAL,,15373.0,38.585.775.934,102299.0,265.121.012.922,407.552,404.35,"3,73",706.208,"83,68",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50.0,LA GLORIA,4.0,SAN CRISTOBAL,,15373.0,38.585.775.934,102299.0,265.121.012.922,407.552,404.35,"3,73",706.208,"83,68",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51.0,LOS LIBERTADORES,4.0,SAN CRISTOBAL,1.0,29305.0,364.939.485.846,73429.0,2.012.087.013,407.552,404.35,"3,73",706.208,"83,68",0.0,0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0
756.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58.0,COMUNEROS,5.0,USME,1.01,77969.0,493.035.619.032,86795.0,176.042.047.774,298.992,314.431,"4,07",569.872,"82,91",0.0,0,3.0,21.0,1.0,3.0,2.0,1.0,7.0,21.0
755.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58.0,COMUNEROS,5.0,USME,1.0,77969.0,493.035.619.032,86795.0,176.042.047.774,298.992,314.431,"4,07",569.872,"82,91",0.0,0,6.0,19.0,0.0,10.0,3.0,1.0,13.0,20.0
759.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,61.0,CIUDAD USME,5.0,USME,1.0,7950.0,925.470.476.509,13496.0,145.828.530.921,298.992,314.431,"4,07",569.872,"82,91",0.0,0,1.0,3.0,1.0,2.0,0.0,0.0,3.0,3.0
762.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,61.0,CIUDAD USME,5.0,USME,,7950.0,925.470.476.509,13496.0,145.828.530.921,298.992,314.431,"4,07",569.872,"82,91",0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,61.0,CIUDAD USME,5.0,USME,1.0,7950.0,925.470.476.509,13496.0,145.828.530.921,298.992,314.431,"4,07",569.872,"82,91",0.0,0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0
738.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,64.0,MONTE BLANCO,19.0,CIUDAD BOLIVAR,,1118.0,695.674.376.728,5179.0,744.457.489.488,570.619,593.937,"4,09",505.335,"83,5",0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58.0,COMUNEROS,5.0,USME,1.12,77969.0,493.035.619.032,86795.0,176.042.047.774,298.992,314.431,"4,07",569.872,"82,91",0.0,0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,4.0
758.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,64.0,MONTE BLANCO,19.0,CIUDAD BOLIVAR,1.0,1118.0,695.674.376.728,5179.0,744.457.489.488,570.619,593.937,"4,09",505.335,"83,5",0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,382.019.721.793,1948.0,0.0,298.992,314.431,"4,07",569.872,"82,91",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,382.019.721.793,1948.0,0.0,298.992,314.431,"4,07",569.872,"82,91",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,382.019.721.793,1948.0,0.0,298.992,314.431,"4,07",569.872,"82,91",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,382.019.721.793,1948.0,0.0,298.992,314.431,"4,07",569.872,"82,91",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,370.197.937.552,0.0,0.0,378.164,378.78,"3,72",591.317,"87,06",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,370.197.937.552,0.0,0.0,378.164,378.78,"3,72",591.317,"87,06",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,370.197.937.552,0.0,0.0,378.164,378.78,"3,72",591.317,"87,06",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,370.197.937.552,0.0,0.0,378.164,378.78,"3,72",591.317,"87,06",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,382.019.721.793,1948.0,0.0,298.992,314.431,"4,07",569.872,"82,91",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,382.019.721.793,1948.0,0.0,298.992,314.431,"4,07",569.872,"82,91",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,382.019.721.793,1948.0,0.0,298.992,314.431,"4,07",569.872,"82,91",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,382.019.721.793,1948.0,0.0,298.992,314.431,"4,07",569.872,"82,91",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,370.197.937.552,0.0,0.0,378.164,378.78,"3,72",591.317,"87,06",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,370.197.937.552,0.0,0.0,378.164,378.78,"3,72",591.317,"87,06",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,370.197.937.552,0.0,0.0,378.164,378.78,"3,72",591.317,"87,06",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
685.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60.0,PARQUE ENTRENUBES,5.0,USME,1.11,659.0,370.197.937.552,0.0,0.0,378.164,378.78,"3,72",591.317,"87,06",0.0,0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,6.0
701.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,52.0,LA FLORA,5.0,USME,1.0,15373.0,187.716.025.612,18507.0,9.859.041.038,298.992,314.431,"4,07",569.872,"82,91",0.0,0,4.0,16.0,0.0,6.0,0.0,0.0,10.0,12.0
