codigo_upz,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,estrato_mean,poblacion_2005,poblacion_urbana_2009,num_est_transmi,acceso_transmi,accesibilidad_arterial,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,nombre_localidad,nombre_upz,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
88.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,10.0,5.9375,358776.0,369156.0,3.0,2,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,EL REFUGIO,293,0,22,4,1,139,181,35938,15805,20133,89.04223941232122,81.52930046190662,0.0,6.121653959597084,1.1130279926540152,0.2782569981635038,114.52072129073078,69.04087816023444
9.0,2015,0.0,0,0.0,0,1.0,1,0.0,0,0.0,2.7445454545454546,927663.0,1059410.0,9.0,4,60.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,VERBENAL,206,10,35,20,6,104,173,114369,54372,59997,24.21984978446957,18.011873846934048,0.8743628081035946,3.0602698283625807,1.7487256162071891,0.5246176848621567,31.81784742146693,17.3342000433355
109.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.123333333333334,44058.0,53832.0,12.0,3,32.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,134,0,8,3,22,70,97,19748,8759,10989,84.56552562284789,67.85497265545878,0.0,4.05104314360948,1.519141178853555,11.140368644926069,110.74323552917,63.7000637000637
49.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.3333333333333335,124191.0,114375.0,10.0,3,11.0,546.809,"3,98",703.807,"85,4",BOSA,APOGEO,75,3,10,4,17,32,77,39535,19036,20499,27.57050714556722,18.970532439610473,0.7588212975844189,2.529404325281396,1.0117617301125583,4.299987352978373,40.44967430132381,15.610517586223718
14.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,10.0,4.66,375100.0,457974.0,0.0,0,45.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,USAQUEN,252,2,15,2,10,111,170,39067,18187,20880,71.92771392735557,64.50456907364271,0.5119410243939898,3.8395576829549234,0.5119410243939898,2.559705121969949,93.47336009237367,53.160919540229884
32.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.7457142857142858,1408200.0,1428675.0,0.0,0,47.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,SAN BLAS,162,16,27,19,38,100,162,95088,45923,49165,27.553424196533737,17.036850075719336,1.6826518593303046,2.839475012619889,1.9981490829547368,3.9962981659094736,35.27644099906365,20.339672531272246
92.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,7.0,2.5425,132324.0,86100.0,26.0,6,25.0,96.241,"3,18",896.890,"88,28",SANTA FE,LA MACARENA,198,4,14,3,5,105,119,12122,5885,6237,184.78798878072925,163.3393829401089,3.2997855139415937,11.549249298795578,2.4748391354561954,4.1247318924269925,202.2090059473237,168.35016835016836
11.0,2015,0.0,0,0.0,0,1.0,1,0.0,0,5.0,2.3000000000000003,373404.0,436080.0,0.0,0,21.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,SAN CRISTOBAL NORTE,166,13,26,3,6,89,125,68665,32719,35946,31.16580499526688,24.175344061749072,1.8932498361610717,3.7864996723221434,0.4369038083448627,0.8738076166897254,38.20410159234696,24.7593612641184
36.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.97,350595.0,343350.0,26.0,7,19.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,SAN JOSE,261,10,31,18,41,128,233,46706,22094,24612,77.29199674560013,55.88147133130647,2.141052541429367,6.637262878431036,3.85389457457286,8.778315419860403,105.45849551914547,52.007150983260196
53.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.442857142857143,479920.0,461139.0,21.0,6,14.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ,150,19,19,3,45,84,152,49067,23723,25344,48.09749933764037,30.570444494262947,3.8722563026066394,3.8722563026066394,0.6114088898852589,9.171133348278884,64.07284070311512,33.1439393939394
50.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.9327272727272728,215222.0,1432186.0,1.0,1,21.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LA GLORIA,139,34,28,32,51,95,189,93921,45576,48345,30.2381788950288,14.799672064820435,3.620063670531617,2.9812289051436847,3.4071187487356394,5.430095505797425,41.46919431279621,19.6504292067432
110.0,2015,0.0,0,0.0,0,1.0,1,0.0,0,1.0,4.074999999999999,71780.0,82212.0,7.0,2,29.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CIUDAD SALITRE OCCIDENTAL,243,0,8,16,14,105,176,42001,19634,22367,66.90316897216734,57.8557653389205,0.0,1.9047165543677531,3.8094331087355062,3.333253970143568,89.64041968014669,46.944158805382926
10.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.87125,122265.0,153495.0,5.0,2,29.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,LA URIBE,167,4,14,7,2,98,96,26931,12379,14552,72.0359437079945,62.01032267646949,1.4852771898555568,5.1984701644944495,2.5992350822472248,0.7426385949277784,77.55069068583892,67.3446948873007
42.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.4250000000000003,2179040.0,2310720.0,35.0,13,66.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,VENECIA,557,31,40,74,85,270,517,130110,63358,66752,60.48727999385136,42.809930059180694,2.3825993390208287,3.074321727768811,5.687495196372301,6.532933671508723,81.59979797342088,40.44822627037392
103.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,2.0,3.0,10953.0,12423.0,5.0,2,15.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,PARQUE SALITRE,50,0,2,0,6,17,41,1566,825,741,370.3703703703703,319.28480204342276,0.0,12.77139208173691,0.0,38.314176245210724,496.969696969697,229.41970310391363
21.0,2015,0.0,0,0.0,0,2.0,1,0.0,0,9.0,3.762,225860.0,233125.0,52.0,5,22.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ANDES,223,0,19,2,8,107,145,27856,12709,15147,90.46524985640436,80.05456634118323,0.0,6.820792647903504,0.7179781734635268,2.871912693854107,114.09237548194193,70.6410510332079
55.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.5539999999999998,379860.0,395955.0,0.0,0,7.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,DIANA TURBAY,82,31,20,14,40,46,141,71424,34601,36823,26.181675627240143,11.480734767025089,4.340277777777778,2.800179211469534,1.9601254480286738,5.600358422939068,40.75026733331407,12.492192379762647
113.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.2925,104270.0,104965.0,8.0,3,26.0,979.914,"3,72",999.300,"88,94",KENNEDY,BAVARIA,130,1,6,21,16,63,111,33712,15893,17819,51.61366872330328,38.561936402467964,0.29663028001898434,1.7797816801139061,6.2292358803986705,4.746084480303749,69.84206883533632,35.35551938941579
60.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,6,4,0,2,0,6,6,1317,675,642,91.11617312072893,45.558086560364465,30.372057706909644,0.0,15.186028853454822,0.0,88.88888888888889,93.45794392523364
90.0,2015,0.0,0,0.0,0,2.0,1,0.0,0,14.0,3.05,275954.0,520674.0,22.0,10,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,PARDO RUBIO,708,10,54,3,8,304,479,44638,21636,23002,175.41108472601817,158.60925668712756,2.2402437385187506,12.097316188001255,0.6720731215556253,1.7921949908150008,221.39027546681456,132.16242065907312
67.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.256470588235294,2609568.0,2765373.0,2.0,1,30.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,LUCERO,227,97,76,5,71,158,318,153476,76374,77102,31.014621178555604,14.790586150277568,6.320206416638432,4.951914305819802,0.32578383590919757,4.6261304699106045,41.63720637913426,20.49233482918731
83.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0,24432.0,29572.0,1.0,1,11.0,979.914,"3,72",999.300,"88,94",KENNEDY,LAS MARGARITAS,140,1,13,15,8,66,111,24130,11502,12628,73.35267302113552,58.019063406547865,0.41442188147534187,5.387484459179444,6.216328222130128,3.315375051802735,96.50495565988524,52.264808362369344
101.0,2015,1.0,1,0.0,0,2.0,1,0.0,0,11.0,3.8711111111111105,267970.0,273160.0,65.0,10,59.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,TEUSAQUILLO,631,3,17,25,26,281,421,25575,11819,13756,274.4868035190616,246.72531769305965,1.1730205278592376,6.64711632453568,9.775171065493646,10.166177908113392,356.20610880785176,204.2744984006979
54.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.83,984621.0,1061115.0,21.0,8,28.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARRUECOS,137,30,17,21,58,68,195,106068,54423,51645,24.79541426254855,12.916242410529096,2.828374250480824,1.6027454086058,1.9798619753365765,5.468190217596259,35.830439336310015,13.166811888856618
78.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.956,79812.0,176088.0,0.0,0,25.0,979.914,"3,72",999.300,"88,94",KENNEDY,TINTAL NORTE,53,1,12,20,16,30,72,23903,11416,12487,42.6724678910597,22.172949002217294,0.4183575283437226,5.020290340124671,8.367150566874452,6.693720453499561,63.06937631394534,24.02498598542484
100.0,2015,1.0,1,0.0,0,2.0,1,0.0,0,5.0,3.59625,300195.0,309096.0,38.0,9,56.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,GALERIAS,508,3,33,17,25,240,346,33449,15280,18169,175.19208347035786,151.873000687614,0.896887799336303,9.865765792699333,5.082364196239051,7.474064994469192,226.43979057591625,132.0931256535858
34.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.346363636363636,864012.0,1108236.0,26.0,12,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,20 DE JULIO,321,14,31,40,45,170,281,79379,38440,40939,56.816034467554395,40.43890701570944,1.763690648660225,3.905315007747641,5.039116139029215,5.669005656407865,73.1009365244537,41.52519602335181
106.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,4.164,167560.0,168920.0,17.0,5,30.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,LA ESMERALDA,149,0,15,10,5,82,97,35069,15445,19624,51.04223103025464,42.48766717043543,0.0,4.2772819299096065,2.851521286606405,1.4257606433032024,62.80349627711233,41.78556869139829
91.0,2015,2.0,1,0.0,0,0.0,0,0.0,0,8.0,3.3285714285714287,96894.0,41153.0,42.0,7,37.0,96.241,"3,18",896.890,"88,28",SANTA FE,SAGRADO CORAZON,362,0,12,1,7,172,210,8934,4452,4482,427.5800313409447,405.1936422655026,0.0,13.43183344526528,1.1193194537721065,7.835236176404746,471.6981132075472,383.7572512271308
95.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,6.0,2.0,260205.0,69723.0,19.0,3,15.0,96.241,"3,18",896.890,"88,28",SANTA FE,LAS CRUCES,122,25,13,3,13,67,109,20209,10207,10002,87.08991043594438,60.36914246127963,12.370725914196644,6.432777475382256,1.4844871097035974,6.432777475382256,106.78945821495053,66.98660267946411
40.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,2.0,3.0,1219392.0,1267944.0,21.0,8,62.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,CIUDAD MONTES,256,3,29,82,46,154,262,97657,46070,51587,42.59807284680054,26.21419867495418,0.30719764072211925,2.969577193647153,8.39673551307126,4.710363824405829,56.869980464510526,29.852482214511408
117.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,3.0,824.0,1670.0,1.0,1,17.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,AEROPUERTO EL DORADO,67,0,4,1,1,30,43,680,429,251,1073.5294117647059,985.2941176470588,0.0,58.8235294117647,14.705882352941176,14.705882352941176,1002.3310023310024,1195.219123505976
64.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,5590.0,25895.0,0.0,0,7.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,MONTE BLANCO,9,9,3,1,1,9,14,4777,2414,2363,48.14737282813481,18.840276324052752,18.840276324052752,6.280092108017584,2.0933640360058616,2.0933640360058616,57.9950289975145,38.08717731696995
48.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.7455555555555557,1310472.0,1325682.0,5.0,3,18.0,979.914,"3,72",999.300,"88,94",KENNEDY,TIMIZA,290,12,45,62,100,142,367,142655,68402,74253,35.680487890364866,20.328765202761907,0.8411902842522169,3.154463565945813,4.346149801969787,7.009919035435141,53.65340194731149,19.12380644553082
98.0,2015,0.0,0,0.0,0,2.0,1,0.0,0,12.0,3.0542105263157895,1522242.0,1559634.0,99.0,19,81.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ALCAZARES,604,5,54,16,46,296,429,43116,21066,22050,168.15103441877727,140.0872066054365,1.1596623063363949,12.524352908433064,3.7109193802764633,10.668893218294834,203.64568499003133,134.24036281179139
28.0,2015,0.0,0,0.0,0,3.0,1,0.0,0,5.0,2.287857142857143,3797108.0,4228084.0,17.0,6,49.0,981.613,"3,41",1.388.086,"91,6",SUBA,EL RINCON,532,34,128,23,53,335,435,261019,125124,135895,29.499768216106876,20.381658040219296,1.3025871679839398,4.903857573586597,0.8811619077538417,2.0305035265632,34.7655126114894,24.651385260679202
17.0,2015,0.0,0,0.0,0,1.0,1,0.0,0,2.0,4.285,226840.0,238870.0,6.0,2,32.0,981.613,"3,41",1.388.086,"91,6",SUBA,SAN JOSE DE BAVARIA,208,1,13,14,2,102,136,47809,22292,25517,49.78142190800896,43.50645275994059,0.20916563826894516,2.719153297496287,2.9283189357652324,0.4183312765378903,61.008433518751126,39.973351099267155
24.0,2015,2.0,1,0.0,0,5.0,1,0.0,0,4.0,4.819999999999999,859833.0,845949.0,36.0,12,69.0,981.613,"3,41",1.388.086,"91,6",SUBA,NIZA,286,4,61,20,10,172,209,75777,34662,41115,50.27910843659686,37.74232286841654,0.5278646555023292,8.04993599641052,2.639323277511646,1.319661638755823,60.2965783855519,41.83388057886416
44.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.22875,673424.0,676672.0,20.0,7,33.0,979.914,"3,72",999.300,"88,94",KENNEDY,AMERICAS,309,14,26,61,36,152,294,80745,38413,42332,55.23561830453898,38.26862344417611,1.7338534893801474,3.2200136231345597,7.554647346584927,4.458480401263236,76.53658917553953,35.90664272890485
62.0,2015,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.024,338366.0,403893.0,26.0,7,26.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,TUNJUELITO,148,15,23,8,38,69,163,40278,20006,20272,57.59968220864989,36.744624857242165,3.7241173841799493,5.710313322409256,1.9861959382293064,9.434430706589206,81.47555733280015,34.0370955011839
69.0,2015,1.0,1,0.0,0,0.0,0,0.0,0,0.0,1.3691666666666666,1779216.0,1964304.0,13.0,6,22.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,ISMAEL PERDOMO,185,46,29,58,89,100,307,153037,75256,77781,26.594875749001876,12.088579885909942,3.005809052712743,1.8949665767102075,3.789933153420415,5.815587080248568,40.794089507813325,12.856610226147774
93.0,2015,2.0,1,0.0,0,0.0,0,0.0,0,7.0,2.932857142857143,332178.0,96411.0,80.0,7,52.0,96.241,"3,18",896.890,"88,28",SANTA FE,LAS NIEVES,895,17,38,2,8,363,597,15558,8117,7441,617.0458927882761,575.2667437974033,10.926854351459056,24.424733256202597,1.285512276642242,5.142049106568968,735.4934088949119,487.8376562290015
18.0,2015,0.0,0,0.0,0,2.0,1,0.0,0,6.0,3.272,300834.0,346380.0,10.0,3,25.0,981.613,"3,41",1.388.086,"91,6",SUBA,BRITALIA,133,2,12,10,6,67,96,76331,35537,40794,21.354364543894356,17.424113400846313,0.26201674286986937,1.5721004572192163,1.310083714349347,0.7860502286096082,27.01409798238456,16.423983919203806
15.0,2016,0.0,0,0.0,0,0.0,0,2.0,1,6.0,5.395,175550.0,49356.0,6.0,2,21.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,COUNTRY CLUB,165,1,4,1,1,67,105,24687,11016,13671,69.67229716044882,66.83679669461661,0.4050714951188885,1.620285980475554,0.4050714951188885,0.4050714951188885,95.31590413943354,49.00885085216883
86.0,2016,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.568,321440.0,368145.0,0.0,0,33.0,546.809,"3,98",703.807,"85,4",BOSA,EL PORVENIR,242,26,41,25,43,119,258,122669,59104,63565,30.733111054952758,19.727885610871535,2.1195249003415695,3.342327727461706,2.038004711866894,3.5053681044110574,43.65186789388197,18.7209942578463
71.0,2016,0.0,0,0.0,0,1.0,1,0.0,0,2.0,2.105,2325960.0,2670912.0,0.0,0,22.0,981.613,"3,41",1.388.086,"91,6",SUBA,TIBABUYES,501,35,98,42,62,303,435,268029,129627,138402,27.534333971324,18.692007208175234,1.3058288468785093,3.6563207712598262,1.5669946162542112,2.313182528756217,33.557823601564486,21.892747214635627
29.0,2016,1.0,1,0.0,0,1.0,1,1.0,1,3.0,2.713333333333334,1291554.0,1329381.0,30.0,9,32.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,MINUTO DE DIOS,507,10,35,37,41,245,385,112786,53241,59545,55.857996559856716,44.952387707694214,0.8866348660294717,3.103222031103151,3.2805490043090453,3.635202950720834,72.31269134689431,41.14535225459737
80.0,2016,0.0,0,0.0,0,1.0,1,0.0,0,0.0,2.0025,247816.0,277108.0,11.0,4,19.0,979.914,"3,72",999.300,"88,94",KENNEDY,CORABASTOS,447,36,48,37,43,184,427,57801,28946,28855,105.70751371083546,77.33430217470286,6.2282659469559345,8.304354595941247,6.401273334371378,7.4393176588640335,147.51606439577145,63.767111419164785
99.0,2016,6.0,1,1.0,1,1.0,1,0.0,0,13.0,3.692,79566.0,121692.0,22.0,6,62.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,CHAPINERO,1112,2,26,5,37,434,746,23157,11392,11765,510.42881202228267,480.20037137798505,0.8636697326942177,11.22770652502483,2.1591743317355445,15.977890054843028,654.8455056179776,368.89077773055675
3.0,2016,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6.0,0.0,1169.0,0.0,0,26.0,981.613,"3,41",1.388.086,"91,6",SUBA,GUAYMARAL,18,0,0,0,0,7,11,1941,937,1004,92.7357032457496,92.7357032457496,0.0,0.0,0.0,0.0,117.39594450373532,69.7211155378486
97.0,2016,9.0,1,0.0,0,1.0,1,1.0,1,7.0,5.211875,94384.0,420656.0,63.0,15,98.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,CHICO LAGO,1392,0,20,9,22,615,828,33283,15303,17980,433.55466754799744,418.23152960971066,0.0,6.009073701288947,2.704083165580026,6.60998107141784,541.0703783571848,342.04671857619576
94.0,2016,3.0,1,0.0,0,0.0,0,1.0,1,3.0,2.40875,203598.0,216855.0,43.0,8,36.0,22.115,"2,83",1.050.888,"88,9",CANDELARIA,LA CANDELARIA,498,3,27,4,1,248,284,17141,8776,8365,310.95035295490345,290.53147424304296,1.750189603873753,15.751706434863777,2.333586138498337,0.5833965346245843,323.6098450319052,296.4734010759115
76.0,2016,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.186666666666667,120020.0,128536.0,0.0,0,21.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,FONTIBON SAN PABLO,102,2,15,0,6,51,74,32650,16008,16642,38.28483920367535,31.240428790199083,0.6125574272588055,4.594180704441041,0.0,1.8376722817764164,46.22688655672164,30.64535512558587
114.0,2016,0.0,0,0.0,0,1.0,1,1.0,1,3.0,3.8,191930.0,197050.0,9.0,4,24.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,MODELIA,281,3,11,26,8,131,198,41894,19326,22568,78.53153196161742,67.07404401584952,0.7160929966104931,2.6256743209051416,6.206139303957608,1.9095813242946484,102.45265445513814,58.046791917759656
89.0,2016,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0666666666666664,28245.0,48603.0,0.0,0,3.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,SAN ISIDRO - PATIOS,21,1,5,0,0,15,12,14743,7281,7462,18.31377602930204,14.244048022790476,0.6782880010852608,3.3914400054263036,0.0,0.0,16.481252575195715,20.10184937014205
38.0,2016,0.0,0,1.0,1,4.0,1,0.0,0,1.0,3.008,1246305.0,1155330.0,52.0,15,75.0,119.565,"3,92",1.095.184,"90,79",ANTONIO NARIÑO,RESTREPO,734,16,37,61,41,324,565,55092,26172,28920,161.3664415886154,133.23168518115153,2.904232919480142,6.716038626297829,11.072388005518043,7.442096856167865,215.87956594834174,112.03319502074689
52.0,2016,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,614920.0,740280.0,0.0,0,176.0,314.431,"4,07",569.872,"82,91",USME,LA FLORA,44,8,18,2,8,28,52,17696,8811,8885,45.20795660036166,24.864376130198917,4.520795660036166,10.171790235081374,1.1301989150090415,4.520795660036166,59.01713766882306,31.513787281935848
96.0,2016,0.0,0,0.0,0,0.0,0,0.0,0,3.0,1.7264285714285716,628474.0,648214.0,4.0,2,16.0,96.241,"3,18",896.890,"88,28",SANTA FE,LOURDES,103,15,22,8,7,56,99,44343,21597,22746,34.95478429515369,23.228017950973097,3.382721060821325,4.961324222537942,1.8041178991047064,1.578603161716618,45.83969995832754,24.619713356194495
84.0,2016,0.0,0,0.0,0,1.0,1,0.0,0,0.0,1.98,990222.0,1073760.0,1.0,1,30.0,546.809,"3,98",703.807,"85,4",BOSA,BOSA OCCIDENTAL,413,42,70,30,127,216,466,196269,96215,100054,34.74822819701532,21.042548746872917,2.139920211546398,3.566533685910663,1.5285144368188557,6.470711115866489,48.433196487034245,21.58834229516061
111.0,2016,0.0,0,0.0,0,0.0,0,0.0,0,3.0,2.9375,64585.0,73290.0,16.0,5,63.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,PUENTE ARANDA,250,4,21,10,39,94,229,9863,7285,2578,328.5004562506337,253.47257426746424,4.0555611882794285,21.291696238466997,10.138902970698572,39.541721585724424,314.3445435827042,364.6237393328161
112.0,2016,1.0,1,0.0,0,0.0,0,0.0,0,1.0,3.1133333333333333,126427.0,160027.0,0.0,0,71.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,GRANJAS DE TECHO,386,1,16,17,16,153,283,39243,18122,21121,111.10261702724053,98.36149122136432,0.25482251611752416,4.0771602578803865,4.33198277399791,4.0771602578803865,156.16377883235847,72.43975190568628
75.0,2016,0.0,0,1.0,1,4.0,1,3.0,1,1.0,2.913,1316550.0,1374890.0,0.0,0,58.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,FONTIBON,595,12,37,12,62,263,455,131852,62767,69085,54.45499499438765,45.12635379061372,0.9101113369535541,2.806176622273458,0.9101113369535541,4.702241907593362,72.49032134720474,38.069045378881086
12.0,2016,1.0,1,0.0,0,3.0,1,0.0,0,5.0,3.378,256245.0,260090.0,9.0,3,42.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,TOBERIN,353,1,10,16,7,153,234,58538,26946,31592,66.1109023198606,60.30270935119068,0.1708292049608801,1.708292049608801,2.7332672793740818,1.1958044347261607,86.84034736138945,48.42998227399342
16.0,2016,0.0,0,2.0,1,4.0,1,1.0,1,11.0,5.738888888888889,464238.0,463266.0,18.0,6,60.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,SANTA BARBARA,688,2,20,4,16,303,427,66113,29506,36607,110.41701329541844,104.06425362636698,0.3025123651929273,3.025123651929273,0.6050247303858546,2.4200989215434183,144.71632888226122,82.77105471631108
82.0,2016,0.0,0,0.0,0,0.0,0,1.0,1,0.0,1.9566666666666668,963012.0,1044870.0,9.0,4,29.0,979.914,"3,72",999.300,"88,94",KENNEDY,PATIO BONITO,555,30,101,37,131,299,555,142932,71238,71694,59.74869168555677,38.82965326169087,2.0989001763076147,7.066297260235636,2.5886435507793912,9.165197436543252,77.90785816558578,41.70502413033169
35.0,2016,0.0,0,0.0,0,0.0,0,1.0,1,1.0,2.666,168705.0,154565.0,35.0,5,22.0,119.565,"3,92",1.095.184,"90,79",ANTONIO NARIÑO,CIUDAD JARDIN,189,7,5,19,15,87,148,24922,11792,13130,94.29419789744001,75.83661022389856,2.8087633416258724,2.006259529732766,7.623786212984512,6.018778589198299,125.50881953867028,66.26047220106626
68.0,2016,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.055,351536.0,380992.0,0.0,0,13.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,EL TESORO,76,36,32,2,16,61,101,48617,24271,24346,33.321677602484726,15.6323919616595,7.4048172449966065,6.582059773330317,0.4113787358331448,3.2910298866651586,41.61344814799555,25.05545058736548
27.0,2016,1.0,1,1.0,1,5.0,1,2.0,1,2.0,2.840909090909091,1497236.0,1751217.0,16.0,6,48.0,981.613,"3,41",1.388.086,"91,6",SUBA,SUBA,621,12,40,41,49,308,455,163927,76816,87111,46.54510849341475,37.882716087038744,0.732033161102198,2.4401105370073264,2.5011133004325092,2.9891354078339747,59.23245157258904,35.357187955596885
22.0,2016,1.0,1,0.0,0,7.0,1,0.0,0,2.0,3.292222222222222,847206.0,887247.0,37.0,8,38.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,DOCE DE OCTUBRE,490,4,40,28,30,212,380,65061,31544,33517,90.99153102473063,75.31393615222638,0.6148076420589909,6.148076420589908,4.303653494412935,4.611057315442431,120.4666497590667,63.25148432138915
105.0,2016,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.67,1601.0,2464.0,4.0,1,11.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,JARDIN BOTANICO,64,0,3,12,11,35,55,2083,1162,921,432.06913106096977,307.24915986557846,0.0,14.402304368698992,57.60921747479597,52.80844935189631,473.32185886402755,380.02171552660155
104.0,2016,0.0,0,0.0,0,0.0,0,0.0,0,3.0,4.0,19494.0,20424.0,21.0,5,34.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,PARQUE SIMON BOLIVAR - CAN,247,1,8,13,6,103,172,2919,1456,1463,942.1034600890715,846.1801986981843,3.4258307639602603,27.406646111682083,44.53579993148339,20.554984583761563,1181.3186813186812,704.0328092959671
74.0,2016,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.0016666666666665,712512.0,784968.0,0.0,0,15.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ENGATIVA,266,17,32,14,60,123,266,132139,64142,67997,29.438697129537836,20.130317317370345,1.2865240390800596,2.4216923088565827,1.059490385124755,4.540673079106093,41.47048735617848,18.089033339706162
47.0,2016,0.0,0,0.0,0,1.0,1,0.0,0,0.0,3.0,865592.0,770256.0,9.0,4,28.0,979.914,"3,72",999.300,"88,94",KENNEDY,KENNEDY CENTRAL,609,11,43,67,80,300,510,96506,45739,50767,83.93260522661804,63.10488467038319,1.1398255030775288,4.45568151203034,6.942573518744948,8.289640022382029,111.50221911279215,59.09350562373196
