codigo_upz,year,quarter,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,estrato_mean,poblacion_2005,poblacion_urbana_2009,num_est_transmi,acceso_transmi,accesibilidad_arterial,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,nombre_localidad,nombre_upz,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index_eb,theft_to_people_index_eb,homicide_index_eb,sexual_index_eb,theft_to_vehicle_index_eb,theft_to_motorbike_index_eb,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
114.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,3.8,191930.0,197050.0,9.0,4,24.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,MODELIA,53.0,0.0,4.0,8.0,1.0,0.0,27.0,39.0,41956.0,19382.0,22574.0,15.715358321482263,12.616968887386173,0.10674381037267706,0.9786144761285082,1.5515543129009448,0.4930666667968698,15.73076556392411,12.632281437696633,0.0,0.9533797311469158,1.9067594622938315,0.23834493278672894,20.121762460014445,11.960662709311597
89.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0666666666666664,28245.0,48603.0,0.0,0,3.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,SAN ISIDRO - PATIOS,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,14537.0,7178.0,7359.0,3.0535181753173934,2.2653829755555237,0.21156547858012323,0.8778339445286166,0.44443527480264755,0.5996872564761117,2.7515993671321457,2.0636995253491093,0.0,0.6878998417830364,0.0,0.0,2.7862914460852606,2.7177605652941974
38.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,3.008,1246305.0,1155330.0,52.0,15,75.0,119.565,"3,92",1.095.184,"90,79",ANTONIO NARIÑO,RESTREPO,110.0,2.0,8.0,17.0,14.0,0.0,59.0,92.0,55945.0,26632.0,29313.0,26.899735777107907,19.60753874031375,0.37368189018377496,1.3398372483129666,2.4592332678229494,2.147301246767297,26.9907945303423,19.66216820091161,0.357493967289302,1.429975869157208,3.0386987219590673,2.5024577710251137,34.544908380895166,20.1275884419882
52.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,614920.0,740280.0,0.0,0,176.0,314.431,"4,07",569.872,"82,91",USME,LA FLORA,12.0,2.0,2.0,0.0,0.0,0.0,4.0,12.0,17505.0,8720.0,8785.0,9.25019537620213,6.930647873257827,0.838700660837557,1.092815494063384,0.40859225854578535,0.550214197474353,9.140245644101684,6.855184233076264,1.1425307055127105,1.1425307055127105,0.0,0.0,13.761467889908257,4.553215708594195
96.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,2.0,1.7264285714285716,628474.0,648214.0,4.0,2,16.0,96.241,"3,18",896.890,"88,28",SANTA FE,LOURDES,35.0,3.0,2.0,1.0,0.0,0.0,13.0,28.0,44546.0,21724.0,22822.0,9.247202004189832,7.879347463390225,0.6198307866829739,0.6118246088999107,0.3921652703430898,0.31411594324106473,9.203968930992682,7.857046648408387,0.6734611412921475,0.44897409419476497,0.22448704709738249,0.0,12.888970723623641,5.69625799666988
84.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.98,990222.0,1073760.0,1.0,1,30.0,546.809,"3,98",703.807,"85,4",BOSA,BOSA OCCIDENTAL,82.0,7.0,16.0,4.0,26.0,0.0,52.0,83.0,196849.0,96671.0,100178.0,6.872629232133963,4.17717004632791,0.3610613068658106,0.8308626529758251,0.2546286582045909,1.2994337111883318,6.858048554983769,4.165629492656808,0.35560251766582507,0.812805754664743,0.20320143866618576,1.3208093513302073,8.585822014875195,5.190760446405398
111.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.9375,64585.0,73290.0,16.0,5,63.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,PUENTE ARANDA,60.0,0.0,9.0,2.0,3.0,0.0,28.0,46.0,9493.0,6848.0,2645.0,75.38440001713266,61.36370595626135,0.25821055685662686,4.077748738586273,1.2169939432500876,1.7806388412763743,77.95217528705362,63.20446644896239,0.0,9.480669967344358,2.1068155482987465,3.1602233224481195,67.17289719626169,105.8601134215501
112.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.1133333333333333,126427.0,160027.0,0.0,0,71.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,GRANJAS DE TECHO,52.0,1.0,1.0,6.0,5.0,0.0,22.0,43.0,37231.0,17208.0,20023.0,17.42296698752179,13.937354018619251,0.31427518830136236,0.5097503442451571,1.3274357640270393,1.2529908068477613,17.458569471676828,13.966855577341464,0.26859337648733583,0.26859337648733583,1.611560258924015,1.3429668824366792,24.988377498837753,10.987364530789593
75.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.913,1316550.0,1374890.0,0.0,0,58.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,FONTIBON,120.0,5.0,12.0,8.0,14.0,0.0,60.0,99.0,133192.0,63502.0,69690.0,11.944060911908071,9.014066925249878,0.3814197798877342,0.9167497324686771,0.6232389018695111,1.053613675187351,11.937653913147939,9.009550123130518,0.37539792179710496,0.9009550123130519,0.6006366748753679,1.0511141810318938,15.59006015558565,8.609556607834696
12.0,2015,1,1.0,1,0.0,0,0.0,0,0.0,0,5.0,3.378,256245.0,260090.0,9.0,3,42.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,TOBERIN,64.0,0.0,4.0,2.0,3.0,0.0,29.0,44.0,58543.0,26971.0,31572.0,12.48040016855352,10.931104709521017,0.08212801723883557,0.7634304110906216,0.45011594035895297,0.6465636050285437,12.4694668875869,10.932135353500845,0.0,0.6832584595938028,0.3416292297969014,0.5124438446953521,16.31381854584554,9.185354111237805
16.0,2015,1,0.0,0,0.0,0,2.0,1,0.0,0,6.0,5.738888888888889,464238.0,463266.0,18.0,6,60.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,SANTA BARBARA,134.0,1.0,8.0,2.0,3.0,0.0,60.0,87.0,65473.0,29173.0,36300.0,22.55333063755438,20.41551124777143,0.20172118515545437,1.1848434510273458,0.4133185528088522,0.5931868957041987,22.604737830861577,20.466451819834127,0.15273471507338904,1.2218777205871123,0.3054694301467781,0.45820414522016706,29.82209577348919,16.52892561983471
82.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.9566666666666668,963012.0,1044870.0,9.0,4,29.0,979.914,"3,72",999.300,"88,94",KENNEDY,PATIO BONITO,73.0,5.0,7.0,6.0,20.0,0.0,31.0,80.0,144804.0,72234.0,72570.0,7.683129390154439,5.054892650466337,0.35342129464174915,0.5416908112750775,0.45726124123717155,1.34615856253438,7.665534101267921,5.041297201734759,0.3452943288859424,0.4834120604403193,0.4143531946631308,1.3811773155437697,11.07511698092311,4.271737632630564
35.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.666,168705.0,154565.0,35.0,5,22.0,119.565,"3,92",1.095.184,"90,79",ANTONIO NARIÑO,CIUDAD JARDIN,26.0,1.0,1.0,1.0,2.0,0.0,12.0,19.0,25069.0,11890.0,13179.0,12.392792190327757,10.376605664697985,0.4136728005263506,0.6574988265542199,0.5643298736800504,0.9139708932927906,12.365870198252821,10.371375004986238,0.39889903865331683,0.39889903865331683,0.39889903865331683,0.7977980773066337,15.979814970563499,9.105394946505806
68.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.055,351536.0,380992.0,0.0,0,13.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,EL TESORO,13.0,4.0,7.0,0.0,6.0,0.0,11.0,19.0,48247.0,24089.0,24158.0,6.282358146419783,2.751755168454775,0.7448637662964998,1.34465878513274,0.22262460504468712,1.195990997071567,6.218003191908305,2.6944680498269324,0.8290670922544408,1.4508674114452713,0.0,1.243600638381661,7.887417493461745,4.553357065982284
27.0,2015,1,1.0,1,0.0,0,1.0,1,0.0,0,2.0,2.840909090909091,1497236.0,1751217.0,16.0,6,48.0,981.613,"3,41",1.388.086,"91,6",SUBA,SUBA,158.0,2.0,17.0,7.0,6.0,0.0,78.0,112.0,163366.0,76565.0,86801.0,11.636299798379174,9.67382315161418,0.14657522504105822,1.0406724952724473,0.46554052785900013,0.4388247236654537,11.630326995825326,9.671535080738954,0.12242449469289816,1.0406082048896343,0.4284857314251435,0.3672734840786945,14.628093776529747,8.986071589036992
22.0,2015,1,1.0,1,0.0,0,2.0,1,0.0,0,1.0,3.292222222222222,847206.0,887247.0,37.0,8,38.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,DOCE DE OCTUBRE,109.0,2.0,16.0,18.0,11.0,0.0,58.0,98.0,65712.0,31865.0,33847.0,23.681905888321744,16.557052971903733,0.32753904352119523,2.1498985664045223,2.294316835841418,1.541806832581,23.739956172388606,16.58753347942537,0.30435841246652057,2.4348672997321645,2.739225712198685,1.673971268565863,30.7547465871646,17.135935237982686
105.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.67,1601.0,2464.0,4.0,1,11.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,JARDIN BOTANICO,6.0,0.0,2.0,0.0,2.0,0.0,6.0,4.0,1908.0,1049.0,859.0,45.801289128678256,28.275996264498104,0.38627921927394065,1.9994749555005835,0.7091300523570574,1.9526808816624108,52.41090146750524,31.446540880503147,0.0,10.482180293501049,0.0,10.482180293501049,38.13155386081983,69.84866123399301
104.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,2.0,4.0,19494.0,20424.0,21.0,5,34.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,PARQUE SIMON BOLIVAR - CAN,37.0,2.0,3.0,0.0,4.0,0.0,15.0,31.0,2932.0,1459.0,1473.0,139.8340607104808,114.03134890470442,1.5877686597759644,2.4006443988808694,0.6764628605639905,2.793682689305714,156.88949522510234,126.193724420191,6.8212824010914055,10.231923601637106,0.0,13.642564802182811,212.47429746401644,101.83299389002038
74.0,2015,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.0016666666666665,712512.0,784968.0,0.0,0,15.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ENGATIVA,24.0,5.0,8.0,1.0,11.0,0.0,12.0,37.0,130807.0,63588.0,67219.0,3.777329539065078,1.8582526271448192,0.38772864240533794,0.66073101536374,0.1667972840113176,0.8694805582813178,3.7459768972608503,1.8347641945767428,0.38224254053682144,0.6115880648589143,0.07644850810736428,0.840933589181007,5.818707932314274,1.7852095389696365
