codigo_upz,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,estrato_mean,poblacion_2005,poblacion_urbana_2009,num_est_transmi,acceso_transmi,accesibilidad_arterial,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,nombre_localidad,nombre_upz,theft_to_people,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,male_index,female_index
23.0,2018,0.0,0,0.0,0,4.0,1,18.0,1,5.0,3.5728571428571425,209118.0,255647.0,7.0,5,41.0,981.613,"3,41",1.388.086,"91,6",SUBA,CASA BLANCA SUBA,22.0,0.0,12.0,10.0,52913.0,24468.0,28445.0,4.1577684122994345,4.1577684122994345,4.086970737289521,4.218667604148356
88.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,16.0,5.9375,358776.0,369156.0,3.0,2,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,EL REFUGIO,58.0,0.0,28.0,30.0,36695.0,16397.0,20298.0,15.805968115547076,15.805968115547076,18.296029761541746,13.794462508621539
9.0,2018,0.0,0,1.0,1,4.0,1,1.0,1,0.0,2.7445454545454546,927663.0,1059410.0,9.0,4,60.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,VERBENAL,32.0,0.0,13.0,19.0,119080.0,56578.0,62502.0,2.6872690628149143,2.6872690628149143,3.358195765138393,2.079933442129852
109.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,2.0,4.123333333333334,44058.0,53832.0,12.0,3,32.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,55.0,0.0,34.0,21.0,21236.0,9763.0,11473.0,25.899416085891882,25.899416085891882,21.50978182935573,29.634794735465874
49.0,2018,0.0,0,1.0,1,0.0,0,1.0,1,2.0,2.3333333333333335,124191.0,114375.0,10.0,3,11.0,546.809,"3,98",703.807,"85,4",BOSA,APOGEO,39.0,0.0,18.0,21.0,36791.0,17636.0,19155.0,10.600418580631132,10.600418580631132,11.90746200952597,9.397024275646045
14.0,2018,0.0,0,0.0,0,1.0,1,0.0,0,14.0,4.66,375100.0,457974.0,0.0,0,45.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,USAQUEN,64.0,0.0,23.0,41.0,39868.0,18825.0,21043.0,16.052974816895755,16.052974816895755,21.779548472775563,10.930000475217412
32.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.7457142857142858,1408200.0,1428675.0,0.0,0,47.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,SAN BLAS,16.0,0.0,10.0,6.0,97856.0,47245.0,50611.0,1.6350555918901244,1.6350555918901244,1.269975658799873,1.9758550512734385
92.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,10.0,2.5425,132324.0,86100.0,26.0,6,25.0,96.241,"3,18",896.890,"88,28",SANTA FE,LA MACARENA,40.0,0.0,15.0,25.0,12041.0,5866.0,6175.0,33.219832239847186,33.219832239847186,42.61847937265598,24.291497975708502
11.0,2018,0.0,0,1.0,1,4.0,1,2.0,1,5.0,2.3000000000000003,373404.0,436080.0,0.0,0,21.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,SAN CRISTOBAL NORTE,26.0,0.0,11.0,15.0,68168.0,32450.0,35718.0,3.8141063255486443,3.8141063255486443,4.622496147919877,3.079679713309816
36.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.97,350595.0,343350.0,26.0,7,19.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,SAN JOSE,44.0,0.0,11.0,33.0,46555.0,22110.0,24445.0,9.451186768338523,9.451186768338523,14.925373134328359,4.499897729597055
53.0,2018,0.0,0,1.0,1,1.0,1,0.0,0,1.0,2.442857142857143,479920.0,461139.0,21.0,6,14.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ,31.0,0.0,14.0,17.0,46417.0,22472.0,23945.0,6.678587586444621,6.678587586444621,7.56496974012104,5.846732094382961
50.0,2018,0.0,0,1.0,1,0.0,0,0.0,0,0.0,1.9327272727272728,215222.0,1432186.0,1.0,1,21.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LA GLORIA,21.0,0.0,11.0,10.0,93229.0,45285.0,47944.0,2.252517993328256,2.252517993328256,2.2082367229767033,2.294343400634073
110.0,2018,1.0,1,1.0,1,0.0,0,0.0,0,3.0,4.074999999999999,71780.0,82212.0,7.0,2,29.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CIUDAD SALITRE OCCIDENTAL,64.0,0.0,31.0,33.0,42871.0,20206.0,22665.0,14.928506449581302,14.928506449581302,16.331782638820155,13.677476285020957
10.0,2018,0.0,0,1.0,1,1.0,1,14.0,1,1.0,2.87125,122265.0,153495.0,5.0,2,29.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,LA URIBE,49.0,0.0,24.0,25.0,31194.0,14327.0,16867.0,15.7081490030134,15.7081490030134,17.449570740559782,14.228967806960338
42.0,2018,0.0,0,0.0,0,1.0,1,6.0,1,1.0,2.4250000000000003,2179040.0,2310720.0,35.0,13,66.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,VENECIA,114.0,0.0,52.0,62.0,131951.0,63768.0,68183.0,8.639570749748012,8.639570749748012,9.722744950445366,7.626534473402461
103.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,2.0,3.0,10953.0,12423.0,5.0,2,15.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,PARQUE SALITRE,10.0,0.0,3.0,7.0,1339.0,688.0,651.0,74.68259895444362,74.68259895444362,101.74418604651163,46.08294930875576
21.0,2018,0.0,0,0.0,0,6.0,1,0.0,0,14.0,3.762,225860.0,233125.0,52.0,5,22.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ANDES,64.0,0.0,31.0,33.0,27253.0,11949.0,15304.0,23.48365317579716,23.48365317579716,27.617373838814963,20.25614218504966
55.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.5539999999999998,379860.0,395955.0,0.0,0,7.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,DIANA TURBAY,18.0,0.0,4.0,14.0,71841.0,34863.0,36978.0,2.505533052156846,2.505533052156846,4.015718670223446,1.0817242684839634
113.0,2018,0.0,0,0.0,0,3.0,1,0.0,0,1.0,3.2925,104270.0,104965.0,8.0,3,26.0,979.914,"3,72",999.300,"88,94",KENNEDY,BAVARIA,56.0,0.0,23.0,33.0,37827.0,17598.0,20229.0,14.80424035741666,14.80424035741666,18.752130923968632,11.369815611251173
60.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,4.0,0.0,4.0,0.0,1014.0,517.0,497.0,39.447731755424066,39.447731755424066,0.0,80.48289738430584
90.0,2018,0.0,0,1.0,1,3.0,1,0.0,0,20.0,3.05,275954.0,520674.0,22.0,10,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,PARDO RUBIO,61.0,0.0,26.0,35.0,46307.0,22621.0,23686.0,13.172954412939728,13.172954412939728,15.472348702533045,10.976948408342482
67.0,2018,0.0,0,1.0,1,0.0,0,0.0,0,0.0,1.256470588235294,2609568.0,2765373.0,2.0,1,30.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,LUCERO,42.0,0.0,20.0,22.0,153854.0,75900.0,77954.0,2.7298607771003676,2.7298607771003676,2.898550724637681,2.565615619467891
83.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0,24432.0,29572.0,1.0,1,11.0,979.914,"3,72",999.300,"88,94",KENNEDY,LAS MARGARITAS,21.0,0.0,11.0,10.0,28531.0,13522.0,15009.0,7.360414987206897,7.360414987206897,7.395355716609969,7.328935971750282
101.0,2018,1.0,1,0.0,0,3.0,1,0.0,0,15.0,3.8711111111111105,267970.0,273160.0,65.0,10,59.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,TEUSAQUILLO,123.0,0.0,64.0,59.0,25536.0,12292.0,13244.0,48.1672932330827,48.1672932330827,47.99869834038399,48.32376925400181
54.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.83,984621.0,1061115.0,21.0,8,28.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARRUECOS,44.0,0.0,20.0,24.0,111476.0,58191.0,53285.0,3.947037927446267,3.947037927446267,4.124349126153529,3.753401520127616
78.0,2018,0.0,0,1.0,1,0.0,0,0.0,0,2.0,1.956,79812.0,176088.0,0.0,0,25.0,979.914,"3,72",999.300,"88,94",KENNEDY,TINTAL NORTE,16.0,0.0,6.0,10.0,27577.0,12962.0,14615.0,5.801936396272255,5.801936396272255,7.714858818083629,4.1053711939787885
100.0,2018,1.0,1,1.0,1,2.0,1,1.0,1,8.0,3.59625,300195.0,309096.0,38.0,9,56.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,GALERIAS,115.0,0.0,46.0,69.0,33749.0,16059.0,17690.0,34.07508370618389,34.07508370618389,42.9665608070241,26.00339174674958
34.0,2018,0.0,0,2.0,1,2.0,1,1.0,1,0.0,2.346363636363636,864012.0,1108236.0,26.0,12,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,20 DE JULIO,45.0,0.0,23.0,22.0,78361.0,37998.0,40363.0,5.7426525950409,5.7426525950409,5.789778409389967,5.698288036072641
106.0,2018,0.0,0,0.0,0,1.0,1,1.0,1,1.0,4.164,167560.0,168920.0,17.0,5,30.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,LA ESMERALDA,32.0,0.0,17.0,15.0,35620.0,16336.0,19284.0,8.983717012914093,8.983717012914093,9.182174338883447,8.815598423563577
91.0,2018,2.0,1,0.0,0,0.0,0,1.0,1,13.0,3.3285714285714287,96894.0,41153.0,42.0,7,37.0,96.241,"3,18",896.890,"88,28",SANTA FE,SAGRADO CORAZON,97.0,0.0,50.0,47.0,10027.0,4998.0,5029.0,96.73880522589009,96.73880522589009,94.03761504601842,99.4233446013124
95.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,9.0,2.0,260205.0,69723.0,19.0,3,15.0,96.241,"3,18",896.890,"88,28",SANTA FE,LAS CRUCES,33.0,0.0,13.0,20.0,20406.0,10293.0,10113.0,16.17171420170538,16.17171420170538,19.43068104537064,12.854741421932166
40.0,2018,0.0,0,0.0,0,2.0,1,0.0,0,1.0,3.0,1219392.0,1267944.0,21.0,8,62.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,CIUDAD MONTES,67.0,0.0,26.0,41.0,98166.0,46098.0,52068.0,6.825173685390054,6.825173685390054,8.894095188511432,4.993470077590843
117.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,3.0,3.0,824.0,1670.0,1.0,1,17.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,AEROPUERTO EL DORADO,16.0,0.0,2.0,14.0,756.0,499.0,257.0,211.64021164021162,211.64021164021162,280.56112224448896,77.82101167315176
64.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,5590.0,25895.0,0.0,0,7.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,MONTE BLANCO,1.0,0.0,1.0,0.0,5331.0,2681.0,2650.0,1.8758206715438004,1.8758206715438004,0.0,3.773584905660377
48.0,2018,0.0,0,1.0,1,0.0,0,0.0,0,2.0,2.7455555555555557,1310472.0,1325682.0,5.0,3,18.0,979.914,"3,72",999.300,"88,94",KENNEDY,TIMIZA,61.0,0.0,23.0,38.0,141531.0,67482.0,74049.0,4.3100098211699205,4.3100098211699205,5.631131264633532,3.1060513983983578
98.0,2018,0.0,0,3.0,1,6.0,1,0.0,0,18.0,3.0542105263157895,1522242.0,1559634.0,99.0,19,81.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ALCAZARES,135.0,0.0,52.0,83.0,39720.0,18906.0,20814.0,33.987915407854985,33.987915407854985,43.9014069607532,24.98318439511867
28.0,2018,0.0,0,6.0,1,13.0,1,6.0,1,6.0,2.287857142857143,3797108.0,4228084.0,17.0,6,49.0,981.613,"3,41",1.388.086,"91,6",SUBA,EL RINCON,111.0,0.0,47.0,64.0,266238.0,127428.0,138810.0,4.169201992202466,4.169201992202466,5.022444046834291,3.385923204380088
17.0,2018,0.0,0,0.0,0,2.0,1,0.0,0,2.0,4.285,226840.0,238870.0,6.0,2,32.0,981.613,"3,41",1.388.086,"91,6",SUBA,SAN JOSE DE BAVARIA,46.0,0.0,18.0,28.0,47245.0,21911.0,25334.0,9.736480050799027,9.736480050799027,12.778969467390807,7.105076182205731
24.0,2018,2.0,1,2.0,1,11.0,1,1.0,1,6.0,4.819999999999999,859833.0,845949.0,36.0,12,69.0,981.613,"3,41",1.388.086,"91,6",SUBA,NIZA,60.0,0.0,24.0,36.0,76588.0,34962.0,41626.0,7.834125450462213,7.834125450462213,10.296893770379269,5.765627252198145
44.0,2018,0.0,0,2.0,1,1.0,1,0.0,0,0.0,3.22875,673424.0,676672.0,20.0,7,33.0,979.914,"3,72",999.300,"88,94",KENNEDY,AMERICAS,107.0,0.0,38.0,69.0,79652.0,37518.0,42134.0,13.43343544418219,13.43343544418219,18.39117223732608,9.0188446385342
62.0,2018,0.0,0,1.0,1,2.0,1,0.0,0,1.0,2.024,338366.0,403893.0,26.0,7,26.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,TUNJUELITO,19.0,0.0,8.0,11.0,39681.0,19601.0,20080.0,4.788185781608326,4.788185781608326,5.611958573542166,3.9840637450199203
69.0,2018,1.0,1,1.0,1,2.0,1,1.0,1,1.0,1.3691666666666666,1779216.0,1964304.0,13.0,6,22.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,ISMAEL PERDOMO,48.0,0.0,19.0,29.0,155423.0,75643.0,79780.0,3.088345997696609,3.088345997696609,3.8337982364528114,2.3815492604662825
93.0,2018,4.0,1,5.0,1,2.0,1,0.0,0,8.0,2.932857142857143,332178.0,96411.0,80.0,7,52.0,96.241,"3,18",896.890,"88,28",SANTA FE,LAS NIEVES,273.0,0.0,119.0,154.0,16323.0,8457.0,7866.0,167.24866752435213,167.24866752435213,182.0976705687596,151.2840071192474
18.0,2018,0.0,0,1.0,1,4.0,1,4.0,1,7.0,3.272,300834.0,346380.0,10.0,3,25.0,981.613,"3,41",1.388.086,"91,6",SUBA,BRITALIA,33.0,0.0,11.0,22.0,82735.0,38291.0,44444.0,3.9886384238834833,3.9886384238834833,5.745475438092503,2.4750247502475027
15.0,2019,0.0,0,0.0,0,0.0,0,3.0,1,11.0,5.395,175550.0,49356.0,6.0,2,21.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,COUNTRY CLUB,44.0,0.0,25.0,19.0,24929.0,11192.0,13737.0,17.65012635885916,17.65012635885916,16.97641172265904,18.19902453228507
86.0,2019,0.0,0,0.0,0,0.0,0,1.0,1,0.0,1.568,321440.0,368145.0,0.0,0,33.0,546.809,"3,98",703.807,"85,4",BOSA,EL PORVENIR,32.0,0.0,17.0,15.0,135550.0,64820.0,70730.0,2.3607524898561416,2.3607524898561416,2.314100586238815,2.403506291531175
71.0,2019,0.0,0,0.0,0,3.0,1,0.0,0,4.0,2.105,2325960.0,2670912.0,0.0,0,22.0,981.613,"3,41",1.388.086,"91,6",SUBA,TIBABUYES,81.0,0.0,40.0,41.0,281383.0,136036.0,145347.0,2.878638723732422,2.878638723732422,3.013908083154459,2.752034785719691
29.0,2019,2.0,1,2.0,1,1.0,1,0.0,0,5.0,2.713333333333334,1291554.0,1329381.0,30.0,9,32.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,MINUTO DE DIOS,102.0,0.0,40.0,62.0,110128.0,51823.0,58305.0,9.26194973122185,9.26194973122185,11.96379985720626,6.860475087899838
80.0,2019,0.0,0,1.0,1,1.0,1,0.0,0,1.0,2.0025,247816.0,277108.0,11.0,4,19.0,979.914,"3,72",999.300,"88,94",KENNEDY,CORABASTOS,55.0,0.0,13.0,42.0,56948.0,28431.0,28517.0,9.657933553417152,9.657933553417152,14.772607365199958,4.558684293579269
99.0,2019,7.0,1,3.0,1,1.0,1,0.0,0,16.0,3.692,79566.0,121692.0,22.0,6,62.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,CHAPINERO,249.0,0.0,98.0,151.0,24347.0,12130.0,12217.0,102.27132706288248,102.27132706288248,124.48474855729596,80.21609233035933
3.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6.0,0.0,1169.0,0.0,0,26.0,981.613,"3,41",1.388.086,"91,6",SUBA,GUAYMARAL,3.0,0.0,0.0,3.0,2323.0,1124.0,1199.0,12.914334911752045,12.914334911752045,26.690391459074736,0.0
97.0,2019,12.0,1,3.0,1,7.0,1,1.0,1,12.0,5.211875,94384.0,420656.0,63.0,15,98.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,CHICO LAGO,421.0,0.0,199.0,222.0,35313.0,16528.0,18785.0,119.21955087361594,119.21955087361594,134.31752178121977,105.93558690444503
94.0,2019,4.0,1,0.0,0,0.0,0,2.0,1,6.0,2.40875,203598.0,216855.0,43.0,8,36.0,22.115,"2,83",1.050.888,"88,9",CANDELARIA,LA CANDELARIA,123.0,0.0,46.0,77.0,17345.0,9085.0,8260.0,70.91380801383684,70.91380801383684,84.75509080902586,55.690072639225185
76.0,2019,0.0,0,0.0,0,1.0,1,0.0,0,1.0,2.186666666666667,120020.0,128536.0,0.0,0,21.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,FONTIBON SAN PABLO,19.0,0.0,8.0,11.0,33461.0,16412.0,17049.0,5.6782522937150715,5.6782522937150715,6.702412868632708,4.692357323010147
114.0,2019,0.0,0,0.0,0,2.0,1,2.0,1,7.0,3.8,191930.0,197050.0,9.0,4,24.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,MODELIA,60.0,0.0,22.0,38.0,42974.0,19838.0,23136.0,13.961930469586262,13.961930469586262,19.155156769835667,9.508990318118949
89.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0666666666666664,28245.0,48603.0,0.0,0,3.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,SAN ISIDRO - PATIOS,8.0,0.0,4.0,4.0,15994.0,7940.0,8054.0,5.00187570338877,5.00187570338877,5.037783375314861,4.966476285075739
38.0,2019,0.0,0,5.0,1,4.0,1,0.0,0,3.0,3.008,1246305.0,1155330.0,52.0,15,75.0,119.565,"3,92",1.095.184,"90,79",ANTONIO NARIÑO,RESTREPO,123.0,0.0,54.0,69.0,54708.0,26059.0,28649.0,22.483000658039042,22.483000658039042,26.478375992939103,18.848825438933297
52.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,614920.0,740280.0,0.0,0,176.0,314.431,"4,07",569.872,"82,91",USME,LA FLORA,8.0,0.0,4.0,4.0,18698.0,9295.0,9403.0,4.278532463365066,4.278532463365066,4.303388918773535,4.25396150164841
96.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,4.0,1.7264285714285716,628474.0,648214.0,4.0,2,16.0,96.241,"3,18",896.890,"88,28",SANTA FE,LOURDES,10.0,0.0,2.0,8.0,44918.0,21928.0,22990.0,2.2262789972839396,2.2262789972839396,3.6483035388544325,0.8699434536755112
84.0,2019,0.0,0,0.0,0,2.0,1,2.0,1,1.0,1.98,990222.0,1073760.0,1.0,1,30.0,546.809,"3,98",703.807,"85,4",BOSA,BOSA OCCIDENTAL,79.0,0.0,31.0,48.0,197601.0,96425.0,101176.0,3.9979554759338263,3.9979554759338263,4.977962146746176,3.063967739384834
111.0,2019,1.0,1,0.0,0,1.0,1,0.0,0,6.0,2.9375,64585.0,73290.0,16.0,5,63.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,PUENTE ARANDA,67.0,0.0,35.0,32.0,11206.0,8709.0,2497.0,59.789398536498304,59.789398536498304,36.743598576185555,140.16820184221064
112.0,2019,1.0,1,1.0,1,1.0,1,1.0,1,7.0,3.1133333333333333,126427.0,160027.0,0.0,0,71.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,GRANJAS DE TECHO,96.0,0.0,40.0,56.0,46245.0,21402.0,24843.0,20.75900097307817,20.75900097307817,26.165778899168302,16.101115002213902
75.0,2019,0.0,0,2.0,1,7.0,1,5.0,1,4.0,2.913,1316550.0,1374890.0,0.0,0,58.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,FONTIBON,105.0,0.0,46.0,59.0,132714.0,63221.0,69493.0,7.9117500791175015,7.9117500791175015,9.3323421015169,6.61937173528269
12.0,2019,1.0,1,2.0,1,5.0,1,0.0,0,7.0,3.378,256245.0,260090.0,9.0,3,42.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,TOBERIN,61.0,0.0,27.0,34.0,60120.0,27692.0,32428.0,10.146373918829008,10.146373918829008,12.277914199046656,8.326137905513754
16.0,2019,2.0,1,2.0,1,9.0,1,1.0,1,17.0,5.738888888888889,464238.0,463266.0,18.0,6,60.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,SANTA BARBARA,175.0,0.0,81.0,94.0,69695.0,31338.0,38357.0,25.10940526580099,25.10940526580099,29.995532580254004,21.117397085277787
82.0,2019,0.0,0,0.0,0,2.0,1,2.0,1,0.0,1.9566666666666668,963012.0,1044870.0,9.0,4,29.0,979.914,"3,72",999.300,"88,94",KENNEDY,PATIO BONITO,86.0,0.0,25.0,61.0,139919.0,69495.0,70424.0,6.146413281970283,6.146413281970283,8.777609899992806,3.54992616153584
35.0,2019,1.0,1,0.0,0,1.0,1,1.0,1,2.0,2.666,168705.0,154565.0,35.0,5,22.0,119.565,"3,92",1.095.184,"90,79",ANTONIO NARIÑO,CIUDAD JARDIN,32.0,0.0,14.0,18.0,25387.0,12038.0,13349.0,12.604876511600425,12.604876511600425,14.952649941850806,10.48767697954903
68.0,2019,0.0,0,0.0,0,0.0,0,1.0,1,0.0,1.055,351536.0,380992.0,0.0,0,13.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,EL TESORO,11.0,0.0,2.0,9.0,51170.0,25484.0,25686.0,2.1496970881375805,2.1496970881375805,3.5316276879610737,0.7786342754808067
27.0,2019,1.0,1,5.0,1,7.0,1,5.0,1,3.0,2.840909090909091,1497236.0,1751217.0,16.0,6,48.0,981.613,"3,41",1.388.086,"91,6",SUBA,SUBA,104.0,0.0,56.0,48.0,170068.0,79760.0,90308.0,6.115200978432156,6.115200978432156,6.018054162487463,6.201001018735882
22.0,2019,1.0,1,0.0,0,5.0,1,0.0,0,2.0,3.292222222222222,847206.0,887247.0,37.0,8,38.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,DOCE DE OCTUBRE,85.0,0.0,42.0,43.0,67629.0,32457.0,35172.0,12.568572653743216,12.568572653743216,13.248297747789383,11.941316956670079
105.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,3.0,2.67,1601.0,2464.0,4.0,1,11.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,JARDIN BOTANICO,16.0,0.0,9.0,7.0,2616.0,1504.0,1112.0,61.162079510703364,61.162079510703364,46.54255319148936,80.93525179856115
104.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,6.0,4.0,19494.0,20424.0,21.0,5,34.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,PARQUE SIMON BOLIVAR - CAN,70.0,0.0,30.0,40.0,3087.0,1586.0,1501.0,226.75736961451247,226.75736961451247,252.20680958385876,199.86675549633577
74.0,2019,0.0,0,0.0,0,2.0,1,0.0,0,2.0,2.0016666666666665,712512.0,784968.0,0.0,0,15.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ENGATIVA,37.0,0.0,15.0,22.0,138394.0,66983.0,71411.0,2.6735263089440298,2.6735263089440298,3.284415448695938,2.1005167271148704
47.0,2019,1.0,1,0.0,0,2.0,1,0.0,0,1.0,3.0,865592.0,770256.0,9.0,4,28.0,979.914,"3,72",999.300,"88,94",KENNEDY,KENNEDY CENTRAL,77.0,0.0,37.0,40.0,94456.0,44672.0,49784.0,8.151943762174982,8.151943762174982,8.954154727793696,7.432106700948096
70.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.1733333333333331,789975.0,888237.0,0.0,0,23.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,JERUSALEM,29.0,0.0,14.0,15.0,97492.0,47838.0,49654.0,2.974603044352357,2.974603044352357,3.1355825912454534,2.819511016232328
66.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.8425,597168.0,609704.0,4.0,3,26.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,SAN FRANCISCO,40.0,0.0,21.0,19.0,69426.0,34000.0,35426.0,5.761530262437703,5.761530262437703,5.588235294117647,5.927849601987241
65.0,2019,0.0,0,0.0,0,1.0,1,0.0,0,1.0,2.463333333333334,349194.0,364512.0,9.0,3,21.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,ARBORIZADORA,54.0,0.0,24.0,30.0,79580.0,38071.0,41509.0,6.785624528776075,6.785624528776075,7.880013658690341,5.781878628731118
79.0,2019,0.0,0,0.0,0,0.0,0,1.0,1,0.0,2.1333333333333333,167274.0,204984.0,3.0,2,22.0,979.914,"3,72",999.300,"88,94",KENNEDY,CALANDAIMA,43.0,0.0,17.0,26.0,124532.0,58974.0,65558.0,3.452927761539203,3.452927761539203,4.408722487876013,2.5931236462369203
59.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,163808.0,216380.0,0.0,0,6.0,314.431,"4,07",569.872,"82,91",USME,ALFONSO LOPEZ,22.0,0.0,13.0,9.0,49878.0,24695.0,25183.0,4.410762259914191,4.410762259914191,3.644462441789836,5.1622126037406195
45.0,2019,0.0,0,0.0,0,2.0,1,1.0,1,2.0,2.7914285714285714,737583.0,674359.0,9.0,4,35.0,979.914,"3,72",999.300,"88,94",KENNEDY,CARVAJAL,105.0,0.0,33.0,72.0,90319.0,43587.0,46732.0,11.62546086648435,11.62546086648435,16.51868676440223,7.0615424120517
20.0,2019,2.0,1,1.0,1,7.0,1,48.0,1,20.0,4.996666666666667,231126.0,219822.0,33.0,6,26.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA ALHAMBRA,73.0,0.0,35.0,38.0,41140.0,18539.0,22601.0,17.744287797763736,17.744287797763736,20.4973299530719,15.486040440688464
51.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.68875,263745.0,660861.0,0.0,0,15.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LOS LIBERTADORES,15.0,0.0,6.0,9.0,75389.0,36613.0,38776.0,1.9896801920704614,1.9896801920704614,2.4581432824406635,1.5473488755931504
115.0,2019,2.0,1,2.0,1,0.0,0,0.0,0,5.0,3.314,77135.0,83285.0,6.0,3,26.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CAPELLANIA,72.0,0.0,30.0,42.0,17600.0,8297.0,9303.0,40.909090909090914,40.909090909090914,50.62070627937808,32.24766204450177
43.0,2019,0.0,0,0.0,0,2.0,1,1.0,1,2.0,3.0,844074.0,844239.0,17.0,8,31.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,SAN RAFAEL,57.0,0.0,24.0,33.0,72177.0,34309.0,37868.0,7.897252587389335,7.897252587389335,9.618467457518436,6.337805006865955
