codigo_upz,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,estrato_mean,poblacion_2005,poblacion_urbana_2009,num_est_transmi,acceso_transmi,accesibilidad_arterial,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,nombre_localidad,nombre_upz,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index_eb,theft_to_people_index_eb,homicide_index_eb,sexual_index_eb,theft_to_vehicle_index_eb,theft_to_motorbike_index_eb,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index,total_atraco,total_hurto,total_violacion_domicilio,total_alteracion_orden,total_violacion_maltrato,total_homicidio,total_pandillas_drogas,total_armas,total_rapto_secuestro,total_alcohol_menores,total_sospechoso,total_auxilio,total_tendida,tasa_TOTAL_POBLACION,tasa_total_atraco,tasa_total_hurto,tasa_total_violacion_domicilio,tasa_total_alteracion_orden,tasa_total_violacion_maltrato,tasa_total_homicidio,tasa_total_pandillas_drogas,tasa_total_armas,tasa_total_rapto_secuestro,tasa_total_alcohol_menores,tasa_total_sospechoso,tasa_total_auxilio,tasa_total_tendida
114,2015,0,0,0,0,0,0,0,0,1,3.8,191930,197050,9,4,24,317.179,346,1.428.379,9003,FONTIBON,MODELIA,207,2,13,26,9,0,87,170,41956,19382,22574,61.22398965334729,49.30698244707288,0.6105212467997448,3.2132539504891486,5.904919749775485,2.402707805975708,61.25464772618934,49.3374010868529,0.4766898655734579,3.0984841262274765,6.196968252454953,2.1451043950805606,87.71024662057579,38.53991317444848,12,24,12,37,32,1,18,12,9,12,12,12,12,10000,2.860139193440747,5.720278386881494,2.860139193440747,8.81876251310897,7.627037849175326,0.23834493278672894,4.290208790161121,2.860139193440747,2.1451043950805606,2.860139193440747,2.860139193440747,2.860139193440747,2.860139193440747
89,2015,0,0,0,0,0,0,0,0,0,2.0666666666666664,28245,48603,0,0,3,122.507,243,2.288.835,9661,CHAPINERO,SAN ISIDRO - PATIOS,14,2,5,0,0,0,9,12,14537,7178,7359,14.76791646949937,9.837834284404272,1.4879123347012146,3.626824120135291,0.7367936413167316,1.1793837759137875,14.445896677443764,9.630597784962507,1.3757996835660729,3.4394992089151817,0,0,16.71774867651156,12.22992254382389,6,7,1,31,25,1,9,3,4,8,11,9,0,10000,4.1273990506982186,4.8152988924812545,0.6878998417830364,21.32489509527413,17.19749604457591,0.6878998417830364,6.191098576047327,2.0636995253491093,2.7515993671321457,5.503198734264291,7.566898259613401,6.191098576047327,0
38,2015,0,0,0,0,0,0,0,0,1,3.008,1246305,1155330,52,15,75,119.565,392,1.095.184,9079,ANTONIO NARIÑO,RESTREPO,421,15,25,59,54,0,192,382,55945,26632,29313,102.48304225175092,75.1794150659837,2.6185412112981945,4.443503124432203,10.001669344895356,9.214801349735795,102.60076861202968,75.25248011439807,2.681204754669765,4.468674591116275,10.546072035034408,9.652337116811154,143.43646740762992,65.49994882816497,12,24,12,47,36,12,24,12,12,12,12,12,12,10000,2.144963803735812,4.289927607471624,2.144963803735812,8.401108231298597,6.434891411207436,2.144963803735812,4.289927607471624,2.144963803735812,2.144963803735812,2.144963803735812,2.144963803735812,2.144963803735812,2.144963803735812
52,2015,0,0,0,0,0,0,0,0,0,1,614920,740280,0,0,176,314.431,407,569.872,8291,USME,LA FLORA,32,14,14,0,2,0,20,42,17505,8720,8785,35.53349157806458,18.399443909463557,6.73048749698704,7.1384589504327,0.6371597105173694,1.9067218147648195,35.41845187089403,18.28049128820337,7.997714938588975,7.997714938588975,0,1.1425307055127103,48.165137614678905,22.766078542970973,12,23,11,39,32,3,17,12,8,12,12,11,8,10000,6.855184233076264,13.139103113396173,6.283918880319909,22.279348757497857,18.28049128820337,1.713796058269066,9.71151099685804,6.855184233076264,4.570122822050842,6.855184233076264,6.855184233076264,6.283918880319909,4.570122822050842
96,2015,0,0,0,0,0,0,0,0,3,1.7264285714285716,628474,648214,4,2,16,96.241,318,896.890,8828,SANTA FE,LOURDES,95,12,14,1,8,0,43,87,44546,21724,22822,29.246651618112875,21.365777724112224,2.61546004584944,3.247074761770014,0.4895882265555817,2.0764590303682384,29.18331612265973,21.326269474251333,2.69384456516859,3.1428186593633547,0.22448704709738249,1.7958963767790601,40.0478733198306,18.84146875821576,12,22,12,38,33,2,19,12,7,12,12,12,11,10000,2.69384456516859,4.938715036142415,2.69384456516859,8.530507789700534,7.408072554213622,0.44897409419476497,4.265253894850267,2.69384456516859,1.5714093296816773,2.69384456516859,2.69384456516859,2.69384456516859,2.4693575180712073
84,2015,0,0,0,0,0,0,0,0,0,1.98,990222,1073760,1,1,30,546.809,398,703.807,854,BOSA,BOSA OCCIDENTAL,288,36,64,30,135,0,163,390,196849,96671,100178,28.10767466281206,14.643155087203947,1.829216926011473,3.2741206431394274,1.5598435570536318,6.797313677849308,28.092598895600183,14.630503583965377,1.828812947995672,3.251223018658972,1.5240107899963933,6.858048554983769,40.343019106040074,16.271037553155384,12,24,12,48,36,8,24,12,12,12,12,12,12,10000,0.6096043159985572,1.2192086319971145,0.6096043159985572,2.438417263994229,1.8288129479956718,0.4064028773323715,1.2192086319971145,0.6096043159985572,0.6096043159985572,0.6096043159985572,0.6096043159985572,0.6096043159985572,0.6096043159985572
111,2015,0,0,0,0,0,0,0,0,1,2.9375,64585,73290,16,5,63,250.715,355,1.116.511,9043,PUENTE ARANDA,PUENTE ARANDA,155,1,26,4,34,0,74,146,9493,6848,2645,229.33935885318328,161.85546032968276,1.3101465829882664,19.315245686674327,3.873647135464016,24.756786175256252,231.7497103128621,163.27820499315283,1.0534077741493733,27.388602127883704,4.213631096597493,35.81586432107869,213.20093457943923,279.77315689981094,12,24,11,40,33,2,15,12,12,12,12,11,12,10000,12.640893289792478,25.281786579584956,11.587485515643106,42.13631096597493,34.762456546929315,2.1068155482987465,15.801116612240598,12.640893289792478,12.640893289792478,12.640893289792478,12.640893289792478,11.587485515643106,12.640893289792478
112,2015,0,0,0,0,0,0,0,0,0,3.1133333333333333,126427,160027,0,0,71,317.179,346,1.428.379,9003,FONTIBON,GRANJAS DE TECHO,264,1,13,16,19,0,108,205,37231,17208,20023,83.95674532111603,70.811608482994,0.4401896829800384,3.572268404324608,4.17485798234153,5.028278133608302,84.0697268405361,70.90865139265667,0.26859337648733583,3.491713894335366,4.297494023797373,5.10327415325938,119.1306369130637,53.93797133296708,12,24,10,39,30,1,16,11,11,11,12,10,12,10000,3.22312051784803,6.44624103569606,2.6859337648733583,10.475141683006097,8.057801294620075,0.26859337648733583,4.297494023797373,2.9545271413606944,2.9545271413606944,2.9545271413606944,3.22312051784803,2.6859337648733583,3.22312051784803
75,2015,0,0,0,0,3,1,0,0,0,2.913,1316550,1374890,0,0,58,317.179,346,1.428.379,9003,FONTIBON,FONTIBON,443,10,62,28,41,0,200,383,133192,63502,69690,43.85357242341055,33.2637625544027,0.7869370619220627,4.637011786737722,2.135966937718051,3.1310822254994797,43.84647726590186,33.2602558712235,0.7507958435942099,4.654934230284101,2.1022283620637876,3.07826295873626,60.31306100595257,28.698522026115658,12,24,12,48,36,8,24,12,12,12,12,12,12,10000,0.9009550123130519,1.8019100246261037,0.9009550123130519,3.6038200492522074,2.702865036939156,0.6006366748753679,1.8019100246261037,0.9009550123130519,0.9009550123130519,0.9009550123130519,0.9009550123130519,0.9009550123130519,0.9009550123130519
12,2015,1,1,0,0,2,1,0,0,5,3.378,256245,260090,9,3,42,430.156,312,1.867.529,936,USAQUEN,TOBERIN,225,4,16,8,7,0,100,160,58543,26971,31572,44.42668464842102,38.43167416531566,0.767028491824293,2.846939344465749,1.4921419857942797,1.4634266903224928,44.41179987359718,38.43328835215141,0.6832584595938028,2.7330338383752113,1.3665169191876056,1.195702304289155,59.32297653034741,31.673634866337263,12,23,12,44,36,6,22,12,12,12,12,12,12,10000,2.0497753787814084,3.9287361426643663,2.0497753787814084,7.515843055531832,6.149326136344226,1.0248876893907042,3.757921527765916,2.0497753787814084,2.0497753787814084,2.0497753787814084,2.0497753787814084,2.0497753787814084,2.0497753787814084
16,2015,0,0,0,0,4,1,0,0,8,5.738888888888889,464238,463266,18,6,60,430.156,312,1.867.529,936,USAQUEN,SANTA BARBARA,477,3,34,7,11,0,242,289,65473,29173,36300,81.19603821897476,72.79598257475774,0.5482828920566868,5.11925999451337,1.2012152599858323,1.886034312062357,81.25486841904296,72.85445909000657,0.45820414522016706,5.1929803124952265,1.0691430055137232,1.6800818658072794,99.06420320159052,66.66666666666667,12,24,12,45,35,7,20,12,12,12,12,12,12,10000,1.8328165808806682,3.6656331617613365,1.8328165808806682,6.873062178302506,5.345715027568616,1.0691430055137232,3.0546943014677805,1.8328165808806682,1.8328165808806682,1.8328165808806682,1.8328165808806682,1.8328165808806682,1.8328165808806682
82,2015,0,0,0,0,0,0,0,0,0,1.9566666666666668,963012,1044870,9,4,29,979.914,372,999.300,8894,KENNEDY,PATIO BONITO,321,42,48,26,93,0,163,367,144804,72234,72570,36.61414708852541,22.179439238459754,2.8684240829183083,3.3435282187035713,1.8357750843083191,6.355707540901705,36.60119886190989,22.1678959144775,2.900472362641916,3.3148255573050465,1.7955305102069004,6.422474517278528,50.80709914998477,22.4610720683478,12,24,12,46,36,4,24,12,12,12,12,12,12,10000,0.8287063893262616,1.6574127786525232,0.8287063893262616,3.1767078257506696,2.4861191679787855,0.2762354631087539,1.6574127786525232,0.8287063893262616,0.8287063893262616,0.8287063893262616,0.8287063893262616,0.8287063893262616,0.8287063893262616
35,2015,0,0,0,0,0,0,0,0,1,2.666,168705,154565,35,5,22,119.565,392,1.095.184,9079,ANTONIO NARIÑO,CIUDAD JARDIN,102,2,10,9,17,0,58,82,25069,11890,13179,55.82223422188758,40.67421195379818,0.9586965104039884,4.018565805122091,3.523423695573815,6.3887878343436375,55.84586541146436,40.68770194263832,0.7977980773066337,3.988990386533168,3.5900913478798517,6.781283657106386,68.9655172413793,44.00940890811139,12,24,12,44,35,9,22,12,10,12,12,12,12,10000,4.786788463839803,9.573576927679605,4.786788463839803,17.551557700745942,13.96146635286609,3.5900913478798517,8.775778850372971,4.786788463839803,3.9889903865331684,4.786788463839803,4.786788463839803,4.786788463839803,4.786788463839803
68,2015,0,0,0,0,0,0,0,0,0,1.055,351536,380992,0,0,13,593.937,409,505.335,835,CIUDAD BOLIVAR,EL TESORO,43,27,16,3,16,0,31,74,48247,24089,24158,21.841204758450207,8.976851495076062,5.2735851439473675,3.396825568251068,0.8347752121538791,3.4299912086846507,21.763011171679068,8.912471241735238,5.596202872717474,3.316268369017763,0.6218003191908305,3.316268369017763,30.71941550085101,12.832188095040982,12,24,12,45,36,3,24,12,12,12,12,12,12,10000,2.487201276763322,4.974402553526644,2.487201276763322,9.327004787862457,7.461603830289966,0.6218003191908305,4.974402553526644,2.487201276763322,2.487201276763322,2.487201276763322,2.487201276763322,2.487201276763322,2.487201276763322
27,2015,1,1,0,0,4,1,0,0,2,2.840909090909091,1497236,1751217,16,6,48,981.613,341,1.388.086,916,SUBA,SUBA,444,7,51,42,26,0,237,333,163366,76565,86801,34.903802850207484,27.18514001896135,0.4668511294809605,3.153160863037468,2.5861761747008907,1.680573619171895,34.89098098747597,27.17823782182339,0.4284857314251435,3.121824614668903,2.5709143885508614,1.591518431007676,43.49245738914648,27.303832905150863,12,24,12,44,36,9,23,12,12,12,12,12,12,10000,0.734546968157389,1.469093936314778,0.734546968157389,2.6933388832437593,2.203640904472167,0.5509102261180417,1.4078816889683288,0.734546968157389,0.734546968157389,0.734546968157389,0.734546968157389,0.734546968157389,0.734546968157389
22,2015,1,1,0,0,2,1,0,0,1,3.292222222222222,847206,887247,37,8,38,230.066,336,1.462.840,9244,BARRIOS UNIDOS,DOCE DE OCTUBRE,381,5,47,34,32,0,176,323,65712,31865,33847,75.889181579413,57.946569134404456,0.8310983341313015,6.9388892937186615,5.045723031672786,4.84193258545535,75.93742391039689,57.98027757487217,0.7608960311663014,7.152422692963234,5.174093011930849,4.869734599464329,101.3651341597364,51.998700032499194,12,24,12,47,36,12,24,12,12,12,12,12,12,10000,1.8261504747991235,3.652300949598247,1.8261504747991235,7.152422692963234,5.47845142439737,1.8261504747991235,3.652300949598247,1.8261504747991235,1.8261504747991235,1.8261504747991235,1.8261504747991235,1.8261504747991235,1.8261504747991235
105,2015,0,0,0,0,0,0,0,0,0,2.67,1601,2464,4,1,11,824.337,341,1.089.512,9178,ENGATIVA,JARDIN BOTANICO,39,0,2,1,7,0,22,27,1908,1049,859,243.8444886504805,195.4127091177644,1.300450978555409,5.895199389376841,3.7762846209157614,13.156762985997574,256.8134171907757,204.40251572327043,0,10.482180293501049,5.241090146750524,36.68763102725367,257.38798856053387,256.1117578579744,11,18,3,30,21,1,9,10,2,2,12,8,9,10000,57.65199161425576,94.33962264150944,15.723270440251573,157.23270440251574,110.062893081761,5.241090146750524,47.16981132075472,52.41090146750524,10.482180293501049,10.482180293501049,62.89308176100629,41.928721174004195,47.16981132075472
104,2015,0,0,0,0,0,0,0,0,2,4,19494,20424,21,5,34,139.298,287,1.933.116,9603,TEUSAQUILLO,PARQUE SIMON BOLIVAR - CAN,152,3,13,4,9,0,72,109,2932,1459,1473,593.5648463142213,501.23329628964854,5.136112885702124,18.90568706457328,7.319570403423419,13.961442112977709,617.3260572987722,518.4174624829468,10.231923601637106,44.33833560709414,13.642564802182813,30.695770804911323,747.0870459218643,488.79837067209775,12,24,10,44,34,5,21,12,11,11,12,12,12,10000,40.927694406548426,81.85538881309685,34.106412005457024,150.0682128240109,115.96180081855388,17.053206002728512,71.62346521145976,40.927694406548426,37.51705320600273,37.51705320600273,40.927694406548426,40.927694406548426,40.927694406548426
74,2015,0,0,0,0,0,0,0,0,1,2.0016666666666665,712512,784968,0,0,15,824.337,341,1.089.512,9178,ENGATIVA,ENGATIVA,96,22,44,7,50,0,64,155,130807,63588,67219,16.776038357402744,7.364142561898288,1.687399597863392,3.3935729532656915,0.6209566544069149,3.847825035337338,16.742223275512778,7.339056778306971,1.681867178362014,3.363734356724028,0.53513955675155,3.8224254053682145,24.375668365100335,9.521117541171394,12,24,12,48,36,4,24,12,12,12,12,12,12,10000,0.9173820972883714,1.8347641945767428,0.9173820972883714,3.6695283891534856,2.752146291865114,0.30579403242945713,1.8347641945767428,0.9173820972883714,0.9173820972883714,0.9173820972883714,0.9173820972883714,0.9173820972883714,0.9173820972883714
47,2015,0,0,0,0,0,0,0,0,0,3,865592,770256,9,4,28,979.914,372,999.300,8894,KENNEDY,KENNEDY CENTRAL,334,16,33,47,83,0,154,358,97797,46364,51433,52.45396340648662,34.15616114314496,1.6453928097234307,3.4132300317249924,4.733791258814386,8.285875850021494,52.455596797447775,34.15237686227594,1.636042005378488,3.3743366360931315,4.8058733907993085,8.486967902900906,77.215080666034,29.941866117084363,12,24,12,48,36,12,24,12,12,12,12,12,12,10000,1.227031504033866,2.454063008067732,1.227031504033866,4.908126016135464,3.6810945121015983,1.227031504033866,2.454063008067732,1.227031504033866,1.227031504033866,1.227031504033866,1.227031504033866,1.227031504033866,1.227031504033866
70,2015,0,0,0,0,0,0,0,0,1,1.1733333333333331,789975,888237,0,0,23,593.937,409,505.335,835,CIUDAD BOLIVAR,JERUSALEM,118,37,34,24,67,0,85,195,92919,45751,47168,30.16286928072183,12.728274225098527,3.8824504589,3.685227919839511,2.6086525453951923,7.066886641236345,30.13377242544582,12.69923266500931,3.9819627847910546,3.6591009373755634,2.5828947793239276,7.210581258945964,42.62201919083736,18.02069199457259,12,24,12,44,34,4,23,12,12,12,12,12,12,10000,1.2914473896619638,2.5828947793239276,1.2914473896619638,4.7353070954272,3.6591009373755634,0.43048246322065453,2.4752741635187636,1.2914473896619638,1.2914473896619638,1.2914473896619638,1.2914473896619638,1.2914473896619638,1.2914473896619638
66,2015,0,0,0,0,0,0,0,0,0,1.8425,597168,609704,4,3,26,593.937,409,505.335,835,CIUDAD BOLIVAR,SAN FRANCISCO,130,36,35,18,62,0,99,182,69284,34028,35256,40.57741837885364,18.79278799770108,4.989940273279191,4.9913456762432435,2.6311069290428284,8.638465211411592,40.55770452052422,18.76335084579412,5.196004849604526,5.051671381559956,2.598002424802263,8.948675018763351,53.48536499353474,28.080326752893125,12,24,12,42,36,3,23,12,12,12,12,12,12,10000,1.732001616534842,3.464003233069684,1.732001616534842,6.062005657871947,5.196004849604526,0.4330004041337105,3.319669765025114,1.732001616534842,1.732001616534842,1.732001616534842,1.732001616534842,1.732001616534842,1.732001616534842
65,2015,0,0,0,0,0,0,0,0,1,2.463333333333334,349194,364512,9,3,21,593.937,409,505.335,835,CIUDAD BOLIVAR,ARBORIZADORA,97,13,12,36,28,0,60,126,72468,34778,37690,25.7116992814512,13.421416262818342,1.7970111802815845,1.819633940734109,4.862539418012009,3.90549903390374,25.66650107633714,13.38521830325109,1.7938952365181873,1.6559032952475576,4.967709885742672,3.8637743555776343,36.22980044855943,15.919342000530646,12,24,12,39,34,2,24,12,12,12,12,12,12,10000,1.6559032952475576,3.3118065904951153,1.6559032952475576,5.381685709554562,4.691726003201413,0.2759838825412596,3.3118065904951153,1.6559032952475576,1.6559032952475576,1.6559032952475576,1.6559032952475576,1.6559032952475576,1.6559032952475576
79,2015,0,0,0,0,0,0,0,0,0,2.1333333333333333,167274,204984,3,2,22,979.914,372,999.300,8894,KENNEDY,CALANDAIMA,123,11,24,67,61,0,66,220,103435,49223,54212,27.679437894729737,11.918465790559956,1.0964181333672298,2.4063166437923607,6.340330793521202,5.83026640910299,27.650215110939236,11.891526079180162,1.0634698119592014,2.3202977715473483,6.477497945569682,5.897423502682844,44.694553359202,12.174426326274626,12,24,12,43,36,0,23,12,12,12,12,12,12,10000,1.1601488857736741,2.3202977715473483,1.1601488857736741,4.157200174022333,3.480446657321023,0,2.2236186977328756,1.1601488857736741,1.1601488857736741,1.1601488857736741,1.1601488857736741,1.1601488857736741,1.1601488857736741
59,2015,0,0,0,0,0,0,0,0,0,1,163808,216380,0,0,6,314.431,407,569.872,8291,USME,ALFONSO LOPEZ,84,24,39,4,12,0,63,99,47422,23541,23881,34.417719539820204,17.75867516294269,4.7799892909991275,7.832784704377309,1.0408604511482566,2.723357818480295,34.37223229724601,17.71329762557463,5.0609421787356075,8.224031040445363,0.8434903631226013,2.5304710893678037,42.05428826303046,26.380804823918595,12,23,12,44,36,3,22,12,12,12,12,12,11,10000,2.5304710893678037,4.850069587954957,2.5304710893678037,9.278393994348615,7.5914132681034125,0.6326177723419509,4.639196997174308,2.5304710893678037,2.5304710893678037,2.5304710893678037,2.5304710893678037,2.5304710893678037,2.319598498587154
45,2015,0,0,0,0,1,1,0,0,0,2.7914285714285714,737583,674359,9,4,35,979.914,372,999.300,8894,KENNEDY,CARVAJAL,292,10,22,57,70,0,119,332,93912,45444,48468,48.02803464675537,31.10041462558316,1.1008993040844337,2.435773366500478,5.937495389567905,7.298818636839813,48.02368174461198,31.09293806968226,1.064826646221995,2.342618621688389,6.069511883465371,7.453786523553965,73.05694921221723,24.552281917966493,12,24,12,43,36,2,24,12,12,12,12,12,12,10000,1.277791975466394,2.555583950932788,1.277791975466394,4.5787545787545785,3.8333759263991825,0.21296532924439898,2.555583950932788,1.277791975466394,1.277791975466394,1.277791975466394,1.277791975466394,1.277791975466394,1.277791975466394
