codigo_upz,year,semester,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,estrato_mean,poblacion_2005,poblacion_urbana_2009,num_est_transmi,acceso_transmi,accesibilidad_arterial,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,nombre_localidad,nombre_upz,theft_to_people,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,male_index,female_index
105.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,3.0,2.67,1601.0,2464.0,4.0,1,11.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,JARDIN BOTANICO,6.0,0.0,3.0,3.0,2616.0,1504.0,1112.0,22.93577981651376,22.93577981651376,19.946808510638295,26.97841726618705
104.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,6.0,4.0,19494.0,20424.0,21.0,5,34.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,PARQUE SIMON BOLIVAR - CAN,35.0,0.0,15.0,20.0,3087.0,1586.0,1501.0,113.37868480725623,113.37868480725623,126.10340479192938,99.93337774816789
74.0,2019,2,0.0,0,0.0,0,1.0,1,0.0,0,2.0,2.0016666666666665,712512.0,784968.0,0.0,0,15.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ENGATIVA,20.0,0.0,6.0,14.0,138394.0,66983.0,71411.0,1.4451493561859619,1.4451493561859619,2.0900825582610514,0.8402066908459481
47.0,2019,2,1.0,1,0.0,0,1.0,1,0.0,0,1.0,3.0,865592.0,770256.0,9.0,4,28.0,979.914,"3,72",999.300,"88,94",KENNEDY,KENNEDY CENTRAL,42.0,0.0,20.0,22.0,94456.0,44672.0,49784.0,4.446514779368171,4.446514779368171,4.924785100286533,4.017354973485457
70.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.1733333333333331,789975.0,888237.0,0.0,0,23.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,JERUSALEM,17.0,0.0,8.0,9.0,97492.0,47838.0,49654.0,1.743732819103106,1.743732819103106,1.881349554747272,1.6111491521327588
66.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.8425,597168.0,609704.0,4.0,3,26.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,SAN FRANCISCO,18.0,0.0,9.0,9.0,69426.0,34000.0,35426.0,2.5926886180969664,2.5926886180969664,2.6470588235294117,2.5405069722802462
65.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.463333333333334,349194.0,364512.0,9.0,3,21.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,ARBORIZADORA,30.0,0.0,14.0,16.0,79580.0,38071.0,41509.0,3.7697914048755967,3.7697914048755967,4.202673951301516,3.372762533426486
79.0,2019,2,0.0,0,0.0,0,0.0,0,1.0,1,0.0,2.1333333333333333,167274.0,204984.0,3.0,2,22.0,979.914,"3,72",999.300,"88,94",KENNEDY,CALANDAIMA,18.0,0.0,6.0,12.0,124532.0,58974.0,65558.0,1.4454116211094337,1.4454116211094337,2.0347949944043138,0.91522011043656
59.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,163808.0,216380.0,0.0,0,6.0,314.431,"4,07",569.872,"82,91",USME,ALFONSO LOPEZ,14.0,0.0,6.0,8.0,49878.0,24695.0,25183.0,2.8068487108544846,2.8068487108544846,3.239522170479854,2.382559663264901
45.0,2019,2,0.0,0,0.0,0,1.0,1,1.0,1,2.0,2.7914285714285714,737583.0,674359.0,9.0,4,35.0,979.914,"3,72",999.300,"88,94",KENNEDY,CARVAJAL,55.0,0.0,18.0,37.0,90319.0,43587.0,46732.0,6.0895271205394215,6.0895271205394215,8.488769587262258,3.8517504065736543
20.0,2019,2,2.0,1,0.0,0,7.0,1,43.0,1,20.0,4.996666666666667,231126.0,219822.0,33.0,6,26.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA ALHAMBRA,31.0,0.0,15.0,16.0,41140.0,18539.0,22601.0,7.535245503159942,7.535245503159942,8.630454717082905,6.63687447458077
51.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.68875,263745.0,660861.0,0.0,0,15.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LOS LIBERTADORES,9.0,0.0,3.0,6.0,75389.0,36613.0,38776.0,1.1938081152422768,1.1938081152422768,1.6387621882937755,0.7736744377965752
115.0,2019,2,2.0,1,2.0,1,0.0,0,0.0,0,5.0,3.314,77135.0,83285.0,6.0,3,26.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CAPELLANIA,40.0,0.0,20.0,20.0,17600.0,8297.0,9303.0,22.727272727272727,22.727272727272727,24.105098228275278,21.49844136300118
43.0,2019,2,0.0,0,0.0,0,2.0,1,1.0,1,2.0,3.0,844074.0,844239.0,17.0,8,31.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,SAN RAFAEL,26.0,0.0,12.0,14.0,72177.0,34309.0,37868.0,3.6022555661775915,3.6022555661775915,4.080561951674488,3.1689025034329776
25.0,2019,2,2.0,1,2.0,1,4.0,1,0.0,0,9.0,4.04,127070.0,126620.0,24.0,5,25.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA FLORESTA,21.0,0.0,13.0,8.0,42823.0,19418.0,23405.0,4.903906779067324,4.903906779067324,4.119888763003399,5.554368724631489
56.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.508,205135.0,253351.0,6.0,6,8.0,314.431,"4,07",569.872,"82,91",USME,DANUBIO,16.0,0.0,7.0,9.0,52258.0,25327.0,26931.0,3.0617321749779935,3.0617321749779935,3.5535199589371027,2.5992350822472248
26.0,2019,2,0.0,0,3.0,1,5.0,1,3.0,1,6.0,3.0646153846153847,1441973.0,1441167.0,19.0,5,69.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,LAS FERIAS,96.0,0.0,45.0,51.0,100323.0,47687.0,52636.0,9.569091833378188,9.569091833378188,10.694738608006373,8.549281860323733
102.0,2019,2,1.0,1,2.0,1,3.0,1,0.0,0,13.0,2.8186666666666667,764715.0,782955.0,131.0,15,94.0,94.944,"3,53",1.059.511,"89,78",LOS MARTIRES,LA SABANA,163.0,0.0,60.0,103.0,39473.0,18761.0,20712.0,41.29404909685101,41.29404909685101,54.90112467352487,28.968713789107767
2.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.058,10545.0,13800.0,3.0,2,95.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA ACADEMIA,1.0,0.0,1.0,0.0,4483.0,2177.0,2306.0,2.230649118893598,2.230649118893598,0.0,4.336513443191674
116.0,2019,2,1.0,1,1.0,1,0.0,0,1.0,1,7.0,3.155,24638.0,27282.0,3.0,1,17.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ALAMOS,26.0,0.0,13.0,13.0,11944.0,5613.0,6331.0,21.768251841929004,21.768251841929004,23.160520220915732,20.53388090349076
81.0,2019,2,0.0,0,0.0,0,1.0,1,3.0,1,2.0,2.0025,290204.0,283616.0,1.0,1,16.0,979.914,"3,72",999.300,"88,94",KENNEDY,GRAN BRITALIA,9.0,0.0,5.0,4.0,63103.0,30784.0,32319.0,1.4262396399537265,1.4262396399537265,1.2993762993762994,1.5470775704693833
52.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,614920.0,740280.0,0.0,0,176.0,314.431,"4,07",569.872,"82,91",USME,LA FLORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,2019,2,0.0,0,0.0,0,2.0,1,0.0,0,2.0,2.8193333333333332,1647904.0,748256.0,42.0,13,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,SOSIEGO,13.0,0.0,7.0,6.0,42929.0,20777.0,22152.0,3.0282559575112393,3.0282559575112393,2.887808634547817,3.1599855543517514
19.0,2019,2,2.0,1,3.0,1,7.0,1,2.0,1,11.0,3.51625,692512.0,712104.0,25.0,8,34.0,981.613,"3,41",1.388.086,"91,6",SUBA,EL PRADO,41.0,0.0,23.0,18.0,100927.0,46205.0,54722.0,4.062342088836486,4.062342088836486,3.8956822854669406,4.203062753554329
41.0,2019,2,0.0,0,0.0,0,1.0,1,0.0,0,2.0,3.0,523602.0,513468.0,24.0,8,22.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,MUZU,30.0,0.0,17.0,13.0,57874.0,27440.0,30434.0,5.183674879911532,5.183674879911532,4.737609329446064,5.585857922060853
37.0,2019,2,0.0,0,1.0,1,1.0,1,0.0,0,7.0,3.0,307027.0,315602.0,40.0,7,41.0,94.944,"3,53",1.059.511,"89,78",LOS MARTIRES,SANTA ISABEL,26.0,0.0,8.0,18.0,43484.0,19996.0,23488.0,5.979210744181768,5.979210744181768,9.001800360072014,3.4059945504087192
107.0,2019,2,1.0,1,1.0,1,3.0,1,1.0,1,4.0,3.77,207448.0,216792.0,32.0,8,35.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,QUINTA PAREDES,28.0,0.0,10.0,18.0,26739.0,11967.0,14772.0,10.47159579640226,10.47159579640226,15.041363750313362,6.769564040075819
73.0,2019,2,1.0,1,0.0,0,3.0,1,1.0,1,4.0,2.775714285714286,955689.0,1044302.0,4.0,2,40.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,GARCES NAVAS,47.0,0.0,18.0,29.0,163652.0,77170.0,86482.0,2.8719477916554643,2.8719477916554643,3.7579370221588704,2.0813579704447167
31.0,2019,2,0.0,0,1.0,1,2.0,1,1.0,1,7.0,3.318333333333334,409362.0,391260.0,10.0,4,38.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,SANTA CECILIA,41.0,0.0,15.0,26.0,66554.0,31112.0,35442.0,6.160411094750128,6.160411094750128,8.356904088454616,4.232266802099204
58.0,2019,2,0.0,0,0.0,0,0.0,0,1.0,1,0.0,1.5654545454545454,857659.0,954745.0,0.0,0,29.0,314.431,"4,07",569.872,"82,91",USME,COMUNEROS,14.0,0.0,7.0,7.0,94210.0,46146.0,48064.0,1.4860418214626898,1.4860418214626898,1.5169245438391195,1.4563914780292944
13.0,2019,2,4.0,1,1.0,1,6.0,1,3.0,1,5.0,4.381666666666667,1717632.0,1842552.0,20.0,5,88.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,LOS CEDROS,79.0,0.0,37.0,42.0,126708.0,56234.0,70474.0,6.234807589102504,6.234807589102504,7.468791122808265,5.25016318074751
63.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,1596.0,5864.0,2.0,2,6.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,EL MOCHUELO,1.0,0.0,0.0,1.0,36.0,18.0,18.0,277.77777777777777,277.77777777777777,555.5555555555555,0.0
87.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.765,212992.0,339512.0,0.0,0,47.0,546.809,"3,98",703.807,"85,4",BOSA,TINTAL SUR,14.0,0.0,6.0,8.0,102194.0,48023.0,54171.0,1.3699434409065112,1.3699434409065112,1.6658684380401059,1.107603699396356
77.0,2019,2,1.0,1,0.0,0,0.0,0,0.0,0,1.0,2.045,283878.0,356976.0,0.0,0,13.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,ZONA FRANCA,12.0,0.0,6.0,6.0,59305.0,27758.0,31547.0,2.0234381586712757,2.0234381586712757,2.1615390157792347,1.9019241132278821
39.0,2019,2,1.0,1,2.0,1,5.0,1,0.0,0,2.0,3.0,1410480.0,1306815.0,45.0,15,69.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,QUIROGA,76.0,0.0,38.0,38.0,90059.0,43506.0,46553.0,8.438912268623902,8.438912268623902,8.734427435296281,8.162739243442957
108.0,2019,2,0.0,0,0.0,0,0.0,0,1.0,1,4.0,2.685714285714286,33520.0,33976.0,48.0,8,66.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,ZONA INDUSTRIAL,47.0,0.0,20.0,27.0,6185.0,3095.0,3090.0,75.99029911075182,75.99029911075182,87.23747980613892,64.72491909385114
61.0,2019,2,0.0,0,0.0,0,0.0,0,5.0,1,0.0,1.2366666666666666,79500.0,134960.0,0.0,0,65.0,314.431,"4,07",569.872,"82,91",USME,CIUDAD USME,5.0,0.0,1.0,4.0,24119.0,11715.0,12404.0,2.0730544384095526,2.0730544384095526,3.4144259496372174,0.8061915511125443
1.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.0,52488.0,63828.0,3.0,3,83.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,PASEO DE LOS LIBERTADORES,10.0,0.0,3.0,7.0,2602.0,1291.0,1311.0,38.43197540353574,38.43197540353574,54.22153369481022,22.88329519450801
46.0,2019,2,0.0,0,0.0,0,3.0,1,1.0,1,3.0,2.72,884656.0,1003288.0,18.0,6,40.0,979.914,"3,72",999.300,"88,94",KENNEDY,CASTILLA,59.0,0.0,23.0,36.0,140078.0,66586.0,73492.0,4.211939062522309,4.211939062522309,5.406541915718019,3.1295923365808527
85.0,2019,2,1.0,1,1.0,1,3.0,1,2.0,1,1.0,1.9988888888888892,2537808.0,2654832.0,17.0,6,39.0,546.809,"3,98",703.807,"85,4",BOSA,BOSA CENTRAL,65.0,0.0,28.0,37.0,235147.0,113170.0,121977.0,2.764228333765687,2.764228333765687,3.269417690200583,2.2955147281864616
60.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2019,2,1.0,1,4.0,1,6.0,1,1.0,1,6.0,3.001818181818182,1427481.0,1341120.0,25.0,7,42.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,BOYACA REAL,60.0,0.0,20.0,40.0,126709.0,60161.0,66548.0,4.735259531682832,4.735259531682832,6.648825651169362,3.005349522149426
72.0,2019,2,0.0,0,0.0,0,1.0,1,0.0,0,5.0,3.0,331356.0,345116.0,4.0,2,21.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,BOLIVIA,41.0,0.0,18.0,23.0,82460.0,37550.0,44910.0,4.97210768857628,4.97210768857628,6.125166444740346,4.008016032064128
57.0,2019,2,0.0,0,2.0,1,0.0,0,0.0,0,0.0,1.7740000000000002,1391324.0,1519562.0,3.0,3,23.0,314.431,"4,07",569.872,"82,91",USME,GRAN YOMASA,27.0,0.0,13.0,14.0,126215.0,61508.0,64707.0,2.139206908846017,2.139206908846017,2.2761266827079405,2.0090562072109663
23.0,2019,2,0.0,0,0.0,0,4.0,1,19.0,1,6.0,3.5728571428571425,209118.0,255647.0,7.0,5,41.0,981.613,"3,41",1.388.086,"91,6",SUBA,CASA BLANCA SUBA,27.0,0.0,17.0,10.0,56335.0,26066.0,30269.0,4.792757610721576,4.792757610721576,3.8364152535870484,5.616307112887773
88.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,20.0,5.9375,358776.0,369156.0,3.0,2,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,EL REFUGIO,34.0,0.0,15.0,19.0,38133.0,17147.0,20986.0,8.916161854561667,8.916161854561667,11.080655508252173,7.147622224340036
9.0,2019,2,0.0,0,1.0,1,4.0,1,1.0,1,0.0,2.7445454545454546,927663.0,1059410.0,9.0,4,60.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,VERBENAL,23.0,0.0,9.0,14.0,122844.0,58302.0,64542.0,1.8722933150988244,1.8722933150988244,2.401289835683167,1.3944408292274797
109.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,6.0,4.123333333333334,44058.0,53832.0,12.0,3,32.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,25.0,0.0,12.0,13.0,22721.0,10122.0,12599.0,11.003036838167334,11.003036838167334,12.843311598498321,9.524565441701721
49.0,2019,2,0.0,0,1.0,1,0.0,0,1.0,1,2.0,2.3333333333333335,124191.0,114375.0,10.0,3,11.0,546.809,"3,98",703.807,"85,4",BOSA,APOGEO,20.0,0.0,9.0,11.0,36681.0,17572.0,19109.0,5.452414056323437,5.452414056323437,6.259959025722741,4.709822596682192
14.0,2019,2,1.0,1,0.0,0,1.0,1,0.0,0,18.0,4.66,375100.0,457974.0,0.0,0,45.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,USAQUEN,31.0,0.0,15.0,16.0,40865.0,19334.0,21531.0,7.585953750152942,7.585953750152942,8.275576704251579,6.966699177929497
32.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.7457142857142858,1408200.0,1428675.0,0.0,0,47.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,SAN BLAS,14.0,0.0,4.0,10.0,100161.0,48278.0,51883.0,1.397749623106798,1.397749623106798,2.0713368407970503,0.770965441474086
92.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,11.0,2.5425,132324.0,86100.0,26.0,6,25.0,96.241,"3,18",896.890,"88,28",SANTA FE,LA MACARENA,18.0,0.0,9.0,9.0,12200.0,5967.0,6233.0,14.754098360655737,14.754098360655737,15.08295625942685,14.439274827530884
11.0,2019,2,1.0,1,1.0,1,4.0,1,2.0,1,5.0,2.3000000000000003,373404.0,436080.0,0.0,0,21.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,SAN CRISTOBAL NORTE,10.0,0.0,5.0,5.0,69583.0,33095.0,36488.0,1.4371326329706968,1.4371326329706968,1.5108022359873092,1.3703135277351457
36.0,2019,2,1.0,1,0.0,0,0.0,0,0.0,0,2.0,2.97,350595.0,343350.0,26.0,7,19.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,SAN JOSE,26.0,0.0,11.0,15.0,47491.0,22523.0,24968.0,5.474721526183909,5.474721526183909,6.659858810993207,4.405639218199295
53.0,2019,2,0.0,0,1.0,1,1.0,1,0.0,0,2.0,2.442857142857143,479920.0,461139.0,21.0,6,14.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ,17.0,0.0,5.0,12.0,46874.0,22582.0,24292.0,3.626744037206127,3.626744037206127,5.313966876273137,2.0582907953235634
50.0,2019,2,0.0,0,1.0,1,0.0,0,0.0,0,1.0,1.9327272727272728,215222.0,1432186.0,1.0,1,21.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LA GLORIA,16.0,0.0,10.0,6.0,94513.0,45836.0,48677.0,1.6928888089469174,1.6928888089469174,1.30901474823283,2.05435832117838
110.0,2019,2,3.0,1,1.0,1,0.0,0,0.0,0,5.0,4.074999999999999,71780.0,82212.0,7.0,2,29.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CIUDAD SALITRE OCCIDENTAL,46.0,0.0,20.0,26.0,44029.0,20708.0,23321.0,10.447659497149605,10.447659497149605,12.555534093104114,8.575961579692123
10.0,2019,2,0.0,0,1.0,1,1.0,1,13.0,1,2.0,2.87125,122265.0,153495.0,5.0,2,29.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,LA URIBE,26.0,0.0,12.0,14.0,32844.0,15072.0,17772.0,7.916209962245769,7.916209962245769,9.288747346072187,6.75219446320054
42.0,2019,2,0.0,0,2.0,1,1.0,1,6.0,1,1.0,2.4250000000000003,2179040.0,2310720.0,35.0,13,66.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,VENECIA,58.0,0.0,26.0,32.0,135141.0,65747.0,69394.0,4.291813735283889,4.291813735283889,4.867142227021765,3.7467216185837393
103.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,2.0,3.0,10953.0,12423.0,5.0,2,15.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,PARQUE SALITRE,7.0,0.0,2.0,5.0,1356.0,709.0,647.0,51.62241887905605,51.62241887905605,70.52186177715092,30.911901081916536
21.0,2019,2,0.0,0,0.0,0,6.0,1,0.0,0,19.0,3.762,225860.0,233125.0,52.0,5,22.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ANDES,46.0,0.0,23.0,23.0,28368.0,12669.0,15699.0,16.215454032712916,16.215454032712916,18.154550477543612,14.650614688833684
55.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.5539999999999998,379860.0,395955.0,0.0,0,7.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,DIANA TURBAY,10.0,0.0,4.0,6.0,73342.0,35514.0,37828.0,1.36347522565515,1.36347522565515,1.6894745734076704,1.0574177857671565
113.0,2019,2,0.0,0,0.0,0,3.0,1,0.0,0,3.0,3.2925,104270.0,104965.0,8.0,3,26.0,979.914,"3,72",999.300,"88,94",KENNEDY,BAVARIA,28.0,0.0,11.0,17.0,38880.0,18156.0,20724.0,7.20164609053498,7.20164609053498,9.363295880149813,5.307855626326964
60.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,2019,2,0.0,0,1.0,1,3.0,1,0.0,0,23.0,3.05,275954.0,520674.0,22.0,10,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,PARDO RUBIO,26.0,0.0,12.0,14.0,48445.0,23772.0,24673.0,5.366910929920528,5.366910929920528,5.889281507656065,4.8636160985692865
67.0,2019,2,0.0,0,1.0,1,0.0,0,0.0,0,0.0,1.256470588235294,2609568.0,2765373.0,2.0,1,30.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,LUCERO,28.0,0.0,12.0,16.0,157159.0,78057.0,79102.0,1.7816351592972723,1.7816351592972723,2.0497841321085875,1.5170286465576093
83.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0,24432.0,29572.0,1.0,1,11.0,979.914,"3,72",999.300,"88,94",KENNEDY,LAS MARGARITAS,15.0,0.0,6.0,9.0,29613.0,14096.0,15517.0,5.065342923715935,5.065342923715935,6.384790011350738,3.8667268157504675
101.0,2019,2,1.0,1,0.0,0,3.0,1,0.0,0,17.0,3.8711111111111105,267970.0,273160.0,65.0,10,59.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,TEUSAQUILLO,77.0,0.0,31.0,46.0,26793.0,12524.0,14269.0,28.73884969954839,28.73884969954839,36.72947939955286,21.725418739925715
54.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,2.0,1.83,984621.0,1061115.0,21.0,8,28.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARRUECOS,25.0,0.0,7.0,18.0,115215.0,60329.0,54886.0,2.1698563555092654,2.1698563555092654,2.9836397089293705,1.275370768501986
78.0,2019,2,0.0,0,1.0,1,0.0,0,0.0,0,2.0,1.956,79812.0,176088.0,0.0,0,25.0,979.914,"3,72",999.300,"88,94",KENNEDY,TINTAL NORTE,10.0,0.0,5.0,5.0,28487.0,13405.0,15082.0,3.5103731526661286,3.5103731526661286,3.729951510630362,3.3152101843256863
100.0,2019,2,1.0,1,1.0,1,2.0,1,1.0,1,9.0,3.59625,300195.0,309096.0,38.0,9,56.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,GALERIAS,66.0,0.0,31.0,35.0,35496.0,16396.0,19100.0,18.593644354293442,18.593644354293442,21.34666991949256,16.230366492146597
34.0,2019,2,0.0,0,2.0,1,2.0,1,1.0,1,2.0,2.346363636363636,864012.0,1108236.0,26.0,12,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,20 DE JULIO,37.0,0.0,13.0,24.0,79269.0,38378.0,40891.0,4.667650657886438,4.667650657886438,6.253582781802074,3.179183683451126
106.0,2019,2,0.0,0,0.0,0,2.0,1,1.0,1,1.0,4.164,167560.0,168920.0,17.0,5,30.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,LA ESMERALDA,24.0,0.0,8.0,16.0,37578.0,16706.0,20872.0,6.386715631486508,6.386715631486508,9.577397342272237,3.8328861632809508
91.0,2019,2,2.0,1,0.0,0,0.0,0,1.0,1,14.0,3.3285714285714287,96894.0,41153.0,42.0,7,37.0,96.241,"3,18",896.890,"88,28",SANTA FE,SAGRADO CORAZON,58.0,0.0,27.0,31.0,10453.0,5227.0,5226.0,55.48646321630154,55.48646321630154,59.30744212741534,51.66475315729047
95.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,11.0,2.0,260205.0,69723.0,19.0,3,15.0,96.241,"3,18",896.890,"88,28",SANTA FE,LAS CRUCES,17.0,0.0,7.0,10.0,20700.0,10469.0,10231.0,8.21256038647343,8.21256038647343,9.552010698251982,6.841950933437591
40.0,2019,2,0.0,0,0.0,0,2.0,1,0.0,0,2.0,3.0,1219392.0,1267944.0,21.0,8,62.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,CIUDAD MONTES,35.0,0.0,17.0,18.0,99795.0,47099.0,52696.0,3.507189738964878,3.507189738964878,3.821737191872439,3.226051313192652
117.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,4.0,3.0,824.0,1670.0,1.0,1,17.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,AEROPUERTO EL DORADO,21.0,0.0,10.0,11.0,790.0,522.0,268.0,265.82278481012656,265.82278481012656,210.727969348659,373.1343283582089
64.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,5590.0,25895.0,0.0,0,7.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,MONTE BLANCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,2019,2,0.0,0,1.0,1,0.0,0,0.0,0,3.0,2.7455555555555557,1310472.0,1325682.0,5.0,3,18.0,979.914,"3,72",999.300,"88,94",KENNEDY,TIMIZA,26.0,0.0,11.0,15.0,141474.0,67751.0,73723.0,1.8377935168299475,1.8377935168299475,2.2139894614101636,1.492071673697489
98.0,2019,2,0.0,0,3.0,1,6.0,1,0.0,0,21.0,3.0542105263157895,1522242.0,1559634.0,99.0,19,81.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ALCAZARES,104.0,0.0,48.0,56.0,40963.0,19865.0,21098.0,25.38876547127896,25.38876547127896,28.190284419833876,22.75097165608115
28.0,2019,2,1.0,1,6.0,1,12.0,1,7.0,1,7.0,2.287857142857143,3797108.0,4228084.0,17.0,6,49.0,981.613,"3,41",1.388.086,"91,6",SUBA,EL RINCON,64.0,0.0,23.0,41.0,272474.0,130548.0,141926.0,2.3488479634754142,2.3488479634754142,3.1406072862089043,1.620562828516269
