codigo_upz,year,semester,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,estrato_mean,poblacion_2005,poblacion_urbana_2009,num_est_transmi,acceso_transmi,accesibilidad_arterial,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,nombre_localidad,nombre_upz,theft_to_people,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,male_index,female_index
110.0,2020,2,3.0,1,1.0,1,0.0,0,0.0,0,9.0,4.074999999999999,71780.0,82212.0,7.0,2,29.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CIUDAD SALITRE OCCIDENTAL,13.0,0.0,4.0,9.0,44709.0,21075.0,23634.0,2.90769196358675,2.90769196358675,4.270462633451958,1.6924769400016924
10.0,2020,2,0.0,0,1.0,1,1.0,1,19.0,1,2.0,2.87125,122265.0,153495.0,5.0,2,29.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,LA URIBE,19.0,0.0,5.0,14.0,34511.0,15833.0,18678.0,5.505491002868651,5.505491002868651,8.842291416661404,2.676946139843666
42.0,2020,2,0.0,0,2.0,1,1.0,1,6.0,1,1.0,2.4250000000000003,2179040.0,2310720.0,35.0,13,66.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,VENECIA,45.0,0.0,7.0,38.0,137756.0,67031.0,70725.0,3.2666453729783096,3.2666453729783096,5.669018812191375,0.9897490279250619
103.0,2020,2,0.0,0,0.0,0,0.0,0,0.0,0,3.0,3.0,10953.0,12423.0,5.0,2,15.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,PARQUE SALITRE,3.0,0.0,1.0,2.0,1325.0,693.0,632.0,22.641509433962266,22.641509433962266,28.86002886002886,15.822784810126581
21.0,2020,2,1.0,1,0.0,0,6.0,1,0.0,0,21.0,3.762,225860.0,233125.0,52.0,5,22.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ANDES,10.0,0.0,3.0,7.0,28891.0,12886.0,16005.0,3.4612855214426634,3.4612855214426634,5.432252056495422,1.8744142455482662
55.0,2020,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.5539999999999998,379860.0,395955.0,0.0,0,7.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,DIANA TURBAY,11.0,0.0,4.0,7.0,74601.0,36055.0,38546.0,1.4745110655353146,1.4745110655353146,1.9414782970461795,1.0377211643231463
113.0,2020,2,0.0,0,0.0,0,3.0,1,0.0,0,5.0,3.2925,104270.0,104965.0,8.0,3,26.0,979.914,"3,72",999.300,"88,94",KENNEDY,BAVARIA,21.0,0.0,10.0,11.0,40752.0,19017.0,21735.0,5.153121319199057,5.153121319199057,5.784298259452069,4.6008741660915575
60.0,2020,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,2.0,0.0,0.0,2.0,982.0,507.0,475.0,20.36659877800407,20.36659877800407,39.447731755424066,0.0
60.0,2020,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,2.0,0.0,0.0,2.0,982.0,507.0,475.0,20.36659877800407,20.36659877800407,39.447731755424066,0.0
90.0,2020,2,0.0,0,1.0,1,4.0,1,0.0,0,23.0,3.05,275954.0,520674.0,22.0,10,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,PARDO RUBIO,13.0,0.0,1.0,12.0,49381.0,24226.0,25155.0,2.6325914825540186,2.6325914825540186,4.953355898621316,0.39753528125621146
67.0,2020,2,0.0,0,1.0,1,1.0,1,0.0,0,0.0,1.256470588235294,2609568.0,2765373.0,2.0,1,30.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,LUCERO,27.0,0.0,10.0,17.0,159884.0,79445.0,80439.0,1.6887243251357236,1.6887243251357236,2.139845175907861,1.2431780603935902
83.0,2020,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0,24432.0,29572.0,1.0,1,11.0,979.914,"3,72",999.300,"88,94",KENNEDY,LAS MARGARITAS,3.0,0.0,1.0,2.0,31532.0,15032.0,16500.0,0.9514144361283775,0.9514144361283775,1.3304949441192122,0.6060606060606061
101.0,2020,2,1.0,1,0.0,0,3.0,1,0.0,0,17.0,3.8711111111111105,267970.0,273160.0,65.0,10,59.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,TEUSAQUILLO,42.0,0.0,20.0,22.0,26970.0,12636.0,14334.0,15.57285873192436,15.57285873192436,17.410572966128523,13.952839402818475
54.0,2020,2,0.0,0,0.0,0,0.0,0,0.0,0,2.0,1.83,984621.0,1061115.0,21.0,8,28.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARRUECOS,17.0,0.0,5.0,12.0,118698.0,62340.0,56358.0,1.4322061028829467,1.4322061028829467,1.9249278152069296,0.8871854927428227
78.0,2020,2,0.0,0,1.0,1,0.0,0,0.0,0,2.0,1.956,79812.0,176088.0,0.0,0,25.0,979.914,"3,72",999.300,"88,94",KENNEDY,TINTAL NORTE,6.0,0.0,1.0,5.0,30113.0,14147.0,15966.0,1.9924949357420383,1.9924949357420383,3.5343182300134304,0.626330953275711
100.0,2020,2,1.0,1,2.0,1,2.0,1,1.0,1,9.0,3.59625,300195.0,309096.0,38.0,9,56.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,GALERIAS,32.0,0.0,10.0,22.0,35859.0,16599.0,19260.0,8.923840597897321,8.923840597897321,13.253810470510272,5.192107995846314
34.0,2020,2,0.0,0,2.0,1,2.0,1,1.0,1,2.0,2.346363636363636,864012.0,1108236.0,26.0,12,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,20 DE JULIO,26.0,0.0,12.0,14.0,80223.0,38862.0,41361.0,3.2409658078107277,3.2409658078107277,3.602490865112449,2.9012838180895044
106.0,2020,2,0.0,0,0.0,0,3.0,1,1.0,1,1.0,4.164,167560.0,168920.0,17.0,5,30.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,LA ESMERALDA,13.0,0.0,8.0,5.0,38073.0,16960.0,21113.0,3.4144932104115777,3.4144932104115777,2.94811320754717,3.7891346563728505
91.0,2020,2,2.0,1,1.0,1,0.0,0,1.0,1,14.0,3.3285714285714287,96894.0,41153.0,42.0,7,37.0,96.241,"3,18",896.890,"88,28",SANTA FE,SAGRADO CORAZON,20.0,0.0,8.0,12.0,10950.0,5474.0,5476.0,18.264840182648403,18.264840182648403,21.921812203142128,14.609203798392988
95.0,2020,2,0.0,0,0.0,0,1.0,1,0.0,0,11.0,2.0,260205.0,69723.0,19.0,3,15.0,96.241,"3,18",896.890,"88,28",SANTA FE,LAS CRUCES,19.0,0.0,8.0,11.0,21017.0,10622.0,10395.0,9.040300708949898,9.040300708949898,10.35586518546413,7.696007696007696
40.0,2020,2,1.0,1,0.0,0,3.0,1,0.0,0,2.0,3.0,1219392.0,1267944.0,21.0,8,62.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,CIUDAD MONTES,33.0,0.0,9.0,24.0,101113.0,47645.0,53468.0,3.2636752939780242,3.2636752939780242,5.037254696190576,1.6832497942694695
117.0,2020,2,0.0,0,0.0,0,0.0,0,0.0,0,5.0,3.0,824.0,1670.0,1.0,1,17.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,AEROPUERTO EL DORADO,7.0,0.0,3.0,4.0,823.0,550.0,273.0,85.05467800729039,85.05467800729039,72.72727272727273,109.8901098901099
64.0,2020,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,5590.0,25895.0,0.0,0,7.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,MONTE BLANCO,1.0,0.0,1.0,0.0,6009.0,3047.0,2962.0,1.6641704110500917,1.6641704110500917,0.0,3.37609723160027
48.0,2020,2,0.0,0,1.0,1,0.0,0,0.0,0,3.0,2.7455555555555557,1310472.0,1325682.0,5.0,3,18.0,979.914,"3,72",999.300,"88,94",KENNEDY,TIMIZA,40.0,0.0,15.0,25.0,142922.0,68552.0,74370.0,2.7987293768629047,2.7987293768629047,3.646866612206792,2.016942315449778
98.0,2020,2,0.0,0,3.0,1,6.0,1,1.0,1,22.0,3.0542105263157895,1522242.0,1559634.0,99.0,19,81.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ALCAZARES,49.0,0.0,16.0,33.0,40934.0,19897.0,21037.0,11.97048907998241,11.97048907998241,16.58541488666633,7.6056471930408325
28.0,2020,2,1.0,1,8.0,1,14.0,1,7.0,1,7.0,2.287857142857143,3797108.0,4228084.0,17.0,6,49.0,981.613,"3,41",1.388.086,"91,6",SUBA,EL RINCON,74.0,0.0,32.0,42.0,273387.0,131109.0,142278.0,2.706785618921163,2.706785618921163,3.203441411344759,2.249117924064156
17.0,2020,2,0.0,0,0.0,0,3.0,1,0.0,0,2.0,4.285,226840.0,238870.0,6.0,2,32.0,981.613,"3,41",1.388.086,"91,6",SUBA,SAN JOSE DE BAVARIA,22.0,0.0,10.0,12.0,48738.0,22678.0,26060.0,4.513931634453609,4.513931634453609,5.291471911103272,3.837298541826554
24.0,2020,2,2.0,1,2.0,1,14.0,1,1.0,1,8.0,4.819999999999999,859833.0,845949.0,36.0,12,69.0,981.613,"3,41",1.388.086,"91,6",SUBA,NIZA,35.0,0.0,12.0,23.0,79808.0,36623.0,43185.0,4.385525260625501,4.385525260625501,6.280206427654752,2.7787426189649187
44.0,2020,2,1.0,1,2.0,1,1.0,1,0.0,0,5.0,3.22875,673424.0,676672.0,20.0,7,33.0,979.914,"3,72",999.300,"88,94",KENNEDY,AMERICAS,37.0,0.0,10.0,27.0,80223.0,37941.0,42282.0,4.6121436495768044,4.6121436495768044,7.116312168893809,2.3650726077290574
62.0,2020,2,0.0,0,1.0,1,2.0,1,0.0,0,1.0,2.024,338366.0,403893.0,26.0,7,26.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,TUNJUELITO,16.0,0.0,6.0,10.0,40735.0,20271.0,20464.0,3.927826193690929,3.927826193690929,4.933155739726703,2.9319781078967946
69.0,2020,2,1.0,1,1.0,1,2.0,1,1.0,1,1.0,1.3691666666666666,1779216.0,1964304.0,13.0,6,22.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,ISMAEL PERDOMO,24.0,0.0,11.0,13.0,162581.0,79637.0,82944.0,1.4761872543532149,1.4761872543532149,1.6324070469756522,1.326195987654321
93.0,2020,2,5.0,1,5.0,1,3.0,1,0.0,0,8.0,2.932857142857143,332178.0,96411.0,80.0,7,52.0,96.241,"3,18",896.890,"88,28",SANTA FE,LAS NIEVES,68.0,0.0,28.0,40.0,17187.0,8904.0,8283.0,39.56478733926805,39.56478733926805,44.923629829290206,33.80417723047205
18.0,2020,2,0.0,0,1.0,1,4.0,1,4.0,1,6.0,3.272,300834.0,346380.0,10.0,3,25.0,981.613,"3,41",1.388.086,"91,6",SUBA,BRITALIA,19.0,0.0,5.0,14.0,89574.0,41579.0,47995.0,2.1211512269185255,2.1211512269185255,3.3670843454628536,1.0417751849150954
15.0,2021,1,0.0,0,0.0,0,0.0,0,1.0,1,13.0,5.395,175550.0,49356.0,6.0,2,21.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,COUNTRY CLUB,9.0,0.0,4.0,5.0,24914.0,11228.0,13686.0,3.612426748013165,3.612426748013165,4.453152832205201,2.922694724536022
86.0,2021,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.568,321440.0,368145.0,0.0,0,33.0,546.809,"3,98",703.807,"85,4",BOSA,EL PORVENIR,27.0,0.0,8.0,19.0,146365.0,69893.0,76472.0,1.8447033102176067,1.8447033102176067,2.7184410455982713,1.046134532900931
71.0,2021,1,0.0,0,0.0,0,4.0,1,0.0,0,5.0,2.105,2325960.0,2670912.0,0.0,0,22.0,981.613,"3,41",1.388.086,"91,6",SUBA,TIBABUYES,38.0,0.0,15.0,23.0,300941.0,145773.0,155168.0,1.2627059789128101,1.2627059789128101,1.5777956137281939,0.9666941637451021
29.0,2021,1,3.0,1,2.0,1,3.0,1,0.0,0,5.0,2.713333333333334,1291554.0,1329381.0,30.0,9,32.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,MINUTO DE DIOS,47.0,0.0,25.0,22.0,108721.0,51115.0,57606.0,4.322991878293982,4.322991878293982,4.3040203462780005,4.3398257125993815
80.0,2021,1,0.0,0,1.0,1,1.0,1,0.0,0,4.0,2.0025,247816.0,277108.0,11.0,4,19.0,979.914,"3,72",999.300,"88,94",KENNEDY,CORABASTOS,26.0,0.0,7.0,19.0,57214.0,28591.0,28623.0,4.5443422938441635,4.5443422938441635,6.645447868210276,2.4455857177794083
99.0,2021,1,7.0,1,3.0,1,1.0,1,0.0,0,16.0,3.692,79566.0,121692.0,22.0,6,62.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,CHAPINERO,59.0,0.0,24.0,35.0,24681.0,12298.0,12383.0,23.90502815931283,23.90502815931283,28.459912180842412,19.381409997577325
3.0,2021,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6.0,0.0,1169.0,0.0,0,26.0,981.613,"3,41",1.388.086,"91,6",SUBA,GUAYMARAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,2021,1,12.0,1,3.0,1,7.0,1,0.0,0,16.0,5.211875,94384.0,420656.0,63.0,15,98.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,CHICO LAGO,90.0,0.0,43.0,47.0,36082.0,16937.0,19145.0,24.94318496757386,24.94318496757386,27.74989667591663,22.460172368764688
94.0,2021,1,4.0,1,0.0,0,0.0,0,1.0,1,6.0,2.40875,203598.0,216855.0,43.0,8,36.0,22.115,"2,83",1.050.888,"88,9",CANDELARIA,LA CANDELARIA,30.0,0.0,15.0,15.0,17361.0,9066.0,8295.0,17.280110592707793,17.280110592707793,16.545334215751158,18.083182640144663
76.0,2021,1,0.0,0,0.0,0,1.0,1,0.0,0,1.0,2.186666666666667,120020.0,128536.0,0.0,0,21.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,FONTIBON SAN PABLO,16.0,0.0,6.0,10.0,33840.0,16586.0,17254.0,4.7281323877068555,4.7281323877068555,6.0291812371879905,3.4774545033035817
114.0,2021,1,0.0,0,0.0,0,2.0,1,0.0,0,8.0,3.8,191930.0,197050.0,9.0,4,24.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,MODELIA,11.0,0.0,6.0,5.0,43500.0,20076.0,23424.0,2.528735632183908,2.528735632183908,2.490535963339311,2.5614754098360657
89.0,2021,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0666666666666664,28245.0,48603.0,0.0,0,3.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,SAN ISIDRO - PATIOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,2021,1,0.0,0,5.0,1,5.0,1,0.0,0,4.0,3.008,1246305.0,1155330.0,52.0,15,75.0,119.565,"3,92",1.095.184,"90,79",ANTONIO NARIÑO,RESTREPO,62.0,0.0,30.0,32.0,55198.0,26255.0,28943.0,11.23229102503714,11.23229102503714,12.18815463721196,10.365200566630964
52.0,2021,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,614920.0,740280.0,0.0,0,176.0,314.431,"4,07",569.872,"82,91",USME,LA FLORA,6.0,0.0,2.0,4.0,19494.0,9683.0,9811.0,3.077870113881194,3.077870113881194,4.130951151502633,2.038528182652125
96.0,2021,1,0.0,0,0.0,0,1.0,1,0.0,0,4.0,1.7264285714285716,628474.0,648214.0,4.0,2,16.0,96.241,"3,18",896.890,"88,28",SANTA FE,LOURDES,6.0,0.0,2.0,4.0,45879.0,22331.0,23548.0,1.307787876806382,1.307787876806382,1.79123191975281,0.8493290300662476
84.0,2021,1,0.0,0,0.0,0,4.0,1,0.0,0,2.0,1.98,990222.0,1073760.0,1.0,1,30.0,546.809,"3,98",703.807,"85,4",BOSA,BOSA OCCIDENTAL,40.0,0.0,19.0,21.0,199961.0,97662.0,102299.0,2.0003900760648325,2.0003900760648325,2.150273391902685,1.8573006578754436
111.0,2021,1,3.0,1,0.0,0,1.0,1,0.0,0,7.0,2.9375,64585.0,73290.0,16.0,5,63.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,PUENTE ARANDA,24.0,0.0,9.0,15.0,12255.0,9822.0,2433.0,19.583843329253366,19.583843329253366,15.271838729383019,36.99136868064119
112.0,2021,1,1.0,1,1.0,1,1.0,1,0.0,0,11.0,3.1133333333333333,126427.0,160027.0,0.0,0,71.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,GRANJAS DE TECHO,38.0,0.0,15.0,23.0,51360.0,23789.0,27571.0,7.398753894080997,7.398753894080997,9.668334103997646,5.440499075115157
75.0,2021,1,0.0,0,2.0,1,7.0,1,1.0,1,5.0,2.913,1316550.0,1374890.0,0.0,0,58.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,FONTIBON,40.0,0.0,21.0,19.0,131922.0,62819.0,69103.0,3.032094722639135,3.032094722639135,3.0245626323246153,3.0389418693833843
12.0,2021,1,1.0,1,2.0,1,5.0,1,0.0,0,6.0,3.378,256245.0,260090.0,9.0,3,42.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,TOBERIN,17.0,0.0,6.0,11.0,60994.0,28059.0,32935.0,2.7871593927271534,2.7871593927271534,3.92031077372679,1.8217701533323214
16.0,2021,1,5.0,1,2.0,1,9.0,1,0.0,0,18.0,5.738888888888889,464238.0,463266.0,18.0,6,60.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,SANTA BARBARA,58.0,0.0,26.0,32.0,72077.0,32511.0,39566.0,8.046949789808123,8.046949789808123,9.842822429331612,6.571298589698226
82.0,2021,1,0.0,0,0.0,0,2.0,1,2.0,1,2.0,1.9566666666666668,963012.0,1044870.0,9.0,4,29.0,979.914,"3,72",999.300,"88,94",KENNEDY,PATIO BONITO,50.0,0.0,19.0,31.0,139765.0,69471.0,70294.0,3.577433549171824,3.577433549171824,4.462293618920125,2.702933394030785
35.0,2021,1,1.0,1,0.0,0,2.0,1,1.0,1,2.0,2.666,168705.0,154565.0,35.0,5,22.0,119.565,"3,92",1.095.184,"90,79",ANTONIO NARIÑO,CIUDAD JARDIN,13.0,0.0,3.0,10.0,26040.0,12323.0,13717.0,4.99231950844854,4.99231950844854,8.114907084313884,2.187067142961289
68.0,2021,1,0.0,0,0.0,0,1.0,1,0.0,0,0.0,1.055,351536.0,380992.0,0.0,0,13.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,EL TESORO,4.0,0.0,3.0,1.0,53474.0,26638.0,26836.0,0.7480270785802445,0.7480270785802445,0.37540355882573767,1.117901326576241
27.0,2021,1,1.0,1,5.0,1,7.0,1,3.0,1,3.0,2.840909090909091,1497236.0,1751217.0,16.0,6,48.0,981.613,"3,41",1.388.086,"91,6",SUBA,SUBA,43.0,0.0,22.0,21.0,182328.0,85641.0,96687.0,2.358387082620333,2.358387082620333,2.452096542543875,2.27538345382523
22.0,2021,1,1.0,1,0.0,0,5.0,1,0.0,0,3.0,3.292222222222222,847206.0,887247.0,37.0,8,38.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,DOCE DE OCTUBRE,29.0,0.0,10.0,19.0,69957.0,33637.0,36320.0,4.145403605071687,4.145403605071687,5.64854178434462,2.7533039647577096
105.0,2021,1,1.0,1,0.0,0,0.0,0,0.0,0,3.0,2.67,1601.0,2464.0,4.0,1,11.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,JARDIN BOTANICO,3.0,0.0,2.0,1.0,3136.0,1854.0,1282.0,9.566326530612244,9.566326530612244,5.393743257820927,15.600624024960998
104.0,2021,1,0.0,0,0.0,0,0.0,0,0.0,0,8.0,4.0,19494.0,20424.0,21.0,5,34.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,PARQUE SIMON BOLIVAR - CAN,10.0,0.0,6.0,4.0,3131.0,1633.0,1498.0,31.938677738741617,31.938677738741617,24.49479485609308,40.05340453938585
74.0,2021,1,0.0,0,0.0,0,3.0,1,0.0,0,2.0,2.0016666666666665,712512.0,784968.0,0.0,0,15.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ENGATIVA,25.0,0.0,13.0,12.0,144349.0,69835.0,74514.0,1.731913626003644,1.731913626003644,1.718336077897902,1.744638591405642
47.0,2021,1,2.0,1,0.0,0,2.0,1,0.0,0,4.0,3.0,865592.0,770256.0,9.0,4,28.0,979.914,"3,72",999.300,"88,94",KENNEDY,KENNEDY CENTRAL,33.0,0.0,14.0,19.0,94320.0,44704.0,49616.0,3.4987277353689565,3.4987277353689565,4.250178954903364,2.821670428893905
70.0,2021,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.1733333333333331,789975.0,888237.0,0.0,0,23.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,JERUSALEM,27.0,0.0,9.0,18.0,101414.0,49755.0,51659.0,2.662354310055811,2.662354310055811,3.617726861621948,1.7421940029810874
66.0,2021,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.8425,597168.0,609704.0,4.0,3,26.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,SAN FRANCISCO,18.0,0.0,6.0,12.0,70395.0,34479.0,35916.0,2.556999786916684,2.556999786916684,3.480379361350387,1.670564650851988
65.0,2021,1,0.0,0,0.0,0,1.0,1,0.0,0,1.0,2.463333333333334,349194.0,364512.0,9.0,3,21.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,ARBORIZADORA,34.0,0.0,16.0,18.0,84648.0,40496.0,44152.0,4.016633588507703,4.016633588507703,4.4448834452785455,3.623844899438304
79.0,2021,1,0.0,0,0.0,0,0.0,0,1.0,1,1.0,2.1333333333333333,167274.0,204984.0,3.0,2,22.0,979.914,"3,72",999.300,"88,94",KENNEDY,CALANDAIMA,13.0,0.0,4.0,9.0,138736.0,65739.0,72997.0,0.9370314842578711,0.9370314842578711,1.369050335417332,0.5479677247010151
59.0,2021,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,163808.0,216380.0,0.0,0,6.0,314.431,"4,07",569.872,"82,91",USME,ALFONSO LOPEZ,8.0,0.0,3.0,5.0,51564.0,25513.0,26051.0,1.5514700178419052,1.5514700178419052,1.9597852075412534,1.1515872711220299
45.0,2021,1,0.0,0,0.0,0,2.0,1,0.0,0,5.0,2.7914285714285714,737583.0,674359.0,9.0,4,35.0,979.914,"3,72",999.300,"88,94",KENNEDY,CARVAJAL,43.0,0.0,12.0,31.0,89951.0,43493.0,46458.0,4.7803804293448655,4.7803804293448655,7.127583749109053,2.582978173834431
20.0,2021,1,2.0,1,1.0,1,8.0,1,23.0,1,24.0,4.996666666666667,231126.0,219822.0,33.0,6,26.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA ALHAMBRA,17.0,0.0,5.0,12.0,40213.0,18346.0,21867.0,4.227488623082088,4.227488623082088,6.540935353755587,2.2865505099007635
51.0,2021,1,0.0,0,0.0,0,1.0,1,0.0,0,0.0,1.68875,263745.0,660861.0,0.0,0,15.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LOS LIBERTADORES,10.0,0.0,4.0,6.0,77761.0,37720.0,40041.0,1.2859916924936665,1.2859916924936665,1.5906680805938496,0.998976049549212
115.0,2021,1,3.0,1,2.0,1,0.0,0,0.0,0,5.0,3.314,77135.0,83285.0,6.0,3,26.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CAPELLANIA,16.0,0.0,4.0,12.0,17858.0,8402.0,9456.0,8.959569940642849,8.959569940642849,14.282313734825042,4.230118443316413
43.0,2021,1,0.0,0,0.0,0,4.0,1,0.0,0,6.0,3.0,844074.0,844239.0,17.0,8,31.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,SAN RAFAEL,36.0,0.0,8.0,28.0,72940.0,34547.0,38393.0,4.935563476830271,4.935563476830271,8.104900570237646,2.083713176881202
25.0,2021,1,2.0,1,2.0,1,4.0,1,0.0,0,11.0,4.04,127070.0,126620.0,24.0,5,25.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA FLORESTA,11.0,0.0,6.0,5.0,44296.0,20271.0,24025.0,2.483294202636807,2.483294202636807,2.4665778698633516,2.4973985431841834
56.0,2021,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.508,205135.0,253351.0,6.0,6,8.0,314.431,"4,07",569.872,"82,91",USME,DANUBIO,14.0,0.0,2.0,12.0,56224.0,27160.0,29064.0,2.49003984063745,2.49003984063745,4.418262150220913,0.6881365262868153
26.0,2021,1,0.0,0,3.0,1,7.0,1,4.0,1,9.0,3.0646153846153847,1441973.0,1441167.0,19.0,5,69.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,LAS FERIAS,54.0,0.0,26.0,28.0,101654.0,48414.0,53240.0,5.312137249886871,5.312137249886871,5.78345106787293,4.883546205860256
102.0,2021,1,1.0,1,2.0,1,3.0,1,0.0,0,14.0,2.8186666666666667,764715.0,782955.0,131.0,15,94.0,94.944,"3,53",1.059.511,"89,78",LOS MARTIRES,LA SABANA,115.0,0.0,35.0,80.0,39716.0,18779.0,20937.0,28.955584651022257,28.955584651022257,42.600777464188724,16.716817118020728
2.0,2021,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.058,10545.0,13800.0,3.0,2,95.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA ACADEMIA,4.0,0.0,2.0,2.0,5589.0,2700.0,2889.0,7.1569153694757555,7.1569153694757555,7.407407407407407,6.922810661128419
116.0,2021,1,1.0,1,1.0,1,2.0,1,0.0,0,8.0,3.155,24638.0,27282.0,3.0,1,17.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ALAMOS,18.0,0.0,10.0,8.0,12296.0,5772.0,6524.0,14.638906961613532,14.638906961613532,13.86001386001386,15.328019619865113
81.0,2021,1,1.0,1,0.0,0,1.0,1,3.0,1,3.0,2.0025,290204.0,283616.0,1.0,1,16.0,979.914,"3,72",999.300,"88,94",KENNEDY,GRAN BRITALIA,28.0,0.0,9.0,19.0,63122.0,30878.0,32244.0,4.43585437723773,4.43585437723773,6.15324826737483,2.791216970599181
52.0,2021,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,614920.0,740280.0,0.0,0,176.0,314.431,"4,07",569.872,"82,91",USME,LA FLORA,6.0,0.0,2.0,4.0,19494.0,9683.0,9811.0,3.077870113881194,3.077870113881194,4.130951151502633,2.038528182652125
33.0,2021,1,0.0,0,0.0,0,2.0,1,0.0,0,2.0,2.8193333333333332,1647904.0,748256.0,42.0,13,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,SOSIEGO,19.0,0.0,7.0,12.0,44097.0,21364.0,22733.0,4.308683130371681,4.308683130371681,5.616925669350309,3.079224035543043
19.0,2021,1,2.0,1,7.0,1,8.0,1,0.0,0,13.0,3.51625,692512.0,712104.0,25.0,8,34.0,981.613,"3,41",1.388.086,"91,6",SUBA,EL PRADO,41.0,0.0,16.0,25.0,99865.0,46097.0,53768.0,4.105542482351174,4.105542482351174,5.4233464216760305,2.9757476565987204
