zat,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,codigo_upz,nombre_upz,codigo_localidad,nombre_localidad,estrato_mean,poblacion_2005,area_urbana_2009,poblacion_urbana_2009,densidad_urbana_2009,poblacion_por_localidad_2005,personas_por_localidad_2007,personas_por_hogar_2007_localida,gasto_promedio_mensual_2007_loca,icv_2007_localidad,num_est_transmi,acceso_transmi,accesibilidad_arterial
1,2011,0,0,0,0,0,0,0,0,1,2,LA ACADEMIA,11,SUBA,,703,672.073.080.488,920,136.889.875.031,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,5
1,2023,0,0,0,0,0,0,0,0,1,2,LA ACADEMIA,11,SUBA,,703,672.073.080.488,920,136.889.875.031,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,5
1,2015,0,0,0,0,0,0,0,0,1,2,LA ACADEMIA,11,SUBA,,703,672.073.080.488,920,136.889.875.031,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,5
1,2019,0,0,0,0,0,0,0,0,1,2,LA ACADEMIA,11,SUBA,,703,672.073.080.488,920,136.889.875.031,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,5
2,2019,0,0,0,0,0,0,0,0,1,3,GUAYMARAL,11,SUBA,,0,453.636.704.291,167,0.368135996096,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,5
2,2015,0,0,0,0,0,0,0,0,1,3,GUAYMARAL,11,SUBA,,0,453.636.704.291,167,0.368135996096,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,5
2,2011,0,0,0,0,0,0,0,0,1,3,GUAYMARAL,11,SUBA,,0,453.636.704.291,167,0.368135996096,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,5
2,2023,0,0,0,0,0,0,0,0,1,3,GUAYMARAL,11,SUBA,,0,453.636.704.291,167,0.368135996096,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,5
3,2019,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,6,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,11
3,2015,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,6,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,11
3,2011,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,6,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,11
3,2023,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,6,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,11
4,2023,0,0,0,0,0,0,0,0,1,2,LA ACADEMIA,11,SUBA,,703,672.073.080.488,920,136.889.875.031,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,9
4,2015,0,0,0,0,0,0,0,0,1,2,LA ACADEMIA,11,SUBA,,703,672.073.080.488,920,136.889.875.031,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,9
4,2011,0,0,0,0,0,0,0,0,1,2,LA ACADEMIA,11,SUBA,,703,672.073.080.488,920,136.889.875.031,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,9
4,2019,0,0,0,0,0,0,0,0,1,2,LA ACADEMIA,11,SUBA,,703,672.073.080.488,920,136.889.875.031,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,9
5,2019,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,4
5,2011,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,4
5,2015,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,4
5,2023,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,4
6,2019,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,6
6,2011,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,6
6,2015,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,6
6,2023,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,6
7,2015,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,2,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",1,1,2
7,2023,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,2,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",1,1,2
7,2019,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,2,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",1,1,2
7,2011,0,0,0,0,0,0,0,0,1,1,PASEO DE LOS LIBERTADORES,1,USAQUEN,2,2916,630.952.898.115,3546,562.007.086.518,425.19199,430.15601,"3,12",1.867.529,"93,6",1,1,2
8,2011,0,0,0,0,0,0,0,0,1,2,LA ACADEMIA,11,SUBA,,703,672.073.080.488,920,136.889.875.031,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,7
8,2015,0,0,0,0,0,0,0,0,1,2,LA ACADEMIA,11,SUBA,,703,672.073.080.488,920,136.889.875.031,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,7
8,2019,0,0,0,0,0,0,0,0,1,2,LA ACADEMIA,11,SUBA,,703,672.073.080.488,920,136.889.875.031,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,7
8,2023,0,0,0,0,0,0,0,0,1,2,LA ACADEMIA,11,SUBA,,703,672.073.080.488,920,136.889.875.031,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,7
9,2011,0,0,0,0,0,0,0,0,1,17,SAN JOSE DE BAVARIA,11,SUBA,3.4400001,45368,43.827.316.295,47774,109.005.077.287,923.06403,981.61298,"3,41",1.388.086,"91,6",3,1,8
9,2023,0,0,0,0,1,1,0,0,2,17,SAN JOSE DE BAVARIA,11,SUBA,3.4400001,45368,43.827.316.295,47774,109.005.077.287,923.06403,981.61298,"3,41",1.388.086,"91,6",3,1,8
9,2019,0,0,0,0,1,1,0,0,1,17,SAN JOSE DE BAVARIA,11,SUBA,3.4400001,45368,43.827.316.295,47774,109.005.077.287,923.06403,981.61298,"3,41",1.388.086,"91,6",3,1,8
9,2015,0,0,0,0,0,0,0,0,1,17,SAN JOSE DE BAVARIA,11,SUBA,3.4400001,45368,43.827.316.295,47774,109.005.077.287,923.06403,981.61298,"3,41",1.388.086,"91,6",3,1,8
10,2011,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,5,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",2,1,5
10,2015,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,5,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",2,1,5
10,2019,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,5,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",2,1,5
10,2023,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,5,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",2,1,5
11,2015,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,2.95,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",3,1,11
11,2011,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,2.95,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",3,1,11
11,2023,0,0,2,1,1,1,0,0,3,9,VERBENAL,1,USAQUEN,2.95,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",3,1,11
11,2019,0,0,1,1,1,1,0,0,1,9,VERBENAL,1,USAQUEN,2.95,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",3,1,11
12,2019,0,0,1,1,1,1,2,1,1,9,VERBENAL,1,USAQUEN,2.75,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,10
12,2015,0,0,0,0,1,1,0,0,1,9,VERBENAL,1,USAQUEN,2.75,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,10
12,2011,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,2.75,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,10
12,2023,1,1,1,1,1,1,0,0,0,9,VERBENAL,1,USAQUEN,2.75,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,10
13,2015,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,1.9299999,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
13,2011,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,1.9299999,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
13,2019,0,0,0,0,0,0,1,1,1,9,VERBENAL,1,USAQUEN,1.9299999,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
13,2023,0,0,0,0,1,1,0,0,1,9,VERBENAL,1,USAQUEN,1.9299999,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
14,2023,0,0,1,1,1,1,0,0,1,9,VERBENAL,1,USAQUEN,1.48,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,3
14,2011,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,1.48,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,3
14,2019,0,0,0,0,0,0,1,1,1,9,VERBENAL,1,USAQUEN,1.48,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,3
14,2015,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,1.48,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,3
15,2011,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,3,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,4
15,2019,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,3,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,4
15,2023,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,3,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,4
15,2015,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,3,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,4
16,2023,0,0,0,0,1,1,0,0,1,9,VERBENAL,1,USAQUEN,3,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,4
16,2011,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,3,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,4
16,2015,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,3,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,4
16,2019,0,0,0,0,1,1,0,0,1,9,VERBENAL,1,USAQUEN,3,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,4
17,2019,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,4,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,2
17,2023,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,4,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,2
17,2011,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,4,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,2
17,2015,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,4,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,2
18,2019,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,1.5,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,1
18,2015,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,1.5,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,1
18,2023,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,1.5,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,1
18,2011,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,1.5,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,1
19,2011,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,2,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,0
19,2019,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,2,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,0
19,2015,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,2,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,0
19,2023,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,2,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,0
20,2023,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,2.0899999,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,2
20,2011,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,2.0899999,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,2
20,2019,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,2.0899999,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,2
20,2015,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,2.0899999,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,2
21,2011,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,4,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
21,2015,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,4,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
21,2023,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,4,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
21,2019,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,4,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
22,2019,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
22,2023,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
22,2015,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
22,2011,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
23,2019,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,3,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
23,2023,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,3,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
23,2011,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,3,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
23,2015,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,3,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",0,0,5
24,2023,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,2.0799999,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",2,1,2
24,2011,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,2.0799999,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",2,1,2
24,2015,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,2.0799999,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",2,1,2
24,2019,0,0,0,0,0,0,0,0,1,9,VERBENAL,1,USAQUEN,2.0799999,84333,355.788.448.029,96310,270.694.567.329,425.19199,430.15601,"3,12",1.867.529,"93,6",2,1,2
25,2015,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,3.3800001,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",3,1,6
25,2019,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,3.3800001,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",3,1,6
25,2011,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,3.3800001,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",3,1,6
25,2023,0,0,0,0,0,0,0,0,4,10,LA URIBE,1,USAQUEN,3.3800001,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",3,1,6
26,2015,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,3,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",2,1,3
26,2011,0,0,0,0,0,0,0,0,1,10,LA URIBE,1,USAQUEN,3,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",2,1,3
26,2019,0,0,2,1,1,1,0,0,1,10,LA URIBE,1,USAQUEN,3,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",2,1,3
26,2023,1,1,2,1,1,1,0,0,4,10,LA URIBE,1,USAQUEN,3,13585,3.452.642.542,17055,493.969.468.097,425.19199,430.15601,"3,12",1.867.529,"93,6",2,1,3
27,2015,0,0,0,0,1,1,0,0,1,17,SAN JOSE DE BAVARIA,11,SUBA,3.76,45368,43.827.316.295,47774,109.005.077.287,923.06403,981.61298,"3,41",1.388.086,"91,6",3,1,10
27,2011,0,0,0,0,0,0,0,0,1,17,SAN JOSE DE BAVARIA,11,SUBA,3.76,45368,43.827.316.295,47774,109.005.077.287,923.06403,981.61298,"3,41",1.388.086,"91,6",3,1,10
27,2023,2,1,0,0,9,1,0,0,4,17,SAN JOSE DE BAVARIA,11,SUBA,3.76,45368,43.827.316.295,47774,109.005.077.287,923.06403,981.61298,"3,41",1.388.086,"91,6",3,1,10
27,2019,0,0,0,0,7,1,0,0,1,17,SAN JOSE DE BAVARIA,11,SUBA,3.76,45368,43.827.316.295,47774,109.005.077.287,923.06403,981.61298,"3,41",1.388.086,"91,6",3,1,10
28,2019,0,0,0,0,0,0,0,0,1,17,SAN JOSE DE BAVARIA,11,SUBA,4.9400001,45368,43.827.316.295,47774,109.005.077.287,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,4
28,2015,0,0,0,0,0,0,0,0,1,17,SAN JOSE DE BAVARIA,11,SUBA,4.9400001,45368,43.827.316.295,47774,109.005.077.287,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,4
28,2011,0,0,0,0,0,0,0,0,1,17,SAN JOSE DE BAVARIA,11,SUBA,4.9400001,45368,43.827.316.295,47774,109.005.077.287,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,4
28,2023,0,0,0,0,0,0,0,0,1,17,SAN JOSE DE BAVARIA,11,SUBA,4.9400001,45368,43.827.316.295,47774,109.005.077.287,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,4
29,2011,0,0,0,0,0,0,0,0,1,18,BRITALIA,11,SUBA,,50139,328.656.231.464,57730,175.654.664.276,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,6
29,2023,0,0,0,0,0,0,0,0,2,18,BRITALIA,11,SUBA,,50139,328.656.231.464,57730,175.654.664.276,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,6
29,2015,0,0,0,0,0,0,0,0,1,18,BRITALIA,11,SUBA,,50139,328.656.231.464,57730,175.654.664.276,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,6
29,2019,0,0,0,0,0,0,3,1,1,18,BRITALIA,11,SUBA,,50139,328.656.231.464,57730,175.654.664.276,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,6
30,2011,0,0,0,0,0,0,0,0,1,23,CASA BLANCA SUBA,11,SUBA,4.3800001,29874,420.483.819.457,36521,868.547.095.276,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,9
30,2023,0,0,0,0,1,1,0,0,1,23,CASA BLANCA SUBA,11,SUBA,4.3800001,29874,420.483.819.457,36521,868.547.095.276,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,9
30,2019,0,0,0,0,1,1,0,0,1,23,CASA BLANCA SUBA,11,SUBA,4.3800001,29874,420.483.819.457,36521,868.547.095.276,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,9
30,2015,0,0,0,0,0,0,0,0,1,23,CASA BLANCA SUBA,11,SUBA,4.3800001,29874,420.483.819.457,36521,868.547.095.276,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,9
31,2011,0,0,0,0,0,0,0,0,1,27,SUBA,11,SUBA,3.8299999,115172,652.901.130.738,134709,206.323.735.184,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,1
31,2019,0,0,0,0,0,0,0,0,1,27,SUBA,11,SUBA,3.8299999,115172,652.901.130.738,134709,206.323.735.184,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,1
31,2023,0,0,0,0,0,0,0,0,1,27,SUBA,11,SUBA,3.8299999,115172,652.901.130.738,134709,206.323.735.184,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,1
31,2015,0,0,0,0,0,0,0,0,1,27,SUBA,11,SUBA,3.8299999,115172,652.901.130.738,134709,206.323.735.184,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,1
32,2015,0,0,0,0,1,1,0,0,1,27,SUBA,11,SUBA,2.25,115172,652.901.130.738,134709,206.323.735.184,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,3
32,2011,0,0,0,0,0,0,0,0,1,27,SUBA,11,SUBA,2.25,115172,652.901.130.738,134709,206.323.735.184,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,3
32,2019,0,0,0,0,1,1,0,0,1,27,SUBA,11,SUBA,2.25,115172,652.901.130.738,134709,206.323.735.184,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,3
32,2023,0,0,0,0,1,1,0,0,1,27,SUBA,11,SUBA,2.25,115172,652.901.130.738,134709,206.323.735.184,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,3
33,2023,0,0,3,1,2,1,0,0,3,27,SUBA,11,SUBA,2.0699999,115172,652.901.130.738,134709,206.323.735.184,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,13
33,2011,0,0,0,0,0,0,0,0,1,27,SUBA,11,SUBA,2.0699999,115172,652.901.130.738,134709,206.323.735.184,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,13
33,2015,0,0,0,0,0,0,0,0,1,27,SUBA,11,SUBA,2.0699999,115172,652.901.130.738,134709,206.323.735.184,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,13
33,2019,0,0,2,1,1,1,4,1,1,27,SUBA,11,SUBA,2.0699999,115172,652.901.130.738,134709,206.323.735.184,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,13
34,2019,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,0,2
34,2015,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,0,2
34,2011,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,0,2
34,2023,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,0,2
35,2011,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,0,3
35,2023,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,0,3
35,2019,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,0,3
35,2015,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,0,0,3
36,2011,0,0,0,0,0,0,0,0,1,71,TIBABUYES,11,SUBA,2.78,193830,726.380.148.869,222576,306.418.065.453,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,5
36,2019,0,0,0,0,2,1,0,0,1,71,TIBABUYES,11,SUBA,2.78,193830,726.380.148.869,222576,306.418.065.453,923.06403,981.61298,"3,41",1.388.086,"91,6",0,0,5
