ZAT,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,codigo_upz,nombre_upz,codigo_localidad,nombre_localidad,estrato_mean,poblacion_2005,area_urbana_2009,poblacion_urbana_2009,densidad_urbana_2009,poblacion_por_localidad_2005,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,num_est_transmi,acceso_transmi,accesibilidad_arterial,theft_to_people,genero_-,genero_FEMENINO,genero_MASCULINO
752.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,58.0,COMUNEROS,5.0,USME,2.0,77969.0,493.035.619.032,86795.0,176.042.047.774,298.992,314.431,"4,07",569.872,"82,91",0.0,0,2.0,2.0,0.0,2.0,0.0
962.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,67.0,LUCERO,19.0,CIUDAD BOLIVAR,2.0,153504.0,586.386.549.887,162669.0,277.409.159.592,570.619,593.937,"4,09",505.335,"83,5",0.0,0,4.0,6.0,0.0,3.0,3.0
626.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,70.0,JERUSALEM,19.0,CIUDAD BOLIVAR,1.02,87775.0,537.476.344.439,98693.0,183.622.965.031,570.619,593.937,"4,09",505.335,"83,5",0.0,0,3.0,5.0,0.0,3.0,2.0
941.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42.0,VENECIA,6.0,TUNJUELITO,2.0,136190.0,659.377.024.137,144420.0,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",0.0,0,3.0,2.0,0.0,2.0,0.0
964.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,48.0,TIMIZA,8.0,KENNEDY,3.0,145608.0,430.438.314.853,147298.0,342.204.666.539,951.073,979.914,"3,72",999.300,"88,94",0.0,0,3.0,1.0,0.0,0.0,1.0
383.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,44.0,AMERICAS,8.0,KENNEDY,4.0,84178.0,380.969.402.333,84584.0,222.023.079.759,951.073,979.914,"3,72",999.300,"88,94",2.0,1,6.0,3.0,0.0,1.0,2.0
359.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,2.0,102.0,LA SABANA,14.0,LOS MARTIRES,2.95,50981.0,450.942.153.879,52197.0,11.575.098.835,94.842,94.944,"3,53",1.059.511,"89,78",9.0,1,3.0,7.0,0.0,3.0,4.0
605.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32.0,SAN BLAS,4.0,SAN CRISTOBAL,1.06,93880.0,400.032.231.099,95245.0,238.093.314.977,407.552,404.35,"3,73",706.208,"83,68",0.0,0,3.0,2.0,0.0,1.0,1.0
496.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33.0,SOSIEGO,4.0,SAN CRISTOBAL,3.0,102994.0,23.491.634.485,46766.0,199.075.121.954,407.552,404.35,"3,73",706.208,"83,68",2.0,1,2.0,1.0,0.0,1.0,0.0
495.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,33.0,SOSIEGO,4.0,SAN CRISTOBAL,,102994.0,23.491.634.485,46766.0,199.075.121.954,407.552,404.35,"3,73",706.208,"83,68",1.0,1,0.0,3.0,0.0,1.0,2.0
608.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34.0,20 DE JULIO,4.0,SAN CRISTOBAL,2.0,72001.0,262.535.666.687,92353.0,351.773.155.874,407.552,404.35,"3,73",706.208,"83,68",2.0,1,1.0,3.0,0.0,0.0,3.0
607.0,2019,0.0,0,1.0,1,0.0,0,0.0,0,0.0,34.0,20 DE JULIO,4.0,SAN CRISTOBAL,2.0,72001.0,262.535.666.687,92353.0,351.773.155.874,407.552,404.35,"3,73",706.208,"83,68",1.0,1,1.0,6.0,0.0,3.0,3.0
641.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50.0,LA GLORIA,4.0,SAN CRISTOBAL,,15373.0,38.585.775.934,102299.0,265.121.012.922,407.552,404.35,"3,73",706.208,"83,68",0.0,0,0.0,1.0,0.0,0.0,1.0
653.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54.0,MARRUECOS,18.0,RAFAEL URIBE URIBE,2.0,89511.0,362.888.498.604,96465.0,265.825.454.295,378.164,378.78,"3,72",591.317,"87,06",1.0,1,2.0,4.0,0.0,2.0,2.0
974.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54.0,MARRUECOS,18.0,RAFAEL URIBE URIBE,2.0,89511.0,362.888.498.604,96465.0,265.825.454.295,378.164,378.78,"3,72",591.317,"87,06",0.0,0,3.0,0.0,0.0,0.0,0.0
610.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36.0,SAN JOSE,18.0,RAFAEL URIBE URIBE,3.0,50085.0,207.947.107.119,49050.0,235.877.289.564,378.164,378.78,"3,72",591.317,"87,06",3.0,1,0.0,2.0,0.0,0.0,2.0
976.0,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.0,53.0,MARCO FIDEL SUAREZ,18.0,RAFAEL URIBE URIBE,2.8,68560.0,184.536.569.132,65877.0,35.698.615.353,378.164,378.78,"3,72",591.317,"87,06",3.0,1,1.0,0.0,0.0,0.0,0.0
635.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,53.0,MARCO FIDEL SUAREZ,18.0,RAFAEL URIBE URIBE,2.25,68560.0,184.536.569.132,65877.0,35.698.615.353,378.164,378.78,"3,72",591.317,"87,06",3.0,1,3.0,2.0,0.0,1.0,1.0
656.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54.0,MARRUECOS,18.0,RAFAEL URIBE URIBE,1.94,89511.0,362.888.498.604,96465.0,265.825.454.295,378.164,378.78,"3,72",591.317,"87,06",3.0,1,2.0,2.0,0.0,2.0,0.0
978.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,54.0,MARRUECOS,18.0,RAFAEL URIBE URIBE,1.52,89511.0,362.888.498.604,96465.0,265.825.454.295,378.164,378.78,"3,72",591.317,"87,06",4.0,1,1.0,0.0,0.0,0.0,0.0
980.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,56.0,DANUBIO,5.0,USME,2.0,29305.0,288.740.865.613,36193.0,125.347.688.223,298.992,314.431,"4,07",569.872,"82,91",1.0,1,2.0,1.0,0.0,0.0,1.0
981.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,36.0,SAN JOSE,18.0,RAFAEL URIBE URIBE,2.79,50085.0,207.947.107.119,49050.0,235.877.289.564,378.164,378.78,"3,72",591.317,"87,06",3.0,1,1.0,6.0,0.0,1.0,5.0
589.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,2.0,39.0,QUIROGA,18.0,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",2.0,1,2.0,2.0,0.0,0.0,2.0
983.0,2019,0.0,0,0.0,0,1.0,1,0.0,0,1.0,39.0,QUIROGA,18.0,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",2.0,1,3.0,1.0,0.0,1.0,0.0
984.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38.0,RESTREPO,15.0,ANTONIO NARIÑO,3.0,83087.0,354.715.513.318,77022.0,217.137.387.873,116.828,119.565,"3,92",1.095.184,"90,79",3.0,1,2.0,1.0,0.0,0.0,1.0
580.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38.0,RESTREPO,15.0,ANTONIO NARIÑO,3.0,83087.0,354.715.513.318,77022.0,217.137.387.873,116.828,119.565,"3,92",1.095.184,"90,79",3.0,1,3.0,8.0,0.0,5.0,3.0
503.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38.0,RESTREPO,15.0,ANTONIO NARIÑO,3.0,83087.0,354.715.513.318,77022.0,217.137.387.873,116.828,119.565,"3,92",1.095.184,"90,79",3.0,1,3.0,3.0,0.0,1.0,2.0
633.0,2019,0.0,0,1.0,1,0.0,0,0.0,0,0.0,42.0,VENECIA,6.0,TUNJUELITO,3.0,136190.0,659.377.024.137,144420.0,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",5.0,1,5.0,6.0,0.0,3.0,3.0
424.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,43.0,SAN RAFAEL,16.0,PUENTE ARANDA,3.0,76734.0,329.312.713.782,76749.0,23.305.811.403,253.638,250.715,"3,55",1.116.511,"90,43",0.0,0,3.0,3.0,0.0,1.0,2.0
416.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,80.0,CORABASTOS,8.0,KENNEDY,2.0,61954.0,184.525.478.991,69277.0,375.433.248.453,951.073,979.914,"3,72",999.300,"88,94",3.0,1,4.0,9.0,0.0,1.0,8.0
990.0,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.0,46.0,CASTILLA,8.0,KENNEDY,2.02,110582.0,503.545.836.025,125411.0,2.490.557.781,951.073,979.914,"3,72",999.300,"88,94",0.0,0,6.0,17.0,0.0,5.0,12.0
340.0,2019,0.0,0,0.0,0,1.0,1,0.0,0,1.0,101.0,TEUSAQUILLO,13.0,TEUSAQUILLO,4.0,26797.0,235.700.797.363,27316.0,115.892.692.369,137.53,139.298,"2,87",1.933.116,"96,03",8.0,1,8.0,21.0,0.0,12.0,9.0
352.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,3.0,91.0,SAGRADO CORAZON,3.0,SANTA FE,3.2,13842.0,146.189.273.671,5879.0,40.214.988.777,109.107,96.241,"3,18",896.890,"88,28",8.0,1,3.0,8.0,0.0,3.0,5.0
354.0,2019,2.0,1,0.0,0,1.0,1,0.0,0,6.0,93.0,LAS NIEVES,3.0,SANTA FE,3.0,47454.0,17.257.386.015,13773.0,798.093.059.287,109.107,96.241,"3,18",896.890,"88,28",9.0,1,6.0,48.0,0.0,19.0,29.0
995.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,78.0,TINTAL NORTE,8.0,KENNEDY,1.78,13302.0,343.372.626.881,29348.0,854.698.298.655,951.073,979.914,"3,72",999.300,"88,94",0.0,0,9.0,7.0,0.0,3.0,4.0
393.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,78.0,TINTAL NORTE,8.0,KENNEDY,2.0,13302.0,343.372.626.881,29348.0,854.698.298.655,951.073,979.914,"3,72",999.300,"88,94",0.0,0,6.0,7.0,0.0,3.0,4.0
996.0,2019,1.0,1,1.0,1,0.0,0,0.0,0,3.0,110.0,CIUDAD SALITRE OCCIDENTAL,9.0,FONTIBON,3.84,35890.0,225.701.253.811,41106.0,182.125.705.134,301.375,317.179,"3,46",1.428.379,"90,03",3.0,1,15.0,23.0,0.0,9.0,14.0
997.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,4.0,109.0,CIUDAD SALITRE ORIENTAL,13.0,TEUSAQUILLO,4.17,14686.0,180.529.656.927,17944.0,993.964.111.241,137.53,139.298,"2,87",1.933.116,"96,03",4.0,1,13.0,12.0,0.0,5.0,7.0
999.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,3.0,115.0,CAPELLANIA,9.0,FONTIBON,3.0,15427.0,272.109.155.246,16657.0,612.144.048.771,301.375,317.179,"3,46",1.428.379,"90,03",1.0,1,3.0,3.0,0.0,1.0,2.0
306.0,2019,2.0,1,2.0,1,0.0,0,0.0,0,3.0,115.0,CAPELLANIA,9.0,FONTIBON,3.4,15427.0,272.109.155.246,16657.0,612.144.048.771,301.375,317.179,"3,46",1.428.379,"90,03",4.0,1,10.0,36.0,0.0,15.0,21.0
835.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74.0,ENGATIVA,10.0,ENGATIVA,2.0,118752.0,58.763.454.342,130828.0,222.634.971.795,804.47,824.337,"3,41",1.089.512,"91,78",0.0,0,1.0,5.0,0.0,2.0,3.0
42.0,2019,0.0,0,0.0,0,1.0,1,0.0,0,1.0,27.0,SUBA,11.0,SUBA,3.07,115172.0,652.901.130.738,134709.0,206.323.735.184,923.064,981.613,"3,41",1.388.086,"91,6",3.0,1,0.0,2.0,0.0,1.0,1.0
43.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,23.0,CASA BLANCA SUBA,11.0,SUBA,2.83,29874.0,420.483.819.457,36521.0,868.547.095.276,923.064,981.613,"3,41",1.388.086,"91,6",1.0,1,0.0,1.0,0.0,1.0,0.0
838.0,2019,0.0,0,0.0,0,3.0,1,22.0,1,1.0,23.0,CASA BLANCA SUBA,11.0,SUBA,4.69,29874.0,420.483.819.457,36521.0,868.547.095.276,923.064,981.613,"3,41",1.388.086,"91,6",1.0,1,13.0,27.0,0.0,21.0,6.0
94.0,2019,0.0,0,0.0,0,3.0,1,1.0,1,1.0,24.0,NIZA,11.0,SUBA,3.39,66141.0,756.595.298.134,65073.0,860.076.716.846,923.064,981.613,"3,41",1.388.086,"91,6",3.0,1,10.0,13.0,0.0,8.0,5.0
32.0,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.0,27.0,SUBA,11.0,SUBA,2.25,115172.0,652.901.130.738,134709.0,206.323.735.184,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,3.0,1.0,0.0,0.0,1.0
212.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,26.0,LAS FERIAS,10.0,ENGATIVA,3.0,110921.0,473.343.150.688,110859.0,234.204.297.324,804.47,824.337,"3,41",1.089.512,"91,78",0.0,0,5.0,8.0,0.0,2.0,6.0
213.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,26.0,LAS FERIAS,10.0,ENGATIVA,3.0,110921.0,473.343.150.688,110859.0,234.204.297.324,804.47,824.337,"3,41",1.089.512,"91,78",0.0,0,5.0,9.0,0.0,2.0,7.0
361.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,102.0,LA SABANA,14.0,LOS MARTIRES,2.16,50981.0,450.942.153.879,52197.0,11.575.098.835,94.842,94.944,"3,53",1.059.511,"89,78",10.0,1,4.0,23.0,0.0,9.0,14.0
334.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,107.0,QUINTA PAREDES,13.0,TEUSAQUILLO,,25931.0,173.955.954.056,27099.0,155.780.813.293,137.53,139.298,"2,87",1.933.116,"96,03",3.0,1,3.0,9.0,0.0,5.0,4.0
845.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,4.0,90.0,PARDO RUBIO,2.0,CHAPINERO,5.0,19711.0,285.199.005.156,37191.0,130.403.680.685,122.827,122.507,"2,43",2.288.835,"96,61",2.0,1,2.0,0.0,0.0,0.0,0.0
846.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,100.0,GALERIAS,13.0,TEUSAQUILLO,,33355.0,237.568.113.094,34344.0,144.564.855.749,137.53,139.298,"2,87",1.933.116,"96,03",4.0,1,5.0,15.0,0.0,3.0,12.0
247.0,2019,0.0,0,1.0,1,0.0,0,0.0,0,5.0,97.0,CHICO LAGO,2.0,CHAPINERO,3.86,5899.0,422.447.428.769,26291.0,622.349.627.659,122.827,122.507,"2,43",2.288.835,"96,61",5.0,1,6.0,39.0,0.0,13.0,26.0
254.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,3.0,97.0,CHICO LAGO,2.0,CHAPINERO,4.0,5899.0,422.447.428.769,26291.0,622.349.627.659,122.827,122.507,"2,43",2.288.835,"96,61",4.0,1,8.0,32.0,0.0,14.0,18.0
166.0,2019,0.0,0,1.0,1,0.0,0,0.0,0,5.0,97.0,CHICO LAGO,2.0,CHAPINERO,5.75,5899.0,422.447.428.769,26291.0,622.349.627.659,122.827,122.507,"2,43",2.288.835,"96,61",2.0,1,6.0,9.0,0.0,4.0,5.0
144.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,3.0,16.0,SANTA BARBARA,1.0,USAQUEN,6.0,51582.0,458.698.320.974,51474.0,112.217.546.144,425.192,430.156,"3,12",1.867.529,"93,6",5.0,1,5.0,35.0,0.0,16.0,19.0
145.0,2019,1.0,1,0.0,0,0.0,0,0.0,0,3.0,16.0,SANTA BARBARA,1.0,USAQUEN,6.0,51582.0,458.698.320.974,51474.0,112.217.546.144,425.192,430.156,"3,12",1.867.529,"93,6",3.0,1,5.0,20.0,0.0,8.0,12.0
146.0,2019,0.0,0,1.0,1,2.0,1,0.0,0,5.0,16.0,SANTA BARBARA,1.0,USAQUEN,5.0,51582.0,458.698.320.974,51474.0,112.217.546.144,425.192,430.156,"3,12",1.867.529,"93,6",3.0,1,8.0,27.0,0.0,12.0,15.0
853.0,2019,0.0,0,0.0,0,1.0,1,0.0,0,3.0,20.0,LA ALHAMBRA,11.0,SUBA,5.0,38521.0,284.774.117.529,36637.0,128.652.843.587,923.064,981.613,"3,41",1.388.086,"91,6",5.0,1,4.0,11.0,0.0,3.0,8.0
58.0,2019,0.0,0,0.0,0,1.0,1,0.0,0,1.0,11.0,SAN CRISTOBAL NORTE,1.0,USAQUEN,1.31,62234.0,275.277.506.205,72680.0,264.024.478.433,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,1.0,1.0,0.0,1.0,0.0
28.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17.0,SAN JOSE DE BAVARIA,11.0,SUBA,4.94,45368.0,43.827.316.295,47774.0,109.005.077.287,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,4.0,7.0,0.0,3.0,4.0
10.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9.0,VERBENAL,1.0,USAQUEN,5.0,84333.0,355.788.448.029,96310.0,270.694.567.329,425.192,430.156,"3,12",1.867.529,"93,6",2.0,1,5.0,6.0,0.0,3.0,3.0
7.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,PASEO DE LOS LIBERTADORES,1.0,USAQUEN,2.0,2916.0,630.952.898.115,3546.0,562.007.086.518,425.192,430.156,"3,12",1.867.529,"93,6",1.0,1,2.0,9.0,0.0,2.0,7.0
4.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0,LA ACADEMIA,11.0,SUBA,,703.0,672.073.080.488,920.0,136.889.875.031,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,9.0,2.0,0.0,1.0,1.0
3.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,PASEO DE LOS LIBERTADORES,1.0,USAQUEN,6.0,2916.0,630.952.898.115,3546.0,562.007.086.518,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,11.0,1.0,0.0,0.0,1.0
2.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.0,GUAYMARAL,11.0,SUBA,,0.0,453.636.704.291,167.0,0.368135996096,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,5.0,0.0,0.0,0.0,0.0
141.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,3.0,20.0,LA ALHAMBRA,11.0,SUBA,5.0,38521.0,284.774.117.529,36637.0,128.652.843.587,923.064,981.613,"3,41",1.388.086,"91,6",5.0,1,3.0,5.0,0.0,2.0,3.0
905.0,2019,0.0,0,1.0,1,1.0,1,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
903.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
917.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
908.0,2019,0.0,0,1.0,1,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
913.0,2019,0.0,0,1.0,1,1.0,1,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
914.0,2019,0.0,0,1.0,1,0.0,0,1.0,1,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
930.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
915.0,2019,0.0,0,1.0,1,1.0,1,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
912.0,2019,0.0,0,1.0,1,2.0,1,2.0,1,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
911.0,2019,0.0,0,1.0,1,1.0,1,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1500.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
928.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
926.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
906.0,2019,0.0,0,1.0,1,2.0,1,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
927.0,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.0,71.0,TIBABUYES,11.0,SUBA,,193830.0,726.380.148.869,222576.0,306.418.065.453,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,0.0,0.0,0.0,0.0,0.0
923.0,2019,0.0,0,1.0,1,1.0,1,0.0,0,0.0,71.0,TIBABUYES,11.0,SUBA,,193830.0,726.380.148.869,222576.0,306.418.065.453,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,2.0,0.0,0.0,0.0,0.0
935.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,PASEO DE LOS LIBERTADORES,1.0,USAQUEN,,2916.0,630.952.898.115,3546.0,562.007.086.518,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,1.0,0.0,0.0,0.0,0.0
907.0,2019,0.0,0,4.0,1,7.0,1,5.0,1,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
909.0,2019,0.0,0,2.0,1,5.0,1,3.0,1,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
936.0,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
910.0,2019,0.0,0,3.0,1,6.0,1,3.0,1,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
929.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
790.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
932.0,2019,0.0,0,1.0,1,1.0,1,0.0,0,0.0,85.0,BOSA CENTRAL,7.0,BOSA,,211484.0,714.656.412.136,221236.0,309.569.740.428,508.828,546.809,"3,98",703.807,"85,4",0.0,0,1.0,0.0,0.0,0.0,0.0
931.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0
933.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1000.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,61.0,CIUDAD USME,5.0,USME,,7950.0,925.470.476.509,13496.0,145.828.530.921,298.992,314.431,"4,07",569.872,"82,91",0.0,0,5.0,0.0,0.0,0.0,0.0
1001.0,2019,0.0,0,0.0,0,0.0,0,5.0,1,0.0,61.0,CIUDAD USME,5.0,USME,1.71,7950.0,925.470.476.509,13496.0,145.828.530.921,298.992,314.431,"4,07",569.872,"82,91",0.0,0,13.0,5.0,0.0,2.0,3.0
1002.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,61.0,CIUDAD USME,5.0,USME,,7950.0,925.470.476.509,13496.0,145.828.530.921,298.992,314.431,"4,07",569.872,"82,91",0.0,0,5.0,0.0,0.0,0.0,0.0
1003.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,87.0,TINTAL SUR,7.0,BOSA,2.0,26624.0,576.903.769.222,42439.0,735.633.952.561,508.828,546.809,"3,98",703.807,"85,4",0.0,0,9.0,2.0,0.0,1.0,1.0
1004.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,87.0,TINTAL SUR,7.0,BOSA,,26624.0,576.903.769.222,42439.0,735.633.952.561,508.828,546.809,"3,98",703.807,"85,4",0.0,0,3.0,0.0,0.0,0.0,0.0
1005.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,87.0,TINTAL SUR,7.0,BOSA,,26624.0,576.903.769.222,42439.0,735.633.952.561,508.828,546.809,"3,98",703.807,"85,4",0.0,0,4.0,0.0,0.0,0.0,0.0
1006.0,2019,0.0,0,0.0,0,0.0,0,1.0,1,0.0,86.0,EL PORVENIR,7.0,BOSA,1.36,64288.0,461.032.121.294,73629.0,159.704.707.328,508.828,546.809,"3,98",703.807,"85,4",0.0,0,9.0,7.0,0.0,3.0,4.0
1007.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,112.0,GRANJAS DE TECHO,9.0,FONTIBON,1.67,18061.0,477.255.354.063,22861.0,479.009.817.394,301.375,317.179,"3,46",1.428.379,"90,03",0.0,0,5.0,4.0,0.0,1.0,3.0
1008.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,104.0,PARQUE SIMON BOLIVAR - CAN,13.0,TEUSAQUILLO,,3249.0,398.684.265.835,3404.0,853.808.462.411,137.53,139.298,"2,87",1.933.116,"96,03",3.0,1,3.0,4.0,0.0,2.0,2.0
1010.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,PASEO DE LOS LIBERTADORES,1.0,USAQUEN,,2916.0,630.952.898.115,3546.0,562.007.086.518,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,5.0,0.0,0.0,0.0,0.0
1011.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,PASEO DE LOS LIBERTADORES,1.0,USAQUEN,,2916.0,630.952.898.115,3546.0,562.007.086.518,425.192,430.156,"3,12",1.867.529,"93,6",1.0,1,4.0,1.0,0.0,0.0,1.0
