ZAT,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,codigo_upz,nombre_upz,codigo_localidad,nombre_localidad,estrato_mean,poblacion_2005,area_urbana_2009,poblacion_urbana_2009,densidad_urbana_2009,poblacion_por_localidad_2005,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,num_est_transmi,acceso_transmi,accesibilidad_arterial,theft_to_people,genero_-,genero_FEMENINO,genero_MASCULINO
854.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11.0,SAN CRISTOBAL NORTE,1.0,USAQUEN,2.0,62234.0,275.277.506.205,72680.0,264.024.478.433,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,3.0,0.0,0.0,0.0,0.0
57.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11.0,SAN CRISTOBAL NORTE,1.0,USAQUEN,1.44,62234.0,275.277.506.205,72680.0,264.024.478.433,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,2.0,1.0,0.0,0.0,1.0
20.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10.0,LA URIBE,1.0,USAQUEN,2.09,13585.0,3.452.642.542,17055.0,493.969.468.097,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,2.0,1.0,0.0,0.0,1.0
18.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10.0,LA URIBE,1.0,USAQUEN,1.5,13585.0,3.452.642.542,17055.0,493.969.468.097,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,1.0,0.0,0.0,0.0,0.0
19.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10.0,LA URIBE,1.0,USAQUEN,2.0,13585.0,3.452.642.542,17055.0,493.969.468.097,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,0.0,0.0,0.0,0.0,0.0
84.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13.0,LOS CEDROS,1.0,USAQUEN,6.0,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,0.0,0.0,0.0,0.0,0.0
559.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,87.0,TINTAL SUR,7.0,BOSA,,26624.0,576.903.769.222,42439.0,735.633.952.561,508.828,546.809,"3,98",703.807,"85,4",0.0,0,4.0,0.0,0.0,0.0,0.0
561.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,87.0,TINTAL SUR,7.0,BOSA,1.06,26624.0,576.903.769.222,42439.0,735.633.952.561,508.828,546.809,"3,98",703.807,"85,4",0.0,0,4.0,4.0,0.0,3.0,1.0
947.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,85.0,BOSA CENTRAL,7.0,BOSA,1.99,211484.0,714.656.412.136,221236.0,309.569.740.428,508.828,546.809,"3,98",703.807,"85,4",0.0,0,6.0,9.0,0.0,1.0,8.0
569.0,2018,0.0,0,0.0,0,0.0,0,1.0,1,1.0,85.0,BOSA CENTRAL,7.0,BOSA,2.0,211484.0,714.656.412.136,221236.0,309.569.740.428,508.828,546.809,"3,98",703.807,"85,4",2.0,1,6.0,24.0,0.0,14.0,10.0
570.0,2018,0.0,0,0.0,0,1.0,1,0.0,0,0.0,85.0,BOSA CENTRAL,7.0,BOSA,2.0,211484.0,714.656.412.136,221236.0,309.569.740.428,508.828,546.809,"3,98",703.807,"85,4",0.0,0,2.0,4.0,0.0,3.0,1.0
804.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
82.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,1.0,13.0,LOS CEDROS,1.0,USAQUEN,4.6,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,5.0,8.0,0.0,2.0,6.0
85.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.0,USAQUEN,1.0,USAQUEN,5.71,34100.0,492.691.983.265,41634.0,8.450.310.014,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,2.0,1.0,0.0,0.0,1.0
81.0,2018,0.0,0,1.0,1,0.0,0,0.0,0,1.0,13.0,LOS CEDROS,1.0,USAQUEN,4.0,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,2.0,3.0,0.0,1.0,2.0
80.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,1.0,13.0,LOS CEDROS,1.0,USAQUEN,5.0,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,2.0,2.0,0.0,2.0,0.0
79.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,3.0,13.0,LOS CEDROS,1.0,USAQUEN,4.0,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,2.0,4.0,0.0,1.0,3.0
78.0,2018,0.0,0,0.0,0,0.0,0,1.0,1,2.0,13.0,LOS CEDROS,1.0,USAQUEN,4.0,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,5.0,3.0,0.0,0.0,3.0
193.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74.0,ENGATIVA,10.0,ENGATIVA,2.0,118752.0,58.763.454.342,130828.0,222.634.971.795,804.47,824.337,"3,41",1.089.512,"91,78",0.0,0,1.0,1.0,0.0,1.0,0.0
793.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
304.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,3.0,117.0,AEROPUERTO EL DORADO,9.0,FONTIBON,3.0,412.0,743.536.979.514,835.0,112.301.072.173,301.375,317.179,"3,46",1.428.379,"90,03",1.0,1,16.0,16.0,0.0,2.0,14.0
1841.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
1.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0,LA ACADEMIA,11.0,SUBA,,703.0,672.073.080.488,920.0,136.889.875.031,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,5.0,0.0,0.0,0.0,0.0
308.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,76.0,FONTIBON SAN PABLO,9.0,FONTIBON,2.0,30005.0,359.967.843.163,32134.0,892.690.850.317,301.375,317.179,"3,46",1.428.379,"90,03",0.0,0,3.0,0.0,0.0,0.0,0.0
805.0,2018,0.0,0,0.0,0,1.0,1,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
310.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,76.0,FONTIBON SAN PABLO,9.0,FONTIBON,2.56,30005.0,359.967.843.163,32134.0,892.690.850.317,301.375,317.179,"3,46",1.428.379,"90,03",0.0,0,10.0,11.0,0.0,8.0,3.0
405.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,1.0,77.0,ZONA FRANCA,9.0,FONTIBON,2.07,31542.0,490.212.344.089,39664.0,809.118.751.869,301.375,317.179,"3,46",1.428.379,"90,03",0.0,0,3.0,5.0,0.0,0.0,5.0
407.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,77.0,ZONA FRANCA,9.0,FONTIBON,2.0,31542.0,490.212.344.089,39664.0,809.118.751.869,301.375,317.179,"3,46",1.428.379,"90,03",0.0,0,3.0,0.0,0.0,0.0,0.0
119.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,72.0,BOLIVIA,10.0,ENGATIVA,,82839.0,474.504.159.406,86279.0,181.829.807.579,804.47,824.337,"3,41",1.089.512,"91,78",0.0,0,1.0,4.0,0.0,2.0,2.0
76.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,2.0,13.0,LOS CEDROS,1.0,USAQUEN,4.94,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,5.0,9.0,0.0,4.0,5.0
75.0,2018,1.0,1,0.0,0,2.0,1,0.0,0,1.0,13.0,LOS CEDROS,1.0,USAQUEN,4.17,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,2.0,13.0,0.0,5.0,8.0
74.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,2.0,13.0,LOS CEDROS,1.0,USAQUEN,4.0,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,2.0,3.0,0.0,0.0,3.0
73.0,2018,0.0,0,0.0,0,1.0,1,0.0,0,4.0,13.0,LOS CEDROS,1.0,USAQUEN,4.0,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,5.0,7.0,0.0,1.0,6.0
72.0,2018,2.0,1,0.0,0,0.0,0,0.0,0,0.0,13.0,LOS CEDROS,1.0,USAQUEN,4.0,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,8.0,11.0,0.0,3.0,8.0
87.0,2018,0.0,0,0.0,0,0.0,0,3.0,1,2.0,15.0,COUNTRY CLUB,1.0,USAQUEN,5.79,87775.0,285.606.835.551,24678.0,864.054.949.959,425.192,430.156,"3,12",1.867.529,"93,6",3.0,1,13.0,23.0,0.0,10.0,13.0
86.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,1.0,14.0,USAQUEN,1.0,USAQUEN,5.0,34100.0,492.691.983.265,41634.0,8.450.310.014,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,8.0,11.0,0.0,3.0,8.0
154.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.0,USAQUEN,1.0,USAQUEN,2.87,34100.0,492.691.983.265,41634.0,8.450.310.014,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0,3.0,2.0,0.0,1.0,1.0
194.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74.0,ENGATIVA,10.0,ENGATIVA,2.0,118752.0,58.763.454.342,130828.0,222.634.971.795,804.47,824.337,"3,41",1.089.512,"91,78",0.0,0,0.0,6.0,0.0,3.0,3.0
195.0,2018,0.0,0,0.0,0,1.0,1,0.0,0,0.0,74.0,ENGATIVA,10.0,ENGATIVA,2.01,118752.0,58.763.454.342,130828.0,222.634.971.795,804.47,824.337,"3,41",1.089.512,"91,78",0.0,0,2.0,7.0,0.0,2.0,5.0
196.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,1.0,74.0,ENGATIVA,10.0,ENGATIVA,2.0,118752.0,58.763.454.342,130828.0,222.634.971.795,804.47,824.337,"3,41",1.089.512,"91,78",0.0,0,8.0,8.0,0.0,2.0,6.0
197.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,1.0,74.0,ENGATIVA,10.0,ENGATIVA,2.0,118752.0,58.763.454.342,130828.0,222.634.971.795,804.47,824.337,"3,41",1.089.512,"91,78",0.0,0,3.0,10.0,0.0,5.0,5.0
201.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,3.0,116.0,ALAMOS,10.0,ENGATIVA,2.91,12319.0,200.244.113.699,13641.0,681.218.526.129,804.47,824.337,"3,41",1.089.512,"91,78",0.0,0,8.0,9.0,0.0,3.0,6.0
191.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,73.0,GARCES NAVAS,10.0,ENGATIVA,3.0,136527.0,555.040.743.711,149186.0,268.783.871.617,804.47,824.337,"3,41",1.089.512,"91,78",0.0,0,4.0,4.0,0.0,1.0,3.0
190.0,2018,0.0,0,0.0,0,1.0,1,0.0,0,1.0,73.0,GARCES NAVAS,10.0,ENGATIVA,2.01,136527.0,555.040.743.711,149186.0,268.783.871.617,804.47,824.337,"3,41",1.089.512,"91,78",0.0,0,9.0,7.0,0.0,2.0,5.0
302.0,2018,1.0,1,1.0,1,0.0,0,1.0,1,2.0,116.0,ALAMOS,10.0,ENGATIVA,3.4,12319.0,200.244.113.699,13641.0,681.218.526.129,804.47,824.337,"3,41",1.089.512,"91,78",3.0,1,9.0,34.0,0.0,16.0,18.0
192.0,2018,0.0,0,0.0,0,1.0,1,1.0,1,0.0,73.0,GARCES NAVAS,10.0,ENGATIVA,2.68,136527.0,555.040.743.711,149186.0,268.783.871.617,804.47,824.337,"3,41",1.089.512,"91,78",0.0,0,8.0,19.0,0.0,5.0,14.0
189.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,73.0,GARCES NAVAS,10.0,ENGATIVA,3.0,136527.0,555.040.743.711,149186.0,268.783.871.617,804.47,824.337,"3,41",1.089.512,"91,78",0.0,0,4.0,4.0,0.0,2.0,2.0
120.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,1.0,72.0,BOLIVIA,10.0,ENGATIVA,3.0,82839.0,474.504.159.406,86279.0,181.829.807.579,804.47,824.337,"3,41",1.089.512,"91,78",3.0,1,6.0,30.0,0.0,15.0,15.0
187.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,2.0,73.0,GARCES NAVAS,10.0,ENGATIVA,3.0,136527.0,555.040.743.711,149186.0,268.783.871.617,804.47,824.337,"3,41",1.089.512,"91,78",3.0,1,9.0,16.0,0.0,9.0,7.0
188.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,73.0,GARCES NAVAS,10.0,ENGATIVA,3.0,136527.0,555.040.743.711,149186.0,268.783.871.617,804.47,824.337,"3,41",1.089.512,"91,78",1.0,1,3.0,1.0,0.0,0.0,1.0
37.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,71.0,TIBABUYES,11.0,SUBA,2.06,193830.0,726.380.148.869,222576.0,306.418.065.453,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,6.0,15.0,0.0,5.0,10.0
38.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27.0,SUBA,11.0,SUBA,3.0,115172.0,652.901.130.738,134709.0,206.323.735.184,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,4.0,2.0,0.0,0.0,2.0
36.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,71.0,TIBABUYES,11.0,SUBA,2.78,193830.0,726.380.148.869,222576.0,306.418.065.453,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,5.0,10.0,0.0,3.0,7.0
35.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,3.0,0.0,0.0,0.0,0.0
33.0,2018,0.0,0,4.0,1,1.0,1,3.0,1,0.0,27.0,SUBA,11.0,SUBA,2.07,115172.0,652.901.130.738,134709.0,206.323.735.184,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,13.0,7.0,0.0,2.0,5.0
34.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,2.0,0.0,0.0,0.0,0.0
840.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27.0,SUBA,11.0,SUBA,2.57,115172.0,652.901.130.738,134709.0,206.323.735.184,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,0.0,5.0,0.0,2.0,3.0
836.0,2018,1.0,1,0.0,0,2.0,1,1.0,1,0.0,27.0,SUBA,11.0,SUBA,2.72,115172.0,652.901.130.738,134709.0,206.323.735.184,923.064,981.613,"3,41",1.388.086,"91,6",3.0,1,3.0,12.0,0.0,7.0,5.0
97.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,2.0,24.0,NIZA,11.0,SUBA,5.96,66141.0,756.595.298.134,65073.0,860.076.716.846,923.064,981.613,"3,41",1.388.086,"91,6",4.0,1,3.0,4.0,0.0,3.0,1.0
837.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,1.0,23.0,CASA BLANCA SUBA,11.0,SUBA,2.67,29874.0,420.483.819.457,36521.0,868.547.095.276,923.064,981.613,"3,41",1.388.086,"91,6",2.0,1,6.0,3.0,0.0,1.0,2.0
99.0,2018,0.0,0,1.0,1,1.0,1,0.0,0,1.0,28.0,EL RINCON,11.0,SUBA,2.84,271222.0,710.088.818.863,302006.0,42.530.735.871,923.064,981.613,"3,41",1.388.086,"91,6",2.0,1,4.0,11.0,0.0,6.0,5.0
98.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,1.0,24.0,NIZA,11.0,SUBA,5.69,66141.0,756.595.298.134,65073.0,860.076.716.846,923.064,981.613,"3,41",1.388.086,"91,6",4.0,1,1.0,0.0,0.0,0.0,0.0
31.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27.0,SUBA,11.0,SUBA,3.83,115172.0,652.901.130.738,134709.0,206.323.735.184,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,1.0,0.0,0.0,0.0,0.0
30.0,2018,0.0,0,0.0,0,1.0,1,0.0,0,0.0,23.0,CASA BLANCA SUBA,11.0,SUBA,4.38,29874.0,420.483.819.457,36521.0,868.547.095.276,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,9.0,1.0,0.0,1.0,0.0
107.0,2018,0.0,0,1.0,1,1.0,1,0.0,0,1.0,28.0,EL RINCON,11.0,SUBA,2.84,271222.0,710.088.818.863,302006.0,42.530.735.871,923.064,981.613,"3,41",1.388.086,"91,6",4.0,1,5.0,23.0,0.0,11.0,12.0
112.0,2018,0.0,0,0.0,0,2.0,1,0.0,0,0.0,28.0,EL RINCON,11.0,SUBA,2.01,271222.0,710.088.818.863,302006.0,42.530.735.871,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,6.0,14.0,0.0,4.0,10.0
41.0,2018,0.0,0,0.0,0,1.0,1,0.0,0,0.0,27.0,SUBA,11.0,SUBA,3.25,115172.0,652.901.130.738,134709.0,206.323.735.184,923.064,981.613,"3,41",1.388.086,"91,6",3.0,1,7.0,22.0,0.0,13.0,9.0
104.0,2018,0.0,0,0.0,0,2.0,1,1.0,1,0.0,28.0,EL RINCON,11.0,SUBA,2.0,271222.0,710.088.818.863,302006.0,42.530.735.871,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0,1.0,1.0,0.0,0.0,1.0
40.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27.0,SUBA,11.0,SUBA,3.0,115172.0,652.901.130.738,134709.0,206.323.735.184,923.064,981.613,"3,41",1.388.086,"91,6",2.0,1,4.0,15.0,0.0,8.0,7.0
39.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27.0,SUBA,11.0,SUBA,2.2,115172.0,652.901.130.738,134709.0,206.323.735.184,923.064,981.613,"3,41",1.388.086,"91,6",1.0,1,3.0,4.0,0.0,4.0,0.0
88.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,2.0,15.0,COUNTRY CLUB,1.0,USAQUEN,5.0,87775.0,285.606.835.551,24678.0,864.054.949.959,425.192,430.156,"3,12",1.867.529,"93,6",3.0,1,8.0,22.0,0.0,9.0,13.0
69.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,2.0,13.0,LOS CEDROS,1.0,USAQUEN,4.57,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",5.0,1,10.0,37.0,0.0,20.0,17.0
70.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,4.0,13.0,LOS CEDROS,1.0,USAQUEN,4.0,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",4.0,1,5.0,4.0,0.0,2.0,2.0
71.0,2018,1.0,1,0.0,0,1.0,1,2.0,1,1.0,13.0,LOS CEDROS,1.0,USAQUEN,5.0,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",3.0,1,5.0,5.0,0.0,2.0,3.0
62.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,2.0,13.0,LOS CEDROS,1.0,USAQUEN,4.0,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",4.0,1,8.0,6.0,0.0,4.0,2.0
51.0,2018,0.0,0,1.0,1,1.0,1,0.0,0,3.0,12.0,TOBERIN,1.0,USAQUEN,3.8,51249.0,290.663.146.859,52018.0,178.963.176.316,425.192,430.156,"3,12",1.867.529,"93,6",4.0,1,12.0,9.0,0.0,4.0,5.0
122.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,1.0,29.0,MINUTO DE DIOS,10.0,ENGATIVA,1.92,143506.0,373.264.507.687,147709.0,39.572.206.025,804.47,824.337,"3,41",1.089.512,"91,78",3.0,1,4.0,20.0,0.0,3.0,17.0
123.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,1.0,29.0,MINUTO DE DIOS,10.0,ENGATIVA,2.99,143506.0,373.264.507.687,147709.0,39.572.206.025,804.47,824.337,"3,41",1.089.512,"91,78",3.0,1,3.0,9.0,0.0,6.0,3.0
185.0,2018,0.0,0,0.0,0,0.0,0,0.0,0,1.0,30.0,BOYACA REAL,10.0,ENGATIVA,3.0,129771.0,453.781.819.192,121920.0,268.675.374.031,804.47,824.337,"3,41",1.089.512,"91,78",5.0,1,5.0,7.0,0.0,3.0,4.0
