codigo_upz,year,quarter,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,estrato_mean,poblacion_2005,poblacion_urbana_2009,num_est_transmi,acceso_transmi,accesibilidad_arterial,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,nombre_localidad,nombre_upz,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index_eb,theft_to_people_index_eb,homicide_index_eb,sexual_index_eb,theft_to_vehicle_index_eb,theft_to_motorbike_index_eb,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index,total_atraco,total_VEHICULO,total_violacion_domicilio,total_alteracion_orden,total_violacion_maltrato,total_homicidio,total_pandillas_drogas,total_armas,total_rapto_secuestro,total_alcohol_menores,total_sospechoso,total_auxilio,total_tendida,tasa_total_atraco,tasa_total_VEHICULO,tasa_total_violacion_domicilio,tasa_total_alteracion_orden,tasa_total_violacion_maltrato,tasa_total_homicidio,tasa_total_pandillas_drogas,tasa_total_armas,tasa_total_rapto_secuestro,tasa_total_alcohol_menores,tasa_total_sospechoso,tasa_total_auxilio,tasa_total_tendida
1,2017,3,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,30,1,1,0,0,0,13,19,2600,1293,1307,118.43743342032288,110.93903558398569,1.433740491667867,2.8345567985391726,0.8111545327817989,1.0036882980965465,123.07692307692308,115.3846153846154,3.8461538461538463,3.8461538461538463,0,0,146.94508894044858,99.46442234123948,3,2,0,8,7,0,3,3,0,2,3,2,2,11.53846153846154,7.6923076923076925,0,30.76923076923077,26.923076923076923,0,11.53846153846154,11.53846153846154,0,7.6923076923076925,11.53846153846154,7.6923076923076925,7.6923076923076925
1,2017,4,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,39,1,0,0,0,0,15,25,2600,1293,1307,148.97188025669712,145.18030171815056,1.273900341234592,0.501823475217111,0.7652276253965542,1.0306286192561571,153.84615384615387,150,3.8461538461538463,0,0,0,193.34880123743233,114.76664116296864,3,1,2,10,6,0,3,3,1,1,3,3,2,11.53846153846154,3.8461538461538463,7.6923076923076925,38.46153846153847,23.07692307692308,0,11.53846153846154,11.53846153846154,3.8461538461538463,3.8461538461538463,11.53846153846154,11.53846153846154,7.6923076923076925
1,2018,1,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,204,0,0,2,4,0,71,139,2567,1279,1288,780.6647275308012,762.1221673319385,0.565989375127517,1.0620912588684424,4.328065353383378,5.105245411778624,818.0755746007012,794.7019867549669,0,0,7.791195948578107,15.582391897156214,1086.7865519937452,551.2422360248447,3,2,1,7,5,0,3,2,2,2,3,2,3,11.68679392286716,7.791195948578107,3.8955979742890534,27.269185820023374,19.477989871445267,0,11.68679392286716,7.791195948578107,7.791195948578107,7.791195948578107,11.68679392286716,7.791195948578107,11.68679392286716
1,2018,2,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,62,0,0,2,2,0,24,42,2567,1279,1288,247.91128914986925,233.73856093970488,0.33321656203321764,2.21300344565456,4.345869572363502,4.067813225533717,257.1094663030775,241.52707440592133,0,0,7.791195948578107,7.791195948578107,328.38154808444096,186.33540372670808,3,3,2,11,5,0,2,2,0,3,3,3,2,11.68679392286716,11.68679392286716,7.791195948578107,42.85157771717959,19.477989871445267,0,7.791195948578107,7.791195948578107,0,11.68679392286716,11.68679392286716,11.68679392286716,7.791195948578107
1,2018,3,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,50,0,0,0,0,0,24,26,2567,1279,1288,188.2824067682249,188.69722818184115,0.4308854340344138,1.5820059457652245,1.7807835929314575,2.252347573683733,194.77989871445268,194.77989871445268,0,0,0,0,203.2838154808444,186.33540372670808,3,3,0,9,6,0,4,3,3,2,3,2,1,11.68679392286716,11.68679392286716,0,35.06038176860148,23.37358784573432,0,15.582391897156214,11.68679392286716,11.68679392286716,7.791195948578107,11.68679392286716,7.791195948578107,3.8955979742890534
1,2018,4,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,58,0,0,2,2,0,27,35,2567,1279,1288,234.31746591873755,219.77964490569573,0.41631458688532424,1.6849951298405497,4.011679259452613,3.4724837735450937,241.52707440592133,225.9446825087651,0,0,7.791195948578107,7.791195948578107,273.6512900703675,209.6273291925466,3,2,2,10,4,0,3,3,2,1,3,1,2,11.68679392286716,7.791195948578107,7.791195948578107,38.955979742890534,15.582391897156214,0,11.68679392286716,11.68679392286716,7.791195948578107,3.8955979742890534,11.68679392286716,3.8955979742890534,7.791195948578107
1,2019,1,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,33,0,0,0,0,0,11,22,2602,1291,1311,120.89156619604316,121.11657556858904,0.389000644539044,0.9860388711038583,1.3456429835337915,1.810553396442983,126.82551883166796,126.82551883166796,0,0,0,0,170.41053446940356,83.90541571319604,3,1,0,7,5,0,3,3,2,2,3,2,3,11.529592621060722,3.8431975403535743,0,26.90238278247502,19.21598770176787,0,11.529592621060722,11.529592621060722,7.686395080707149,7.686395080707149,11.529592621060722,7.686395080707149,11.529592621060722
1,2019,2,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,7,0,0,3,1,0,1,10,2602,1291,1311,30.621359565561978,18.122333875925303,0.13941865514684507,1.0747354411406516,6.070498327585556,1.4837398202216368,42.27517294388932,26.90238278247502,0,0,11.529592621060722,3.8431975403535743,77.45933384972889,7.627765064836003,3,2,0,8,5,0,3,2,1,3,3,2,2,11.529592621060722,7.686395080707149,0,30.745580322828594,19.21598770176787,0,11.529592621060722,7.686395080707149,3.8431975403535743,11.529592621060722,11.529592621060722,7.686395080707149,7.686395080707149
1,2019,3,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,6,0,1,1,1,0,2,7,2602,1291,1311,24.5747867405673,15.85834776498161,0.3031995569654989,3.032133160274233,1.651926195345396,1.6858420937091256,34.588777863182166,23.059185242121444,0,3.8431975403535743,3.8431975403535743,3.8431975403535743,54.22153369481022,15.255530129672008,3,0,0,9,5,0,3,2,0,1,3,3,2,11.529592621060722,0,0,34.588777863182166,19.21598770176787,0,11.529592621060722,7.686395080707149,0,3.8431975403535743,11.529592621060722,11.529592621060722,7.686395080707149
1,2019,4,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,4,2,2,0,1,0,4,5,2602,1291,1311,25.956579314891165,11.67780006946574,1.3663538797104078,5.8023054903394895,0.980504148366411,1.5845216050902518,34.588777863182166,15.372790161414295,7.686395080707149,7.686395080707149,0,3.8431975403535743,38.729666924864446,30.511060259344013,2,0,0,10,7,0,2,2,2,1,3,1,2,7.686395080707149,0,0,38.43197540353574,26.90238278247502,0,7.686395080707149,7.686395080707149,7.686395080707149,3.8431975403535743,11.529592621060722,3.8431975403535743,7.686395080707149
1,2020,1,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,1,1,0,0,1,0,0,3,2574,1275,1299,9.335010879613954,3.131826775256349,1.055587462516838,1.0624505985624202,0.9760656954544314,1.416777227504214,11.655011655011656,3.885003885003885,3.885003885003885,0,0,3.885003885003885,23.52941176470588,0,0,0,0,3,3,0,2,1,0,0,2,2,1,0,0,0,11.655011655011656,11.655011655011656,0,7.77000777000777,3.885003885003885,0,0,7.77000777000777,7.77000777000777,3.885003885003885
1,2020,2,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,0,0,0,0,1,0,0,1,2574,1275,1299,4.1607822284273475,0.9050035319215428,0.2935511891447619,0.9722830469449488,0.6788470536078631,0.9676129226699084,3.885003885003885,0,0,0,0,3.885003885003885,7.84313725490196,0,0,0,0,6,3,0,2,1,1,0,2,1,1,0,0,0,23.31002331002331,11.655011655011656,0,7.77000777000777,3.885003885003885,3.885003885003885,0,7.77000777000777,3.885003885003885,3.885003885003885
1,2020,3,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,1,0,0,0,0,0,0,1,2574,1275,1299,5.153740193820347,2.315548259208429,0.3043663748529838,0.9665653038891904,1.0935107377677948,1.1514163143634015,3.885003885003885,3.885003885003885,0,0,0,0,7.84313725490196,0,0,0,2,4,3,0,3,1,1,0,1,2,1,0,0,7.77000777000777,15.54001554001554,11.655011655011656,0,11.655011655011656,3.885003885003885,3.885003885003885,0,3.885003885003885,7.77000777000777,3.885003885003885
1,2020,4,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,2,0,3,1,1,0,3,4,2574,1275,1299,16.694754773107068,4.385434078355416,0.3241008017365969,6.505093990871408,1.641941945727036,2.168550960691709,27.19502719502719,7.77000777000777,0,11.655011655011656,3.885003885003885,3.885003885003885,31.37254901960784,23.094688221709006,0,0,2,5,2,0,2,1,0,0,3,3,0,0,0,7.77000777000777,19.425019425019425,7.77000777000777,0,7.77000777000777,3.885003885003885,0,0,11.655011655011656,11.655011655011656,0
1,2021,1,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,1,1,0,0,1,0,0,3,2545,1258,1287,8.720995045362413,2.5378616584244056,1.5081606590062484,1.2259855753623476,0.8688074377608047,1.709496067551047,11.787819253438114,3.9292730844793713,3.9292730844793713,0,0,3.9292730844793713,23.84737678855326,0,0,0,0,7,3,0,2,0,1,0,3,1,1,0,0,0,27.5049115913556,11.787819253438114,0,7.858546168958743,0,3.9292730844793713,0,11.787819253438114,3.9292730844793713,3.9292730844793713
1,2021,2,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,2,2,2,0,1,0,2,5,2545,1258,1287,17.591451579532784,4.261808543159092,2.679584907252657,5.0665168353939665,0.9893540869244436,1.9595634997348244,27.5049115913556,7.858546168958743,7.858546168958743,7.858546168958743,0,3.9292730844793713,39.745627980922094,15.54001554001554,0,0,1,6,4,0,3,1,1,0,3,0,2,0,0,3.9292730844793713,23.575638506876228,15.717092337917485,0,11.787819253438114,3.9292730844793713,3.9292730844793713,0,11.787819253438114,0,7.858546168958743
1,2021,3,0,0,0,0,0,0,0,0,0,4,52488,63828,3,3,83,430.156,312,1.867.529,936,USAQUEN,PASEO DE LOS LIBERTADORES,2,0,3,1,0,0,4,2,2545,1258,1287,15.55787056169966,4.640720166284699,0.33125156540619033,6.8057311190297325,1.6064486679687895,1.4469068946893588,23.575638506876228,7.858546168958743,0,11.787819253438114,3.9292730844793713,0,15.89825119236884,31.08003108003108,0,0,1,6,3,0,2,2,1,0,3,1,1,0,0,3.9292730844793713,23.575638506876228,11.787819253438114,0,7.858546168958743,7.858546168958743,3.9292730844793713,0,11.787819253438114,3.9292730844793713,3.9292730844793713
