codigo_localidad,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,nombre_upz,nombre_localidad,estrato_mean,poblacion_2005,area_urbana_2009,poblacion_urbana_2009,densidad_urbana_2009,poblacion_por_localidad_2005,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,num_est_transmi,acceso_transmi,accesibilidad_arterial,theft_to_people,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,male_index,female_index
3.0,2021,7.0,1,6.0,1,7.0,1,2.0,1,34.0,LOURDES,SANTA FE,2.404857142857143,39191.21621621621,200.137.127.152,25448.675675675677,231.346.380.648,109.107,96.241,"3,18",896.890,"88,28",4.621621621621622,0.6756756756756757,3.918918918918919,261.0,0.0,98.0,163.0,108820.0,54043.0,54777.0,23.984561661459292,23.984561661459292,30.161167958847585,17.890720557898387
12.0,2021,5.0,1,3.0,1,20.0,1,1.0,1,63.0,LOS ANDES,BARRIOS UNIDOS,3.219705882352941,72396.13888888889,274.816.645.782,74789.69444444444,169.658.573.145,223.073,230.066,"3,36",1.462.840,"92,44",5.361111111111111,0.9444444444444444,4.333333333333333,277.0,0.0,98.0,179.0,140987.0,67054.0,73933.0,19.6472015150333,19.6472015150333,26.69490261580219,13.255244613366155
9.0,2021,10.0,1,6.0,1,11.0,1,9.0,1,25.0,AEROPUERTO EL DORADO,FONTIBON,2.9831578947368422,49739.63636363636,743.536.979.514,54196.5,112.301.072.173,301.375,317.179,"3,46",1.428.379,"90,03",0.5227272727272727,0.2272727272727272,5.886363636363637,431.0,0.0,179.0,252.0,388044.0,183282.0,204762.0,11.10698786735525,11.10698786735525,13.749304350672734,8.741856399136559
10.0,2021,7.0,1,11.0,1,32.0,1,16.0,1,40.0,ENGATIVA,ENGATIVA,2.872586206896552,111799.42372881356,58.763.454.342,113678.98305084746,222.634.971.795,804.47,824.337,"3,41",1.089.512,"91,78",1.6779661016949152,0.5254237288135594,4.830508474576271,701.0,0.0,289.0,412.0,824322.0,390085.0,434237.0,8.503958404604026,8.503958404604026,10.561800633195329,6.655351800975044
17.0,2021,4.0,1,0.0,0,0.0,0,2.0,1,8.0,LA CANDELARIA,CANDELARIA,2.40875,22622.0,206.024.323.421,24095.0,116.952.210.302,22.621,22.115,"2,83",1.050.888,"88,9",4.777777777777778,0.8888888888888888,4.0,63.0,0.0,28.0,35.0,17361.0,9066.0,8295.0,36.28823224468636,36.28823224468636,38.6057798367527,33.755274261603375
6.0,2021,0.0,0,3.0,1,3.0,1,7.0,1,17.0,VENECIA,TUNJUELITO,2.3194736842105264,109452.43478260867,659.377.024.137,118026.65217391304,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",2.652173913043478,0.8695652173913043,4.0,154.0,0.0,60.0,94.0,179052.0,87522.0,91530.0,8.600853383374663,8.600853383374663,10.74015676058591,6.555227794165847
16.0,2021,5.0,1,0.0,0,10.0,1,2.0,1,29.0,CIUDAD MONTES,PUENTE ARANDA,2.9430232558139533,59670.51111111111,445.578.698.505,60731.48888888889,237.134.316.238,253.63800000000003,250.71499999999995,"3,55",1.116.511,"90,43",2.8,0.8222222222222222,5.4222222222222225,324.0,0.0,120.0,204.0,252241.0,123312.0,128929.0,12.844858686732133,12.844858686732133,16.543402101985208,9.307448285490464
18.0,2021,2.0,1,4.0,1,8.0,1,0.0,0,8.0,QUIROGA,RAFAEL URIBE URIBE,2.476363636363636,80121.6888888889,384.046.822.311,79297.2,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",2.511111111111111,0.8,3.0444444444444443,256.0,0.0,109.0,147.0,381878.0,188838.0,193040.0,6.703711656602371,6.703711656602371,7.78445016363232,5.646498135101533
8.0,2021,6.0,1,5.0,1,17.0,1,15.0,1,17.0,TIMIZA,KENNEDY,2.611194029850746,90693.52857142856,430.438.314.853,93878.0,342.204.666.539,951.073,979.914,"3,72",999.300,"88,94",1.3428571428571427,0.5571428571428572,4.314285714285714,696.0,0.0,256.0,440.0,1061182.0,510068.0,551114.0,6.558724139685746,6.558724139685746,8.62630080695123,4.645136940814424
5.0,2021,0.0,0,2.0,1,1.0,1,6.0,1,3.0,CIUDAD USME,USME,1.2341975308641977,33564.545454545456,925.470.476.509,42141.34065934066,145.828.530.921,305.3897373737374,319.6309191919192,"4,07",569.872,"82,91",0.0909090909090909,0.0909090909090909,3.101010101010101,158.0,0.0,54.0,104.0,379443.0,185383.0,194060.0,4.163998281691848,4.163998281691848,5.610007390105889,2.7826445429248685
14.0,2021,1.0,1,3.0,1,5.0,1,0.0,0,26.0,LA SABANA,LOS MARTIRES,2.8763636363636365,48715.545454545456,450.942.153.879,49934.40909090909,11.575.098.835,94.842,94.944,"3,53",1.059.511,"89,78",7.772727272727272,1.0,6.136363636363637,281.0,0.0,88.0,193.0,84690.0,39411.0,45279.0,33.17983232967293,33.17983232967293,48.971099439242856,19.435058194748116
19.0,2021,1.0,1,2.0,1,5.0,1,2.0,1,7.0,JERUSALEM,CIUDAD BOLIVAR,1.4298333333333335,93968.73913043478,537.476.344.439,101520.01449275362,183.622.965.031,570.619,593.937,"4,09",505.335,"83,5",0.4347826086956521,0.217391304347826,2.1449275362318843,332.0,0.0,138.0,194.0,642441.0,315476.0,326965.0,5.1677897269943855,5.1677897269943855,6.149437675132181,4.22063523618736
11.0,2021,18.0,1,27.0,1,74.0,1,112.0,1,43.0,LA ACADEMIA,SUBA,3.6279775280898874,92596.23423423425,672.073.080.488,102797.96396396396,136.889.875.031,923.064,981.613,"3,41",1.388.086,"91,6",1.5945945945945943,0.4954954954954955,4.4324324324324325,668.0,0.0,276.0,392.0,1226336.0,580155.0,646181.0,5.447120528142369,5.447120528142369,6.756814989097741,4.2712490772709195
7.0,2021,1.0,1,2.0,1,8.0,1,7.0,1,7.0,TINTAL SUR,BOSA,1.9174074074074072,123136.85294117648,576.903.769.222,133841.88235294115,735.633.952.561,508.828,546.809,"3,98",703.807,"85,4",0.8235294117647058,0.2941176470588235,4.705882352941177,380.0,0.0,148.0,232.0,735259.0,353585.0,381674.0,5.168246835468862,5.168246835468862,6.56136431126886,3.877654752485105
15.0,2021,3.0,1,5.0,1,7.0,1,1.0,1,15.0,CIUDAD JARDIN,ANTONIO NARIÑO,2.9225000000000003,70750.5,133.239.133.285,65494.75,23.201.141.615,116.828,119.565,"3,92",1.095.184,"90,79",4.35,1.0,4.85,161.0,0.0,75.0,86.0,81238.0,38578.0,42660.0,19.818311627563457,19.818311627563457,22.29249831510187,17.580872011251756
20.0,2021,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2021,19.0,1,7.0,1,12.0,1,2.0,1,49.0,PARDO RUBIO,CHAPINERO,4.468367346938775,16410.29411764706,285.199.005.156,29034.92156862745,130.403.680.685,122.827,122.507,"2,43",2.288.835,"96,61",2.156862745098039,0.6470588235294118,5.549019607843137,522.0,0.0,242.0,280.0,165884.0,79274.0,86610.0,31.4677726604133,31.4677726604133,35.32053384464011,27.94134626486549
4.0,2021,0.0,0,3.0,1,6.0,1,4.0,1,12.0,SAN BLAS,SAN CRISTOBAL,2.1577966101694916,66652.77272727272,400.032.231.099,81488.09090909091,238.093.314.977,407.552,404.35,"3,73",706.208,"83,68",1.0454545454545454,0.3939393939393939,2.1666666666666665,199.0,0.0,89.0,110.0,401274.0,194133.0,207141.0,4.959204932290654,4.959204932290654,5.666218520292788,4.2965902452918545
13.0,2021,7.0,1,3.0,1,12.0,1,3.0,1,54.0,GALERIAS,TEUSAQUILLO,3.854242424242424,24554.26829268293,237.568.113.094,25420.09756097561,144.564.855.749,137.53,139.298,"2,87",1.933.116,"96,03",4.512195121951219,0.975609756097561,6.0,340.0,0.0,119.0,221.0,156451.0,71249.0,85202.0,21.732043898728676,21.732043898728676,31.017979199708066,13.96680829088519
1.0,2021,12.0,1,9.0,1,33.0,1,40.0,1,42.0,LOS CEDROS,USAQUEN,3.940281690140845,50163.87640449438,672.263.207.867,53775.85393258427,152.267.740.971,425.19200000000006,430.156,"3,12",1.867.529,"93,6",0.7865168539325843,0.2808988764044944,5.044943820224719,454.0,0.0,184.0,270.0,566966.0,261368.0,305598.0,8.007534843359213,8.007534843359213,10.330262312142267,6.020981812708198
3.0,2022,7.0,1,6.0,1,8.0,1,0.0,0,54.0,LOURDES,SANTA FE,2.404857142857143,39191.21621621621,200.137.127.152,25448.675675675677,231.346.380.648,109.107,96.241,"3,18",896.890,"88,28",4.621621621621622,0.6756756756756757,3.918918918918919,309.0,0.0,111.0,198.0,110015.0,54558.0,55457.0,28.08707903467709,28.08707903467709,36.29165291982844,20.015507510323314
12.0,2022,10.0,1,4.0,1,20.0,1,0.0,0,107.0,LOS ANDES,BARRIOS UNIDOS,3.219705882352941,72396.13888888889,274.816.645.782,74789.69444444444,169.658.573.145,223.073,230.066,"3,36",1.462.840,"92,44",5.361111111111111,0.9444444444444444,4.333333333333333,220.0,0.0,91.0,129.0,140890.0,66929.0,73961.0,15.61501880899993,15.61501880899993,19.274156195371216,12.303781722799854
9.0,2022,17.0,1,7.0,1,16.0,1,0.0,0,50.0,AEROPUERTO EL DORADO,FONTIBON,2.9831578947368422,49739.63636363636,743.536.979.514,54196.5,112.301.072.173,301.375,317.179,"3,46",1.428.379,"90,03",0.5227272727272727,0.2272727272727272,5.886363636363637,343.0,0.0,140.0,203.0,390261.0,184113.0,206148.0,8.788989932378588,8.788989932378588,11.02583739333996,6.79123736344762
10.0,2022,16.0,1,12.0,1,33.0,1,0.0,0,70.0,ENGATIVA,ENGATIVA,2.872586206896552,111799.42372881356,58.763.454.342,113678.98305084746,222.634.971.795,804.47,824.337,"3,41",1.089.512,"91,78",1.6779661016949152,0.5254237288135594,4.830508474576271,569.0,0.0,224.0,345.0,827582.0,391310.0,436272.0,6.875451616879053,6.875451616879053,8.816539316654314,5.134411559760883
17.0,2022,4.0,1,0.0,0,1.0,1,0.0,0,9.0,LA CANDELARIA,CANDELARIA,2.40875,22622.0,206.024.323.421,24095.0,116.952.210.302,22.621,22.115,"2,83",1.050.888,"88,9",4.777777777777778,0.8888888888888888,4.0,71.0,0.0,28.0,43.0,17171.0,8942.0,8229.0,41.34878574340458,41.34878574340458,48.08767613509282,34.02600558998663
6.0,2022,1.0,1,4.0,1,3.0,1,0.0,0,24.0,VENECIA,TUNJUELITO,2.3194736842105264,109452.43478260867,659.377.024.137,118026.65217391304,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",2.652173913043478,0.8695652173913043,4.0,108.0,0.0,43.0,65.0,178657.0,87071.0,91586.0,6.045103186553003,6.045103186553003,7.465172100929127,4.69504072674863
16.0,2022,6.0,1,0.0,0,12.0,1,0.0,0,53.0,CIUDAD MONTES,PUENTE ARANDA,2.9430232558139533,59670.51111111111,445.578.698.505,60731.48888888889,237.134.316.238,253.63800000000003,250.71499999999995,"3,55",1.116.511,"90,43",2.8,0.8222222222222222,5.4222222222222225,268.0,0.0,117.0,151.0,252491.0,123378.0,129113.0,10.614239715475009,10.614239715475009,12.238810809058341,9.061829560152734
18.0,2022,2.0,1,4.0,1,9.0,1,0.0,0,10.0,QUIROGA,RAFAEL URIBE URIBE,2.476363636363636,80121.6888888889,384.046.822.311,79297.2,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",2.511111111111111,0.8,3.0444444444444443,185.0,0.0,72.0,113.0,381509.0,188106.0,193403.0,4.849164764134005,4.849164764134005,6.0072512306890795,3.7227964405929583
8.0,2022,12.0,1,8.0,1,19.0,1,0.0,0,26.0,TIMIZA,KENNEDY,2.611194029850746,90693.52857142856,430.438.314.853,93878.0,342.204.666.539,951.073,979.914,"3,72",999.300,"88,94",1.3428571428571427,0.5571428571428572,4.314285714285714,564.0,0.0,210.0,354.0,1069465.0,513826.0,555639.0,5.273664869818086,5.273664869818086,6.8894917734797385,3.7794323292641443
5.0,2022,0.0,0,4.0,1,3.0,1,0.0,0,4.0,CIUDAD USME,USME,1.2341975308641977,33564.545454545456,925.470.476.509,42141.34065934066,145.828.530.921,305.3897373737374,319.6309191919192,"4,07",569.872,"82,91",0.0909090909090909,0.0909090909090909,3.101010101010101,138.0,0.0,58.0,80.0,383238.0,187069.0,196169.0,3.6008955270615126,3.6008955270615126,4.276496907558174,2.9566343306026943
14.0,2022,2.0,1,3.0,1,7.0,1,0.0,0,36.0,LA SABANA,LOS MARTIRES,2.8763636363636365,48715.545454545456,450.942.153.879,49934.40909090909,11.575.098.835,94.842,94.944,"3,53",1.059.511,"89,78",7.772727272727272,1.0,6.136363636363637,241.0,0.0,89.0,152.0,84501.0,39145.0,45356.0,28.52037253996994,28.52037253996994,38.829991058883635,19.622541670341302
19.0,2022,1.0,1,2.0,1,6.0,1,0.0,0,14.0,JERUSALEM,CIUDAD BOLIVAR,1.4298333333333335,93968.73913043478,537.476.344.439,101520.01449275362,183.622.965.031,570.619,593.937,"4,09",505.335,"83,5",0.4347826086956521,0.217391304347826,2.1449275362318843,242.0,0.0,113.0,129.0,649487.0,318912.0,330575.0,3.7260176108220797,3.7260176108220797,4.045003010234798,3.4182863192921427
11.0,2022,27.0,1,30.0,1,86.0,1,0.0,0,74.0,LA ACADEMIA,SUBA,3.6279775280898874,92596.23423423425,672.073.080.488,102797.96396396396,136.889.875.031,923.064,981.613,"3,41",1.388.086,"91,6",1.5945945945945943,0.4954954954954955,4.4324324324324325,622.0,0.0,262.0,360.0,1235165.0,585969.0,649196.0,5.035764452522537,5.035764452522537,6.143669716316051,4.035761156877122
7.0,2022,1.0,1,4.0,1,9.0,1,0.0,0,13.0,TINTAL SUR,BOSA,1.9174074074074072,123136.85294117648,576.903.769.222,133841.88235294115,735.633.952.561,508.828,546.809,"3,98",703.807,"85,4",0.8235294117647058,0.2941176470588235,4.705882352941177,290.0,0.0,122.0,168.0,745145.0,358572.0,386573.0,3.891859973562193,3.891859973562193,4.685251497607175,3.1559369123037566
15.0,2022,3.0,1,5.0,1,7.0,1,0.0,0,18.0,CIUDAD JARDIN,ANTONIO NARIÑO,2.9225000000000003,70750.5,133.239.133.285,65494.75,23.201.141.615,116.828,119.565,"3,92",1.095.184,"90,79",4.35,1.0,4.85,123.0,0.0,56.0,67.0,80791.0,38192.0,42599.0,15.224468071938706,15.224468071938706,17.542940930037705,13.145848494096105
20.0,2022,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2022,29.0,1,7.0,1,13.0,1,0.0,0,79.0,PARDO RUBIO,CHAPINERO,4.468367346938775,16410.29411764706,285.199.005.156,29034.92156862745,130.403.680.685,122.827,122.507,"2,43",2.288.835,"96,61",2.156862745098039,0.6470588235294118,5.549019607843137,510.0,0.0,206.0,304.0,165590.0,78881.0,86709.0,30.79896128993297,30.79896128993297,38.539065174123046,23.757626082644244
4.0,2022,0.0,0,3.0,1,7.0,1,0.0,0,12.0,SAN BLAS,SAN CRISTOBAL,2.1577966101694916,66652.77272727272,400.032.231.099,81488.09090909091,238.093.314.977,407.552,404.35,"3,73",706.208,"83,68",1.0454545454545454,0.3939393939393939,2.1666666666666665,152.0,0.0,60.0,92.0,401452.0,193975.0,207477.0,3.786255891115252,3.786255891115252,4.742879237015079,2.891886811550196
13.0,2022,16.0,1,3.0,1,13.0,1,0.0,0,87.0,GALERIAS,TEUSAQUILLO,3.854242424242424,24554.26829268293,237.568.113.094,25420.09756097561,144.564.855.749,137.53,139.298,"2,87",1.933.116,"96,03",4.512195121951219,0.975609756097561,6.0,349.0,0.0,135.0,214.0,157675.0,71984.0,85691.0,22.134136673537338,22.134136673537338,29.72882862858413,15.754279912709618
1.0,2022,19.0,1,9.0,1,36.0,1,0.0,0,66.0,LOS CEDROS,USAQUEN,3.940281690140845,50163.87640449438,672.263.207.867,53775.85393258427,152.267.740.971,425.19200000000006,430.156,"3,12",1.867.529,"93,6",0.7865168539325843,0.2808988764044944,5.044943820224719,378.0,0.0,156.0,222.0,571768.0,263863.0,307905.0,6.611073022624561,6.611073022624561,8.413456983358788,5.06649778340722
3.0,2023,11.0,1,7.0,1,9.0,1,0.0,0,70.0,LOURDES,SANTA FE,2.404857142857143,39191.21621621621,200.137.127.152,25448.675675675677,231.346.380.648,109.107,96.241,"3,18",896.890,"88,28",4.621621621621622,0.6756756756756757,3.918918918918919,1.0,0.0,0.0,1.0,111062.0,55070.0,55992.0,0.09003979759053501,0.09003979759053501,0.18158707100054475,0.0
12.0,2023,12.0,1,5.0,1,20.0,1,0.0,0,134.0,LOS ANDES,BARRIOS UNIDOS,3.219705882352941,72396.13888888889,274.816.645.782,74789.69444444444,169.658.573.145,223.073,230.066,"3,36",1.462.840,"92,44",5.361111111111111,0.9444444444444444,4.333333333333333,1.0,0.0,1.0,0.0,140630.0,66723.0,73907.0,0.07110858280594468,0.07110858280594468,0.0,0.13530518083537418
9.0,2023,19.0,1,8.0,1,18.0,1,0.0,0,83.0,AEROPUERTO EL DORADO,FONTIBON,2.9831578947368422,49739.63636363636,743.536.979.514,54196.5,112.301.072.173,301.375,317.179,"3,46",1.428.379,"90,03",0.5227272727272727,0.2272727272727272,5.886363636363637,3.0,0.0,0.0,3.0,391507.0,184598.0,206909.0,0.0766269824038906,0.0766269824038906,0.16251530352441523,0.0
10.0,2023,25.0,1,15.0,1,36.0,1,0.0,0,85.0,ENGATIVA,ENGATIVA,2.872586206896552,111799.42372881356,58.763.454.342,113678.98305084746,222.634.971.795,804.47,824.337,"3,41",1.089.512,"91,78",1.6779661016949152,0.5254237288135594,4.830508474576271,6.0,0.0,2.0,4.0,828832.0,391744.0,437088.0,0.07239102737346048,0.07239102737346048,0.10210749877471001,0.04575737608902555
17.0,2023,4.0,1,0.0,0,2.0,1,0.0,0,15.0,LA CANDELARIA,CANDELARIA,2.40875,22622.0,206.024.323.421,24095.0,116.952.210.302,22.621,22.115,"2,83",1.050.888,"88,9",4.777777777777778,0.8888888888888888,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,2023,2.0,1,4.0,1,3.0,1,0.0,0,48.0,VENECIA,TUNJUELITO,2.3194736842105264,109452.43478260867,659.377.024.137,118026.65217391304,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",2.652173913043478,0.8695652173913043,4.0,1.0,0.0,0.0,1.0,178288.0,86711.0,91577.0,0.056089024499685905,0.056089024499685905,0.11532562189341607,0.0
16.0,2023,15.0,1,1.0,1,12.0,1,0.0,0,79.0,CIUDAD MONTES,PUENTE ARANDA,2.9430232558139533,59670.51111111111,445.578.698.505,60731.48888888889,237.134.316.238,253.63800000000003,250.71499999999995,"3,55",1.116.511,"90,43",2.8,0.8222222222222222,5.4222222222222225,5.0,0.0,0.0,5.0,252497.0,123355.0,129142.0,0.19802215471866993,0.19802215471866993,0.4053341980462892,0.0
18.0,2023,3.0,1,5.0,1,11.0,1,0.0,0,25.0,QUIROGA,RAFAEL URIBE URIBE,2.476363636363636,80121.6888888889,384.046.822.311,79297.2,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",2.511111111111111,0.8,3.0444444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,2023,21.0,1,10.0,1,21.0,1,0.0,0,40.0,TIMIZA,KENNEDY,2.611194029850746,90693.52857142856,430.438.314.853,93878.0,342.204.666.539,951.073,979.914,"3,72",999.300,"88,94",1.3428571428571427,0.5571428571428572,4.314285714285714,1.0,0.0,1.0,0.0,1075140.0,516520.0,558620.0,0.009301114273489964,0.009301114273489964,0.0,0.017901256668218107
5.0,2023,0.0,0,5.0,1,3.0,1,0.0,0,6.0,CIUDAD USME,USME,1.2341975308641977,33564.545454545456,925.470.476.509,42141.34065934066,145.828.530.921,305.3897373737374,319.6309191919192,"4,07",569.872,"82,91",0.0909090909090909,0.0909090909090909,3.101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,2023,4.0,1,3.0,1,8.0,1,0.0,0,60.0,LA SABANA,LOS MARTIRES,2.8763636363636365,48715.545454545456,450.942.153.879,49934.40909090909,11.575.098.835,94.842,94.944,"3,53",1.059.511,"89,78",7.772727272727272,1.0,6.136363636363637,2.0,0.0,0.0,2.0,84395.0,39030.0,45365.0,0.23698086379524852,0.23698086379524852,0.5124263387138099,0.0
19.0,2023,1.0,1,2.0,1,7.0,1,0.0,0,26.0,JERUSALEM,CIUDAD BOLIVAR,1.4298333333333335,93968.73913043478,537.476.344.439,101520.01449275362,183.622.965.031,570.619,593.937,"4,09",505.335,"83,5",0.4347826086956521,0.217391304347826,2.1449275362318843,1.0,0.0,0.0,1.0,656499.0,322361.0,334138.0,0.015232315662323933,0.015232315662323933,0.031021122282161924,0.0
11.0,2023,32.0,1,34.0,1,91.0,1,0.0,0,92.0,LA ACADEMIA,SUBA,3.6279775280898874,92596.23423423425,672.073.080.488,102797.96396396396,136.889.875.031,923.064,981.613,"3,41",1.388.086,"91,6",1.5945945945945943,0.4954954954954955,4.4324324324324325,1.0,0.0,0.0,1.0,1239895.0,589354.0,650541.0,0.008065199069276028,0.008065199069276028,0.01696773076962233,0.0
7.0,2023,3.0,1,7.0,1,10.0,1,0.0,0,22.0,TINTAL SUR,BOSA,1.9174074074074072,123136.85294117648,576.903.769.222,133841.88235294115,735.633.952.561,508.828,546.809,"3,98",703.807,"85,4",0.8235294117647058,0.2941176470588235,4.705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,2023,8.0,1,5.0,1,7.0,1,0.0,0,35.0,CIUDAD JARDIN,ANTONIO NARIÑO,2.9225000000000003,70750.5,133.239.133.285,65494.75,23.201.141.615,116.828,119.565,"3,92",1.095.184,"90,79",4.35,1.0,4.85,2.0,0.0,1.0,1.0,80412.0,37875.0,42537.0,0.24871909665224098,0.24871909665224098,0.26402640264026406,0.23508945153630958
20.0,2023,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2023,32.0,1,7.0,1,13.0,1,0.0,0,100.0,PARDO RUBIO,CHAPINERO,4.468367346938775,16410.29411764706,285.199.005.156,29034.92156862745,130.403.680.685,122.827,122.507,"2,43",2.288.835,"96,61",2.156862745098039,0.6470588235294118,5.549019607843137,3.0,0.0,2.0,1.0,164830.0,78297.0,86533.0,0.18200570284535583,0.18200570284535583,0.12771881425852843,0.23112569771069996
4.0,2023,0.0,0,6.0,1,7.0,1,0.0,0,22.0,SAN BLAS,SAN CRISTOBAL,2.1577966101694916,66652.77272727272,400.032.231.099,81488.09090909091,238.093.314.977,407.552,404.35,"3,73",706.208,"83,68",1.0454545454545454,0.3939393939393939,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,2023,22.0,1,3.0,1,13.0,1,0.0,0,118.0,GALERIAS,TEUSAQUILLO,3.854242424242424,24554.26829268293,237.568.113.094,25420.09756097561,144.564.855.749,137.53,139.298,"2,87",1.933.116,"96,03",4.512195121951219,0.975609756097561,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2023,23.0,1,16.0,1,40.0,1,0.0,0,76.0,LOS CEDROS,USAQUEN,3.940281690140845,50163.87640449438,672.263.207.867,53775.85393258427,152.267.740.971,425.19200000000006,430.156,"3,12",1.867.529,"93,6",0.7865168539325843,0.2808988764044944,5.044943820224719,1.0,0.0,0.0,1.0,573561.0,264874.0,308687.0,0.017434937173203897,0.017434937173203897,0.037753799919961945,0.0
