codigo_upz,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,estrato_mean,poblacion_2005,poblacion_urbana_2009,num_est_transmi,acceso_transmi,accesibilidad_arterial,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,nombre_localidad,nombre_upz,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
100.0,2020,1.0,1,2.0,1,2.0,1,1.0,1,9.0,3.59625,300195.0,309096.0,38.0,9,56.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,GALERIAS,72.0,2.0,13.0,14.0,14.0,0.0,35.0,80.0,35859.0,16599.0,19260.0,32.07005214869349,20.07864134526897,0.5577400373685826,3.6253102428957864,3.9041802615800774,3.9041802615800774,48.19567443821917,18.1723779854621
34.0,2020,0.0,0,2.0,1,2.0,1,1.0,1,2.0,2.346363636363636,864012.0,1108236.0,26.0,12,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,20 DE JULIO,47.0,4.0,60.0,35.0,61.0,0.0,90.0,117.0,80223.0,38862.0,41361.0,25.80307393141618,5.8586689602732385,0.4986101242785735,7.479151864178602,4.362838587437518,7.603804395248246,30.106530801296895,21.759628635671284
106.0,2020,0.0,0,0.0,0,2.0,1,1.0,1,1.0,4.164,167560.0,168920.0,17.0,5,30.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,LA ESMERALDA,25.0,1.0,15.0,13.0,6.0,0.0,30.0,30.0,38073.0,16960.0,21113.0,15.75919943266882,6.566333096945343,0.2626533238778137,3.939799858167205,3.4144932104115777,1.575919943266882,17.68867924528302,14.20925496139819
91.0,2020,2.0,1,0.0,0,0.0,0,1.0,1,14.0,3.3285714285714287,96894.0,41153.0,42.0,7,37.0,96.241,"3,18",896.890,"88,28",SANTA FE,SAGRADO CORAZON,46.0,2.0,30.0,5.0,2.0,0.0,46.0,39.0,10950.0,5474.0,5476.0,77.62557077625571,42.00913242009132,1.8264840182648403,27.397260273972602,4.566210045662101,1.8264840182648403,71.24588966021192,84.00292184075968
95.0,2020,0.0,0,0.0,0,0.0,0,0.0,0,11.0,2.0,260205.0,69723.0,19.0,3,15.0,96.241,"3,18",896.890,"88,28",SANTA FE,LAS CRUCES,39.0,7.0,16.0,9.0,6.0,0.0,30.0,47.0,21017.0,10622.0,10395.0,36.63700813627064,18.55640671837084,3.3306371032973305,7.612884807536756,4.282247704239425,2.8548318028262836,44.24778761061947,28.86002886002886
40.0,2020,1.0,1,0.0,0,3.0,1,0.0,0,2.0,3.0,1219392.0,1267944.0,21.0,8,62.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,CIUDAD MONTES,66.0,4.0,47.0,114.0,34.0,0.0,88.0,177.0,101113.0,47645.0,53468.0,26.208301603156862,6.5273505879560485,0.39559700533066966,4.648264812635368,11.274514651924084,3.362574545310692,37.1497533844055,16.458442432857037
117.0,2020,0.0,0,0.0,0,0.0,0,0.0,0,5.0,3.0,824.0,1670.0,1.0,1,17.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,AEROPUERTO EL DORADO,15.0,0.0,4.0,2.0,5.0,0.0,11.0,15.0,823.0,550.0,273.0,315.9173754556501,182.26002430133656,0.0,48.60267314702308,24.30133657351154,60.75334143377886,272.7272727272727,402.930402930403
64.0,2020,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,5590.0,25895.0,0.0,0,7.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,MONTE BLANCO,1.0,6.0,16.0,1.0,7.0,0.0,16.0,15.0,6009.0,3047.0,2962.0,51.58928274255283,1.6641704110500917,9.98502246630055,26.626726576801467,1.6641704110500917,11.64919287735064,49.22874958976042,54.01755570560432
48.0,2020,0.0,0,1.0,1,0.0,0,0.0,0,3.0,2.7455555555555557,1310472.0,1325682.0,5.0,3,18.0,979.914,"3,72",999.300,"88,94",KENNEDY,TIMIZA,60.0,11.0,74.0,82.0,75.0,0.0,102.0,200.0,142922.0,68552.0,74370.0,21.13040679531493,4.198094065294357,0.7696505786372987,5.177649347196373,5.737395222568954,5.247617581617945,29.174932897654337,13.715207745058493
98.0,2020,0.0,0,3.0,1,6.0,1,1.0,1,22.0,3.0542105263157895,1522242.0,1559634.0,99.0,19,81.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ALCAZARES,103.0,6.0,35.0,41.0,36.0,0.0,79.0,142.0,40934.0,19897.0,21037.0,53.989348707675774,25.162456637514047,1.4657741730590705,8.55034934284458,10.016123515903649,8.794645038354425,71.36754284565512,37.55288301563911
28.0,2020,1.0,1,7.0,1,13.0,1,7.0,1,7.0,2.287857142857143,3797108.0,4228084.0,17.0,6,49.0,981.613,"3,41",1.388.086,"91,6",SUBA,EL RINCON,135.0,22.0,140.0,63.0,98.0,0.0,201.0,257.0,273387.0,131109.0,142278.0,16.75280829007963,4.938054845329149,0.8047200488684539,5.120945765526525,2.3044255944869363,3.5846620358685675,19.60201054084769,14.127271960527981
17.0,2020,0.0,0,0.0,0,3.0,1,0.0,0,2.0,4.285,226840.0,238870.0,6.0,2,32.0,981.613,"3,41",1.388.086,"91,6",SUBA,SAN JOSE DE BAVARIA,34.0,3.0,21.0,23.0,13.0,0.0,41.0,53.0,48738.0,22678.0,26060.0,19.28679880175633,6.976076162337395,0.6155361319709468,4.308752923796627,4.719110345110591,2.667323238540769,23.370667607372784,15.732924021488872
24.0,2020,2.0,1,2.0,1,11.0,1,1.0,1,8.0,4.819999999999999,859833.0,845949.0,36.0,12,69.0,981.613,"3,41",1.388.086,"91,6",SUBA,NIZA,58.0,3.0,157.0,30.0,16.0,0.0,164.0,100.0,79808.0,36623.0,43185.0,33.07939053728949,7.267441860465116,0.3759021651964715,19.672213311948678,3.7590216519647153,2.0048115477145148,27.30524533762936,37.97614912585388
44.0,2020,1.0,1,2.0,1,1.0,1,0.0,0,5.0,3.22875,673424.0,676672.0,20.0,7,33.0,979.914,"3,72",999.300,"88,94",KENNEDY,AMERICAS,71.0,6.0,36.0,80.0,35.0,0.0,76.0,152.0,80223.0,37941.0,42282.0,28.42077708387869,8.850329705944679,0.7479151864178603,4.487491118507161,9.972202485571469,4.362838587437518,40.062201839698474,17.974551818740835
62.0,2020,0.0,0,1.0,1,2.0,1,0.0,0,1.0,2.024,338366.0,403893.0,26.0,7,26.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,TUNJUELITO,26.0,6.0,29.0,11.0,36.0,0.0,46.0,62.0,40735.0,20271.0,20464.0,26.512826807413774,6.38271756474776,1.4729348226340984,7.119184976064809,2.700380508162514,8.83760893580459,30.58556558630556,22.478498827208757
69.0,2020,1.0,1,1.0,1,2.0,1,1.0,1,1.0,1.3691666666666666,1779216.0,1964304.0,13.0,6,22.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,ISMAEL PERDOMO,42.0,34.0,89.0,53.0,101.0,0.0,114.0,205.0,162581.0,79637.0,82944.0,19.620988922444813,2.583327695118126,2.0912652770003874,5.474194401559838,3.259913520030016,6.212288028736445,25.741803433077592,13.744212962962964
93.0,2020,5.0,1,5.0,1,3.0,1,0.0,0,8.0,2.932857142857143,332178.0,96411.0,80.0,7,52.0,96.241,"3,18",896.890,"88,28",SANTA FE,LAS NIEVES,130.0,12.0,29.0,12.0,6.0,0.0,78.0,111.0,17187.0,8904.0,8283.0,109.96683539884796,75.63856403095363,6.982021295164951,16.873218129981964,6.982021295164951,3.4910106475824754,124.66307277628033,94.16877942774357
18.0,2020,0.0,0,1.0,1,4.0,1,4.0,1,6.0,3.272,300834.0,346380.0,10.0,3,25.0,981.613,"3,41",1.388.086,"91,6",SUBA,BRITALIA,32.0,1.0,15.0,18.0,6.0,0.0,20.0,52.0,89574.0,41579.0,47995.0,8.038046754638623,3.5724652242838326,0.11163953825886977,1.6745930738830466,2.009511688659656,0.6698372295532186,12.506313283147744,4.167100739660381
15.0,2021,0.0,0,0.0,0,0.0,0,4.0,1,13.0,5.395,175550.0,49356.0,6.0,2,21.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,COUNTRY CLUB,25.0,1.0,9.0,5.0,5.0,0.0,16.0,29.0,24914.0,11228.0,13686.0,18.06213374006583,10.034518744481014,0.4013807497792406,3.612426748013165,2.006903748896203,2.006903748896203,25.828286426790168,11.690778898144089
86.0,2021,0.0,0,0.0,0,0.0,0,1.0,1,0.0,1.568,321440.0,368145.0,0.0,0,33.0,546.809,"3,98",703.807,"85,4",BOSA,EL PORVENIR,59.0,20.0,100.0,43.0,90.0,0.0,130.0,182.0,146365.0,69893.0,76472.0,21.31657158473679,4.031018344549585,1.3664468964574863,6.832234482287433,2.937860827383596,6.149011034058689,26.039803699941338,16.99968615964013
71.0,2021,0.0,0,0.0,0,4.0,1,0.0,0,10.0,2.105,2325960.0,2670912.0,0.0,0,22.0,981.613,"3,41",1.388.086,"91,6",SUBA,TIBABUYES,96.0,22.0,183.0,66.0,123.0,0.0,225.0,265.0,300941.0,145773.0,155168.0,16.282261307033604,3.1899940519902574,0.7310403035811006,6.080926161606428,2.193120910743302,4.087179879112517,18.178949462520492,14.500412456176532
29.0,2021,3.0,1,2.0,1,3.0,1,1.0,1,7.0,2.713333333333334,1291554.0,1329381.0,30.0,9,32.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,MINUTO DE DIOS,100.0,8.0,60.0,87.0,42.0,0.0,121.0,176.0,108721.0,51115.0,57606.0,27.317629528793887,9.197855060199961,0.735828404815997,5.518713036119976,8.002133902373966,3.8630991252839837,34.432162770224004,21.004756448981006
80.0,2021,0.0,0,1.0,1,1.0,1,0.0,0,4.0,2.0025,247816.0,277108.0,11.0,4,19.0,979.914,"3,72",999.300,"88,94",KENNEDY,CORABASTOS,51.0,38.0,49.0,14.0,49.0,0.0,68.0,133.0,57214.0,28591.0,28623.0,35.13126157933373,8.913902191771244,6.641731044849163,8.564337399937077,2.446953542839165,8.564337399937077,46.51813507747193,23.757118401285677
99.0,2021,7.0,1,3.0,1,1.0,1,0.0,0,18.0,3.692,79566.0,121692.0,22.0,6,62.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,CHAPINERO,138.0,2.0,30.0,14.0,12.0,0.0,82.0,114.0,24681.0,12298.0,12383.0,79.41331388517483,55.91345569466391,0.8103399376038247,12.155099064057373,5.672379563226774,4.862039625622949,92.69799967474385,66.21981749172252
3.0,2021,0.0,0,0.0,0,0.0,0,1.0,1,0.0,6.0,0.0,1169.0,0.0,0,26.0,981.613,"3,41",1.388.086,"91,6",SUBA,GUAYMARAL,1.0,0.0,1.0,3.0,1.0,0.0,2.0,4.0,2417.0,1178.0,1239.0,24.824162184526273,4.137360364087712,0.0,4.137360364087712,12.412081092263136,4.137360364087712,33.95585738539898,16.142050040355123
97.0,2021,12.0,1,3.0,1,7.0,1,1.0,1,19.0,5.211875,94384.0,420656.0,63.0,15,98.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,CHICO LAGO,271.0,2.0,46.0,20.0,9.0,0.0,167.0,181.0,36082.0,16937.0,19145.0,96.44698187461891,75.10670140236128,0.5542929992794191,12.74873898342664,5.542929992794192,2.494318496757386,106.86662336895554,87.22904152520239
94.0,2021,4.0,1,0.0,0,0.0,0,2.0,1,6.0,2.40875,203598.0,216855.0,43.0,8,36.0,22.115,"2,83",1.050.888,"88,9",CANDELARIA,LA CANDELARIA,63.0,6.0,241.0,12.0,12.0,1.0,207.0,126.0,17361.0,9066.0,8295.0,192.3852312654801,36.28823224468636,3.4560221185415587,138.81688842808595,6.912044237083117,6.912044237083117,138.98080741230973,249.54792043399638
76.0,2021,0.0,0,0.0,0,1.0,1,0.0,0,2.0,2.186666666666667,120020.0,128536.0,0.0,0,21.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,FONTIBON SAN PABLO,32.0,4.0,23.0,14.0,9.0,0.0,31.0,51.0,33840.0,16586.0,17254.0,24.231678486997637,9.456264775413711,1.1820330969267139,6.796690307328605,4.137115839243499,2.6595744680851063,30.748824309658747,17.966848267068507
114.0,2021,0.0,0,0.0,0,2.0,1,3.0,1,10.0,3.8,191930.0,197050.0,9.0,4,24.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,MODELIA,47.0,3.0,21.0,41.0,16.0,1.0,43.0,84.0,43500.0,20076.0,23424.0,29.42528735632184,10.804597701149424,0.6896551724137931,4.827586206896552,9.425287356321839,3.67816091954023,41.84100418410041,18.35724043715847
89.0,2021,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0666666666666664,28245.0,48603.0,0.0,0,3.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,SAN ISIDRO - PATIOS,2.0,5.0,16.0,2.0,3.0,0.0,12.0,16.0,16520.0,8159.0,8361.0,16.949152542372882,1.2106537530266344,3.026634382566586,9.685230024213075,1.2106537530266344,1.8159806295399514,19.61024635371982,14.352350197344816
38.0,2021,2.0,1,5.0,1,5.0,1,0.0,0,5.0,3.008,1246305.0,1155330.0,52.0,15,75.0,119.565,"3,92",1.095.184,"90,79",ANTONIO NARIÑO,RESTREPO,121.0,14.0,88.0,93.0,69.0,0.0,152.0,233.0,55198.0,26255.0,28943.0,69.74890394579513,21.9210840972499,2.536323779847096,15.942606616181747,16.84843653755571,12.500452914960688,88.74500095219958,52.517016204263555
52.0,2021,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,614920.0,740280.0,0.0,0,176.0,314.431,"4,07",569.872,"82,91",USME,LA FLORA,12.0,6.0,72.0,4.0,10.0,0.0,62.0,42.0,19494.0,9683.0,9811.0,53.349748640607366,6.155740227762388,3.077870113881194,36.934441366574326,2.0519134092541296,5.129783523135324,43.37498709077765,63.19437366221588
96.0,2021,0.0,0,0.0,0,1.0,1,0.0,0,4.0,1.7264285714285716,628474.0,648214.0,4.0,2,16.0,96.241,"3,18",896.890,"88,28",SANTA FE,LOURDES,14.0,10.0,49.0,6.0,18.0,0.0,51.0,46.0,45879.0,22331.0,23548.0,21.142570675036506,3.051505045881558,2.17964646134397,10.680267660585454,1.307787876806382,3.923363630419146,20.59916707715732,21.657890266689314
84.0,2021,0.0,0,0.0,0,4.0,1,3.0,1,2.0,1.98,990222.0,1073760.0,1.0,1,30.0,546.809,"3,98",703.807,"85,4",BOSA,BOSA OCCIDENTAL,93.0,45.0,159.0,89.0,168.0,0.0,211.0,343.0,199961.0,97662.0,102299.0,27.70540255349793,4.650906926850736,2.2504388355729366,7.95155055235771,4.450867919244253,8.401638319472298,35.12113206774385,20.62581256903782
111.0,2021,3.0,1,0.0,0,1.0,1,0.0,0,8.0,2.9375,64585.0,73290.0,16.0,5,63.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,PUENTE ARANDA,53.0,2.0,22.0,15.0,41.0,0.0,45.0,88.0,12255.0,9822.0,2433.0,108.52713178294573,43.24765401876785,1.631986944104447,17.95185638514892,12.239902080783352,33.45573235414117,89.59478721238037,184.95684340320594
112.0,2021,1.0,1,1.0,1,1.0,1,1.0,1,13.0,3.1133333333333333,126427.0,160027.0,0.0,0,71.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,GRANJAS DE TECHO,87.0,3.0,20.0,30.0,31.0,0.0,61.0,110.0,51360.0,23789.0,27571.0,33.294392523364486,16.939252336448597,0.5841121495327103,3.894080996884735,5.841121495327102,6.03582554517134,46.23985875824961,22.12469623880164
75.0,2021,1.0,1,2.0,1,7.0,1,5.0,1,6.0,2.913,1316550.0,1374890.0,0.0,0,58.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,FONTIBON,111.0,10.0,72.0,30.0,47.0,1.0,115.0,154.0,131922.0,62819.0,69103.0,20.46663937781416,8.4140628553236,0.7580236806597838,5.457770500750444,2.2740710419793513,3.5627112991009837,24.51487607252583,16.64182452281377
12.0,2021,1.0,1,2.0,1,5.0,1,0.0,0,7.0,3.378,256245.0,260090.0,9.0,3,42.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,TOBERIN,55.0,5.0,21.0,12.0,12.0,0.0,42.0,63.0,60994.0,28059.0,32935.0,17.214808013903006,9.017280388234909,0.8197527625668098,3.4429616027806014,1.9674066301603437,1.9674066301603437,22.452688976798886,12.752391073326248
16.0,2021,5.0,1,2.0,1,9.0,1,1.0,1,20.0,5.738888888888889,464238.0,463266.0,18.0,6,60.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,SANTA BARBARA,107.0,3.0,19.0,20.0,12.0,0.0,74.0,87.0,72077.0,32511.0,39566.0,22.337222692398406,14.84523495705981,0.41622154085214425,2.636069758730247,2.7748102723476284,1.664886163408577,26.760173479745315,18.70292675529495
82.0,2021,0.0,0,0.0,0,2.0,1,3.0,1,2.0,1.9566666666666668,963012.0,1044870.0,9.0,4,29.0,979.914,"3,72",999.300,"88,94",KENNEDY,PATIO BONITO,112.0,56.0,97.0,56.0,118.0,1.0,150.0,288.0,139765.0,69471.0,70294.0,31.409866561728613,8.013451150144885,4.006725575072442,6.940221085393339,4.006725575072442,8.442743176045505,41.45614716932245,21.33894784761146
35.0,2021,1.0,1,0.0,0,2.0,1,1.0,1,4.0,2.666,168705.0,154565.0,35.0,5,22.0,119.565,"3,92",1.095.184,"90,79",ANTONIO NARIÑO,CIUDAD JARDIN,40.0,2.0,18.0,23.0,19.0,0.0,42.0,60.0,26040.0,12323.0,13717.0,39.1705069124424,15.360983102918587,0.7680491551459293,6.912442396313364,8.832565284178187,7.296466973886329,48.68944250588331,30.618940001458043
68.0,2021,0.0,0,0.0,0,1.0,1,1.0,1,0.0,1.055,351536.0,380992.0,0.0,0,13.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,EL TESORO,15.0,15.0,93.0,14.0,55.0,0.0,96.0,96.0,53474.0,26638.0,26836.0,35.905299771851745,2.8051015446759173,2.8051015446759173,17.391629576990688,2.618094775030856,10.285372330478364,36.03874164727082,35.77284245043971
27.0,2021,4.0,1,5.0,1,7.0,1,6.0,1,8.0,2.840909090909091,1497236.0,1751217.0,16.0,6,48.0,981.613,"3,41",1.388.086,"91,6",SUBA,SUBA,91.0,6.0,91.0,43.0,57.0,1.0,145.0,142.0,182328.0,85641.0,96687.0,15.795708832433855,4.991005221359309,0.32907726734237197,4.991005221359309,2.358387082620333,3.1262340397525343,16.58084328767763,14.996845491120833
22.0,2021,1.0,1,0.0,0,5.0,1,0.0,0,6.0,3.292222222222222,847206.0,887247.0,37.0,8,38.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,DOCE DE OCTUBRE,76.0,3.0,60.0,39.0,38.0,0.0,85.0,131.0,69957.0,33637.0,36320.0,30.87610961018912,10.8638163443258,0.4288348556970711,8.576697113941421,5.574853124061924,5.4319081721629,38.94520914469186,23.40308370044053
105.0,2021,1.0,1,0.0,0,0.0,0,0.0,0,4.0,2.67,1601.0,2464.0,4.0,1,11.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,JARDIN BOTANICO,9.0,1.0,3.0,0.0,2.0,0.0,10.0,5.0,3136.0,1854.0,1282.0,47.83163265306123,28.698979591836736,3.1887755102040813,9.566326530612244,0.0,6.377551020408163,26.96871628910464,78.003120124805
104.0,2021,1.0,1,0.0,0,0.0,0,0.0,0,10.0,4.0,19494.0,20424.0,21.0,5,34.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,PARQUE SIMON BOLIVAR - CAN,25.0,1.0,28.0,3.0,4.0,0.0,33.0,28.0,3131.0,1633.0,1498.0,194.82593420632386,79.84669434685404,3.1938677738741617,89.42829766847652,9.581603321622485,12.775471095496647,171.46356399265156,220.29372496662216
74.0,2021,0.0,0,0.0,0,3.0,1,0.0,0,2.0,2.0016666666666665,712512.0,784968.0,0.0,0,15.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ENGATIVA,47.0,12.0,96.0,55.0,89.0,1.0,115.0,183.0,144349.0,69835.0,74514.0,20.713686967003582,3.2559976168868503,0.8313185404817491,6.650548323853993,3.8102099772080167,6.1656125085729725,26.20462518794301,15.433341385511447
47.0,2021,2.0,1,0.0,0,2.0,1,1.0,1,4.0,3.0,865592.0,770256.0,9.0,4,28.0,979.914,"3,72",999.300,"88,94",KENNEDY,KENNEDY CENTRAL,70.0,15.0,61.0,83.0,78.0,0.0,113.0,194.0,94320.0,44704.0,49616.0,32.548770144189994,7.421543681085666,1.5903307888040714,6.467345207803223,8.799830364715861,8.269720101781171,43.3965640658554,22.77491131892938
70.0,2021,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.1733333333333331,789975.0,888237.0,0.0,0,23.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,JERUSALEM,56.0,38.0,96.0,35.0,70.0,0.0,117.0,178.0,101414.0,49755.0,51659.0,29.088685980239415,5.521920050486126,3.7470171771155854,9.466148657976216,3.451200031553829,6.902400063107658,35.77529896492815,22.648522038754137
66.0,2021,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.8425,597168.0,609704.0,4.0,3,26.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,SAN FRANCISCO,34.0,16.0,88.0,29.0,84.0,1.0,99.0,151.0,70395.0,34479.0,35916.0,35.65594147311599,4.829888486398182,2.272888699481497,12.500887847148235,4.119610767810214,11.932665672277862,43.79477363032571,27.5643167390578
65.0,2021,0.0,0,0.0,0,1.0,1,0.0,0,1.0,2.463333333333334,349194.0,364512.0,9.0,3,21.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,ARBORIZADORA,62.0,10.0,36.0,57.0,85.0,0.0,83.0,167.0,84648.0,40496.0,44152.0,29.534070503733105,7.324449484925811,1.1813628201493243,4.252906152537567,6.733768074851149,10.041583971269255,41.23864085341762,18.7986954158362
79.0,2021,0.0,0,0.0,0,0.0,0,1.0,1,1.0,2.1333333333333333,167274.0,204984.0,3.0,2,22.0,979.914,"3,72",999.300,"88,94",KENNEDY,CALANDAIMA,36.0,12.0,47.0,91.0,60.0,0.0,76.0,170.0,138736.0,65739.0,72997.0,17.731518855956637,2.5948564179448734,0.8649521393149578,3.3877292123169185,6.559220389805097,4.324760696574789,25.859839668994052,10.411386769319288
59.0,2021,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,163808.0,216380.0,0.0,0,6.0,314.431,"4,07",569.872,"82,91",USME,ALFONSO LOPEZ,16.0,10.0,56.0,7.0,15.0,0.0,52.0,52.0,51564.0,25513.0,26051.0,20.169110231944767,3.1029400356838104,1.9393375223023814,10.860290124893336,1.357536265611667,2.909006283453572,20.381766158429038,19.960846032781852
45.0,2021,0.0,0,0.0,0,2.0,1,1.0,1,6.0,2.7914285714285714,737583.0,674359.0,9.0,4,35.0,979.914,"3,72",999.300,"88,94",KENNEDY,CARVAJAL,101.0,13.0,55.0,106.0,115.0,0.0,111.0,279.0,89951.0,43493.0,46458.0,43.356938777779014,11.228335427065847,1.4452312925926336,6.114440084045758,11.784193616524552,12.784738357550223,64.14825374198148,23.892548107968487
20.0,2021,2.0,1,1.0,1,8.0,1,55.0,1,28.0,4.996666666666667,231126.0,219822.0,33.0,6,26.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA ALHAMBRA,43.0,1.0,22.0,9.0,5.0,0.0,27.0,53.0,40213.0,18346.0,21867.0,19.89406410862159,10.693059458384104,0.24867580135776987,5.470867629870938,2.2380822122199286,1.2433790067888493,28.889131145753844,12.347372753464125
51.0,2021,0.0,0,0.0,0,1.0,1,2.0,1,0.0,1.68875,263745.0,660861.0,0.0,0,15.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LOS LIBERTADORES,16.0,21.0,80.0,21.0,27.0,0.0,78.0,87.0,77761.0,37720.0,40041.0,21.218862926145498,2.0575867079898664,2.7005825542366995,10.287933539949332,2.7005825542366995,3.4721775697329,23.064687168610817,19.480032966209635
115.0,2021,4.0,1,2.0,1,0.0,0,0.0,0,6.0,3.314,77135.0,83285.0,6.0,3,26.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CAPELLANIA,48.0,2.0,9.0,10.0,9.0,1.0,26.0,51.0,17858.0,8402.0,9456.0,43.677903460633885,26.878709821928545,1.1199462425803561,5.039758091611604,5.599731212901781,5.039758091611604,60.69983337300643,27.495769881556686
43.0,2021,0.0,0,0.0,0,4.0,1,1.0,1,7.0,3.0,844074.0,844239.0,17.0,8,31.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,SAN RAFAEL,71.0,3.0,40.0,63.0,51.0,0.0,83.0,145.0,72940.0,34547.0,38393.0,31.258568686591715,9.734027968193034,0.4112969564025226,5.483959418700302,8.637236084452974,6.992048258842884,41.97180652444496,21.618524210142475
25.0,2021,2.0,1,2.0,1,4.0,1,0.0,0,17.0,4.04,127070.0,126620.0,24.0,5,25.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA FLORESTA,34.0,2.0,9.0,15.0,8.0,0.0,25.0,43.0,44296.0,20271.0,24025.0,15.351273252663898,7.675636626331949,0.4515080368430558,2.031786165793751,3.3863102763229183,1.8060321473722232,21.212569680824824,10.405827263267431
56.0,2021,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.508,205135.0,253351.0,6.0,6,8.0,314.431,"4,07",569.872,"82,91",USME,DANUBIO,27.0,9.0,41.0,10.0,25.0,0.0,41.0,71.0,56224.0,27160.0,29064.0,19.9203187250996,4.80221969265794,1.6007398975526468,7.292259533295391,1.7785998861696073,4.446499715424018,26.14138438880707,14.106798788879713
26.0,2021,0.0,0,3.0,1,7.0,1,8.0,1,12.0,3.0646153846153847,1441973.0,1441167.0,19.0,5,69.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,LAS FERIAS,135.0,8.0,65.0,108.0,87.0,0.0,136.0,267.0,101654.0,48414.0,53240.0,39.64428355008165,13.280343124717179,0.7869832962795364,6.394239282271234,10.624274499773742,8.558443347039958,55.14933696864543,25.544703230653646
102.0,2021,1.0,1,2.0,1,3.0,1,0.0,0,16.0,2.8186666666666667,764715.0,782955.0,131.0,15,94.0,94.944,"3,53",1.059.511,"89,78",LOS MARTIRES,LA SABANA,228.0,59.0,207.0,65.0,87.0,4.0,163.0,479.0,39716.0,18779.0,20937.0,162.65484943095979,57.40759391680935,14.855473864437508,52.12005237184007,16.366200020143015,21.905529257729885,255.07215506682996,77.85260543535368
2.0,2021,0.0,0,0.0,0,0.0,0,0.0,0,2.0,5.058,10545.0,13800.0,3.0,2,95.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA ACADEMIA,8.0,0.0,7.0,3.0,3.0,0.0,8.0,13.0,5589.0,2700.0,2889.0,37.57380568974772,14.313830738951511,0.0,12.524601896582574,5.367686527106817,5.367686527106817,48.14814814814815,27.691242644513675
116.0,2021,1.0,1,1.0,1,2.0,1,1.0,1,9.0,3.155,24638.0,27282.0,3.0,1,17.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ALAMOS,37.0,4.0,5.0,11.0,7.0,0.0,23.0,41.0,12296.0,5772.0,6524.0,52.0494469746259,30.091086532205598,3.253090435914119,4.066363044892648,8.945998698763825,5.692908262849707,71.03257103257103,35.254445125689756
