codigo_upz,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,estrato_mean,poblacion_2005,poblacion_urbana_2009,num_est_transmi,acceso_transmi,accesibilidad_arterial,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,nombre_localidad,nombre_upz,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
51.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.68875,263745.0,660861.0,0.0,0,15.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LOS LIBERTADORES,59.0,7.0,75.0,14.0,21.0,1.0,94.0,81.0,75389.0,36613.0,38776.0,23.34558092029341,7.8260754221438145,0.9285174229662152,9.948400960352306,1.8570348459324304,2.7855522688986456,22.123289541965967,24.241799050959354
115.0,2019,2.0,1,2.0,1,0.0,0,0.0,0,5.0,3.314,77135.0,83285.0,6.0,3,26.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CAPELLANIA,209.0,1.0,10.0,15.0,17.0,0.0,84.0,168.0,17600.0,8297.0,9303.0,143.1818181818182,118.75,0.5681818181818182,5.681818181818182,8.522727272727272,9.65909090909091,202.48282511751233,90.29345372460496
43.0,2019,0.0,0,0.0,0,2.0,1,1.0,1,2.0,3.0,844074.0,844239.0,17.0,8,31.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,SAN RAFAEL,268.0,9.0,36.0,123.0,71.0,0.0,172.0,335.0,72177.0,34309.0,37868.0,70.24398354046303,37.13094198983055,1.2469346190614738,4.987738476245895,17.041439793840144,9.83692866148496,97.6420181293538,45.42093588253935
25.0,2019,2.0,1,2.0,1,4.0,1,0.0,0,9.0,4.04,127070.0,126620.0,24.0,5,25.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA FLORESTA,170.0,0.0,19.0,18.0,11.0,0.0,98.0,120.0,42823.0,19418.0,23405.0,50.90722275412745,39.69829297340214,0.0,4.436868038203769,4.203348667771992,2.5687130747495504,61.79833144505098,41.871395001068144
56.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.508,205135.0,253351.0,6.0,6,8.0,314.431,"4,07",569.872,"82,91",USME,DANUBIO,115.0,14.0,49.0,16.0,35.0,0.0,86.0,143.0,52258.0,25327.0,26931.0,43.82104175437254,22.006200007654332,2.6790156531057447,9.376554785870107,3.0617321749779935,6.697539132764362,56.46148379200063,31.93345958189447
26.0,2019,0.0,0,3.0,1,5.0,1,1.0,1,6.0,3.0646153846153847,1441973.0,1441167.0,19.0,5,69.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,LAS FERIAS,543.0,5.0,94.0,130.0,83.0,1.0,353.0,501.0,100323.0,47687.0,52636.0,85.2247241410245,54.125175682545375,0.49839019965511394,9.369735753516142,12.958145191032964,8.273277314274893,105.06007926688616,67.06436659320617
102.0,2019,1.0,1,2.0,1,3.0,1,0.0,0,13.0,2.8186666666666667,764715.0,782955.0,131.0,15,94.0,94.944,"3,53",1.059.511,"89,78",LOS MARTIRES,LA SABANA,928.0,64.0,92.0,40.0,57.0,0.0,441.0,740.0,39473.0,18761.0,20712.0,299.1918526587794,235.09740835507816,16.213614369315735,23.30707065589137,10.133508980822334,14.440250297671827,394.4352646447417,212.92004634994206
2.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.058,10545.0,13800.0,3.0,2,95.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA ACADEMIA,23.0,0.0,8.0,0.0,2.0,0.0,14.0,19.0,4483.0,2177.0,2306.0,73.61142092348874,51.30492973455275,0.0,17.845192951148785,0.0,4.461298237787196,87.27606798346348,60.71118820468344
116.0,2019,1.0,1,1.0,1,0.0,0,1.0,1,7.0,3.155,24638.0,27282.0,3.0,1,17.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ALAMOS,185.0,2.0,10.0,24.0,13.0,0.0,95.0,139.0,11944.0,5613.0,6331.0,195.914266577361,154.88948425987942,1.6744809109176155,8.372404554588078,20.093770931011385,10.884125920964502,247.63940851594512,150.0552835255094
81.0,2019,0.0,0,0.0,0,1.0,1,3.0,1,2.0,2.0025,290204.0,283616.0,1.0,1,16.0,979.914,"3,72",999.300,"88,94",KENNEDY,GRAN BRITALIA,103.0,6.0,41.0,35.0,85.0,0.0,95.0,175.0,63103.0,30784.0,32319.0,42.78718919861179,16.32252032391487,0.9508264266358176,6.497313915344754,5.546487488708936,13.470041044007417,56.847713097713104,29.394473838918284
52.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,614920.0,740280.0,0.0,0,176.0,314.431,"4,07",569.872,"82,91",USME,LA FLORA,32.0,32.0,68.0,16.0,20.0,0.0,88.0,80.0,18698.0,9295.0,9403.0,89.84918173066639,17.114129853460263,17.114129853460263,36.36752593860306,8.557064926730131,10.696331158412665,86.06777837547068,93.58715303626502
33.0,2019,0.0,0,0.0,0,2.0,1,0.0,0,2.0,2.8193333333333332,1647904.0,748256.0,42.0,13,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,SOSIEGO,122.0,7.0,54.0,39.0,41.0,0.0,119.0,144.0,42929.0,20777.0,22152.0,61.263947448112,28.41901744741317,1.6305993617368213,12.578909361969766,9.084767872533718,9.550653404458524,69.30740722914761,53.71975442397978
19.0,2019,2.0,1,3.0,1,6.0,1,2.0,1,11.0,3.51625,692512.0,712104.0,25.0,8,34.0,981.613,"3,41",1.388.086,"91,6",SUBA,EL PRADO,367.0,8.0,19.0,50.0,7.0,0.0,206.0,245.0,100927.0,46205.0,54722.0,44.68576297720134,36.36291577080464,0.792652114894924,1.8825487728754444,4.954075718093275,0.6935706005330585,53.02456444107781,37.644822923138776
41.0,2019,0.0,0,0.0,0,1.0,1,0.0,0,2.0,3.0,523602.0,513468.0,24.0,8,22.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,MUZU,163.0,2.0,28.0,99.0,42.0,0.0,130.0,204.0,57874.0,27440.0,30434.0,57.71158032968172,28.16463351418599,0.34557832532743543,4.838096554584096,17.106127103708054,7.257144831876145,74.34402332361516,42.71538410987711
37.0,2019,0.0,0,1.0,1,1.0,1,0.0,0,7.0,3.0,307027.0,315602.0,40.0,7,41.0,94.944,"3,53",1.059.511,"89,78",LOS MARTIRES,SANTA ISABEL,162.0,9.0,47.0,51.0,29.0,0.0,108.0,190.0,43484.0,19996.0,23488.0,68.53095391408334,37.255082329132556,2.0697267960629198,10.80857326832858,11.728451844356545,6.669119676202741,95.01900380076015,45.98092643051771
107.0,2019,1.0,1,1.0,1,3.0,1,1.0,1,4.0,3.77,207448.0,216792.0,32.0,8,35.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,QUINTA PAREDES,201.0,0.0,11.0,10.0,4.0,0.0,84.0,142.0,26739.0,11967.0,14772.0,84.52073749953252,75.17109839560193,0.0,4.113841205729459,3.7398556415722353,1.495942256628894,118.65964736358319,56.86433793663688
73.0,2019,1.0,1,0.0,0,3.0,1,1.0,1,4.0,2.775714285714286,955689.0,1044302.0,4.0,2,40.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,GARCES NAVAS,305.0,10.0,95.0,97.0,101.0,2.0,237.0,368.0,163652.0,77170.0,86482.0,37.15200547503239,18.637108009679075,0.6110527216288222,5.80500085547381,5.927211399799575,6.171632488451103,47.68692497084359,27.404546610855437
31.0,2019,0.0,0,1.0,1,2.0,1,1.0,1,7.0,3.318333333333334,409362.0,391260.0,10.0,4,38.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,SANTA CECILIA,287.0,5.0,37.0,54.0,42.0,0.0,165.0,260.0,66554.0,31112.0,35442.0,63.85791988460498,43.12287766325089,0.7512696457012351,5.55939537818914,8.113712173573338,6.310665023890375,83.56904088454615,46.55493482309125
58.0,2019,0.0,0,0.0,0,0.0,0,1.0,1,0.0,1.5654545454545454,857659.0,954745.0,0.0,0,29.0,314.431,"4,07",569.872,"82,91",USME,COMUNEROS,99.0,15.0,123.0,31.0,56.0,0.0,165.0,159.0,94210.0,46146.0,48064.0,34.39125358242225,10.50843859462902,1.5921876658528817,13.055938859993631,3.290521176095956,5.944167285850759,34.45585749577428,34.32922769640479
13.0,2019,4.0,1,1.0,1,5.0,1,3.0,1,5.0,4.381666666666667,1717632.0,1842552.0,20.0,5,88.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,LOS CEDROS,550.0,2.0,41.0,17.0,11.0,0.0,272.0,349.0,126708.0,56234.0,70474.0,49.010322947248795,43.40688827856173,0.15784323010386084,3.2357862171291476,1.3416674558828172,0.8681377655712347,62.062097663335344,38.59579419360331
63.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,1596.0,5864.0,2.0,2,6.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,EL MOCHUELO,8.0,2.0,2.0,5.0,0.0,0.0,5.0,12.0,36.0,18.0,18.0,4722.222222222222,2222.222222222222,555.5555555555555,555.5555555555555,1388.888888888889,0.0,6666.666666666666,2777.777777777778
87.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.765,212992.0,339512.0,0.0,0,47.0,546.809,"3,98",703.807,"85,4",BOSA,TINTAL SUR,71.0,20.0,121.0,22.0,46.0,0.0,137.0,143.0,102194.0,48023.0,54171.0,27.39886881813022,6.94757030745445,1.957062058437873,11.840225453549133,2.15276826428166,4.501242734407108,29.77739832996689,25.29028446955013
77.0,2019,1.0,1,0.0,0,0.0,0,0.0,0,1.0,2.045,283878.0,356976.0,0.0,0,13.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,ZONA FRANCA,80.0,1.0,30.0,18.0,19.0,0.0,62.0,86.0,59305.0,27758.0,31547.0,24.955737290279068,13.489587724475172,0.16861984655593962,5.058595396678189,3.035157238006913,3.203777084562853,30.98205922616903,19.653215836688116
39.0,2019,1.0,1,2.0,1,5.0,1,0.0,0,2.0,3.0,1410480.0,1306815.0,45.0,15,69.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,QUIROGA,408.0,17.0,100.0,89.0,123.0,0.0,282.0,455.0,90059.0,43506.0,46553.0,81.83524134178705,45.303634284191475,1.8876514285079782,11.10383193239987,9.882410419835887,13.65771327685184,104.58327586999494,60.57611754344511
108.0,2019,0.0,0,0.0,0,0.0,0,1.0,1,4.0,2.685714285714286,33520.0,33976.0,48.0,8,66.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,ZONA INDUSTRIAL,297.0,6.0,164.0,21.0,27.0,2.0,222.0,290.0,6185.0,3095.0,3090.0,832.6596604688763,480.1940177849636,9.700889248181083,265.15763945028294,33.95311236863379,43.65400161681488,936.9951534733441,718.4466019417475
61.0,2019,0.0,0,0.0,0,0.0,0,4.0,1,0.0,1.2366666666666666,79500.0,134960.0,0.0,0,65.0,314.431,"4,07",569.872,"82,91",USME,CIUDAD USME,21.0,7.0,59.0,5.0,9.0,0.0,56.0,45.0,24119.0,11715.0,12404.0,41.875699655872964,8.706828641320122,2.9022762137733737,24.46204237323272,2.0730544384095526,3.731497989137195,38.41229193341869,45.14672686230248
1.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.0,52488.0,63828.0,3.0,3,83.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,PASEO DE LOS LIBERTADORES,50.0,2.0,3.0,4.0,3.0,0.0,18.0,44.0,2602.0,1291.0,1311.0,238.27824750192158,192.1598770176787,7.686395080707149,11.529592621060722,15.372790161414297,11.529592621060722,340.8210689388071,137.29977116704805
46.0,2019,0.0,0,0.0,0,3.0,1,1.0,1,3.0,2.72,884656.0,1003288.0,18.0,6,40.0,979.914,"3,72",999.300,"88,94",KENNEDY,CASTILLA,403.0,7.0,85.0,181.0,98.0,0.0,287.0,487.0,140078.0,66586.0,73492.0,55.254929396479106,28.769685460957465,0.4997215836890875,6.06804780193892,12.921372378246405,6.996102171647226,73.13849758207431,39.05186959124803
85.0,2019,1.0,1,1.0,1,3.0,1,2.0,1,1.0,1.9988888888888892,2537808.0,2654832.0,17.0,6,39.0,546.809,"3,98",703.807,"85,4",BOSA,BOSA CENTRAL,464.0,40.0,237.0,62.0,194.0,1.0,413.0,582.0,235147.0,113170.0,121977.0,42.39900998099061,19.73233764411198,1.7010635900096536,10.078801770807198,2.636648564514963,8.250158411546819,51.42705664045241,33.858842240750306
60.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,8.0,0.0,14.0,0.0,0.0,0.0,16.0,6.0,1058.0,545.0,513.0,207.93950850661628,75.61436672967864,0.0,132.3251417769376,0.0,0.0,110.09174311926606,311.8908382066277
60.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,8.0,0.0,14.0,0.0,0.0,0.0,16.0,6.0,1058.0,545.0,513.0,207.93950850661628,75.61436672967864,0.0,132.3251417769376,0.0,0.0,110.09174311926606,311.8908382066277
30.0,2019,1.0,1,4.0,1,6.0,1,0.0,0,6.0,3.001818181818182,1427481.0,1341120.0,25.0,7,42.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,BOYACA REAL,394.0,6.0,64.0,90.0,61.0,0.0,234.0,381.0,126709.0,60161.0,66548.0,48.536410199749035,31.094870924717267,0.4735259531682832,5.050943500461688,7.102889297524249,4.814180523877546,63.33006432738817,35.16258940914828
72.0,2019,0.0,0,0.0,0,1.0,1,0.0,0,5.0,3.0,331356.0,345116.0,4.0,2,21.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,BOLIVIA,242.0,1.0,35.0,73.0,29.0,0.0,154.0,226.0,82460.0,37550.0,44910.0,46.08294930875576,29.347562454523406,0.12127091923356778,4.244482173174872,8.852777104050448,3.5168566577734657,60.18641810918775,34.29080382988199
57.0,2019,0.0,0,2.0,1,0.0,0,0.0,0,0.0,1.7740000000000002,1391324.0,1519562.0,3.0,3,23.0,314.431,"4,07",569.872,"82,91",USME,GRAN YOMASA,171.0,29.0,156.0,49.0,64.0,0.0,219.0,250.0,126215.0,61508.0,64707.0,37.15881630551044,13.548310422691438,2.2976666798716474,12.359862139999208,3.882264390127956,5.0707126728201874,40.645119334070365,33.84486995224628
23.0,2019,0.0,0,0.0,0,4.0,1,18.0,1,6.0,3.5728571428571425,209118.0,255647.0,7.0,5,41.0,981.613,"3,41",1.388.086,"91,6",SUBA,CASA BLANCA SUBA,150.0,0.0,18.0,13.0,9.0,0.0,107.0,83.0,56335.0,26066.0,30269.0,33.72681281618887,26.626431170675424,0.0,3.195171740481051,2.30762403479187,1.5975858702405255,31.842246604772498,35.34969771052892
88.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,20.0,5.9375,358776.0,369156.0,3.0,2,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,EL REFUGIO,201.0,0.0,13.0,6.0,3.0,0.0,113.0,110.0,38133.0,17147.0,20986.0,58.47953216374269,52.7102509637322,0.0,3.4091207090971074,1.573440327275588,0.786720163637794,64.15116346882837,53.84542075669494
9.0,2019,0.0,0,1.0,1,4.0,1,1.0,1,0.0,2.7445454545454546,927663.0,1059410.0,9.0,4,60.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,VERBENAL,133.0,8.0,98.0,27.0,38.0,0.0,146.0,158.0,122844.0,58302.0,64542.0,24.74683338217577,10.826739604701899,0.651232457425678,7.977597603464557,2.197909543811664,3.093354172771971,27.100271002710027,22.620929007468003
109.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,6.0,4.123333333333334,44058.0,53832.0,12.0,3,32.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,168.0,0.0,6.0,7.0,4.0,0.0,85.0,100.0,22721.0,10122.0,12599.0,81.42247260243826,73.94040755248449,0.0,2.6407288411601604,3.0808503146868533,1.7604858941067736,98.79470460383322,67.46567187872053
49.0,2019,0.0,0,1.0,1,0.0,0,1.0,1,2.0,2.3333333333333335,124191.0,114375.0,10.0,3,11.0,546.809,"3,98",703.807,"85,4",BOSA,APOGEO,165.0,3.0,22.0,23.0,23.0,0.0,89.0,147.0,36681.0,17572.0,19109.0,64.33848586461656,44.98241596466836,0.8178621084485155,5.99765546195578,6.270276164771953,6.270276164771953,83.65581607102207,46.57491234496834
14.0,2019,1.0,1,0.0,0,1.0,1,0.0,0,18.0,4.66,375100.0,457974.0,0.0,0,45.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,USAQUEN,252.0,0.0,16.0,7.0,8.0,0.0,137.0,146.0,40865.0,19334.0,21531.0,69.2524164933317,61.66646274317876,0.0,3.9153309678208736,1.7129572984216324,1.9576654839104368,75.51463742629564,63.62918582508941
32.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.7457142857142858,1408200.0,1428675.0,0.0,0,47.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,SAN BLAS,84.0,11.0,102.0,35.0,50.0,0.0,120.0,162.0,100161.0,48278.0,51883.0,28.15467097972265,8.386497738640788,1.09823184672677,10.183604396920957,3.4943740577669953,4.991962939667136,33.55565682091222,23.12896324422258
92.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,11.0,2.5425,132324.0,86100.0,26.0,6,25.0,96.241,"3,18",896.890,"88,28",SANTA FE,LA MACARENA,113.0,1.0,17.0,3.0,3.0,0.0,54.0,83.0,12200.0,5967.0,6233.0,112.29508196721312,92.62295081967213,0.819672131147541,13.934426229508198,2.459016393442623,2.459016393442623,139.09837439249205,86.6356489651853
11.0,2019,1.0,1,1.0,1,4.0,1,2.0,1,5.0,2.3000000000000003,373404.0,436080.0,0.0,0,21.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,SAN CRISTOBAL NORTE,95.0,10.0,68.0,13.0,33.0,0.0,105.0,114.0,69583.0,33095.0,36488.0,31.47320466205826,13.652760013221622,1.4371326329706968,9.77250190420074,1.868272422861906,4.742537688803299,34.446290980510646,28.776584082438063
36.0,2019,1.0,1,0.0,0,0.0,0,0.0,0,2.0,2.97,350595.0,343350.0,26.0,7,19.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,SAN JOSE,143.0,4.0,41.0,50.0,57.0,0.0,107.0,188.0,47491.0,22523.0,24968.0,62.11703270093281,30.110968394011497,0.8422648501821398,8.633214714366932,10.528310627276747,12.002274115095492,83.47023043111487,42.854854213393146
53.0,2019,0.0,0,1.0,1,1.0,1,0.0,0,2.0,2.442857142857143,479920.0,461139.0,21.0,6,14.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ,92.0,21.0,61.0,22.0,34.0,0.0,96.0,134.0,46874.0,22582.0,24292.0,49.06771344455348,19.62708537782139,4.480095575372275,13.01361095703375,4.693433459913812,7.253488074412254,59.33929678505004,39.519183270212416
50.0,2019,0.0,0,1.0,1,0.0,0,0.0,0,1.0,1.9327272727272728,215222.0,1432186.0,1.0,1,21.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LA GLORIA,116.0,13.0,115.0,22.0,69.0,0.0,161.0,174.0,94513.0,45836.0,48677.0,35.44485943732608,12.27344386486515,1.3754721572693704,12.16763831430597,2.3277221123020113,7.300582988583581,37.96142769875207,33.075168970971916
110.0,2019,3.0,1,1.0,1,0.0,0,0.0,0,5.0,4.074999999999999,71780.0,82212.0,7.0,2,29.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CIUDAD SALITRE OCCIDENTAL,284.0,2.0,15.0,12.0,11.0,0.0,137.0,187.0,44029.0,20708.0,23321.0,73.58786254514071,64.50294124327148,0.45424606509346116,3.406845488200958,2.7254763905607664,2.498353358014036,90.3032644388642,58.74533682089104
10.0,2019,0.0,0,1.0,1,1.0,1,13.0,1,2.0,2.87125,122265.0,153495.0,5.0,2,29.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,LA URIBE,213.0,3.0,15.0,10.0,10.0,0.0,106.0,145.0,32844.0,15072.0,17772.0,76.42187309706492,64.85202776762878,0.9134088417975886,4.567044208987943,3.0446961393252954,3.0446961393252954,96.20488322717621,59.6443844249381
42.0,2019,0.0,0,0.0,0,1.0,1,6.0,1,1.0,2.4250000000000003,2179040.0,2310720.0,35.0,13,66.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,VENECIA,414.0,58.0,114.0,77.0,87.0,0.0,285.0,465.0,135141.0,65747.0,69394.0,55.49759140453304,30.63467045530224,4.291813735283889,8.435633893489022,5.697752717532059,6.437720602925833,70.72566048641002,41.069833126783294
103.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,2.0,3.0,10953.0,12423.0,5.0,2,15.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,PARQUE SALITRE,51.0,0.0,7.0,5.0,2.0,0.0,25.0,40.0,1356.0,709.0,647.0,479.3510324483776,376.1061946902655,0.0,51.62241887905605,36.87315634218289,14.749262536873156,564.1748942172073,386.39876352395675
21.0,2019,0.0,0,0.0,0,6.0,1,0.0,0,19.0,3.762,225860.0,233125.0,52.0,5,22.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ANDES,257.0,1.0,20.0,18.0,8.0,0.0,142.0,162.0,28368.0,12669.0,15699.0,107.16300056401579,90.5950366610265,0.35250987027636776,7.050197405527355,6.345177664974619,2.820078962210942,127.8711816244376,90.45162112236449
55.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.5539999999999998,379860.0,395955.0,0.0,0,7.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,DIANA TURBAY,59.0,18.0,62.0,17.0,54.0,0.0,82.0,128.0,73342.0,35514.0,37828.0,28.632979738758145,8.044503831365384,2.4542554061792696,8.45354639906193,2.317907883613755,7.36276621853781,36.04212423269696,21.67706460822671
113.0,2019,0.0,0,0.0,0,3.0,1,0.0,0,3.0,3.2925,104270.0,104965.0,8.0,3,26.0,979.914,"3,72",999.300,"88,94",KENNEDY,BAVARIA,152.0,4.0,17.0,39.0,32.0,0.0,94.0,150.0,38880.0,18156.0,20724.0,62.75720164609053,39.09465020576132,1.02880658436214,4.372427983539095,10.030864197530866,8.23045267489712,82.61731658955718,45.358038988612236
60.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,8.0,0.0,14.0,0.0,0.0,0.0,16.0,6.0,1058.0,545.0,513.0,207.93950850661628,75.61436672967864,0.0,132.3251417769376,0.0,0.0,110.09174311926606,311.8908382066277
60.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,8.0,0.0,14.0,0.0,0.0,0.0,16.0,6.0,1058.0,545.0,513.0,207.93950850661628,75.61436672967864,0.0,132.3251417769376,0.0,0.0,110.09174311926606,311.8908382066277
90.0,2019,0.0,0,1.0,1,3.0,1,0.0,0,23.0,3.05,275954.0,520674.0,22.0,10,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,PARDO RUBIO,205.0,11.0,94.0,22.0,15.0,0.0,165.0,182.0,48445.0,23772.0,24673.0,71.62761894932397,42.316028485911865,2.270616162658685,19.403447208174217,4.54123232531737,3.0962947672618433,76.56065959952886,66.8747213553277
67.0,2019,0.0,0,1.0,1,0.0,0,0.0,0,0.0,1.256470588235294,2609568.0,2765373.0,2.0,1,30.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,LUCERO,158.0,61.0,179.0,24.0,101.0,0.0,242.0,281.0,157159.0,78057.0,79102.0,33.278399582588335,10.053512684606035,3.8814194541833427,11.38973905407899,1.5271158508262335,6.426612538893732,35.99933382015706,30.593411038911782
83.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0,24432.0,29572.0,1.0,1,11.0,979.914,"3,72",999.300,"88,94",KENNEDY,LAS MARGARITAS,82.0,1.0,19.0,17.0,15.0,0.0,44.0,90.0,29613.0,14096.0,15517.0,45.25039678519569,27.69054131631378,0.337689528247729,6.416101036706851,5.740721980211394,5.065342923715935,63.84790011350738,28.35599664883676
101.0,2019,1.0,1,0.0,0,3.0,1,0.0,0,17.0,3.8711111111111105,267970.0,273160.0,65.0,10,59.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,TEUSAQUILLO,468.0,1.0,28.0,36.0,19.0,0.0,232.0,320.0,26793.0,12524.0,14269.0,206.02396148247678,174.67248908296943,0.3732318142798492,10.450490799835778,13.436345314074572,7.091404471317135,255.50942190993294,162.59023056976665
54.0,2019,0.0,0,0.0,0,0.0,0,0.0,0,2.0,1.83,984621.0,1061115.0,21.0,8,28.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARRUECOS,152.0,13.0,98.0,31.0,71.0,1.0,154.0,210.0,115215.0,60329.0,54886.0,31.679902790435275,13.192726641496334,1.1283253048648179,8.50583691359632,2.6906218808314892,6.1623920496463125,34.809129937509326,28.058156907043692
78.0,2019,0.0,0,1.0,1,0.0,0,0.0,0,2.0,1.956,79812.0,176088.0,0.0,0,25.0,979.914,"3,72",999.300,"88,94",KENNEDY,TINTAL NORTE,44.0,1.0,11.0,18.0,42.0,0.0,34.0,82.0,28487.0,13405.0,15082.0,40.72032857092709,15.445641871730965,0.35103731526661286,3.8614104679327412,6.318671674799031,14.74356724119774,61.17120477433793,22.543429253414665
100.0,2019,1.0,1,1.0,1,2.0,1,1.0,1,9.0,3.59625,300195.0,309096.0,38.0,9,56.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,GALERIAS,459.0,3.0,43.0,28.0,20.0,0.0,211.0,342.0,35496.0,16396.0,19100.0,155.79220193824656,129.3103448275862,0.8451656524678837,12.114041018706335,7.888212756366914,5.634437683119225,208.58746035618444,110.47120418848166
34.0,2019,0.0,0,2.0,1,2.0,1,1.0,1,2.0,2.346363636363636,864012.0,1108236.0,26.0,12,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,20 DE JULIO,226.0,6.0,83.0,56.0,79.0,0.0,166.0,284.0,79269.0,38378.0,40891.0,56.76872421753775,28.51051482925229,0.7569163229005034,10.470675800123631,7.0645523470713645,9.96606491818996,74.00072958465788,40.59573011176054
106.0,2019,0.0,0,0.0,0,1.0,1,1.0,1,1.0,4.164,167560.0,168920.0,17.0,5,30.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,LA ESMERALDA,133.0,0.0,6.0,12.0,9.0,0.0,60.0,100.0,37578.0,16706.0,20872.0,42.57810420991005,35.39304912448773,0.0,1.596678907871627,3.193357815743254,2.3950183618074403,59.85873338920148,28.74664622460713
91.0,2019,2.0,1,0.0,0,0.0,0,1.0,1,14.0,3.3285714285714287,96894.0,41153.0,42.0,7,37.0,96.241,"3,18",896.890,"88,28",SANTA FE,SAGRADO CORAZON,391.0,0.0,24.0,6.0,3.0,0.0,191.0,233.0,10453.0,5227.0,5226.0,405.6251793743423,374.0552951305845,0.0,22.95991581364202,5.739978953410505,2.8699894767052525,445.76238760283144,365.48029085342523
