codigo_upz,year,semester,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,nombre_upz,   ,nombre_localidad,estrato_mean,poblacion_2005,area_urbana_2009,poblacion_urbana_2009,densidad_urbana_2009,poblacion_por_localidad_2005,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,num_est_transmi,acceso_transmi,accesibilidad_arterial,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
57.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,GRAN YOMASA,5,USME,1.7740000000000002,126484.0,535.798.612.383,138142.0,257.824.482.571,298.992,314.431,"4,07",569.872,"82,91",0.2727272727272727,0.2727272727272727,2.090909090909091,99.0,21.0,22.0,14.0,30.0,18.0,33.0,17.0,33.0,32.0,18.0,35.0,64.0,122.0,125387.0,61305.0,64082.0,14.83407370780065,7.895555360603572,1.6748147734613636,1.7545678579119046,1.1165431823075758,2.3925925335162335,19.90049751243781,9.98720389500952
23.0,2015,2,0.0,0,0.0,0,2.0,1,0.0,0,4.0,CASA BLANCA SUBA,11,SUBA,3.5728571428571425,29874.0,420.483.819.457,36521.0,868.547.095.276,923.064,981.613,"3,41",1.388.086,"91,6",1.0,0.7142857142857143,5.857142857142857,30.0,0.0,15.0,4.0,0.0,8.0,8.0,4.0,7.0,10.0,4.0,8.0,21.0,28.0,48068.0,22299.0,25769.0,10.193891986352668,6.241158358991428,0.0,3.120579179495714,0.8321544478655238,0.0,12.556616888649716,8.14932671038845
88.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,10.0,EL REFUGIO,2,CHAPINERO,5.9375,29898.0,335.978.485.908,30763.0,915.624.103.635,122.827,122.507,"2,43",2.288.835,"96,61",0.25,0.1666666666666666,5.0,138.0,0.0,13.0,2.0,1.0,17.0,20.0,14.0,27.0,23.0,26.0,27.0,69.0,85.0,35938.0,15805.0,20133.0,42.85157771717959,38.39946574656353,0.0,3.6173409761255497,0.5565139963270076,0.2782569981635038,53.780449224928816,34.27209059752645
9.0,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,0.0,VERBENAL,1,USAQUEN,2.7445454545454546,84333.0,355.788.448.029,96310.0,270.694.567.329,425.192,430.156,"3,12",1.867.529,"93,6",0.8181818181818182,0.3636363636363636,5.454545454545454,83.0,2.0,22.0,9.0,1.0,17.0,7.0,12.0,16.0,20.0,27.0,18.0,53.0,64.0,114369.0,54372.0,59997.0,10.230044854812055,7.257211307259834,0.1748725616207189,1.9235981778279079,0.7869265272932351,0.08743628081035945,11.770764364010889,8.833775022084437
109.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,CIUDAD SALITRE ORIENTAL,13,TEUSAQUILLO,4.123333333333334,14686.0,180.529.656.927,17944.0,993.964.111.241,137.53,139.298,"2,87",1.933.116,"96,03",4.0,1.0,10.666666666666666,71.0,0.0,4.0,3.0,11.0,6.0,19.0,16.0,10.0,16.0,6.0,16.0,40.0,49.0,19748.0,8759.0,10989.0,45.067854972655454,35.95300789953413,0.0,2.02552157180474,1.519141178853555,5.570184322463034,55.94245918483845,36.4000364000364
49.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,APOGEO,7,BOSA,2.3333333333333335,41397.0,210.583.733.352,38125.0,181.044.373.149,508.828,546.809,"3,98",703.807,"85,4",3.3333333333333335,1.0,3.6666666666666665,35.0,1.0,3.0,3.0,6.0,3.0,7.0,4.0,10.0,11.0,6.0,7.0,10.0,38.0,39535.0,19036.0,20499.0,12.141140761350702,8.852915138484887,0.2529404325281396,0.7588212975844189,0.7588212975844189,1.5176425951688377,19.962176927926034,4.878286745694912
14.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,10.0,USAQUEN,1,USAQUEN,4.66,34100.0,492.691.983.265,41634.0,8.450.310.014,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0.0,4.090909090909091,104.0,0.0,5.0,1.0,6.0,8.0,19.0,17.0,16.0,18.0,19.0,19.0,50.0,66.0,39067.0,18187.0,20880.0,29.69257941485141,26.620933268487473,0.0,1.2798525609849745,0.2559705121969949,1.5358230731819693,36.28965744762743,23.946360153256702
32.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,SAN BLAS,4,SAN CRISTOBAL,1.7457142857142858,93880.0,400.032.231.099,95245.0,238.093.314.977,407.552,404.35,"3,73",706.208,"83,68",0.0,0.0,3.1333333333333333,59.0,10.0,13.0,7.0,21.0,12.0,18.0,16.0,11.0,20.0,14.0,19.0,40.0,70.0,95088.0,45923.0,49165.0,11.568231532895844,6.2047787312804985,1.0516574120814404,1.3671546357058726,0.7361601884570081,2.208480565371025,15.242906604533676,8.135869012508898
92.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,7.0,LA MACARENA,3,SANTA FE,2.5425,22054.0,858.972.814.617,14350.0,167.060.001.851,109.107,96.241,"3,18",896.890,"88,28",4.333333333333333,1.0,4.166666666666667,89.0,0.0,8.0,1.0,3.0,10.0,22.0,8.0,15.0,16.0,21.0,9.0,51.0,50.0,12122.0,5885.0,6237.0,83.31958422702525,73.42022768520046,0.0,6.599571027883187,0.8249463784853984,2.4748391354561954,84.96176720475786,81.77008177008177
11.0,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,5.0,SAN CRISTOBAL NORTE,1,USAQUEN,2.3000000000000003,62234.0,275.277.506.205,72680.0,264.024.478.433,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0.0,3.5,70.0,8.0,10.0,2.0,3.0,13.0,17.0,12.0,10.0,15.0,11.0,15.0,35.0,58.0,68665.0,32719.0,35946.0,13.544018058690744,10.194422194713464,1.1650768222529673,1.456346027816209,0.2912692055632418,0.4369038083448627,17.726703138848986,9.736827463417349
36.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,SAN JOSE,18,RAFAEL URIBE URIBE,2.97,50085.0,207.947.107.119,49050.0,235.877.289.564,378.164,378.78,"3,72",591.317,"87,06",3.7142857142857144,1.0,2.7142857142857144,104.0,3.0,18.0,12.0,32.0,18.0,34.0,20.0,26.0,21.0,24.0,26.0,58.0,111.0,46706.0,22094.0,24612.0,36.183787950156294,22.266946430865413,0.6423157624288099,3.85389457457286,2.5692630497152398,6.851368132573973,50.2398841314384,23.565740289289778
53.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,MARCO FIDEL SUAREZ,18,RAFAEL URIBE URIBE,2.442857142857143,68560.0,184.536.569.132,65877.0,35.698.615.353,378.164,378.78,"3,72",591.317,"87,06",3.0,0.8571428571428571,2.0,75.0,13.0,8.0,1.0,27.0,18.0,20.0,13.0,16.0,20.0,15.0,22.0,38.0,86.0,49067.0,23723.0,25344.0,25.2715674485907,15.285222247131474,2.649438522836122,1.6304237063606906,0.20380296329508632,5.50268000896733,36.251738818867764,14.993686868686869
50.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,LA GLORIA,4,SAN CRISTOBAL,1.9327272727272728,15373.0,38.585.775.934,102299.0,265.121.012.922,407.552,404.35,"3,73",706.208,"83,68",0.0714285714285714,0.0714285714285714,1.5,54.0,17.0,14.0,13.0,30.0,21.0,25.0,9.0,14.0,21.0,19.0,19.0,44.0,84.0,93921.0,45576.0,48345.0,13.628474994942557,5.749512888491392,1.8100318352658085,1.4906144525718423,1.3841419916738535,3.1941738269396622,18.430753027909425,9.101251422070535
110.0,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,1.0,CIUDAD SALITRE OCCIDENTAL,9,FONTIBON,4.074999999999999,35890.0,225.701.253.811,41106.0,182.125.705.134,301.375,317.179,"3,46",1.428.379,"90,03",3.5,1.0,14.5,147.0,0.0,3.0,13.0,8.0,18.0,30.0,22.0,25.0,36.0,16.0,24.0,64.0,107.0,42001.0,19634.0,22367.0,40.71331634961073,34.999166686507465,0.0,0.7142687078879074,3.0951644008475987,1.9047165543677531,54.497300600998265,28.613582509947694
10.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,LA URIBE,1,USAQUEN,2.87125,13585.0,3.452.642.542,17055.0,493.969.468.097,425.192,430.156,"3,12",1.867.529,"93,6",0.5555555555555556,0.2222222222222222,3.2222222222222223,68.0,2.0,6.0,3.0,2.0,8.0,13.0,5.0,11.0,16.0,13.0,15.0,47.0,34.0,26931.0,12379.0,14552.0,30.076863094575025,25.249712227544464,0.7426385949277784,2.227915784783335,1.1139578923916675,0.7426385949277784,27.465869617901284,32.2979659153381
42.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,VENECIA,6,TUNJUELITO,2.4250000000000003,136190.0,659.377.024.137,144420.0,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",2.1875,0.8125,4.125,248.0,16.0,18.0,41.0,48.0,51.0,55.0,51.0,55.0,55.0,49.0,55.0,125.0,246.0,130110.0,63358.0,66752.0,28.514334025055724,19.06079471216663,1.2297286911075245,1.3834447774959648,3.151179770963031,3.689186073322573,38.82698317497396,18.72603068072867
103.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,2.0,PARQUE SALITRE,12,BARRIOS UNIDOS,3.0,3651.0,165.246.908.484,4141.0,250.594.703.283,223.073,230.066,"3,36",1.462.840,"92,44",1.6666666666666667,0.6666666666666666,5.0,30.0,0.0,0.0,0.0,2.0,6.0,3.0,3.0,4.0,5.0,2.0,9.0,11.0,21.0,1566.0,825.0,741.0,204.34227330779055,191.57088122605361,0.0,0.0,0.0,12.77139208173691,254.54545454545456,148.44804318488528
21.0,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,9.0,LOS ANDES,12,BARRIOS UNIDOS,3.762,45172.0,274.816.645.782,46625.0,169.658.573.145,223.073,230.06599999999997,"3,36",1.462.840,"92,44",10.4,1.0,4.4,108.0,0.0,9.0,1.0,5.0,8.0,16.0,22.0,22.0,21.0,17.0,17.0,54.0,69.0,27856.0,12709.0,15147.0,44.155657668006896,38.77082136703044,0.0,3.2309017805858704,0.3589890867317634,1.7949454336588169,54.29223385002754,35.650623885918
55.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,DIANA TURBAY,18,RAFAEL URIBE URIBE,1.5539999999999998,75972.0,211.433.160.976,79191.0,374.543.896.683,378.164,378.78,"3,72",591.317,"87,06",0.0,0.0,1.4,44.0,17.0,14.0,4.0,21.0,17.0,11.0,10.0,17.0,16.0,7.0,22.0,27.0,73.0,71424.0,34601.0,36823.0,14.00089605734767,6.160394265232974,2.380152329749104,1.9601254480286738,0.5600358422939068,2.940188172043011,21.09765613710586,7.332373788121554
113.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,BAVARIA,8,KENNEDY,3.2925,20854.0,27.722.789.458,20993.0,757.247.030.708,951.073,979.914,"3,72",999.300,"88,94",1.6,0.6,5.2,63.0,1.0,3.0,11.0,9.0,10.0,13.0,16.0,15.0,10.0,10.0,13.0,30.0,57.0,33712.0,15893.0,17819.0,25.80683436165164,18.687707641196013,0.29663028001898434,0.8898908400569531,3.262933080208828,2.669672520170859,35.86484615868621,16.83596161400752
60.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,PARQUE ENTRENUBES,5,USME,1.11,659.0,382.019.721.793,1948.0,0.0,338.578,346.6055,"4,07",569.872,"82,91",0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,1317.0,675.0,642.0,45.558086560364465,30.372057706909644,0.0,0.0,15.186028853454822,0.0,29.62962962962963,62.30529595015576
90.0,2015,2,0.0,0,0.0,0,2.0,1,0.0,0,14.0,PARDO RUBIO,2,CHAPINERO,3.05,19711.0,285.199.005.156,37191.0,130.403.680.685,122.827,122.507,"2,43",2.288.835,"96,61",1.5714285714285714,0.7142857142857143,4.285714285714286,199.0,4.0,31.0,3.0,4.0,37.0,43.0,20.0,45.0,37.0,20.0,39.0,96.0,145.0,44638.0,21636.0,23002.0,53.9898740983019,44.58085039652314,0.8960974954075004,6.944755589408127,0.6720731215556253,0.8960974954075004,67.01793307450545,41.73550126075993
67.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,LUCERO,19,CIUDAD BOLIVAR,1.256470588235294,153504.0,586.386.549.887,162669.0,277.409.159.592,570.619,593.937,"4,09",505.335,"83,5",0.1176470588235294,0.0588235294117647,1.7647058823529411,86.0,44.0,34.0,2.0,27.0,26.0,25.0,33.0,21.0,25.0,36.0,27.0,67.0,126.0,153476.0,76374.0,77102.0,12.575256066095024,5.603481977638197,2.866897756000938,2.215330084182543,0.130313534363679,1.7592327139096666,16.497761018147536,8.68978755414905
83.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,LAS MARGARITAS,8,KENNEDY,2.0,12216.0,147.241.546.489,14786.0,100.420.026.498,951.073,979.914,"3,72",999.300,"88,94",0.5,0.5,5.5,50.0,1.0,9.0,8.0,6.0,9.0,9.0,5.0,9.0,12.0,16.0,14.0,28.0,46.0,24130.0,11502.0,12628.0,30.6672192291753,20.721094073767095,0.41442188147534187,3.7297969332780774,3.315375051802735,2.4865312888520514,39.993044687880364,22.172949002217294
101.0,2015,2,1.0,1,0.0,0,1.0,1,0.0,0,11.0,TEUSAQUILLO,13,TEUSAQUILLO,3.8711111111111105,26797.0,235.700.797.363,27316.0,115.892.692.369,137.53,139.298,"2,87",1.933.116,"96,03",6.5,1.0,5.9,280.0,0.0,10.0,18.0,16.0,22.0,66.0,51.0,47.0,58.0,30.0,50.0,138.0,186.0,25575.0,11819.0,13756.0,126.68621700879766,109.48191593352884,0.0,3.9100684261974585,7.038123167155425,6.256109481915933,157.37372028090363,100.31986042454201
54.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,MARRUECOS,18,RAFAEL URIBE URIBE,1.83,89511.0,362.888.498.604,96465.0,265.825.454.295,378.164,378.78,"3,72",591.317,"87,06",1.9090909090909092,0.7272727272727273,2.5454545454545454,74.0,11.0,6.0,5.0,28.0,13.0,18.0,17.0,24.0,20.0,11.0,21.0,31.0,93.0,106068.0,54423.0,51645.0,11.69061356865407,6.976656484519364,1.0370705585096354,0.5656748500961647,0.4713957084134706,2.6398159671154358,17.088363375778624,6.002517184625811
78.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,TINTAL NORTE,8,KENNEDY,1.956,13302.0,343.372.626.881,29348.0,854.698.298.655,951.073,979.914,"3,72",999.300,"88,94",0.0,0.0,4.166666666666667,24.0,1.0,5.0,13.0,8.0,9.0,4.0,6.0,5.0,15.0,6.0,6.0,14.0,37.0,23903.0,11416.0,12487.0,21.33623394552985,10.040580680249342,0.4183575283437226,2.091787641718613,5.438647868468394,3.3468602267497807,32.41065171688857,11.211660126531594
100.0,2015,2,1.0,1,0.0,0,1.0,1,0.0,0,5.0,GALERIAS,13,TEUSAQUILLO,3.59625,33355.0,237.568.113.094,34344.0,144.564.855.749,137.53,139.298,"2,87",1.933.116,"96,03",4.222222222222222,1.0,6.222222222222222,253.0,2.0,16.0,10.0,12.0,24.0,48.0,41.0,44.0,61.0,32.0,43.0,122.0,171.0,33449.0,15280.0,18169.0,87.59604173517893,75.63753774402822,0.5979251995575353,4.7834015964602825,2.9896259977876767,3.587551197345212,111.9109947643979,67.14733887390611
34.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20 DE JULIO,4,SAN CRISTOBAL,2.346363636363636,72001.0,262.535.666.687,92353.0,351.773.155.874,407.552,404.3500000000001,"3,73",706.208,"83,68",2.1666666666666665,1.0,2.5,150.0,11.0,16.0,23.0,24.0,39.0,31.0,31.0,33.0,26.0,30.0,34.0,81.0,143.0,79379.0,38440.0,40939.0,28.2190503785636,18.896685521359554,1.385756938233034,2.0156464556116855,2.8974917799417983,3.0234696834175288,37.20083246618106,19.785534575832337
106.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,LA ESMERALDA,13,TEUSAQUILLO,4.164,33512.0,192.878.482.398,33784.0,175.156.915.276,137.53,139.298,"2,87",1.933.116,"96,03",3.4,1.0,6.0,81.0,0.0,6.0,8.0,3.0,12.0,17.0,11.0,14.0,15.0,20.0,9.0,45.0,53.0,35069.0,15445.0,19624.0,27.944908608742764,23.097322421511876,0.0,1.7109127719638426,2.281217029285124,0.8554563859819213,34.31531239883458,22.93110476966979
91.0,2015,2,2.0,1,0.0,0,0.0,0,0.0,0,8.0,SAGRADO CORAZON,3,SANTA FE,3.3285714285714287,13842.0,146.189.273.671,5879.0,40.214.988.777,109.107,96.241,"3,18",896.890,"88,28",6.0,1.0,5.285714285714286,173.0,0.0,5.0,0.0,5.0,13.0,29.0,19.0,43.0,27.0,19.0,33.0,75.0,108.0,8934.0,4452.0,4482.0,204.8354600402955,193.64226550257442,0.0,5.596597268860533,0.0,5.596597268860533,242.58760107816713,167.33601070950468
95.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,6.0,LAS CRUCES,3,SANTA FE,2.0,86735.0,923.683.070.697,23241.0,251.612.276.302,109.107,96.241,"3,18",896.890,"88,28",6.333333333333333,1.0,5.0,51.0,17.0,6.0,2.0,3.0,10.0,17.0,6.0,16.0,13.0,6.0,11.0,26.0,53.0,20209.0,10207.0,10002.0,39.0914938888614,25.23628086496116,8.41209362165372,2.968974219407195,0.9896580731357315,1.4844871097035974,51.925149407269515,25.99480103979204
40.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,2.0,CIUDAD MONTES,16,PUENTE ARANDA,3.0,101616.0,445.578.698.505,105662.0,237.134.316.238,253.638,250.715,"3,55",1.116.511,"90,43",1.75,0.6666666666666666,5.166666666666667,99.0,2.0,18.0,51.0,21.0,22.0,30.0,29.0,25.0,30.0,26.0,29.0,69.0,122.0,97657.0,46070.0,51587.0,19.558249792641593,10.137522143829935,0.20479842714807953,1.8431858443327154,5.222359892276027,2.1503834850548347,26.481441285001083,13.37546281039797
117.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,AEROPUERTO EL DORADO,9,FONTIBON,3.0,412.0,743.536.979.514,835.0,112.301.072.173,301.375,317.179,"3,46",1.428.379,"90,03",0.5,0.5,8.5,38.0,0.0,0.0,1.0,0.0,6.0,10.0,3.0,5.0,6.0,3.0,6.0,19.0,20.0,680.0,429.0,251.0,573.5294117647059,558.8235294117648,0.0,0.0,14.705882352941176,0.0,466.2004662004662,756.9721115537849
64.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,MONTE BLANCO,19,CIUDAD BOLIVAR,1.0,1118.0,695.674.376.728,5179.0,744.457.489.488,570.619,593.937,"4,09",505.335,"83,5",0.0,0.0,1.4,3.0,6.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,4.0,0.0,1.0,4.0,8.0,4777.0,2414.0,2363.0,25.120368432070336,6.280092108017584,12.560184216035168,4.186728072011723,2.0933640360058616,0.0,33.140016570008285,16.92763436309776
48.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,TIMIZA,8,KENNEDY,2.7455555555555557,145608.0,430.438.314.853,147298.0,342.204.666.539,951.073,979.914,"3,72",999.300,"88,94",0.5555555555555556,0.3333333333333333,2.0,157.0,5.0,20.0,33.0,51.0,24.0,34.0,38.0,35.0,43.0,53.0,39.0,67.0,199.0,142655.0,68402.0,74253.0,18.646384634257476,11.005572885633171,0.350495951771757,1.401983807087028,2.3132732816935966,3.575058708071922,29.092716587234293,9.023204449651866
98.0,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,12.0,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0542105263157895,80118.0,414.026.997.622,82086.0,198.262.433.299,223.073,230.066,"3,36",1.462.840,"92,44",5.2105263157894735,1.0,4.2631578947368425,298.0,5.0,25.0,7.0,13.0,23.0,73.0,46.0,58.0,54.0,34.0,60.0,145.0,203.0,43116.0,21066.0,22050.0,80.71249652101308,69.11587345764913,1.1596623063363949,5.798311531681975,1.6235272288709528,3.0151219964746265,96.36380898129687,65.75963718820861
28.0,2015,2,0.0,0,0.0,0,3.0,1,0.0,0,5.0,EL RINCON,11,SUBA,2.287857142857143,271222.0,710.088.818.863,302006.0,42.530.735.871,923.064,981.613,"3,41",1.388.086,"91,6",1.2142857142857142,0.4285714285714285,3.5,271.0,22.0,60.0,11.0,25.0,45.0,56.0,47.0,51.0,75.0,55.0,60.0,162.0,227.0,261019.0,125124.0,135895.0,14.903129657228018,10.382385956577874,0.8428505204601965,2.298683237618717,0.42142526023009824,0.9577846823411323,18.14200313289217,11.92096839471651
17.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,2.0,SAN JOSE DE BAVARIA,11,SUBA,4.285,45368.0,43.827.316.295,47774.0,109.005.077.287,923.064,981.613,"3,41",1.388.086,"91,6",1.2,0.4,6.4,87.0,0.0,9.0,6.0,1.0,12.0,13.0,9.0,16.0,22.0,18.0,13.0,53.0,50.0,47809.0,22292.0,25517.0,21.544060741701355,18.19741052939823,0.0,1.8824907444205066,1.254993829613671,0.20916563826894516,22.429571146599677,20.770466747658425
24.0,2015,2,2.0,1,0.0,0,5.0,1,0.0,0,4.0,NIZA,11,SUBA,4.819999999999999,66141.0,756.595.298.134,65073.0,860.076.716.846,923.064,981.613,"3,41",1.388.086,"91,6",2.769230769230769,0.9230769230769232,5.3076923076923075,133.0,3.0,28.0,14.0,4.0,22.0,24.0,26.0,22.0,25.0,32.0,31.0,77.0,105.0,75777.0,34662.0,41115.0,24.01784182535598,17.551499795452447,0.3958984916267469,3.6950525885163046,1.8475262942581523,0.5278646555023292,30.292539380301193,18.72795816611942
44.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,AMERICAS,8,KENNEDY,3.22875,84178.0,380.969.402.333,84584.0,222.023.079.759,951.073,979.914,"3,72",999.300,"88,94",2.5,0.875,4.125,160.0,6.0,19.0,36.0,15.0,34.0,36.0,32.0,26.0,33.0,33.0,42.0,79.0,157.0,80745.0,38413.0,42332.0,29.22781596383677,19.815468450058827,0.7430800668772061,2.353086878444486,4.458480401263236,1.8577001671930151,40.87157993387655,18.66200510252291
62.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,TUNJUELITO,6,TUNJUELITO,2.024,48338.0,32.724.823.667,57699.0,176.315.694.126,184.528,182.532,"3,63",829.895,"87,19",3.7142857142857144,1.0,3.7142857142857144,49.0,12.0,11.0,3.0,17.0,13.0,13.0,9.0,19.0,18.0,10.0,10.0,20.0,72.0,40278.0,20006.0,20272.0,22.841253289637024,12.165450121654501,2.9792939073439597,2.731019415065296,0.7448234768359899,4.220666368737276,35.98920323902829,9.865824782951856
69.0,2015,2,1.0,1,0.0,0,0.0,0,0.0,0,0.0,ISMAEL PERDOMO,19,CIUDAD BOLIVAR,1.3691666666666666,148268.0,558.606.026.003,163692.0,293.036.581.025,570.619,593.937,"4,09",505.335,"83,5",1.0833333333333333,0.5,1.8333333333333333,90.0,24.0,14.0,29.0,45.0,22.0,36.0,25.0,39.0,33.0,25.0,22.0,42.0,160.0,153037.0,75256.0,77781.0,13.199422361912479,5.88093075530754,1.568248201415344,0.9148114508256173,1.8949665767102075,2.94046537765377,21.260763261401085,5.399776294982065
93.0,2015,2,2.0,1,0.0,0,0.0,0,0.0,0,7.0,LAS NIEVES,3,SANTA FE,2.932857142857143,47454.0,17.257.386.015,13773.0,798.093.059.287,109.107,96.241,"3,18",896.890,"88,28",11.428571428571429,1.0,7.428571428571429,412.0,7.0,22.0,1.0,5.0,40.0,77.0,57.0,59.0,81.0,59.0,74.0,185.0,262.0,15558.0,8117.0,7441.0,287.3119938295411,264.8155289883018,4.499292968247847,14.14063504306466,0.642756138321121,3.213780691605605,322.7793519773315,248.62249697621286
18.0,2015,2,0.0,0,0.0,0,2.0,1,0.0,0,6.0,BRITALIA,11,SUBA,3.272,50139.0,328.656.231.464,57730.0,175.654.664.276,923.064,981.613,"3,41",1.388.086,"91,6",1.6666666666666667,0.5,4.166666666666667,57.0,1.0,5.0,5.0,5.0,12.0,14.0,11.0,7.0,7.0,11.0,11.0,33.0,40.0,76331.0,35537.0,40794.0,9.563611114750232,7.467477171791278,0.13100837143493468,0.6550418571746734,0.6550418571746734,0.6550418571746734,11.255874159326899,8.08942491542874
15.0,2016,1,0.0,0,0.0,0,0.0,0,0.0,0,6.0,COUNTRY CLUB,1,USAQUEN,5.395,87775.0,285.606.835.551,24678.0,864.054.949.959,425.192,430.156,"3,12",1.867.529,"93,6",3.0,1.0,10.5,77.0,1.0,4.0,0.0,1.0,8.0,19.0,16.0,9.0,12.0,12.0,7.0,33.0,50.0,24687.0,11016.0,13671.0,33.62093409486774,31.190505124154413,0.4050714951188885,1.620285980475554,0.0,0.4050714951188885,45.38852578068265,24.138687733157777
86.0,2016,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,EL PORVENIR,7,BOSA,1.568,64288.0,461.032.121.294,73629.0,159.704.707.328,508.828,546.809,"3,98",703.807,"85,4",0.0,0.0,6.6,129.0,9.0,20.0,13.0,19.0,21.0,20.0,19.0,31.0,31.0,32.0,36.0,67.0,123.0,122669.0,59104.0,63565.0,15.488835810188395,10.516104313233173,0.7336816962720817,1.6304037694935152,1.0597624501707847,1.5488835810188393,20.810774228478614,10.540391725005898
71.0,2016,1,0.0,0,0.0,0,1.0,1,0.0,0,2.0,TIBABUYES,11,SUBA,2.105,193830.0,726.380.148.869,222576.0,306.418.065.453,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0.0,1.8333333333333333,232.0,13.0,57.0,19.0,28.0,52.0,44.0,44.0,53.0,42.0,64.0,50.0,144.0,205.0,268029.0,129627.0,138402.0,13.020979073159994,8.655779785023261,0.4850221431263035,2.126635550630715,0.7088785168769051,1.0446630775028076,15.81460652487522,10.40447392378723
29.0,2016,1,1.0,1,0.0,0,0.0,0,0.0,0,2.0,MINUTO DE DIOS,10,ENGATIVA,2.713333333333334,143506.0,373.264.507.687,147709.0,39.572.206.025,804.47,824.337,"3,41",1.089.512,"91,78",3.3333333333333335,1.0,3.5555555555555554,270.0,5.0,20.0,17.0,15.0,27.0,55.0,47.0,52.0,59.0,45.0,42.0,132.0,195.0,112786.0,53241.0,59545.0,28.992960119163723,23.939141382795736,0.44331743301473586,1.7732697320589434,1.507279272250102,1.3299522990442076,36.625908604271146,22.168108153497357
80.0,2016,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,CORABASTOS,8,KENNEDY,2.0025,61954.0,184.525.478.991,69277.0,375.433.248.453,951.073,979.914,"3,72",999.300,"88,94",2.75,1.0,4.75,225.0,15.0,29.0,8.0,18.0,51.0,44.0,27.0,36.0,47.0,43.0,47.0,98.0,197.0,57801.0,28946.0,28855.0,51.037179287555574,38.92666216847459,2.5951108112316392,5.017214235047836,1.384059099323541,3.1141329734779672,68.05776273060181,33.9629180384682
