codigo_upz,year,semester,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,nombre_upz,   ,nombre_localidad,estrato_mean,poblacion_2005,area_urbana_2009,poblacion_urbana_2009,densidad_urbana_2009,poblacion_por_localidad_2005,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,num_est_transmi,acceso_transmi,accesibilidad_arterial,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
109.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,2.0,CIUDAD SALITRE ORIENTAL,13,TEUSAQUILLO,4.123333333333334,14686.0,180.529.656.927,17944.0,993.964.111.241,137.53,139.298,"2,87",1.933.116,"96,03",4.0,1.0,10.666666666666666,108.0,0.0,2.0,4.0,4.0,7.0,25.0,16.0,16.0,22.0,10.0,22.0,54.0,64.0,20201.0,8910.0,11291.0,58.412949853967625,53.46269986634325,0.0,0.990049997524875,1.98009999504975,1.98009999504975,71.8294051627385,47.82570188645825
49.0,2016,2,0.0,0,1.0,1,0.0,0,1.0,1,1.0,APOGEO,7,BOSA,2.3333333333333335,41397.0,210.583.733.352,38125.0,181.044.373.149,508.828,546.809,"3,98",703.807,"85,4",3.3333333333333335,1.0,3.6666666666666665,71.0,1.0,5.0,5.0,3.0,8.0,12.0,16.0,11.0,15.0,7.0,16.0,36.0,49.0,38553.0,18538.0,20015.0,22.047570876455787,18.41620626151013,0.2593831867818328,1.296915933909164,1.296915933909164,0.7781495603454983,26.43219333261409,17.98651011741194
14.0,2016,2,0.0,0,0.0,0,1.0,1,0.0,0,13.0,USAQUEN,1,USAQUEN,4.66,34100.0,492.691.983.265,41634.0,8.450.310.014,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0.0,4.090909090909091,164.0,0.0,13.0,3.0,2.0,19.0,29.0,27.0,28.0,20.0,25.0,34.0,80.0,102.0,39260.0,18344.0,20916.0,46.35761589403974,41.77279673968415,0.0,3.3112582781456954,0.7641365257259297,0.5094243504839532,55.60401221107719,38.248231019315355
32.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,SAN BLAS,4,SAN CRISTOBAL,1.7457142857142858,93880.0,400.032.231.099,95245.0,238.093.314.977,407.552,404.35,"3,73",706.208,"83,68",0.0,0.0,3.1333333333333333,93.0,6.0,15.0,17.0,14.0,14.0,28.0,22.0,19.0,22.0,12.0,28.0,54.0,91.0,95716.0,46157.0,49559.0,15.14898240628526,9.716243888169167,0.6268544443980109,1.567136110995027,1.7760875924610304,1.4626603702620251,19.7153194531707,10.896103634052343
92.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,7.0,LA MACARENA,3,SANTA FE,2.5425,22054.0,858.972.814.617,14350.0,167.060.001.851,109.107,96.241,"3,18",896.890,"88,28",4.333333333333333,1.0,4.166666666666667,94.0,4.0,2.0,1.0,2.0,12.0,18.0,6.0,23.0,13.0,10.0,21.0,41.0,62.0,12062.0,5861.0,6201.0,85.39214060686454,77.93069142762394,3.31619963521804,1.65809981760902,0.82904990880451,1.65809981760902,105.78399590513564,66.11836800516046
11.0,2016,2,0.0,0,0.0,0,2.0,1,0.0,0,5.0,SAN CRISTOBAL NORTE,1,USAQUEN,2.3000000000000003,62234.0,275.277.506.205,72680.0,264.024.478.433,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0.0,3.5,147.0,4.0,11.0,2.0,4.0,16.0,25.0,20.0,30.0,19.0,25.0,33.0,77.0,91.0,68372.0,32535.0,35837.0,24.57146200198912,21.50002925174048,0.5850348095711695,1.608845726320716,0.29251740478558474,0.5850348095711695,27.969878592285234,21.486173507827104
36.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,SAN JOSE,18,RAFAEL URIBE URIBE,2.97,50085.0,207.947.107.119,49050.0,235.877.289.564,378.164,378.78,"3,72",591.317,"87,06",3.7142857142857144,1.0,2.7142857142857144,189.0,8.0,12.0,28.0,23.0,37.0,45.0,24.0,45.0,42.0,33.0,34.0,81.0,179.0,46509.0,21989.0,24520.0,55.903158528456856,40.63729600722441,1.7200971854909803,2.5801457782364703,6.0203401492184305,4.945279408286567,81.40433853290281,33.03425774877651
53.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,MARCO FIDEL SUAREZ,18,RAFAEL URIBE URIBE,2.442857142857143,68560.0,184.536.569.132,65877.0,35.698.615.353,378.164,378.78,"3,72",591.317,"87,06",3.0,0.8571428571428571,2.0,96.0,10.0,8.0,5.0,12.0,15.0,17.0,18.0,25.0,19.0,19.0,18.0,48.0,83.0,48024.0,23187.0,24837.0,27.278027652840247,19.99000499750125,2.0822921872397133,1.665833749791771,1.0411460936198567,2.498750624687656,35.79592012765774,19.326005556226598
50.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,LA GLORIA,4,SAN CRISTOBAL,1.9327272727272728,15373.0,38.585.775.934,102299.0,265.121.012.922,407.552,404.35,"3,73",706.208,"83,68",0.0714285714285714,0.0714285714285714,1.5,104.0,14.0,36.0,7.0,18.0,19.0,35.0,23.0,20.0,25.0,33.0,24.0,77.0,102.0,93377.0,45263.0,48114.0,19.169602792979,11.137646315473832,1.4992985424676313,3.85533910920248,0.7496492712338156,1.92766955460124,22.534962331263948,16.00365797896662
110.0,2016,2,1.0,1,0.0,0,1.0,1,0.0,0,2.0,CIUDAD SALITRE OCCIDENTAL,9,FONTIBON,4.074999999999999,35890.0,225.701.253.811,41106.0,182.125.705.134,301.375,317.179,"3,46",1.428.379,"90,03",3.5,1.0,14.5,146.0,0.0,1.0,4.0,6.0,10.0,31.0,19.0,24.0,21.0,17.0,35.0,45.0,112.0,42204.0,19736.0,22468.0,37.20026537768932,34.59387735759644,0.0,0.2369443654629893,0.9477774618519572,1.4216661927779357,56.74908796108634,20.02848495638241
10.0,2016,2,0.0,0,0.0,0,0.0,0,4.0,1,1.0,LA URIBE,1,USAQUEN,2.87125,13585.0,3.452.642.542,17055.0,493.969.468.097,425.192,430.156,"3,12",1.867.529,"93,6",0.5555555555555556,0.2222222222222222,3.2222222222222223,143.0,1.0,14.0,4.0,1.0,26.0,20.0,21.0,25.0,20.0,20.0,31.0,78.0,85.0,28276.0,12981.0,15295.0,57.64606026312067,50.5729240345169,0.3536568114301882,4.951195360022634,1.4146272457207527,0.3536568114301882,65.48031738695016,50.99705786204642
42.0,2016,2,0.0,0,0.0,0,1.0,1,3.0,1,1.0,VENECIA,6,TUNJUELITO,2.4250000000000003,136190.0,659.377.024.137,144420.0,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",2.1875,0.8125,4.125,360.0,8.0,31.0,45.0,42.0,46.0,84.0,62.0,83.0,73.0,69.0,69.0,153.0,333.0,130298.0,63494.0,66804.0,37.299114337902346,27.628973583631367,0.6139771907473637,2.3791616141460343,3.453621697953921,3.22338025142366,52.4459004000378,22.902820190407763
103.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,2.0,PARQUE SALITRE,12,BARRIOS UNIDOS,3.0,3651.0,165.246.908.484,4141.0,250.594.703.283,223.073,230.066,"3,36",1.462.840,"92,44",1.6666666666666667,0.6666666666666666,5.0,28.0,1.0,0.0,0.0,1.0,5.0,4.0,3.0,4.0,6.0,4.0,4.0,13.0,17.0,1476.0,779.0,697.0,203.2520325203252,189.7018970189702,6.775067750677507,0.0,0.0,6.775067750677507,218.22849807445442,186.51362984218076
21.0,2016,2,0.0,0,0.0,0,4.0,1,0.0,0,13.0,LOS ANDES,12,BARRIOS UNIDOS,3.762,45172.0,274.816.645.782,46625.0,169.658.573.145,223.073,230.06599999999997,"3,36",1.462.840,"92,44",10.4,1.0,4.4,177.0,0.0,1.0,5.0,5.0,6.0,38.0,26.0,37.0,26.0,24.0,31.0,80.0,108.0,27482.0,12497.0,14985.0,68.4084127792737,64.40579288261408,0.0,0.3638745360599665,1.8193726802998327,1.8193726802998327,86.42074097783468,53.386720053386725
55.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,DIANA TURBAY,18,RAFAEL URIBE URIBE,1.5539999999999998,75972.0,211.433.160.976,79191.0,374.543.896.683,378.164,378.78,"3,72",591.317,"87,06",0.0,0.0,1.4,102.0,13.0,23.0,9.0,13.0,16.0,24.0,25.0,26.0,27.0,26.0,16.0,54.0,106.0,71340.0,34519.0,36821.0,22.4278104850014,14.297729184188395,1.822259601906364,3.2239977572189513,1.2615643397813288,1.822259601906364,30.707726179785045,14.665544118845224
113.0,2016,2,0.0,0,0.0,0,1.0,1,0.0,0,1.0,BAVARIA,8,KENNEDY,3.2925,20854.0,27.722.789.458,20993.0,757.247.030.708,951.073,979.914,"3,72",999.300,"88,94",1.6,0.6,5.2,96.0,3.0,3.0,17.0,0.0,10.0,19.0,14.0,18.0,13.0,23.0,22.0,44.0,75.0,34992.0,16455.0,18537.0,34.00777320530407,27.434842249657063,0.8573388203017832,0.8573388203017832,4.858253315043438,0.0,45.57885141294439,23.736311161460865
60.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,PARQUE ENTRENUBES,5,USME,1.11,659.0,382.019.721.793,1948.0,0.0,338.578,346.6055,"4,07",569.872,"82,91",0.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,8.0,1205.0,619.0,586.0,82.98755186721992,49.792531120331944,16.59751037344398,0.0,16.59751037344398,0.0,129.24071082390955,34.129692832764505
90.0,2016,2,0.0,0,0.0,0,3.0,1,0.0,0,19.0,PARDO RUBIO,2,CHAPINERO,3.05,19711.0,285.199.005.156,37191.0,130.403.680.685,122.827,122.507,"2,43",2.288.835,"96,61",1.5714285714285714,0.7142857142857143,4.285714285714286,262.0,21.0,16.0,8.0,8.0,35.0,58.0,36.0,37.0,52.0,42.0,55.0,122.0,193.0,45110.0,21916.0,23194.0,69.82930614054533,58.08024828197739,4.655287076036355,3.5468853912657945,1.7734426956328972,1.7734426956328972,88.0635152400073,52.59981029576615
67.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,LUCERO,19,CIUDAD BOLIVAR,1.256470588235294,153504.0,586.386.549.887,162669.0,277.409.159.592,570.619,593.937,"4,09",505.335,"83,5",0.1176470588235294,0.0588235294117647,1.7647058823529411,132.0,38.0,48.0,14.0,25.0,32.0,35.0,38.0,49.0,26.0,36.0,41.0,105.0,152.0,153184.0,76233.0,76951.0,16.777209108000836,8.61708794652183,2.4806768330896176,3.133486526007938,0.9139335700856487,1.6320242322958012,19.938871617278604,13.645046847994179
83.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,LAS MARGARITAS,8,KENNEDY,2.0,12216.0,147.241.546.489,14786.0,100.420.026.498,951.073,979.914,"3,72",999.300,"88,94",0.5,0.5,5.5,54.0,0.0,3.0,19.0,2.0,7.0,8.0,11.0,10.0,14.0,13.0,15.0,23.0,55.0,25502.0,12155.0,13347.0,30.585836404987845,21.174809818837737,0.0,1.1763783232687632,7.450396047368834,0.7842522155125088,45.248868778280546,17.232336854723908
101.0,2016,2,1.0,1,0.0,0,2.0,1,0.0,0,13.0,TEUSAQUILLO,13,TEUSAQUILLO,3.8711111111111105,26797.0,235.700.797.363,27316.0,115.892.692.369,137.53,139.298,"2,87",1.933.116,"96,03",6.5,1.0,5.9,331.0,1.0,14.0,11.0,10.0,35.0,60.0,39.0,57.0,62.0,39.0,75.0,163.0,204.0,25484.0,11742.0,13742.0,144.01192905352377,129.8854183016795,0.3924030764401193,5.493643070161671,4.316433840841312,3.924030764401193,173.73530914665304,118.61446659874836
54.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,MARRUECOS,18,RAFAEL URIBE URIBE,1.83,89511.0,362.888.498.604,96465.0,265.825.454.295,378.164,378.78,"3,72",591.317,"87,06",1.9090909090909092,0.7272727272727273,2.5454545454545454,145.0,15.0,14.0,16.0,24.0,29.0,35.0,27.0,21.0,35.0,32.0,35.0,68.0,146.0,107562.0,55424.0,52138.0,19.89550212900467,13.480597236942414,1.3945445417526636,1.3015749056358195,1.4875141778695078,2.231271266804262,26.342378752886837,13.042310790594193
78.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,TINTAL NORTE,8,KENNEDY,1.956,13302.0,343.372.626.881,29348.0,854.698.298.655,951.073,979.914,"3,72",999.300,"88,94",0.0,0.0,4.166666666666667,32.0,0.0,5.0,5.0,8.0,5.0,7.0,9.0,4.0,7.0,6.0,12.0,16.0,34.0,25050.0,11924.0,13126.0,19.96007984031936,12.774451097804391,0.0,1.996007984031936,1.996007984031936,3.193612774451098,28.513921502851392,12.189547463050433
100.0,2016,2,1.0,1,0.0,0,2.0,1,1.0,1,7.0,GALERIAS,13,TEUSAQUILLO,3.59625,33355.0,237.568.113.094,34344.0,144.564.855.749,137.53,139.298,"2,87",1.933.116,"96,03",4.222222222222222,1.0,6.222222222222222,293.0,1.0,18.0,6.0,8.0,44.0,47.0,33.0,48.0,46.0,52.0,56.0,128.0,198.0,33457.0,15238.0,18219.0,97.43850315330126,87.57509639238427,0.29889111396718177,5.380040051409272,1.7933466838030905,2.391128911737454,129.93831211445072,70.25632581371096
34.0,2016,2,0.0,0,0.0,0,0.0,0,1.0,1,0.0,20 DE JULIO,4,SAN CRISTOBAL,2.346363636363636,72001.0,262.535.666.687,92353.0,351.773.155.874,407.552,404.3500000000001,"3,73",706.208,"83,68",2.1666666666666665,1.0,2.5,236.0,6.0,19.0,19.0,23.0,43.0,48.0,42.0,43.0,54.0,28.0,45.0,92.0,211.0,78777.0,38113.0,40664.0,38.46300316082105,29.957982659913426,0.7616436269469515,2.411871485332013,2.411871485332013,2.9196339032966474,55.36168761315037,22.624434389140273
106.0,2016,2,0.0,0,0.0,0,1.0,1,0.0,0,1.0,LA ESMERALDA,13,TEUSAQUILLO,4.164,33512.0,192.878.482.398,33784.0,175.156.915.276,137.53,139.298,"2,87",1.933.116,"96,03",3.4,1.0,6.0,106.0,0.0,4.0,9.0,5.0,20.0,22.0,8.0,14.0,20.0,13.0,27.0,37.0,87.0,35167.0,15426.0,19741.0,35.26032928597833,30.14189438962664,0.0,1.137429976967043,2.5592174481758465,1.4217874712088037,56.39828860365617,18.742718200699052
91.0,2016,2,2.0,1,0.0,0,0.0,0,0.0,0,10.0,SAGRADO CORAZON,3,SANTA FE,3.3285714285714287,13842.0,146.189.273.671,5879.0,40.214.988.777,109.107,96.241,"3,18",896.890,"88,28",6.0,1.0,5.285714285714286,209.0,0.0,5.0,0.0,4.0,13.0,35.0,29.0,32.0,49.0,18.0,42.0,83.0,135.0,9270.0,4618.0,4652.0,235.16720604099245,225.45846817691478,0.0,5.393743257820927,0.0,4.314994606256742,292.33434387180597,178.41788478073946
95.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,6.0,LAS CRUCES,3,SANTA FE,2.0,86735.0,923.683.070.697,23241.0,251.612.276.302,109.107,96.241,"3,18",896.890,"88,28",6.333333333333333,1.0,5.0,83.0,7.0,11.0,1.0,3.0,10.0,18.0,22.0,21.0,16.0,7.0,11.0,36.0,69.0,20218.0,10201.0,10017.0,51.93392026906717,41.05252745078643,3.4622613512711444,5.4406964091403704,0.4946087644673064,1.483826293401919,67.64042740907755,35.93890386343217
40.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,2.0,CIUDAD MONTES,16,PUENTE ARANDA,3.0,101616.0,445.578.698.505,105662.0,237.134.316.238,253.638,250.715,"3,55",1.116.511,"90,43",1.75,0.6666666666666666,5.166666666666667,149.0,3.0,10.0,56.0,12.0,28.0,41.0,33.0,28.0,44.0,30.0,26.0,80.0,150.0,97517.0,46038.0,51479.0,23.585631223273893,15.279387183773085,0.30763866812965945,1.0254622270988647,5.742588471753643,1.2305546725186378,32.58178026847387,15.540317410983118
117.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,AEROPUERTO EL DORADO,9,FONTIBON,3.0,412.0,743.536.979.514,835.0,112.301.072.173,301.375,317.179,"3,46",1.428.379,"90,03",0.5,0.5,8.5,52.0,0.0,2.0,1.0,2.0,5.0,8.0,11.0,10.0,8.0,8.0,7.0,19.0,38.0,702.0,451.0,251.0,811.965811965812,740.7407407407406,0.0,28.490028490028493,14.245014245014247,28.490028490028493,842.5720620842573,756.9721115537849
64.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,MONTE BLANCO,19,CIUDAD BOLIVAR,1.0,1118.0,695.674.376.728,5179.0,744.457.489.488,570.619,593.937,"4,09",505.335,"83,5",0.0,0.0,1.4,5.0,3.0,2.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,2.0,1.0,4.0,6.0,4952.0,2508.0,2444.0,20.193861066235865,10.096930533117932,6.058158319870759,4.0387722132471735,0.0,0.0,23.923444976076553,16.366612111292962
48.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,TIMIZA,8,KENNEDY,2.7455555555555557,145608.0,430.438.314.853,147298.0,342.204.666.539,951.073,979.914,"3,72",999.300,"88,94",0.5555555555555556,0.3333333333333333,2.0,170.0,5.0,12.0,26.0,26.0,18.0,35.0,38.0,37.0,29.0,39.0,43.0,71.0,168.0,141933.0,68053.0,73880.0,16.838931044929648,11.97748233321356,0.35227889215333996,0.8454693411680159,1.831850239197368,1.831850239197368,24.686641294285337,9.61017866811045
98.0,2016,2,0.0,0,1.0,1,2.0,1,0.0,0,17.0,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0542105263157895,80118.0,414.026.997.622,82086.0,198.262.433.299,223.073,230.066,"3,36",1.462.840,"92,44",5.2105263157894735,1.0,4.2631578947368425,367.0,2.0,13.0,10.0,23.0,26.0,72.0,57.0,63.0,69.0,53.0,75.0,152.0,263.0,41720.0,20398.0,21322.0,99.47267497603067,87.96740172579099,0.47938638542665385,3.11601150527325,2.396931927133269,5.512943432406519,128.93420923619962,71.28787168183096
28.0,2016,2,0.0,0,0.0,0,4.0,1,0.0,0,6.0,EL RINCON,11,SUBA,2.287857142857143,271222.0,710.088.818.863,302006.0,42.530.735.871,923.064,981.613,"3,41",1.388.086,"91,6",1.2142857142857142,0.4285714285714285,3.5,442.0,14.0,42.0,15.0,48.0,69.0,96.0,61.0,82.0,88.0,74.0,91.0,235.0,326.0,262149.0,125581.0,136568.0,21.400043486719387,16.86064032286982,0.5340474310411254,1.6021422931233764,0.5721936761154915,1.831019763569573,25.9593409831105,17.20754495928768
17.0,2016,2,0.0,0,0.0,0,2.0,1,0.0,0,2.0,SAN JOSE DE BAVARIA,11,SUBA,4.285,45368.0,43.827.316.295,47774.0,109.005.077.287,923.064,981.613,"3,41",1.388.086,"91,6",1.2,0.4,6.4,101.0,2.0,3.0,7.0,0.0,8.0,15.0,6.0,18.0,20.0,21.0,25.0,52.0,61.0,47566.0,22136.0,25430.0,23.75646470167767,21.233654290880043,0.4204684017996048,0.630702602699407,1.4716394062986167,0.0,27.55692085290929,20.448289421942587
24.0,2016,2,2.0,1,1.0,1,6.0,1,0.0,0,5.0,NIZA,11,SUBA,4.819999999999999,66141.0,756.595.298.134,65073.0,860.076.716.846,923.064,981.613,"3,41",1.388.086,"91,6",2.769230769230769,0.9230769230769232,5.3076923076923075,197.0,0.0,21.0,11.0,8.0,28.0,38.0,26.0,38.0,41.0,32.0,34.0,95.0,142.0,75953.0,34712.0,41241.0,31.203507432227823,25.937092675733677,0.0,2.7648677471594274,1.4482640580358905,1.0532829512988295,40.90804332795575,23.035328920249267
44.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,AMERICAS,8,KENNEDY,3.22875,84178.0,380.969.402.333,84584.0,222.023.079.759,951.073,979.914,"3,72",999.300,"88,94",2.5,0.875,4.125,246.0,5.0,10.0,34.0,16.0,35.0,49.0,25.0,38.0,45.0,63.0,56.0,105.0,206.0,80178.0,38089.0,42089.0,38.78869515328394,30.681733143755142,0.623612462271446,1.247224924542892,4.240564743445833,1.9955598792686273,54.0838562314579,24.94713583121481
62.0,2016,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,TUNJUELITO,6,TUNJUELITO,2.024,48338.0,32.724.823.667,57699.0,176.315.694.126,184.528,182.532,"3,63",829.895,"87,19",3.7142857142857144,1.0,3.7142857142857144,88.0,6.0,18.0,9.0,13.0,12.0,17.0,15.0,27.0,27.0,13.0,23.0,53.0,81.0,39950.0,19871.0,20079.0,33.541927409261575,22.027534418022526,1.5018773466833542,4.505632040050062,2.252816020025031,3.254067584480601,40.76292083941422,26.395736839484037
69.0,2016,2,1.0,1,1.0,1,0.0,0,0.0,0,0.0,ISMAEL PERDOMO,19,CIUDAD BOLIVAR,1.3691666666666666,148268.0,558.606.026.003,163692.0,293.036.581.025,570.619,593.937,"4,09",505.335,"83,5",1.0833333333333333,0.5,1.8333333333333333,119.0,14.0,39.0,20.0,30.0,25.0,33.0,40.0,29.0,28.0,35.0,32.0,82.0,140.0,153409.0,75406.0,78003.0,14.471119686589443,7.75704163380245,0.9125931333885234,2.542223728725173,1.3037044762693193,1.955556714403979,18.5661618438851,10.51241618912093
93.0,2016,2,2.0,1,0.0,0,0.0,0,0.0,0,7.0,LAS NIEVES,3,SANTA FE,2.932857142857143,47454.0,17.257.386.015,13773.0,798.093.059.287,109.107,96.241,"3,18",896.890,"88,28",11.428571428571429,1.0,7.428571428571429,537.0,10.0,17.0,3.0,2.0,39.0,95.0,56.0,97.0,97.0,87.0,98.0,217.0,352.0,15774.0,8206.0,7568.0,360.7201724356536,340.4336249524534,6.339546088500064,10.777228350450107,1.9018638265500192,1.2679092177000129,428.9544235924933,286.7336152219873
18.0,2016,2,0.0,0,0.0,0,2.0,1,1.0,1,6.0,BRITALIA,11,SUBA,3.272,50139.0,328.656.231.464,57730.0,175.654.664.276,923.064,981.613,"3,41",1.388.086,"91,6",1.6666666666666667,0.5,4.166666666666667,112.0,1.0,10.0,7.0,0.0,20.0,15.0,23.0,21.0,11.0,21.0,19.0,52.0,78.0,78362.0,36404.0,41958.0,16.589673566269365,14.292641841708992,0.12761287358668744,1.2761287358668743,0.893290115106812,0.0,21.42621689924184,12.39334572667906
15.0,2017,1,0.0,0,0.0,0,0.0,0,2.0,1,6.0,COUNTRY CLUB,1,USAQUEN,5.395,87775.0,285.606.835.551,24678.0,864.054.949.959,425.192,430.156,"3,12",1.867.529,"93,6",3.0,1.0,10.5,112.0,0.0,1.0,1.0,0.0,10.0,33.0,14.0,11.0,16.0,12.0,18.0,51.0,63.0,24508.0,10957.0,13551.0,46.51542353517219,45.69936347315162,0.0,0.4080300310102824,0.4080300310102824,0.0,57.497490188920324,37.63559884879345
86.0,2017,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,EL PORVENIR,7,BOSA,1.568,64288.0,461.032.121.294,73629.0,159.704.707.328,508.828,546.809,"3,98",703.807,"85,4",0.0,0.0,6.6,136.0,6.0,29.0,10.0,28.0,22.0,24.0,32.0,37.0,33.0,28.0,33.0,83.0,126.0,126779.0,60921.0,65858.0,16.48538007083192,10.727328658531777,0.4732644996411078,2.2874450815986873,0.7887741660685129,2.208567664991836,20.68252326783868,12.602872847641896
71.0,2017,1,0.0,0,0.0,0,1.0,1,0.0,0,2.0,TIBABUYES,11,SUBA,2.105,193830.0,726.380.148.869,222576.0,306.418.065.453,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0.0,1.8333333333333333,413.0,19.0,53.0,25.0,43.0,84.0,93.0,78.0,79.0,72.0,75.0,72.0,221.0,332.0,270336.0,130701.0,139635.0,20.45602509469697,15.27728456439394,0.702829071969697,1.9605232007575757,0.9247750946969697,1.5906131628787878,25.401488894499657,15.82697747699359
29.0,2017,1,1.0,1,0.0,0,1.0,1,1.0,1,3.0,MINUTO DE DIOS,10,ENGATIVA,2.713333333333334,143506.0,373.264.507.687,147709.0,39.572.206.025,804.47,824.337,"3,41",1.089.512,"91,78",3.3333333333333335,1.0,3.5555555555555554,415.0,5.0,16.0,29.0,32.0,56.0,85.0,59.0,89.0,78.0,57.0,73.0,161.0,336.0,110868.0,52265.0,58603.0,44.828083847458245,37.431900999386656,0.4509867590287549,1.4431576288920158,2.6157232023667785,2.8863152577840316,64.28776427819764,27.47299626298995
80.0,2017,1,0.0,0,0.0,0,1.0,1,0.0,0,0.0,CORABASTOS,8,KENNEDY,2.0025,61954.0,184.525.478.991,69277.0,375.433.248.453,951.073,979.914,"3,72",999.300,"88,94",2.75,1.0,4.75,320.0,15.0,19.0,15.0,25.0,37.0,74.0,46.0,52.0,57.0,62.0,66.0,123.0,271.0,57272.0,28666.0,28606.0,68.7945243749127,55.873725380639755,2.6190808772174887,3.3175024444754855,2.6190808772174887,4.365134795362481,94.53708225772692,42.99797245333147
99.0,2017,1,6.0,1,1.0,1,1.0,1,0.0,0,13.0,CHAPINERO,2,CHAPINERO,3.692,13261.0,15.930.253.068,20282.0,127.317.500.315,122.827,122.507,"2,43",2.288.835,"96,61",3.6666666666666665,1.0,10.333333333333334,860.0,2.0,13.0,9.0,16.0,77.0,139.0,106.0,133.0,117.0,138.0,190.0,363.0,537.0,23247.0,11478.0,11769.0,387.14672861014327,369.9402073385813,0.860326063578096,5.592119413257625,3.8714672861014323,6.882608508624768,467.8515420805018,308.4374203415753
3.0,2017,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,GUAYMARAL,11,SUBA,6.0,0.0,453.636.704.291,167.0,0.368135996096,923.064,981.613,"3,41",1.388.086,"91,6",0.0,0.0,3.7142857142857144,13.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,6.0,7.0,1996.0,964.0,1032.0,65.13026052104208,65.13026052104208,0.0,0.0,0.0,0.0,72.61410788381743,58.13953488372093
97.0,2017,1,9.0,1,0.0,0,1.0,1,1.0,1,7.0,CHICO LAGO,2,CHAPINERO,5.211875,5899.0,422.447.428.769,26291.0,622.349.627.659,122.827,122.507,"2,43",2.288.835,"96,61",3.9375,0.9375,6.125,1191.0,3.0,6.0,9.0,14.0,104.0,187.0,120.0,197.0,178.0,182.0,255.0,550.0,673.0,33535.0,15501.0,18034.0,364.6936036976293,355.15133442671834,0.8945877441479052,1.7891754882958104,2.6837632324437157,4.174742806023557,434.16553770724465,304.979483198403
94.0,2017,1,3.0,1,0.0,0,0.0,0,1.0,1,3.0,LA CANDELARIA,17,CANDELARIA,2.40875,22622.0,206.024.323.421,24095.0,116.952.210.302,22.621,22.115,"2,83",1.050.888,"88,9",4.777777777777778,0.8888888888888888,4.0,410.0,5.0,22.0,6.0,6.0,36.0,79.0,53.0,75.0,77.0,47.0,82.0,232.0,217.0,17049.0,8761.0,8288.0,263.35855475394453,240.48331280427004,2.932723326881342,12.903982638277904,3.5192679922576104,3.5192679922576104,247.6886200205456,279.9227799227799
76.0,2017,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,FONTIBON SAN PABLO,9,FONTIBON,2.186666666666667,30005.0,359.967.843.163,32134.0,892.690.850.317,301.375,317.179,"3,46",1.428.379,"90,03",0.0,0.0,5.25,106.0,0.0,8.0,8.0,9.0,10.0,17.0,12.0,22.0,28.0,15.0,27.0,54.0,77.0,32605.0,15964.0,16641.0,40.177886827173744,32.51035117313295,0.0,2.453611409293053,2.453611409293053,2.760312835454685,48.2335254322225,32.44997295835587
