ZAT,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo
152.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
148.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
850.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
849.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
764.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
770.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
668.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
713.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
714.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
721.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
771.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
772.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
769.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
666.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
667.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
669.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
671.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
776.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
774.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
778.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
777.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
782.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
544.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
545.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
766.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
543.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
775.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
945.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
623.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
768.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
567.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
568.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
553.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
555.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
556.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
558.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
554.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
560.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
563.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
530.0,2011,0.0,0,0.0,0,0.0,0,0.0,0,0.0
