codigo_upz,year,quarter,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,estrato_mean,poblacion_2005,poblacion_urbana_2009,num_est_transmi,acceso_transmi,accesibilidad_arterial,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,nombre_localidad,nombre_upz,theft_to_people,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,male_index,female_index
22.0,2019,1,1.0,1,0.0,0,5.0,1,0.0,0,2.0,3.292222222222222,847206.0,887247.0,37.0,8,38.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,DOCE DE OCTUBRE,22.0,0.0,9.0,13.0,67629.0,32457.0,35172.0,3.253042333910009,3.253042333910009,4.005299319099116,2.5588536335721597
105.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.67,1601.0,2464.0,4.0,1,11.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,JARDIN BOTANICO,5.0,0.0,2.0,3.0,2616.0,1504.0,1112.0,19.1131498470948,19.1131498470948,19.946808510638295,17.98561151079137
104.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,3.0,4.0,19494.0,20424.0,21.0,5,34.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,PARQUE SIMON BOLIVAR - CAN,16.0,0.0,8.0,8.0,3087.0,1586.0,1501.0,51.830255911888564,51.830255911888564,50.441361916771754,53.29780146568954
74.0,2019,1,0.0,0,0.0,0,1.0,1,0.0,0,2.0,2.0016666666666665,712512.0,784968.0,0.0,0,15.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ENGATIVA,6.0,0.0,3.0,3.0,138394.0,66983.0,71411.0,0.43354480685578856,0.43354480685578856,0.4478748339130824,0.42010334542297406
47.0,2019,1,0.0,0,0.0,0,1.0,1,0.0,0,1.0,3.0,865592.0,770256.0,9.0,4,28.0,979.914,"3,72",999.300,"88,94",KENNEDY,KENNEDY CENTRAL,18.0,0.0,9.0,9.0,94456.0,44672.0,49784.0,1.9056491911577877,1.9056491911577877,2.0146848137535818,1.807809738068456
70.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.1733333333333331,789975.0,888237.0,0.0,0,23.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,JERUSALEM,6.0,0.0,2.0,4.0,97492.0,47838.0,49654.0,0.6154351126246256,0.6154351126246256,0.8361553576654542,0.4027872880331897
66.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.8425,597168.0,609704.0,4.0,3,26.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,SAN FRANCISCO,11.0,0.0,5.0,6.0,69426.0,34000.0,35426.0,1.5844208221703684,1.5844208221703684,1.7647058823529413,1.4113927623779146
65.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.463333333333334,349194.0,364512.0,9.0,3,21.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,ARBORIZADORA,14.0,0.0,5.0,9.0,79580.0,38071.0,41509.0,1.759235988941945,1.759235988941945,2.3640040976071024,1.2045580476523163
79.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.1333333333333333,167274.0,204984.0,3.0,2,22.0,979.914,"3,72",999.300,"88,94",KENNEDY,CALANDAIMA,14.0,0.0,4.0,10.0,124532.0,58974.0,65558.0,1.1242090386406707,1.1242090386406707,1.6956624953369281,0.61014674029104
59.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,163808.0,216380.0,0.0,0,6.0,314.431,"4,07",569.872,"82,91",USME,ALFONSO LOPEZ,3.0,0.0,2.0,1.0,49878.0,24695.0,25183.0,0.6014675808973896,0.6014675808973896,0.4049402713099817,0.7941865544216336
45.0,2019,1,0.0,0,0.0,0,1.0,1,1.0,1,1.0,2.7914285714285714,737583.0,674359.0,9.0,4,35.0,979.914,"3,72",999.300,"88,94",KENNEDY,CARVAJAL,18.0,0.0,6.0,12.0,90319.0,43587.0,46732.0,1.9929361485401744,1.9929361485401744,2.753114460733705,1.283916802191218
20.0,2019,1,1.0,1,0.0,0,7.0,1,40.0,1,16.0,4.996666666666667,231126.0,219822.0,33.0,6,26.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA ALHAMBRA,24.0,0.0,13.0,11.0,41140.0,18539.0,22601.0,5.8337384540593105,5.8337384540593105,5.933437617994498,5.751957877970002
51.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.68875,263745.0,660861.0,0.0,0,15.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LOS LIBERTADORES,2.0,0.0,1.0,1.0,75389.0,36613.0,38776.0,0.2652906922760615,0.2652906922760615,0.27312703138229594,0.2578914792655251
115.0,2019,1,1.0,1,2.0,1,0.0,0,0.0,0,3.0,3.314,77135.0,83285.0,6.0,3,26.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CAPELLANIA,14.0,0.0,3.0,11.0,17600.0,8297.0,9303.0,7.954545454545455,7.954545454545455,13.257804025551405,3.224766204450177
43.0,2019,1,0.0,0,0.0,0,2.0,1,1.0,1,1.0,3.0,844074.0,844239.0,17.0,8,31.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,SAN RAFAEL,13.0,0.0,5.0,8.0,72177.0,34309.0,37868.0,1.8011277830887957,1.8011277830887957,2.331749686671136,1.3203760430970741
25.0,2019,1,2.0,1,2.0,1,4.0,1,0.0,0,6.0,4.04,127070.0,126620.0,24.0,5,25.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA FLORESTA,17.0,0.0,6.0,11.0,42823.0,19418.0,23405.0,3.969829297340214,3.969829297340214,5.664847049129673,2.563554795983764
56.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.508,205135.0,253351.0,6.0,6,8.0,314.431,"4,07",569.872,"82,91",USME,DANUBIO,10.0,0.0,2.0,8.0,52258.0,25327.0,26931.0,1.913582609361246,1.913582609361246,3.1586844079440914,0.7426385949277784
26.0,2019,1,0.0,0,3.0,1,5.0,1,1.0,1,5.0,3.0646153846153847,1441973.0,1441167.0,19.0,5,69.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,LAS FERIAS,45.0,0.0,22.0,23.0,100323.0,47687.0,52636.0,4.485511796896026,4.485511796896026,4.823117411453856,4.179648909491602
102.0,2019,1,1.0,1,2.0,1,3.0,1,0.0,0,11.0,2.8186666666666667,764715.0,782955.0,131.0,15,94.0,94.944,"3,53",1.059.511,"89,78",LOS MARTIRES,LA SABANA,63.0,0.0,20.0,43.0,39473.0,18761.0,20712.0,15.960276644795178,15.960276644795178,22.919886999626886,9.656237929702588
2.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.058,10545.0,13800.0,3.0,2,95.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA ACADEMIA,1.0,0.0,0.0,1.0,4483.0,2177.0,2306.0,2.230649118893598,2.230649118893598,4.593477262287552,0.0
116.0,2019,1,1.0,1,1.0,1,0.0,0,1.0,1,4.0,3.155,24638.0,27282.0,3.0,1,17.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ALAMOS,8.0,0.0,3.0,5.0,11944.0,5613.0,6331.0,6.697923643670462,6.697923643670462,8.907892392659896,4.73858790080556
81.0,2019,1,0.0,0,0.0,0,1.0,1,3.0,1,1.0,2.0025,290204.0,283616.0,1.0,1,16.0,979.914,"3,72",999.300,"88,94",KENNEDY,GRAN BRITALIA,5.0,0.0,1.0,4.0,63103.0,30784.0,32319.0,0.792355355529848,0.792355355529848,1.2993762993762994,0.3094155140938767
52.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,614920.0,740280.0,0.0,0,176.0,314.431,"4,07",569.872,"82,91",USME,LA FLORA,4.0,0.0,2.0,2.0,18698.0,9295.0,9403.0,2.139266231682533,2.139266231682533,2.1516944593867673,2.126980750824205
33.0,2019,1,0.0,0,0.0,0,2.0,1,0.0,0,0.0,2.8193333333333332,1647904.0,748256.0,42.0,13,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,SOSIEGO,8.0,0.0,4.0,4.0,42929.0,20777.0,22152.0,1.8635421276992243,1.8635421276992243,1.9252057563652114,1.8057060310581439
19.0,2019,1,2.0,1,3.0,1,6.0,1,2.0,1,8.0,3.51625,692512.0,712104.0,25.0,8,34.0,981.613,"3,41",1.388.086,"91,6",SUBA,EL PRADO,29.0,0.0,14.0,15.0,100927.0,46205.0,54722.0,2.8733639164940996,2.8733639164940996,3.246401904555784,2.558386023902635
41.0,2019,1,0.0,0,0.0,0,1.0,1,0.0,0,2.0,3.0,523602.0,513468.0,24.0,8,22.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,MUZU,11.0,0.0,5.0,6.0,57874.0,27440.0,30434.0,1.900680789300895,1.900680789300895,2.186588921282799,1.6428993888414274
37.0,2019,1,0.0,0,1.0,1,1.0,1,0.0,0,5.0,3.0,307027.0,315602.0,40.0,7,41.0,94.944,"3,53",1.059.511,"89,78",LOS MARTIRES,SANTA ISABEL,10.0,0.0,4.0,6.0,43484.0,19996.0,23488.0,2.2996964400699107,2.2996964400699107,3.000600120024005,1.7029972752043596
107.0,2019,1,0.0,0,1.0,1,3.0,1,1.0,1,3.0,3.77,207448.0,216792.0,32.0,8,35.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,QUINTA PAREDES,9.0,0.0,1.0,8.0,26739.0,11967.0,14772.0,3.365870077415012,3.365870077415012,6.685050555694827,0.6769564040075818
73.0,2019,1,1.0,1,0.0,0,3.0,1,1.0,1,3.0,2.775714285714286,955689.0,1044302.0,4.0,2,40.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,GARCES NAVAS,25.0,0.0,11.0,14.0,163652.0,77170.0,86482.0,1.5276318040720556,1.5276318040720556,1.8141764934560063,1.271940981938438
31.0,2019,1,0.0,0,1.0,1,2.0,1,0.0,0,4.0,3.318333333333334,409362.0,391260.0,10.0,4,38.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,SANTA CECILIA,21.0,0.0,8.0,13.0,66554.0,31112.0,35442.0,3.1553325119451876,3.1553325119451876,4.178452044227308,2.257208961119576
58.0,2019,1,0.0,0,0.0,0,0.0,0,1.0,1,0.0,1.5654545454545454,857659.0,954745.0,0.0,0,29.0,314.431,"4,07",569.872,"82,91",USME,COMUNEROS,3.0,0.0,2.0,1.0,94210.0,46146.0,48064.0,0.3184375331705764,0.3184375331705764,0.21670350626273133,0.41611185086551267
13.0,2019,1,3.0,1,1.0,1,5.0,1,2.0,1,3.0,4.381666666666667,1717632.0,1842552.0,20.0,5,88.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,LOS CEDROS,36.0,0.0,19.0,17.0,126708.0,56234.0,70474.0,2.8411781418694955,2.8411781418694955,3.023082121136679,2.6960297414649377
63.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,1596.0,5864.0,2.0,2,6.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,EL MOCHUELO,3.0,0.0,1.0,2.0,36.0,18.0,18.0,833.3333333333333,833.3333333333333,1111.111111111111,555.5555555555555
87.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.765,212992.0,339512.0,0.0,0,47.0,546.809,"3,98",703.807,"85,4",BOSA,TINTAL SUR,2.0,0.0,1.0,1.0,102194.0,48023.0,54171.0,0.1957062058437873,0.1957062058437873,0.20823355475501323,0.18460061656605933
77.0,2019,1,1.0,1,0.0,0,0.0,0,0.0,0,1.0,2.045,283878.0,356976.0,0.0,0,13.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,ZONA FRANCA,7.0,0.0,2.0,5.0,59305.0,27758.0,31547.0,1.1803389258915773,1.1803389258915773,1.8012825131493622,0.633974704409294
39.0,2019,1,1.0,1,2.0,1,5.0,1,0.0,0,0.0,3.0,1410480.0,1306815.0,45.0,15,69.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,QUIROGA,31.0,0.0,10.0,21.0,90059.0,43506.0,46553.0,3.44218789904396,3.44218789904396,4.826920424768997,2.148089274590252
108.0,2019,1,0.0,0,0.0,0,0.0,0,1.0,1,2.0,2.685714285714286,33520.0,33976.0,48.0,8,66.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,ZONA INDUSTRIAL,28.0,0.0,8.0,20.0,6185.0,3095.0,3090.0,45.270816491511724,45.270816491511724,64.62035541195478,25.889967637540455
61.0,2019,1,0.0,0,0.0,0,0.0,0,4.0,1,0.0,1.2366666666666666,79500.0,134960.0,0.0,0,65.0,314.431,"4,07",569.872,"82,91",USME,CIUDAD USME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.0,52488.0,63828.0,3.0,3,83.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,PASEO DE LOS LIBERTADORES,5.0,0.0,2.0,3.0,2602.0,1291.0,1311.0,19.21598770176787,19.21598770176787,23.237800154918666,15.255530129672007
46.0,2019,1,0.0,0,0.0,0,3.0,1,1.0,1,2.0,2.72,884656.0,1003288.0,18.0,6,40.0,979.914,"3,72",999.300,"88,94",KENNEDY,CASTILLA,32.0,0.0,12.0,20.0,140078.0,66586.0,73492.0,2.284441525435829,2.284441525435829,3.0036343976211213,1.6328307843030534
85.0,2019,1,1.0,1,1.0,1,3.0,1,2.0,1,1.0,1.9988888888888892,2537808.0,2654832.0,17.0,6,39.0,546.809,"3,98",703.807,"85,4",BOSA,BOSA CENTRAL,30.0,0.0,10.0,20.0,235147.0,113170.0,121977.0,1.2757976925072403,1.2757976925072403,1.7672528055138288,0.819826688638022
60.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2019,1,1.0,1,4.0,1,6.0,1,0.0,0,5.0,3.001818181818182,1427481.0,1341120.0,25.0,7,42.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,BOYACA REAL,35.0,0.0,13.0,22.0,126709.0,60161.0,66548.0,2.762234726814986,2.762234726814986,3.6568541081431496,1.9534771893971268
72.0,2019,1,0.0,0,0.0,0,1.0,1,0.0,0,3.0,3.0,331356.0,345116.0,4.0,2,21.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,BOLIVIA,11.0,0.0,4.0,7.0,82460.0,37550.0,44910.0,1.3339801115692458,1.3339801115692458,1.8641810918774968,0.890670229347584
57.0,2019,1,0.0,0,2.0,1,0.0,0,0.0,0,0.0,1.7740000000000002,1391324.0,1519562.0,3.0,3,23.0,314.431,"4,07",569.872,"82,91",USME,GRAN YOMASA,11.0,0.0,3.0,8.0,126215.0,61508.0,64707.0,0.8715287406409697,0.8715287406409697,1.3006438186902516,0.463628355510223
23.0,2019,1,0.0,0,0.0,0,4.0,1,18.0,1,5.0,3.5728571428571425,209118.0,255647.0,7.0,5,41.0,981.613,"3,41",1.388.086,"91,6",SUBA,CASA BLANCA SUBA,9.0,0.0,8.0,1.0,56335.0,26066.0,30269.0,1.5975858702405255,1.5975858702405255,0.3836415253587048,2.642968053123658
88.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,15.0,5.9375,358776.0,369156.0,3.0,2,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,EL REFUGIO,18.0,0.0,8.0,10.0,38133.0,17147.0,20986.0,4.720320981826764,4.720320981826764,5.83192395171167,3.812065186314686
9.0,2019,1,0.0,0,1.0,1,4.0,1,1.0,1,0.0,2.7445454545454546,927663.0,1059410.0,9.0,4,60.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,VERBENAL,7.0,0.0,4.0,3.0,122844.0,58302.0,64542.0,0.5698284002474684,0.5698284002474684,0.5145621076463929,0.6197514796566577
109.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,2.0,4.123333333333334,44058.0,53832.0,12.0,3,32.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,12.0,0.0,4.0,8.0,22721.0,10122.0,12599.0,5.281457682320321,5.281457682320321,7.903576368306659,3.1748551472339077
49.0,2019,1,0.0,0,1.0,1,0.0,0,0.0,0,2.0,2.3333333333333335,124191.0,114375.0,10.0,3,11.0,546.809,"3,98",703.807,"85,4",BOSA,APOGEO,8.0,0.0,5.0,3.0,36681.0,17572.0,19109.0,2.1809656225293748,2.1809656225293748,1.7072615524698385,2.616568109267884
14.0,2019,1,0.0,0,0.0,0,1.0,1,0.0,0,13.0,4.66,375100.0,457974.0,0.0,0,45.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,USAQUEN,13.0,0.0,7.0,6.0,40865.0,19334.0,21531.0,3.18120641135446,3.18120641135446,3.1033412640943414,3.251126283033765
32.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.7457142857142858,1408200.0,1428675.0,0.0,0,47.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,SAN BLAS,7.0,0.0,4.0,3.0,100161.0,48278.0,51883.0,0.698874811553399,0.698874811553399,0.6214010522391152,0.770965441474086
92.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,10.0,2.5425,132324.0,86100.0,26.0,6,25.0,96.241,"3,18",896.890,"88,28",SANTA FE,LA MACARENA,6.0,0.0,2.0,4.0,12200.0,5967.0,6233.0,4.918032786885246,4.918032786885246,6.703536115300822,3.2087277394513074
11.0,2019,1,0.0,0,1.0,1,4.0,1,2.0,1,4.0,2.3000000000000003,373404.0,436080.0,0.0,0,21.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,SAN CRISTOBAL NORTE,5.0,0.0,3.0,2.0,69583.0,33095.0,36488.0,0.7185663164853484,0.7185663164853484,0.6043208943949238,0.8221881166410875
36.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.97,350595.0,343350.0,26.0,7,19.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,SAN JOSE,10.0,0.0,3.0,7.0,47491.0,22523.0,24968.0,2.1056621254553494,2.1056621254553494,3.1079341117968298,1.2015379685998078
53.0,2019,1,0.0,0,1.0,1,1.0,1,0.0,0,1.0,2.442857142857143,479920.0,461139.0,21.0,6,14.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ,7.0,0.0,3.0,4.0,46874.0,22582.0,24292.0,1.493365191790758,1.493365191790758,1.7713222920910459,1.234974477194138
50.0,2019,1,0.0,0,1.0,1,0.0,0,0.0,0,0.0,1.9327272727272728,215222.0,1432186.0,1.0,1,21.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LA GLORIA,7.0,0.0,3.0,4.0,94513.0,45836.0,48677.0,0.7406388539142764,0.7406388539142764,0.8726764988218868,0.616307496353514
110.0,2019,1,1.0,1,1.0,1,0.0,0,0.0,0,3.0,4.074999999999999,71780.0,82212.0,7.0,2,29.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CIUDAD SALITRE OCCIDENTAL,14.0,0.0,6.0,8.0,44029.0,20708.0,23321.0,3.179722455654228,3.179722455654228,3.8632412594166503,2.5727884739076368
10.0,2019,1,0.0,0,1.0,1,1.0,1,13.0,1,1.0,2.87125,122265.0,153495.0,5.0,2,29.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,LA URIBE,19.0,0.0,7.0,12.0,32844.0,15072.0,17772.0,5.784922664718061,5.784922664718061,7.961783439490446,3.9387801035336483
42.0,2019,1,0.0,0,0.0,0,1.0,1,6.0,1,1.0,2.4250000000000003,2179040.0,2310720.0,35.0,13,66.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,VENECIA,43.0,0.0,18.0,25.0,135141.0,65747.0,69394.0,3.181861907193228,3.181861907193228,3.802454864860754,2.5938841974810503
103.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,2.0,3.0,10953.0,12423.0,5.0,2,15.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,PARQUE SALITRE,8.0,0.0,2.0,6.0,1356.0,709.0,647.0,58.99705014749262,58.99705014749262,84.6262341325811,30.911901081916536
21.0,2019,1,0.0,0,0.0,0,6.0,1,0.0,0,14.0,3.762,225860.0,233125.0,52.0,5,22.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ANDES,14.0,0.0,6.0,8.0,28368.0,12669.0,15699.0,4.935138183869149,4.935138183869149,6.3146262530586466,3.8218994840435694
55.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.5539999999999998,379860.0,395955.0,0.0,0,7.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,DIANA TURBAY,7.0,0.0,2.0,5.0,73342.0,35514.0,37828.0,0.9544326579586049,0.9544326579586049,1.4078954778397252,0.5287088928835783
113.0,2019,1,0.0,0,0.0,0,3.0,1,0.0,0,2.0,3.2925,104270.0,104965.0,8.0,3,26.0,979.914,"3,72",999.300,"88,94",KENNEDY,BAVARIA,11.0,0.0,4.0,7.0,38880.0,18156.0,20724.0,2.8292181069958846,2.8292181069958846,3.8554747741793345,1.9301293186643504
60.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,2019,1,0.0,0,1.0,1,3.0,1,0.0,0,19.0,3.05,275954.0,520674.0,22.0,10,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,PARDO RUBIO,21.0,0.0,9.0,12.0,48445.0,23772.0,24673.0,4.334812674166581,4.334812674166581,5.047955577990914,3.6477120739269644
67.0,2019,1,0.0,0,1.0,1,0.0,0,0.0,0,0.0,1.256470588235294,2609568.0,2765373.0,2.0,1,30.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,LUCERO,13.0,0.0,5.0,8.0,157159.0,78057.0,79102.0,0.8271877525308764,0.8271877525308764,1.0248920660542937,0.6320952693990037
83.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0,24432.0,29572.0,1.0,1,11.0,979.914,"3,72",999.300,"88,94",KENNEDY,LAS MARGARITAS,8.0,0.0,3.0,5.0,29613.0,14096.0,15517.0,2.701516225981832,2.701516225981832,3.547105561861521,1.9333634078752338
101.0,2019,1,1.0,1,0.0,0,3.0,1,0.0,0,14.0,3.8711111111111105,267970.0,273160.0,65.0,10,59.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,TEUSAQUILLO,30.0,0.0,17.0,13.0,26793.0,12524.0,14269.0,11.196954428395475,11.196954428395475,10.380070265091025,11.913939308991521
54.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.83,984621.0,1061115.0,21.0,8,28.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARRUECOS,8.0,0.0,3.0,5.0,115215.0,60329.0,54886.0,0.6943540337629649,0.6943540337629649,0.8287888080359362,0.5465874722151368
78.0,2019,1,0.0,0,1.0,1,0.0,0,0.0,0,2.0,1.956,79812.0,176088.0,0.0,0,25.0,979.914,"3,72",999.300,"88,94",KENNEDY,TINTAL NORTE,4.0,0.0,1.0,3.0,28487.0,13405.0,15082.0,1.4041492610664514,1.4041492610664514,2.237970906378217,0.6630420368651372
100.0,2019,1,1.0,1,1.0,1,2.0,1,1.0,1,7.0,3.59625,300195.0,309096.0,38.0,9,56.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,GALERIAS,27.0,0.0,10.0,17.0,35496.0,16396.0,19100.0,7.606490872210953,7.606490872210953,10.368382532324958,5.235602094240838
34.0,2019,1,0.0,0,2.0,1,2.0,1,1.0,1,0.0,2.346363636363636,864012.0,1108236.0,26.0,12,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,20 DE JULIO,17.0,0.0,6.0,11.0,79269.0,38378.0,40891.0,2.1445962482180927,2.1445962482180927,2.866225441659284,1.4673155462082121
106.0,2019,1,0.0,0,0.0,0,1.0,1,1.0,1,1.0,4.164,167560.0,168920.0,17.0,5,30.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,LA ESMERALDA,8.0,0.0,2.0,6.0,37578.0,16706.0,20872.0,2.128905210495503,2.128905210495503,3.591524003352089,0.9582215408202377
91.0,2019,1,2.0,1,0.0,0,0.0,0,1.0,1,12.0,3.3285714285714287,96894.0,41153.0,42.0,7,37.0,96.241,"3,18",896.890,"88,28",SANTA FE,SAGRADO CORAZON,32.0,0.0,11.0,21.0,10453.0,5227.0,5226.0,30.61322108485602,30.61322108485602,40.176009183087814,21.04860313815538
95.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,9.0,2.0,260205.0,69723.0,19.0,3,15.0,96.241,"3,18",896.890,"88,28",SANTA FE,LAS CRUCES,7.0,0.0,3.0,4.0,20700.0,10469.0,10231.0,3.381642512077295,3.381642512077295,3.8208042793007926,2.932264685758968
40.0,2019,1,0.0,0,0.0,0,2.0,1,0.0,0,2.0,3.0,1219392.0,1267944.0,21.0,8,62.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,CIUDAD MONTES,18.0,0.0,7.0,11.0,99795.0,47099.0,52696.0,1.80369758003908,1.80369758003908,2.335506061699824,1.3283740701381508
117.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,3.0,3.0,824.0,1670.0,1.0,1,17.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,AEROPUERTO EL DORADO,4.0,0.0,1.0,3.0,790.0,522.0,268.0,50.63291139240506,50.63291139240506,57.47126436781609,37.3134328358209
64.0,2019,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,5590.0,25895.0,0.0,0,7.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,MONTE BLANCO,1.0,0.0,1.0,0.0,5725.0,2899.0,2826.0,1.7467248908296942,1.7467248908296942,0.0,3.5385704175513095
48.0,2019,1,0.0,0,1.0,1,0.0,0,0.0,0,2.0,2.7455555555555557,1310472.0,1325682.0,5.0,3,18.0,979.914,"3,72",999.300,"88,94",KENNEDY,TIMIZA,14.0,0.0,6.0,8.0,141474.0,67751.0,73723.0,0.9895811244468948,0.9895811244468948,1.1807943794187539,0.8138572765622669
98.0,2019,1,0.0,0,3.0,1,6.0,1,0.0,0,17.0,3.0542105263157895,1522242.0,1559634.0,99.0,19,81.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ALCAZARES,36.0,0.0,19.0,17.0,40963.0,19865.0,21098.0,8.788418816981178,8.788418816981178,8.557764913163856,9.005592947198787
28.0,2019,1,0.0,0,6.0,1,12.0,1,6.0,1,6.0,2.287857142857143,3797108.0,4228084.0,17.0,6,49.0,981.613,"3,41",1.388.086,"91,6",SUBA,EL RINCON,42.0,0.0,20.0,22.0,272474.0,130548.0,141926.0,1.5414314760307406,1.5414314760307406,1.6852039096730704,1.4091850682750164
