codigo_upz,year,quarter,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,estrato_mean,poblacion_2005,poblacion_urbana_2009,num_est_transmi,acceso_transmi,accesibilidad_arterial,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,nombre_localidad,nombre_upz,theft_to_people,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,male_index,female_index
50.0,2020,3,0.0,0,1.0,1,0.0,0,0.0,0,1.0,1.9327272727272728,215222.0,1432186.0,1.0,1,21.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LA GLORIA,10.0,0.0,2.0,8.0,95816.0,46487.0,49329.0,1.0436670284712366,1.0436670284712366,1.7209112224923098,0.40544101846783837
110.0,2020,3,3.0,1,1.0,1,0.0,0,0.0,0,9.0,4.074999999999999,71780.0,82212.0,7.0,2,29.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CIUDAD SALITRE OCCIDENTAL,7.0,0.0,2.0,5.0,44709.0,21075.0,23634.0,1.565680288085173,1.565680288085173,2.372479240806643,0.8462384700008462
10.0,2020,3,0.0,0,1.0,1,1.0,1,19.0,1,2.0,2.87125,122265.0,153495.0,5.0,2,29.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,LA URIBE,13.0,0.0,3.0,10.0,34511.0,15833.0,18678.0,3.766914896699603,3.766914896699603,6.315922440472431,1.6061676839062
42.0,2020,3,0.0,0,2.0,1,1.0,1,6.0,1,1.0,2.4250000000000003,2179040.0,2310720.0,35.0,13,66.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,VENECIA,19.0,0.0,3.0,16.0,137756.0,67031.0,70725.0,1.3792502685908419,1.3792502685908419,2.3869552893437365,0.42417815482502647
103.0,2020,3,0.0,0,0.0,0,0.0,0,0.0,0,3.0,3.0,10953.0,12423.0,5.0,2,15.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,PARQUE SALITRE,1.0,0.0,1.0,0.0,1325.0,693.0,632.0,7.547169811320754,7.547169811320754,0.0,15.822784810126581
21.0,2020,3,1.0,1,0.0,0,6.0,1,0.0,0,20.0,3.762,225860.0,233125.0,52.0,5,22.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ANDES,5.0,0.0,2.0,3.0,28891.0,12886.0,16005.0,1.7306427607213317,1.7306427607213317,2.3281080242123235,1.2496094970321776
55.0,2020,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.5539999999999998,379860.0,395955.0,0.0,0,7.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,DIANA TURBAY,6.0,0.0,3.0,3.0,74601.0,36055.0,38546.0,0.8042787630192625,0.8042787630192625,0.8320621273055054,0.7782908732423598
113.0,2020,3,0.0,0,0.0,0,3.0,1,0.0,0,5.0,3.2925,104270.0,104965.0,8.0,3,26.0,979.914,"3,72",999.300,"88,94",KENNEDY,BAVARIA,13.0,0.0,5.0,8.0,40752.0,19017.0,21735.0,3.1900274833137026,3.1900274833137026,4.206762370510596,2.3004370830457788
60.0,2020,3,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,2.0,0.0,0.0,2.0,982.0,507.0,475.0,20.36659877800407,20.36659877800407,39.447731755424066,0.0
60.0,2020,3,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,2.0,0.0,0.0,2.0,982.0,507.0,475.0,20.36659877800407,20.36659877800407,39.447731755424066,0.0
90.0,2020,3,0.0,0,1.0,1,4.0,1,0.0,0,23.0,3.05,275954.0,520674.0,22.0,10,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,PARDO RUBIO,5.0,0.0,1.0,4.0,49381.0,24226.0,25155.0,1.0125351855976996,1.0125351855976996,1.651118632873772,0.39753528125621146
67.0,2020,3,0.0,0,1.0,1,1.0,1,0.0,0,0.0,1.256470588235294,2609568.0,2765373.0,2.0,1,30.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,LUCERO,17.0,0.0,8.0,9.0,159884.0,79445.0,80439.0,1.0632708713817518,1.0632708713817518,1.1328592107747497,0.9945424483148722
83.0,2020,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0,24432.0,29572.0,1.0,1,11.0,979.914,"3,72",999.300,"88,94",KENNEDY,LAS MARGARITAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,2020,3,1.0,1,0.0,0,3.0,1,0.0,0,17.0,3.8711111111111105,267970.0,273160.0,65.0,10,59.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,TEUSAQUILLO,14.0,0.0,7.0,7.0,26970.0,12636.0,14334.0,5.190952910641453,5.190952910641453,5.539727761949984,4.883493790986466
54.0,2020,3,0.0,0,0.0,0,0.0,0,0.0,0,2.0,1.83,984621.0,1061115.0,21.0,8,28.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARRUECOS,12.0,0.0,5.0,7.0,118698.0,62340.0,56358.0,1.0109690137997271,1.0109690137997271,1.122874558870709,0.8871854927428227
78.0,2020,3,0.0,0,1.0,1,0.0,0,0.0,0,2.0,1.956,79812.0,176088.0,0.0,0,25.0,979.914,"3,72",999.300,"88,94",KENNEDY,TINTAL NORTE,3.0,0.0,1.0,2.0,30113.0,14147.0,15966.0,0.9962474678710191,0.9962474678710191,1.413727292005372,0.626330953275711
100.0,2020,3,1.0,1,2.0,1,2.0,1,1.0,1,9.0,3.59625,300195.0,309096.0,38.0,9,56.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,GALERIAS,10.0,0.0,2.0,8.0,35859.0,16599.0,19260.0,2.7887001868429127,2.7887001868429127,4.819567443821917,1.0384215991692627
34.0,2020,3,0.0,0,2.0,1,2.0,1,1.0,1,2.0,2.346363636363636,864012.0,1108236.0,26.0,12,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,20 DE JULIO,8.0,0.0,3.0,5.0,80223.0,38862.0,41361.0,0.997220248557147,0.997220248557147,1.2866038803973032,0.7253209545223761
106.0,2020,3,0.0,0,0.0,0,3.0,1,1.0,1,1.0,4.164,167560.0,168920.0,17.0,5,30.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,LA ESMERALDA,5.0,0.0,2.0,3.0,38073.0,16960.0,21113.0,1.3132666193890683,1.3132666193890683,1.7688679245283017,0.9472836640932126
91.0,2020,3,2.0,1,1.0,1,0.0,0,1.0,1,14.0,3.3285714285714287,96894.0,41153.0,42.0,7,37.0,96.241,"3,18",896.890,"88,28",SANTA FE,SAGRADO CORAZON,7.0,0.0,2.0,5.0,10950.0,5474.0,5476.0,6.392694063926941,6.392694063926941,9.134088417975885,3.652300949598247
95.0,2020,3,0.0,0,0.0,0,1.0,1,0.0,0,11.0,2.0,260205.0,69723.0,19.0,3,15.0,96.241,"3,18",896.890,"88,28",SANTA FE,LAS CRUCES,10.0,0.0,5.0,5.0,21017.0,10622.0,10395.0,4.758053004710472,4.758053004710472,4.707211447938241,4.81000481000481
40.0,2020,3,1.0,1,0.0,0,3.0,1,0.0,0,2.0,3.0,1219392.0,1267944.0,21.0,8,62.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,CIUDAD MONTES,14.0,0.0,5.0,9.0,101113.0,47645.0,53468.0,1.3845895186573436,1.3845895186573436,1.888970511071466,0.9351387745941498
117.0,2020,3,0.0,0,0.0,0,0.0,0,0.0,0,5.0,3.0,824.0,1670.0,1.0,1,17.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,AEROPUERTO EL DORADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,2020,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,5590.0,25895.0,0.0,0,7.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,MONTE BLANCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,2020,3,0.0,0,1.0,1,0.0,0,0.0,0,3.0,2.7455555555555557,1310472.0,1325682.0,5.0,3,18.0,979.914,"3,72",999.300,"88,94",KENNEDY,TIMIZA,13.0,0.0,7.0,6.0,142922.0,68552.0,74370.0,0.9095870474804439,0.9095870474804439,0.87524798692963,0.9412397472098966
98.0,2020,3,0.0,0,3.0,1,6.0,1,1.0,1,22.0,3.0542105263157895,1522242.0,1559634.0,99.0,19,81.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ALCAZARES,23.0,0.0,5.0,18.0,40934.0,19897.0,21037.0,5.618800996726438,5.618800996726438,9.046589938181635,2.37676474782526
28.0,2020,3,1.0,1,8.0,1,14.0,1,7.0,1,7.0,2.287857142857143,3797108.0,4228084.0,17.0,6,49.0,981.613,"3,41",1.388.086,"91,6",SUBA,EL RINCON,43.0,0.0,18.0,25.0,273387.0,131109.0,142278.0,1.5728619136974327,1.5728619136974327,1.90681036389569,1.2651288322860879
17.0,2020,3,0.0,0,0.0,0,3.0,1,0.0,0,2.0,4.285,226840.0,238870.0,6.0,2,32.0,981.613,"3,41",1.388.086,"91,6",SUBA,SAN JOSE DE BAVARIA,6.0,0.0,3.0,3.0,48738.0,22678.0,26060.0,1.2310722639418936,1.2310722639418936,1.322867977775818,1.1511895625479662
24.0,2020,3,2.0,1,2.0,1,14.0,1,1.0,1,8.0,4.819999999999999,859833.0,845949.0,36.0,12,69.0,981.613,"3,41",1.388.086,"91,6",SUBA,NIZA,21.0,0.0,8.0,13.0,79808.0,36623.0,43185.0,2.6313151563753006,2.6313151563753006,3.5496818938918167,1.8524950793099455
44.0,2020,3,1.0,1,2.0,1,1.0,1,0.0,0,5.0,3.22875,673424.0,676672.0,20.0,7,33.0,979.914,"3,72",999.300,"88,94",KENNEDY,AMERICAS,18.0,0.0,8.0,10.0,80223.0,37941.0,42282.0,2.2437455592535804,2.2437455592535804,2.6356711736643734,1.8920580861832457
62.0,2020,3,0.0,0,1.0,1,2.0,1,0.0,0,1.0,2.024,338366.0,403893.0,26.0,7,26.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,TUNJUELITO,12.0,0.0,5.0,7.0,40735.0,20271.0,20464.0,2.9458696452681967,2.9458696452681967,3.453209017808692,2.443315089913995
69.0,2020,3,1.0,1,1.0,1,2.0,1,1.0,1,1.0,1.3691666666666666,1779216.0,1964304.0,13.0,6,22.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,ISMAEL PERDOMO,12.0,0.0,6.0,6.0,162581.0,79637.0,82944.0,0.7380936271766074,0.7380936271766074,0.7534186370656856,0.7233796296296295
93.0,2020,3,5.0,1,5.0,1,3.0,1,0.0,0,8.0,2.932857142857143,332178.0,96411.0,80.0,7,52.0,96.241,"3,18",896.890,"88,28",SANTA FE,LAS NIEVES,21.0,0.0,8.0,13.0,17187.0,8904.0,8283.0,12.218537266538664,12.218537266538664,14.600179694519317,9.658336351563444
18.0,2020,3,0.0,0,1.0,1,4.0,1,4.0,1,6.0,3.272,300834.0,346380.0,10.0,3,25.0,981.613,"3,41",1.388.086,"91,6",SUBA,BRITALIA,9.0,0.0,5.0,4.0,89574.0,41579.0,47995.0,1.004755844329828,1.004755844329828,0.9620240987036726,1.0417751849150954
15.0,2020,4,0.0,0,0.0,0,0.0,0,3.0,1,12.0,5.395,175550.0,49356.0,6.0,2,21.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,COUNTRY CLUB,7.0,0.0,2.0,5.0,24915.0,11215.0,13700.0,2.809552478426651,2.809552478426651,4.458314757021846,1.4598540145985404
86.0,2020,4,0.0,0,0.0,0,0.0,0,1.0,1,0.0,1.568,321440.0,368145.0,0.0,0,33.0,546.809,"3,98",703.807,"85,4",BOSA,EL PORVENIR,8.0,0.0,3.0,5.0,141294.0,67547.0,73747.0,0.5661953090718643,0.5661953090718643,0.7402253245888049,0.4067962086593353
71.0,2020,4,0.0,0,0.0,0,3.0,1,0.0,0,4.0,2.105,2325960.0,2670912.0,0.0,0,22.0,981.613,"3,41",1.388.086,"91,6",SUBA,TIBABUYES,14.0,0.0,6.0,8.0,291916.0,141299.0,150617.0,0.479590019046575,0.479590019046575,0.5661752737103589,0.39836140674691434
29.0,2020,4,2.0,1,2.0,1,2.0,1,0.0,0,5.0,2.713333333333334,1291554.0,1329381.0,30.0,9,32.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,MINUTO DE DIOS,15.0,0.0,8.0,7.0,109786.0,51654.0,58132.0,1.3662944273404625,1.3662944273404625,1.3551709451349363,1.376178352714512
80.0,2020,4,0.0,0,1.0,1,1.0,1,0.0,0,1.0,2.0025,247816.0,277108.0,11.0,4,19.0,979.914,"3,72",999.300,"88,94",KENNEDY,CORABASTOS,17.0,0.0,7.0,10.0,57237.0,28595.0,28642.0,2.970106749130807,2.970106749130807,3.497114880223815,2.44396341037637
99.0,2020,4,7.0,1,3.0,1,1.0,1,0.0,0,16.0,3.692,79566.0,121692.0,22.0,6,62.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,CHAPINERO,29.0,0.0,11.0,18.0,24656.0,12293.0,12363.0,11.761842959117457,11.761842959117457,14.642479459855203,8.897516783952115
3.0,2020,4,0.0,0,0.0,0,0.0,0,1.0,1,0.0,6.0,0.0,1169.0,0.0,0,26.0,981.613,"3,41",1.388.086,"91,6",SUBA,GUAYMARAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,2020,4,12.0,1,3.0,1,7.0,1,1.0,1,15.0,5.211875,94384.0,420656.0,63.0,15,98.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,CHICO LAGO,52.0,0.0,25.0,27.0,35901.0,16841.0,19060.0,14.484276204005461,14.484276204005461,16.032302119826614,13.116474291710388
94.0,2020,4,4.0,1,0.0,0,0.0,0,2.0,1,6.0,2.40875,203598.0,216855.0,43.0,8,36.0,22.115,"2,83",1.050.888,"88,9",CANDELARIA,LA CANDELARIA,14.0,0.0,8.0,6.0,17508.0,9175.0,8333.0,7.996344528215673,7.996344528215673,6.539509536784741,9.600384015360614
76.0,2020,4,0.0,0,0.0,0,1.0,1,0.0,0,1.0,2.186666666666667,120020.0,128536.0,0.0,0,21.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,FONTIBON SAN PABLO,5.0,0.0,0.0,5.0,33737.0,16552.0,17185.0,1.4820523460888637,1.4820523460888637,3.020782986950217,0.0
114.0,2020,4,0.0,0,0.0,0,2.0,1,2.0,1,8.0,3.8,191930.0,197050.0,9.0,4,24.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,MODELIA,13.0,0.0,6.0,7.0,43349.0,20021.0,23328.0,2.9989157766038432,2.9989157766038432,3.4963288547025626,2.57201646090535
89.0,2020,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0666666666666664,28245.0,48603.0,0.0,0,3.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,SAN ISIDRO - PATIOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,2020,4,0.0,0,5.0,1,5.0,1,0.0,0,4.0,3.008,1246305.0,1155330.0,52.0,15,75.0,119.565,"3,92",1.095.184,"90,79",ANTONIO NARIÑO,RESTREPO,28.0,0.0,10.0,18.0,55425.0,26409.0,29016.0,5.051871898962562,5.051871898962562,6.815858230148812,3.4463744141163497
52.0,2020,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,614920.0,740280.0,0.0,0,176.0,314.431,"4,07",569.872,"82,91",USME,LA FLORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96.0,2020,4,0.0,0,0.0,0,0.0,0,0.0,0,4.0,1.7264285714285716,628474.0,648214.0,4.0,2,16.0,96.241,"3,18",896.890,"88,28",SANTA FE,LOURDES,3.0,0.0,1.0,2.0,45384.0,22140.0,23244.0,0.6610259122157589,0.6610259122157589,0.903342366757001,0.4302185510239202
84.0,2020,4,0.0,0,0.0,0,3.0,1,2.0,1,1.0,1.98,990222.0,1073760.0,1.0,1,30.0,546.809,"3,98",703.807,"85,4",BOSA,BOSA OCCIDENTAL,24.0,0.0,3.0,21.0,199301.0,97341.0,101960.0,1.2042087094394909,1.2042087094394909,2.157364317194194,0.2942330325617889
111.0,2020,4,3.0,1,0.0,0,1.0,1,0.0,0,6.0,2.9375,64585.0,73290.0,16.0,5,63.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,PUENTE ARANDA,8.0,0.0,5.0,3.0,11775.0,9297.0,2478.0,6.794055201698514,6.794055201698514,3.226847370119393,20.177562550443906
112.0,2020,4,1.0,1,1.0,1,1.0,1,1.0,1,10.0,3.1133333333333333,126427.0,160027.0,0.0,0,71.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,GRANJAS DE TECHO,21.0,0.0,6.0,15.0,48912.0,22660.0,26252.0,4.29342492639843,4.29342492639843,6.619593998234776,2.2855401493219567
75.0,2020,4,0.0,0,2.0,1,7.0,1,5.0,1,5.0,2.913,1316550.0,1374890.0,0.0,0,58.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,FONTIBON,29.0,0.0,6.0,23.0,132681.0,63232.0,69449.0,2.185693505475539,2.185693505475539,3.6373987854251015,0.8639433253178592
12.0,2020,4,1.0,1,2.0,1,5.0,1,0.0,0,6.0,3.378,256245.0,260090.0,9.0,3,42.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,TOBERIN,17.0,0.0,6.0,11.0,60535.0,27886.0,32649.0,2.808292723217973,2.808292723217973,3.944631714838988,1.8377285674905817
16.0,2020,4,4.0,1,2.0,1,9.0,1,1.0,1,18.0,5.738888888888889,464238.0,463266.0,18.0,6,60.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,SANTA BARBARA,28.0,0.0,9.0,19.0,70850.0,31933.0,38917.0,3.952011291460833,3.952011291460833,5.949957723984593,2.3126140247192746
82.0,2020,4,0.0,0,0.0,0,2.0,1,3.0,1,0.0,1.9566666666666668,963012.0,1044870.0,9.0,4,29.0,979.914,"3,72",999.300,"88,94",KENNEDY,PATIO BONITO,24.0,0.0,7.0,17.0,140225.0,69690.0,70535.0,1.7115350329827064,1.7115350329827064,2.439374372219831,0.9924151130644361
35.0,2020,4,1.0,1,0.0,0,1.0,1,1.0,1,2.0,2.666,168705.0,154565.0,35.0,5,22.0,119.565,"3,92",1.095.184,"90,79",ANTONIO NARIÑO,CIUDAD JARDIN,6.0,0.0,5.0,1.0,25931.0,12296.0,13635.0,2.3138328641394468,2.3138328641394468,0.8132726089785297,3.667033370003667
68.0,2020,4,0.0,0,0.0,0,0.0,0,1.0,1,0.0,1.055,351536.0,380992.0,0.0,0,13.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,EL TESORO,2.0,0.0,1.0,1.0,52519.0,26166.0,26353.0,0.38081456234886424,0.38081456234886424,0.3821753420469311,0.3794634386976815
27.0,2020,4,1.0,1,5.0,1,7.0,1,5.0,1,3.0,2.840909090909091,1497236.0,1751217.0,16.0,6,48.0,981.613,"3,41",1.388.086,"91,6",SUBA,SUBA,21.0,0.0,12.0,9.0,176700.0,82963.0,93737.0,1.1884550084889642,1.1884550084889642,1.084820944276364,1.2801775179491557
22.0,2020,4,1.0,1,0.0,0,5.0,1,0.0,0,3.0,3.292222222222222,847206.0,887247.0,37.0,8,38.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,DOCE DE OCTUBRE,15.0,0.0,7.0,8.0,69087.0,33197.0,35890.0,2.171175474401841,2.171175474401841,2.409856312317378,1.9504040122596822
105.0,2020,4,1.0,1,0.0,0,0.0,0,0.0,0,3.0,2.67,1601.0,2464.0,4.0,1,11.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,JARDIN BOTANICO,1.0,0.0,1.0,0.0,2874.0,1678.0,1196.0,3.479471120389701,3.479471120389701,0.0,8.361204013377927
104.0,2020,4,0.0,0,0.0,0,0.0,0,0.0,0,7.0,4.0,19494.0,20424.0,21.0,5,34.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,PARQUE SIMON BOLIVAR - CAN,6.0,0.0,1.0,5.0,3109.0,1610.0,1499.0,19.29880990672242,19.29880990672242,31.05590062111801,6.6711140760507
74.0,2020,4,0.0,0,0.0,0,3.0,1,0.0,0,2.0,2.0016666666666665,712512.0,784968.0,0.0,0,15.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ENGATIVA,13.0,0.0,1.0,12.0,141832.0,68646.0,73186.0,0.9165773591291104,0.9165773591291104,1.7480989424001399,0.13663815483835706
47.0,2020,4,1.0,1,0.0,0,2.0,1,0.0,0,1.0,3.0,865592.0,770256.0,9.0,4,28.0,979.914,"3,72",999.300,"88,94",KENNEDY,KENNEDY CENTRAL,8.0,0.0,3.0,5.0,94641.0,44822.0,49819.0,0.8452996058790588,0.8452996058790588,1.1155236267904154,0.6021798912061663
70.0,2020,4,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.1733333333333331,789975.0,888237.0,0.0,0,23.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,JERUSALEM,3.0,0.0,0.0,3.0,99821.0,48986.0,50835.0,0.30053796295368707,0.30053796295368707,0.6124198750663454,0.0
66.0,2020,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.8425,597168.0,609704.0,4.0,3,26.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,SAN FRANCISCO,7.0,0.0,3.0,4.0,70180.0,34379.0,35801.0,0.9974351667141635,0.9974351667141635,1.1635009744320661,0.8379654199603364
65.0,2020,4,0.0,0,0.0,0,1.0,1,0.0,0,1.0,2.463333333333334,349194.0,364512.0,9.0,3,21.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,ARBORIZADORA,13.0,0.0,4.0,9.0,82419.0,39437.0,42982.0,1.5773062036666303,1.5773062036666303,2.2821208509775084,0.9306221208878135
79.0,2020,4,0.0,0,0.0,0,0.0,0,1.0,1,0.0,2.1333333333333333,167274.0,204984.0,3.0,2,22.0,979.914,"3,72",999.300,"88,94",KENNEDY,CALANDAIMA,15.0,1.0,7.0,7.0,131909.0,62500.0,69409.0,1.1371475790128043,1.1371475790128043,1.1199999999999999,1.0085147459263208
59.0,2020,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,163808.0,216380.0,0.0,0,6.0,314.431,"4,07",569.872,"82,91",USME,ALFONSO LOPEZ,4.0,0.0,0.0,4.0,50929.0,25223.0,25706.0,0.7854071354238253,0.7854071354238253,1.585854180708084,0.0
45.0,2020,4,0.0,0,0.0,0,2.0,1,1.0,1,3.0,2.7914285714285714,737583.0,674359.0,9.0,4,35.0,979.914,"3,72",999.300,"88,94",KENNEDY,CARVAJAL,23.0,0.0,8.0,15.0,90380.0,43669.0,46711.0,2.544810798849303,2.544810798849303,3.4349309578877465,1.7126586885316093
20.0,2020,4,2.0,1,1.0,1,8.0,1,52.0,1,23.0,4.996666666666667,231126.0,219822.0,33.0,6,26.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA ALHAMBRA,11.0,0.0,4.0,7.0,40664.0,18425.0,22239.0,2.7050954160928584,2.7050954160928584,3.7991858887381276,1.7986420252709203
51.0,2020,4,0.0,0,0.0,0,1.0,1,1.0,1,0.0,1.68875,263745.0,660861.0,0.0,0,15.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LOS LIBERTADORES,4.0,0.0,2.0,2.0,77140.0,37466.0,39674.0,0.5185377236193933,0.5185377236193933,0.5338173277104575,0.5041084841457882
115.0,2020,4,3.0,1,2.0,1,0.0,0,0.0,0,5.0,3.314,77135.0,83285.0,6.0,3,26.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CAPELLANIA,11.0,0.0,7.0,4.0,17775.0,8377.0,9398.0,6.1884669479606185,6.1884669479606185,4.774979109466396,7.448393275164928
43.0,2020,4,0.0,0,0.0,0,3.0,1,1.0,1,5.0,3.0,844074.0,844239.0,17.0,8,31.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,SAN RAFAEL,11.0,0.0,3.0,8.0,72890.0,34580.0,38310.0,1.5091233365345043,1.5091233365345043,2.313475997686524,0.7830853563038371
25.0,2020,4,2.0,1,2.0,1,4.0,1,0.0,0,10.0,4.04,127070.0,126620.0,24.0,5,25.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA FLORESTA,10.0,0.0,4.0,6.0,43555.0,19828.0,23727.0,2.2959476523935254,2.2959476523935254,3.0260238047205967,1.68584313229654
56.0,2020,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.508,205135.0,253351.0,6.0,6,8.0,314.431,"4,07",569.872,"82,91",USME,DANUBIO,6.0,0.0,1.0,5.0,54467.0,26373.0,28094.0,1.1015844456276278,1.1015844456276278,1.8958783604443938,0.3559478892290169
26.0,2020,4,0.0,0,3.0,1,7.0,1,7.0,1,8.0,3.0646153846153847,1441973.0,1441167.0,19.0,5,69.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,LAS FERIAS,35.0,0.0,21.0,14.0,101318.0,48221.0,53097.0,3.45447008428907,3.45447008428907,2.903299392380913,3.9550257076671
102.0,2020,4,1.0,1,2.0,1,3.0,1,0.0,0,14.0,2.8186666666666667,764715.0,782955.0,131.0,15,94.0,94.944,"3,53",1.059.511,"89,78",LOS MARTIRES,LA SABANA,40.0,0.0,10.0,30.0,39822.0,18926.0,20896.0,10.044698910150167,10.044698910150167,15.851209975694813,4.785604900459418
2.0,2020,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.058,10545.0,13800.0,3.0,2,95.0,981.613,"3,41",1.388.086,"91,6",SUBA,LA ACADEMIA,1.0,0.0,0.0,1.0,5017.0,2430.0,2587.0,1.9932230416583616,1.9932230416583616,4.11522633744856,0.0
116.0,2020,4,1.0,1,1.0,1,2.0,1,1.0,1,8.0,3.155,24638.0,27282.0,3.0,1,17.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,ALAMOS,8.0,0.0,4.0,4.0,12159.0,5711.0,6448.0,6.5794884447734185,6.5794884447734185,7.004027315706532,6.20347394540943
81.0,2020,4,0.0,0,0.0,0,1.0,1,7.0,1,2.0,2.0025,290204.0,283616.0,1.0,1,16.0,979.914,"3,72",999.300,"88,94",KENNEDY,GRAN BRITALIA,5.0,0.0,3.0,2.0,63281.0,30922.0,32359.0,0.79012657827784,0.79012657827784,0.6467886941336265,0.927099106894527
52.0,2020,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,614920.0,740280.0,0.0,0,176.0,314.431,"4,07",569.872,"82,91",USME,LA FLORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,2020,4,0.0,0,0.0,0,2.0,1,0.0,0,2.0,2.8193333333333332,1647904.0,748256.0,42.0,13,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,SOSIEGO,9.0,0.0,5.0,4.0,43834.0,21242.0,22592.0,2.0532007117762467,2.0532007117762467,1.8830618585820544,2.213172804532578
