codigo_upz,year,quarter,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,nombre_upz,codigo_localidad,nombre_localidad,estrato_mean,poblacion_2005,area_urbana_2009,poblacion_urbana_2009,densidad_urbana_2009,poblacion_por_localidad_2005,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,num_est_transmi,acceso_transmi,accesibilidad_arterial,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,dia_Domingo,dia_Jueves,dia_Lunes,dia_Martes,dia_Miércoles,dia_Sábado,dia_Viernes,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
39.0,2015,2,1.0,1,0.0,0,0.0,0,0.0,0,0.0,QUIROGA,18,RAFAEL URIBE URIBE,3.0,94032.0,384.046.822.311,87121.0,226.849.943.649,378.164,378.78,"3,72",591.317,"87,06",3.0,1.0,4.6,133.0,4.0,11.0,8.0,22.0,13.0,26.0,24.0,29.0,31.0,20.0,35.0,63.0,115.0,87659.0,42280.0,45379.0,20.305958315746242,15.172429528057586,0.4563136700167695,1.2548625925461163,0.912627340033539,2.5097251850922326,27.199621570482496,13.883073668436941
108.0,2015,2,1.0,1,0.0,0,0.0,0,0.0,0,2.0,ZONA INDUSTRIAL,16,PUENTE ARANDA,2.685714285714286,4190.0,34.695.352.294,4247.0,122.408.326.165,253.638,250.715,"3,55",1.116.511,"90,43",6.0,1.0,8.25,78.0,1.0,3.0,6.0,2.0,7.0,14.0,15.0,13.0,21.0,8.0,12.0,24.0,66.0,5506.0,2769.0,2737.0,163.45804576825282,141.66363966581912,1.8162005085361426,5.448601525608427,10.897203051216854,3.632401017072285,238.35319609967496,87.68724881256851
61.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,CIUDAD USME,5,USME,1.2366666666666666,7950.0,925.470.476.509,13496.0,145.828.530.921,298.992,314.431,"4,07",569.872,"82,91",0.0,0.0,6.5,10.0,1.0,5.0,1.0,0.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,8.0,9.0,18445.0,9007.0,9438.0,9.216589861751151,5.421523448088912,0.5421523448088913,2.710761724044456,0.5421523448088913,0.0,9.992228266903519,8.47637211273575
1.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,PASEO DE LOS LIBERTADORES,1,USAQUEN,4.0,2916.0,630.952.898.115,3546.0,562.007.086.518,425.192,430.156,"3,12",1.867.529,"93,6",0.1666666666666666,0.1666666666666666,4.611111111111111,15.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,1.0,1.0,0.0,6.0,9.0,2693.0,1346.0,1347.0,55.69996286669142,55.69996286669142,0.0,0.0,0.0,0.0,66.86478454680534,44.54342984409799
46.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,CASTILLA,8,KENNEDY,2.72,110582.0,503.545.836.025,125411.0,2.490.557.781,951.073,979.914,"3,72",999.300,"88,94",2.25,0.75,5.0,74.0,3.0,2.0,20.0,22.0,19.0,19.0,15.0,14.0,17.0,18.0,19.0,30.0,91.0,132836.0,63546.0,69290.0,9.1089764822789,5.570779005691229,0.22584239212261736,0.15056159474841158,1.5056159474841158,1.6561775422325273,14.320334875523244,4.329629095107519
85.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,BOSA CENTRAL,7,BOSA,1.9988888888888892,211484.0,714.656.412.136,221236.0,309.569.740.428,508.828,546.809,"3,98",703.807,"85,4",1.4166666666666667,0.5,3.25,80.0,14.0,10.0,6.0,29.0,8.0,23.0,23.0,24.0,19.0,21.0,21.0,38.0,101.0,239097.0,115658.0,123439.0,5.813540111335567,3.3459223662362976,0.585536414091352,0.4182402957795372,0.2509441774677223,1.2128968577606578,8.732642791678915,3.0784436037232967
60.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,PARQUE ENTRENUBES,5,USME,1.11,659.0,382.019.721.793,1948.0,0.0,338.578,346.6055,"4,07",569.872,"82,91",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1317.0,675.0,642.0,15.186028853454822,0.0,15.186028853454822,0.0,0.0,0.0,29.62962962962963,0.0
30.0,2015,2,0.0,0,0.0,0,3.0,1,0.0,0,3.0,BOYACA REAL,10,ENGATIVA,3.001818181818182,129771.0,453.781.819.192,121920.0,268.675.374.031,804.47,824.337,"3,41",1.089.512,"91,78",2.272727272727273,0.6363636363636364,3.8181818181818183,67.0,3.0,27.0,5.0,14.0,10.0,12.0,22.0,18.0,24.0,17.0,13.0,56.0,60.0,124317.0,59133.0,65184.0,9.330984499304197,5.389447943563632,0.24131856463717752,2.171867081734598,0.4021976077286292,1.126153301640162,10.14661863933844,8.59106529209622
72.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,BOLIVIA,10,ENGATIVA,3.0,82839.0,474.504.159.406,86279.0,181.829.807.579,804.47,824.337,"3,41",1.089.512,"91,78",1.0,0.5,5.25,38.0,2.0,5.0,18.0,7.0,8.0,4.0,12.0,11.0,9.0,15.0,11.0,23.0,47.0,80539.0,36818.0,43721.0,8.691441413476701,4.718211053030209,0.24832689752790574,0.6208172438197643,2.234942077751152,0.86914414134767,12.765495138247598,5.2606299032501544
57.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,GRAN YOMASA,5,USME,1.7740000000000002,126484.0,535.798.612.383,138142.0,257.824.482.571,298.992,314.431,"4,07",569.872,"82,91",0.2727272727272727,0.2727272727272727,2.090909090909091,60.0,11.0,12.0,11.0,18.0,18.0,11.0,15.0,16.0,19.0,20.0,13.0,34.0,78.0,125387.0,61305.0,64082.0,8.932345458460606,4.785185067032467,0.8772839289559523,0.9570370134064935,0.8772839289559523,1.4355555201097403,12.723268901394665,5.305702069223806
23.0,2015,2,0.0,0,0.0,0,2.0,1,0.0,0,4.0,CASA BLANCA SUBA,11,SUBA,3.5728571428571425,29874.0,420.483.819.457,36521.0,868.547.095.276,923.064,981.613,"3,41",1.388.086,"91,6",1.0,0.7142857142857143,5.857142857142857,26.0,0.0,3.0,2.0,2.0,5.0,3.0,2.0,6.0,7.0,4.0,6.0,12.0,21.0,48068.0,22299.0,25769.0,6.865274194890572,5.409003911125906,0.0,0.6241158358991429,0.4160772239327619,0.4160772239327619,9.417462666487287,4.656758120221973
88.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,9.0,EL REFUGIO,2,CHAPINERO,5.9375,29898.0,335.978.485.908,30763.0,915.624.103.635,122.827,122.507,"2,43",2.288.835,"96,61",0.25,0.1666666666666666,5.0,79.0,0.0,7.0,1.0,0.0,6.0,11.0,15.0,14.0,13.0,12.0,16.0,43.0,44.0,35938.0,15805.0,20133.0,24.208358840224832,21.9823028549168,0.0,1.9477989871445267,0.2782569981635038,0.0,27.839291363492567,21.357969502806338
9.0,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,0.0,VERBENAL,1,USAQUEN,2.7445454545454546,84333.0,355.788.448.029,96310.0,270.694.567.329,425.192,430.156,"3,12",1.867.529,"93,6",0.8181818181818182,0.3636363636363636,5.454545454545454,56.0,4.0,4.0,7.0,3.0,10.0,9.0,9.0,12.0,9.0,16.0,9.0,19.0,55.0,114369.0,54372.0,59997.0,6.470284779966599,4.89643172538013,0.3497451232414378,0.3497451232414378,0.6120539656725162,0.2623088424310783,10.115500625321857,3.166825007917063
109.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,CIUDAD SALITRE ORIENTAL,13,TEUSAQUILLO,4.123333333333334,14686.0,180.529.656.927,17944.0,993.964.111.241,137.53,139.298,"2,87",1.933.116,"96,03",4.0,1.0,10.666666666666666,31.0,0.0,2.0,0.0,2.0,1.0,7.0,2.0,9.0,4.0,3.0,9.0,14.0,21.0,19748.0,8759.0,10989.0,17.723313753291475,15.697792181486733,0.0,1.01276078590237,0.0,1.01276078590237,23.97533965064505,12.740012740012741
49.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,APOGEO,7,BOSA,2.3333333333333335,41397.0,210.583.733.352,38125.0,181.044.373.149,508.828,546.809,"3,98",703.807,"85,4",3.3333333333333335,1.0,3.6666666666666665,21.0,0.0,3.0,1.0,7.0,3.0,6.0,7.0,3.0,4.0,5.0,4.0,10.0,22.0,39535.0,19036.0,20499.0,8.094093840900467,5.311749083090932,0.0,0.7588212975844189,0.2529404325281396,1.7705830276969772,11.55704980037823,4.878286745694912
14.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,9.0,USAQUEN,1,USAQUEN,4.66,34100.0,492.691.983.265,41634.0,8.450.310.014,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0.0,4.090909090909091,61.0,2.0,8.0,0.0,0.0,2.0,8.0,13.0,11.0,12.0,11.0,14.0,33.0,38.0,39067.0,18187.0,20880.0,18.17390636598664,15.614201244016689,0.5119410243939898,2.0477640975759592,0.0,0.0,20.89404519711882,15.804597701149426
32.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,SAN BLAS,4,SAN CRISTOBAL,1.7457142857142858,93880.0,400.032.231.099,95245.0,238.093.314.977,407.552,404.35,"3,73",706.208,"83,68",0.0,0.0,3.1333333333333333,58.0,3.0,7.0,4.0,9.0,10.0,10.0,18.0,14.0,13.0,11.0,5.0,30.0,51.0,95088.0,45923.0,49165.0,8.518425037859668,6.099612990072354,0.3154972236244321,0.7361601884570081,0.42066296483257615,0.9464916708732963,11.105546240445962,6.101901759381674
92.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,6.0,LA MACARENA,3,SANTA FE,2.5425,22054.0,858.972.814.617,14350.0,167.060.001.851,109.107,96.241,"3,18",896.890,"88,28",4.333333333333333,1.0,4.166666666666667,42.0,0.0,5.0,1.0,0.0,2.0,7.0,11.0,7.0,8.0,3.0,10.0,28.0,20.0,12122.0,5885.0,6237.0,39.597426167299126,34.64774789638673,0.0,4.1247318924269925,0.8249463784853984,0.0,33.98470688190314,44.89337822671156
11.0,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,5.0,SAN CRISTOBAL NORTE,1,USAQUEN,2.3000000000000003,62234.0,275.277.506.205,72680.0,264.024.478.433,425.192,430.156,"3,12",1.867.529,"93,6",0.0,0.0,3.5,61.0,1.0,8.0,0.0,2.0,13.0,13.0,7.0,9.0,10.0,14.0,6.0,33.0,39.0,68665.0,32719.0,35946.0,10.485691400276705,8.883710769678876,0.1456346027816209,1.1650768222529673,0.0,0.2912692055632418,11.919679696812251,9.180437322650642
36.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,SAN JOSE,18,RAFAEL URIBE URIBE,2.97,50085.0,207.947.107.119,49050.0,235.877.289.564,378.164,378.78,"3,72",591.317,"87,06",3.7142857142857144,1.0,2.7142857142857144,63.0,0.0,8.0,3.0,3.0,12.0,11.0,9.0,10.0,12.0,6.0,17.0,32.0,45.0,46706.0,22094.0,24612.0,16.486104569006123,13.48863101100501,0.0,1.7128420331434933,0.6423157624288099,0.6423157624288099,20.367520593826377,13.001787745815049
53.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,MARCO FIDEL SUAREZ,18,RAFAEL URIBE URIBE,2.442857142857143,68560.0,184.536.569.132,65877.0,35.698.615.353,378.164,378.78,"3,72",591.317,"87,06",3.0,0.8571428571428571,2.0,31.0,5.0,5.0,0.0,11.0,7.0,7.0,11.0,7.0,10.0,2.0,8.0,18.0,34.0,49067.0,23723.0,25344.0,10.597754091344488,6.317891862147675,1.0190148164754316,1.0190148164754316,0.0,2.2418325962459495,14.332082788854699,7.1022727272727275
50.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,LA GLORIA,4,SAN CRISTOBAL,1.9327272727272728,15373.0,38.585.775.934,102299.0,265.121.012.922,407.552,404.35,"3,73",706.208,"83,68",0.0714285714285714,0.0714285714285714,1.5,52.0,12.0,8.0,13.0,10.0,15.0,9.0,15.0,15.0,9.0,19.0,13.0,32.0,63.0,93921.0,45576.0,48345.0,10.11488378530893,5.536567966695414,1.277669530775865,0.8517796871839098,1.3841419916738535,1.0647246089798874,13.82306477093207,6.619091943324025
110.0,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,1.0,CIUDAD SALITRE OCCIDENTAL,9,FONTIBON,4.074999999999999,35890.0,225.701.253.811,41106.0,182.125.705.134,301.375,317.179,"3,46",1.428.379,"90,03",3.5,1.0,14.5,43.0,0.0,4.0,0.0,2.0,5.0,6.0,7.0,11.0,9.0,3.0,8.0,20.0,29.0,42001.0,19634.0,22367.0,11.666388895502488,10.237851479726672,0.0,0.9523582771838766,0.0,0.4761791385919383,14.770296424569624,8.941744534358653
10.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,LA URIBE,1,USAQUEN,2.87125,13585.0,3.452.642.542,17055.0,493.969.468.097,425.192,430.156,"3,12",1.867.529,"93,6",0.5555555555555556,0.2222222222222222,3.2222222222222223,42.0,2.0,2.0,2.0,0.0,4.0,9.0,4.0,6.0,10.0,8.0,7.0,22.0,26.0,26931.0,12379.0,14552.0,17.82332627826668,15.595410493483346,0.7426385949277784,0.7426385949277784,0.7426385949277784,0.0,21.00331206074804,15.118196811434853
42.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,VENECIA,6,TUNJUELITO,2.4250000000000003,136190.0,659.377.024.137,144420.0,219.024.920.058,184.528,182.532,"3,63",829.895,"87,19",2.1875,0.8125,4.125,158.0,8.0,10.0,22.0,20.0,24.0,42.0,22.0,32.0,37.0,28.0,33.0,70.0,148.0,130110.0,63358.0,66752.0,16.75505341634002,12.143570824686805,0.6148643455537622,0.7685804319422027,1.6908769502728462,1.5371608638844054,23.359323210959943,10.486577181208053
103.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,2.0,PARQUE SALITRE,12,BARRIOS UNIDOS,3.0,3651.0,165.246.908.484,4141.0,250.594.703.283,223.073,230.066,"3,36",1.462.840,"92,44",1.6666666666666667,0.6666666666666666,5.0,10.0,0.0,1.0,0.0,4.0,0.0,3.0,1.0,4.0,0.0,3.0,4.0,3.0,12.0,1566.0,825.0,741.0,95.78544061302681,63.85696040868455,0.0,6.385696040868455,0.0,25.54278416347382,145.45454545454547,40.48582995951417
21.0,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,8.0,LOS ANDES,12,BARRIOS UNIDOS,3.762,45172.0,274.816.645.782,46625.0,169.658.573.145,223.073,230.06599999999997,"3,36",1.462.840,"92,44",10.4,1.0,4.4,41.0,0.0,3.0,0.0,1.0,4.0,8.0,5.0,8.0,8.0,6.0,6.0,20.0,25.0,27856.0,12709.0,15147.0,16.15450890292935,14.718552556002297,0.0,1.07696726019529,0.0,0.3589890867317634,19.671099221024473,13.203934772562224
55.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,DIANA TURBAY,18,RAFAEL URIBE URIBE,1.5539999999999998,75972.0,211.433.160.976,79191.0,374.543.896.683,378.164,378.78,"3,72",591.317,"87,06",0.0,0.0,1.4,17.0,6.0,4.0,4.0,9.0,7.0,4.0,6.0,7.0,5.0,2.0,9.0,11.0,29.0,71424.0,34601.0,36823.0,5.600358422939068,2.380152329749104,0.8400537634408602,0.5600358422939068,0.5600358422939068,1.2600806451612903,8.38126065720644,2.9872633951606336
113.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,BAVARIA,8,KENNEDY,3.2925,20854.0,27.722.789.458,20993.0,757.247.030.708,951.073,979.914,"3,72",999.300,"88,94",1.6,0.6,5.2,32.0,0.0,2.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,9.0,8.0,16.0,28.0,33712.0,15893.0,17819.0,13.051732320835312,9.492168960607499,0.0,0.5932605600379687,1.4831514000949217,1.4831514000949217,17.617819165670422,8.979179527470677
60.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,PARQUE ENTRENUBES,5,USME,1.11,659.0,382.019.721.793,1948.0,0.0,338.578,346.6055,"4,07",569.872,"82,91",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1317.0,675.0,642.0,15.186028853454822,0.0,15.186028853454822,0.0,0.0,0.0,29.62962962962963,0.0
90.0,2015,2,0.0,0,0.0,0,2.0,1,0.0,0,13.0,PARDO RUBIO,2,CHAPINERO,3.05,19711.0,285.199.005.156,37191.0,130.403.680.685,122.827,122.507,"2,43",2.288.835,"96,61",1.5714285714285714,0.7142857142857143,4.285714285714286,214.0,5.0,16.0,0.0,1.0,27.0,33.0,24.0,42.0,42.0,27.0,41.0,92.0,144.0,44638.0,21636.0,23002.0,52.86975222904252,47.94121600430127,1.1201218692593753,3.5843899816300016,0.0,0.2240243738518751,66.55574043261231,39.996522041561605
67.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,LUCERO,19,CIUDAD BOLIVAR,1.256470588235294,153504.0,586.386.549.887,162669.0,277.409.159.592,570.619,593.937,"4,09",505.335,"83,5",0.1176470588235294,0.0588235294117647,1.7647058823529411,66.0,31.0,19.0,2.0,25.0,21.0,22.0,19.0,25.0,22.0,16.0,18.0,40.0,103.0,153476.0,76374.0,77102.0,9.317417707003049,4.300346634001407,2.019859782637025,1.2379785764549505,0.130313534363679,1.6289191795459879,13.486264959279335,5.187932868148686
83.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,LAS MARGARITAS,8,KENNEDY,2.0,12216.0,147.241.546.489,14786.0,100.420.026.498,951.073,979.914,"3,72",999.300,"88,94",0.5,0.5,5.5,37.0,0.0,3.0,2.0,1.0,0.0,12.0,6.0,10.0,5.0,5.0,5.0,14.0,29.0,24130.0,11502.0,12628.0,17.8201409034397,15.33360961458765,0.0,1.2432656444260257,0.8288437629506837,0.41442188147534187,25.21300643366371,11.086474501108647
101.0,2015,2,1.0,1,0.0,0,0.0,0,0.0,0,11.0,TEUSAQUILLO,13,TEUSAQUILLO,3.8711111111111105,26797.0,235.700.797.363,27316.0,115.892.692.369,137.53,139.298,"2,87",1.933.116,"96,03",6.5,1.0,5.9,173.0,0.0,5.0,3.0,1.0,14.0,34.0,34.0,20.0,36.0,20.0,24.0,70.0,112.0,25575.0,11819.0,13756.0,71.16324535679374,67.64418377321603,0.0,1.9550342130987293,1.1730205278592376,0.39100684261974583,94.76267027667315,50.88688572259378
54.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,MARRUECOS,18,RAFAEL URIBE URIBE,1.83,89511.0,362.888.498.604,96465.0,265.825.454.295,378.164,378.78,"3,72",591.317,"87,06",1.9090909090909092,0.7272727272727273,2.5454545454545454,27.0,9.0,7.0,8.0,16.0,13.0,6.0,10.0,9.0,9.0,6.0,14.0,16.0,51.0,106068.0,54423.0,51645.0,6.3167024927405055,2.5455368254327415,0.848512275144247,0.6599539917788589,0.754233133461553,1.508466266923106,9.371037980265696,3.0980733856133216
78.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,TINTAL NORTE,8,KENNEDY,1.956,13302.0,343.372.626.881,29348.0,854.698.298.655,951.073,979.914,"3,72",999.300,"88,94",0.0,0.0,4.166666666666667,18.0,0.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,7.0,7.0,18.0,23903.0,11416.0,12487.0,10.458938208593063,7.530435510187006,0.0,0.4183575283437226,1.2550725850311677,1.2550725850311677,15.767344078486335,5.605830063265797
100.0,2015,2,1.0,1,0.0,0,1.0,1,0.0,0,5.0,GALERIAS,13,TEUSAQUILLO,3.59625,33355.0,237.568.113.094,34344.0,144.564.855.749,137.53,139.298,"2,87",1.933.116,"96,03",4.222222222222222,1.0,6.222222222222222,136.0,1.0,12.0,2.0,8.0,20.0,24.0,23.0,19.0,30.0,13.0,30.0,67.0,92.0,33449.0,15280.0,18169.0,47.53505336482406,40.65891356991241,0.29896259977876766,3.587551197345212,0.5979251995575353,2.3917007982301413,60.209424083769626,36.8759975782927
34.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20 DE JULIO,4,SAN CRISTOBAL,2.346363636363636,72001.0,262.535.666.687,92353.0,351.773.155.874,407.552,404.3500000000001,"3,73",706.208,"83,68",2.1666666666666665,1.0,2.5,97.0,2.0,6.0,5.0,12.0,19.0,17.0,24.0,18.0,15.0,12.0,17.0,48.0,74.0,79379.0,38440.0,40939.0,15.369304224039103,12.219856637145845,0.2519558069514607,0.7558674208543822,0.6298895173786518,1.5117348417087644,19.250780437044746,11.724761230122866
106.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,LA ESMERALDA,13,TEUSAQUILLO,4.164,33512.0,192.878.482.398,33784.0,175.156.915.276,137.53,139.298,"2,87",1.933.116,"96,03",3.4,1.0,6.0,36.0,0.0,5.0,0.0,0.0,2.0,7.0,3.0,9.0,5.0,8.0,7.0,21.0,20.0,35069.0,15445.0,19624.0,11.691237275086259,10.265476631783057,0.0,1.4257606433032024,0.0,0.0,12.949174490126255,10.701182225845901
91.0,2015,2,2.0,1,0.0,0,0.0,0,0.0,0,8.0,SAGRADO CORAZON,3,SANTA FE,3.3285714285714287,13842.0,146.189.273.671,5879.0,40.214.988.777,109.107,96.241,"3,18",896.890,"88,28",6.0,1.0,5.285714285714286,87.0,0.0,5.0,0.0,2.0,6.0,16.0,18.0,12.0,16.0,8.0,18.0,53.0,41.0,8934.0,4452.0,4482.0,105.21602865457803,97.38079247817328,0.0,5.596597268860533,0.0,2.238638907544213,92.09344115004491,118.25078090138332
95.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,5.0,LAS CRUCES,3,SANTA FE,2.0,86735.0,923.683.070.697,23241.0,251.612.276.302,109.107,96.241,"3,18",896.890,"88,28",6.333333333333333,1.0,5.0,31.0,3.0,3.0,0.0,4.0,6.0,8.0,8.0,2.0,8.0,4.0,5.0,15.0,26.0,20209.0,10207.0,10002.0,20.2879904992825,15.33970013360384,1.4844871097035974,1.4844871097035974,0.0,1.979316146271463,25.47271480356618,14.997000599880025
40.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,2.0,CIUDAD MONTES,16,PUENTE ARANDA,3.0,101616.0,445.578.698.505,105662.0,237.134.316.238,253.638,250.715,"3,55",1.116.511,"90,43",1.75,0.6666666666666666,5.166666666666667,68.0,0.0,3.0,16.0,12.0,8.0,13.0,14.0,15.0,16.0,15.0,18.0,41.0,58.0,97657.0,46070.0,51587.0,10.137522143829935,6.963146523034703,0.0,0.30719764072211925,1.6383874171846362,1.228790562888477,12.589537660082483,7.947738771395894
117.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,AEROPUERTO EL DORADO,9,FONTIBON,3.0,412.0,743.536.979.514,835.0,112.301.072.173,301.375,317.179,"3,46",1.428.379,"90,03",0.5,0.5,8.5,12.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,1.0,12.0,680.0,429.0,251.0,191.1764705882353,176.47058823529412,0.0,14.705882352941176,0.0,0.0,279.72027972027973,39.8406374501992
64.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,MONTE BLANCO,19,CIUDAD BOLIVAR,1.0,1118.0,695.674.376.728,5179.0,744.457.489.488,570.619,593.937,"4,09",505.335,"83,5",0.0,0.0,1.4,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4777.0,2414.0,2363.0,4.186728072011723,0.0,2.0933640360058616,2.0933640360058616,0.0,0.0,4.142502071251036,4.23190859077444
48.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,TIMIZA,8,KENNEDY,2.7455555555555557,145608.0,430.438.314.853,147298.0,342.204.666.539,951.073,979.914,"3,72",999.300,"88,94",0.5555555555555556,0.3333333333333333,2.0,65.0,2.0,12.0,12.0,26.0,15.0,16.0,15.0,14.0,15.0,16.0,26.0,31.0,86.0,142655.0,68402.0,74253.0,8.201605271459115,4.556447373032841,0.1401983807087028,0.8411902842522169,0.8411902842522169,1.8225789492131366,12.572731791468087,4.174915491629968
98.0,2015,2,0.0,0,0.0,0,1.0,1,0.0,0,11.0,LOS ALCAZARES,12,BARRIOS UNIDOS,3.0542105263157895,80118.0,414.026.997.622,82086.0,198.262.433.299,223.073,230.066,"3,36",1.462.840,"92,44",5.2105263157894735,1.0,4.2631578947368425,130.0,0.0,18.0,4.0,15.0,17.0,34.0,17.0,29.0,23.0,25.0,22.0,64.0,103.0,43116.0,21066.0,22050.0,38.73272103163559,30.151219964746268,0.0,4.174784302811021,0.9277298450691158,3.4789869190091847,48.89395234026393,29.024943310657598
28.0,2015,2,0.0,0,0.0,0,2.0,1,0.0,0,5.0,EL RINCON,11,SUBA,2.287857142857143,271222.0,710.088.818.863,302006.0,42.530.735.871,923.064,981.613,"3,41",1.388.086,"91,6",1.2142857142857142,0.4285714285714285,3.5,111.0,6.0,40.0,4.0,12.0,27.0,24.0,31.0,26.0,21.0,24.0,20.0,82.0,91.0,261019.0,125124.0,135895.0,6.627870001800635,4.252563989594627,0.22986832376187175,1.5324554917458115,0.15324554917458116,0.4597366475237435,7.272785396886289,6.034070422016998
17.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,2.0,SAN JOSE DE BAVARIA,11,SUBA,4.285,45368.0,43.827.316.295,47774.0,109.005.077.287,923.064,981.613,"3,41",1.388.086,"91,6",1.2,0.4,6.4,47.0,0.0,1.0,3.0,0.0,9.0,8.0,3.0,7.0,9.0,5.0,10.0,13.0,38.0,47809.0,22292.0,25517.0,10.667447551716204,9.830784998640423,0.0,0.20916563826894516,0.6274969148068354,0.0,17.046474071415755,5.094642787161501
24.0,2015,2,2.0,1,0.0,0,4.0,1,0.0,0,4.0,NIZA,11,SUBA,4.819999999999999,66141.0,756.595.298.134,65073.0,860.076.716.846,923.064,981.613,"3,41",1.388.086,"91,6",2.769230769230769,0.9230769230769232,5.3076923076923075,71.0,1.0,15.0,4.0,3.0,14.0,12.0,17.0,7.0,18.0,13.0,13.0,44.0,50.0,75777.0,34662.0,41115.0,12.404819404304735,9.369597635166343,0.1319661638755823,1.9794924581337345,0.5278646555023292,0.3958984916267469,14.425018752524378,10.701690380639668
44.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,AMERICAS,8,KENNEDY,3.22875,84178.0,380.969.402.333,84584.0,222.023.079.759,951.073,979.914,"3,72",999.300,"88,94",2.5,0.875,4.125,89.0,3.0,5.0,9.0,13.0,11.0,14.0,14.0,19.0,24.0,22.0,15.0,43.0,76.0,80745.0,38413.0,42332.0,14.737754659731252,11.022354325345223,0.37154003343860303,0.6192333890643383,1.114620100315809,1.6100068115672799,19.784968630411576,10.157800245677029
62.0,2015,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,TUNJUELITO,6,TUNJUELITO,2.024,48338.0,32.724.823.667,57699.0,176.315.694.126,184.528,182.532,"3,63",829.895,"87,19",3.7142857142857144,1.0,3.7142857142857144,40.0,2.0,3.0,1.0,11.0,5.0,7.0,5.0,8.0,10.0,9.0,13.0,16.0,41.0,40278.0,20006.0,20272.0,14.151646059883808,9.930979691146533,0.4965489845573266,0.7448234768359899,0.2482744922786633,2.731019415065296,20.493851844446667,7.892659826361484
