ZAT,year,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,codigo_upz,nombre_upz,codigo_localidad,nombre_localidad,estrato_mean,poblacion_2005,area_urbana_2009,poblacion_urbana_2009,densidad_urbana_2009,poblacion_por_localidad_2005,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,num_est_transmi,acceso_transmi,accesibilidad_arterial,mujer,ingreso,nivel_educativo,estrato_trabajador,limitaciones_fisicas,total_personas,tipo_vivienda_d2,tipo_vivienda_d3,tipo_vivienda_d4,tipo_vivienda_d5,nivel_educativo_d2,nivel_educativo_d3,nivel_educativo_d4,nivel_educativo_d5,nivel_educativo_d7,nivel_educativo_d8,nivel_educativo_d9,nivel_educativo_d11,ocupacion1_d1,ocupacion1_d4,ocupacion1_d5,ocupacion1_d6,ocupacion1_d7,ocupacion1_d8,ocupacion1_d13,ocupacion1_d18,ocupacion1_d19,ocupacion1_d20,ocupacion1_d24,actividad_economica1_d1,actividad_economica1_d3,actividad_economica1_d4,actividad_economica1_d5,actividad_economica1_d7,actividad_economica1_d8,actividad_economica1_d9,actividad_economica1_d10,actividad_economica1_d11,actividad_economica1_d12,actividad_economica1_d13,actividad_economica1_d14,actividad_economica1_d15,actividad_economica1_d16,actividad_economica1_d17,nomina_patron,independiente_total,independiente_trabajando,independiente_buscando,buscar_trabajo,con_trabajo,tot,desempleado,prop_nomina_patron,prop_independiente_total,prop_independiente_trabajando,prop_independiente_buscando,prop_buscar,prop_desempleado,formal_no_indep,vendedor_informal,prop_formal_no_indep
407,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,77.0,ZONA FRANCA,9.0,FONTIBON,2.0,31542.0,490.212.344.089,39664.0,809.118.751.869,301.375,317.179,"3,46",1.428.379,"90,03",0,0,3,0.25,3.1666667,4.6666665,2.0833333,0.0,3.6666667,0.16666667,0.0,0.0,0.0,0.083333336,0.0,0.41666666,0.33333334,0.16666667,0.0,0.0,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,0.0,0.0,0.25,0.0,0.33333334,0.083333336,0.16666667,0.0,0.0,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0,2.0,2.0,0.0,0.0,12.0,12.0,0.0,0.0,0.16666667,0.16666667,0.0,0.0,0.0,9.0,0.0,0.75
119,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,72.0,BOLIVIA,10.0,ENGATIVA,,82839.0,474.504.159.406,86279.0,181.829.807.579,804.47,824.337,"3,41",1.089.512,"91,78",0,0,1,0.0,3.0,4.8,2.2,0.0,2.8,0.6,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,2.0,0.0,0.4
76,2019,0.0,0,0.0,0,0.0,0,0.0,0,4.0,13.0,LOS CEDROS,1.0,USAQUEN,4.94,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0,0,5,0.5652174,3.047619,6.173913,2.5652175,0.0,3.5217392,0.39130434,0.08695652,0.0,0.0,0.04347826,0.04347826,0.13043478,0.3043478,0.13043478,0.13043478,0.2173913,0.0,0.0,0.08695652,0.17391305,0.13043478,0.0,0.08695652,0.08695652,0.08695652,0.0,0.0,0.08695652,0.0,0.0,0.04347826,0.0,0.0,0.13043478,0.08695652,0.0,0.0,0.0,0.04347826,0.04347826,0.4347826,0.0,0.0,0.0,7.0,7.0,0.0,0.0,23.0,23.0,0.0,0.0,0.3043478,0.3043478,0.0,0.0,0.0,12.0,0.0,0.5217391
75,2019,3.0,1,0.0,0,2.0,1,0.0,0,0.0,13.0,LOS CEDROS,1.0,USAQUEN,4.17,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0,0,2,0.37037036,2.4736843,6.111111,2.4074075,0.0,4.0740743,0.22222222,0.074074075,0.037037037,0.0,0.14814815,0.074074075,0.074074075,0.14814815,0.18518518,0.0,0.22222222,0.074074075,0.037037037,0.14814815,0.2962963,0.037037037,0.0,0.0,0.074074075,0.074074075,0.037037037,0.0,0.037037037,0.0,0.0,0.0,0.0,0.0,0.11111111,0.037037037,0.0,0.037037037,0.0,0.037037037,0.11111111,0.33333334,0.074074075,0.0,0.0,9.0,9.0,0.0,0.0,27.0,27.0,0.0,0.0,0.33333334,0.33333334,0.0,0.0,0.0,13.0,0.0,0.4814815
74,2019,0.0,0,0.0,0,0.0,0,0.0,0,3.0,13.0,LOS CEDROS,1.0,USAQUEN,4.0,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0,0,2,0.75,1.25,2.75,1.3333334,0.0,2.75,0.25,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25
73,2019,0.0,0,0.0,0,1.0,1,0.0,0,5.0,13.0,LOS CEDROS,1.0,USAQUEN,4.0,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0,0,5,0.5555556,3.5714285,5.5555553,2.3529413,0.0,3.7777777,0.33333334,0.055555556,0.0,0.0,0.11111111,0.11111111,0.11111111,0.16666667,0.11111111,0.0,0.11111111,0.055555556,0.055555556,0.33333334,0.0,0.055555556,0.0,0.0,0.0,0.11111111,0.0,0.0,0.055555556,0.0,0.0,0.055555556,0.0,0.055555556,0.0,0.055555556,0.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,18.0,0.0,0.0,0.055555556,0.055555556,0.0,0.0,0.0,8.0,0.0,0.44444445
72,2019,2.0,1,0.0,0,0.0,0,0.0,0,0.0,13.0,LOS CEDROS,1.0,USAQUEN,4.0,95424.0,672.263.207.867,102364.0,152.267.740.971,425.192,430.156,"3,12",1.867.529,"93,6",0,0,8,0.6666667,3.2857144,7.4666667,2.8,0.0,3.9333334,0.6666667,0.06666667,0.0,0.0,0.0,0.0,0.13333334,0.2,0.13333334,0.06666667,0.33333334,0.13333334,0.06666667,0.06666667,0.06666667,0.2,0.0,0.0,0.0,0.33333334,0.0,0.0,0.13333334,0.0,0.0,0.06666667,0.0,0.0,0.13333334,0.0,0.13333334,0.06666667,0.0,0.2,0.0,0.13333334,0.06666667,0.0,0.0,4.0,4.0,0.0,0.0,15.0,15.0,0.0,0.0,0.26666668,0.26666668,0.0,0.0,0.0,8.0,0.0,0.53333336
87,2019,0.0,0,0.0,0,0.0,0,0.0,0,2.0,15.0,COUNTRY CLUB,1.0,USAQUEN,5.79,87775.0,285.606.835.551,24678.0,864.054.949.959,425.192,430.156,"3,12",1.867.529,"93,6",3,1,13,0.5151515,3.8965516,7.3333335,3.090909,0.0,3.4242425,0.57575756,0.0,0.0,0.0,0.0,0.030303031,0.060606062,0.3030303,0.121212125,0.060606062,0.18181819,0.21212122,0.030303031,0.0,0.060606062,0.15151516,0.0,0.0,0.15151516,0.18181819,0.0,0.030303031,0.09090909,0.0,0.0,0.030303031,0.030303031,0.030303031,0.030303031,0.09090909,0.0,0.060606062,0.030303031,0.060606062,0.15151516,0.24242425,0.0,0.0,0.0,7.0,7.0,0.0,0.0,33.0,33.0,1.0,0.0,0.21212122,0.21212122,0.0,0.0,0.030303031,24.0,0.0,0.72727275
86,2019,1.0,1,0.0,0,0.0,0,1.0,1,0.0,14.0,USAQUEN,1.0,USAQUEN,5.0,34100.0,492.691.983.265,41634.0,8.450.310.014,425.192,430.156,"3,12",1.867.529,"93,6",0,0,8,0.5925926,4.130435,8.407408,3.1538463,0.0,3.5925925,0.6666667,0.0,0.0,0.0,0.0,0.037037037,0.11111111,0.074074075,0.074074075,0.037037037,0.2962963,0.2962963,0.0,0.037037037,0.0,0.11111111,0.0,0.0,0.11111111,0.074074075,0.0,0.0,0.14814815,0.0,0.0,0.037037037,0.0,0.0,0.0,0.037037037,0.037037037,0.0,0.0,0.074074075,0.25925925,0.33333334,0.0,0.0,0.0,3.0,3.0,0.0,0.0,27.0,27.0,0.0,0.0,0.11111111,0.11111111,0.0,0.0,0.0,21.0,0.0,0.7777778
154,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.0,USAQUEN,1.0,USAQUEN,2.87,34100.0,492.691.983.265,41634.0,8.450.310.014,425.192,430.156,"3,12",1.867.529,"93,6",0,0,3,0.0,3.0,11.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
194,2019,0.0,0,0.0,0,0.0,0,2.0,1,0.0,74.0,ENGATIVA,10.0,ENGATIVA,2.0,118752.0,58.763.454.342,130828.0,222.634.971.795,804.47,824.337,"3,41",1.089.512,"91,78",0,0,0,0.5,2.6363637,7.25,2.1666667,0.0,3.8333333,0.5,0.083333336,0.0,0.0,0.0,0.083333336,0.083333336,0.083333336,0.33333334,0.0,0.33333334,0.083333336,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.083333336,0.0,0.0,0.083333336,0.0,0.0,0.083333336,0.0,0.0,0.083333336,0.083333336,0.0,0.0,0.0,0.25,0.16666667,0.083333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.75
195,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.0,74.0,ENGATIVA,10.0,ENGATIVA,2.01,118752.0,58.763.454.342,130828.0,222.634.971.795,804.47,824.337,"3,41",1.089.512,"91,78",0,0,2,0.5,1.75,4.8333335,2.3333333,0.0,3.3333333,0.6666667,0.16666667,0.0,0.0,0.0,0.0,0.5,0.33333334,0.16666667,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,2.0,1.0,1.0,1.0,5.0,6.0,0.0,0.0,0.33333334,0.16666667,0.16666667,0.16666667,0.0,4.0,0.0,0.6666667
196,2019,0.0,0,0.0,0,0.0,0,1.0,1,0.0,74.0,ENGATIVA,10.0,ENGATIVA,2.0,118752.0,58.763.454.342,130828.0,222.634.971.795,804.47,824.337,"3,41",1.089.512,"91,78",0,0,8,0.5,4.25,6.375,2.625,0.0,3.125,0.75,0.125,0.0,0.0,0.0,0.0,0.125,0.5,0.125,0.0,0.125,0.125,0.0,0.0,0.5,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.375,0.125,0.0,0.0,5.0,5.0,0.0,0.0,8.0,8.0,0.0,0.0,0.625,0.625,0.0,0.0,0.0,5.0,0.0,0.625
197,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.0,74.0,ENGATIVA,10.0,ENGATIVA,2.0,118752.0,58.763.454.342,130828.0,222.634.971.795,804.47,824.337,"3,41",1.089.512,"91,78",0,0,3,0.2,2.4,5.2,1.8,0.0,2.8,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,2.0,1.0,0.4
201,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,116.0,ALAMOS,10.0,ENGATIVA,2.91,12319.0,200.244.113.699,13641.0,681.218.526.129,804.47,824.337,"3,41",1.089.512,"91,78",0,0,8,0.5769231,3.72,6.5,2.4,0.0,3.9230769,0.5,0.0,0.0,0.0,0.07692308,0.0,0.15384616,0.1923077,0.23076923,0.07692308,0.1923077,0.03846154,0.07692308,0.0,0.07692308,0.0,0.0,0.0,0.03846154,0.115384616,0.0,0.0,0.03846154,0.0,0.0,0.23076923,0.0,0.03846154,0.0,0.07692308,0.07692308,0.0,0.03846154,0.0,0.03846154,0.42307693,0.0,0.03846154,0.0,2.0,2.0,0.0,0.0,26.0,26.0,0.0,0.0,0.07692308,0.07692308,0.0,0.0,0.0,22.0,0.0,0.84615386
191,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,73.0,GARCES NAVAS,10.0,ENGATIVA,3.0,136527.0,555.040.743.711,149186.0,268.783.871.617,804.47,824.337,"3,41",1.089.512,"91,78",0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.0,73.0,GARCES NAVAS,10.0,ENGATIVA,2.01,136527.0,555.040.743.711,149186.0,268.783.871.617,804.47,824.337,"3,41",1.089.512,"91,78",0,0,9,0.6666667,4.5,6.6666665,3.0,0.0,4.0,0.6666667,0.0,0.0,0.0,0.0,0.0,0.33333334,0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0,0.6666667,0.0,0.33333334,0.0,0.0,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.6666667,0.6666667,0.0,0.0,0.0,1.0,0.0,0.33333334
302,2019,1.0,1,0.0,0,0.0,0,0.0,0,2.0,116.0,ALAMOS,10.0,ENGATIVA,3.4,12319.0,200.244.113.699,13641.0,681.218.526.129,804.47,824.337,"3,41",1.089.512,"91,78",3,1,9,0.44705883,3.7162163,7.647059,2.878049,0.0,3.3764706,0.5882353,0.011764706,0.0,0.0,0.011764706,0.011764706,0.011764706,0.2,0.1882353,0.15294118,0.23529412,0.11764706,0.023529412,0.011764706,0.07058824,0.023529412,0.0,0.0,0.16470589,0.0,0.0,0.011764706,0.05882353,0.0,0.0,0.05882353,0.0,0.011764706,0.08235294,0.22352941,0.03529412,0.011764706,0.011764706,0.023529412,0.047058824,0.3882353,0.0,0.0,0.0,8.0,8.0,0.0,0.0,85.0,85.0,1.0,0.0,0.09411765,0.09411765,0.0,0.0,0.011764706,73.0,0.0,0.85882354
192,2019,0.0,0,0.0,0,0.0,0,1.0,1,0.0,73.0,GARCES NAVAS,10.0,ENGATIVA,2.68,136527.0,555.040.743.711,149186.0,268.783.871.617,804.47,824.337,"3,41",1.089.512,"91,78",0,0,8,0.25,3.0555556,6.5,2.5,0.0,3.1,0.7,0.0,0.0,0.0,0.05,0.05,0.15,0.25,0.1,0.15,0.15,0.05,0.0,0.1,0.2,0.05,0.0,0.0,0.0,0.1,0.05,0.05,0.05,0.0,0.0,0.1,0.0,0.05,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.05,0.0,5.0,5.0,0.0,0.0,20.0,20.0,1.0,0.0,0.25,0.25,0.0,0.0,0.05,10.0,0.0,0.5
189,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,73.0,GARCES NAVAS,10.0,ENGATIVA,3.0,136527.0,555.040.743.711,149186.0,268.783.871.617,804.47,824.337,"3,41",1.089.512,"91,78",0,0,4,0.5555556,4.5,7.888889,3.0,0.0,3.6666667,0.7777778,0.0,0.0,0.0,0.0,0.0,0.11111111,0.22222222,0.0,0.0,0.22222222,0.33333334,0.0,0.0,0.0,0.11111111,0.0,0.0,0.11111111,0.22222222,0.22222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111,0.11111111,0.0,0.0,0.0,0.5555556,0.0,0.22222222,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,0.11111111,0.11111111,0.0,0.0,0.0,7.0,0.0,0.7777778
120,2019,0.0,0,0.0,0,0.0,0,0.0,0,1.0,72.0,BOLIVIA,10.0,ENGATIVA,3.0,82839.0,474.504.159.406,86279.0,181.829.807.579,804.47,824.337,"3,41",1.089.512,"91,78",3,1,6,0.53488374,2.878049,6.4651165,2.2619047,0.0,4.1860466,0.39534885,0.046511628,0.0,0.0,0.0,0.046511628,0.18604651,0.20930232,0.11627907,0.093023255,0.25581396,0.023255814,0.0,0.046511628,0.13953489,0.023255814,0.023255814,0.0,0.069767445,0.069767445,0.023255814,0.0,0.023255814,0.0,0.0,0.023255814,0.0,0.046511628,0.023255814,0.11627907,0.046511628,0.046511628,0.023255814,0.023255814,0.093023255,0.3488372,0.023255814,0.0,0.0,7.0,7.0,0.0,0.0,43.0,43.0,0.0,0.0,0.1627907,0.1627907,0.0,0.0,0.0,28.0,0.0,0.6511628
187,2019,0.0,0,0.0,0,0.0,0,1.0,1,2.0,73.0,GARCES NAVAS,10.0,ENGATIVA,3.0,136527.0,555.040.743.711,149186.0,268.783.871.617,804.47,824.337,"3,41",1.089.512,"91,78",3,1,9,0.7058824,4.4375,7.352941,2.6,0.0,3.6470587,0.4117647,0.0,0.0,0.0,0.05882353,0.05882353,0.05882353,0.11764706,0.1764706,0.11764706,0.23529412,0.1764706,0.0,0.11764706,0.05882353,0.05882353,0.05882353,0.0,0.0,0.23529412,0.0,0.0,0.05882353,0.0,0.0,0.05882353,0.05882353,0.05882353,0.11764706,0.0,0.05882353,0.0,0.0,0.0,0.0,0.4117647,0.11764706,0.0,0.0,2.0,2.0,0.0,0.0,17.0,17.0,0.0,0.0,0.11764706,0.11764706,0.0,0.0,0.0,11.0,0.0,0.64705884
188,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,73.0,GARCES NAVAS,10.0,ENGATIVA,3.0,136527.0,555.040.743.711,149186.0,268.783.871.617,804.47,824.337,"3,41",1.089.512,"91,78",1,1,3,1.0,1.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2019,0.0,0,0.0,0,0.0,0,1.0,1,0.0,71.0,TIBABUYES,11.0,SUBA,2.06,193830.0,726.380.148.869,222576.0,306.418.065.453,923.064,981.613,"3,41",1.388.086,"91,6",0,0,6,0.5,4.0,8.75,3.0,0.0,3.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,2.0,0.0,0.5
38,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27.0,SUBA,11.0,SUBA,3.0,115172.0,652.901.130.738,134709.0,206.323.735.184,923.064,981.613,"3,41",1.388.086,"91,6",0,0,4,0.25,3.25,5.75,2.25,0.0,3.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,2.0,0.0,0.5
36,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.0,71.0,TIBABUYES,11.0,SUBA,2.78,193830.0,726.380.148.869,222576.0,306.418.065.453,923.064,981.613,"3,41",1.388.086,"91,6",0,0,5,0.33333334,2.1666667,4.6666665,2.5,0.0,3.1666667,0.16666667,0.0,0.0,0.0,0.0,0.16666667,0.16666667,0.5,0.0,0.0,0.0,0.0,0.0,0.16666667,0.33333334,0.0,0.0,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.33333334,0.33333334,0.0,0.0,0.0,1.0,1.0,0.16666667
35,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,3,0.5,3.0,4.0,2.5,0.0,5.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5
33,2019,0.0,0,2.0,1,1.0,1,4.0,1,0.0,27.0,SUBA,11.0,SUBA,2.07,115172.0,652.901.130.738,134709.0,206.323.735.184,923.064,981.613,"3,41",1.388.086,"91,6",0,0,13,0.61538464,3.6666667,6.6153846,2.5,0.0,3.3076923,0.53846157,0.0,0.0,0.0,0.07692308,0.0,0.15384616,0.23076923,0.07692308,0.07692308,0.15384616,0.15384616,0.0,0.07692308,0.23076923,0.0,0.0,0.0,0.15384616,0.07692308,0.15384616,0.07692308,0.0,0.0,0.0,0.0,0.0,0.07692308,0.0,0.0,0.0,0.0,0.0,0.23076923,0.07692308,0.23076923,0.07692308,0.0,0.0,3.0,3.0,0.0,1.0,12.0,13.0,1.0,0.0,0.23076923,0.23076923,0.0,0.07692308,0.07692308,6.0,0.0,0.46153846
34,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,2,0.0,5.0,9.0,4.0,0.0,3.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5
840,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27.0,SUBA,11.0,SUBA,2.57,115172.0,652.901.130.738,134709.0,206.323.735.184,923.064,981.613,"3,41",1.388.086,"91,6",0,0,0,0.0,1.0,9.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
836,2019,1.0,1,0.0,0,1.0,1,0.0,0,0.0,27.0,SUBA,11.0,SUBA,2.72,115172.0,652.901.130.738,134709.0,206.323.735.184,923.064,981.613,"3,41",1.388.086,"91,6",3,1,3,0.3,3.4117646,6.9,2.7,0.0,3.85,0.45,0.0,0.0,0.0,0.05,0.0,0.25,0.1,0.15,0.05,0.25,0.1,0.1,0.0,0.25,0.05,0.05,0.0,0.1,0.05,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.1,0.0,0.1,0.05,0.0,0.0,0.15,0.1,0.4,0.0,0.0,0.0,6.0,6.0,0.0,0.0,20.0,20.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,12.0,1.0,0.6
97,2019,0.0,0,0.0,0,1.0,1,0.0,0,0.0,24.0,NIZA,11.0,SUBA,5.96,66141.0,756.595.298.134,65073.0,860.076.716.846,923.064,981.613,"3,41",1.388.086,"91,6",4,1,3,0.42857143,2.5,5.857143,2.5,0.0,3.5714285,0.42857143,0.0,0.0,0.0,0.14285715,0.14285715,0.14285715,0.14285715,0.14285715,0.0,0.14285715,0.14285715,0.0,0.14285715,0.0,0.14285715,0.0,0.0,0.0,0.0,0.0,0.0,0.14285715,0.14285715,0.0,0.0,0.0,0.14285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.14285715,0.14285715,0.0,0.0,0.0,5.0,0.0,0.71428573
837,2019,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23.0,CASA BLANCA SUBA,11.0,SUBA,2.67,29874.0,420.483.819.457,36521.0,868.547.095.276,923.064,981.613,"3,41",1.388.086,"91,6",2,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2019,0.0,0,0.0,0,2.0,1,0.0,0,1.0,28.0,EL RINCON,11.0,SUBA,2.84,271222.0,710.088.818.863,302006.0,42.530.735.871,923.064,981.613,"3,41",1.388.086,"91,6",2,1,4,0.5,3.0,7.25,3.25,0.0,3.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,2.0,0.0,0.5
