codigo_upz,year,quarter,cantidad_oxxo,dummy_oxxo,cantidad_ara,dummy_ara,cantidad_d1,dummy_d1,cantidad_jb,dummy_jb,spillover_oxxo,estrato_mean,poblacion_2005,poblacion_urbana_2009,num_est_transmi,acceso_transmi,accesibilidad_arterial,personas_por_localidad_2007,personas_por_hogar_2007_localidad,gasto_promedio_mensual_2007_localidad,ICV_2007_localidad,nombre_localidad,nombre_upz,theft_to_people,homicide,sexual,theft_to_vehicle,theft_to_motorbike,genero_-,genero_FEMENINO,genero_MASCULINO,TOTAL_POBLACION,Hombre,Mujer,crime_index,theft_to_people_index,homicide_index,sexual_index,theft_to_vehicle_index,theft_to_motorbike_index,male_index,female_index
52.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,614920.0,740280.0,0.0,0,176.0,314.431,"4,07",569.872,"82,91",USME,LA FLORA,4.0,4.0,24.0,4.0,6.0,0.0,24.0,18.0,18698.0,9295.0,9403.0,22.462295432666597,2.139266231682533,2.139266231682533,12.835597390095197,2.139266231682533,3.2088993475237992,19.365250134480906,25.52376900989046
33.0,2019,2,0.0,0,0.0,0,2.0,1,0.0,0,0.0,2.8193333333333332,1647904.0,748256.0,42.0,13,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,SOSIEGO,5.0,1.0,14.0,9.0,9.0,0.0,11.0,27.0,42929.0,20777.0,22152.0,8.851825106571315,1.1647138298120152,0.23294276596240304,3.2611987234736426,2.0964848936616276,2.0964848936616276,12.995138855465179,4.965691585409895
19.0,2019,2,2.0,1,3.0,1,6.0,1,2.0,1,8.0,3.51625,692512.0,712104.0,25.0,8,34.0,981.613,"3,41",1.388.086,"91,6",SUBA,EL PRADO,20.0,4.0,4.0,14.0,3.0,0.0,12.0,33.0,100927.0,46205.0,54722.0,4.458668146283948,1.98163028723731,0.396326057447462,0.396326057447462,1.387141201066117,0.2972445430855965,7.142084190022724,2.192902306202259
41.0,2019,2,0.0,0,0.0,0,1.0,1,0.0,0,2.0,3.0,523602.0,513468.0,24.0,8,22.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,MUZU,14.0,0.0,6.0,23.0,7.0,0.0,19.0,31.0,57874.0,27440.0,30434.0,8.639458133185887,2.419048277292048,0.0,1.0367349759823064,3.974150741265508,1.209524138646024,11.29737609329446,6.2430176775974235
37.0,2019,2,0.0,0,1.0,1,1.0,1,0.0,0,5.0,3.0,307027.0,315602.0,40.0,7,41.0,94.944,"3,53",1.059.511,"89,78",LOS MARTIRES,SANTA ISABEL,10.0,7.0,12.0,14.0,8.0,0.0,15.0,36.0,43484.0,19996.0,23488.0,11.728451844356545,2.2996964400699107,1.6097875080489374,2.759635728083893,3.219575016097875,1.8397571520559286,18.00360072014403,6.386239782016348
107.0,2019,2,0.0,0,1.0,1,3.0,1,1.0,1,4.0,3.77,207448.0,216792.0,32.0,8,35.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,QUINTA PAREDES,25.0,0.0,0.0,3.0,0.0,0.0,16.0,12.0,26739.0,11967.0,14772.0,10.47159579640226,9.349639103930588,0.0,0.0,1.1219566924716706,0.0,10.02757583354224,10.83130246412131
73.0,2019,2,1.0,1,0.0,0,3.0,1,1.0,1,3.0,2.775714285714286,955689.0,1044302.0,4.0,2,40.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,GARCES NAVAS,25.0,3.0,26.0,18.0,21.0,0.0,33.0,60.0,163652.0,77170.0,86482.0,5.682790311148046,1.5276318040720556,0.18331581648864664,1.5887370762349375,1.0998948989318797,1.2832107154205263,7.7750421148114555,3.8158229458153143
31.0,2019,2,0.0,0,1.0,1,2.0,1,0.0,0,6.0,3.318333333333334,409362.0,391260.0,10.0,4,38.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,SANTA CECILIA,15.0,1.0,13.0,8.0,8.0,0.0,21.0,24.0,66554.0,31112.0,35442.0,6.761426811311116,2.2538089371037056,0.15025392914024702,1.9533010788232112,1.2020314331219761,1.2020314331219761,7.714065312419645,5.925173522938886
58.0,2019,2,0.0,0,0.0,0,0.0,0,1.0,1,0.0,1.5654545454545454,857659.0,954745.0,0.0,0,29.0,314.431,"4,07",569.872,"82,91",USME,COMUNEROS,7.0,1.0,37.0,6.0,7.0,0.0,37.0,21.0,94210.0,46146.0,48064.0,6.156458974631143,0.7430209107313449,0.10614584439019212,3.9273962424371085,0.6368750663411528,0.7430209107313449,4.550773631517358,7.698069241011984
13.0,2019,2,3.0,1,1.0,1,5.0,1,3.0,1,4.0,4.381666666666667,1717632.0,1842552.0,20.0,5,88.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,LOS CEDROS,45.0,0.0,6.0,5.0,0.0,0.0,16.0,40.0,126708.0,56234.0,70474.0,4.419610442908104,3.5514726773368688,0.0,0.47352969031158254,0.3946080752596521,0.0,7.113134402674539,2.270340834917842
63.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,1596.0,5864.0,2.0,2,6.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,EL MOCHUELO,0.0,2.0,1.0,3.0,0.0,0.0,1.0,5.0,36.0,18.0,18.0,1666.6666666666665,0.0,555.5555555555555,277.77777777777777,833.3333333333333,0.0,2777.777777777778,555.5555555555555
87.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.765,212992.0,339512.0,0.0,0,47.0,546.809,"3,98",703.807,"85,4",BOSA,TINTAL SUR,3.0,2.0,32.0,5.0,9.0,0.0,30.0,21.0,102194.0,48023.0,54171.0,4.990508249016576,0.2935593087656809,0.1957062058437873,3.131299293500597,0.48926551460946827,0.8806779262970429,4.372904649855278,5.538018496981779
77.0,2019,2,1.0,1,0.0,0,0.0,0,0.0,0,1.0,2.045,283878.0,356976.0,0.0,0,13.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,ZONA FRANCA,6.0,0.0,6.0,3.0,4.0,0.0,6.0,13.0,59305.0,27758.0,31547.0,3.203777084562853,1.0117190793356379,0.0,1.0117190793356379,0.5058595396678189,0.6744793862237585,4.683334534188342,1.9019241132278821
39.0,2019,2,1.0,1,2.0,1,5.0,1,0.0,0,0.0,3.0,1410480.0,1306815.0,45.0,15,69.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,QUIROGA,23.0,2.0,27.0,18.0,28.0,0.0,39.0,59.0,90059.0,43506.0,46553.0,10.881755293751874,2.5538813444519706,0.2220766386479974,2.9980346217479648,1.9986897478319767,3.109072941071964,13.561347860065279,8.377548170901983
108.0,2019,2,0.0,0,0.0,0,0.0,0,1.0,1,3.0,2.685714285714286,33520.0,33976.0,48.0,8,66.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,ZONA INDUSTRIAL,17.0,2.0,52.0,3.0,7.0,0.0,47.0,34.0,6185.0,3095.0,3090.0,130.96200485044463,27.4858528698464,3.2336297493936947,84.07437348423606,4.8504446240905414,11.317704122877931,109.8546042003231,152.10355987055016
61.0,2019,2,0.0,0,0.0,0,0.0,0,5.0,1,0.0,1.2366666666666666,79500.0,134960.0,0.0,0,65.0,314.431,"4,07",569.872,"82,91",USME,CIUDAD USME,1.0,0.0,13.0,1.0,2.0,0.0,11.0,6.0,24119.0,11715.0,12404.0,7.048385090592479,0.41461088768191057,0.0,5.389941539864838,0.41461088768191057,0.8292217753638211,5.121638924455826,8.868107062237987
1.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.0,52488.0,63828.0,3.0,3,83.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,PASEO DE LOS LIBERTADORES,7.0,0.0,0.0,3.0,1.0,0.0,1.0,10.0,2602.0,1291.0,1311.0,42.27517294388932,26.90238278247502,0.0,0.0,11.529592621060722,3.8431975403535743,77.45933384972889,7.627765064836003
46.0,2019,2,0.0,0,0.0,0,3.0,1,1.0,1,2.0,2.72,884656.0,1003288.0,18.0,6,40.0,979.914,"3,72",999.300,"88,94",KENNEDY,CASTILLA,36.0,1.0,30.0,46.0,24.0,0.0,52.0,85.0,140078.0,66586.0,73492.0,9.780265280772142,2.5699967161153072,0.07138879766986965,2.1416639300960894,3.2838846928140035,1.7133311440768715,12.765446189889767,7.075600065313231
85.0,2019,2,1.0,1,1.0,1,3.0,1,2.0,1,1.0,1.9988888888888892,2537808.0,2654832.0,17.0,6,39.0,546.809,"3,98",703.807,"85,4",BOSA,BOSA CENTRAL,27.0,8.0,52.0,18.0,40.0,0.0,62.0,83.0,235147.0,113170.0,121977.0,6.166355513784994,1.1482179232565162,0.3402127180019307,2.2113826670125496,0.7654786155043442,1.7010635900096536,7.33409914288239,5.082925469555736
60.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1058.0,545.0,513.0,37.80718336483932,0.0,0.0,37.80718336483932,0.0,0.0,0.0,77.97270955165692
30.0,2019,2,1.0,1,4.0,1,6.0,1,0.0,0,5.0,3.001818181818182,1427481.0,1341120.0,25.0,7,42.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,BOYACA REAL,23.0,0.0,19.0,16.0,16.0,0.0,34.0,40.0,126709.0,60161.0,66548.0,5.840153422408827,1.815182820478419,0.0,1.4994988516995635,1.262735875115422,1.262735875115422,6.648825651169362,5.109094187654024
72.0,2019,2,0.0,0,0.0,0,1.0,1,0.0,0,4.0,3.0,331356.0,345116.0,4.0,2,21.0,824.337,"3,41",1.089.512,"91,78",ENGATIVA,BOLIVIA,26.0,0.0,16.0,22.0,3.0,0.0,30.0,37.0,82460.0,37550.0,44910.0,8.125151588649041,3.1530439000727624,0.0,1.9403347077370845,2.6679602231384916,0.36381275770070337,9.853528628495338,6.680026720106881
57.0,2019,2,0.0,0,2.0,1,0.0,0,0.0,0,0.0,1.7740000000000002,1391324.0,1519562.0,3.0,3,23.0,314.431,"4,07",569.872,"82,91",USME,GRAN YOMASA,12.0,7.0,46.0,9.0,9.0,0.0,40.0,43.0,126215.0,61508.0,64707.0,6.576080497563681,0.9507586261537853,0.554609198589708,3.64457473358951,0.7130689696153389,0.7130689696153389,6.990960525460102,6.1817114068029735
23.0,2019,2,0.0,0,0.0,0,4.0,1,19.0,1,6.0,3.5728571428571425,209118.0,255647.0,7.0,5,41.0,981.613,"3,41",1.388.086,"91,6",SUBA,CASA BLANCA SUBA,9.0,0.0,2.0,2.0,2.0,0.0,9.0,6.0,56335.0,26066.0,30269.0,2.6626431170675424,1.5975858702405255,0.0,0.35501908227567236,0.35501908227567236,0.35501908227567236,2.301849152152229,2.973339059764115
88.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,16.0,5.9375,358776.0,369156.0,3.0,2,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,EL REFUGIO,8.0,0.0,3.0,1.0,0.0,0.0,8.0,4.0,38133.0,17147.0,20986.0,3.146880654551176,2.097920436367451,0.0,0.786720163637794,0.26224005454593136,0.0,2.3327695806846678,3.812065186314686
9.0,2019,2,0.0,0,1.0,1,4.0,1,1.0,1,0.0,2.7445454545454546,927663.0,1059410.0,9.0,4,60.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,VERBENAL,7.0,2.0,15.0,5.0,9.0,0.0,18.0,20.0,122844.0,58302.0,64542.0,3.093354172771971,0.5698284002474684,0.1628081143564195,1.2210608576731463,0.4070202858910488,0.7326365146038879,3.4304140509759526,2.7888816584549594
109.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,4.0,4.123333333333334,44058.0,53832.0,12.0,3,32.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,CIUDAD SALITRE ORIENTAL,11.0,0.0,1.0,0.0,1.0,0.0,7.0,6.0,22721.0,10122.0,12599.0,5.721579155847014,4.841336208793627,0.0,0.4401214735266934,0.0,0.4401214735266934,5.927682276229993,5.555996507659338
49.0,2019,2,0.0,0,1.0,1,0.0,0,1.0,1,2.0,2.3333333333333335,124191.0,114375.0,10.0,3,11.0,546.809,"3,98",703.807,"85,4",BOSA,APOGEO,10.0,1.0,3.0,5.0,0.0,0.0,7.0,12.0,36681.0,17572.0,19109.0,5.179793353507266,2.7262070281617183,0.27262070281617184,0.8178621084485155,1.3631035140808592,0.0,6.829046209879354,3.663195352975038
14.0,2019,2,1.0,1,0.0,0,1.0,1,0.0,0,13.0,4.66,375100.0,457974.0,0.0,0,45.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,USAQUEN,17.0,0.0,5.0,0.0,2.0,0.0,12.0,12.0,40865.0,19334.0,21531.0,5.872996451731311,4.160039153309678,0.0,1.223540927444023,0.0,0.4894163709776092,6.206682528188683,5.573359342343598
32.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.7457142857142858,1408200.0,1428675.0,0.0,0,47.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,SAN BLAS,4.0,1.0,30.0,10.0,11.0,0.0,28.0,28.0,100161.0,48278.0,51883.0,5.590998492427192,0.3993570351733709,0.09983925879334273,2.9951777638002817,0.9983925879334272,1.09823184672677,5.7997431542317415,5.396758090318602
92.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,10.0,2.5425,132324.0,86100.0,26.0,6,25.0,96.241,"3,18",896.890,"88,28",SANTA FE,LA MACARENA,2.0,0.0,5.0,1.0,0.0,0.0,4.0,4.0,12200.0,5967.0,6233.0,6.557377049180328,1.639344262295082,0.0,4.098360655737705,0.819672131147541,0.0,6.703536115300822,6.417455478902615
11.0,2019,2,0.0,0,1.0,1,4.0,1,2.0,1,4.0,2.3000000000000003,373404.0,436080.0,0.0,0,21.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,SAN CRISTOBAL NORTE,6.0,5.0,20.0,2.0,5.0,0.0,19.0,19.0,69583.0,33095.0,36488.0,5.4611040052886475,0.8622795797824182,0.7185663164853484,2.8742652659413936,0.28742652659413936,0.7185663164853484,5.741048496751775,5.207191405393554
36.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,2.97,350595.0,343350.0,26.0,7,19.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,SAN JOSE,10.0,1.0,10.0,8.0,9.0,0.0,10.0,28.0,47491.0,22523.0,24968.0,8.001516076730327,2.1056621254553494,0.21056621254553495,2.1056621254553494,1.6845297003642796,1.8950959129098146,12.431736447187319,4.005126561999359
53.0,2019,2,0.0,0,1.0,1,1.0,1,0.0,0,1.0,2.442857142857143,479920.0,461139.0,21.0,6,14.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ,10.0,2.0,13.0,5.0,5.0,0.0,20.0,15.0,46874.0,22582.0,24292.0,7.466825958953791,2.133378845415369,0.42667576908307375,2.77339249903998,1.0666894227076844,1.0666894227076844,6.642458595341423,8.233163181294254
50.0,2019,2,0.0,0,1.0,1,0.0,0,0.0,0,0.0,1.9327272727272728,215222.0,1432186.0,1.0,1,21.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,LA GLORIA,10.0,1.0,24.0,8.0,8.0,0.0,31.0,20.0,94513.0,45836.0,48677.0,5.3960830785182985,1.0580555055918233,0.10580555055918234,2.5393332134203757,0.8464444044734587,0.8464444044734587,4.363382494109434,6.368510795652977
110.0,2019,2,2.0,1,1.0,1,0.0,0,0.0,0,5.0,4.074999999999999,71780.0,82212.0,7.0,2,29.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,CIUDAD SALITRE OCCIDENTAL,14.0,1.0,6.0,2.0,4.0,0.0,15.0,12.0,44029.0,20708.0,23321.0,6.132321878761726,3.179722455654228,0.22712303254673058,1.3627381952803832,0.45424606509346116,0.9084921301869223,5.7948618891249755,6.431971184769092
10.0,2019,2,0.0,0,1.0,1,1.0,1,13.0,1,1.0,2.87125,122265.0,153495.0,5.0,2,29.0,430.156,"3,12",1.867.529,"93,6",USAQUEN,LA URIBE,15.0,0.0,7.0,2.0,1.0,0.0,14.0,11.0,32844.0,15072.0,17772.0,7.611740348313238,4.567044208987943,0.0,2.131287297527707,0.608939227865059,0.3044696139325295,7.298301486199575,7.8775602070672965
42.0,2019,2,0.0,0,1.0,1,1.0,1,6.0,1,1.0,2.4250000000000003,2179040.0,2310720.0,35.0,13,66.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,VENECIA,26.0,5.0,25.0,13.0,18.0,0.0,38.0,49.0,135141.0,65747.0,69394.0,6.437720602925833,1.9239165020238123,0.36998394269688695,1.8499197134844347,0.9619582510119061,1.3319421937087932,7.452811535127078,5.475977750237773
103.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,2.0,3.0,10953.0,12423.0,5.0,2,15.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,PARQUE SALITRE,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1356.0,709.0,647.0,44.24778761061947,22.123893805309734,0.0,22.123893805309734,0.0,0.0,42.31311706629055,46.3678516228748
21.0,2019,2,0.0,0,0.0,0,6.0,1,0.0,0,14.0,3.762,225860.0,233125.0,52.0,5,22.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ANDES,12.0,0.0,3.0,3.0,1.0,0.0,10.0,9.0,28368.0,12669.0,15699.0,6.697687535250987,4.230118443316413,0.0,1.0575296108291032,1.0575296108291032,0.35250987027636776,7.1039545346909785,6.36983247340595
55.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.5539999999999998,379860.0,395955.0,0.0,0,7.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,DIANA TURBAY,2.0,5.0,22.0,2.0,10.0,0.0,24.0,17.0,73342.0,35514.0,37828.0,5.590248425186114,0.27269504513102993,0.681737612827575,2.9996454964413295,0.27269504513102993,1.36347522565515,4.786844624655066,6.34450671460294
113.0,2019,2,0.0,0,0.0,0,3.0,1,0.0,0,3.0,3.2925,104270.0,104965.0,8.0,3,26.0,979.914,"3,72",999.300,"88,94",KENNEDY,BAVARIA,12.0,0.0,6.0,10.0,8.0,0.0,13.0,23.0,38880.0,18156.0,20724.0,9.25925925925926,3.0864197530864197,0.0,1.5432098765432098,2.57201646090535,2.05761316872428,12.667988543732099,6.27292028565914
60.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.11,10544.0,15584.0,0.0,0,0.0,314.431,"4,07",569.872,"82,91",USME,PARQUE ENTRENUBES,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1058.0,545.0,513.0,37.80718336483932,0.0,0.0,37.80718336483932,0.0,0.0,0.0,77.97270955165692
90.0,2019,2,0.0,0,1.0,1,3.0,1,0.0,0,19.0,3.05,275954.0,520674.0,22.0,10,60.0,122.507,"2,43",2.288.835,"96,61",CHAPINERO,PARDO RUBIO,17.0,1.0,17.0,9.0,5.0,0.0,25.0,24.0,48445.0,23772.0,24673.0,10.114562906388688,3.509134069563422,0.20641965115078953,3.509134069563422,1.8577768603571059,1.0320982557539478,10.095911155981828,10.132533538686014
67.0,2019,2,0.0,0,1.0,1,0.0,0,0.0,0,0.0,1.256470588235294,2609568.0,2765373.0,2.0,1,30.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,LUCERO,11.0,9.0,45.0,4.0,26.0,0.0,48.0,47.0,157159.0,78057.0,79102.0,6.044833576187173,0.699928098295357,0.5726684440598375,2.8633422202991876,0.2545193084710389,1.6543755050617528,6.0212408880689745,6.068114586230437
83.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0,24432.0,29572.0,1.0,1,11.0,979.914,"3,72",999.300,"88,94",KENNEDY,LAS MARGARITAS,8.0,1.0,4.0,2.0,4.0,0.0,5.0,14.0,29613.0,14096.0,15517.0,6.416101036706851,2.701516225981832,0.337689528247729,1.350758112990916,0.675379056495458,1.350758112990916,9.931895573212259,3.2222723464587224
101.0,2019,2,1.0,1,0.0,0,3.0,1,0.0,0,14.0,3.8711111111111105,267970.0,273160.0,65.0,10,59.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,TEUSAQUILLO,47.0,1.0,6.0,7.0,4.0,0.0,27.0,38.0,26793.0,12524.0,14269.0,24.260067928190196,17.541895271152914,0.3732318142798492,2.239390885679095,2.6126226999589446,1.4929272571193968,30.341743851804537,18.922138902515943
54.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1.83,984621.0,1061115.0,21.0,8,28.0,378.78,"3,72",591.317,"87,06",RAFAEL URIBE URIBE,MARRUECOS,10.0,5.0,28.0,7.0,8.0,1.0,30.0,27.0,115215.0,60329.0,54886.0,5.034066744781495,0.867942542203706,0.433971271101853,2.430239118170377,0.6075597795425942,0.6943540337629649,4.475459563394056,5.465874722151368
78.0,2019,2,0.0,0,1.0,1,0.0,0,0.0,0,2.0,1.956,79812.0,176088.0,0.0,0,25.0,979.914,"3,72",999.300,"88,94",KENNEDY,TINTAL NORTE,3.0,0.0,3.0,3.0,4.0,0.0,3.0,10.0,28487.0,13405.0,15082.0,4.563485098465967,1.0531119457998386,0.0,1.0531119457998386,1.0531119457998386,1.4041492610664514,7.459903021260724,1.9891261105954117
100.0,2019,2,1.0,1,1.0,1,2.0,1,1.0,1,7.0,3.59625,300195.0,309096.0,38.0,9,56.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,GALERIAS,47.0,1.0,12.0,7.0,1.0,0.0,29.0,39.0,35496.0,16396.0,19100.0,19.157088122605362,13.240928555330177,0.2817218841559612,3.3806626098715347,1.9720531890917286,0.2817218841559612,23.786289338863135,15.183246073298431
34.0,2019,2,0.0,0,2.0,1,2.0,1,1.0,1,0.0,2.346363636363636,864012.0,1108236.0,26.0,12,30.0,404.35,"3,73",706.208,"83,68",SAN CRISTOBAL,20 DE JULIO,10.0,0.0,23.0,10.0,19.0,0.0,31.0,31.0,79269.0,38378.0,40891.0,7.821468669971868,1.2615272048341724,0.0,2.9015125711185963,1.2615272048341724,2.396901689184927,8.077544426494347,7.581130322075762
106.0,2019,2,0.0,0,0.0,0,2.0,1,1.0,1,1.0,4.164,167560.0,168920.0,17.0,5,30.0,139.298,"2,87",1.933.116,"96,03",TEUSAQUILLO,LA ESMERALDA,9.0,0.0,1.0,3.0,1.0,0.0,5.0,9.0,37578.0,16706.0,20872.0,3.7255841183671294,2.3950183618074403,0.0,0.26611315131193786,0.7983394539358135,0.26611315131193786,5.387286005028133,2.395553852050594
91.0,2019,2,2.0,1,0.0,0,0.0,0,1.0,1,12.0,3.3285714285714287,96894.0,41153.0,42.0,7,37.0,96.241,"3,18",896.890,"88,28",SANTA FE,SAGRADO CORAZON,24.0,0.0,5.0,1.0,1.0,0.0,14.0,17.0,10453.0,5227.0,5226.0,29.65655792595427,22.95991581364202,0.0,4.783315794508753,0.9566631589017506,0.9566631589017506,32.5234360053568,26.789131266743205
95.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,9.0,2.0,260205.0,69723.0,19.0,3,15.0,96.241,"3,18",896.890,"88,28",SANTA FE,LAS CRUCES,7.0,5.0,11.0,2.0,1.0,0.0,16.0,10.0,20700.0,10469.0,10231.0,12.56038647342995,3.381642512077295,2.4154589371980677,5.314009661835749,0.966183574879227,0.4830917874396135,9.552010698251982,15.638744990714496
40.0,2019,2,0.0,0,0.0,0,2.0,1,0.0,0,2.0,3.0,1219392.0,1267944.0,21.0,8,62.0,250.715,"3,55",1.116.511,"90,43",PUENTE ARANDA,CIUDAD MONTES,14.0,1.0,7.0,25.0,20.0,0.0,15.0,52.0,99795.0,47099.0,52696.0,6.7137632145899095,1.4028758955859513,0.10020542111328223,0.7014379477929756,2.5051355278320555,2.0041084222656447,11.040574109853713,2.8465158645817517
117.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,4.0,3.0,824.0,1670.0,1.0,1,17.0,317.179,"3,46",1.428.379,"90,03",FONTIBON,AEROPUERTO EL DORADO,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,790.0,522.0,268.0,50.63291139240506,50.63291139240506,0.0,0.0,0.0,0.0,57.47126436781609,37.3134328358209
64.0,2019,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.0,5590.0,25895.0,0.0,0,7.0,593.937,"4,09",505.335,"83,5",CIUDAD BOLIVAR,MONTE BLANCO,0.0,2.0,4.0,0.0,1.0,0.0,4.0,3.0,5725.0,2899.0,2826.0,12.22707423580786,0.0,3.4934497816593884,6.986899563318777,0.0,1.7467248908296942,10.348395998620214,14.154281670205238
48.0,2019,2,0.0,0,1.0,1,0.0,0,0.0,0,2.0,2.7455555555555557,1310472.0,1325682.0,5.0,3,18.0,979.914,"3,72",999.300,"88,94",KENNEDY,TIMIZA,14.0,4.0,23.0,27.0,24.0,0.0,36.0,56.0,141474.0,67751.0,73723.0,6.502961674936738,0.9895811244468948,0.28273746412768425,1.6257404187341844,1.9084778828618685,1.6964247847661054,8.265560655931278,4.8831436593736015
98.0,2019,2,0.0,0,3.0,1,6.0,1,0.0,0,17.0,3.0542105263157895,1522242.0,1559634.0,99.0,19,81.0,230.066,"3,36",1.462.840,"92,44",BARRIOS UNIDOS,LOS ALCAZARES,44.0,0.0,5.0,17.0,9.0,0.0,21.0,54.0,40963.0,19865.0,21098.0,18.309205868710787,10.741400776310329,0.0,1.2206137245807192,4.150086663574445,2.1971047042452945,27.183488547696953,9.953550099535502
28.0,2019,2,1.0,1,6.0,1,12.0,1,6.0,1,6.0,2.287857142857143,3797108.0,4228084.0,17.0,6,49.0,981.613,"3,41",1.388.086,"91,6",SUBA,EL RINCON,35.0,12.0,46.0,18.0,41.0,1.0,58.0,93.0,272474.0,130548.0,141926.0,5.578513913254108,1.284526230025617,0.44040899315164017,1.688234473747954,0.6606134897274603,1.5047307266014371,7.123816527254344,4.086636697997548
17.0,2019,2,0.0,0,0.0,0,2.0,1,0.0,0,2.0,4.285,226840.0,238870.0,6.0,2,32.0,981.613,"3,41",1.388.086,"91,6",SUBA,SAN JOSE DE BAVARIA,16.0,1.0,2.0,7.0,2.0,0.0,4.0,24.0,49227.0,22838.0,26389.0,5.687935482560384,3.2502488471773616,0.2031405529485851,0.4062811058971702,1.421983870640096,0.4062811058971702,10.508801120938786,1.5157830914396149
24.0,2019,2,2.0,1,2.0,1,11.0,1,1.0,1,7.0,4.819999999999999,859833.0,845949.0,36.0,12,69.0,981.613,"3,41",1.388.086,"91,6",SUBA,NIZA,12.0,1.0,17.0,7.0,2.0,0.0,23.0,16.0,80003.0,36556.0,43447.0,4.874817194355211,1.499943752109296,0.12499531267577466,2.1249203154881693,0.8749671887304226,0.2499906253515493,4.37684648210964,5.293806246691371
44.0,2019,2,1.0,1,2.0,1,1.0,1,0.0,0,1.0,3.22875,673424.0,676672.0,20.0,7,33.0,979.914,"3,72",999.300,"88,94",KENNEDY,AMERICAS,24.0,1.0,14.0,34.0,10.0,0.0,30.0,53.0,79564.0,37621.0,41943.0,10.431853602131616,3.016439595797094,0.12568498315821228,1.7595897642149716,4.273289427379217,1.2568498315821226,14.087876451981606,7.152564194263643
62.0,2019,2,0.0,0,1.0,1,2.0,1,0.0,0,1.0,2.024,338366.0,403893.0,26.0,7,26.0,182.532,"3,63",829.895,"87,19",TUNJUELITO,TUNJUELITO,11.0,1.0,13.0,4.0,5.0,0.0,15.0,19.0,40340.0,20058.0,20282.0,8.42835894893406,2.7268220128904312,0.24789291026276647,3.2226078334159642,0.9915716410510659,1.2394645513138323,9.472529663974473,7.395720343161424
