"ZAT","codigo_upz","nombre_upz","codigo_localidad","nombre_localidad","estrato_mean","poblacion_2005","area_urbana_2009","poblacion_urbana_2009","densidad_urbana_2009","poblacion_por_localidad_2005","personas_por_localidad_2007","personas_por_hogar_2007_localidad","gasto_promedio_mensual_2007_localidad","ICV_2007_localidad","num_est_transmi","acceso_transmi","accesibilidad_arterial"
"348","92","LA MACARENA","3","SANTA FE","2","22054","858.972.814.617","14350","167.060.001.851","109.107","96.241","3,18","896.89","88,28","3","1","2"
"349","92","LA MACARENA","3","SANTA FE","3.57","22054","858.972.814.617","14350","167.060.001.851","109.107","96.241","3,18","896.89","88,28","6","1","2"
"350","92","LA MACARENA","3","SANTA FE","2.15","22054","858.972.814.617","14350","167.060.001.851","109.107","96.241","3,18","896.89","88,28","6","1","8"
"351","91","SAGRADO CORAZON","3","SANTA FE","3","13842","146.189.273.671","5879","40.214.988.777","109.107","96.241","3,18","896.89","88,28","6","1","2"
"352","91","SAGRADO CORAZON","3","SANTA FE","3.2","13842","146.189.273.671","5879","40.214.988.777","109.107","96.241","3,18","896.89","88,28","8","1","3"
"353","92","LA MACARENA","3","SANTA FE","2.45","22054","858.972.814.617","14350","167.060.001.851","109.107","96.241","3,18","896.89","88,28","6","1","8"
"354","93","LAS NIEVES","3","SANTA FE","3","47454","17.257.386.015","13773","798.093.059.287","109.107","96.241","3,18","896.89","88,28","9","1","6"
"355","93","LAS NIEVES","3","SANTA FE","2.7","47454","17.257.386.015","13773","798.093.059.287","109.107","96.241","3,18","896.89","88,28","15","1","12"
"356","101","TEUSAQUILLO","13","TEUSAQUILLO","3.94","26797","235.700.797.363","27316","115.892.692.369","137.53","139.298","2,87","1.933.116","96,03","7","1","5"
"357","102","LA SABANA","14","LOS MARTIRES","3","50981","450.942.153.879","52197","11.575.098.835","94.842","94.944","3,53","1.059.511","89,78","9","1","6"
"358","102","LA SABANA","14","LOS MARTIRES","3","50981","450.942.153.879","52197","11.575.098.835","94.842","94.944","3,53","1.059.511","89,78","5","1","5"
"359","102","LA SABANA","14","LOS MARTIRES","2.95","50981","450.942.153.879","52197","11.575.098.835","94.842","94.944","3,53","1.059.511","89,78","9","1","3"
"360","102","LA SABANA","14","LOS MARTIRES","3.12","50981","450.942.153.879","52197","11.575.098.835","94.842","94.944","3,53","1.059.511","89,78","6","1","10"
"361","102","LA SABANA","14","LOS MARTIRES","2.16","50981","450.942.153.879","52197","11.575.098.835","94.842","94.944","3,53","1.059.511","89,78","10","1","4"
"362","102","LA SABANA","14","LOS MARTIRES","2.88","50981","450.942.153.879","52197","11.575.098.835","94.842","94.944","3,53","1.059.511","89,78","9","1","7"
"363","102","LA SABANA","14","LOS MARTIRES","3","50981","450.942.153.879","52197","11.575.098.835","94.842","94.944","3,53","1.059.511","89,78","7","1","16"
"364","108","ZONA INDUSTRIAL","16","PUENTE ARANDA","3","4190","34.695.352.294","4247","122.408.326.165","253.638","250.715","3,55","1.116.511","90,43","8","1","11"
"365","108","ZONA INDUSTRIAL","16","PUENTE ARANDA","2","4190","34.695.352.294","4247","122.408.326.165","253.638","250.715","3,55","1.116.511","90,43","5","1","5"
"366","108","ZONA INDUSTRIAL","16","PUENTE ARANDA","3","4190","34.695.352.294","4247","122.408.326.165","253.638","250.715","3,55","1.116.511","90,43","5","1","9"
"367","108","ZONA INDUSTRIAL","16","PUENTE ARANDA","2","4190","34.695.352.294","4247","122.408.326.165","253.638","250.715","3,55","1.116.511","90,43","6","1","13"
"368","108","ZONA INDUSTRIAL","16","PUENTE ARANDA","","4190","34.695.352.294","4247","122.408.326.165","253.638","250.715","3,55","1.116.511","90,43","5","1","5"
"369","108","ZONA INDUSTRIAL","16","PUENTE ARANDA","2.8","4190","34.695.352.294","4247","122.408.326.165","253.638","250.715","3,55","1.116.511","90,43","4","1","6"
"370","108","ZONA INDUSTRIAL","16","PUENTE ARANDA","3","4190","34.695.352.294","4247","122.408.326.165","253.638","250.715","3,55","1.116.511","90,43","5","1","8"
"371","108","ZONA INDUSTRIAL","16","PUENTE ARANDA","3","4190","34.695.352.294","4247","122.408.326.165","253.638","250.715","3,55","1.116.511","90,43","10","1","9"
"372","40","CIUDAD MONTES","16","PUENTE ARANDA","3","101616","445.578.698.505","105662","237.134.316.238","253.638","250.715","3,55","1.116.511","90,43","0","0","5"
"373","40","CIUDAD MONTES","16","PUENTE ARANDA","3","101616","445.578.698.505","105662","237.134.316.238","253.638","250.715","3,55","1.116.511","90,43","1","1","5"
"374","43","SAN RAFAEL","16","PUENTE ARANDA","3","76734","329.312.713.782","76749","23.305.811.403","253.638","250.715","3,55","1.116.511","90,43","3","1","6"
"375","43","SAN RAFAEL","16","PUENTE ARANDA","3","76734","329.312.713.782","76749","23.305.811.403","253.638","250.715","3,55","1.116.511","90,43","4","1","3"
"376","43","SAN RAFAEL","16","PUENTE ARANDA","3","76734","329.312.713.782","76749","23.305.811.403","253.638","250.715","3,55","1.116.511","90,43","1","1","1"
"377","43","SAN RAFAEL","16","PUENTE ARANDA","3","76734","329.312.713.782","76749","23.305.811.403","253.638","250.715","3,55","1.116.511","90,43","0","0","3"
"378","43","SAN RAFAEL","16","PUENTE ARANDA","3","76734","329.312.713.782","76749","23.305.811.403","253.638","250.715","3,55","1.116.511","90,43","2","1","1"
"379","43","SAN RAFAEL","16","PUENTE ARANDA","3","76734","329.312.713.782","76749","23.305.811.403","253.638","250.715","3,55","1.116.511","90,43","2","1","1"
"380","43","SAN RAFAEL","16","PUENTE ARANDA","3","76734","329.312.713.782","76749","23.305.811.403","253.638","250.715","3,55","1.116.511","90,43","2","1","2"
"381","43","SAN RAFAEL","16","PUENTE ARANDA","3","76734","329.312.713.782","76749","23.305.811.403","253.638","250.715","3,55","1.116.511","90,43","2","1","5"
"382","43","SAN RAFAEL","16","PUENTE ARANDA","3","76734","329.312.713.782","76749","23.305.811.403","253.638","250.715","3,55","1.116.511","90,43","1","1","5"
"383","44","AMERICAS","8","KENNEDY","4","84178","380.969.402.333","84584","222.023.079.759","951.073","979.914","3,72","999.3","88,94","2","1","6"
"384","111","PUENTE ARANDA","16","PUENTE ARANDA","3","12917","356.447.429.991","14658","41.122.473.517","253.638","250.715","3,55","1.116.511","90,43","3","1","8"
"385","113","BAVARIA","8","KENNEDY","3","20854","27.722.789.458","20993","757.247.030.708","951.073","979.914","3,72","999.3","88,94","2","1","12"
"386","113","BAVARIA","8","KENNEDY","3.04","20854","27.722.789.458","20993","757.247.030.708","951.073","979.914","3,72","999.3","88,94","3","1","5"
"387","113","BAVARIA","8","KENNEDY","","20854","27.722.789.458","20993","757.247.030.708","951.073","979.914","3,72","999.3","88,94","3","1","5"
"388","113","BAVARIA","8","KENNEDY","3.33","20854","27.722.789.458","20993","757.247.030.708","951.073","979.914","3,72","999.3","88,94","0","0","2"
"389","46","CASTILLA","8","KENNEDY","3","110582","503.545.836.025","125411","2.490.557.781","951.073","979.914","3,72","999.3","88,94","4","1","10"
"390","46","CASTILLA","8","KENNEDY","3","110582","503.545.836.025","125411","2.490.557.781","951.073","979.914","3,72","999.3","88,94","3","1","1"
"391","46","CASTILLA","8","KENNEDY","3","110582","503.545.836.025","125411","2.490.557.781","951.073","979.914","3,72","999.3","88,94","0","0","5"
"392","112","GRANJAS DE TECHO","9","FONTIBON","2.19","18061","477.255.354.063","22861","479.009.817.394","301.375","317.179","3,46","1.428.379","90,03","0","0","7"
"393","78","TINTAL NORTE","8","KENNEDY","2","13302","343.372.626.881","29348","854.698.298.655","951.073","979.914","3,72","999.3","88,94","0","0","6"
"394","46","CASTILLA","8","KENNEDY","2.07","110582","503.545.836.025","125411","2.490.557.781","951.073","979.914","3,72","999.3","88,94","2","1","5"
"395","101","TEUSAQUILLO","13","TEUSAQUILLO","3.07","26797","235.700.797.363","27316","115.892.692.369","137.53","139.298","2,87","1.933.116","96,03","8","1","5"
"396","79","CALANDAIMA","8","KENNEDY","2.4","55758","318.934.387.072","68328","214.238.422.602","951.073","979.914","3,72","999.3","88,94","0","0","8"
"397","75","FONTIBON","9","FONTIBON","2.51","131655","496.457.437.428","137489","27.694.015.566","301.375","317.179","3,46","1.428.379","90,03","0","0","4"
"398","77","ZONA FRANCA","9","FONTIBON","2.2","31542","490.212.344.089","39664","809.118.751.869","301.375","317.179","3,46","1.428.379","90,03","0","0","4"
"399","75","FONTIBON","9","FONTIBON","3","131655","496.457.437.428","137489","27.694.015.566","301.375","317.179","3,46","1.428.379","90,03","0","0","3"
"400","75","FONTIBON","9","FONTIBON","2.6","131655","496.457.437.428","137489","27.694.015.566","301.375","317.179","3,46","1.428.379","90,03","0","0","5"
"401","77","ZONA FRANCA","9","FONTIBON","2","31542","490.212.344.089","39664","809.118.751.869","301.375","317.179","3,46","1.428.379","90,03","0","0","0"
"402","77","ZONA FRANCA","9","FONTIBON","2","31542","490.212.344.089","39664","809.118.751.869","301.375","317.179","3,46","1.428.379","90,03","0","0","3"
"403","75","FONTIBON","9","FONTIBON","3","131655","496.457.437.428","137489","27.694.015.566","301.375","317.179","3,46","1.428.379","90,03","0","0","3"
"404","77","ZONA FRANCA","9","FONTIBON","","31542","490.212.344.089","39664","809.118.751.869","301.375","317.179","3,46","1.428.379","90,03","0","0","0"
"405","77","ZONA FRANCA","9","FONTIBON","2.07","31542","490.212.344.089","39664","809.118.751.869","301.375","317.179","3,46","1.428.379","90,03","0","0","3"
"406","77","ZONA FRANCA","9","FONTIBON","2","31542","490.212.344.089","39664","809.118.751.869","301.375","317.179","3,46","1.428.379","90,03","0","0","0"
"407","77","ZONA FRANCA","9","FONTIBON","2","31542","490.212.344.089","39664","809.118.751.869","301.375","317.179","3,46","1.428.379","90,03","0","0","3"
"408","46","CASTILLA","8","KENNEDY","3","110582","503.545.836.025","125411","2.490.557.781","951.073","979.914","3,72","999.3","88,94","4","1","3"
"409","46","CASTILLA","8","KENNEDY","3","110582","503.545.836.025","125411","2.490.557.781","951.073","979.914","3,72","999.3","88,94","3","1","6"
"410","80","CORABASTOS","8","KENNEDY","2.01","61954","184.525.478.991","69277","375.433.248.453","951.073","979.914","3,72","999.3","88,94","3","1","7"
"411","82","PATIO BONITO","8","KENNEDY","2","160502","317.321.661.524","174145","548.796.445.738","951.073","979.914","3,72","999.3","88,94","2","1","5"
"412","82","PATIO BONITO","8","KENNEDY","2","160502","317.321.661.524","174145","548.796.445.738","951.073","979.914","3,72","999.3","88,94","2","1","5"
"413","79","CALANDAIMA","8","KENNEDY","2","55758","318.934.387.072","68328","214.238.422.602","951.073","979.914","3,72","999.3","88,94","2","1","8"
"414","82","PATIO BONITO","8","KENNEDY","1.86","160502","317.321.661.524","174145","548.796.445.738","951.073","979.914","3,72","999.3","88,94","0","0","3"
"415","82","PATIO BONITO","8","KENNEDY","2","160502","317.321.661.524","174145","548.796.445.738","951.073","979.914","3,72","999.3","88,94","3","1","6"
"416","80","CORABASTOS","8","KENNEDY","2","61954","184.525.478.991","69277","375.433.248.453","951.073","979.914","3,72","999.3","88,94","3","1","4"
"417","47","KENNEDY CENTRAL","8","KENNEDY","3","108199","337.213.395.794","96282","285.522.465.006","951.073","979.914","3,72","999.3","88,94","3","1","5"
"418","47","KENNEDY CENTRAL","8","KENNEDY","3","108199","337.213.395.794","96282","285.522.465.006","951.073","979.914","3,72","999.3","88,94","3","1","2"
"419","44","AMERICAS","8","KENNEDY","3.93","84178","380.969.402.333","84584","222.023.079.759","951.073","979.914","3,72","999.3","88,94","4","1","7"
"420","44","AMERICAS","8","KENNEDY","3","84178","380.969.402.333","84584","222.023.079.759","951.073","979.914","3,72","999.3","88,94","4","1","3"
"421","44","AMERICAS","8","KENNEDY","2.88","84178","380.969.402.333","84584","222.023.079.759","951.073","979.914","3,72","999.3","88,94","3","1","6"
"422","44","AMERICAS","8","KENNEDY","2.02","84178","380.969.402.333","84584","222.023.079.759","951.073","979.914","3,72","999.3","88,94","2","1","2"
"423","44","AMERICAS","8","KENNEDY","3","84178","380.969.402.333","84584","222.023.079.759","951.073","979.914","3,72","999.3","88,94","0","0","4"
"424","43","SAN RAFAEL","16","PUENTE ARANDA","3","76734","329.312.713.782","76749","23.305.811.403","253.638","250.715","3,55","1.116.511","90,43","0","0","3"
"425","40","CIUDAD MONTES","16","PUENTE ARANDA","3","101616","445.578.698.505","105662","237.134.316.238","253.638","250.715","3,55","1.116.511","90,43","0","0","3"
"426","40","CIUDAD MONTES","16","PUENTE ARANDA","3","101616","445.578.698.505","105662","237.134.316.238","253.638","250.715","3,55","1.116.511","90,43","0","0","5"
"427","40","CIUDAD MONTES","16","PUENTE ARANDA","3","101616","445.578.698.505","105662","237.134.316.238","253.638","250.715","3,55","1.116.511","90,43","0","0","7"
"428","40","CIUDAD MONTES","16","PUENTE ARANDA","3","101616","445.578.698.505","105662","237.134.316.238","253.638","250.715","3,55","1.116.511","90,43","1","1","4"
"429","40","CIUDAD MONTES","16","PUENTE ARANDA","3","101616","445.578.698.505","105662","237.134.316.238","253.638","250.715","3,55","1.116.511","90,43","3","1","6"
"430","40","CIUDAD MONTES","16","PUENTE ARANDA","3","101616","445.578.698.505","105662","237.134.316.238","253.638","250.715","3,55","1.116.511","90,43","3","1","3"
"431","40","CIUDAD MONTES","16","PUENTE ARANDA","3","101616","445.578.698.505","105662","237.134.316.238","253.638","250.715","3,55","1.116.511","90,43","4","1","3"
"432","40","CIUDAD MONTES","16","PUENTE ARANDA","3","101616","445.578.698.505","105662","237.134.316.238","253.638","250.715","3,55","1.116.511","90,43","4","1","8"
"433","102","LA SABANA","14","LOS MARTIRES","3","50981","450.942.153.879","52197","11.575.098.835","94.842","94.944","3,53","1.059.511","89,78","9","1","11"
"434","37","SANTA ISABEL","14","LOS MARTIRES","3","43861","200.462.673.252","45086","224.909.701.485","94.842","94.944","3,53","1.059.511","89,78","5","1","7"
"435","37","SANTA ISABEL","14","LOS MARTIRES","3","43861","200.462.673.252","45086","224.909.701.485","94.842","94.944","3,53","1.059.511","89,78","4","1","3"
"436","37","SANTA ISABEL","14","LOS MARTIRES","3","43861","200.462.673.252","45086","224.909.701.485","94.842","94.944","3,53","1.059.511","89,78","3","1","6"
"437","38","RESTREPO","15","ANTONIO NARIÑO","3","83087","354.715.513.318","77022","217.137.387.873","116.828","119.565","3,92","1.095.184","90,79","4","1","6"
"438","37","SANTA ISABEL","14","LOS MARTIRES","3","43861","200.462.673.252","45086","224.909.701.485","94.842","94.944","3,53","1.059.511","89,78","6","1","4"
"439","37","SANTA ISABEL","14","LOS MARTIRES","3","43861","200.462.673.252","45086","224.909.701.485","94.842","94.944","3,53","1.059.511","89,78","6","1","5"
"440","102","LA SABANA","14","LOS MARTIRES","3","50981","450.942.153.879","52197","11.575.098.835","94.842","94.944","3,53","1.059.511","89,78","10","1","2"
"441","102","LA SABANA","14","LOS MARTIRES","2.35","50981","450.942.153.879","52197","11.575.098.835","94.842","94.944","3,53","1.059.511","89,78","9","1","3"
"442","102","LA SABANA","14","LOS MARTIRES","2.69","50981","450.942.153.879","52197","11.575.098.835","94.842","94.944","3,53","1.059.511","89,78","10","1","5"
"443","102","LA SABANA","14","LOS MARTIRES","3","50981","450.942.153.879","52197","11.575.098.835","94.842","94.944","3,53","1.059.511","89,78","11","1","6"
"444","102","LA SABANA","14","LOS MARTIRES","3","50981","450.942.153.879","52197","11.575.098.835","94.842","94.944","3,53","1.059.511","89,78","11","1","9"
"445","37","SANTA ISABEL","14","LOS MARTIRES","3","43861","200.462.673.252","45086","224.909.701.485","94.842","94.944","3,53","1.059.511","89,78","7","1","9"
"446","37","SANTA ISABEL","14","LOS MARTIRES","3","43861","200.462.673.252","45086","224.909.701.485","94.842","94.944","3,53","1.059.511","89,78","9","1","7"
"447","38","RESTREPO","15","ANTONIO NARIÑO","3","83087","354.715.513.318","77022","217.137.387.873","116.828","119.565","3,92","1.095.184","90,79","8","1","9"
"448","35","CIUDAD JARDIN","15","ANTONIO NARIÑO","3","33741","133.239.133.285","30913","23.201.141.615","116.828","119.565","3,92","1.095.184","90,79","7","1","5"
"449","35","CIUDAD JARDIN","15","ANTONIO NARIÑO","3","33741","133.239.133.285","30913","23.201.141.615","116.828","119.565","3,92","1.095.184","90,79","7","1","5"
"450","35","CIUDAD JARDIN","15","ANTONIO NARIÑO","2.33","33741","133.239.133.285","30913","23.201.141.615","116.828","119.565","3,92","1.095.184","90,79","6","1","2"
"451","35","CIUDAD JARDIN","15","ANTONIO NARIÑO","2","33741","133.239.133.285","30913","23.201.141.615","116.828","119.565","3,92","1.095.184","90,79","7","1","5"
"452","95","LAS CRUCES","3","SANTA FE","2","86735","923.683.070.697","23241","251.612.276.302","109.107","96.241","3,18","896.89","88,28","9","1","8"
"453","93","LAS NIEVES","3","SANTA FE","2.83","47454","17.257.386.015","13773","798.093.059.287","109.107","96.241","3,18","896.89","88,28","12","1","5"
"454","93","LAS NIEVES","3","SANTA FE","3","47454","17.257.386.015","13773","798.093.059.287","109.107","96.241","3,18","896.89","88,28","12","1","15"
"455","93","LAS NIEVES","3","SANTA FE","3","47454","17.257.386.015","13773","798.093.059.287","109.107","96.241","3,18","896.89","88,28","11","1","5"
"456","93","LAS NIEVES","3","SANTA FE","3","47454","17.257.386.015","13773","798.093.059.287","109.107","96.241","3,18","896.89","88,28","10","1","5"
"457","94","LA CANDELARIA","17","CANDELARIA","3","22622","206.024.323.421","24095","116.952.210.302","22.621","22.115","2,83","1.050.888","88,9","11","1","3"
"458","94","LA CANDELARIA","17","CANDELARIA","2.33","22622","206.024.323.421","24095","116.952.210.302","22.621","22.115","2,83","1.050.888","88,9","7","1","2"
"459","94","LA CANDELARIA","17","CANDELARIA","3","22622","206.024.323.421","24095","116.952.210.302","22.621","22.115","2,83","1.050.888","88,9","10","1","2"
"460","94","LA CANDELARIA","17","CANDELARIA","2.11","22622","206.024.323.421","24095","116.952.210.302","22.621","22.115","2,83","1.050.888","88,9","5","1","3"
"461","95","LAS CRUCES","3","SANTA FE","2","86735","923.683.070.697","23241","251.612.276.302","109.107","96.241","3,18","896.89","88,28","4","1","3"
"462","95","LAS CRUCES","3","SANTA FE","2","86735","923.683.070.697","23241","251.612.276.302","109.107","96.241","3,18","896.89","88,28","6","1","4"
"463","33","SOSIEGO","4","SAN CRISTOBAL","3","102994","23.491.634.485","46766","199.075.121.954","407.552","404.35","3,73","706.208","83,68","7","1","3"
"464","33","SOSIEGO","4","SAN CRISTOBAL","3","102994","23.491.634.485","46766","199.075.121.954","407.552","404.35","3,73","706.208","83,68","4","1","1"
"465","33","SOSIEGO","4","SAN CRISTOBAL","2.25","102994","23.491.634.485","46766","199.075.121.954","407.552","404.35","3,73","706.208","83,68","3","1","1"
"466","33","SOSIEGO","4","SAN CRISTOBAL","3","102994","23.491.634.485","46766","199.075.121.954","407.552","404.35","3,73","706.208","83,68","6","1","4"
"467","33","SOSIEGO","4","SAN CRISTOBAL","3","102994","23.491.634.485","46766","199.075.121.954","407.552","404.35","3,73","706.208","83,68","3","1","1"
"468","33","SOSIEGO","4","SAN CRISTOBAL","3","102994","23.491.634.485","46766","199.075.121.954","407.552","404.35","3,73","706.208","83,68","3","1","1"
"469","33","SOSIEGO","4","SAN CRISTOBAL","2.91","102994","23.491.634.485","46766","199.075.121.954","407.552","404.35","3,73","706.208","83,68","2","1","0"
"470","33","SOSIEGO","4","SAN CRISTOBAL","2.08","102994","23.491.634.485","46766","199.075.121.954","407.552","404.35","3,73","706.208","83,68","2","1","5"
"471","32","SAN BLAS","4","SAN CRISTOBAL","2","93880","400.032.231.099","95245","238.093.314.977","407.552","404.35","3,73","706.208","83,68","0","0","3"
"472","96","LOURDES","3","SANTA FE","1.92","44891","200.137.127.152","46301","231.346.380.648","109.107","96.241","3,18","896.89","88,28","2","1","3"
"473","96","LOURDES","3","SANTA FE","2","44891","200.137.127.152","46301","231.346.380.648","109.107","96.241","3,18","896.89","88,28","0","0","3"
"474","94","LA CANDELARIA","17","CANDELARIA","2","22622","206.024.323.421","24095","116.952.210.302","22.621","22.115","2,83","1.050.888","88,9","0","0","4"
"475","94","LA CANDELARIA","17","CANDELARIA","1.89","22622","206.024.323.421","24095","116.952.210.302","22.621","22.115","2,83","1.050.888","88,9","2","1","4"
"476","94","LA CANDELARIA","17","CANDELARIA","2","22622","206.024.323.421","24095","116.952.210.302","22.621","22.115","2,83","1.050.888","88,9","3","1","4"
"477","94","LA CANDELARIA","17","CANDELARIA","2.94","22622","206.024.323.421","24095","116.952.210.302","22.621","22.115","2,83","1.050.888","88,9","3","1","11"
"478","94","LA CANDELARIA","17","CANDELARIA","","22622","206.024.323.421","24095","116.952.210.302","22.621","22.115","2,83","1.050.888","88,9","2","1","3"
"479","92","LA MACARENA","3","SANTA FE","","22054","858.972.814.617","14350","167.060.001.851","109.107","96.241","3,18","896.89","88,28","2","1","2"
"480","96","LOURDES","3","SANTA FE","1.33","44891","200.137.127.152","46301","231.346.380.648","109.107","96.241","3,18","896.89","88,28","2","1","4"
"481","96","LOURDES","3","SANTA FE","1.94","44891","200.137.127.152","46301","231.346.380.648","109.107","96.241","3,18","896.89","88,28","0","0","1"
"482","96","LOURDES","3","SANTA FE","2","44891","200.137.127.152","46301","231.346.380.648","109.107","96.241","3,18","896.89","88,28","0","0","3"
"483","96","LOURDES","3","SANTA FE","2","44891","200.137.127.152","46301","231.346.380.648","109.107","96.241","3,18","896.89","88,28","0","0","0"
"484","96","LOURDES","3","SANTA FE","2","44891","200.137.127.152","46301","231.346.380.648","109.107","96.241","3,18","896.89","88,28","0","0","0"
"485","96","LOURDES","3","SANTA FE","2","44891","200.137.127.152","46301","231.346.380.648","109.107","96.241","3,18","896.89","88,28","0","0","0"
"486","96","LOURDES","3","SANTA FE","1.97","44891","200.137.127.152","46301","231.346.380.648","109.107","96.241","3,18","896.89","88,28","0","0","0"
"487","96","LOURDES","3","SANTA FE","2","44891","200.137.127.152","46301","231.346.380.648","109.107","96.241","3,18","896.89","88,28","0","0","0"
"488","96","LOURDES","3","SANTA FE","1.28","44891","200.137.127.152","46301","231.346.380.648","109.107","96.241","3,18","896.89","88,28","0","0","1"
"489","96","LOURDES","3","SANTA FE","1","44891","200.137.127.152","46301","231.346.380.648","109.107","96.241","3,18","896.89","88,28","0","0","0"
"490","96","LOURDES","3","SANTA FE","1.73","44891","200.137.127.152","46301","231.346.380.648","109.107","96.241","3,18","896.89","88,28","0","0","0"
"491","96","LOURDES","3","SANTA FE","1","44891","200.137.127.152","46301","231.346.380.648","109.107","96.241","3,18","896.89","88,28","0","0","1"
"492","32","SAN BLAS","4","SAN CRISTOBAL","2","93880","400.032.231.099","95245","238.093.314.977","407.552","404.35","3,73","706.208","83,68","0","0","6"
"493","32","SAN BLAS","4","SAN CRISTOBAL","","93880","400.032.231.099","95245","238.093.314.977","407.552","404.35","3,73","706.208","83,68","0","0","0"
"494","33","SOSIEGO","4","SAN CRISTOBAL","2.9","102994","23.491.634.485","46766","199.075.121.954","407.552","404.35","3,73","706.208","83,68","0","0","2"
"495","33","SOSIEGO","4","SAN CRISTOBAL","","102994","23.491.634.485","46766","199.075.121.954","407.552","404.35","3,73","706.208","83,68","1","1","0"
"496","33","SOSIEGO","4","SAN CRISTOBAL","3","102994","23.491.634.485","46766","199.075.121.954","407.552","404.35","3,73","706.208","83,68","2","1","2"
"497","33","SOSIEGO","4","SAN CRISTOBAL","3","102994","23.491.634.485","46766","199.075.121.954","407.552","404.35","3,73","706.208","83,68","2","1","1"
"498","33","SOSIEGO","4","SAN CRISTOBAL","3","102994","23.491.634.485","46766","199.075.121.954","407.552","404.35","3,73","706.208","83,68","2","1","0"
"499","33","SOSIEGO","4","SAN CRISTOBAL","3","102994","23.491.634.485","46766","199.075.121.954","407.552","404.35","3,73","706.208","83,68","5","1","3"
"500","35","CIUDAD JARDIN","15","ANTONIO NARIÑO","3","33741","133.239.133.285","30913","23.201.141.615","116.828","119.565","3,92","1.095.184","90,79","8","1","5"
"501","38","RESTREPO","15","ANTONIO NARIÑO","3","83087","354.715.513.318","77022","217.137.387.873","116.828","119.565","3,92","1.095.184","90,79","5","1","8"
"502","38","RESTREPO","15","ANTONIO NARIÑO","3","83087","354.715.513.318","77022","217.137.387.873","116.828","119.565","3,92","1.095.184","90,79","5","1","9"
"503","38","RESTREPO","15","ANTONIO NARIÑO","3","83087","354.715.513.318","77022","217.137.387.873","116.828","119.565","3,92","1.095.184","90,79","3","1","3"
"504","38","RESTREPO","15","ANTONIO NARIÑO","3","83087","354.715.513.318","77022","217.137.387.873","116.828","119.565","3,92","1.095.184","90,79","2","1","5"
"505","38","RESTREPO","15","ANTONIO NARIÑO","3","83087","354.715.513.318","77022","217.137.387.873","116.828","119.565","3,92","1.095.184","90,79","3","1","6"
"506","40","CIUDAD MONTES","16","PUENTE ARANDA","3","101616","445.578.698.505","105662","237.134.316.238","253.638","250.715","3,55","1.116.511","90,43","3","1","7"
"507","40","CIUDAD MONTES","16","PUENTE ARANDA","3","101616","445.578.698.505","105662","237.134.316.238","253.638","250.715","3,55","1.116.511","90,43","2","1","6"
"508","41","MUZU","16","PUENTE ARANDA","3","58178","252.822.051.232","57052","225.660.695.821","253.638","250.715","3,55","1.116.511","90,43","3","1","3"
"509","41","MUZU","16","PUENTE ARANDA","3","58178","252.822.051.232","57052","225.660.695.821","253.638","250.715","3,55","1.116.511","90,43","4","1","5"
"510","41","MUZU","16","PUENTE ARANDA","3","58178","252.822.051.232","57052","225.660.695.821","253.638","250.715","3,55","1.116.511","90,43","2","1","3"
"511","41","MUZU","16","PUENTE ARANDA","3","58178","252.822.051.232","57052","225.660.695.821","253.638","250.715","3,55","1.116.511","90,43","4","1","3"
"512","41","MUZU","16","PUENTE ARANDA","3","58178","252.822.051.232","57052","225.660.695.821","253.638","250.715","3,55","1.116.511","90,43","3","1","1"
"513","41","MUZU","16","PUENTE ARANDA","3","58178","252.822.051.232","57052","225.660.695.821","253.638","250.715","3,55","1.116.511","90,43","3","1","3"
"514","41","MUZU","16","PUENTE ARANDA","3","58178","252.822.051.232","57052","225.660.695.821","253.638","250.715","3,55","1.116.511","90,43","3","1","0"
"515","41","MUZU","16","PUENTE ARANDA","3","58178","252.822.051.232","57052","225.660.695.821","253.638","250.715","3,55","1.116.511","90,43","2","1","1"
"516","41","MUZU","16","PUENTE ARANDA","3","58178","252.822.051.232","57052","225.660.695.821","253.638","250.715","3,55","1.116.511","90,43","0","0","3"
"517","45","CARVAJAL","8","KENNEDY","2.11","105369","438.593.005.327","96337","219.650.105.747","951.073","979.914","3,72","999.3","88,94","2","1","6"
"518","38","RESTREPO","15","ANTONIO NARIÑO","3","83087","354.715.513.318","77022","217.137.387.873","116.828","119.565","3,92","1.095.184","90,79","3","1","5"
"519","45","CARVAJAL","8","KENNEDY","2.79","105369","438.593.005.327","96337","219.650.105.747","951.073","979.914","3,72","999.3","88,94","0","0","7"
"520","45","CARVAJAL","8","KENNEDY","3","105369","438.593.005.327","96337","219.650.105.747","951.073","979.914","3,72","999.3","88,94","0","0","5"
"521","45","CARVAJAL","8","KENNEDY","3","105369","438.593.005.327","96337","219.650.105.747","951.073","979.914","3,72","999.3","88,94","0","0","3"
"522","47","KENNEDY CENTRAL","8","KENNEDY","3","108199","337.213.395.794","96282","285.522.465.006","951.073","979.914","3,72","999.3","88,94","1","1","4"
"523","47","KENNEDY CENTRAL","8","KENNEDY","3","108199","337.213.395.794","96282","285.522.465.006","951.073","979.914","3,72","999.3","88,94","2","1","3"
"524","48","TIMIZA","8","KENNEDY","3","145608","430.438.314.853","147298","342.204.666.539","951.073","979.914","3,72","999.3","88,94","0","0","3"
"525","47","KENNEDY CENTRAL","8","KENNEDY","3","108199","337.213.395.794","96282","285.522.465.006","951.073","979.914","3,72","999.3","88,94","0","0","3"
