"ZAT","codigo_upz","nombre_upz","codigo_localidad","nombre_localidad","estrato_mean","poblacion_2005","area_urbana_2009","poblacion_urbana_2009","densidad_urbana_2009","poblacion_por_localidad_2005","personas_por_localidad_2007","personas_por_hogar_2007_localidad","gasto_promedio_mensual_2007_localidad","ICV_2007_localidad","num_est_transmi","acceso_transmi","accesibilidad_arterial"
"176","26","LAS FERIAS","10","ENGATIVA","3.09","110921","473.343.150.688","110859","234.204.297.324","804.47","824.337","3,41","1.089.512","91,78","4","1","5"
"177","26","LAS FERIAS","10","ENGATIVA","3","110921","473.343.150.688","110859","234.204.297.324","804.47","824.337","3,41","1.089.512","91,78","4","1","2"
"178","26","LAS FERIAS","10","ENGATIVA","3.75","110921","473.343.150.688","110859","234.204.297.324","804.47","824.337","3,41","1.089.512","91,78","4","1","7"
"179","26","LAS FERIAS","10","ENGATIVA","3","110921","473.343.150.688","110859","234.204.297.324","804.47","824.337","3,41","1.089.512","91,78","3","1","6"
"180","26","LAS FERIAS","10","ENGATIVA","3","110921","473.343.150.688","110859","234.204.297.324","804.47","824.337","3,41","1.089.512","91,78","4","1","7"
"181","30","BOYACA REAL","10","ENGATIVA","3","129771","453.781.819.192","121920","268.675.374.031","804.47","824.337","3,41","1.089.512","91,78","4","1","5"
"182","30","BOYACA REAL","10","ENGATIVA","3","129771","453.781.819.192","121920","268.675.374.031","804.47","824.337","3,41","1.089.512","91,78","3","1","2"
"183","30","BOYACA REAL","10","ENGATIVA","3","129771","453.781.819.192","121920","268.675.374.031","804.47","824.337","3,41","1.089.512","91,78","3","1","2"
"184","30","BOYACA REAL","10","ENGATIVA","3","129771","453.781.819.192","121920","268.675.374.031","804.47","824.337","3,41","1.089.512","91,78","4","1","3"
"185","30","BOYACA REAL","10","ENGATIVA","3","129771","453.781.819.192","121920","268.675.374.031","804.47","824.337","3,41","1.089.512","91,78","5","1","5"
"186","30","BOYACA REAL","10","ENGATIVA","3","129771","453.781.819.192","121920","268.675.374.031","804.47","824.337","3,41","1.089.512","91,78","4","1","4"
"187","73","GARCES NAVAS","10","ENGATIVA","3","136527","555.040.743.711","149186","268.783.871.617","804.47","824.337","3,41","1.089.512","91,78","3","1","9"
"188","73","GARCES NAVAS","10","ENGATIVA","3","136527","555.040.743.711","149186","268.783.871.617","804.47","824.337","3,41","1.089.512","91,78","1","1","3"
"189","73","GARCES NAVAS","10","ENGATIVA","3","136527","555.040.743.711","149186","268.783.871.617","804.47","824.337","3,41","1.089.512","91,78","0","0","4"
"190","73","GARCES NAVAS","10","ENGATIVA","2.01","136527","555.040.743.711","149186","268.783.871.617","804.47","824.337","3,41","1.089.512","91,78","0","0","9"
"191","73","GARCES NAVAS","10","ENGATIVA","3","136527","555.040.743.711","149186","268.783.871.617","804.47","824.337","3,41","1.089.512","91,78","0","0","4"
"192","73","GARCES NAVAS","10","ENGATIVA","2.68","136527","555.040.743.711","149186","268.783.871.617","804.47","824.337","3,41","1.089.512","91,78","0","0","8"
"193","74","ENGATIVA","10","ENGATIVA","2","118752","58.763.454.342","130828","222.634.971.795","804.47","824.337","3,41","1.089.512","91,78","0","0","1"
"194","74","ENGATIVA","10","ENGATIVA","2","118752","58.763.454.342","130828","222.634.971.795","804.47","824.337","3,41","1.089.512","91,78","0","0","0"
"195","74","ENGATIVA","10","ENGATIVA","2.01","118752","58.763.454.342","130828","222.634.971.795","804.47","824.337","3,41","1.089.512","91,78","0","0","2"
"196","74","ENGATIVA","10","ENGATIVA","2","118752","58.763.454.342","130828","222.634.971.795","804.47","824.337","3,41","1.089.512","91,78","0","0","8"
"197","74","ENGATIVA","10","ENGATIVA","2","118752","58.763.454.342","130828","222.634.971.795","804.47","824.337","3,41","1.089.512","91,78","0","0","3"
"198","73","GARCES NAVAS","10","ENGATIVA","2.74","136527","555.040.743.711","149186","268.783.871.617","804.47","824.337","3,41","1.089.512","91,78","0","0","3"
"199","30","BOYACA REAL","10","ENGATIVA","3","129771","453.781.819.192","121920","268.675.374.031","804.47","824.337","3,41","1.089.512","91,78","2","1","4"
"200","30","BOYACA REAL","10","ENGATIVA","3","129771","453.781.819.192","121920","268.675.374.031","804.47","824.337","3,41","1.089.512","91,78","0","0","7"
"201","116","ALAMOS","10","ENGATIVA","2.91","12319","200.244.113.699","13641","681.218.526.129","804.47","824.337","3,41","1.089.512","91,78","0","0","8"
"202","30","BOYACA REAL","10","ENGATIVA","3","129771","453.781.819.192","121920","268.675.374.031","804.47","824.337","3,41","1.089.512","91,78","0","0","3"
"203","30","BOYACA REAL","10","ENGATIVA","3","129771","453.781.819.192","121920","268.675.374.031","804.47","824.337","3,41","1.089.512","91,78","0","0","2"
"204","31","SANTA CECILIA","10","ENGATIVA","3","68227","308.579.767.892","65210","211.322.992.578","804.47","824.337","3,41","1.089.512","91,78","1","1","6"
"205","31","SANTA CECILIA","10","ENGATIVA","3","68227","308.579.767.892","65210","211.322.992.578","804.47","824.337","3,41","1.089.512","91,78","0","0","3"
"206","31","SANTA CECILIA","10","ENGATIVA","3","68227","308.579.767.892","65210","211.322.992.578","804.47","824.337","3,41","1.089.512","91,78","0","0","3"
"207","30","BOYACA REAL","10","ENGATIVA","3.02","129771","453.781.819.192","121920","268.675.374.031","804.47","824.337","3,41","1.089.512","91,78","0","0","5"
"208","26","LAS FERIAS","10","ENGATIVA","3","110921","473.343.150.688","110859","234.204.297.324","804.47","824.337","3,41","1.089.512","91,78","0","0","5"
"209","26","LAS FERIAS","10","ENGATIVA","3","110921","473.343.150.688","110859","234.204.297.324","804.47","824.337","3,41","1.089.512","91,78","0","0","6"
"210","26","LAS FERIAS","10","ENGATIVA","3","110921","473.343.150.688","110859","234.204.297.324","804.47","824.337","3,41","1.089.512","91,78","0","0","6"
"211","26","LAS FERIAS","10","ENGATIVA","3","110921","473.343.150.688","110859","234.204.297.324","804.47","824.337","3,41","1.089.512","91,78","0","0","5"
"212","26","LAS FERIAS","10","ENGATIVA","3","110921","473.343.150.688","110859","234.204.297.324","804.47","824.337","3,41","1.089.512","91,78","0","0","5"
"213","26","LAS FERIAS","10","ENGATIVA","3","110921","473.343.150.688","110859","234.204.297.324","804.47","824.337","3,41","1.089.512","91,78","0","0","5"
"214","103","PARQUE SALITRE","12","BARRIOS UNIDOS","","3651","165.246.908.484","4141","250.594.703.283","223.073","230.066","3,36","1.462.840","92,44","0","0","6"
"215","22","DOCE DE OCTUBRE","12","BARRIOS UNIDOS","3.91","94134","336.255.107.979","98583","293.179.189.433","223.073","230.066","3,36","1.462.840","92,44","0","0","6"
"216","22","DOCE DE OCTUBRE","12","BARRIOS UNIDOS","3","94134","336.255.107.979","98583","293.179.189.433","223.073","230.066","3,36","1.462.840","92,44","3","1","8"
"217","22","DOCE DE OCTUBRE","12","BARRIOS UNIDOS","3","94134","336.255.107.979","98583","293.179.189.433","223.073","230.066","3,36","1.462.840","92,44","6","1","3"
"218","22","DOCE DE OCTUBRE","12","BARRIOS UNIDOS","3.98","94134","336.255.107.979","98583","293.179.189.433","223.073","230.066","3,36","1.462.840","92,44","2","1","4"
"219","103","PARQUE SALITRE","12","BARRIOS UNIDOS","","3651","165.246.908.484","4141","250.594.703.283","223.073","230.066","3,36","1.462.840","92,44","2","1","6"
"220","103","PARQUE SALITRE","12","BARRIOS UNIDOS","3","3651","165.246.908.484","4141","250.594.703.283","223.073","230.066","3,36","1.462.840","92,44","3","1","3"
"221","22","DOCE DE OCTUBRE","12","BARRIOS UNIDOS","3.56","94134","336.255.107.979","98583","293.179.189.433","223.073","230.066","3,36","1.462.840","92,44","2","1","3"
"222","22","DOCE DE OCTUBRE","12","BARRIOS UNIDOS","3","94134","336.255.107.979","98583","293.179.189.433","223.073","230.066","3,36","1.462.840","92,44","7","1","5"
"223","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","11","1","4"
"224","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","9","1","6"
"225","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","6","1","3"
"226","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","3","1","5"
"227","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","3","1","3"
"228","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","3","1","3"
"229","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","3","1","3"
"230","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","4","1","4"
"231","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3.03","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","5","1","5"
"232","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","6","1","3"
"233","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","7","1","2"
"234","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","5","1","6"
"235","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","3","1","5"
"236","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","3","1","1"
"237","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","4","1","3"
"238","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","3","1","1"
"239","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","4","1","5"
"240","98","LOS ALCAZARES","12","BARRIOS UNIDOS","3","80118","414.026.997.622","82086","198.262.433.299","223.073","230.066","3,36","1.462.840","92,44","4","1","5"
"241","97","CHICO LAGO","2","CHAPINERO","5","5899","422.447.428.769","26291","622.349.627.659","122.827","122.507","2,43","2.288.835","96,61","6","1","4"
"242","97","CHICO LAGO","2","CHAPINERO","5","5899","422.447.428.769","26291","622.349.627.659","122.827","122.507","2,43","2.288.835","96,61","4","1","5"
"243","88","EL REFUGIO","2","CHAPINERO","6","29898","335.978.485.908","30763","915.624.103.635","122.827","122.507","2,43","2.288.835","96,61","0","0","5"
"244","88","EL REFUGIO","2","CHAPINERO","6","29898","335.978.485.908","30763","915.624.103.635","122.827","122.507","2,43","2.288.835","96,61","0","0","3"
"245","88","EL REFUGIO","2","CHAPINERO","5.7","29898","335.978.485.908","30763","915.624.103.635","122.827","122.507","2,43","2.288.835","96,61","2","1","2"
"246","97","CHICO LAGO","2","CHAPINERO","5","5899","422.447.428.769","26291","622.349.627.659","122.827","122.507","2,43","2.288.835","96,61","4","1","1"
"247","97","CHICO LAGO","2","CHAPINERO","3.86","5899","422.447.428.769","26291","622.349.627.659","122.827","122.507","2,43","2.288.835","96,61","5","1","6"
"248","88","EL REFUGIO","2","CHAPINERO","6","29898","335.978.485.908","30763","915.624.103.635","122.827","122.507","2,43","2.288.835","96,61","0","0","3"
"249","90","PARDO RUBIO","2","CHAPINERO","","19711","285.199.005.156","37191","130.403.680.685","122.827","122.507","2,43","2.288.835","96,61","0","0","0"
"250","90","PARDO RUBIO","2","CHAPINERO","4.92","19711","285.199.005.156","37191","130.403.680.685","122.827","122.507","2,43","2.288.835","96,61","0","0","2"
"251","90","PARDO RUBIO","2","CHAPINERO","2.79","19711","285.199.005.156","37191","130.403.680.685","122.827","122.507","2,43","2.288.835","96,61","3","1","7"
"252","90","PARDO RUBIO","2","CHAPINERO","4.4","19711","285.199.005.156","37191","130.403.680.685","122.827","122.507","2,43","2.288.835","96,61","2","1","2"
"253","88","EL REFUGIO","2","CHAPINERO","5.55","29898","335.978.485.908","30763","915.624.103.635","122.827","122.507","2,43","2.288.835","96,61","1","1","3"
"254","97","CHICO LAGO","2","CHAPINERO","4","5899","422.447.428.769","26291","622.349.627.659","122.827","122.507","2,43","2.288.835","96,61","4","1","8"
"255","99","CHAPINERO","2","CHAPINERO","3.46","13261","15.930.253.068","20282","127.317.500.315","122.827","122.507","2,43","2.288.835","96,61","4","1","14"
"256","97","CHICO LAGO","2","CHAPINERO","5.44","5899","422.447.428.769","26291","622.349.627.659","122.827","122.507","2,43","2.288.835","96,61","3","1","5"
"257","97","CHICO LAGO","2","CHAPINERO","6","5899","422.447.428.769","26291","622.349.627.659","122.827","122.507","2,43","2.288.835","96,61","2","1","5"
"258","97","CHICO LAGO","2","CHAPINERO","6","5899","422.447.428.769","26291","622.349.627.659","122.827","122.507","2,43","2.288.835","96,61","1","1","10"
"259","97","CHICO LAGO","2","CHAPINERO","5.92","5899","422.447.428.769","26291","622.349.627.659","122.827","122.507","2,43","2.288.835","96,61","0","0","8"
"260","88","EL REFUGIO","2","CHAPINERO","6","29898","335.978.485.908","30763","915.624.103.635","122.827","122.507","2,43","2.288.835","96,61","0","0","2"
"261","88","EL REFUGIO","2","CHAPINERO","6","29898","335.978.485.908","30763","915.624.103.635","122.827","122.507","2,43","2.288.835","96,61","0","0","10"
"262","88","EL REFUGIO","2","CHAPINERO","6","29898","335.978.485.908","30763","915.624.103.635","122.827","122.507","2,43","2.288.835","96,61","0","0","5"
"263","88","EL REFUGIO","2","CHAPINERO","6","29898","335.978.485.908","30763","915.624.103.635","122.827","122.507","2,43","2.288.835","96,61","0","0","5"
"264","88","EL REFUGIO","2","CHAPINERO","6","29898","335.978.485.908","30763","915.624.103.635","122.827","122.507","2,43","2.288.835","96,61","0","0","9"
"265","88","EL REFUGIO","2","CHAPINERO","6","29898","335.978.485.908","30763","915.624.103.635","122.827","122.507","2,43","2.288.835","96,61","0","0","12"
"266","90","PARDO RUBIO","2","CHAPINERO","1.45","19711","285.199.005.156","37191","130.403.680.685","122.827","122.507","2,43","2.288.835","96,61","0","0","2"
"267","90","PARDO RUBIO","2","CHAPINERO","4.91","19711","285.199.005.156","37191","130.403.680.685","122.827","122.507","2,43","2.288.835","96,61","2","1","1"
"268","99","CHAPINERO","2","CHAPINERO","","13261","15.930.253.068","20282","127.317.500.315","122.827","122.507","2,43","2.288.835","96,61","2","1","1"
"269","90","PARDO RUBIO","2","CHAPINERO","1","19711","285.199.005.156","37191","130.403.680.685","122.827","122.507","2,43","2.288.835","96,61","1","1","2"
"270","90","PARDO RUBIO","2","CHAPINERO","1.05","19711","285.199.005.156","37191","130.403.680.685","122.827","122.507","2,43","2.288.835","96,61","0","0","1"
"271","99","CHAPINERO","2","CHAPINERO","4","13261","15.930.253.068","20282","127.317.500.315","122.827","122.507","2,43","2.288.835","96,61","4","1","5"
"272","90","PARDO RUBIO","2","CHAPINERO","4","19711","285.199.005.156","37191","130.403.680.685","122.827","122.507","2,43","2.288.835","96,61","4","1","7"
"273","90","PARDO RUBIO","2","CHAPINERO","4","19711","285.199.005.156","37191","130.403.680.685","122.827","122.507","2,43","2.288.835","96,61","3","1","5"
"274","90","PARDO RUBIO","2","CHAPINERO","3.91","19711","285.199.005.156","37191","130.403.680.685","122.827","122.507","2,43","2.288.835","96,61","2","1","5"
"275","99","CHAPINERO","2","CHAPINERO","3","13261","15.930.253.068","20282","127.317.500.315","122.827","122.507","2,43","2.288.835","96,61","4","1","21"
"276","99","CHAPINERO","2","CHAPINERO","4","13261","15.930.253.068","20282","127.317.500.315","122.827","122.507","2,43","2.288.835","96,61","4","1","13"
"277","99","CHAPINERO","2","CHAPINERO","4","13261","15.930.253.068","20282","127.317.500.315","122.827","122.507","2,43","2.288.835","96,61","4","1","8"
"278","101","TEUSAQUILLO","13","TEUSAQUILLO","4","26797","235.700.797.363","27316","115.892.692.369","137.53","139.298","2,87","1.933.116","96,03","5","1","6"
"279","101","TEUSAQUILLO","13","TEUSAQUILLO","3.85","26797","235.700.797.363","27316","115.892.692.369","137.53","139.298","2,87","1.933.116","96,03","6","1","6"
"280","100","GALERIAS","13","TEUSAQUILLO","3","33355","237.568.113.094","34344","144.564.855.749","137.53","139.298","2,87","1.933.116","96,03","3","1","3"
"281","100","GALERIAS","13","TEUSAQUILLO","3.36","33355","237.568.113.094","34344","144.564.855.749","137.53","139.298","2,87","1.933.116","96,03","4","1","7"
"282","100","GALERIAS","13","TEUSAQUILLO","3.98","33355","237.568.113.094","34344","144.564.855.749","137.53","139.298","2,87","1.933.116","96,03","6","1","11"
"283","100","GALERIAS","13","TEUSAQUILLO","4","33355","237.568.113.094","34344","144.564.855.749","137.53","139.298","2,87","1.933.116","96,03","3","1","5"
"284","90","PARDO RUBIO","2","CHAPINERO","1","19711","285.199.005.156","37191","130.403.680.685","122.827","122.507","2,43","2.288.835","96,61","1","1","1"
"285","100","GALERIAS","13","TEUSAQUILLO","3.75","33355","237.568.113.094","34344","144.564.855.749","137.53","139.298","2,87","1.933.116","96,03","3","1","6"
"286","100","GALERIAS","13","TEUSAQUILLO","3.54","33355","237.568.113.094","34344","144.564.855.749","137.53","139.298","2,87","1.933.116","96,03","5","1","9"
"287","100","GALERIAS","13","TEUSAQUILLO","3.14","33355","237.568.113.094","34344","144.564.855.749","137.53","139.298","2,87","1.933.116","96,03","5","1","2"
"288","100","GALERIAS","13","TEUSAQUILLO","4","33355","237.568.113.094","34344","144.564.855.749","137.53","139.298","2,87","1.933.116","96,03","5","1","8"
"289","104","PARQUE SIMON BOLIVAR - CAN","13","TEUSAQUILLO","","3249","398.684.265.835","3404","853.808.462.411","137.53","139.298","2,87","1.933.116","96,03","8","1","8"
"290","106","LA ESMERALDA","13","TEUSAQUILLO","4.82","33512","192.878.482.398","33784","175.156.915.276","137.53","139.298","2,87","1.933.116","96,03","4","1","11"
"291","106","LA ESMERALDA","13","TEUSAQUILLO","4","33512","192.878.482.398","33784","175.156.915.276","137.53","139.298","2,87","1.933.116","96,03","3","1","3"
"292","106","LA ESMERALDA","13","TEUSAQUILLO","4","33512","192.878.482.398","33784","175.156.915.276","137.53","139.298","2,87","1.933.116","96,03","1","1","7"
"293","106","LA ESMERALDA","13","TEUSAQUILLO","4","33512","192.878.482.398","33784","175.156.915.276","137.53","139.298","2,87","1.933.116","96,03","5","1","4"
"294","104","PARQUE SIMON BOLIVAR - CAN","13","TEUSAQUILLO","","3249","398.684.265.835","3404","853.808.462.411","137.53","139.298","2,87","1.933.116","96,03","4","1","5"
"295","106","LA ESMERALDA","13","TEUSAQUILLO","4","33512","192.878.482.398","33784","175.156.915.276","137.53","139.298","2,87","1.933.116","96,03","4","1","5"
"296","104","PARQUE SIMON BOLIVAR - CAN","13","TEUSAQUILLO","","3249","398.684.265.835","3404","853.808.462.411","137.53","139.298","2,87","1.933.116","96,03","0","0","3"
"297","104","PARQUE SIMON BOLIVAR - CAN","13","TEUSAQUILLO","","3249","398.684.265.835","3404","853.808.462.411","137.53","139.298","2,87","1.933.116","96,03","2","1","8"
"298","104","PARQUE SIMON BOLIVAR - CAN","13","TEUSAQUILLO","4","3249","398.684.265.835","3404","853.808.462.411","137.53","139.298","2,87","1.933.116","96,03","4","1","7"
"299","105","JARDIN BOTANICO","10","ENGATIVA","2.67","1601","161.705.211.764","2464","152.376.041.138","804.47","824.337","3,41","1.089.512","91,78","4","1","11"
"300","31","SANTA CECILIA","10","ENGATIVA","3.95","68227","308.579.767.892","65210","211.322.992.578","804.47","824.337","3,41","1.089.512","91,78","3","1","12"
"301","31","SANTA CECILIA","10","ENGATIVA","3.94","68227","308.579.767.892","65210","211.322.992.578","804.47","824.337","3,41","1.089.512","91,78","3","1","8"
"302","116","ALAMOS","10","ENGATIVA","3.4","12319","200.244.113.699","13641","681.218.526.129","804.47","824.337","3,41","1.089.512","91,78","3","1","9"
"303","31","SANTA CECILIA","10","ENGATIVA","3.02","68227","308.579.767.892","65210","211.322.992.578","804.47","824.337","3,41","1.089.512","91,78","3","1","6"
"304","117","AEROPUERTO EL DORADO","9","FONTIBON","3","412","743.536.979.514","835","112.301.072.173","301.375","317.179","3,46","1.428.379","90,03","1","1","16"
"305","115","CAPELLANIA","9","FONTIBON","3","15427","272.109.155.246","16657","612.144.048.771","301.375","317.179","3,46","1.428.379","90,03","0","0","2"
"306","115","CAPELLANIA","9","FONTIBON","3.4","15427","272.109.155.246","16657","612.144.048.771","301.375","317.179","3,46","1.428.379","90,03","4","1","10"
"307","115","CAPELLANIA","9","FONTIBON","3.17","15427","272.109.155.246","16657","612.144.048.771","301.375","317.179","3,46","1.428.379","90,03","1","1","8"
"308","76","FONTIBON SAN PABLO","9","FONTIBON","2","30005","359.967.843.163","32134","892.690.850.317","301.375","317.179","3,46","1.428.379","90,03","0","0","3"
"309","76","FONTIBON SAN PABLO","9","FONTIBON","2","30005","359.967.843.163","32134","892.690.850.317","301.375","317.179","3,46","1.428.379","90,03","0","0","8"
"310","76","FONTIBON SAN PABLO","9","FONTIBON","2.56","30005","359.967.843.163","32134","892.690.850.317","301.375","317.179","3,46","1.428.379","90,03","0","0","10"
"311","75","FONTIBON","9","FONTIBON","3","131655","496.457.437.428","137489","27.694.015.566","301.375","317.179","3,46","1.428.379","90,03","0","0","7"
"312","75","FONTIBON","9","FONTIBON","3","131655","496.457.437.428","137489","27.694.015.566","301.375","317.179","3,46","1.428.379","90,03","0","0","5"
"313","75","FONTIBON","9","FONTIBON","3","131655","496.457.437.428","137489","27.694.015.566","301.375","317.179","3,46","1.428.379","90,03","0","0","5"
"314","75","FONTIBON","9","FONTIBON","3","131655","496.457.437.428","137489","27.694.015.566","301.375","317.179","3,46","1.428.379","90,03","0","0","12"
"315","75","FONTIBON","9","FONTIBON","3.02","131655","496.457.437.428","137489","27.694.015.566","301.375","317.179","3,46","1.428.379","90,03","0","0","6"
"316","75","FONTIBON","9","FONTIBON","3","131655","496.457.437.428","137489","27.694.015.566","301.375","317.179","3,46","1.428.379","90,03","0","0","8"
"317","112","GRANJAS DE TECHO","9","FONTIBON","3.82","18061","477.255.354.063","22861","479.009.817.394","301.375","317.179","3,46","1.428.379","90,03","0","0","10"
"318","114","MODELIA","9","FONTIBON","4","38386","261.581.365.518","39410","150.660.579.059","301.375","317.179","3,46","1.428.379","90,03","1","1","5"
"319","114","MODELIA","9","FONTIBON","3.71","38386","261.581.365.518","39410","150.660.579.059","301.375","317.179","3,46","1.428.379","90,03","3","1","4"
"320","114","MODELIA","9","FONTIBON","4","38386","261.581.365.518","39410","150.660.579.059","301.375","317.179","3,46","1.428.379","90,03","3","1","4"
"321","114","MODELIA","9","FONTIBON","4","38386","261.581.365.518","39410","150.660.579.059","301.375","317.179","3,46","1.428.379","90,03","2","1","7"
"322","110","CIUDAD SALITRE OCCIDENTAL","9","FONTIBON","4.31","35890","225.701.253.811","41106","182.125.705.134","301.375","317.179","3,46","1.428.379","90,03","4","1","14"
"323","112","GRANJAS DE TECHO","9","FONTIBON","3.86","18061","477.255.354.063","22861","479.009.817.394","301.375","317.179","3,46","1.428.379","90,03","0","0","6"
"324","112","GRANJAS DE TECHO","9","FONTIBON","3","18061","477.255.354.063","22861","479.009.817.394","301.375","317.179","3,46","1.428.379","90,03","0","0","19"
"325","112","GRANJAS DE TECHO","9","FONTIBON","","18061","477.255.354.063","22861","479.009.817.394","301.375","317.179","3,46","1.428.379","90,03","0","0","15"
"326","111","PUENTE ARANDA","16","PUENTE ARANDA","3","12917","356.447.429.991","14658","41.122.473.517","253.638","250.715","3,55","1.116.511","90,43","2","1","22"
"327","109","CIUDAD SALITRE ORIENTAL","13","TEUSAQUILLO","4.2","14686","180.529.656.927","17944","993.964.111.241","137.53","139.298","2,87","1.933.116","96,03","5","1","15"
"328","111","PUENTE ARANDA","16","PUENTE ARANDA","3","12917","356.447.429.991","14658","41.122.473.517","253.638","250.715","3,55","1.116.511","90,43","3","1","18"
"329","111","PUENTE ARANDA","16","PUENTE ARANDA","","12917","356.447.429.991","14658","41.122.473.517","253.638","250.715","3,55","1.116.511","90,43","4","1","9"
"330","107","QUINTA PAREDES","13","TEUSAQUILLO","3.94","25931","173.955.954.056","27099","155.780.813.293","137.53","139.298","2,87","1.933.116","96,03","3","1","8"
"331","109","CIUDAD SALITRE ORIENTAL","13","TEUSAQUILLO","4","14686","180.529.656.927","17944","993.964.111.241","137.53","139.298","2,87","1.933.116","96,03","3","1","4"
"332","111","PUENTE ARANDA","16","PUENTE ARANDA","2.75","12917","356.447.429.991","14658","41.122.473.517","253.638","250.715","3,55","1.116.511","90,43","4","1","6"
"333","107","QUINTA PAREDES","13","TEUSAQUILLO","4","25931","173.955.954.056","27099","155.780.813.293","137.53","139.298","2,87","1.933.116","96,03","3","1","4"
"334","107","QUINTA PAREDES","13","TEUSAQUILLO","","25931","173.955.954.056","27099","155.780.813.293","137.53","139.298","2,87","1.933.116","96,03","3","1","3"
"335","107","QUINTA PAREDES","13","TEUSAQUILLO","4","25931","173.955.954.056","27099","155.780.813.293","137.53","139.298","2,87","1.933.116","96,03","7","1","4"
"336","107","QUINTA PAREDES","13","TEUSAQUILLO","3.45","25931","173.955.954.056","27099","155.780.813.293","137.53","139.298","2,87","1.933.116","96,03","6","1","3"
"337","107","QUINTA PAREDES","13","TEUSAQUILLO","4","25931","173.955.954.056","27099","155.780.813.293","137.53","139.298","2,87","1.933.116","96,03","4","1","5"
"338","101","TEUSAQUILLO","13","TEUSAQUILLO","","26797","235.700.797.363","27316","115.892.692.369","137.53","139.298","2,87","1.933.116","96,03","5","1","6"
"339","101","TEUSAQUILLO","13","TEUSAQUILLO","4","26797","235.700.797.363","27316","115.892.692.369","137.53","139.298","2,87","1.933.116","96,03","7","1","5"
"340","101","TEUSAQUILLO","13","TEUSAQUILLO","4","26797","235.700.797.363","27316","115.892.692.369","137.53","139.298","2,87","1.933.116","96,03","8","1","8"
"341","101","TEUSAQUILLO","13","TEUSAQUILLO","4","26797","235.700.797.363","27316","115.892.692.369","137.53","139.298","2,87","1.933.116","96,03","5","1","3"
"342","91","SAGRADO CORAZON","3","SANTA FE","3","13842","146.189.273.671","5879","40.214.988.777","109.107","96.241","3,18","896.89","88,28","6","1","8"
"343","91","SAGRADO CORAZON","3","SANTA FE","3","13842","146.189.273.671","5879","40.214.988.777","109.107","96.241","3,18","896.89","88,28","4","1","5"
"344","101","TEUSAQUILLO","13","TEUSAQUILLO","3.98","26797","235.700.797.363","27316","115.892.692.369","137.53","139.298","2,87","1.933.116","96,03","7","1","10"
"345","91","SAGRADO CORAZON","3","SANTA FE","3.85","13842","146.189.273.671","5879","40.214.988.777","109.107","96.241","3,18","896.89","88,28","7","1","9"
"346","91","SAGRADO CORAZON","3","SANTA FE","3.25","13842","146.189.273.671","5879","40.214.988.777","109.107","96.241","3,18","896.89","88,28","4","1","3"
"347","92","LA MACARENA","3","SANTA FE","","22054","858.972.814.617","14350","167.060.001.851","109.107","96.241","3,18","896.89","88,28","3","1","3"
