DP;DPNOM;DPMP;MPIO;AÑO;ÁREA GEOGRÁFICA;Población
08;Atlántico;Ponedera;08560;2005;Cabecera Municipal;11.112
08;Atlántico;Ponedera;08560;2005;Centros Poblados y Rural Disperso;8.675
08;Atlántico;Ponedera;08560;2005;Total;19.787
08;Atlántico;Puerto Colombia;08573;2005;Cabecera Municipal;31.169
08;Atlántico;Puerto Colombia;08573;2005;Centros Poblados y Rural Disperso;6.566
08;Atlántico;Puerto Colombia;08573;2005;Total;37.735
08;Atlántico;Repelón;08606;2005;Cabecera Municipal;14.884
08;Atlántico;Repelón;08606;2005;Centros Poblados y Rural Disperso;7.692
08;Atlántico;Repelón;08606;2005;Total;22.576
08;Atlántico;Sabanagrande;08634;2005;Cabecera Municipal;23.912
08;Atlántico;Sabanagrande;08634;2005;Centros Poblados y Rural Disperso;1.288
08;Atlántico;Sabanagrande;08634;2005;Total;25.200
08;Atlántico;Sabanalarga;08638;2005;Cabecera Municipal;56.522
08;Atlántico;Sabanalarga;08638;2005;Centros Poblados y Rural Disperso;20.825
08;Atlántico;Sabanalarga;08638;2005;Total;77.347
08;Atlántico;Santa Lucía;08675;2005;Cabecera Municipal;10.861
08;Atlántico;Santa Lucía;08675;2005;Centros Poblados y Rural Disperso;1.786
08;Atlántico;Santa Lucía;08675;2005;Total;12.647
08;Atlántico;Santo Tomás;08685;2005;Cabecera Municipal;23.248
08;Atlántico;Santo Tomás;08685;2005;Centros Poblados y Rural Disperso;1.372
08;Atlántico;Santo Tomás;08685;2005;Total;24.620
08;Atlántico;Soledad;08758;2005;Cabecera Municipal;434.893
08;Atlántico;Soledad;08758;2005;Centros Poblados y Rural Disperso;1.238
08;Atlántico;Soledad;08758;2005;Total;436.131
08;Atlántico;Suan;08770;2005;Cabecera Municipal;10.371
08;Atlántico;Suan;08770;2005;Centros Poblados y Rural Disperso;634
08;Atlántico;Suan;08770;2005;Total;11.005
08;Atlántico;Tubará;08832;2005;Cabecera Municipal;6.923
08;Atlántico;Tubará;08832;2005;Centros Poblados y Rural Disperso;6.202
08;Atlántico;Tubará;08832;2005;Total;13.125
08;Atlántico;Usiacurí;08849;2005;Cabecera Municipal;9.134
08;Atlántico;Usiacurí;08849;2005;Centros Poblados y Rural Disperso;655
08;Atlántico;Usiacurí;08849;2005;Total;9.789
11;Bogotá, D.C.;Bogotá, D.C.;11001;2005;Cabecera Municipal;6.694.694
11;Bogotá, D.C.;Bogotá, D.C.;11001;2005;Centros Poblados y Rural Disperso;16.216
11;Bogotá, D.C.;Bogotá, D.C.;11001;2005;Total;6.710.910
13;Bolívar;Cartagena de Indias;13001;2005;Cabecera Municipal;770.314
13;Bolívar;Cartagena de Indias;13001;2005;Centros Poblados y Rural Disperso;68.443
13;Bolívar;Cartagena de Indias;13001;2005;Total;838.757
13;Bolívar;Achí;13006;2005;Cabecera Municipal;4.183
13;Bolívar;Achí;13006;2005;Centros Poblados y Rural Disperso;15.292
13;Bolívar;Achí;13006;2005;Total;19.475
13;Bolívar;Altos del Rosario;13030;2005;Cabecera Municipal;3.590
13;Bolívar;Altos del Rosario;13030;2005;Centros Poblados y Rural Disperso;5.450
13;Bolívar;Altos del Rosario;13030;2005;Total;9.040
13;Bolívar;Arenal;13042;2005;Cabecera Municipal;3.321
13;Bolívar;Arenal;13042;2005;Centros Poblados y Rural Disperso;4.390
13;Bolívar;Arenal;13042;2005;Total;7.711
13;Bolívar;Arjona;13052;2005;Cabecera Municipal;47.904
13;Bolívar;Arjona;13052;2005;Centros Poblados y Rural Disperso;10.825
13;Bolívar;Arjona;13052;2005;Total;58.729
13;Bolívar;Arroyohondo;13062;2005;Cabecera Municipal;4.900
13;Bolívar;Arroyohondo;13062;2005;Centros Poblados y Rural Disperso;3.676
13;Bolívar;Arroyohondo;13062;2005;Total;8.576
13;Bolívar;Barranco de Loba;13074;2005;Cabecera Municipal;4.643
13;Bolívar;Barranco de Loba;13074;2005;Centros Poblados y Rural Disperso;8.894
13;Bolívar;Barranco de Loba;13074;2005;Total;13.537
13;Bolívar;Calamar;13140;2005;Cabecera Municipal;11.027
13;Bolívar;Calamar;13140;2005;Centros Poblados y Rural Disperso;8.515
13;Bolívar;Calamar;13140;2005;Total;19.542
13;Bolívar;Cantagallo;13160;2005;Cabecera Municipal;2.964
13;Bolívar;Cantagallo;13160;2005;Centros Poblados y Rural Disperso;3.084
13;Bolívar;Cantagallo;13160;2005;Total;6.048
13;Bolívar;Cicuco;13188;2005;Cabecera Municipal;5.677
13;Bolívar;Cicuco;13188;2005;Centros Poblados y Rural Disperso;4.076
13;Bolívar;Cicuco;13188;2005;Total;9.753
13;Bolívar;Córdoba;13212;2005;Cabecera Municipal;4.477
13;Bolívar;Córdoba;13212;2005;Centros Poblados y Rural Disperso;10.296
13;Bolívar;Córdoba;13212;2005;Total;14.773
13;Bolívar;Clemencia;13222;2005;Cabecera Municipal;8.039
13;Bolívar;Clemencia;13222;2005;Centros Poblados y Rural Disperso;4.420
13;Bolívar;Clemencia;13222;2005;Total;12.459
13;Bolívar;El Carmen de Bolívar;13244;2005;Cabecera Municipal;45.599
13;Bolívar;El Carmen de Bolívar;13244;2005;Centros Poblados y Rural Disperso;22.669
13;Bolívar;El Carmen de Bolívar;13244;2005;Total;68.268
13;Bolívar;El Guamo;13248;2005;Cabecera Municipal;4.451
13;Bolívar;El Guamo;13248;2005;Centros Poblados y Rural Disperso;3.426
13;Bolívar;El Guamo;13248;2005;Total;7.877
13;Bolívar;El Peñón;13268;2005;Cabecera Municipal;3.430
13;Bolívar;El Peñón;13268;2005;Centros Poblados y Rural Disperso;7.105
13;Bolívar;El Peñón;13268;2005;Total;10.535
13;Bolívar;Hatillo de Loba;13300;2005;Cabecera Municipal;2.816
13;Bolívar;Hatillo de Loba;13300;2005;Centros Poblados y Rural Disperso;10.638
13;Bolívar;Hatillo de Loba;13300;2005;Total;13.454
13;Bolívar;Magangué;13430;2005;Cabecera Municipal;80.020
13;Bolívar;Magangué;13430;2005;Centros Poblados y Rural Disperso;37.573
13;Bolívar;Magangué;13430;2005;Total;117.593
13;Bolívar;Mahates;13433;2005;Cabecera Municipal;9.410
13;Bolívar;Mahates;13433;2005;Centros Poblados y Rural Disperso;14.687
13;Bolívar;Mahates;13433;2005;Total;24.097
13;Bolívar;Margarita;13440;2005;Cabecera Municipal;1.829
13;Bolívar;Margarita;13440;2005;Centros Poblados y Rural Disperso;7.627
13;Bolívar;Margarita;13440;2005;Total;9.456
13;Bolívar;María La Baja;13442;2005;Cabecera Municipal;17.826
13;Bolívar;María La Baja;13442;2005;Centros Poblados y Rural Disperso;21.849
13;Bolívar;María La Baja;13442;2005;Total;39.675
13;Bolívar;Montecristo;13458;2005;Cabecera Municipal;2.654
13;Bolívar;Montecristo;13458;2005;Centros Poblados y Rural Disperso;8.558
13;Bolívar;Montecristo;13458;2005;Total;11.212
13;Bolívar;Mompós;13468;2005;Cabecera Municipal;21.989
13;Bolívar;Mompós;13468;2005;Centros Poblados y Rural Disperso;17.747
13;Bolívar;Mompós;13468;2005;Total;39.736
13;Bolívar;Morales;13473;2005;Cabecera Municipal;5.967
13;Bolívar;Morales;13473;2005;Centros Poblados y Rural Disperso;10.872
13;Bolívar;Morales;13473;2005;Total;16.839
13;Bolívar;Norosí;13490;2005;Cabecera Municipal;0
13;Bolívar;Norosí;13490;2005;Centros Poblados y Rural Disperso;0
13;Bolívar;Norosí;13490;2005;Total;0
13;Bolívar;Pinillos;13549;2005;Cabecera Municipal;2.964
13;Bolívar;Pinillos;13549;2005;Centros Poblados y Rural Disperso;18.749
13;Bolívar;Pinillos;13549;2005;Total;21.713
13;Bolívar;Regidor;13580;2005;Cabecera Municipal;2.608
13;Bolívar;Regidor;13580;2005;Centros Poblados y Rural Disperso;2.797
13;Bolívar;Regidor;13580;2005;Total;5.405
13;Bolívar;Río Viejo;13600;2005;Cabecera Municipal;4.426
13;Bolívar;Río Viejo;13600;2005;Centros Poblados y Rural Disperso;10.309
13;Bolívar;Río Viejo;13600;2005;Total;14.735
13;Bolívar;San Cristóbal;13620;2005;Cabecera Municipal;5.051
13;Bolívar;San Cristóbal;13620;2005;Centros Poblados y Rural Disperso;2.212
13;Bolívar;San Cristóbal;13620;2005;Total;7.263
13;Bolívar;San Estanislao;13647;2005;Cabecera Municipal;11.567
13;Bolívar;San Estanislao;13647;2005;Centros Poblados y Rural Disperso;4.658
13;Bolívar;San Estanislao;13647;2005;Total;16.225
13;Bolívar;San Fernando;13650;2005;Cabecera Municipal;2.073
13;Bolívar;San Fernando;13650;2005;Centros Poblados y Rural Disperso;8.623
13;Bolívar;San Fernando;13650;2005;Total;10.696
13;Bolívar;San Jacinto;13654;2005;Cabecera Municipal;19.974
13;Bolívar;San Jacinto;13654;2005;Centros Poblados y Rural Disperso;4.593
13;Bolívar;San Jacinto;13654;2005;Total;24.567
13;Bolívar;San Jacinto del Cauca;13655;2005;Cabecera Municipal;1.567
13;Bolívar;San Jacinto del Cauca;13655;2005;Centros Poblados y Rural Disperso;5.543
13;Bolívar;San Jacinto del Cauca;13655;2005;Total;7.110
13;Bolívar;San Juan Nepomuceno;13657;2005;Cabecera Municipal;24.198
13;Bolívar;San Juan Nepomuceno;13657;2005;Centros Poblados y Rural Disperso;9.701
13;Bolívar;San Juan Nepomuceno;13657;2005;Total;33.899
13;Bolívar;San Martín de Loba;13667;2005;Cabecera Municipal;5.968
13;Bolívar;San Martín de Loba;13667;2005;Centros Poblados y Rural Disperso;17.071
13;Bolívar;San Martín de Loba;13667;2005;Total;23.039
13;Bolívar;San Pablo;13670;2005;Cabecera Municipal;15.919
13;Bolívar;San Pablo;13670;2005;Centros Poblados y Rural Disperso;7.194
13;Bolívar;San Pablo;13670;2005;Total;23.113
13;Bolívar;Santa Catalina;13673;2005;Cabecera Municipal;5.129
13;Bolívar;Santa Catalina;13673;2005;Centros Poblados y Rural Disperso;7.300
13;Bolívar;Santa Catalina;13673;2005;Total;12.429
13;Bolívar;Santa Rosa;13683;2005;Cabecera Municipal;15.629
13;Bolívar;Santa Rosa;13683;2005;Centros Poblados y Rural Disperso;1.497
13;Bolívar;Santa Rosa;13683;2005;Total;17.126
13;Bolívar;Santa Rosa del Sur;13688;2005;Cabecera Municipal;13.484
13;Bolívar;Santa Rosa del Sur;13688;2005;Centros Poblados y Rural Disperso;10.566
13;Bolívar;Santa Rosa del Sur;13688;2005;Total;24.050
13;Bolívar;Simití;13744;2005;Cabecera Municipal;5.352
13;Bolívar;Simití;13744;2005;Centros Poblados y Rural Disperso;8.302
13;Bolívar;Simití;13744;2005;Total;13.654
13;Bolívar;Soplaviento;13760;2005;Cabecera Municipal;9.386
13;Bolívar;Soplaviento;13760;2005;Centros Poblados y Rural Disperso;315
13;Bolívar;Soplaviento;13760;2005;Total;9.701
13;Bolívar;Talaigua Nuevo;13780;2005;Cabecera Municipal;6.211
13;Bolívar;Talaigua Nuevo;13780;2005;Centros Poblados y Rural Disperso;8.944
13;Bolívar;Talaigua Nuevo;13780;2005;Total;15.155
13;Bolívar;Tiquisio;13810;2005;Cabecera Municipal;3.825
13;Bolívar;Tiquisio;13810;2005;Centros Poblados y Rural Disperso;11.750
13;Bolívar;Tiquisio;13810;2005;Total;15.575
13;Bolívar;Turbaco;13836;2005;Cabecera Municipal;74.778
13;Bolívar;Turbaco;13836;2005;Centros Poblados y Rural Disperso;6.657
13;Bolívar;Turbaco;13836;2005;Total;81.435
13;Bolívar;Turbaná;13838;2005;Cabecera Municipal;11.163
13;Bolívar;Turbaná;13838;2005;Centros Poblados y Rural Disperso;2.902
13;Bolívar;Turbaná;13838;2005;Total;14.065
13;Bolívar;Villanueva;13873;2005;Cabecera Municipal;17.544
13;Bolívar;Villanueva;13873;2005;Centros Poblados y Rural Disperso;2.644
13;Bolívar;Villanueva;13873;2005;Total;20.188
13;Bolívar;Zambrano;13894;2005;Cabecera Municipal;10.179
13;Bolívar;Zambrano;13894;2005;Centros Poblados y Rural Disperso;1.330
13;Bolívar;Zambrano;13894;2005;Total;11.509
15;Boyacá;Tunja;15001;2005;Cabecera Municipal;130.796
15;Boyacá;Tunja;15001;2005;Centros Poblados y Rural Disperso;7.335
15;Boyacá;Tunja;15001;2005;Total;138.131
15;Boyacá;Almeida;15022;2005;Cabecera Municipal;295
15;Boyacá;Almeida;15022;2005;Centros Poblados y Rural Disperso;4.377
15;Boyacá;Almeida;15022;2005;Total;4.672
15;Boyacá;Aquitania;15047;2005;Cabecera Municipal;4.926
15;Boyacá;Aquitania;15047;2005;Centros Poblados y Rural Disperso;10.832
15;Boyacá;Aquitania;15047;2005;Total;15.758
15;Boyacá;Arcabuco;15051;2005;Cabecera Municipal;1.851
15;Boyacá;Arcabuco;15051;2005;Centros Poblados y Rural Disperso;3.348
15;Boyacá;Arcabuco;15051;2005;Total;5.199
15;Boyacá;Belén;15087;2005;Cabecera Municipal;3.903
15;Boyacá;Belén;15087;2005;Centros Poblados y Rural Disperso;4.135
15;Boyacá;Belén;15087;2005;Total;8.038
15;Boyacá;Berbeo;15090;2005;Cabecera Municipal;721
15;Boyacá;Berbeo;15090;2005;Centros Poblados y Rural Disperso;1.064
15;Boyacá;Berbeo;15090;2005;Total;1.785
15;Boyacá;Betéitiva;15092;2005;Cabecera Municipal;269
15;Boyacá;Betéitiva;15092;2005;Centros Poblados y Rural Disperso;2.058
15;Boyacá;Betéitiva;15092;2005;Total;2.327
15;Boyacá;Boavita;15097;2005;Cabecera Municipal;2.435
15;Boyacá;Boavita;15097;2005;Centros Poblados y Rural Disperso;6.037
15;Boyacá;Boavita;15097;2005;Total;8.472
15;Boyacá;Boyacá;15104;2005;Cabecera Municipal;642
15;Boyacá;Boyacá;15104;2005;Centros Poblados y Rural Disperso;4.571
15;Boyacá;Boyacá;15104;2005;Total;5.213
15;Boyacá;Briceño;15106;2005;Cabecera Municipal;451
15;Boyacá;Briceño;15106;2005;Centros Poblados y Rural Disperso;2.169
15;Boyacá;Briceño;15106;2005;Total;2.620
15;Boyacá;Buenavista;15109;2005;Cabecera Municipal;675
15;Boyacá;Buenavista;15109;2005;Centros Poblados y Rural Disperso;4.266
15;Boyacá;Buenavista;15109;2005;Total;4.941
15;Boyacá;Busbanzá;15114;2005;Cabecera Municipal;312
15;Boyacá;Busbanzá;15114;2005;Centros Poblados y Rural Disperso;572
15;Boyacá;Busbanzá;15114;2005;Total;884
15;Boyacá;Caldas;15131;2005;Cabecera Municipal;248
15;Boyacá;Caldas;15131;2005;Centros Poblados y Rural Disperso;3.441
15;Boyacá;Caldas;15131;2005;Total;3.689
15;Boyacá;Campohermoso;15135;2005;Cabecera Municipal;660
15;Boyacá;Campohermoso;15135;2005;Centros Poblados y Rural Disperso;3.126
15;Boyacá;Campohermoso;15135;2005;Total;3.786
15;Boyacá;Cerinza;15162;2005;Cabecera Municipal;1.483
15;Boyacá;Cerinza;15162;2005;Centros Poblados y Rural Disperso;2.692
15;Boyacá;Cerinza;15162;2005;Total;4.175
15;Boyacá;Chinavita;15172;2005;Cabecera Municipal;1.183
15;Boyacá;Chinavita;15172;2005;Centros Poblados y Rural Disperso;2.309
15;Boyacá;Chinavita;15172;2005;Total;3.492
15;Boyacá;Chiquinquirá;15176;2005;Cabecera Municipal;39.852
15;Boyacá;Chiquinquirá;15176;2005;Centros Poblados y Rural Disperso;7.053
15;Boyacá;Chiquinquirá;15176;2005;Total;46.905
15;Boyacá;Chiscas;15180;2005;Cabecera Municipal;955
15;Boyacá;Chiscas;15180;2005;Centros Poblados y Rural Disperso;4.215
15;Boyacá;Chiscas;15180;2005;Total;5.170
15;Boyacá;Chita;15183;2005;Cabecera Municipal;1.895
15;Boyacá;Chita;15183;2005;Centros Poblados y Rural Disperso;9.151
15;Boyacá;Chita;15183;2005;Total;11.046
15;Boyacá;Chitaraque;15185;2005;Cabecera Municipal;972
15;Boyacá;Chitaraque;15185;2005;Centros Poblados y Rural Disperso;4.999
15;Boyacá;Chitaraque;15185;2005;Total;5.971
15;Boyacá;Chivatá;15187;2005;Cabecera Municipal;368
15;Boyacá;Chivatá;15187;2005;Centros Poblados y Rural Disperso;2.420
15;Boyacá;Chivatá;15187;2005;Total;2.788
15;Boyacá;Ciénega;15189;2005;Cabecera Municipal;1.036
15;Boyacá;Ciénega;15189;2005;Centros Poblados y Rural Disperso;3.869
15;Boyacá;Ciénega;15189;2005;Total;4.905
15;Boyacá;Cómbita;15204;2005;Cabecera Municipal;953
15;Boyacá;Cómbita;15204;2005;Centros Poblados y Rural Disperso;10.477
15;Boyacá;Cómbita;15204;2005;Total;11.430
15;Boyacá;Coper;15212;2005;Cabecera Municipal;665
15;Boyacá;Coper;15212;2005;Centros Poblados y Rural Disperso;3.541
15;Boyacá;Coper;15212;2005;Total;4.206
15;Boyacá;Corrales;15215;2005;Cabecera Municipal;1.427
15;Boyacá;Corrales;15215;2005;Centros Poblados y Rural Disperso;1.068
15;Boyacá;Corrales;15215;2005;Total;2.495
15;Boyacá;Covarachía;15218;2005;Cabecera Municipal;492
15;Boyacá;Covarachía;15218;2005;Centros Poblados y Rural Disperso;3.259
15;Boyacá;Covarachía;15218;2005;Total;3.751
15;Boyacá;Cubará;15223;2005;Cabecera Municipal;1.682
15;Boyacá;Cubará;15223;2005;Centros Poblados y Rural Disperso;5.995
15;Boyacá;Cubará;15223;2005;Total;7.677
15;Boyacá;Cucaita;15224;2005;Cabecera Municipal;1.195
15;Boyacá;Cucaita;15224;2005;Centros Poblados y Rural Disperso;2.306
15;Boyacá;Cucaita;15224;2005;Total;3.501
15;Boyacá;Cuítiva;15226;2005;Cabecera Municipal;233
15;Boyacá;Cuítiva;15226;2005;Centros Poblados y Rural Disperso;1.718
15;Boyacá;Cuítiva;15226;2005;Total;1.951
15;Boyacá;Chíquiza;15232;2005;Cabecera Municipal;182
15;Boyacá;Chíquiza;15232;2005;Centros Poblados y Rural Disperso;4.536
15;Boyacá;Chíquiza;15232;2005;Total;4.718
15;Boyacá;Chivor;15236;2005;Cabecera Municipal;964
15;Boyacá;Chivor;15236;2005;Centros Poblados y Rural Disperso;2.093
15;Boyacá;Chivor;15236;2005;Total;3.057
15;Boyacá;Duitama;15238;2005;Cabecera Municipal;85.739
15;Boyacá;Duitama;15238;2005;Centros Poblados y Rural Disperso;13.991
15;Boyacá;Duitama;15238;2005;Total;99.730
15;Boyacá;El Cocuy;15244;2005;Cabecera Municipal;2.292
15;Boyacá;El Cocuy;15244;2005;Centros Poblados y Rural Disperso;3.035
15;Boyacá;El Cocuy;15244;2005;Total;5.327
15;Boyacá;El Espino;15248;2005;Cabecera Municipal;1.287
15;Boyacá;El Espino;15248;2005;Centros Poblados y Rural Disperso;2.179
15;Boyacá;El Espino;15248;2005;Total;3.466
15;Boyacá;Firavitoba;15272;2005;Cabecera Municipal;2.154
15;Boyacá;Firavitoba;15272;2005;Centros Poblados y Rural Disperso;4.094
15;Boyacá;Firavitoba;15272;2005;Total;6.248
15;Boyacá;Floresta;15276;2005;Cabecera Municipal;1.138
15;Boyacá;Floresta;15276;2005;Centros Poblados y Rural Disperso;2.663
15;Boyacá;Floresta;15276;2005;Total;3.801
15;Boyacá;Gachantivá;15293;2005;Cabecera Municipal;498
15;Boyacá;Gachantivá;15293;2005;Centros Poblados y Rural Disperso;2.612
15;Boyacá;Gachantivá;15293;2005;Total;3.110
15;Boyacá;Gámeza;15296;2005;Cabecera Municipal;1.330
15;Boyacá;Gámeza;15296;2005;Centros Poblados y Rural Disperso;3.840
15;Boyacá;Gámeza;15296;2005;Total;5.170
15;Boyacá;Garagoa;15299;2005;Cabecera Municipal;10.424
15;Boyacá;Garagoa;15299;2005;Centros Poblados y Rural Disperso;5.519
15;Boyacá;Garagoa;15299;2005;Total;15.943
15;Boyacá;Guacamayas;15317;2005;Cabecera Municipal;563
15;Boyacá;Guacamayas;15317;2005;Centros Poblados y Rural Disperso;1.674
15;Boyacá;Guacamayas;15317;2005;Total;2.237
15;Boyacá;Guateque;15322;2005;Cabecera Municipal;6.926
15;Boyacá;Guateque;15322;2005;Centros Poblados y Rural Disperso;3.296
15;Boyacá;Guateque;15322;2005;Total;10.222
15;Boyacá;Guayatá;15325;2005;Cabecera Municipal;1.092
15;Boyacá;Guayatá;15325;2005;Centros Poblados y Rural Disperso;3.710
15;Boyacá;Guayatá;15325;2005;Total;4.802
15;Boyacá;Güicán de La Sierra;15332;2005;Cabecera Municipal;1.370
15;Boyacá;Güicán de La Sierra;15332;2005;Centros Poblados y Rural Disperso;3.590
15;Boyacá;Güicán de La Sierra;15332;2005;Total;4.960
15;Boyacá;Iza;15362;2005;Cabecera Municipal;938
15;Boyacá;Iza;15362;2005;Centros Poblados y Rural Disperso;847
15;Boyacá;Iza;15362;2005;Total;1.785
15;Boyacá;Jenesano;15367;2005;Cabecera Municipal;1.363
15;Boyacá;Jenesano;15367;2005;Centros Poblados y Rural Disperso;5.495
15;Boyacá;Jenesano;15367;2005;Total;6.858
15;Boyacá;Jericó;15368;2005;Cabecera Municipal;931
15;Boyacá;Jericó;15368;2005;Centros Poblados y Rural Disperso;3.633
15;Boyacá;Jericó;15368;2005;Total;4.564
15;Boyacá;Labranzagrande;15377;2005;Cabecera Municipal;938
15;Boyacá;Labranzagrande;15377;2005;Centros Poblados y Rural Disperso;3.228
15;Boyacá;Labranzagrande;15377;2005;Total;4.166
15;Boyacá;La Capilla;15380;2005;Cabecera Municipal;948
15;Boyacá;La Capilla;15380;2005;Centros Poblados y Rural Disperso;2.067
15;Boyacá;La Capilla;15380;2005;Total;3.015
15;Boyacá;La Victoria;15401;2005;Cabecera Municipal;392
15;Boyacá;La Victoria;15401;2005;Centros Poblados y Rural Disperso;1.277
15;Boyacá;La Victoria;15401;2005;Total;1.669
15;Boyacá;La Uvita;15403;2005;Cabecera Municipal;1.490
15;Boyacá;La Uvita;15403;2005;Centros Poblados y Rural Disperso;4.591
15;Boyacá;La Uvita;15403;2005;Total;6.081
15;Boyacá;Villa de Leyva;15407;2005;Cabecera Municipal;5.717
15;Boyacá;Villa de Leyva;15407;2005;Centros Poblados y Rural Disperso;6.037
15;Boyacá;Villa de Leyva;15407;2005;Total;11.754
15;Boyacá;Macanal;15425;2005;Cabecera Municipal;911
15;Boyacá;Macanal;15425;2005;Centros Poblados y Rural Disperso;3.955
15;Boyacá;Macanal;15425;2005;Total;4.866
15;Boyacá;Maripí;15442;2005;Cabecera Municipal;651
15;Boyacá;Maripí;15442;2005;Centros Poblados y Rural Disperso;6.042
15;Boyacá;Maripí;15442;2005;Total;6.693
15;Boyacá;Miraflores;15455;2005;Cabecera Municipal;4.609
15;Boyacá;Miraflores;15455;2005;Centros Poblados y Rural Disperso;4.323
15;Boyacá;Miraflores;15455;2005;Total;8.932
15;Boyacá;Mongua;15464;2005;Cabecera Municipal;1.955
15;Boyacá;Mongua;15464;2005;Centros Poblados y Rural Disperso;3.097
15;Boyacá;Mongua;15464;2005;Total;5.052
