DP;DPNOM;DPMP;MPIO;year;area geografica;Poblacion
20;Cesar;Río de Oro;20614;2005;Total;14.024
20;Cesar;La Paz;20621;2005;Cabecera Municipal;15.041
20;Cesar;La Paz;20621;2005;Centros Poblados y Rural Disperso;7.733
20;Cesar;La Paz;20621;2005;Total;22.774
20;Cesar;San Alberto;20710;2005;Cabecera Municipal;14.940
20;Cesar;San Alberto;20710;2005;Centros Poblados y Rural Disperso;5.634
20;Cesar;San Alberto;20710;2005;Total;20.574
20;Cesar;San Diego;20750;2005;Cabecera Municipal;8.324
20;Cesar;San Diego;20750;2005;Centros Poblados y Rural Disperso;8.075
20;Cesar;San Diego;20750;2005;Total;16.399
20;Cesar;San Martín;20770;2005;Cabecera Municipal;9.916
20;Cesar;San Martín;20770;2005;Centros Poblados y Rural Disperso;10.254
20;Cesar;San Martín;20770;2005;Total;20.170
20;Cesar;Tamalameque;20787;2005;Cabecera Municipal;4.920
20;Cesar;Tamalameque;20787;2005;Centros Poblados y Rural Disperso;8.056
20;Cesar;Tamalameque;20787;2005;Total;12.976
23;Córdoba;Montería;23001;2005;Cabecera Municipal;332.052
23;Córdoba;Montería;23001;2005;Centros Poblados y Rural Disperso;87.167
23;Córdoba;Montería;23001;2005;Total;419.219
23;Córdoba;Ayapel;23068;2005;Cabecera Municipal;24.584
23;Córdoba;Ayapel;23068;2005;Centros Poblados y Rural Disperso;23.225
23;Córdoba;Ayapel;23068;2005;Total;47.809
23;Córdoba;Buenavista;23079;2005;Cabecera Municipal;6.588
23;Córdoba;Buenavista;23079;2005;Centros Poblados y Rural Disperso;11.687
23;Córdoba;Buenavista;23079;2005;Total;18.275
23;Córdoba;Canalete;23090;2005;Cabecera Municipal;3.861
23;Córdoba;Canalete;23090;2005;Centros Poblados y Rural Disperso;10.167
23;Córdoba;Canalete;23090;2005;Total;14.028
23;Córdoba;Cereté;23162;2005;Cabecera Municipal;51.558
23;Córdoba;Cereté;23162;2005;Centros Poblados y Rural Disperso;38.694
23;Córdoba;Cereté;23162;2005;Total;90.252
23;Córdoba;Chimá;23168;2005;Cabecera Municipal;3.437
23;Córdoba;Chimá;23168;2005;Centros Poblados y Rural Disperso;11.213
23;Córdoba;Chimá;23168;2005;Total;14.650
23;Córdoba;Chinú;23182;2005;Cabecera Municipal;19.670
23;Córdoba;Chinú;23182;2005;Centros Poblados y Rural Disperso;22.768
23;Córdoba;Chinú;23182;2005;Total;42.438
23;Córdoba;Ciénaga de Oro;23189;2005;Cabecera Municipal;21.775
23;Córdoba;Ciénaga de Oro;23189;2005;Centros Poblados y Rural Disperso;31.201
23;Córdoba;Ciénaga de Oro;23189;2005;Total;52.976
23;Córdoba;Cotorra;23300;2005;Cabecera Municipal;4.962
23;Córdoba;Cotorra;23300;2005;Centros Poblados y Rural Disperso;14.401
23;Córdoba;Cotorra;23300;2005;Total;19.363
23;Córdoba;La Apartada;23350;2005;Cabecera Municipal;11.673
23;Córdoba;La Apartada;23350;2005;Centros Poblados y Rural Disperso;4.603
23;Córdoba;La Apartada;23350;2005;Total;16.276
23;Córdoba;Lorica;23417;2005;Cabecera Municipal;46.972
23;Córdoba;Lorica;23417;2005;Centros Poblados y Rural Disperso;73.285
23;Córdoba;Lorica;23417;2005;Total;120.257
23;Córdoba;Los Córdobas;23419;2005;Cabecera Municipal;3.061
23;Córdoba;Los Córdobas;23419;2005;Centros Poblados y Rural Disperso;12.032
23;Córdoba;Los Córdobas;23419;2005;Total;15.093
23;Córdoba;Momil;23464;2005;Cabecera Municipal;10.719
23;Córdoba;Momil;23464;2005;Centros Poblados y Rural Disperso;6.143
23;Córdoba;Momil;23464;2005;Total;16.862
23;Córdoba;Montelíbano;23466;2005;Cabecera Municipal;50.097
23;Córdoba;Montelíbano;23466;2005;Centros Poblados y Rural Disperso;22.490
23;Córdoba;Montelíbano;23466;2005;Total;72.587
23;Córdoba;Moñitos;23500;2005;Cabecera Municipal;5.342
23;Córdoba;Moñitos;23500;2005;Centros Poblados y Rural Disperso;18.471
23;Córdoba;Moñitos;23500;2005;Total;23.813
23;Córdoba;Planeta Rica;23555;2005;Cabecera Municipal;38.955
23;Córdoba;Planeta Rica;23555;2005;Centros Poblados y Rural Disperso;21.699
23;Córdoba;Planeta Rica;23555;2005;Total;60.654
23;Córdoba;Pueblo Nuevo;23570;2005;Cabecera Municipal;9.169
23;Córdoba;Pueblo Nuevo;23570;2005;Centros Poblados y Rural Disperso;19.823
23;Córdoba;Pueblo Nuevo;23570;2005;Total;28.992
23;Córdoba;Puerto Escondido;23574;2005;Cabecera Municipal;3.525
23;Córdoba;Puerto Escondido;23574;2005;Centros Poblados y Rural Disperso;15.402
23;Córdoba;Puerto Escondido;23574;2005;Total;18.927
23;Córdoba;Puerto Libertador;23580;2005;Cabecera Municipal;10.569
23;Córdoba;Puerto Libertador;23580;2005;Centros Poblados y Rural Disperso;21.034
23;Córdoba;Puerto Libertador;23580;2005;Total;31.603
23;Córdoba;Purísima de La Concepción;23586;2005;Cabecera Municipal;6.923
23;Córdoba;Purísima de La Concepción;23586;2005;Centros Poblados y Rural Disperso;7.820
23;Córdoba;Purísima de La Concepción;23586;2005;Total;14.743
23;Córdoba;Sahagún;23660;2005;Cabecera Municipal;49.338
23;Córdoba;Sahagún;23660;2005;Centros Poblados y Rural Disperso;43.478
23;Córdoba;Sahagún;23660;2005;Total;92.816
23;Córdoba;San Andrés Sotavento;23670;2005;Cabecera Municipal;8.256
23;Córdoba;San Andrés Sotavento;23670;2005;Centros Poblados y Rural Disperso;58.504
23;Córdoba;San Andrés Sotavento;23670;2005;Total;66.760
23;Córdoba;San Antero;23672;2005;Cabecera Municipal;14.824
23;Córdoba;San Antero;23672;2005;Centros Poblados y Rural Disperso;12.572
23;Córdoba;San Antero;23672;2005;Total;27.396
23;Córdoba;San Bernardo del Viento;23675;2005;Cabecera Municipal;8.622
23;Córdoba;San Bernardo del Viento;23675;2005;Centros Poblados y Rural Disperso;23.017
23;Córdoba;San Bernardo del Viento;23675;2005;Total;31.639
23;Córdoba;San Carlos;23678;2005;Cabecera Municipal;4.420
23;Córdoba;San Carlos;23678;2005;Centros Poblados y Rural Disperso;18.850
23;Córdoba;San Carlos;23678;2005;Total;23.270
23;Córdoba;San José de Uré;23682;2005;Cabecera Municipal;0
23;Córdoba;San José de Uré;23682;2005;Centros Poblados y Rural Disperso;0
23;Córdoba;San José de Uré;23682;2005;Total;0
23;Córdoba;San Pelayo;23686;2005;Cabecera Municipal;7.739
23;Córdoba;San Pelayo;23686;2005;Centros Poblados y Rural Disperso;39.997
23;Córdoba;San Pelayo;23686;2005;Total;47.736
23;Córdoba;Tierralta;23807;2005;Cabecera Municipal;34.019
23;Córdoba;Tierralta;23807;2005;Centros Poblados y Rural Disperso;45.780
23;Córdoba;Tierralta;23807;2005;Total;79.799
23;Córdoba;Tuchín;23815;2005;Cabecera Municipal;0
23;Córdoba;Tuchín;23815;2005;Centros Poblados y Rural Disperso;0
23;Córdoba;Tuchín;23815;2005;Total;0
23;Córdoba;Valencia;23855;2005;Cabecera Municipal;13.929
23;Córdoba;Valencia;23855;2005;Centros Poblados y Rural Disperso;17.151
23;Córdoba;Valencia;23855;2005;Total;31.080
25;Cundinamarca;Agua de Dios;25001;2005;Cabecera Municipal;7.384
25;Cundinamarca;Agua de Dios;25001;2005;Centros Poblados y Rural Disperso;2.433
25;Cundinamarca;Agua de Dios;25001;2005;Total;9.817
25;Cundinamarca;Albán;25019;2005;Cabecera Municipal;1.292
25;Cundinamarca;Albán;25019;2005;Centros Poblados y Rural Disperso;4.010
25;Cundinamarca;Albán;25019;2005;Total;5.302
25;Cundinamarca;Anapoima;25035;2005;Cabecera Municipal;3.303
25;Cundinamarca;Anapoima;25035;2005;Centros Poblados y Rural Disperso;6.690
25;Cundinamarca;Anapoima;25035;2005;Total;9.993
25;Cundinamarca;Anolaima;25040;2005;Cabecera Municipal;3.838
25;Cundinamarca;Anolaima;25040;2005;Centros Poblados y Rural Disperso;8.038
25;Cundinamarca;Anolaima;25040;2005;Total;11.876
25;Cundinamarca;Arbeláez;25053;2005;Cabecera Municipal;3.217
25;Cundinamarca;Arbeláez;25053;2005;Centros Poblados y Rural Disperso;10.030
25;Cundinamarca;Arbeláez;25053;2005;Total;13.247
25;Cundinamarca;Beltrán;25086;2005;Cabecera Municipal;268
25;Cundinamarca;Beltrán;25086;2005;Centros Poblados y Rural Disperso;1.330
25;Cundinamarca;Beltrán;25086;2005;Total;1.598
25;Cundinamarca;Bituima;25095;2005;Cabecera Municipal;367
25;Cundinamarca;Bituima;25095;2005;Centros Poblados y Rural Disperso;2.026
25;Cundinamarca;Bituima;25095;2005;Total;2.393
25;Cundinamarca;Bojacá;25099;2005;Cabecera Municipal;4.169
25;Cundinamarca;Bojacá;25099;2005;Centros Poblados y Rural Disperso;1.870
25;Cundinamarca;Bojacá;25099;2005;Total;6.039
25;Cundinamarca;Cabrera;25120;2005;Cabecera Municipal;905
25;Cundinamarca;Cabrera;25120;2005;Centros Poblados y Rural Disperso;2.983
25;Cundinamarca;Cabrera;25120;2005;Total;3.888
25;Cundinamarca;Cachipay;25123;2005;Cabecera Municipal;2.665
25;Cundinamarca;Cachipay;25123;2005;Centros Poblados y Rural Disperso;5.462
25;Cundinamarca;Cachipay;25123;2005;Total;8.127
25;Cundinamarca;Cajicá;25126;2005;Cabecera Municipal;28.132
25;Cundinamarca;Cajicá;25126;2005;Centros Poblados y Rural Disperso;18.519
25;Cundinamarca;Cajicá;25126;2005;Total;46.651
25;Cundinamarca;Caparrapí;25148;2005;Cabecera Municipal;2.479
25;Cundinamarca;Caparrapí;25148;2005;Centros Poblados y Rural Disperso;10.645
25;Cundinamarca;Caparrapí;25148;2005;Total;13.124
25;Cundinamarca;Cáqueza;25151;2005;Cabecera Municipal;5.308
25;Cundinamarca;Cáqueza;25151;2005;Centros Poblados y Rural Disperso;9.468
25;Cundinamarca;Cáqueza;25151;2005;Total;14.776
25;Cundinamarca;Carmen de Carupa;25154;2005;Cabecera Municipal;1.343
25;Cundinamarca;Carmen de Carupa;25154;2005;Centros Poblados y Rural Disperso;5.952
25;Cundinamarca;Carmen de Carupa;25154;2005;Total;7.295
25;Cundinamarca;Chaguaní;25168;2005;Cabecera Municipal;752
25;Cundinamarca;Chaguaní;25168;2005;Centros Poblados y Rural Disperso;3.259
25;Cundinamarca;Chaguaní;25168;2005;Total;4.011
25;Cundinamarca;Chía;25175;2005;Cabecera Municipal;56.642
25;Cundinamarca;Chía;25175;2005;Centros Poblados y Rural Disperso;18.597
25;Cundinamarca;Chía;25175;2005;Total;75.239
25;Cundinamarca;Chipaque;25178;2005;Cabecera Municipal;1.893
25;Cundinamarca;Chipaque;25178;2005;Centros Poblados y Rural Disperso;6.138
25;Cundinamarca;Chipaque;25178;2005;Total;8.031
25;Cundinamarca;Choachí;25181;2005;Cabecera Municipal;2.850
25;Cundinamarca;Choachí;25181;2005;Centros Poblados y Rural Disperso;6.911
25;Cundinamarca;Choachí;25181;2005;Total;9.761
25;Cundinamarca;Chocontá;25183;2005;Cabecera Municipal;6.474
25;Cundinamarca;Chocontá;25183;2005;Centros Poblados y Rural Disperso;9.246
25;Cundinamarca;Chocontá;25183;2005;Total;15.720
25;Cundinamarca;Cogua;25200;2005;Cabecera Municipal;4.498
25;Cundinamarca;Cogua;25200;2005;Centros Poblados y Rural Disperso;10.785
25;Cundinamarca;Cogua;25200;2005;Total;15.283
25;Cundinamarca;Cota;25214;2005;Cabecera Municipal;10.457
25;Cundinamarca;Cota;25214;2005;Centros Poblados y Rural Disperso;8.129
25;Cundinamarca;Cota;25214;2005;Total;18.586
25;Cundinamarca;Cucunubá;25224;2005;Cabecera Municipal;826
25;Cundinamarca;Cucunubá;25224;2005;Centros Poblados y Rural Disperso;5.208
25;Cundinamarca;Cucunubá;25224;2005;Total;6.034
25;Cundinamarca;El Colegio;25245;2005;Cabecera Municipal;6.526
25;Cundinamarca;El Colegio;25245;2005;Centros Poblados y Rural Disperso;10.513
25;Cundinamarca;El Colegio;25245;2005;Total;17.039
25;Cundinamarca;El Peñón;25258;2005;Cabecera Municipal;403
25;Cundinamarca;El Peñón;25258;2005;Centros Poblados y Rural Disperso;4.510
25;Cundinamarca;El Peñón;25258;2005;Total;4.913
25;Cundinamarca;El Rosal;25260;2005;Cabecera Municipal;9.803
25;Cundinamarca;El Rosal;25260;2005;Centros Poblados y Rural Disperso;4.106
25;Cundinamarca;El Rosal;25260;2005;Total;13.909
25;Cundinamarca;Facatativá;25269;2005;Cabecera Municipal;73.247
25;Cundinamarca;Facatativá;25269;2005;Centros Poblados y Rural Disperso;10.043
25;Cundinamarca;Facatativá;25269;2005;Total;83.290
25;Cundinamarca;Fómeque;25279;2005;Cabecera Municipal;3.280
25;Cundinamarca;Fómeque;25279;2005;Centros Poblados y Rural Disperso;6.895
25;Cundinamarca;Fómeque;25279;2005;Total;10.175
25;Cundinamarca;Fosca;25281;2005;Cabecera Municipal;1.027
25;Cundinamarca;Fosca;25281;2005;Centros Poblados y Rural Disperso;4.491
25;Cundinamarca;Fosca;25281;2005;Total;5.518
25;Cundinamarca;Funza;25286;2005;Cabecera Municipal;50.179
25;Cundinamarca;Funza;25286;2005;Centros Poblados y Rural Disperso;2.419
25;Cundinamarca;Funza;25286;2005;Total;52.598
25;Cundinamarca;Fúquene;25288;2005;Cabecera Municipal;206
25;Cundinamarca;Fúquene;25288;2005;Centros Poblados y Rural Disperso;4.205
25;Cundinamarca;Fúquene;25288;2005;Total;4.411
25;Cundinamarca;Fusagasugá;25290;2005;Cabecera Municipal;67.372
25;Cundinamarca;Fusagasugá;25290;2005;Centros Poblados y Rural Disperso;18.262
25;Cundinamarca;Fusagasugá;25290;2005;Total;85.634
25;Cundinamarca;Gachalá;25293;2005;Cabecera Municipal;1.611
25;Cundinamarca;Gachalá;25293;2005;Centros Poblados y Rural Disperso;3.855
25;Cundinamarca;Gachalá;25293;2005;Total;5.466
25;Cundinamarca;Gachancipá;25295;2005;Cabecera Municipal;5.523
25;Cundinamarca;Gachancipá;25295;2005;Centros Poblados y Rural Disperso;3.816
25;Cundinamarca;Gachancipá;25295;2005;Total;9.339
25;Cundinamarca;Gachetá;25297;2005;Cabecera Municipal;2.661
25;Cundinamarca;Gachetá;25297;2005;Centros Poblados y Rural Disperso;6.573
25;Cundinamarca;Gachetá;25297;2005;Total;9.234
25;Cundinamarca;Gama;25299;2005;Cabecera Municipal;471
25;Cundinamarca;Gama;25299;2005;Centros Poblados y Rural Disperso;2.744
25;Cundinamarca;Gama;25299;2005;Total;3.215
25;Cundinamarca;Girardot;25307;2005;Cabecera Municipal;68.278
25;Cundinamarca;Girardot;25307;2005;Centros Poblados y Rural Disperso;4.287
25;Cundinamarca;Girardot;25307;2005;Total;72.565
25;Cundinamarca;Granada;25312;2005;Cabecera Municipal;1.056
25;Cundinamarca;Granada;25312;2005;Centros Poblados y Rural Disperso;3.718
25;Cundinamarca;Granada;25312;2005;Total;4.774
25;Cundinamarca;Guachetá;25317;2005;Cabecera Municipal;3.639
25;Cundinamarca;Guachetá;25317;2005;Centros Poblados y Rural Disperso;7.147
25;Cundinamarca;Guachetá;25317;2005;Total;10.786
25;Cundinamarca;Guaduas;25320;2005;Cabecera Municipal;8.410
25;Cundinamarca;Guaduas;25320;2005;Centros Poblados y Rural Disperso;14.319
25;Cundinamarca;Guaduas;25320;2005;Total;22.729
25;Cundinamarca;Guasca;25322;2005;Cabecera Municipal;3.399
25;Cundinamarca;Guasca;25322;2005;Centros Poblados y Rural Disperso;8.690
25;Cundinamarca;Guasca;25322;2005;Total;12.089
25;Cundinamarca;Guataquí;25324;2005;Cabecera Municipal;1.028
25;Cundinamarca;Guataquí;25324;2005;Centros Poblados y Rural Disperso;1.394
25;Cundinamarca;Guataquí;25324;2005;Total;2.422
25;Cundinamarca;Guatavita;25326;2005;Cabecera Municipal;1.414
25;Cundinamarca;Guatavita;25326;2005;Centros Poblados y Rural Disperso;3.685
25;Cundinamarca;Guatavita;25326;2005;Total;5.099
25;Cundinamarca;Guayabal de Síquima;25328;2005;Cabecera Municipal;728
25;Cundinamarca;Guayabal de Síquima;25328;2005;Centros Poblados y Rural Disperso;2.980
25;Cundinamarca;Guayabal de Síquima;25328;2005;Total;3.708
25;Cundinamarca;Guayabetal;25335;2005;Cabecera Municipal;1.275
25;Cundinamarca;Guayabetal;25335;2005;Centros Poblados y Rural Disperso;3.383
25;Cundinamarca;Guayabetal;25335;2005;Total;4.658
25;Cundinamarca;Gutiérrez;25339;2005;Cabecera Municipal;734
25;Cundinamarca;Gutiérrez;25339;2005;Centros Poblados y Rural Disperso;2.475
25;Cundinamarca;Gutiérrez;25339;2005;Total;3.209
25;Cundinamarca;Jerusalén;25368;2005;Cabecera Municipal;680
25;Cundinamarca;Jerusalén;25368;2005;Centros Poblados y Rural Disperso;1.885
25;Cundinamarca;Jerusalén;25368;2005;Total;2.565
25;Cundinamarca;Junín;25372;2005;Cabecera Municipal;586
25;Cundinamarca;Junín;25372;2005;Centros Poblados y Rural Disperso;5.687
25;Cundinamarca;Junín;25372;2005;Total;6.273
25;Cundinamarca;La Calera;25377;2005;Cabecera Municipal;7.653
25;Cundinamarca;La Calera;25377;2005;Centros Poblados y Rural Disperso;12.790
25;Cundinamarca;La Calera;25377;2005;Total;20.443
25;Cundinamarca;La Mesa;25386;2005;Cabecera Municipal;9.835
25;Cundinamarca;La Mesa;25386;2005;Centros Poblados y Rural Disperso;12.095
25;Cundinamarca;La Mesa;25386;2005;Total;21.930
25;Cundinamarca;La Palma;25394;2005;Cabecera Municipal;3.509
25;Cundinamarca;La Palma;25394;2005;Centros Poblados y Rural Disperso;6.372
25;Cundinamarca;La Palma;25394;2005;Total;9.881
25;Cundinamarca;La Peña;25398;2005;Cabecera Municipal;833
25;Cundinamarca;La Peña;25398;2005;Centros Poblados y Rural Disperso;5.322
25;Cundinamarca;La Peña;25398;2005;Total;6.155
25;Cundinamarca;La Vega;25402;2005;Cabecera Municipal;3.628
25;Cundinamarca;La Vega;25402;2005;Centros Poblados y Rural Disperso;8.250
25;Cundinamarca;La Vega;25402;2005;Total;11.878
25;Cundinamarca;Lenguazaque;25407;2005;Cabecera Municipal;1.922
25;Cundinamarca;Lenguazaque;25407;2005;Centros Poblados y Rural Disperso;6.463
25;Cundinamarca;Lenguazaque;25407;2005;Total;8.385
25;Cundinamarca;Machetá;25426;2005;Cabecera Municipal;1.065
25;Cundinamarca;Machetá;25426;2005;Centros Poblados y Rural Disperso;5.492
25;Cundinamarca;Machetá;25426;2005;Total;6.557
25;Cundinamarca;Madrid;25430;2005;Cabecera Municipal;54.516
25;Cundinamarca;Madrid;25430;2005;Centros Poblados y Rural Disperso;6.659
25;Cundinamarca;Madrid;25430;2005;Total;61.175
25;Cundinamarca;Manta;25436;2005;Cabecera Municipal;723
25;Cundinamarca;Manta;25436;2005;Centros Poblados y Rural Disperso;3.402
25;Cundinamarca;Manta;25436;2005;Total;4.125
25;Cundinamarca;Medina;25438;2005;Cabecera Municipal;2.605
25;Cundinamarca;Medina;25438;2005;Centros Poblados y Rural Disperso;6.263
25;Cundinamarca;Medina;25438;2005;Total;8.868
25;Cundinamarca;Mosquera;25473;2005;Cabecera Municipal;61.690
25;Cundinamarca;Mosquera;25473;2005;Centros Poblados y Rural Disperso;2.094
25;Cundinamarca;Mosquera;25473;2005;Total;63.784
25;Cundinamarca;Nariño;25483;2005;Cabecera Municipal;1.280
25;Cundinamarca;Nariño;25483;2005;Centros Poblados y Rural Disperso;663
25;Cundinamarca;Nariño;25483;2005;Total;1.943
25;Cundinamarca;Nemocón;25486;2005;Cabecera Municipal;4.119
25;Cundinamarca;Nemocón;25486;2005;Centros Poblados y Rural Disperso;4.795
25;Cundinamarca;Nemocón;25486;2005;Total;8.914
25;Cundinamarca;Nilo;25488;2005;Cabecera Municipal;1.466
25;Cundinamarca;Nilo;25488;2005;Centros Poblados y Rural Disperso;5.321
25;Cundinamarca;Nilo;25488;2005;Total;6.787
25;Cundinamarca;Nimaima;25489;2005;Cabecera Municipal;459
25;Cundinamarca;Nimaima;25489;2005;Centros Poblados y Rural Disperso;2.937
25;Cundinamarca;Nimaima;25489;2005;Total;3.396
25;Cundinamarca;Nocaima;25491;2005;Cabecera Municipal;1.406
25;Cundinamarca;Nocaima;25491;2005;Centros Poblados y Rural Disperso;3.880
25;Cundinamarca;Nocaima;25491;2005;Total;5.286
25;Cundinamarca;Venecia;25506;2005;Cabecera Municipal;909
25;Cundinamarca;Venecia;25506;2005;Centros Poblados y Rural Disperso;2.926
25;Cundinamarca;Venecia;25506;2005;Total;3.835
25;Cundinamarca;Pacho;25513;2005;Cabecera Municipal;9.044
25;Cundinamarca;Pacho;25513;2005;Centros Poblados y Rural Disperso;12.094
25;Cundinamarca;Pacho;25513;2005;Total;21.138
25;Cundinamarca;Paime;25518;2005;Cabecera Municipal;469
25;Cundinamarca;Paime;25518;2005;Centros Poblados y Rural Disperso;4.264
25;Cundinamarca;Paime;25518;2005;Total;4.733
25;Cundinamarca;Pandi;25524;2005;Cabecera Municipal;805
25;Cundinamarca;Pandi;25524;2005;Centros Poblados y Rural Disperso;3.309
25;Cundinamarca;Pandi;25524;2005;Total;4.114
25;Cundinamarca;Paratebueno;25530;2005;Cabecera Municipal;1.847
25;Cundinamarca;Paratebueno;25530;2005;Centros Poblados y Rural Disperso;3.706
25;Cundinamarca;Paratebueno;25530;2005;Total;5.553
25;Cundinamarca;Pasca;25535;2005;Cabecera Municipal;1.958
25;Cundinamarca;Pasca;25535;2005;Centros Poblados y Rural Disperso;6.259
25;Cundinamarca;Pasca;25535;2005;Total;8.217
25;Cundinamarca;Puerto Salgar;25572;2005;Cabecera Municipal;7.594
25;Cundinamarca;Puerto Salgar;25572;2005;Centros Poblados y Rural Disperso;4.042
25;Cundinamarca;Puerto Salgar;25572;2005;Total;11.636
25;Cundinamarca;Pulí;25580;2005;Cabecera Municipal;492
25;Cundinamarca;Pulí;25580;2005;Centros Poblados y Rural Disperso;2.794
25;Cundinamarca;Pulí;25580;2005;Total;3.286
25;Cundinamarca;Quebradanegra;25592;2005;Cabecera Municipal;301
25;Cundinamarca;Quebradanegra;25592;2005;Centros Poblados y Rural Disperso;4.325
25;Cundinamarca;Quebradanegra;25592;2005;Total;4.626
25;Cundinamarca;Quetame;25594;2005;Cabecera Municipal;982
25;Cundinamarca;Quetame;25594;2005;Centros Poblados y Rural Disperso;3.807
25;Cundinamarca;Quetame;25594;2005;Total;4.789
25;Cundinamarca;Quipile;25596;2005;Cabecera Municipal;587
25;Cundinamarca;Quipile;25596;2005;Centros Poblados y Rural Disperso;6.278
25;Cundinamarca;Quipile;25596;2005;Total;6.865
25;Cundinamarca;Apulo;25599;2005;Cabecera Municipal;2.755
25;Cundinamarca;Apulo;25599;2005;Centros Poblados y Rural Disperso;3.971
25;Cundinamarca;Apulo;25599;2005;Total;6.726
25;Cundinamarca;Ricaurte;25612;2005;Cabecera Municipal;3.549
25;Cundinamarca;Ricaurte;25612;2005;Centros Poblados y Rural Disperso;4.416
25;Cundinamarca;Ricaurte;25612;2005;Total;7.965
25;Cundinamarca;San Antonio del Tequendama;25645;2005;Cabecera Municipal;568
25;Cundinamarca;San Antonio del Tequendama;25645;2005;Centros Poblados y Rural Disperso;8.895
25;Cundinamarca;San Antonio del Tequendama;25645;2005;Total;9.463
25;Cundinamarca;San Bernardo;25649;2005;Cabecera Municipal;2.695
25;Cundinamarca;San Bernardo;25649;2005;Centros Poblados y Rural Disperso;6.100
25;Cundinamarca;San Bernardo;25649;2005;Total;8.795
25;Cundinamarca;San Cayetano;25653;2005;Cabecera Municipal;368
25;Cundinamarca;San Cayetano;25653;2005;Centros Poblados y Rural Disperso;4.531
25;Cundinamarca;San Cayetano;25653;2005;Total;4.899
25;Cundinamarca;San Francisco;25658;2005;Cabecera Municipal;2.677
25;Cundinamarca;San Francisco;25658;2005;Centros Poblados y Rural Disperso;4.902
25;Cundinamarca;San Francisco;25658;2005;Total;7.579
25;Cundinamarca;San Juan de Rioseco;25662;2005;Cabecera Municipal;2.469
25;Cundinamarca;San Juan de Rioseco;25662;2005;Centros Poblados y Rural Disperso;5.649
25;Cundinamarca;San Juan de Rioseco;25662;2005;Total;8.118
25;Cundinamarca;Sasaima;25718;2005;Cabecera Municipal;1.717
25;Cundinamarca;Sasaima;25718;2005;Centros Poblados y Rural Disperso;6.896
25;Cundinamarca;Sasaima;25718;2005;Total;8.613
25;Cundinamarca;Sesquilé;25736;2005;Cabecera Municipal;1.944
25;Cundinamarca;Sesquilé;25736;2005;Centros Poblados y Rural Disperso;5.863
25;Cundinamarca;Sesquilé;25736;2005;Total;7.807
25;Cundinamarca;Sibaté;25740;2005;Cabecera Municipal;14.959
25;Cundinamarca;Sibaté;25740;2005;Centros Poblados y Rural Disperso;7.142
25;Cundinamarca;Sibaté;25740;2005;Total;22.101
25;Cundinamarca;Silvania;25743;2005;Cabecera Municipal;4.242
25;Cundinamarca;Silvania;25743;2005;Centros Poblados y Rural Disperso;12.359
25;Cundinamarca;Silvania;25743;2005;Total;16.601
25;Cundinamarca;Simijaca;25745;2005;Cabecera Municipal;4.538
25;Cundinamarca;Simijaca;25745;2005;Centros Poblados y Rural Disperso;4.626
25;Cundinamarca;Simijaca;25745;2005;Total;9.164
25;Cundinamarca;Soacha;25754;2005;Cabecera Municipal;334.706
25;Cundinamarca;Soacha;25754;2005;Centros Poblados y Rural Disperso;5.920
25;Cundinamarca;Soacha;25754;2005;Total;340.626
25;Cundinamarca;Sopó;25758;2005;Cabecera Municipal;8.810
25;Cundinamarca;Sopó;25758;2005;Centros Poblados y Rural Disperso;6.519
25;Cundinamarca;Sopó;25758;2005;Total;15.329
25;Cundinamarca;Subachoque;25769;2005;Cabecera Municipal;4.165
25;Cundinamarca;Subachoque;25769;2005;Centros Poblados y Rural Disperso;9.559
25;Cundinamarca;Subachoque;25769;2005;Total;13.724
25;Cundinamarca;Suesca;25772;2005;Cabecera Municipal;4.011
25;Cundinamarca;Suesca;25772;2005;Centros Poblados y Rural Disperso;7.779
25;Cundinamarca;Suesca;25772;2005;Total;11.790
25;Cundinamarca;Supatá;25777;2005;Cabecera Municipal;1.225
25;Cundinamarca;Supatá;25777;2005;Centros Poblados y Rural Disperso;3.268
25;Cundinamarca;Supatá;25777;2005;Total;4.493
25;Cundinamarca;Susa;25779;2005;Cabecera Municipal;1.419
25;Cundinamarca;Susa;25779;2005;Centros Poblados y Rural Disperso;4.010
25;Cundinamarca;Susa;25779;2005;Total;5.429
25;Cundinamarca;Sutatausa;25781;2005;Cabecera Municipal;1.079
25;Cundinamarca;Sutatausa;25781;2005;Centros Poblados y Rural Disperso;3.107
25;Cundinamarca;Sutatausa;25781;2005;Total;4.186
25;Cundinamarca;Tabio;25785;2005;Cabecera Municipal;3.890
25;Cundinamarca;Tabio;25785;2005;Centros Poblados y Rural Disperso;9.937
25;Cundinamarca;Tabio;25785;2005;Total;13.827
25;Cundinamarca;Tausa;25793;2005;Cabecera Municipal;810
25;Cundinamarca;Tausa;25793;2005;Centros Poblados y Rural Disperso;5.574
25;Cundinamarca;Tausa;25793;2005;Total;6.384
25;Cundinamarca;Tena;25797;2005;Cabecera Municipal;454
25;Cundinamarca;Tena;25797;2005;Centros Poblados y Rural Disperso;6.695
25;Cundinamarca;Tena;25797;2005;Total;7.149
25;Cundinamarca;Tenjo;25799;2005;Cabecera Municipal;4.697
25;Cundinamarca;Tenjo;25799;2005;Centros Poblados y Rural Disperso;9.458
25;Cundinamarca;Tenjo;25799;2005;Total;14.155
25;Cundinamarca;Tibacuy;25805;2005;Cabecera Municipal;472
